358,1373896_at
359,1398357_at
360,1388112_at
361,1367992_at
362,1370277_at
363,1387927_a_at
364,1376711_at
365,1370886_a_at
366,1367603_at
367,1372437_at
368,1398842_at
369,1398851_at
370,1372612_at
371,1386937_at
372,1388163_at
373,1374702_at
374,1371323_at
375,1386891_at
376,1375246_at
377,1370238_at
378,1389600_at
379,1371393_at
380,1371335_at
381,1399057_at
382,1370041_at
383,1371334_at
384,1375335_at
385,1388113_at
386,1398829_at
387,1369628_at
388,1370378_at
389,1369933_at
390,1392681_at
391,1370861_at
392,1373374_at
393,1375861_at
394,1375421_a_at
395,1398790_at
396,1388822_at
397,1367740_at
398,1369929_at
399,1374431_at
400,1389956_a_at
401,1375651_at
402,1388159_at
403,AFFX-r2-P1-cre-3_at
404,AFFX-r2-P1-cre-5_at
405,1387341_a_at
406,AFFX-CreX-3_at
407,1386921_at
408,1369937_at
409,AFFX-CreX-5_at
410,1386865_at
411,1370246_at
412,1367851_at
413,1387121_a_at
414,1367668_a_at
415,1387862_at
416,1386857_at
417,1371507_at
418,1371642_at
419,1370434_a_at
420,1371694_at
421,1388318_at
422,1398767_at
423,1381996_at
424,1374307_at
425,1388575_at
426,1368277_at
427,1388995_at
428,1369939_at
429,1374513_at
430,AFFX-r2-Ec-bioD-3_at
431,1369008_a_at
432,1399079_at
433,1367607_at
434,1388375_at
435,1369085_s_at
436,1368151_at
437,1372707_at
438,1384302_at
439,1389511_s_at
440,1388152_at
441,1386004_s_at
442,1378292_at
443,1372542_at
444,1398625_at
445,1373571_at
446,1371884_at
447,1398893_at
448,1368565_at
449,1375705_at
450,1370888_at
451,1368888_a_at
452,1386866_at
453,1371371_at
454,1389957_at
455,1375843_at
456,1372257_at
457,1368853_at
458,1367632_at
459,1398258_at
460,1397579_x_at
461,1398765_at
462,1373041_at
463,1368157_at
464,1386902_at
465,1383173_at
466,1382098_at
467,1371422_at
468,AFFX-r2-Ec-bioD-5_at
469,1373773_at
470,1367637_a_at
471,1373977_at
472,1391039_at
473,1370585_a_at
474,1371870_at
475,AFFX-BioDn-3_at
476,1373951_at
477,1387015_at
478,1371686_at
479,1370517_at
480,1370239_at
481,1367566_at
482,1370240_x_at
483,1370154_at
484,1370255_at
485,1387890_at
486,1387460_at
487,1371327_a_at
488,1367583_at
489,1388303_at
490,1370242_at
491,1398324_at
492,1371308_at
493,1369966_a_at
494,1398761_at
495,1367625_at
496,1375219_a_at
497,1398871_at
498,1367816_at
499,1398789_at
500,1371377_at
501,1398852_at
502,1388310_at
503,1371307_at
504,1367597_at
505,1388033_at
506,1371300_at
507,1367661_at
508,1371761_at
509,1389488_at
510,1367563_at
511,1367561_at
512,1375181_at
513,1371305_at
514,1367685_at
515,1371304_a_at
516,1398892_at
517,1367588_a_at
518,1371330_at
519,1398751_at
520,1375632_at
521,1386858_at
522,1388296_at
523,1371375_at
524,1370190_at
525,1367623_at
526,1373470_at
527,1387902_a_at
528,1371316_at
529,1398854_at
530,1398888_at
531,1388314_at
532,1375881_at
533,1371499_at
534,1370213_at
535,1372474_at
536,1386862_at
537,1386874_at
538,1367469_at
539,1386899_at
540,1367929_at
541,1370247_a_at
542,1388244_s_at
543,1371595_at
544,1373617_at
545,1371406_at
546,1388335_at
547,1369926_at
548,1371921_at
549,1372473_at
550,1367459_at
551,1370401_at
552,1388332_at
553,1367646_at
554,1367618_a_at
555,1367604_at
556,1371427_at
557,1398764_at
558,1398849_at
559,1390022_at
560,1388608_x_at
561,1387883_a_at
562,1367595_s_at
563,1371504_at
564,1398835_at
565,1370109_s_at
566,1371245_a_at
567,1367645_at
568,1371301_at
569,1367606_at
570,1371297_at
571,1369107_at
572,1367640_at
573,1370959_at
574,1398839_at
575,1372111_at
576,1367717_at
577,1367596_at
578,1387960_at
579,1388372_at
580,1371319_at
581,1398762_at
582,1371295_at
583,1371414_at
584,1367639_a_at
585,AFFX_Rat_beta-actin_M_at
586,1398775_at
587,1398315_at
588,1367614_at
589,1368423_at
590,1398882_at
591,1370883_at
592,1367679_at
593,1367657_at
594,1390024_at
595,1371076_at
596,1383145_at
597,1367567_at
598,1388906_at
599,1371732_at
600,1368052_at
601,1369959_at
602,1398841_at
603,1372947_at
604,1393281_at
605,1371440_at
606,1388114_at
607,1388224_at
608,1398759_at
609,1371703_at
610,1388297_at
611,1367948_a_at
612,1389332_at
613,1398797_at
614,1386953_at
615,1373911_at
616,1387159_at
617,1367666_at
618,1372110_at
619,1372079_at
620,1371131_a_at
621,AFFX_Rat_beta-actin_5_at
622,1371511_at
623,1374104_at
624,1371575_at
625,1390116_at
626,1373067_at
627,1375296_at
628,1373152_at
629,1388076_at
630,1389467_at
631,1368819_at
632,1371435_at
633,1368042_a_at
634,1375638_at
635,1371541_at
636,1377232_at
637,1367899_at
638,1393182_at
639,1395381_at
640,1367553_x_at
641,1367565_a_at
642,1388110_at
643,1398836_s_at
644,AFFX_Rat_beta-actin_3_at
645,1367568_a_at
646,1367630_at
647,1368211_at
648,1371344_at
649,1367634_at
650,1371102_x_at
651,1367573_at
652,1371357_at
653,1367610_at
654,1384548_at
655,1398917_at
656,1370980_at
657,1371700_at
658,1371419_at
659,1398333_at
660,1377640_at
661,1375170_at
662,1371299_at
663,1368168_at
664,1398885_at
665,1390019_at
666,1371318_at
667,1367560_at
668,1398872_at
669,1398760_at
670,1398774_at
671,1375707_at
672,1387315_at
673,1371340_at
674,1370363_at
675,1389123_at
676,1371837_at
677,1387888_at
678,1367582_at
679,1372241_at
680,1371313_at
681,1370866_at
682,1370243_a_at
683,1398830_at
684,1367574_at
685,1369952_at
686,1367584_at
687,1372107_at
688,1398749_at
689,1387770_at
690,1388481_at
691,1368141_at
692,1383695_at
693,1386879_at
694,1367580_at
695,1367569_at
696,1386913_at
697,1370253_at
698,1370428_x_at
699,1381190_at
700,1368284_at
701,1398364_at
702,1367460_at
703,1398754_at
704,1389301_at
705,1398986_at
706,1398753_at
707,1386868_at
708,1389586_at
709,1367512_at
710,1388449_at
711,1398757_at
712,1370825_a_at
713,1373843_at
714,1375119_at
715,1389732_at
716,1372889_at
717,1388557_at
718,1388748_at
719,1370751_at
