0,1367555_at
1,1367556_s_at
2,1370228_at
3,1368288_at
4,1370148_at
5,1370349_a_at
6,1368587_at
7,1368686_at
8,1368021_at
9,1368583_a_at
10,1370086_at
11,1368155_at
12,1369509_a_at
13,1368806_at
14,1388190_at
15,1387830_at
16,1387082_at
17,1370065_at
18,1398577_at
19,1393139_at
20,1371762_at
21,1387006_at
22,1383169_at
23,1373178_at
24,1368569_at
25,1384334_at
26,1368266_at
27,1371050_at
28,1370939_at
29,1370333_a_at
30,1367988_at
31,1372264_at
32,1387825_at
33,1367838_at
34,1392172_at
35,1387243_at
36,1371030_at
37,1371031_at
38,1367804_at
39,1368397_at
40,1367586_at
41,1368826_at
42,1379744_at
43,1398326_at
44,1368609_at
45,1371699_at
46,1388331_at
47,1367793_at
48,1387963_a_at
49,1367784_a_at
50,1367932_at
51,1369435_at
52,1373686_at
53,1387508_at
54,1371124_a_at
55,1368224_at
56,1389470_at
57,1387029_at
58,1384417_at
59,1373803_a_at
60,1367619_at
61,1369225_at
62,1367559_at
63,1367667_at
64,1368467_at
65,1367775_at
66,1370359_at
67,1387314_at
68,1368304_at
69,1370836_at
70,1369657_at
71,1368627_at
72,1371312_at
73,1371381_at
74,1388229_a_at
75,1368706_at
76,1398788_at
77,1370010_at
78,1367702_at
79,1370563_at
80,1370862_at
81,1368000_at
82,1370027_a_at
83,1367598_at
84,1368707_at
85,1387291_at
86,1369727_at
87,1370547_at
88,1368161_a_at
89,1371099_at
90,1367917_at
91,1367755_at
92,1368418_a_at
93,1370296_at
94,1386904_a_at
95,1370420_at
96,1367641_at
97,1368360_at
98,1368442_at
99,1368731_at
100,1368077_at
101,1371691_at
102,1368205_at
103,1388569_at
104,1385756_at
105,1387034_at
106,1391417_at
107,1371475_at
108,1387234_at
109,1386886_at
110,1368060_at
111,1370019_at
112,1370150_a_at
113,1371100_at
114,1369502_a_at
115,1370387_at
116,1369764_at
117,1387672_at
118,1398260_a_at
119,1387325_at
120,1370310_at
121,1372254_at
122,1370151_at
123,1369954_at
124,1390795_at
125,1368336_at
126,1386898_at
127,1383904_at
128,1368150_at
129,1368741_at
130,1388153_at
131,1369630_at
132,1393123_at
133,1369493_at
134,1372372_at
135,1388236_x_at
136,1367635_at
137,1373093_at
138,1384499_at
139,1374440_at
140,1367887_at
141,1387396_at
142,1369275_s_at
143,1386894_at
144,1393887_at
145,1379326_at
146,1369671_at
147,1370007_at
148,1368016_at
149,1387271_at
150,1368435_at
151,1387896_at
152,1371237_a_at
153,1369074_at
154,1369286_at
155,1379240_at
156,1370235_at
157,1398378_at
158,1368245_at
159,1367680_at
160,1370009_at
161,1370396_x_at
162,1370992_a_at
163,1367647_at
164,1367612_at
165,1370241_at
166,1389270_x_at
167,1389350_at
168,1369111_at
169,1367576_at
170,1367871_at
171,1368420_at
172,1370299_at
173,1368188_at
174,1370511_at
175,1370580_a_at
176,1370964_at
177,1368720_at
178,1368048_at
179,1392090_at
180,1368380_at
181,1371083_at
182,1387665_at
183,1367774_at
184,1370283_at
185,1387994_at
186,1370708_a_at
187,1367995_at
188,1370789_a_at
189,1380104_at
190,1367613_at
191,1398855_at
192,1387344_at
193,1370244_at
194,1390326_at
195,1387878_at
196,1396933_s_at
197,1387893_at
198,1368943_at
199,1367729_at
200,1369206_at
201,1368335_at
202,1387949_at
203,1391884_at
204,1382554_at
205,1386867_at
206,1387240_at
207,1370892_at
208,1367896_at
209,1371266_at
210,1370234_at
211,1368180_s_at
212,1368092_at
213,1367599_at
214,1387101_at
215,1393245_at
216,1370167_at
217,1370384_a_at
218,1371688_at
219,1388469_at
220,1373337_at
221,1376845_at
222,1384544_at
223,1387323_at
224,1369011_at
225,1367622_at
226,1388526_at
227,1370881_at
228,1388358_at
229,1368520_at
230,1369852_at
231,1388118_at
232,1394844_s_at
233,1387877_at
234,1388884_at
235,1388948_at
236,1367686_at
237,1388327_at
238,1367798_at
239,1370276_at
240,1375107_at
241,1375340_at
242,1375108_at
243,1387112_at
244,1370855_at
245,1370274_at
246,1372701_at
247,1371571_at
248,1370156_at
249,1373718_at
250,1367579_a_at
251,1368854_at
252,AFFX_Rat_GAPDH_3_at
253,1375336_at
254,1367617_at
255,1367620_at
256,1387016_a_at
257,1373479_at
258,1398350_at
259,1388307_at
260,1380828_at
261,1371407_at
262,1398827_at
263,1398626_s_at
264,1368145_at
265,1369976_at
266,1398800_at
267,1371835_at
268,1370918_a_at
269,1371702_at
270,1374426_at
271,1389904_at
272,1388325_at
273,1373363_at
274,1370869_at
275,1370838_s_at
276,1372190_at
277,1375305_at
278,1370168_at
279,1371701_at
280,1368292_at
281,1383444_at
282,1371841_at
283,1371358_at
284,1368344_at
285,1398843_at
286,1371572_at
287,1368842_at
288,1388997_at
289,1370050_at
290,1388365_at
291,1387071_a_at
292,1368536_at
293,1367549_a_at
294,1370059_at
295,1367827_at
296,1387903_at
297,1383542_at
298,1377747_at
299,1376893_at
300,1373013_at
301,1374742_at
302,1398828_at
303,1377114_at
304,1367783_at
305,1398870_at
306,1378065_at
307,1370069_at
308,1388670_at
309,1373145_at
310,1367808_at
311,1398389_at
312,1375424_at
313,1370341_at
314,1383147_at
315,1396040_at
316,1370815_at
317,1367578_at
318,1377743_at
319,1375687_at
320,1370803_at
321,1368810_a_at
322,1386852_x_at
323,1387073_at
324,1398240_at
325,1387772_at
326,1367557_s_at
327,1398850_at
328,1370229_at
329,1367693_at
330,1367814_at
331,1371320_at
332,AFFX_Rat_GAPDH_5_at
333,1388146_at
334,1367653_a_at
335,AFFX_Rat_GAPDH_M_at
336,1386903_at
337,1386864_at
338,1386998_at
339,1370218_at
340,1382882_x_at
341,1388311_at
342,1369897_s_at
343,1398755_at
344,1368098_a_at
345,1368097_a_at
346,1367629_at
347,1388850_at
348,1398880_at
349,1371387_at
350,1395335_at
351,1370124_at
352,1369936_at
353,1372002_at
354,1367757_at
355,1370275_at
356,1387774_at
357,1393263_at
