gene,memory.CD8.T.cells,naive.CD8.T.cells,naive.CD4.T.cells,memory.CD4.T.cells,regulatory.T.cells,naive.B.cells,memory.B.cells
ABHD12,235.14825958508808,151.92760135347015,198.6824197685831,226.33023957795803,138.45565457019873,220.65390320876799,196.1239076809788
ABHD12B,17.006130885675866,20.97197583941658,26.4232293883892,19.83707754238694,18.60581672127433,18.168687457450677,17.9515184734874
ABHD13,487.50837714704284,506.8718341074496,341.59965455728604,938.3159499368256,224.13035682365918,684.5938594819687,553.8703142582195
ABHD14A,349.5926501535997,475.1422623144469,311.18842830561664,414.2416897760901,126.53083358203635,227.33607417818843,327.0434277057184
ABHD14B,299.5588729321943,272.835896026551,202.48280513310831,222.9677580237259,99.48314042042259,233.41806308203945,268.1592051199614
ABHD15,142.44821417928043,130.21281854823022,156.86402707774434,235.40548284369711,101.55367526529656,316.4745739503416,226.2976383031526
ABHD16A,199.89036445340153,144.33344647174172,140.928563942124,153.60571308975832,75.06091616787263,143.3783580654207,156.5466138818679
ABHD16B,36.81884791737026,44.79471012857351,45.69217345193044,42.855803375846,65.34672440236248,58.829771562325526,60.48970690925227
ABHD17A,431.7476989113951,416.5246876464402,435.46294035907283,340.9291075095948,196.58024813074533,381.62426497775857,415.6065334361386
ABHD17B,233.98952029187924,208.75476496204348,114.11066615767189,105.74445545031064,76.6220246060383,271.6615272486218,147.8901324685691
ABHD17C,57.87859030408742,45.595366165043686,168.52986276128848,120.24592339657235,150.0067526171967,103.67728793340679,123.42752359603016
ABHD2,451.79205199239726,362.69746553552557,411.2096603040962,425.38491496871757,309.9586979618919,351.4029035068117,358.0407248831977
ABHD3,330.44338255976874,233.191055759332,200.03120344143377,343.2982949452826,483.20264815489224,197.4082105150773,188.27507237730114
ABHD4,334.8261217271017,331.6183349530929,150.75701533760272,223.34452149798759,83.2112329290155,202.59894738564813,327.6227684244227
ABHD5,114.85461701934592,94.11219553549383,439.20155826324986,180.1141600929748,370.2990693910591,86.30798352194977,151.23269938576854
ABHD6,123.59888557499663,91.08747068305333,165.35203921599242,125.15723517200566,21.217221123962908,135.71630627938217,255.635422591945
ABHD8,97.2169830680391,123.20474555141435,88.39330876012069,86.81715713125718,122.75980196279495,108.13236875346865,106.73436177915758
ABI1,739.122654898223,674.2770624719376,256.61346141619146,534.1734836508608,2341.7873746899013,867.6318338591153,964.1975960419693
ABI2,363.56138536125655,393.3670715821498,370.79690485650474,434.0041284640016,533.8256018159184,257.12962505082254,239.16220871755786
