gene,T.cells,memory.B.cells,naive.B.cells
A1BG,29.27357846479607,29.624762881947834,27.587052633018303
A1BG-AS1,22.009962554940472,17.518335345636967,13.206673859886777
A1CF,18.91431451740201,14.657387057364806,15.865074598336768
A2M,15.865598757656244,22.448438664705574,14.144386448898905
A2M-AS1,63.479933501368826,19.15049621871856,13.114958090643432
A2ML1,10.998674472228172,11.436136924700778,10.443083244756844
A2MP1,49.46210043594201,29.38551561275514,25.263395973917124
A4GALT,27.965937006724683,35.20250353340074,39.2538003274265
A4GNT,12.813018739961926,21.56420142568834,13.675113239619568
AA06,21.554438291740365,19.340441063571372,21.850586684903963
AAAS,123.65910347171285,156.56993846344406,115.06700118150223
AACS,57.38756920748377,70.42166874071114,45.268459784463964
AACSP1,7.929689682168944,8.856025959540226,6.18214624683982
AADAC,11.029065081628554,10.166734522834423,11.19109110243597
AADACL2,6.225154367394325,6.420056147646542,9.32406129430295
AADACP1,10.352220388518225,7.686834579139993,7.708197983462992
AADAT,26.796603474672384,21.22225037452011,17.618305759387408
AAED1,29.226914309878527,43.99944697214918,43.248922209014275
AAGAB,31.131047262255834,25.219393459579923,28.660742871595758
AAK1,222.33239248031245,33.1485953677523,28.75253128090036
AAMDC,17.347443897423066,12.799597637079584,23.51922356697656
AAMP,198.4761343400908,186.78056772056982,130.64094576317171
AANAT,7.338149749902375,8.214652002653017,6.899029058899359
AAR2,104.8491352665168,149.080833477663,114.27716217981431
AARS,235.8486910005615,266.59019255084905,207.2200007111554
AARS2,60.863353440114025,59.1151032335029,57.62514636744702
AARSD1,43.03121942825383,63.484012810543106,71.76527503274167
AASDH,62.17832118738655,66.14812937169974,64.71286907959114
AASDHPPT,231.51656146544323,103.42054362972988,156.28515159198972
AASS,11.85642980310198,9.250203345654377,13.075991795225988
AATF,199.36747068145505,242.6767777560467,221.69705987528528
AATK,46.96488007452083,82.46072471018266,53.7835477844587
AB074162,68.7937688957878,38.86863870315974,57.18571136283876
AB488780,45.15549519712422,44.359407471318626,33.15795301226378
ABAT,30.1864304332283,37.34692143284111,75.80655642667735
ABCA1,20.471589887763958,13.564630681446374,14.714872726838308
ABCA11P,17.0985820916266,22.250085438590045,29.422057242774127
ABCA12,6.064323628158033,6.642621563920795,6.050603849597489
ABCA13,4.647941484833365,4.51336463996158,4.4077738099662325
ABCA17P,11.687702739327086,9.509287028271203,12.233071208133866
ABCA2,29.93154335249295,26.05682726228763,25.4089596283318
ABCA3,50.1645743894172,44.31520657055202,33.097064051796885
ABCA4,25.54810590392958,18.046638006098803,19.756978956858642
ABCA5,104.10447401793186,65.80183243857796,59.04983779237486
ABCA6,6.865569100497464,13.835963738921592,9.208774212137557
ABCA7,52.01891784148836,52.455982849940604,26.130700851949726
ABCA8,10.195934440495003,7.995336523899439,8.923317707640086
ABCA9,7.754486786096504,8.87954719560505,9.427732580637256
ABCB1,16.12797144741418,26.41195581003689,168.6686142364966
ABCB10,90.4413103348814,122.90582586118857,69.08860176202859
ABCB11,13.82541549980124,10.736307414751439,15.091122023222459
ABCB4,24.18397219476368,80.81538032313249,335.2443576020574
ABCB5,12.838647908933131,11.815786973285434,12.610549018373417
ABCB6,19.27107834834325,21.925370176395877,25.441751892870354
ABCB7,83.90792951646098,161.3849875298149,145.88254178477743
ABCB8,24.893144104729927,16.70149691241019,17.743435275572633
ABCB9,15.98368841185804,16.642934350450215,16.426767875949796
ABCC1,134.4177067620192,109.75829721144305,93.44709511000616
ABCC10,130.7762281503625,82.55112852125772,60.09068794233131
ABCC11,29.0264065674679,21.351545871397462,17.539745602360583
ABCC12,7.454497809460811,9.214862466301437,8.054792209210314
ABCC13,8.249750427834904,9.362772219170116,9.373545837051648
ABCC2,11.443697716782586,12.26606647073465,14.120123834968743
ABCC3,54.552641740630236,36.336728061701045,32.3636011599821
ABCC4,16.103390303925092,14.754810028204323,13.985585973192224
ABCC5,48.16408904747916,34.396306004036994,46.71576886030615
ABCC6,12.986103944869662,14.643387848649468,13.010007993167774
ABCC6P1,6.551683422650576,7.433820957366695,6.7574331082495815
ABCC8,21.925370176395877,20.039646635475126,19.241683648680702
ABCC9,11.062799922303432,9.94637321509732,12.553108521410167
ABCD1,42.86041421146854,36.182599711702075,22.047316353367208
ABCD1P2,8.15728325090221,8.136391106591496,8.739740062123932
ABCD2,8.090826181280724,6.297024050214141,5.338601915799458
ABCD3,140.3774159550143,114.20911449772017,121.77530863820488
ABCD4,37.560757566835214,35.79481384102286,45.43065934601114
ABCE1,146.650112482822,219.7847516766676,193.34096773260407
ABCF1,207.17001989843433,247.9032484195941,202.10233667761256
ABCF2,49.17395988113511,46.70172787169085,56.80682895205327
ABCF3,53.22528571807715,66.04535284888759,53.46094100475265
ABCG1,38.55047813876994,24.424058349336836,24.443259462455483
ABCG2,12.600273875279589,18.350142116764804,13.593013935578357
ABCG4,47.76887371696259,30.73105296609258,50.601044277057724
ABCG5,8.849185494845138,9.44351121343338,7.356727240059693
ABCG8,12.30709956002603,12.053952204347114,12.968876104523227
ABHD1,13.075991795225988,13.339521138779963,14.933481557295503
ABHD10,72.37617510750995,132.1118103609776,138.87602462426727
ABHD11,60.75596417176348,39.69739322028685,50.336074573733846
ABHD12,63.1899907624634,41.706664574980216,48.87061608827713
ABHD12B,8.417978018030263,6.625226061521562,6.658892107178683
ABHD13,26.769354387394444,32.66569413916246,33.22298984993024
ABHD14A,84.30279961583842,50.750198734754,28.272352125249693
ABHD14A-ACY1,17.225377272309775,46.11980623373139,46.997845318591345
ABHD14B,115.19010343800853,152.73072995241378,101.34919513305437
ABHD15,31.470789350394607,99.25356316199107,78.28384706984022
ABHD16A,40.76844583535159,22.968547000017836,43.30035477362443
ABHD16B,7.505652999327855,7.3002287739939264,12.272327778128572
ABHD17A,835.5734522125954,624.8294224182824,431.7201251942552
ABHD17B,64.87879573531846,42.94421560840241,113.18310858296161
ABHD17C,31.28996980814,31.66982982444719,24.985479216227898
ABHD2,51.785003089817906,46.054528582159975,41.58982565840371
ABHD3,219.9925350055562,286.0720658796468,137.22390442594266
ABHD4,107.31647745830143,95.81606944407059,83.88472054675712
ABHD5,16.693077833281723,15.485502352220074,15.119786675495261
ABHD6,15.873040214721335,27.286264213941013,35.575815501635084
ABHD8,17.951925052144272,32.18279835108243,19.463520427514386
ABI1,190.03251884667586,128.51693837531693,194.95568134145904
ABI2,65.11692530806384,43.4847104012363,39.43788103254258
ABI3,131.629361301889,205.58614922870234,139.17507758647884
ABI3BP,6.990248881618679,8.17448312570427,7.049075055957498
ABL1,59.93034429337516,72.25723236361848,79.33081801409098
ABL2,51.7574074214749,29.437671578747796,37.87209994315791
ABLIM1,335.2443576020574,143.15352257928598,275.3810915427733
ABLIM2,29.13588889228842,27.848288043007784,24.27772246983979
ABLIM3,17.53496345094216,16.611744757540382,16.6788888403496
ABO,49.44544592417605,38.01495903868103,29.97201112072571
ABR,100.81532805182195,124.4583382693848,111.85183463185045
ABRA,7.517383756991097,5.544393153608543,5.713739912885963
ABRACL,523.6805903744163,398.57857042210406,360.0884187112195
ABT1,132.81362261000427,146.5749241243485,135.25386865583843
ABTB1,32.018940426190106,23.957877626184057,31.223023425486744
ABTB2,27.47629503082858,31.492644450203603,34.172335499841736
AC000111.3,4.77648115578113,5.536345323545711,5.6406882784222825
AC002059.10,16.41874838978842,25.6036140502284,18.553295859595423
AC002064.5,13.764710551289,12.35619787294977,9.469005117523452
AC002310.12,29.161451775602362,32.313249383341144,35.05893425380257
AC002310.7,17.138474098583497,10.49166947270962,13.288142628122081
AC003973.4,8.663267190593155,9.802527203065784,7.799680470790217
AC003986.5,18.806086306975853,20.952968300956318,20.32523594122392
AC003989.4,27.243458689230437,15.927503094496297,17.06573621297954
AC004158.3,6.556662056431865,7.1890607370641435,8.17448312570427
AC004490.1,7.131249621633721,6.994434336114407,7.417912511733431
AC004538.3,35.78457157701291,16.84854740443887,19.362933639167093
AC004692.5,168.2866031969456,290.40554916678957,224.8429766965472
AC004941.5,72.3303328802086,78.69640222394926,60.75006751958438
AC004951.6,238.83117418320958,112.69533983356928,131.629361301889
AC005162.4,25.613918293412084,24.231898001126456,19.705875757863307
AC005224.2,12.534604304960844,11.85495861408995,10.347731902555346
AC005256.1,29.031297928738656,28.413330065536044,29.88407287383926
AC005306.3,42.63892875693551,30.25066691534343,30.65295185618629
AC005498.3,8.134807262472872,11.167215708343777,10.324203733956702
AC005523.2,42.4783882366601,45.14178678315233,43.26529797891191
AC005523.3,34.412270272017544,24.443259462455483,27.800489585168904
AC005537.2,13.89683546050775,13.025262143275425,8.070890056119625
AC005592.3,18.806086306975853,23.402172362271,19.546902775087275
