Symbol,B.cells,CD4.T.cells,CD8.T.cells,monocytic.lineage,NK.cells,neutrophils,endothelial.cells,fibroblasts
CCR3,253.606809301029,46.952875960086466,69.52100230823599,47.85978415927556,28.86856929529454,1971.9319747320556,11.422614999999999,4.8
CCR4,17.834229098544245,31.998007376096332,30.64773394860779,21.112679749151585,18.869074628598767,23.987470721980035,52.74978,22.9
CCR5,303.0469807384185,1850.1204688394942,4148.671111078376,354.1207921532405,969.3987595663276,246.06178578704325,70.46831,21.8
CCR6,50.27241224845271,40.95387203946694,21.328087639786162,11.643837307777341,13.414696327564892,14.551593879988946,10.530107000000001,11.2
CCR7,342.9391498425995,1393.9341160107504,1316.6747884934382,23.131525823260397,29.80272263610622,35.562618568219634,11.039019,3.6
CCR8,17.2284337282073,16.52465209674655,17.521749815282128,17.521749815282128,13.985704644742903,32.639810061620764,26.39842,29.9
CCR9,94.68272437410899,45.25895001057423,34.99745138594123,17.167556510183264,20.881533027615177,25.80256846965706,15.413457000000001,11.8
CCRL2,53.622930797235696,34.936144671420884,53.837511541329626,86.68620624398788,33.97608312553524,68.5259960895965,126.19395,4.8
CCRN4L,14.614564455716001,13.686014501212684,13.930018629925458,13.682546451923493,13.040742753775561,13.505893342617796,75.39235,52.1
CCS,269.0408933958365,246.26856639587996,211.00898905539867,208.68832794174838,202.30931212352246,193.81527854531612,554.5780599999999,114.4
CCSAP,11.233379983567515,10.853548339034651,11.786831138519332,11.209940891687168,11.194191630505578,10.685681354014545,9.30343,17.8
CCSER1,15.218792979094822,14.71352215325426,15.296580580539972,15.536106148675668,15.948678973040542,16.38094014344251,12.959902,3.8
CCSER2,10.732377356473725,10.720249160251749,11.890557292310856,9.938715464235843,11.132713295474494,11.03759705246585,9.172222,11.3
CCT2,129.51769867156108,110.9109421319901,164.06485879346118,65.73151331165825,90.19157033361112,17.158934819488614,553.2105,1238.9
CCT3,1437.3241218817357,1246.3512141032627,1428.734597997189,774.9352329928525,1247.6196032681485,61.82593619792088,7743.3965,1159.9
CCT4,20.92050832274982,22.177808580916437,20.29374018062006,30.121128874602093,23.67229064465168,31.332299194288705,145.67416,49.7
CCT5,38.14397766918438,40.71543144324929,53.00162235326936,36.01418156675734,46.42282002161317,29.263700177283184,70.20143,102.6
CCT6A,693.6493297419688,588.1210334141682,665.2219182676853,636.1966677404423,634.3724655202973,54.96712349549942,4369.4673,817.6
CCT6B,30.45913205225722,24.51407884579613,25.985946735031195,27.20050123984602,30.25986544356295,21.008778367390594,42.712894,63.6
CCT6P1,336.4352329928516,220.01715138709716,332.4228835000204,966.7685663261874,353.34355404760083,254.82238819909514,560.0507,127.4
CCT6P3,336.4352329928516,220.01715138709716,332.4228835000204,966.7685663261874,353.34355404760083,254.82238819909514,560.0507,127.4
CCT7,1265.5983424274536,1269.656032455865,1334.321025967675,774.9352329928525,1199.0142914645596,250.06083962595648,3338.1587,1193.1
CCT8,16.255390402863096,17.18136290468686,14.603207152311825,15.158914507403374,18.834355116873724,16.842395952764477,15.377906,31.3
CCT8L2,26.337516302082644,26.649118812687185,25.160609996100074,27.220895417833713,24.698670325652508,29.905099714374035,28.076408,2.4
CCZ1,43.76727912573872,53.92090971607303,57.60078229456247,52.45121204666197,58.50525320364912,102.0048942085203,57.79869,37.4
CCZ1B,74.15890454717395,104.1343806802015,64.69489665791271,74.64340018677947,80.41079121537506,43.101376952877864,47.354847,38.8
CD101,42.440786878588256,25.1397062064901,31.59904062622777,57.30192633263758,29.129063637042762,36.39847802199943,19.235779,4.0
CD109,21.77419711435922,18.911211448647595,20.613791965342408,22.71545114423727,18.249577012382595,21.261868039162472,118.37888999999998,96.1
CD14,740.2874569706772,232.4979069500003,98.0725584884174,5258.459665076632,60.92587612859324,3853.7211683683427,28.329094,57.5
CD151,162.96013812265824,165.17142544577953,130.3863816183518,522.2226567002466,155.02049943311937,157.5070822439165,849.1533,1320.6
CD160,425.65745521507534,414.3519261463963,1350.4964779958875,93.16501066259696,2792.8385720313618,26.40784520505574,15.621081,23.4
CD163,15.765702841598392,15.458804463564269,12.633375249833684,26.991937230519923,15.01615646205149,14.310253433245517,9.493372,1.9
CD163L1,17.971124965436314,19.218980971792497,18.69427422203397,31.308793843819164,18.82228423073015,21.800341098278007,90.62416999999999,2.3
CD164,75.22953944246282,47.826373737091174,45.95068622361674,86.0284194867214,63.76786287525824,188.7178931338004,568.3838,1503.5
CD177,17.4765677457666,21.45401031228987,19.13645068648785,21.490460050964387,20.22949881540648,25.801589365985084,44.952034000000005,13.4
CD180,745.5512398130243,64.01053714959804,56.80468894204204,181.7794516988976,70.75612280065339,48.30563093837795,117.15411999999999,9.2
CD19,1505.5933662737812,41.97266074629567,35.58561230390204,35.03236949734045,38.47295029335706,37.11287184032321,25.699903,11.6
CD1A,68.7848563809428,23.193150438971198,21.403489586687378,78.06783412291922,23.136201185013004,27.382870580347728,39.97617,3.5
CD1B,16.082446631871278,16.173477687384576,15.904507986833577,21.87838318383503,16.00489735980451,21.745961551842925,19.60819,2.0
CD1C,1572.0116515835628,197.93525038884428,96.24384209080591,480.67604625678723,112.99125672528056,127.83313489393944,63.216896,35.5
CD1D,453.59464639120614,86.61113806370307,33.62391432849446,2067.21211315776,34.146967021914065,43.49918659351343,9.685713,2.7
CD1E,12.393957733092344,14.135120969281417,12.47450705025887,18.74467861438324,12.219636869365196,13.103261535827576,9.773626,2.5
CD2,30.838104609616458,4750.746363615411,5258.9823381925025,67.40365064862468,2519.912406702889,218.0950224424273,43.756706,38.2
CD200,26.374600378642654,16.30928012064161,17.030144081263263,18.25742968244676,16.16002879020218,19.920832901766044,11.622922,3.3
CD200R1,12.96524642692493,16.285145484435954,11.910640832680583,13.73647439523424,12.939744030271616,16.347010842084575,9.438971,17.2
CD207,21.931478181278564,23.442785160716525,17.950141969150575,19.955005425434123,20.676350572748294,25.799598531956544,11.629302000000001,35.9
CD209,16.998850150748535,20.20181057370817,16.131170964304655,19.846762659211223,16.722190368865423,26.24526974712706,34.754047,5.4
CD22,27.08438068357758,17.0315805346464,17.50131192492184,19.138799965531966,16.12065629949488,23.671373383646756,12.896018,3.2
CD226,47.17228777275904,190.78069484103358,230.79531626767184,776.8241218817433,448.9580609851036,27.829762998834763,10.870455,8.0
CD24,54.872066101687786,13.98798841371573,13.337968448789002,14.43662192216986,15.20420688430965,13.281393429040106,13.752901999999999,0.6
CD244,15.600727657049198,16.768735903237765,14.652037367146178,17.5084073167731,15.602477156985541,17.754645282023677,12.680136,2.4
CD247,608.6461552751142,1879.966859456092,1630.9689002698658,183.7977715149294,4554.7528573527015,56.991287869096034,23.94323,6.5
CD248,94.92914701798902,108.40152218526195,129.33265566533922,113.70104916372799,79.99812861454497,141.87161914629687,178.0656,1251.3
CD27,549.9002417023034,1142.1630852597475,969.1396064091475,42.85699568843892,70.76168425572578,67.32900715523479,36.304764,26.5
CD274,32.771990033459936,33.84281546482125,36.25945247508249,24.2013703927542,32.48752669843613,44.05405184912141,43.677063000000004,73.2
CD276,18.972634204676755,17.705425935768872,16.550945368455388,19.539431341093366,18.62276570425676,24.80699697079691,38.283043,12.0
CD28,12.844269589612871,15.483759890282432,15.117579737084181,12.265116408325172,12.79593862101386,13.777476535649624,12.997074000000001,3.2
CD2AP,26.821623038144477,35.54245186884207,39.43067570434067,39.47335868308909,34.34037853187734,20.36467505247623,86.43831,25.7
CD2BP2,330.4720577334727,382.2779943871192,399.1018996595165,236.14516873744319,522.0433778423902,333.83936159920586,303.8122,104.6
CD300A,23.26352173609061,30.08231130098128,25.255358239894214,24.89825404625391,23.89901472122808,22.56868478485186,15.859419,1.7
CD300C,64.24613380075056,49.18012465000113,44.79202204337455,138.54713971114134,54.016660484349664,57.49213214445623,54.03605,16.8
CD300LB,46.943985206339335,40.678154434891155,44.62588600213046,83.93914260379947,36.70925068758554,111.11074984059267,51.174507,16.4
CD300LF,789.28210524992,186.68430771192422,72.42825019203443,2040.4303981912049,276.58133809266155,1811.4570009128604,20.529564,5.4
CD300LG,14.158476670238866,13.962679308526173,12.862344565292872,15.346302674896686,14.369438341193218,16.37427388339289,9.975066,1.5
CD302,922.765709374661,208.86857550637123,126.83590657562449,3578.2471373048397,189.4746320532814,2979.3335511400333,531.6084599999999,2035.5
CD320,129.29893072304978,219.8476740979487,241.21767477447784,76.73391631094273,297.2130107706838,137.50978191157182,583.7671,123.9
CD33,240.10080136234717,118.65606757357746,46.075793946502344,1181.046344103986,104.25398046909085,319.9352329928521,61.09876,3.8
CD34,51.53842617409901,49.10743759771223,45.474817938598086,43.25594437272891,52.87817293228393,44.28824576658905,131.73782,32.6
CD36,15.356000454035794,13.019842609600937,11.029611070056783,29.30509322281441,12.320640939727824,12.183404049147027,10.299774000000001,7.5
CD37,19.627464204484475,21.28043038316607,20.876589646831714,24.861602364073786,20.355912628611485,27.691271142061176,13.4086685,9.2
CD38,205.2478897576337,65.59729916255439,62.776861006831744,43.796233730954015,175.86120243370868,26.60762567451528,58.618896,4.9
CD3D,290.0538047565671,8420.52867315464,9804.770985571195,166.34829952279915,4867.009014727292,333.26856632618427,49.115902,10.1
CD3E,23.66937516192306,123.54336178482576,82.78705977252586,27.98549442000737,50.93374493864011,40.93287327614628,55.201840000000004,31.9
CD3EAP,33.14137751887661,30.13056920292467,30.64773394860779,35.229784714478036,26.292734977743674,22.47570133645253,632.4655,134.0
CD3G,45.708886480559414,1612.6742568165835,1404.0746286750923,35.02852902900158,629.9531326318069,26.794970451535068,29.934319,11.6
CD4,18.71533290480495,18.92003104219452,15.898536816829706,17.080581084962052,16.084776814052827,18.810118859659585,22.404785,5.7
CD40,64.1656296425214,18.904840240116098,15.672218068199287,17.455155920413134,17.564619075973532,19.763484069964008,31.246164,3.6
CD40LG,35.35399013278431,45.63854944085078,45.11456558518614,43.142846785739394,35.316888930609196,45.28308341702087,57.53678000000001,4.2
CD44,14.167608481329312,13.269755127910958,13.958121186690738,12.924067218596075,12.853462966597048,15.187682346302903,10.316115,4.0
CD46,107.06746908624004,96.18798222370904,125.6148445973894,148.3933945276426,101.92828375501043,600.2685663261849,166.06076000000002,566.9
CD47,51.12419439408135,48.71524254316648,52.71590068042102,23.206552832987853,75.15587556273641,20.780855360089966,22.677431,10.3
CD48,224.60839201828594,211.72414342030137,230.42548367834425,206.89845615221506,234.3967642657985,124.66208223836615,30.064457,13.1
CD5,40.10379494138181,218.85870805249803,100.91746200815416,34.70392124819597,35.11562563280685,47.56694743467003,46.424659999999996,7.1
CD52,3938.5605262498566,3440.6884038154462,3644.2873402181926,1303.1641353318764,2188.791505959605,189.76054930546036,9.480919,2.4
CD53,22.467944567618545,22.935482242475125,24.107606162575433,20.49743914511385,20.339662058116613,19.154653193608095,23.792492000000003,1.2
CD55,753.3605751109245,307.22702016146116,401.13099429500573,837.1789890149992,332.1257657937557,2372.0305123272237,1100.6152,304.1
CD58,9.805860462144361,10.37170091277295,10.661722783810566,10.006441219035226,10.983731444160654,10.965572177348308,10.572905,3.8
CD59,13.980799012588,15.157800225378221,13.430639308335671,13.507698376383217,12.842167590414787,13.754350583920841,474.06555,369.8
CD5L,25.24809784478929,27.571608955862672,26.90111688716938,28.994137520047463,25.65411213122994,27.067045098210542,16.621101,2.0
CD6,16.568002438602548,18.25050042538629,16.78968666358268,17.46788433302444,16.44777581012325,21.764694366472597,18.208223,2.9
CD63,956.7486617681362,886.5445326855446,1206.9907885484197,1915.356500939625,2383.9438949143464,2375.593480794299,5865.164000000001,7480.1
CD68,55.41984704674594,55.04004382079442,44.20681753055633,111.61242641131685,47.3672434466076,43.106209254195115,112.36559,38.4
CD69,503.8702181603989,1414.6683447349983,1595.9141092192938,46.944223407900566,1260.9051225470798,49.33264285964095,9.405000999999999,1.7
CD7,24.803573477540123,90.88021776991378,78.27534194653666,27.384785842303344,127.34326566593892,40.16940716568024,18.24008,5.0
CD70,89.84546682713464,103.02076254950373,90.12218056383898,85.37409010883573,75.20614381459843,94.91088686197978,109.388145,63.0
CD72,683.5676195544542,38.57394487607203,47.072328051837204,37.09043898991789,60.604705300809606,35.14841636918264,21.152723,2.0
CD74,29.944838165007358,24.081575046607224,24.73259783196444,34.256795792854035,21.2473478406158,33.337727611413605,25.826473,17.8
CD79A,739.6018996595151,77.72405095856912,47.87032454361006,50.32881664292107,53.29677449176746,64.07747578393888,36.440636,26.5
CD79B,34.154300385173734,30.856777448068527,32.10424545302021,27.157075632952054,27.504143246428896,43.58159386050877,41.807179999999995,36.7
CD80,22.013689862053845,11.861093509132944,12.279943124946442,10.888416780617812,10.800317705938536,11.770093710209455,9.188704,8.4
CD81,1709.4683337634676,2328.2809826610937,2415.290971318966,551.0868549388721,3071.2395832738216,162.61714671626103,3340.9602,4637.7
CD81-AS1,21.009430626762178,20.57971478419017,21.09470123246855,21.914330804636364,21.070914250461882,38.76388556807989,42.04725,47.5
CD82,151.6267606588292,128.88751430410736,63.340377199697286,96.3723407710447,60.73751480261193,194.74249086920406,113.09741000000001,18.2
CD83,1211.7685663261786,243.65745530742984,225.32412268631134,194.28002529443603,234.21982958256086,148.00920405699952,45.48975,43.9
CD84,21.186874268725695,23.206201595354127,21.092248232431203,23.332744272241346,19.0465420226591,25.45845398551732,14.954842000000001,1.4
CD86,384.72067803732824,55.28114515950105,26.672695385116725,624.5062386203911,58.24549100562405,23.714572560593396,13.257833499999998,2.8
CD8A,66.08637999989008,78.35249375602994,7477.970930794776,56.04781512321537,839.9069128045525,101.33712615793307,27.70395,4.5
CD8B,15.018841136336738,17.019326116784267,15.158479787085511,16.01913612860621,14.382241182971716,16.345135908608228,10.67098,1.9
CD9,17.03236049069563,16.395307497187755,17.737250367910455,17.59516305286223,16.68792684739567,17.151752832788624,23.272366,3.8
CD93,99.09326215796568,64.18224972417568,47.06784993786005,607.7342339874039,49.15520341043574,711.2491980759736,772.86536,23.2
CD96,21.443430954582308,86.12881510822436,163.67968541033238,16.597778247366364,122.56768982887841,15.134752636711825,9.525109,2.1
CD97,1235.7406120961473,1511.9972256631502,1381.5009558059908,1440.549570642539,2470.071689965429,3923.914464807975,157.9415,198.0
CD99,403.6903180518003,843.0272370546189,837.5670668686739,822.5463441039635,850.7938029017544,80.84989486108027,1252.4944,2813.8
CD99L2,16.395449752641348,16.335025689007214,15.807360801256047,22.235555702585756,16.505536256268748,17.245704589517395,33.049409999999995,35.1
CD99P1,105.05431103853648,94.79599772589162,105.89468214947601,160.7894729243952,98.30150965640703,117.63687024126644,365.15722999999997,41.1
CDA,66.7993349714899,41.961397527906286,36.22988755190492,324.4052788169601,31.82406751500777,1423.1568102089252,57.628727000000005,2.9
CDADC1,18.52544823998238,23.96351326627414,27.21246655575093,18.286112513704413,23.820334764584178,18.94601294028519,14.999926,51.2
CDAN1,26.864907566994905,22.10446233699739,25.81164460222938,30.255317364925773,24.866004226804233,38.548548509618335,32.683777,22.2
CDC123,938.6856247610968,723.3796774372983,776.9942758491138,509.60939591544417,756.6942568410775,1563.9397971959338,2214.115,868.1
CDC14A,16.07980584549065,20.26362775626783,18.461550755384494,17.833591915870574,17.412715075507567,20.900999009860023,14.617382999999998,0.6
CDC14B,13.13595496929713,13.037817330069917,12.707849874526122,12.887764475006328,13.617232819408715,12.706952673305079,15.492109,4.0
CDC14C,11.468077352757053,11.74037096241255,10.791284936320059,12.055552603835228,11.704266730632558,11.269215414838287,10.220476,14.4
CDC16,374.02177041402837,221.60190100845642,313.7073530923233,191.27931900604364,308.26856632619314,27.872730456497276,464.96555,658.1
CDC20,33.74351312373927,30.57831297143391,36.06516923979054,25.85210343870521,26.69178979667303,26.19559695552371,1443.859,187.8
CDC20B,12.37551148506566,12.066839217730447,12.095532209420222,11.574124578346328,11.427074118600842,11.872234915430132,8.075694,2.1
CDC23,16.578364803009617,13.808508989625992,13.785319262288144,12.346107917449455,13.389689767244656,11.158058399223364,78.93448000000001,81.4
CDC25A,11.262481336962361,12.480041156408152,12.128537609597016,11.793972021983615,12.84921760338931,12.283059162485202,41.95062,12.5
CDC25B,522.6148068219289,1749.577905482652,1663.2111938009905,99.19236877595074,1428.9326428521836,96.85425429495467,1021.4816,445.7
CDC25C,14.70416619472046,16.458360676256,13.84851819118325,14.627431056653567,16.261197858331666,20.209078789264346,16.221094,4.1
CDC26,786.3418127665627,961.0376528190445,1206.1829308572178,605.213010770628,1110.8737486176344,848.5353097492396,591.0155,522.8
CDC27,60.495983201515884,46.38479733104189,62.313750431001296,46.17883631288349,69.90877480656457,49.054823773629735,173.79585,313.4
CDC34,73.5586207545636,83.01162260342952,73.06420929989129,74.13830100614807,69.84379033669411,173.53405656055338,165.66556,3.8
CDC37,273.09260709806125,359.2984270380566,322.638711069315,364.7622346621477,326.33775255290124,219.51739996781671,1121.8746,554.0
CDC37L1,25.656121355221828,32.838161190549854,37.73358294987262,17.73537156014119,25.457851485380303,18.30260737093827,66.59736,65.7
CDC37P1,35.697523672226275,33.34130317922633,32.419264614355995,42.02166330922348,33.114059637831,54.963238104081746,59.99191999999999,2.7
CDC40,77.70022871229813,45.03849851283833,55.007683054166286,52.94943420054533,60.27533859846267,49.558558430837294,91.80332,189.5
CDC42,18.377971990295553,19.624666759186784,17.31436901888234,21.863626182909982,20.042804745683206,18.80367799128394,22.404785,3.1
CDC42-IT1,43.94276672259247,55.33032843170259,48.29998386269286,31.141431536608525,61.0392073815503,56.1389798781019,17.385033,45.6
CDC42BPA,12.04451611220611,13.430239879481132,14.94928710741713,12.445996822525798,12.183404049147027,13.029581028279939,13.096059,1.6
CDC42BPB,19.18790308314439,17.366344563261308,15.38795988223304,21.967230855752174,15.504105515028662,18.331135756007995,56.239166000000004,4.5
CDC42BPG,20.711370711719795,23.25886581855659,23.31696444672856,21.657324395784837,19.090340898279415,27.249463224702545,23.675726,14.3
CDC42EP1,28.105568125956008,27.195650541124657,28.96808952004339,34.906732610178345,29.64659180276672,38.89141933315837,219.81487,189.3
CDC42EP2,27.259242393079674,29.097614555753932,23.704340448745658,36.80529108404858,28.01659841979719,88.50468535404717,261.80807000000004,204.0
CDC42EP3,101.61930473241337,150.3968932360238,146.0171288827513,126.1081198903903,126.4017411688286,358.43752700869186,163.2669,807.6
CDC42EP4,29.22447068784897,31.75101072489817,32.58129533333754,35.92654451778954,27.125423676138166,53.79082608629227,41.120117,4.9
CDC42EP5,10.203719680546365,11.557184011184136,11.00606049580952,12.104025531110661,10.735824039693663,18.862337098114356,403.28577,690.5
CDC42SE1,33.12878517627758,38.33322786659439,48.46107260634634,36.73636577469429,39.84313153785207,110.84916668310576,38.74027,9.1
CDC42SE2,185.68860431319914,337.70984694428813,326.1667358400751,248.98726858920875,315.6139001708945,354.90525055361206,48.916405,48.7
CDC45,26.964871766038947,27.30527928792259,25.525082562065382,24.429725486350236,26.408350187584784,29.935594730722936,259.99857000000003,109.9
CDC5L,17.486655969224,17.421983424790483,16.030143255341834,20.831140425429663,16.112872343124927,19.847315940292372,23.154219,36.9
CDC6,13.653078901517908,13.364620603567937,14.207992601965255,13.594044193656751,13.615273192346423,13.468142227720717,95.82459,125.0
CDC7,57.0663864097025,101.9976237499785,143.42552514253734,27.15998560683478,157.11936679791427,15.969616018978549,384.22913,81.1
CDC73,73.57409989964042,74.10708689138647,84.69711439345173,75.55699158782083,98.39977744070356,53.18173818164779,69.29446999999999,297.5
CDCA2,17.344807953164057,18.651767077482205,17.6349603137053,19.984898728542117,18.022544305684796,16.612100612556063,36.50105,88.5
CDCA3,27.81403052642426,27.455152594869567,24.895444757365855,31.808362005134967,26.80200924164282,23.281078109295255,167.39008,88.5
CDCA4,126.00665563496077,187.36059919391303,198.38944648176877,94.81747856833421,170.56079167205485,93.43855972685327,508.60513,189.5
CDCA5,60.247314029438236,55.180700627072305,65.06410123725068,58.9567445868396,49.88868286953525,58.123144491655644,145.06333999999998,85.6
CDCA7,17.494941235774636,16.48449166087592,13.986885904039237,14.900587068052676,12.81066339870077,18.216657384417193,37.888313000000004,41.2
CDCA7L,1526.0141451797494,258.32319067505904,191.4110516329694,107.25634057569171,145.2371504958846,70.7754649970499,1768.2318,216.5
CDCA8,59.29874088994929,71.68509901821118,63.742257916532104,63.65036820189224,61.961057960421336,83.67035304912103,281.43143,89.4
CDCP1,16.88412509202905,17.96800768952211,16.06360156239009,17.74599497120504,17.376987817375106,19.11256996495956,19.672867,5.4
CDH1,15.872023257332442,14.745415153427308,15.236648255466081,16.599002658358664,13.88131436061722,14.30263398087433,10.166162,7.7
CDH10,14.052376991402864,13.9219896187522,14.023923741011858,15.896014092075381,13.50463362296677,15.951864599978164,14.6727,29.3
CDH11,11.515840203321096,11.010847724253933,11.157195112548573,12.39656935630189,12.675098992510858,12.055676802060583,8.187097,240.6
CDH12,12.815291686185287,11.394732982867152,12.360518967152055,12.041914018448635,11.704266730632558,11.924555907563844,60.26164,11.1
CDH13,14.290773624176664,14.07298986252788,14.443908650244822,14.684892815613052,12.654194872291022,16.541510647268396,569.27155,298.7
CDH15,18.054770132631752,28.40941202695397,23.31375862833819,26.097487727044097,22.663637145206813,42.181334718570504,68.902275,6.4
CDH16,25.60690770408458,28.76344607601443,23.289370185128472,33.22771824864003,26.869566092459873,42.90058421929638,46.06288,2.2
CDH17,14.622864010765246,14.722660589665221,15.122223773472044,15.14968789966778,15.079998590066127,13.764128196099719,17.123755,20.1
CDH18,19.967282089266064,16.886135872145598,21.06715044943299,20.59015190494484,19.85621608484046,28.382826651541194,19.285535999999997,5.2
CDH19,11.863182387155586,12.30978302806764,10.969447768340197,11.400248231526712,12.41522576707721,12.296891087111417,8.757548,1.4
CDH2,16.165047256842925,15.006102741668185,14.90366857391483,14.73860136122112,14.975576264593991,18.291536277431018,80.80709,74.0
CDH20,13.606369326544069,15.455136569999764,13.844875481499068,14.46373315838494,15.39215173959863,15.35248949986139,18.73565,3.0
CDH22,50.817238732955055,53.38644351524771,55.75310548919659,73.88852019711736,44.56844295464728,71.45227471586577,129.68523000000002,7.3
CDH23,23.656398351597215,24.982548636991403,24.498544778256782,24.43905718345561,24.167056959109136,40.192236196052704,20.151937,1.4
CDH24,24.59117224303066,25.31647338796812,30.298745910994164,30.588715647887323,24.366118276821343,35.590674195411744,36.924213,5.9
CDH26,11.677647993205968,11.233227547297844,12.774443166990771,11.659311895711026,11.581492442473474,13.812003047028195,7.102236,0.9
CDH3,24.96903461271111,33.989704373252394,28.48823309324731,38.90109478793907,29.361688145285655,53.08201424863608,54.241096,3.0
CDH4,15.482087153457243,17.00796532478774,17.137117780436625,17.125100185526133,15.507554017244733,17.67026672980328,16.627567000000003,1.3
CDH5,14.143682734094664,14.424199924719938,13.147666204837524,14.793044814118304,15.431244450397543,16.35853196171225,2990.8127,6.3
CDH6,10.80130658158273,10.743441115592526,11.830635147959812,10.842510655231468,10.250870638317133,12.361263084648803,9.714132000000001,31.5
CDH7,10.74119245004635,10.057015907609735,10.5630789809424,10.083099747835382,11.418139904727031,11.136062569017009,6.625758,2.2
CDH8,9.958051370632488,11.45324091707717,11.43270580393966,11.321544121286644,10.507859784427296,10.995465642748586,8.775048,0.6
CDH9,12.469926404243546,11.685707033361128,12.384238374123873,12.481706690089043,12.439245149732345,12.338649024904623,10.340448,15.3
CDHR1,12.672758116522512,13.593049085419109,14.666631095562838,14.766125959759737,20.96325749107786,14.811637148280246,14.6727,8.0
CDHR2,35.932289634098055,35.98402513575549,34.678389407605806,40.818271381637366,36.67990387722208,53.50030355171437,83.21888,65.1
CDHR3,16.10616679890986,20.00960644617771,19.807610157391586,14.983452748867316,18.272028126482187,14.645791768800516,9.249382,29.6
CDHR5,12.66971060089475,12.751488570417653,12.487206869309702,14.637063418639572,11.979074803474282,16.79370858310607,14.959384,3.8
CDIP1,71.19244122302922,65.80440898401113,78.58953970546203,81.63746529865575,76.28035822478121,41.283247327643245,112.16556000000001,111.2
CDIPT,1898.3377014659825,2148.4907885484135,2276.4548546154347,1749.243515776109,2426.9680372101984,4352.511190381446,2403.0356,2422.0
CDIPT-AS1,30.383012761569653,30.019542728347798,30.878476898376455,30.753328350395048,24.993337328671437,44.614350373837595,46.026936,3.6
CDK1,11.840903674249162,11.858615374449881,13.400530143540355,12.307344397654393,12.62651174725616,12.272630329978615,15.571376,1.0
CDK10,78.9831184739969,102.09295662052901,106.77636037199143,67.73642758182176,123.87405736612317,55.03863626583248,239.22012,42.3
CDK11A,100.43106178805563,158.19352619952812,133.0056697128503,80.16727582328357,148.21549735232574,196.32820362102228,168.81916999999999,72.6
CDK11B,100.43106178805563,158.19352619952812,133.0056697128503,80.16727582328357,148.21549735232574,196.32820362102228,168.81916999999999,72.6
CDK12,14.57380192096219,17.08707453913032,16.96780691300871,15.741085516139899,14.86144700267288,15.299415454989363,14.001957999999998,7.1
CDK13,16.648335661631204,15.704934812332013,14.570912588749962,17.689700189184247,20.74615619531679,15.8977280573399,27.1187,5.6
CDK14,33.47407717478759,14.301496814324844,15.101267567384081,18.32636492274572,13.606124418117899,18.14221000184662,42.223614000000005,61.6
CDK15,18.87518947948214,18.39288410582716,20.234241859782696,25.640613736636087,17.983142216703094,28.54292562947452,15.256681,7.7
CDK16,25.241238750089934,25.70961231481571,21.620635385970242,34.656824008207614,23.934116700067424,41.72055881473786,166.39206000000001,82.9
CDK17,27.46672650837059,27.320422667075594,33.174270815587924,23.41068422077213,66.28559450820582,26.591262847020463,99.865524,65.5
CDK18,25.779086538663027,28.299363565993332,31.652638337429618,34.3872864123154,24.716302414287725,39.02757603368527,47.408295,42.1
CDK19,15.70893680706486,19.674415177273023,19.419417296465156,22.873658958134943,20.138482762196464,28.78357672064367,27.942995,2.0
CDK2,15.338377774101463,14.330642714573203,16.159826796614645,15.605980747417787,14.543968989268533,24.759891493125995,13.571647,10.3
CDK20,48.0817882308362,58.977404309054776,57.98587351595719,46.84951224706062,46.649945094005965,49.10859496877973,69.15791999999999,77.9
CDK2AP1,1643.6163384535114,622.1635640083048,476.2774440094085,5062.490903254937,741.6427742527426,882.9352329928512,4187.332,5486.3
CDK2AP2,200.21190583465673,265.72811003857686,232.16369508076235,196.06464254583568,339.3450102352159,152.60307142462136,513.2979,109.2
CDK3,34.004048293628976,34.60872769449921,26.909589752958905,37.18633059468978,29.071460350415084,43.88531853839223,113.8492,8.5
CDK4,365.7722135747041,366.8591197547941,359.2508514271761,172.1897572525327,294.61577979993774,115.12990759502846,1622.1243,919.7
CDK5,72.85768796144232,62.90111173458906,65.62705744154287,109.62854526788134,77.97139444394897,33.11394695492237,503.93927,158.6
CDK5R1,19.78142446903,19.50014353870742,20.471937375187373,20.614662922538514,18.453466162129853,37.039182424030194,39.654835,6.1
CDK5R2,24.913609558812617,24.983523994020125,22.91608176124866,25.075816878702632,22.901414965251753,27.934172073902964,41.13,28.3
CDK5RAP1,544.324121881739,604.3681349963435,574.2638365216634,370.8309146164504,610.3182605842296,173.40130296474408,452.41553,107.2
CDK5RAP2,78.76941991275062,109.56257813424622,78.91195390864932,79.0887052615683,115.17643603081633,76.7967786474143,53.630356000000006,9.6
CDK5RAP3,1432.0463441039913,986.4978533890376,1165.9052311864061,1010.0648976030585,1087.5647951255085,1452.468272459335,1159.8486,505.3
CDK6,11.840903674249162,11.256889665008062,13.263359446900195,11.954565556406418,14.10324158118537,10.720134285790905,10.398247999999999,38.9
CDK7,424.9227071223611,469.5061642030075,412.85987462831037,296.7907525192844,396.81482565604864,476.46919329027793,1778.4584,1074.8
CDK8,33.37786834745953,31.060032814103067,38.64809114437046,37.79573468775719,42.28970752185404,12.726985577325133,83.0659,82.3
CDK9,14.656382073928798,15.461305987294688,16.767652457718484,15.089303504010505,15.023864884279831,15.567984453120259,11.911673,1.2
CDKAL1,11.243952455232654,10.803141708620814,13.471906218105365,10.939216905334304,10.433637351572452,8.850870413833277,12.37088,28.2
