Symbol,B.cells,CD4.T.cells,CD8.T.cells,monocytic.lineage,NK.cells,neutrophils,endothelial.cells,fibroblasts
ABCD2,11.872352109274523,14.62685776225366,18.819383397535333,10.528653293132853,11.030653987795581,12.051248299951723,7.854497,5.7
ABCD3,19.479479155472582,21.40441269934028,20.89796109873726,16.054773225648336,32.469921547749514,14.580283322635685,59.356712,229.9
ABCD4,26.702849233746715,24.712745719874857,28.813095174839457,25.50284912956274,28.757052520623095,32.188782739800665,56.316356999999996,27.3
ABCE1,283.1325395267457,269.9384145921734,348.5728671961077,205.1412653518933,225.29655460053607,20.234488350683197,2026.7346,610.1
ABCF1,368.7130107706296,443.2671949546762,414.9132773355084,308.59793546543204,513.2405068071486,99.95126083942436,670.765,436.5
ABCF2,50.03327177043721,50.24817273585793,49.543141127466846,47.842718974716426,46.27232723094702,42.107295311053285,65.24805500000001,3.3
ABCF3,139.47804115081826,153.22639015498768,140.38787517818164,144.64621499501447,136.65988859141316,148.89274591086797,295.1105,163.0
ABCG1,34.78428203341233,33.912557762482294,30.59574823967899,24.669058812351516,27.865545869842833,168.73438406391955,31.533659999999998,13.4
ABCG2,17.47925567412909,16.357523259966563,20.385344701698052,17.20226209984868,16.451214994994807,17.71597973102287,105.38731000000001,71.1
ABCG4,33.50596990616227,36.59898801530599,35.793234132754066,43.79707446579973,37.08559883705366,51.810169261281736,40.974506,45.5
ABCG5,15.46216826909118,16.112029503786946,16.748432025558284,17.02624152702245,15.267923284799434,20.777125708729514,16.121454,1.9
ABCG8,26.78140200786239,25.266462742949297,26.614966228837464,25.865439773000535,22.57124145338228,30.12338898235582,26.554415000000002,3.5
ABHD1,17.080629325466777,18.678433768800854,17.105209176079004,20.380951215537856,16.74383321288478,25.260418180550452,17.37242,3.8
ABHD10,324.8818503857158,203.1034722004041,219.26391558218452,258.3248043078108,213.31938573337922,31.430567796279657,416.77142000000003,233.0
ABHD11,13.943203070513372,14.333414793509967,13.525000218734958,14.896079262654446,12.187468441434955,19.122256179851902,13.281073999999998,5.6
ABHD12,25.007346291147222,29.280632621112844,29.717252300274662,21.129352010828995,34.328582299445706,22.271648859783518,166.14334,115.5
ABHD12B,11.573140957391487,10.418682007498592,11.654756092879044,11.661389371036778,11.090404108547451,14.987268552256307,9.005024,2.1
ABHD13,101.57530730627447,91.6547844021001,90.76832405580392,77.64675602493594,88.83308737507464,79.14814058635534,18.029958999999998,55.0
ABHD14A,55.14037105929568,130.82542803643648,119.28632055097646,43.13571985383006,129.97223449746005,53.701143984378085,388.87296000000003,126.9
ABHD14A-ACY1,114.96687169085222,115.14140146402318,111.04472217666014,122.69896174693626,119.84332910824126,121.78462910174234,549.6554,231.3
