Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,NK.cells,B.cells,fibroblasts
KANK1,17.637096154854905,25.44290874204317,11.185335522969485,14.773049044903505,14.418526740748012,0.07705714260992301,0.04088238859829689
KANK2,18.464023625833203,17.10920014135886,17.93286583124488,21.092179843795204,15.090303741713063,0.20209521939797978,0.42955786722387107
KANK3,58.929700016055506,174.60108803584924,50.209002631545516,55.03789736044494,97.42140637801127,0.2788820916268494,0.1320261854138009
KANK4,15.460581087416212,13.241852303977979,13.184619971565354,14.733075179349681,15.316469720842976,0.10801840081953144,0.03364570123591576
KANSL1,552.8363049918858,73.45175521732035,144.9509139763037,136.75753984482154,412.3430065350365,0.8132220282494927,0.5527869260126981
KANSL1-AS1,90.1200435103295,73.70514319698644,74.57954022688386,128.09914134241345,173.40111942910298,1.024662712523013,0.8183830102792418
KANSL1L,18.344423253179883,37.375702867360545,34.17536461899761,21.48101399284018,18.663425270008037,0.3437161629780348,0.7015386675956757
KANSL2,446.18006276270887,765.540246588208,302.19706864581946,269.8842586554473,731.875128149051,0.9513625958788184,0.565385269140719
KANSL3,15.244990761936156,13.64033835101523,15.43649743603738,22.19254789952336,22.599918423566237,0.47956630445077275,0.9078573485226421
KARS,577.792723482568,1201.9180606281643,741.3613840763677,391.1879243659998,688.7493982509111,0.8471496670350951,0.40857977599591805
KAT2A,54.804912064559204,210.9441284470367,103.51307274043057,48.10569841230977,129.88332249438528,0.825125687423447,0.5687568811591859
KAT2B,334.9807409839701,241.94081687831286,141.9330606376926,345.1707694921542,591.3881395985234,4.174376131029134,6.770172062230438
KAT5,37.985187223919816,83.808087561698,106.18218137873896,176.04480166300124,84.18190940552866,1.3538912401571237,0.7977461798328552
KAT6A,59.964467603967826,70.70513204663017,26.500867322972653,63.44596041836695,74.31525463767854,1.2078871973705354,0.7853809228360759
KAT6B,140.26793627301137,252.96563797030757,154.6332864682161,68.6592401022705,403.1531334310142,0.5640346896149965,0.4511590090895792
KAT7,276.1598808597035,363.35573173752647,295.97239840138616,367.108482533554,341.3294441534395,0.41741362555391803,0.24299229946248407
KAT8,48.79959721760248,102.97163078455657,66.13207023067615,119.95100974227532,23.457059433784867,0.6760382822890734,0.12672063719249727
KATNA1,124.86248756771322,135.2227341450148,208.02762494904587,169.83656200429925,235.03688067848938,1.0151468639696808,0.9850791402630652
KATNAL1,37.924541747751555,17.082037702036875,26.83905581491533,18.952540541859374,60.77259022285253,0.9712671681616115,2.1667544986904264
KATNAL2,21.601469830089428,45.73033704101963,21.884849217488693,13.864211114352571,24.883015759566266,0.1458666825888114,0.10761409830922854
KATNB1,63.1031315973041,59.65026144072496,44.88613893009125,69.4444157507017,26.850650386121025,0.6732487727566557,0.1594065040505901
KATNBL1,31.589839696597814,22.496986540027873,33.304522489302194,83.66626992202937,42.66475768137221,0.5745518903071752,0.5017012577456317
KAZALD1,26.86863425031306,21.138889693871562,23.386923101251913,22.779398366712353,21.96574927477082,0.2173445160977647,3.7130908120483554
KAZN,12.165353436711271,11.684579736438488,10.20022798443766,43.52644471490161,11.224233033611405,0.07853967835794237,0.6042920217949243
KB-1000E4.2,9.748270241496623,9.997730977551344,9.152701834165,9.689102451506177,9.56519345356024,1.3271690429200558,5.396977227934661
KB-1410C5.2,9.231527711247253,11.397393964035858,10.787242511721788,11.059472175328352,10.308197480061143,0.5953409923419384,1.0923648219278748
KBTBD11,62.078954218950535,92.14918614368837,360.2861102917597,265.32494255832694,20.635868284148827,0.03480072084780664,2.595845465257299
KBTBD12,13.210986413693126,13.173838618485801,12.815271595144841,15.002507229898509,15.303805720448679,1.0107770290249243,0.2676267074310974
KBTBD2,328.97936442119357,189.68561389052027,168.34979276329767,296.6129390175867,256.57511566961716,0.632066430737174,0.681072789832611
KBTBD3,74.44429129797673,50.07234918123676,42.467670120771665,76.9219392892301,95.12616195742417,1.4969910541095819,0.5400165022220036
KBTBD4,69.74267224262343,61.660788362820824,46.50076633526516,80.08647018025697,83.52428589874974,1.2588959441875327,0.6784916659728613
KBTBD6,15.501855568677575,23.202928372882095,10.99781764159667,12.037348470309484,15.59071575276386,0.5545316077402207,1.1205725598874214
KBTBD7,18.46652816426938,47.03756373480259,37.1503155301896,190.2611275551725,27.83082946462751,0.35626967639767015,0.6694021872016637
KBTBD8,61.78588522973479,33.15245308372252,58.213307247005844,23.56472937569102,90.71115287955637,2.114119753586895,0.03270272351466298
KCMF1,37.135477938689796,43.35113900175799,12.841447068735839,31.594102645600984,29.79247335071311,0.21318718156240388,0.6449690960501689
KCNA1,13.121318538084077,14.028345308048147,13.836015155588782,13.524214001366865,12.53332852857689,0.8017025676830246,0.8699607394461629
KCNA10,37.94305790689808,36.795106850528725,34.72424061218432,44.761192682977914,32.46731473780304,0.6288546045966458,3.983989927707035
KCNA2,16.600272430267815,10.699748588699649,9.091862507269589,10.443034384675201,10.358344681494069,1.0251501745272886,0.31217768071962104
KCNA3,753.3006515857214,313.7873768500502,115.7589735301345,13.324873586103342,259.85600511950656,15.608681827871603,0.8930534688462146
KCNA4,15.508708632332114,15.237283539649898,15.605120841532942,16.14394538710067,15.704846957544737,0.433053477931099,0.22720445052133328
KCNA5,16.710463256348948,22.115424644747257,17.400555154087364,21.49685754534602,17.410287347687177,0.32268928978954575,0.2861040648216895
KCNA6,24.04772364525788,16.648027636314353,16.21782208693972,19.2747975904527,18.973323298482093,0.2340743569956186,0.17646671568844374
KCNA7,26.31074484504254,24.394375746951145,23.501107859737107,24.9967739238637,20.820028046941324,1.4658248728316106,1.1017394944681511
KCNAB1,13.557011673610965,13.969597175791202,14.259683186001247,16.713771564971992,13.860485178729496,0.22707157110452975,0.11949125970834808
KCNAB2,140.08566512003,89.1643615588592,159.63137444968342,83.24012699472405,111.81268917978619,11.02649218613177,0.5915512912851791
KCNAB3,28.935727608557226,31.466846046479507,27.662276508271194,36.37813807525592,24.22935077150788,1.9747008854581662,1.2273295680690663
KCNB1,11.857998407686289,10.444445948564653,9.517124341039482,10.39895989522664,9.361857380160208,0.5872191002320478,0.6372305769092653
KCNB2,16.34566929211878,14.160235361768894,14.347037923342574,14.109892937124165,12.463266275053073,0.17517368848348097,0.37231643320437685
KCNC1,10.770623005203825,8.039028788527805,9.194413583604753,9.40515123175973,8.81806307201,0.043962242810684844,0.2932468873388048
KCNC2,14.470881652205414,14.548431075247299,14.9597073023292,15.444554459917887,14.382779477877099,0.2783552694983197,0.4060741230496385
KCNC3,17.327684850704436,17.163842945042333,24.982643491907464,17.23335032297481,15.871999992026149,0.9430871300122571,0.4962846368850778
KCNC4,26.04629062463671,33.37578994287243,14.458889542732704,26.48253440506889,17.89188473389327,0.6215692335202325,0.41684663666300403
KCND1,47.54892284219478,51.01469403524544,45.5564488988792,90.46966367022841,29.39748515381659,1.1891371508538517,0.428795122352773
KCND2,7.958284236712214,7.9004780830742085,7.657479921648188,7.186670540932355,7.189321573838438,0.12835253544882458,2.7103487497897905
KCND3,27.709535466404272,32.183275570893045,29.759020217655152,29.13707057868848,25.266581348608184,0.08398698564379267,0.8611867811298081
KCNE1,10.651359364653914,10.224313838935725,28.400638332836387,21.74135163886317,9.061428615391499,0.517516548080877,0.29558189310287925
KCNE1L,22.283648913184884,18.81880026135119,19.026868778401884,25.616281573364212,15.319960984193965,0.15676372883445247,0.21185595695347387
KCNE2,23.14487238689602,19.938874895739797,24.169961534452316,22.108777473315687,18.459439784907627,0.5922829823910524,1.6584291731613017
KCNE3,11.511530981292063,12.360103543700502,87.98060458016401,108.19061104659238,10.244247729177133,0.2154525233046563,1.2309675833656968
KCNE4,13.312381738521445,11.8880605084732,12.14102897688567,11.29153352885404,10.916966524006174,0.42407898562847807,8.311297397725406
KCNF1,124.64259501473414,88.28318349000129,84.34450969803747,117.00676787599132,80.11017863274272,0.9968271107171882,2.395236481241731
KCNG1,26.8480988585958,25.717773383284833,19.672124480607163,25.107787539864795,23.73403841462484,0.0912027160982211,0.6538057815925301
KCNG2,25.430245261034464,24.78827705166366,22.450156828135114,24.513819074779274,24.620207860985026,1.3805944597967188,0.37743886749397826
KCNG3,9.082857292031028,8.163161817587193,7.911714991741153,8.818897526708689,8.75997835450998,0.002064703020773545,0.002011976960468271
KCNG4,20.803047840272455,18.184654179782306,18.890832537515806,22.842717293671946,17.95817963681805,0.9502601663878073,1.4014338710007601
KCNH1,28.311198026347764,25.295968882758785,24.44121192001342,24.476118738685848,21.328065824462715,4.182831262157659,3.5752028502446285
KCNH2,38.27664502466992,36.74813875305581,26.333697654931232,35.52238887869804,24.87870416610938,0.08403664636388343,0.02577308417442921
KCNH3,91.06070564634501,88.2963925493313,98.4852495092144,103.55976820614111,75.62747705157747,1.0243227448039252,1.576439277221575
KCNH4,61.34825478310002,47.05793802103795,51.13157529184824,66.15673928517514,40.57716005268211,1.878422507211419,1.5135863256926871
KCNH5,10.77433285114097,12.037988028389982,11.184716154008159,11.051052944044375,11.436715149605284,0.6302290407850156,0.06566761186920286
KCNH6,8.916679777626907,9.505108162617672,8.594223952165425,9.2769172004808,8.85299363964529,0.17831246948152452,0.2930186302815094
KCNH7,10.85859119195561,11.530581936216576,10.297991447677736,12.184734064184566,11.729781383959303,0.8557308337998326,0.45079636890992264
KCNH8,10.439337662387464,10.244583395242566,10.663145836322617,10.065986116495264,10.058448927167529,0.5789603283341683,0.7438673391359528
KCNIP1,23.219798620303482,25.681877092279745,27.691240898141114,29.28470271856466,20.080205698568683,0.778307411235527,0.5660441738973707
KCNIP2,43.18509948400922,22.1048428245459,22.244301721849464,32.56290477746101,33.69769201015838,0.658981422698868,0.14579265055676238
KCNIP2-AS1,42.13306288298889,43.716838429627394,44.59960386407731,43.51864070733097,45.9313361089676,1.391796013267975,1.048645278407098
KCNIP3,12.223250198940402,14.231511355915876,13.671560012859274,11.839429695428,12.761389830019262,0.28057885622534473,0.4566880041584818
KCNIP4,17.803092286403423,17.044844136958446,17.708582601524093,15.202759264227817,16.64534420717199,0.5234022023414755,0.7162009314207034
KCNJ1,19.689598803749902,14.16473525240848,18.989856217637293,22.60188922225982,20.97060715797604,0.08596153171260817,0.120445241297518
KCNJ10,11.134226555683336,10.930660853540319,10.146309002917969,11.213417845810884,10.87387237845744,0.468805174857212,0.17594919272918172
KCNJ11,22.88579427645554,18.01834009939019,17.666155618114384,16.918200844504852,12.970760833811688,0.5033688688397958,1.110062363719393
KCNJ12,19.073540675840242,20.107828676785296,20.11955337999373,18.783549179423805,19.82016422119273,0.08665472336513255,0.9383201162048735
KCNJ13,9.350930739718173,14.607682576075169,14.74353050170856,8.80360349968455,12.513439799096258,5.050661310062736,0.6345797986348215
KCNJ14,46.261171353304384,27.16433812093973,29.630360521552927,24.265209534878853,21.233180288405215,1.641946818503344,1.160506095189852
KCNJ15,11.777423949570233,12.716356670541181,29.97728416355448,263.3431894604355,12.964711396138773,0.42483095617362504,0.9432339555158238
KCNJ16,11.36724944753017,11.853248737879179,10.293711172096046,9.908134075045831,9.588897816159479,1.4863248349152982,0.30313959307471233
KCNJ18,19.073540675840242,20.107828676785296,20.11955337999373,18.783549179423805,19.82016422119273,0.08665472336513255,0.9383201162048735
KCNJ2,10.31292561087453,12.365666406795919,110.1735412844295,726.263507660964,10.559181062888511,0.21751757835366195,6.788846191913039
KCNJ2-AS1,12.896969256651378,9.767063788800744,39.539984488866175,69.3741682793331,9.919421526216782,0.13440128157285036,3.4339870529405174
KCNJ3,9.710668757109529,9.008641171977445,7.7321980513782975,10.357193921975414,8.67138382694671,0.12636013599409482,0.16075737164473702
KCNJ4,30.3741477403463,28.51142903529547,29.39870760287865,30.360169980007296,24.127033798807545,0.3579316439492139,0.03430814658260713
KCNJ5,12.863722699627195,12.99912651013562,13.218225673826435,14.868746109008583,11.499311938815804,0.4377108951654123,0.5340855807620271
KCNJ6,22.968406612862847,17.121290198467065,17.342723885158126,18.68398595959078,18.707998589706705,0.12584924791689292,0.7858906539134766
