gene,memory.CD8.T.cells,naive.CD8.T.cells
SYCE1L,91.63077656010941,111.1240900254378
SYCE2,62.84184673199792,132.517554973262
SYCE3,16.75923350127713,15.10998001467539
SYCN,26.168793377377227,22.787538024259923
SYCP1,11.053386111596009,11.202847549914267
SYCP2,12.768445636874695,9.792227559829623
SYCP2L,13.018318439744396,14.316884067661174
SYCP3,18.935799502320624,12.732499258604165
SYDE1,42.59431113285216,76.26904259409307
SYDE2,11.132448840795806,41.735255043326745
SYF2,250.61535369804824,201.03147956284226
SYK,24.07827273692891,21.43326392582392
SYMPK,136.89310736422715,192.4456943783347
SYN1,67.52556201405477,252.0013133526052
SYN2,16.289870775730655,18.413730107761673
SYN3,21.212354704871814,19.614612692317984
SYNC,265.39915432764803,92.82109560063996
SYNCRIP,864.5919792007799,761.3483166032042
SYNDIG1,17.393925080656786,23.715475405054903
SYNDIG1L,21.207055068089282,33.03956779464835
SYNE1,352.0453493472727,112.83557564656391
SYNE2,595.0352837992605,193.02233099305698
SYNE3,32.33090549503619,42.4675041718921
SYNE4,51.37986108173525,17.95022753716293
SYNGAP1,27.537577786781082,66.62587334791613
SYNGR1,116.41773741283868,96.69792301667604
SYNGR2,92.57882440149346,130.5401473989227
SYNGR3,30.889589321857613,10.603612633379036
SYNGR4,37.293611480338086,32.773271198794546
SYNJ1,56.974217315423196,27.049868763504346
SYNJ2,49.709918795004036,170.92430978947624
SYNJ2BP,152.28503686558662,180.67701609414888
SYNM,31.784004061577555,22.923635278291783
SYNPO,25.272213218223346,28.93023916101849
SYNPO2,14.286885288826085,15.732054170059666
SYNPO2L,14.056119856796794,13.689377321225486
SYNPR,8.35248293313711,8.892141003159193
SYNPR-AS1,11.01569370919729,12.389276194003386
SYNRG,398.59152267980437,405.6686989499377
SYP,37.24171890963756,74.41408914114811
SYPL1,262.6502156829252,336.11948722450285
SYPL2,13.564451721876576,14.593656257187169
SYS1,322.18803760393763,470.6446558521803
SYT1,10.41480926978153,11.495072277156218
SYT11,90.068549596698,21.31412894340881
SYT12,41.226713858089425,43.371028664833375
SYT13,13.679770702439715,13.859362944443898
SYT14,8.515327186406598,10.35238340989245
SYT15,64.43997685682542,57.15460197286152
SYT16,10.51582120611644,10.10459301349033
SYT17,31.979366716129228,48.643471239216794
SYT2,28.40690160317648,121.9593382082364
SYT3,31.872157735575833,25.117466218751993
SYT4,18.898484386597218,20.642245611756536
SYT5,50.59250780789423,44.78903952695643
SYT6,19.310998103211716,20.741559269949406
SYT7,34.6694456699539,41.624415418401604
SYT8,50.28188770514608,70.50750635043534
SYT9,18.82739250381514,20.802692941089543
SYTL1,358.5065030050073,394.3726418112401
SYTL2,178.79041892345975,58.02845481708765
SYTL3,110.16183951476805,125.68224815467765
SYTL4,14.601040447790881,18.702706835692723
SYTL5,11.129358172070372,11.453007730200811
SZRD1,426.6592394395715,372.4513017310856
SZT2,120.13772739106469,164.50586078091249
T,57.09301659176572,84.12962284596281
T-18,10.814795764638882,12.37225700881384
T-Cell Receptor V-alpha region,48.49018256040332,80.9353138191733
TAAR1,7.989117455653069,7.389782926096369
TAAR2,11.53862123232481,10.62191947630675
TAAR3,10.515230843221445,10.212158341040453
TAAR5,39.48856533582422,53.16879708362503
TAAR8,14.097489332485857,13.445472998409299
TAAR9,11.136712345927206,9.804381280930597
TAB1,66.39137826351077,152.44314749074164
TAB2,450.49478976759235,586.2506328258758
TAB3,121.08294172493677,62.6324757594404
TAC1,8.443169287073339,8.06391775640586
TAC3,15.608454757003035,17.91311275926571
TACC1,315.2294339639626,214.20721159413583
TACC2,17.078828523270346,17.232243350201685
TACC3,232.5228626627919,740.9712403992178
TACO1,98.23016317888745,238.05127941489752
TACR1,17.265509877536346,19.48985663768373
TACR2,24.201327405027087,45.88872119869559
TACR3,20.340375398147184,19.352116837437702
TACSTD2,18.65657419657785,22.504560565705127
