Gene symbol,B.cells,CD4.T.cells,CD8.T.cells ,NK.cells,neutrophils,monocytic.lineage,fibroblasts,endothelial.cells
IL2RB,2118.459057,818.7927424,4000.216538,37217.00843,1044.851269,321.9612928,848.6873784,294.5506048
IL3,20.12785138,9.485254596,9.157134905,42.40453657,12.25400672,11.52632712,13.81492461,9.762406535
IL4,10.0823446,10.44585498,13.17067743,21.87644981,34.58584621,8.872339575,39.12138574,7.664565106
IL4R,11009.29392,2125.328314,884.659355,2461.201337,2809.100785,1192.215763,291.1304361,1054.288345
IL5,6.618252721,11.36906118,18.71157669,21.98442118,13.25903543,11.47899088,9.694581053,11.32827552
IL5RA,122.2890422,26.5887412,42.9451164,89.95026106,256.0574097,41.02366335,197.2344989,36.13968537
IL7,250.9247833,34.7070222,41.57938135,50.98976339,14.89186794,51.3943268,40.0906413,93.50347161
IL7R,277.7164299,19513.31337,15195.16858,1500.96995,742.6718185,163.3050166,126.0983758,5078.293455
IL9,60.05830259,31.36207011,43.06562332,77.64484332,24.3295572,15.74553195,16.73521702,22.74633599
IRF8,9506.386392,279.6879535,350.3493603,4220.249511,281.068165,2458.705658,218.3135972,1929.656915
ITK,468.9985735,9578.936337,6471.889098,7038.676314,380.4695205,124.1014103,192.2179775,115.0222464
KCNA3,306.2764477,465.479642,573.9051164,988.5673809,65.0351555,143.5528595,1214.683767,102.9419725
KCNG2,12.5310046,7.924164041,18.15238454,33.74981954,11.70521171,18.84293691,203.7216331,21.28655105
KIAA0226L,7209.224512,82.79229745,41.69784069,84.70717812,2046.296729,176.3964323,147.3808749,104.5999421
KIAA0754,9.870549848,80.9645004,23.11849958,301.3042723,7.870074424,44.79047534,4.818030863,7.819073969
KIR2DL1,7.406441697,12.79241876,8.01647279,814.2365574,12.34421311,5.116435124,4.493181638,4.751833847
KIR2DL4,331.7763894,125.3243228,122.2246008,2295.494013,282.8093,128.8246048,326.5656738,99.74347628
KIR2DS4,621.6999538,113.6054513,280.1613018,4190.375594,344.8539572,129.0849772,512.4557638,114.1247729
KIR3DL2,12.24576038,14.16687271,22.06039056,1675.208743,20.01964437,11.38893073,7.59573833,9.60888568
KIRREL,15.52894714,26.78347553,34.23347857,30.34766001,15.74318836,13.64075973,28.13135229,10.87526239
KLRB1,119.5727193,317.5656356,8818.269216,18534.11668,322.6159656,90.24623781,39.37347577,26.68511703
KLRC3,13.84066629,13.18858231,724.7758509,2148.134331,8.77366203,12.58558886,9.097003233,6.245979354
KLRC4,68.25016134,48.80110093,218.1751146,325.1631609,44.4640693,20.05492885,24.46628657,24.93153862
KLRD1,204.0068731,75.78362334,1670.271427,13474.07405,195.370024,81.02147756,244.5489843,53.17243141
KLRF1,153.1504496,21.90774996,851.1875307,16386.99835,121.9079756,100.1145382,112.8639054,41.2903796
KLRG1,1351.157456,467.4716087,3859.14824,2613.123689,605.3949976,305.4474128,482.7709118,270.2038954
KLRK1,670.2708554,353.8455751,8228.460511,14245.23626,246.4439838,78.91616578,77.84292347,44.14759366
KRT18P50,23.97041806,44.1209146,23.80795592,40.66486685,68.38796964,58.20626127,87.81654144,20.18111153
KYNU,296.2994306,41.3563524,45.94858696,136.7779563,100.1093538,858.7450615,97.42434599,3089.346164
LAG3,36.29565926,6.264629561,521.3214165,163.3582838,8.170942175,7.92284356,10.14786303,6.759088639
LAIR2,424.4791722,212.5228127,1078.390893,3234.360098,260.8513758,103.0030242,166.9553981,85.54718583
LAMP3,47.28278554,120.9265077,134.7841361,629.5357699,320.9232259,38.76231871,128.4317353,316.7767691
LAT,157.4129632,5669.605245,3224.978584,2984.82349,209.6546017,239.5833162,111.4231016,603.6863585
LCK,337.4400897,8948.349603,8763.864592,6412.724644,186.8691266,80.75884433,40.80982734,64.45522652
LEF1,30.90820518,2704.715795,1204.840659,231.0453365,31.2755148,12.54164279,56.48122719,11.51825528
LHCGR,154.6890469,24.46628657,9.897454754,47.78263365,82.91574196,11.47012114,59.39944184,31.7588928
LILRA2,20.88194891,27.39864055,20.16252339,140.1668212,2439.781118,1764.823942,13.23730918,852.0801094
LILRA3,7.153043448,28.11270143,9.02114446,32.4813662,117.4599802,880.456908,5.58378914,53.4640133
LILRA4,33.02123349,17.45746015,24.77824314,37.61946231,63.10838368,65.68769791,65.08699055,44.41590756
LILRB2,30.88657745,6.646385161,25.57422148,237.8098766,2905.942642,3344.118855,15.56608274,541.4074958
LIME1,23.92087663,995.0546469,1287.731562,228.9407132,79.53831265,78.16252525,1021.385341,41.8287759
LINC00597,15.98296208,60.43870697,6.841729202,200.7414049,20.71458679,23.18626902,7.214039616,11.37053999
LINC00921,675.1218227,40.64411705,132.8112012,186.7192076,287.709765,69.03803764,145.5963793,21.48566946
LOC100130100,19.84751256,19.12046512,23.05076042,25.06192282,17.23014635,16.13831431,7525.221652,13.76101418
LOC126987,135.5693196,106.3115117,72.45319298,162.9994529,91.27327826,68.19210687,195.6949202,49.24995457
LRMP,2106.83981,861.6605651,631.9125478,1682.210421,3231.634624,1048.681062,1042.751166,155.3040258
LST1,29.98420127,264.6015763,520.3780954,964.2815592,9953.015759,5975.189254,39.94821809,2191.478522
LTA,11.68110017,258.3876509,21.16573991,2905.051043,16.83523098,12.51621864,12.60267124,12.5287015
LTB,10351.64143,13247.62405,9829.724672,17872.0757,5458.249488,321.3564756,106.6290931,127.317149
LTC4S,61.1295924,77.11890893,132.3582101,260.8321427,114.1929024,91.87551209,66.32500458,110.0952748
LY86,6947.982466,398.8717851,382.951912,467.1915055,691.7851206,5218.063407,815.0088739,1832.781159
LY9,289.0732036,1851.721168,1310.964334,300.4785544,59.93806713,30.00087721,552.0344178,34.01455014
MAGEA11,21.99996581,9.272327825,20.72781035,29.88941415,18.05763943,5.93274616,33.69520426,8.165451989
MAK,20.11347878,13.44126834,8.152190939,26.42942975,1120.128556,24.81417634,15.05714204,11.76696799
MAN1A1,293.5258353,96.36432219,239.4182791,690.654785,662.1081563,205.5255231,4141.039248,541.5412754
MANEA,3.436589508,48.36415338,52.68877507,205.1448718,3.047541504,67.09972733,658.3410173,120.265675
MAP3K13,5.152513024,8.886630463,7.381955365,13.46870225,7.993696005,7.051783275,10.45807901,7.239320879
MAP4K1,48.65001463,2431.498593,1721.22046,1198.764252,35.18234699,317.9668785,201.4645711,25.60814698
MAP4K2,10.65044684,144.6964726,17.70603378,21.55826829,12.24076681,12.04202684,8.427360618,15.05384266
MAP9,10.29840785,96.15733766,93.40076641,81.347011,2.738399982,1.421006596,8.288872254,2.140728959
MARCH3,611.9846331,110.8989432,78.87501105,384.8283935,205.0752959,103.5658121,286.0949186,175.8754876
MARCO,9.029403736,38.56086836,14.45792523,29.84535197,14.64273507,236.7362055,14.46846851,2418.052513
MAST1,9.251047619,10.18494196,6.640168162,18.3594613,23.9863503,8.492607794,845.8491856,7.33322736
MBL2,59.05366978,21.37467901,2.661464134,20.48503367,21.75446848,4.939369175,15.69138202,9.464931333
MEFV,27.28348256,7.225818568,10.29578093,34.53161142,871.8164344,552.7124986,14.24242632,12.49592782
MEP1A,939.6261506,22.42983417,54.17625589,175.0392763,165.3704727,98.26125945,222.3862967,171.9329356
MGAM,8.043975587,4.929861418,3.964324624,362.4164922,5009.465768,159.713285,5.166817607,14.13313291
MICAL3,328.9820884,19.30656418,100.6010965,157.9597199,10.63927101,15.57018571,89.29505406,19.84503831
MMP12,746.9258791,52.70903607,79.27159307,183.1174397,296.4122687,95.85109514,163.9010445,243.058639
MMP25,136.2875659,232.4626329,211.5319494,607.2661777,4281.638501,446.4796965,196.2250897,119.3129296
MMP9,338.94428,359.6153524,286.9137339,972.3795466,6429.776491,335.4295326,357.9745698,38944.01868
MNDA,29.5032353,9.217386051,50.81863936,1091.692232,22598.07416,11447.56145,5.02270779,2609.874357
MROH7,23.05515036,29.60547378,28.67423007,43.94522043,35.65136128,31.92868262,330.0530055,30.49050205
MS4A1,18085.9446,52.22897356,343.9223112,370.7177609,274.6589928,128.6338935,396.3913895,31.97803261
MS4A2,151.2024037,99.13536849,108.6218788,162.460168,126.264012,52.17720971,119.1973269,70.5034722
MS4A3,121.2914634,8.750532337,80.86216165,783.7520308,174.6897078,23.55316735,60.99801415,7.818215887
MS4A6A,1102.971199,167.8644908,221.1962643,414.5323199,1136.619238,8814.800982,326.3520803,268.5081463
MSC,28.93411812,42.41248076,78.78518268,103.2884387,111.4753412,47.46789206,115.1532722,631.8453475
MXD1,22.77650595,255.8877786,67.17780431,264.5762304,2389.810861,250.0158171,25.96026018,83.19369257
MYB,365.4798555,590.5897003,647.9999569,851.2340537,505.0813817,300.7619354,123.9035186,95.31275979
MZB1,46.81934,70.2363913,42.83903749,47.92037828,29.79626914,24.85648896,20117.66469,22.27069193
NAALADL1,11.62316713,207.9599013,70.98305911,572.9774327,15.89251626,31.52382891,10.56154776,14.37732844
NCF2,153.4955828,225.0278308,62.34284219,652.2208823,17226.82018,12280.85608,194.190923,15650.12064
NCR3,152.0118385,250.1023415,1756.075472,4700.925331,223.2727212,56.94572009,42.58445228,30.83325447
NFE2,6.094544149,48.98562369,107.3563954,217.2341351,2938.86897,1517.644033,11.86713177,30.55010836
NIPSNAP3B,1577.975004,41.71079514,128.0373349,257.9657838,331.760106,89.57172242,349.550369,79.70267094
NKG7,6.994769751,106.5387015,8640.630717,28485.91406,13.31565465,34.65463899,7.726182177,4.93466715
NLRP3,22.14183418,18.45676256,15.30576169,133.498314,478.8774821,636.6292677,15.37842878,32.50574568
NMBR,507.384036,8.77366203,45.63830073,77.20829373,201.7522159,77.85728222,242.5274059,49.44515642
NME8,4.031081011,6.421545431,4.66238798,266.9637617,10.36459567,14.82529394,3.866557468,5.97286223
NOD2,6.932520098,8.568369563,8.398706067,344.3199843,689.3755544,1302.129171,224.3125249,91.56365214
NOX3,12.00966261,8.615516504,7.382208399,14.58222748,15.12937746,11.17305851,6.670735069,7.877966901
NPAS1,18.22767575,10.25273904,24.54202898,25.13590897,23.07570972,14.37797149,27.89933234,15.36265788
NPIPB15,1624.147916,11.1028997,315.43784,519.6543573,1079.514585,176.7823779,1335.65936,212.5601012
NPL,18.58723205,16.80025027,84.14120251,211.5418922,2221.125735,856.4061947,51.43557494,1653.078338
NR4A3,136.961868,117.4897219,83.36646929,224.1016901,289.5950348,91.30097224,133.9396044,198.7422467
NTN3,6.560415317,23.29056908,8.668709617,12.63126773,14.63118719,8.728208573,21.48427937,6.387053062
NTRK1,13.56995609,22.8422122,10.62433837,23.11963096,16.05784624,11.91460935,28.05481762,8.11603997
ORC1,23.68477152,40.53053139,48.78745757,227.6868061,15.70455066,42.26892867,30.47049066,50.27542876
OSM,2.05303015,2.307902038,3.823397028,174.9812675,188.2377246,4.071675747,2.05303015,3.540709893
P2RX1,161.7246112,168.4091537,180.7978777,271.5267575,1169.401245,686.8592062,36.61226829,198.6785267
P2RX5,9725.14216,670.8311858,784.9884834,1000.566091,35.46460502,175.5409499,2524.75311,33.05027296
P2RY10,436.5800269,340.8834245,319.1050423,444.4895724,350.0244998,20.95780349,408.3799473,11.36968834
P2RY13,9.195676707,7.357242825,7.470609935,90.74312302,4885.264485,2786.279688,8.020483187,120.6493256
P2RY14,1638.857158,63.19960659,154.8611784,429.8731949,1604.23718,51.7107481,30.69853755,7.681017154
P2RY2,11.65755142,11.66918119,14.97257129,26.74937945,20.46490608,172.1808803,9.903062667,86.58027686
PADI4,10.86384541,22.06014827,54.8131472,144.155456,834.1791302,765.8740271,16.99336407,15.82068937
PAQR5,23.55278029,25.79852882,14.17914437,29.62154241,21.35009578,14.23047428,15.54095466,301.5136307
PASK,513.8685117,1036.993881,1441.389436,450.9633722,260.1254538,146.7089795,674.8353905,114.1939024
PAX7,67.60022415,25.73025482,23.31147251,35.90542154,43.89458066,38.03678229,281.5200465,20.55062936
PBXIP1,399.906182,1070.73357,1520.324793,722.9467073,980.0231145,253.4748335,803.5855937,80.09674175
PCDHA5,5.122171371,25.92410763,15.43591938,21.60193522,12.67803161,10.28963858,11.42909979,10.55544651
PDCD1,103.8732743,130.6987203,153.8622347,250.9832063,277.5988266,153.2622842,105.4403669,114.2409952
PDCD1LG2,17.24705732,15.10593558,12.8049967,34.93141873,22.62515879,14.01790012,12.20918656,55.0450855
PDE6C,0.972464723,21.41944377,1.934003663,17.28657687,2.18143109,4.556478651,1.479085222,3.190692616
PDK1,32.80967907,518.4525497,231.2949243,70.88838768,43.65251141,25.63097887,1399.416902,126.8741645
PGLYRP1,18.90822468,9.789026033,9.957040446,129.7016334,1587.726613,13.97992365,20.11347878,13.38044445
PIK3IP1,2462.087898,5090.528151,5245.606657,1525.679835,545.6500777,647.7544918,728.3720212,249.271088
PKD2L2,9.70690203,52.06339581,18.90534167,18.90289291,62.5622821,13.39656756,24.81718933,9.864099442
PLA1A,35.62073897,16.45891984,16.1139255,37.98814872,26.03523647,59.35576681,15.15649598,26.2500019
PLA2G7,100.7324553,12.76669965,24.31875779,123.4050273,59.09237491,1290.202807,69.94065389,10066.60469
PLCH2,31.91347153,169.1927281,26.92691404,284.4701236,101.4466056,47.06577352,32.27097928,31.4082709
PLEKHF1,39.92144865,341.0076265,884.5112502,2496.040281,50.11176168,45.53332862,301.5187063,292.5202514
PLEKHG3,11.39071505,76.73435744,293.5247521,1173.282573,1603.250854,417.6498993,11.07886417,137.0428414
PMCH,12.39999002,12.96669349,7.056096164,17.81741149,13.42857679,9.49164333,16.56020185,8.822055734
PNOC,4198.527432,64.69325183,88.67789621,143.5040089,269.3613294,230.8474814,3031.838783,93.57509016
PPBP,112.7304414,65.62156196,61.67249965,55.40107964,564.5799005,80.46672814,166.6443042,3754.147483
PPFIBP1,68.77420162,45.86348711,40.76620059,31.45129023,12.05579356,24.45704984,17.04707726,36.42488944
PRF1,201.9573668,847.8104385,8182.518825,53329.12144,422.6697907,142.7487889,213.4124783,88.71604457
PRG2,98.84281244,107.0290453,126.6467707,153.5315239,59.65270386,117.086355,157.5298559,103.3752118
PRR5L,114.4648121,88.78052856,302.0175264,2187.349338,183.3709267,109.1297143,14.28013525,36.07946691
PSG2,1541.92252,109.5312437,157.1462452,284.5840379,553.4992818,170.0696655,423.0944463,156.9681652
PTGDR,84.74897834,59.43850829,549.7297474,3672.454415,79.20265559,36.25887091,34.61104034,25.25504861
PTGER2,47.37880726,258.841965,2260.804067,8753.128587,183.6977894,1154.310555,21.50099156,619.1628375
PTGIR,32.06615205,233.2462403,46.51032228,61.93017017,47.10622736,482.8617503,30.36307028,37.79124289
PTPRCAP,4113.169696,1887.920817,4378.93295,6908.330941,40.98388057,35.76573661,905.8167534,26.30209546
PTPRG,106.5825021,4.273621867,3.798829584,13.98945116,109.6278029,6.373268195,84.32615296,9.600273699
PVRIG,874.708657,2515.245009,3978.913368,8558.465492,357.6545327,99.88281165,303.2499758,68.65638518
QPCT,15.58990295,3.411622987,24.03521349,117.9175431,3236.166445,1499.926054,2273.276543,2646.756425
RAB27B,7.831610308,23.27195892,25.25617138,173.3761829,8.590150366,6.931516995,11.65755142,6.062575043
RALGPS2,1597.105013,40.25707294,57.02675161,87.10486503,109.4299419,44.85995177,112.819143,27.2457713
RASA3,10.56154776,156.4816454,270.9813064,278.1215979,19.42649153,93.34350756,13.14017301,21.36443032
RASGRP2,5911.213148,4016.523813,2427.952654,1620.300143,1260.173261,759.9791832,68.81156687,41.20902217
RASGRP3,458.3600431,28.79489939,16.2266408,34.58916368,15.89265608,11.43917669,3254.10232,735.0103013
RASSF4,22.67712362,29.25535072,22.98193781,374.723723,33.77387846,672.1035142,15.11794931,591.6261482
RCAN3,46.66611859,219.6437293,155.029818,32.24730046,5.269930927,41.68337282,41.29948278,54.98818208
REN,63.75570668,76.81339366,30.74953796,52.57530702,43.29342529,31.44891199,391.9641115,30.59695762
RENBP,53.60553688,37.11302941,45.59103269,54.78387782,77.08759041,215.0882638,23.15489547,433.0934113
REPS2,40.36292074,12.08950821,13.88756297,37.72389772,1345.638366,153.2877211,23.92087663,14.49580783
RGS1,180.1991847,215.6731441,646.7216655,402.5521565,111.3503483,64.44174947,742.0017818,147.1485549
RGS13,71.26574474,11.20330491,26.92097022,66.21493682,19.83442204,18.73599553,269.9126854,9.041316875
RNASE2,186.4718703,156.1334939,216.8731189,893.1299105,672.1905923,3614.28076,350.7677573,144.2292522
RNASE6,1799.683549,28.13135229,17.05134667,98.95558368,2002.128163,4038.448716,2281.114952,2527.65046
RPL10L,36.038732,328.0740952,321.3503467,190.2050574,13.6945175,95.70491339,311.314882,57.31550918
RPL3P7,76.85048537,4477.729529,1290.949662,311.7797236,142.5383492,109.4607889,1151.460639,25.67577369
RRP12,12.81515335,10.26293695,10.83222373,96.04193089,274.0937737,288.3451691,546.1354514,98.84973377
RRP9,9.544532505,116.4244851,92.36151715,239.894488,9.945088387,36.13230183,17.54854083,164.9509697
RSAD2,215.2283477,230.6806713,164.1021811,967.1518136,713.3593658,334.986335,215.5173489,78.8723585
RYR1,108.5578105,13.31038127,134.6786684,114.8457698,199.9238732,128.5919034,61.53204161,205.7970663
S100A12,190.663133,122.0464109,103.0892269,1308.835246,8781.768452,11149.65069,206.614297,143.0161359
S1PR5,7.997120003,8.45170015,41.04900098,763.3556373,9.352910216,6.788452669,7.65617701,9.800628668
SAMSN1,197.0884279,609.2761383,794.816235,4143.168141,1654.100485,1412.29406,574.9216874,645.6886884
SCN9A,7.11928632,20.4393522,5.599396915,21.83994851,15.23819177,6.128985193,8.439383107,6.720861612
SEC31B,64.80136266,539.2656032,423.4721951,279.2937911,40.56722012,136.5478618,101.2389769,33.18258928
SELL,11102.0298,9805.46284,7418.862396,7332.154067,13724.93946,7242.740165,376.9049927,103.9204555
SEPT5,10.89927471,56.7692406,13.1121548,41.90614421,25.73609401,16.50408571,52.73721382,14.40167057
SEPT8,27.7175438,35.00087493,31.02782537,94.25995299,21.77777366,15.62108755,37.65356333,27.18926965
SERGEF,15.69138202,264.2358173,63.60787074,105.7584588,16.74391215,20.42165917,11.09025115,24.06055832
SH2D1A,30.86641388,910.0374967,1249.210018,2140.710508,41.8750989,18.41801556,17.02062149,17.33796088
SIGLEC1,258.3004281,55.54431252,81.50052589,187.621726,245.9321054,279.3221994,98.52007343,116.4299735
SIK1,5471.704926,494.4265452,1219.200313,705.9477446,401.5465651,544.8091055,7279.249666,146.1531348
SIRPG,74.41451203,1078.535981,1310.139566,156.2297295,125.1446974,54.8626275,55.74523407,31.73696814
SIT1,759.1593175,1418.51616,1457.873439,222.8835089,286.5258188,99.63796028,424.4791722,121.9743848
SKA1,4.914356682,15.89364427,2.220631652,58.54785082,2.093797389,3.198489691,3.236183763,4.375489179
SKAP1,1378.742233,2670.874802,2273.257742,3550.818735,388.8474803,155.1060459,875.1463025,188.0291943
SLAMF1,762.0351121,449.8358705,496.4217166,229.7441002,260.858135,111.9089299,1019.767442,131.7093126
SLAMF8,156.6501475,72.69074036,107.6408152,265.5999031,120.6524521,166.4059352,79.43023238,2483.002598
SLC12A1,89.4899425,13.59723596,10.77936011,7.506480732,8.293088602,3.335133412,9.107287855,3.699265138
SLC12A8,7.225818568,11.19206299,14.91996119,28.21376625,13.16312363,11.98809147,52.06339581,466.0589582
SLC15A3,9.050871942,27.12597858,18.5710453,20.24412934,1431.042545,1682.54452,10.26293695,4564.069594
SLC2A6,112.56368,8.055918939,43.07557759,196.2029272,12.17469756,623.8936693,42.90224117,328.7462744
SLC7A10,66.78073716,19.66949919,33.20097043,56.21886734,50.97452513,34.30894984,110.6318514,52.92098872
SLCO5A1,118.7296898,55.91267865,30.06870751,122.6861866,131.4344977,40.69340961,82.29386042,42.48673066
SMPD3,70.72102235,148.9719357,70.12682543,244.2572524,246.5509419,35.63627466,328.7366695,44.17497653
SMPDL3B,2.724372492,5.877194227,3.73037929,8.771006018,6.39158455,4.661740608,6.771782908,4.125782205
SOCS1,27.14793524,64.4438491,160.8027185,1279.904449,31.69383195,20.71591309,16.85549775,82.36571476
SP140,881.125548,367.6750359,422.1251624,797.020008,218.1702966,107.9949811,1001.792706,76.35053504
SPAG4,16.39614273,79.5891519,60.34817877,59.18791066,22.84191822,16.94563165,3657.844908,34.0400967
SPIB,3945.300733,111.2439257,67.02484651,185.1800783,272.8204886,116.3915428,128.9672433,57.81514413
SPOCK2,1531.023729,2040.442671,3283.92381,1646.115837,594.0103963,263.011432,433.012581,175.9842183
SSX1,1.658857567,40.80982734,7.384988622,3.640455364,14.77955057,5.167103334,3.286119074,9.739377312
ST3GAL6,66.60162565,12.96669349,7.158395479,45.49709596,466.5209967,357.9772296,66.14136755,524.564052
ST6GALNAC4,264.3270269,297.0293513,408.1100167,467.305722,181.6890388,195.8463286,2093.524176,688.7351586
ST8SIA1,50.56172691,9.129359328,75.93922657,20.82507817,15.88264599,8.218778885,9.741848192,5.382915835
STAP1,3534.504408,432.5194514,112.0597302,735.3511555,48.56097434,21.15804952,983.2371048,25.9443561
STEAP4,4.42067119,10.49185361,4.832288844,26.02807297,800.5703388,111.873397,7.819769102,5.310285765
STXBP6,16.73521702,18.76887513,16.13910899,22.56628249,14.80593608,12.89610083,32.06615205,12.90257104
TARDBPP1,42.03948876,56.90002211,20.13104889,44.67285538,62.01117545,9.112054424,11.19206299,40.62396736
TBX21,504.1990666,162.9916872,1658.322072,7520.866945,542.1588248,273.2767975,450.3185771,315.8607585
TCF7,32.1556293,5181.114553,3170.404097,566.7116999,55.11585006,18.65570294,24.80221189,24.98661146
TCL1A,12117.94539,133.6927662,106.739179,183.2914637,261.7385971,161.4604075,493.5179123,108.830925
TEC,11.26237461,8.992612544,11.99089142,36.68144898,12.87726499,16.29861436,9.61033962,19.98621302
TEP1,13.00060521,13.17735831,98.35605225,272.9691694,11.99606546,16.10571842,6.805956619,8.991936007
TGM5,60.12655552,41.46606342,47.8969765,117.5302175,82.75554452,64.53380501,785.5941764,55.85317965
TLR2,81.54272739,135.7286165,120.5282543,278.5504156,5374.798483,4560.185304,115.9850691,793.699493
TLR7,49.81426014,58.36525286,7.997221294,42.68275623,20.0870008,570.6516022,37.62419139,34.35052469
TLR8,7.582193721,5.570829264,5.70074897,11.93284396,1719.870237,1522.070253,19.45168576,646.6061428
TMEM156,574.4981382,114.8275013,168.0820865,280.8422517,51.44861036,23.45170307,771.380008,26.25281018
TMEM255A,64.48080982,5.079112797,38.72072177,79.55853303,37.11078102,66.84987758,47.15884594,354.6259629
TNFAIP6,267.9179363,36.71555117,81.29435266,269.5925874,3460.952883,233.4391136,141.1803804,347.1638911
TNFRSF10C,44.84631996,25.78013421,27.03922751,57.64271512,3919.76984,237.9058901,27.82084,48.17879865
TNFRSF11A,50.02783296,6.818438323,9.855680429,154.6881147,67.7636041,17.83610862,28.03580356,37.89907656
TNFRSF13B,502.6927279,307.6962383,181.9551888,394.5733583,342.7765361,188.0078881,1292.53498,158.639318
TNFRSF17,22.5997525,4.347662735,13.81523144,21.4200807,9.35211403,10.1098504,7744.01596,10.59143865
TNFRSF4,15.01956589,22.20688826,18.71047795,893.5971967,28.18616394,17.76981387,142.8319114,20.73872674
TNFSF14,10.0823446,28.21199417,92.31649554,2412.918886,614.120037,35.07227527,9.555358782,936.6552461
TNIP3,14.12983303,64.72785062,70.50041584,30.12697813,15.74452103,14.52350675,12.33024148,241.1663751
TPSAB1,1102.29779,43.36581215,376.0368021,776.9607585,1033.132677,543.6290931,151.7313169,358.1005731
TRAC,572.5113556,14057.43026,13721.45552,1321.738371,790.0055576,208.9784165,215.8269579,252.2397003
TRAF4,194.7986362,35.38777983,27.41737791,125.1562348,48.24388624,28.30245079,103.831718,30.40539832
TRAT1,13.5847049,2327.160635,816.7413233,66.57193793,10.38229418,6.845897848,17.40314684,13.33976249
TRAV12-2,13.14017301,99.38436963,225.3780296,20.8652819,15.47264026,10.63253287,9.555358782,10.29206918
TRAV13-1,88.73958185,537.6097159,463.1984082,70.76692439,74.99855252,29.72104173,40.55965894,23.48775343
TRAV13-2,72.69074036,411.162234,369.2792078,99.99794362,88.04801861,56.85541485,68.66194527,51.02429694
TRAV21,119.891114,417.5047308,439.3576224,102.5128875,88.25003141,51.31601583,125.1327277,42.96072752
TRAV8-6,24.5564624,317.7910043,244.1129158,33.70508214,65.39316048,34.39428346,18.81035485,25.30927131
TRAV9-2,60.43870697,498.4569511,220.3744213,78.26312983,130.9175576,47.77691068,39.20610994,27.28669595
TRBC1,575.8478308,12460.73946,8923.922332,7333.099274,181.0122765,78.94320693,525.0492335,56.8335872
TRDC,88.17850315,282.0101621,3014.575466,22179.22046,162.1231973,61.01801703,101.0670278,30.12404697
TREM1,415.2301184,116.8363113,102.2864477,175.6148966,8433.289331,1775.188919,211.1048289,603.8863807
TREM2,17.00788201,14.88173325,16.18514962,28.49016607,24.6518745,24.23855513,19.32045331,2158.627387
TREML2,70.53816317,50.87816452,23.09902116,178.3473887,1082.741035,40.72889444,42.35560264,27.33242059
TRIB2,1848.219528,2278.453629,1138.062023,2357.298136,155.8993479,123.0323791,262.8037637,152.1388719
TRPM4,7.691250656,17.98120025,7.796755019,15.14620865,10.22097545,18.36114786,63.7178043,14.40413982
TRPM6,45.92245257,16.86720259,25.76719358,53.10366974,220.431397,35.69642216,64.55045854,27.7197468
TSHR,19.81562324,11.34522644,11.64652927,32.91247002,18.38429613,14.29339998,95.35040447,15.60070061
TTC38,24.85041048,118.0039289,374.209498,3556.605408,47.0570675,105.6462644,39.64729475,91.99909893
TXK,309.7698509,1384.385645,676.0594416,3580.095121,173.9732072,62.96991111,85.82317784,64.00962037
TYR,15.49172903,44.38209766,10.627147,123.1772016,150.834091,14.06800259,15.0813304,36.31423107
UBASH3A,10.12600478,2177.794994,876.3804334,14.57166059,10.09959562,6.105136566,8.087608443,4.993003471
UGT1A8,680.5299008,98.52007343,82.13823081,163.4521495,336.4203983,91.50678971,163.9010445,96.13395165
UGT2B17,29.46022982,5.049784849,3.976053906,11.22575112,8.791555748,7.244351309,309.8818349,6.408970503
UPK3A,15.1818271,13.15225266,10.97861145,20.84522939,18.54314925,215.8718015,17.258479,12.12418525
VILL,29.52223049,693.1658136,434.2235247,255.3807382,20.88408586,97.78124023,53.86489096,43.06693373
VNN1,22.95842907,29.07388553,12.26655159,89.66739765,894.8557203,1024.700138,16.71107549,924.7365315
VNN2,64.9845649,574.7325605,445.4839483,734.7467489,18515.3558,3300.115435,51.04583679,462.8123954
VNN3,30.92999926,58.33320422,13.07856517,66.61516271,2232.466996,187.5997533,10.57301826,28.65180995
VPREB3,3778.568055,38.11603592,89.69557529,241.0153166,157.9569892,136.159858,404.2572521,88.97247865
WNT5B,11.75096777,6.818438323,10.61879975,15.88761899,15.95349649,15.97840064,48.95771465,11.93775629
WNT7A,12.86019319,230.7618491,101.4088521,24.89030357,21.34233197,56.25300857,20.33283198,20.27568968
ZAP70,13.7050941,4287.536344,3230.539852,6553.94962,70.04945364,38.05970681,13.36812571,18.46666377
ZBP1,35.84871042,184.7781077,149.2911945,626.9897987,269.6190106,24.54237397,450.6459844,14.89516342
ZBTB10,152.6895498,109.5758377,99.88073058,228.9740873,20.31580867,62.01375558,95.56043531,65.65921306
ZBTB32,9.857216379,29.13250856,27.83511,28.73469305,12.27627866,10.52648555,12.93200847,10.28530289
ZFP36L2,923.602815,357.0079722,3227.833526,1178.119507,517.338976,1341.516598,485.6449165,297.4815667
ZNF135,94.28786122,96.20392388,64.5605419,230.1489914,1.926397343,3.860059178,11.40281159,8.519318271
ZNF165,6.421545431,33.67116463,3.190692616,11.92071445,5.357879252,2.66873461,74.30319945,2.372973625
ZNF204P,77.87689746,400.6631845,151.9597341,69.98787844,27.48554596,29.90974572,41.07506248,26.84363388
ZNF222,9.800664188,56.64251081,71.91125741,184.0871119,26.82559709,19.8606097,11.69136762,70.82485981
