Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,B.cells,NK.cells
C5orf22,20.5,15.8,15.4,3.5,10.4,12.6
C5orf24,17.8,18.1,3.0,4.9,2.5,10.3
C5orf27,3.9,5.5,4.4,32.1,15.8,21.1
C5orf28,87.9,52.6,12.1,5.5,63.0,62.6
C5orf30,77.6,98.5,47.0,32.1,134.4,69.6
C5orf34,67.4,76.0,6.6,3.3,54.6,60.5
C5orf42,7.8,8.0,3.0,0.9,14.2,19.4
C5orf45,224.7,180.8,50.3,14.4,266.3,119.4
C5orf46,1.6,4.5,3.1,4.5,2.9,2.0
C5orf47,4.6,4.5,0.4,19.1,3.5,2.7
C5orf49,2.1,2.1,2.4,10.7,4.3,7.5
C5orf51,17.0,12.8,6.0,3.3,1.8,5.0
C5orf55,48.1,28.0,13.1,2.9,23.9,18.1
C5orf56,27.5,43.2,27.9,45.6,40.9,71.0
C5orf58,0.4,5.5,1.3,5.6,1.0,0.8
C5orf63,18.9,28.6,0.3,3.1,35.5,22.6
C5orf64,14.7,6.8,9.6,0.5,22.1,6.7
C5orf66,25.9,14.8,50.5,52.8,54.9,23.6
C5orf66-AS1,1.6,9.6,2.1,2.1,4.2,1.6
C6,20.1,21.5,21.2,1.3,3.6,8.6
C6orf1,78.8,95.3,82.1,131.4,70.2,112.5
C6orf10,11.3,5.6,7.2,0.8,1.7,0.5
C6orf106,56.0,103.3,55.6,80.0,121.4,72.7
C6orf118,3.3,1.6,0.6,1.3,0.6,1.1
C6orf120,256.8,189.1,676.4,166.2,253.8,278.9
C6orf123,1.0,1.7,1.4,1.5,0.7,0.3
C6orf132,1.0,0.9,0.3,0.5,3.4,0.8
C6orf136,117.6,131.8,40.1,53.5,142.2,153.6
C6orf141,1.4,1.8,1.7,12.7,3.4,2.4
C6orf147,2.1,2.8,6.1,3.2,2.5,13.5
C6orf15,13.9,33.8,3.1,20.4,7.0,2.7
C6orf163,26.6,19.2,10.6,28.5,22.9,3.0
C6orf164,16.5,21.9,9.1,19.9,25.1,19.9
C6orf165,1.3,1.9,4.3,9.7,4.6,1.3
C6orf195,7.7,12.3,3.6,2.3,6.5,0.9
C6orf201,15.4,8.6,1.9,0.9,3.1,1.4
C6orf203,467.0,279.2,336.4,46.5,256.6,355.2
C6orf211,588.3,514.8,1322.4,1001.7,609.5,542.5
C6orf223,3.0,9.7,3.2,13.6,1.1,12.0
C6orf226,80.6,124.2,127.5,62.7,105.3,172.2
C6orf25,1.6,1.5,11.6,1.3,2.1,18.1
C6orf47,158.7,122.7,87.9,206.7,118.0,144.6
C6orf48,3096.5,2386.6,1474.6,174.2,2877.2,1563.9
C6orf52,2.0,2.4,1.0,2.0,2.3,22.4
C6orf57,149.0,158.9,150.6,45.9,81.6,126.1
C6orf58,1.2,1.5,1.3,4.8,12.5,7.2
C6orf62,253.4,333.7,282.2,245.0,207.8,293.1
C6orf89,58.7,35.1,44.7,68.3,48.9,38.2
C6orf99,3.2,2.4,2.1,5.0,4.2,1.6
C7,0.8,2.4,0.7,1.3,3.0,1.8
C7orf13,1.3,6.6,6.7,17.5,8.4,3.0
C7orf25,60.3,55.0,73.4,127.4,50.0,67.8
C7orf26,5.1,1.3,3.2,3.1,1.8,5.6
C7orf31,109.9,160.3,126.5,44.6,213.1,75.2
C7orf33,3.0,16.6,2.7,6.0,14.8,2.3
C7orf34,4.7,14.5,3.4,1.7,3.9,1.2
C7orf43,151.2,140.0,157.6,621.7,123.8,108.1
C7orf49,97.1,98.2,33.0,28.2,46.9,110.8
C7orf50,5.1,2.7,1.9,3.9,13.9,1.7
C7orf55,239.1,201.0,149.8,36.7,286.1,192.1
C7orf55-LUC7L2,239.1,201.0,149.8,36.7,286.1,192.1
C7orf57,8.8,1.5,1.1,0.5,0.4,8.1
C7orf60,382.8,343.8,357.0,782.6,290.4,340.6
C7orf61,34.5,44.9,25.8,119.8,16.3,41.3
C7orf62,3.6,3.2,2.1,2.6,2.8,1.5
C7orf63,3.2,1.8,3.3,4.6,2.8,4.1
C7orf69,7.7,9.4,2.5,15.8,0.9,25.3
C7orf71,4.9,6.7,16.2,25.8,0.7,13.1
C7orf73,19.7,21.0,16.2,8.6,18.0,13.6
C8A,0.4,2.0,0.7,2.9,9.6,4.5
C8B,7.5,1.1,8.7,18.2,16.7,13.7
C8G,1.7,16.3,5.5,3.5,12.3,4.9
C8orf12,3.7,2.0,6.0,1.1,2.5,1.4
C8orf15,26.8,15.4,1.8,14.8,46.5,29.3
C8orf17,5.3,3.8,0.7,1.9,11.7,1.8
C8orf22,5.5,12.2,2.0,20.2,2.2,7.9
C8orf31,12.6,11.4,2.8,2.6,43.3,16.2
C8orf33,84.0,95.0,110.0,20.6,114.4,89.2
C8orf34,0.3,1.3,0.6,1.0,2.9,3.0
C8orf37,76.1,93.4,66.6,17.0,153.9,33.2
C8orf4,0.4,0.4,0.3,0.2,0.3,9.1
C8orf44,35.0,51.6,26.9,22.9,22.7,23.7
C8orf44-SGK3,81.7,64.7,47.2,51.7,52.0,34.9
C8orf46,1.3,9.3,8.7,2.7,0.4,0.4
C8orf48,1.1,8.2,6.0,1.9,1.4,0.6
C8orf49,9.1,9.7,7.4,10.8,13.7,9.3
C8orf58,9.4,17.5,20.5,34.1,22.3,11.5
C8orf59,329.1,256.8,97.9,41.7,396.0,338.9
C8orf60,32.3,52.8,101.4,695.6,100.2,105.0
C8orf66,17.2,15.9,1.7,2.1,20.9,29.5
C8orf74,3.7,5.6,3.8,2.4,7.7,2.8
C8orf76,224.5,244.5,270.8,129.9,218.0,252.0
C8orf82,102.5,177.6,265.2,36.0,232.6,105.5
C8orf88,30.9,56.0,19.3,57.7,19.5,17.1
C9,0.8,0.9,5.4,1.7,1.1,0.9
C9orf114,110.2,111.9,66.3,26.6,79.3,133.5
C9orf116,1.1,2.3,0.8,1.5,1.4,1.2
C9orf117,6.2,6.2,4.1,1.6,7.2,4.7
C9orf131,2.1,8.6,9.7,3.3,5.2,4.0
C9orf135,10.2,2.5,6.7,0.8,3.2,9.0
C9orf135-AS1,9.2,11.5,1.4,1.2,2.7,12.1
C9orf142,151.5,280.1,80.1,33.1,101.9,283.5
C9orf152,3.3,1.5,0.3,11.5,4.8,12.6
C9orf156,4.0,18.5,1.8,1.6,17.4,3.6
C9orf16,14.9,27.4,12.6,3.7,4.0,12.1
C9orf163,15.7,22.2,4.1,4.5,6.5,6.8
C9orf172,3.2,7.2,5.1,12.2,5.3,2.8
C9orf173,15.8,2.0,23.1,20.0,26.4,13.8
C9orf24,23.2,15.4,2.3,13.2,16.5,7.2
C9orf3,9.4,2.9,1.8,6.3,4.7,10.0
C9orf37,69.5,47.9,51.7,40.4,86.7,39.8
C9orf38,41.1,38.5,18.2,12.7,46.4,23.9
C9orf40,63.4,42.9,24.5,54.1,34.0,35.6
C9orf41,14.6,13.4,6.5,2.2,13.3,21.2
C9orf43,15.3,17.2,13.1,21.0,21.4,16.2
C9orf47,0.9,3.9,37.0,10.1,1.3,2.0
C9orf50,2.3,2.2,2.0,3.9,3.2,1.7
C9orf53,22.9,30.5,9.0,1.7,12.6,1.7
C9orf57,8.9,3.3,8.1,6.6,15.4,0.8
C9orf62,5.6,3.9,13.8,2.3,5.0,1.1
C9orf64,239.4,342.9,537.9,233.3,150.6,324.1
C9orf66,2.8,9.6,13.0,39.1,13.0,12.8
C9orf69,322.3,318.3,297.1,182.1,193.9,370.3
C9orf72,21.2,17.2,145.1,91.5,16.5,19.4
C9orf78,624.4,801.7,413.2,237.8,281.7,673.3
C9orf84,2.0,2.3,0.6,2.3,14.8,1.7
C9orf85,5.9,12.6,13.7,11.3,7.2,12.3
C9orf89,4.9,3.7,2.1,2.6,4.2,2.5
C9orf9,1.8,2.0,3.3,4.2,1.3,2.1
C9orf91,105.1,85.1,326.4,124.6,200.2,80.8
CA1,1.1,2.6,4.3,2.7,10.8,7.4
CA10,1.2,2.4,0.3,1.8,1.4,0.4
CA11,69.4,53.3,12.6,4.0,51.2,46.3
CA12,1.2,1.1,0.7,3.4,2.6,0.8
CA13,2.6,1.7,2.4,14.0,16.6,8.0
CA14,6.9,2.3,16.4,3.9,12.6,2.8
CA2,7.7,16.5,188.9,128.9,33.7,12.3
CA3,0.9,12.0,0.5,1.7,0.8,23.8
CA4,1.2,1.7,1.3,513.1,1.5,4.8
CA5A,8.7,22.5,1.8,13.4,26.3,8.8
CA5B,71.8,48.8,10.7,6.8,41.6,33.6
CA5BP1,7.2,10.4,51.8,5.6,47.3,6.4
CA6,9.0,1.1,0.9,5.3,0.7,0.9
CA7,2.4,5.6,3.4,13.7,5.3,3.4
CA8,3.1,1.7,1.3,4.3,1.1,1.2
CA9,16.2,1.5,13.8,15.7,1.6,4.0
CAAP1,159.0,197.1,85.8,26.3,129.6,147.1
CAB39,248.7,126.6,165.9,408.7,70.7,58.6
CAB39L,2.1,11.6,8.6,2.5,1.9,19.7
CABIN1,157.3,166.7,66.5,173.8,114.8,151.1
CABLES1,1.2,7.0,2.1,3.9,17.7,21.7
CABLES2,109.7,119.7,122.1,104.8,91.5,131.5
CABP1,1.4,3.2,2.1,2.4,2.0,2.0
CABP2,1.2,19.2,13.4,7.0,4.6,2.4
CABP4,19.9,5.8,14.9,2.5,33.8,50.4
CABP5,1.5,1.3,1.0,10.7,1.2,3.7
CABP7,1.7,1.3,3.2,2.3,0.9,1.0
CABS1,4.4,0.1,0.2,0.8,0.8,0.4
CABYR,10.5,1.5,3.2,1.0,16.3,1.4
CACFD1,15.0,5.4,2.3,3.0,63.4,30.6
CACHD1,4.6,10.2,1.0,3.6,1.6,1.7
CACNA1A,0.4,0.5,0.6,1.8,1.4,3.8
CACNA1B,1.0,2.8,1.3,2.4,2.2,1.2
CACNA1C,2.4,6.1,1.3,2.5,1.1,4.7
CACNA1D,1.3,1.6,3.2,2.3,0.6,0.7
CACNA1E,1.1,1.7,0.7,0.7,0.4,1.2
CACNA1F,3.2,2.3,2.6,4.5,2.4,5.0
CACNA1G,1.8,1.9,1.8,1.9,1.9,0.8
CACNA1G-AS1,1.2,13.1,11.8,11.3,12.5,12.5
CACNA1H,4.2,2.0,3.0,1.6,3.5,1.8
CACNA1I,2.3,2.6,3.2,1.6,4.2,3.4
CACNA1S,16.8,29.0,16.0,46.9,21.5,28.8
CACNA2D1,0.2,0.9,0.7,1.6,4.0,0.8
CACNA2D2,127.1,333.5,31.8,30.4,21.0,338.1
CACNA2D3,1.6,1.0,926.7,7.3,3.7,1.3
CACNA2D4,34.0,35.8,50.3,15.4,11.0,30.6
CACNB1,2.0,4.2,6.1,3.5,3.1,2.3
CACNB2,1.1,0.9,0.5,0.8,0.7,2.1
CACNB3,9.0,16.8,2.7,1.3,1.8,8.0
CACNB4,3.1,1.7,2.2,5.5,1.9,1.6
CACNG1,2.8,6.2,7.6,20.6,3.3,1.7
CACNG2,2.9,1.4,1.4,16.1,3.5,4.8
CACNG3,1.4,2.4,1.3,2.6,2.5,2.8
CACNG4,3.0,1.4,0.9,3.7,2.2,1.8
CACNG5,2.5,2.5,2.0,4.9,3.5,10.6
CACNG6,12.0,2.9,2.7,4.4,6.4,1.7
CACNG7,2.1,9.1,1.4,15.6,5.2,10.0
CACNG8,1.1,0.8,1.4,1.1,0.6,0.9
CACTIN,3.3,1.2,1.1,1.1,1.3,5.5
CACUL1,3.0,2.8,13.0,52.0,6.1,3.6
CACYBP,57.5,41.6,45.0,23.6,33.3,26.6
CAD,30.2,27.3,4.1,4.5,11.9,6.0
CADM1,0.5,10.2,0.4,1.5,4.1,11.5
CADM2,0.5,1.5,1.1,1.4,2.0,0.5
CADM2-AS1,1.6,6.0,2.1,1.0,0.6,3.6
CADM3,0.5,1.7,1.1,0.8,2.5,1.6
CADM3-AS1,4.4,2.2,3.6,1.9,2.7,14.6
CADM4,0.7,0.9,1.4,2.1,1.0,1.1
CADPS,0.5,0.6,0.8,0.6,0.3,0.7
CADPS2,2.1,1.5,1.1,2.2,2.4,8.8
CAGE1,0.3,0.6,0.6,5.3,0.2,0.7
CAHM,41.5,30.0,104.6,75.0,31.3,38.2
CALB1,0.9,1.1,1.6,0.9,0.7,1.0
CALB2,13.5,20.2,13.8,35.5,14.1,35.0
CALCA,5.3,1.3,0.9,4.0,1.7,1.2
CALCB,3.7,5.9,7.9,9.8,19.2,10.8
CALCOCO1,128.4,106.6,119.1,252.2,118.2,127.6
CALCOCO2,32.0,41.4,16.3,54.9,64.3,20.6
CALCR,0.4,1.5,1.2,1.6,1.1,1.2
CALCRL,0.9,1.1,2.3,1.2,1.7,8.5
CALD1,0.3,0.7,0.5,1.0,0.6,0.7
CALHM1,15.9,62.4,12.4,18.7,26.2,37.5
CALHM2,241.5,351.6,671.9,43.3,96.2,252.3
CALHM3,2.5,3.2,1.9,1.8,10.3,3.5
CALM1,46.9,64.1,45.5,8.8,34.6,71.3
CALM2,84.2,64.1,45.5,28.3,34.6,83.2
CALM3,84.2,64.1,45.5,28.3,34.6,83.2
CALML3,1.2,3.6,10.3,13.5,15.6,2.8
CALML4,1.3,2.2,0.4,3.7,0.6,0.9
CALML5,5.3,18.1,9.8,35.0,24.6,26.2
CALML6,11.2,14.0,20.2,24.3,9.0,14.0
CALN1,1.3,1.0,0.5,2.5,2.7,1.1
CALR,35.9,89.5,46.5,9.2,50.4,56.3
CALR3,1.0,2.2,1.3,2.0,12.0,2.1
CALU,42.8,39.7,64.0,15.1,35.6,28.7
CALY,9.4,3.7,1.0,14.5,18.4,2.4
CAMK1,4.8,9.7,16.9,29.4,19.5,17.7
CAMK1D,35.6,38.6,39.9,327.3,123.1,56.2
CAMK1G,1.2,0.8,1.1,6.4,1.6,1.7
CAMK2A,2.3,1.5,0.9,8.0,7.2,1.2
CAMK2B,1.0,1.1,2.1,3.4,1.4,1.3
CAMK2D,4.9,8.3,1.9,1.8,14.8,2.4
CAMK2G,47.0,20.2,15.7,91.3,24.0,47.5
CAMK2N1,23.2,18.5,0.8,1.4,2.1,8.9
CAMK2N2,28.7,25.6,8.1,32.3,24.0,8.0
CAMK4,244.5,141.5,0.2,15.3,19.8,2.3
CAMKK1,3.4,3.5,5.7,6.7,5.3,3.5
CAMKK2,1.4,2.0,5.7,62.2,20.2,1.3
CAMKMT,18.1,28.3,17.3,9.5,21.1,19.2
CAMKV,12.8,6.4,3.4,7.4,1.4,28.2
CAMLG,1576.1,1515.4,1080.6,967.3,1288.6,1149.3
CAMP,22.9,26.5,74.3,932.8,4.1,50.6
CAMSAP1,1.3,6.2,1.1,1.3,1.3,0.9
CAMSAP2,32.9,24.1,45.1,0.7,14.2,1.0
CAMSAP3,2.0,1.9,2.0,0.7,2.6,1.9
CAMTA1,2.9,11.8,0.5,1.4,1.3,0.5
CAMTA2,123.7,114.8,132.7,164.9,132.8,89.3
CAND1,51.4,32.6,17.6,11.4,29.4,25.9
CAND1.11,1.6,3.5,2.0,5.1,2.4,3.9
CAND2,0.9,4.7,7.3,9.7,17.4,5.3
CANT1,21.2,5.9,17.6,110.8,7.3,4.6
CANX,2.2,3.2,11.9,0.6,0.9,5.6
CAP1,3639.8,4762.1,6444.3,10717.6,3007.0,4664.9
CAP2,1.9,2.0,0.5,0.7,1.4,1.9
CAPG,62.3,63.9,1096.4,203.1,488.0,56.3
CAPN1,74.6,54.6,76.4,93.1,88.8,111.6
CAPN10,6.8,12.0,3.8,1.4,6.9,1.9
CAPN10-AS1,13.6,14.7,7.1,11.6,21.1,1.8
CAPN11,16.1,5.5,4.1,1.0,17.7,17.6
CAPN12,76.4,162.1,28.6,35.3,260.0,194.6
CAPN13,0.5,0.6,0.4,0.7,0.5,0.8
CAPN14,12.6,13.1,6.6,0.5,77.1,12.7
CAPN15,34.9,47.4,34.9,1.5,28.0,34.3
CAPN2,92.1,46.5,31.3,5.9,30.6,53.1
CAPN3,59.2,48.4,73.4,25.2,138.4,20.6
CAPN5,22.2,11.4,1.4,1.5,12.5,23.2
CAPN6,0.4,0.7,0.5,0.5,0.8,0.7
CAPN7,390.5,269.3,211.1,109.0,244.3,246.4
CAPN8,11.2,22.7,0.8,20.8,1.3,11.3
CAPN9,2.3,2.1,1.9,1.8,2.1,1.1
CAPNS1,676.0,714.6,1517.2,333.8,678.3,1200.1
CAPNS2,11.8,3.5,37.2,63.9,3.6,16.6
CAPRIN1,39.6,40.4,13.0,8.4,27.0,35.5
CAPRIN2,23.6,21.6,4.6,2.0,3.3,5.6
CAPS,3.7,21.4,3.3,1.6,4.2,4.0
CAPS2,3.5,9.6,0.4,1.1,0.8,10.2
CAPSL,2.3,1.4,0.9,1.6,16.7,0.5
CAPZA1,60.0,31.8,18.9,58.1,45.7,23.0
CAPZA2,27.4,20.8,103.0,75.9,30.1,50.5
CAPZA3,8.9,0.9,1.3,1.4,10.1,2.4
CAPZB,0.8,0.9,0.7,2.4,3.4,2.7
CARD10,3.4,2.2,3.5,1.8,2.7,2.3
CARD11,82.5,83.6,4.7,7.7,110.2,205.2
CARD14,1.6,1.9,1.0,1.4,1.5,1.1
CARD16,15.2,6.1,15.2,20.2,17.5,11.2
CARD18,2.6,1.2,6.0,0.4,0.6,2.6
CARD6,102.3,46.9,659.5,871.2,57.1,88.2
CARD8,0.6,4.0,9.8,59.4,18.8,12.0
CARD9,6.4,16.3,400.7,80.6,3.9,3.0
CARF,33.2,16.2,4.8,0.8,11.6,20.3
CARHSP1,4.5,6.2,5.6,7.9,8.5,7.2
CARKD,383.6,503.1,380.9,54.7,494.7,314.0
CARM1,126.2,145.7,192.1,57.2,254.7,127.5
CARNS1,84.6,199.5,3.0,4.6,220.1,142.9
CARS,6.2,8.3,6.5,20.5,1.1,11.2
CARS-AS1,4.6,20.1,3.3,13.6,2.1,1.2
CARS2,0.7,0.7,0.8,1.6,4.2,4.9
CARTPT,14.7,22.0,11.9,28.0,25.2,3.6
CASC1,12.1,12.6,3.6,17.1,9.3,4.3
CASC10,1.1,0.7,0.4,0.9,2.9,6.5
CASC11,1.0,1.3,1.4,1.2,14.1,6.4
CASC14,1.8,2.8,3.9,23.6,15.4,2.7
CASC15,9.4,3.0,2.4,4.9,3.7,2.2
CASC16,7.8,19.0,17.5,14.4,19.9,9.7
CASC17,14.7,30.1,19.6,16.7,38.4,26.0
CASC18,4.0,7.9,3.2,10.0,1.9,8.5
CASC2,0.5,0.4,0.4,1.4,0.5,0.2
CASC22,1.2,0.5,1.7,5.2,15.7,0.6
CASC3,530.4,523.5,585.0,1790.8,659.6,470.5
CASC4,15.0,16.5,9.0,28.3,20.7,2.7
CASC5,1.0,1.0,1.0,0.2,9.6,0.4
CASC6,0.9,4.0,1.1,1.3,11.1,17.3
CASC7,7.6,15.5,16.7,24.1,12.1,26.2
CASD1,3.5,9.8,2.5,9.5,3.3,5.9
CASK,25.6,12.7,6.9,1.6,9.5,9.6
CASKIN1,0.9,3.9,2.1,2.5,2.9,5.1
CASKIN2,1.1,2.9,3.1,4.3,11.9,1.8
CASP1,380.5,595.4,2554.6,2531.2,150.4,338.9
CASP10,5.8,10.4,35.7,18.9,6.0,14.5
CASP12,1.0,8.4,10.2,18.3,1.3,6.6
CASP14,2.0,4.7,2.9,0.7,4.5,0.7
CASP16,17.1,14.6,19.8,14.0,14.0,16.0
CASP2,30.5,5.9,4.5,28.3,2.3,6.1
CASP3,234.9,405.5,305.2,446.3,628.7,365.2
CASP4,196.2,153.1,142.7,1124.5,173.2,173.0
CASP5,31.7,24.0,157.1,909.3,28.6,13.5
CASP6,605.8,343.0,146.2,33.6,144.8,81.4
CASP7,245.6,365.6,365.0,71.8,266.4,248.7
CASP8,2.1,13.3,5.9,8.0,3.4,18.6
CASP8AP2,25.1,9.6,2.1,6.4,5.8,15.8
CASP9,23.1,10.2,17.5,7.9,21.3,17.1
CASQ1,0.6,1.1,10.5,7.3,5.8,12.5
CASQ2,4.0,1.5,25.6,2.2,1.3,1.2
CASR,1.6,0.7,2.1,1.8,3.5,2.0
CASS4,9.8,22.5,9.6,106.5,9.4,12.7
CAST,26.7,29.4,13.8,9.6,15.9,35.6
CASZ1,1.0,7.0,0.8,2.4,0.8,0.8
CAT,32.7,21.9,4.1,98.4,32.3,26.7
CATIP-AS1,17.6,23.5,93.2,160.7,20.1,21.3
CATR1,0.4,7.0,0.4,1.3,0.5,0.6
CATSPER1,24.1,42.3,154.0,31.6,48.0,126.0
CATSPER2,31.8,30.1,12.0,3.9,9.1,20.3
CATSPER2P1,31.8,44.2,12.0,3.9,9.1,20.3
CATSPER3,25.5,39.7,31.9,25.6,33.5,28.2
CATSPERB,7.6,10.4,10.8,2.9,11.4,1.9
CATSPERD,1.5,2.1,2.1,1.6,0.6,1.6
CATSPERG,2.8,1.2,2.2,2.2,1.2,2.4
CATX-1,1.7,1.0,2.0,2.3,1.2,1.6
CAV1,8.6,1.3,1.7,0.9,200.8,7.9
CAV2,3.1,0.5,1.8,4.0,1.4,1.1
CAV3,3.3,13.9,16.2,4.6,6.5,9.8
CBFA2T2,21.1,20.7,5.2,11.6,15.1,8.6
CBFA2T3,7.0,15.4,270.4,497.9,584.3,17.5
CBFB,92.1,62.7,69.0,78.6,73.3,89.4
CBL,17.1,8.9,21.2,11.6,5.6,3.6
CBLB,10.7,11.1,9.4,11.8,11.2,4.9
CBLC,2.5,1.2,2.0,3.5,2.6,2.7
CBLL1,465.0,410.1,234.6,299.5,328.2,380.9
CBLN1,2.3,1.9,1.8,3.2,0.5,0.9
CBLN2,1.8,2.9,10.6,11.9,13.5,0.8
CBLN3,26.0,27.3,3.9,26.1,222.3,14.6
CBLN4,3.4,6.3,6.7,4.3,1.1,2.7
CBR1,125.4,132.7,320.8,31.4,103.4,100.3
CBR3,155.0,102.8,29.3,4.5,252.0,33.6
CBR3-AS1,24.6,34.1,26.2,7.9,17.5,22.1
CBR4,77.4,66.3,65.5,74.4,184.8,204.0
CBS,1.5,3.0,1.6,27.4,7.4,2.0
CBWD1,440.4,375.8,821.6,342.7,779.7,356.9
CBWD2,440.4,375.8,821.6,342.7,779.7,356.9
CBWD3,440.4,375.8,821.6,342.7,779.7,356.9
CBWD5,440.4,375.8,821.6,342.7,779.7,356.9
CBWD6,440.4,375.8,821.6,342.7,779.7,356.9
CBWD7,440.4,375.8,821.6,342.7,779.7,356.9
CBX1,517.2,645.0,700.3,1335.4,565.8,527.1
CBX2,1.3,0.6,2.8,1.6,2.8,2.6
CBX3,241.5,141.6,67.1,136.9,298.9,235.9
CBX3P2,43.4,44.9,17.0,46.7,62.2,48.2
CBX4,56.0,56.4,55.2,100.2,74.3,68.6
CBX5,7.2,15.0,7.0,3.1,13.9,19.4
CBX6,483.5,489.6,250.6,171.8,379.2,513.2
CBX7,855.0,678.1,159.3,938.7,846.9,413.7
CBX8,2.9,3.1,5.0,4.4,3.7,18.4
CBY1,1.3,0.7,0.7,0.6,1.0,0.5
CBY3,20.8,2.0,0.7,0.7,2.6,12.0
CC2D1A,18.9,8.4,8.2,3.5,6.2,23.3
CC2D1B,121.8,99.8,26.8,42.4,90.6,111.9
CC2D2A,2.9,0.7,0.6,0.6,1.9,1.2
CC2D2B,5.8,15.6,2.9,18.1,20.5,7.8
CCAR1,401.7,226.5,100.8,40.6,336.4,378.9
CCAR2,16.2,1.3,1.5,4.4,10.2,11.3
CCBE1,0.5,1.1,1.7,0.9,1.3,6.4
CCBL1,10.0,4.1,3.7,4.8,3.4,9.0
CCBL2,885.2,889.2,809.9,707.2,617.7,812.3
CCDC101,246.6,156.6,113.4,61.6,101.9,132.0
CCDC102A,66.8,108.8,1.1,2.4,94.7,152.5
CCDC102B,1.0,2.4,0.6,1.1,6.0,0.8
CCDC103,8.2,27.1,17.6,1.6,26.9,27.3
CCDC104,547.2,284.7,113.0,23.9,215.5,223.5
CCDC105,3.2,28.6,2.9,2.6,25.1,1.6
CCDC106,2.6,2.7,5.3,10.4,56.9,19.4
CCDC107,419.3,406.7,140.5,32.7,215.3,363.4
CCDC108,0.9,0.4,1.2,0.4,0.9,1.2
CCDC109B,2287.7,1366.4,1554.5,174.4,1440.6,1205.6
CCDC11,2.7,15.6,1.9,13.1,3.1,13.0
CCDC110,9.1,1.4,1.4,0.9,3.9,10.4
CCDC112,80.8,77.1,75.2,128.7,60.3,53.7
CCDC113,12.6,14.4,7.4,0.7,22.6,4.7
CCDC114,2.7,3.1,3.5,4.9,6.9,21.1
CCDC115,570.0,732.0,785.4,216.5,767.9,695.2
CCDC116,3.8,5.6,2.2,3.9,3.0,4.2
CCDC117,36.5,36.1,39.2,22.3,34.1,34.3
CCDC12,668.8,906.2,963.9,215.4,755.2,1090.2
CCDC120,3.2,1.4,0.9,2.8,2.9,3.1
CCDC121,30.3,33.7,26.4,23.5,24.2,5.1
CCDC122,1.2,1.6,7.3,0.6,17.9,5.8
CCDC124,10.0,20.0,2.0,4.2,22.0,11.5
CCDC125,15.9,16.9,21.9,125.3,3.5,13.0
CCDC126,120.7,96.4,109.0,172.9,74.4,73.2
CCDC127,66.9,68.4,42.6,5.0,25.5,37.9
CCDC129,11.0,12.0,13.4,3.2,1.3,7.4
CCDC13,0.3,1.0,0.4,3.0,1.9,3.4
CCDC13-AS1,12.6,2.7,1.3,18.6,2.8,11.3
CCDC130,234.4,150.8,140.2,137.4,216.5,125.8
CCDC132,16.3,24.6,13.4,1.4,3.2,25.4
CCDC134,13.4,13.2,1.7,1.3,5.5,4.6
CCDC135,5.0,1.4,1.8,8.6,3.0,1.3
CCDC136,4.7,10.4,2.3,1.7,4.2,0.7
CCDC137,181.9,183.7,123.2,59.6,157.3,120.0
CCDC138,23.3,17.6,5.2,0.8,39.1,31.0
CCDC14,0.6,2.1,1.0,1.3,5.7,0.4
CCDC140,1.3,1.9,2.0,2.6,2.7,15.6
CCDC141,9.5,2.3,0.4,1.1,15.2,1.0
CCDC142,84.2,79.7,53.0,38.2,78.7,79.1
CCDC144A,12.2,11.4,4.5,7.0,0.6,5.0
CCDC144B,99.8,47.9,22.0,11.7,0.8,6.0
CCDC144CP,0.6,0.5,2.7,1.5,0.8,1.3
CCDC146,139.9,178.9,61.3,279.2,84.0,181.9
CCDC147,3.0,10.9,11.6,32.5,10.9,19.4
CCDC148,6.1,2.9,3.0,15.2,1.3,0.9
CCDC148-AS1,0.5,0.5,1.7,1.2,3.2,2.1
CCDC149,1.0,1.0,30.1,20.3,1.2,3.4
CCDC15,60.1,47.2,16.1,26.2,31.3,42.1
CCDC150,2.2,0.8,0.8,1.4,1.1,2.5
CCDC151,3.2,12.4,123.0,26.8,80.5,8.5
CCDC152,35.0,75.8,0.4,11.4,19.4,40.0
CCDC153,5.4,17.2,28.7,92.9,3.1,1.6
CCDC154,9.1,4.4,2.1,1.3,6.5,5.2
CCDC155,24.2,16.4,19.2,2.9,12.2,6.7
CCDC157,6.7,6.0,1.6,4.0,4.9,0.9
CCDC158,0.4,1.1,1.9,0.5,2.3,0.5
CCDC159,45.4,10.9,77.5,15.6,50.7,50.6
CCDC160,0.3,0.7,2.4,1.9,3.8,1.2
CCDC163P,16.4,51.0,1.1,2.3,14.0,5.5
CCDC167,556.5,435.1,98.3,26.2,1053.9,258.6
CCDC168,1.8,1.1,0.7,0.4,0.8,1.0
CCDC169,0.5,0.7,0.9,0.4,0.3,0.6
CCDC169-SOHLH2,1.3,3.0,0.9,0.4,0.5,7.1
CCDC17,31.3,24.9,37.9,102.7,29.5,21.8
CCDC170,7.3,5.6,57.6,47.1,5.1,14.2
CCDC171,0.3,1.1,0.3,0.8,0.3,0.8
CCDC172,2.0,1.5,3.7,2.0,2.6,1.9
CCDC173,1.8,0.7,0.8,1.1,3.8,1.3
CCDC174,100.5,152.7,107.4,105.7,88.5,115.4
CCDC176,4.6,3.3,2.2,11.2,3.6,1.8
