gene,endothelial.cells,fibroblasts,macrophages,NK.cells,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,monocytes,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells
TNIP3,1.5075,1.4425,21.18,4.6076715,0.768085875,2.8415377,20.42414288,0.75347025,0.535176,0.94490475,1.95503725,2.21858425,0.892118,4.1950655
CAV1,1088.325,127.21,80.955,0,1.284791,0,0,0,0,2.309096113,0,0,0,0
ABT1,26.6625,6.595,38.2825,37.52005,26.18645,35.192175,38.8267125,21.81935833,24.78665,24.068,31.22115,35.01645,9.0351375,37.200775
FHIT,7.4,2.33,0,4.866852039,14.86074346,33.8865145,13.12028659,6.776973317,8.848948525,10.05431677,204.4462738,22.04236998,0.7060277,69.05518075
NRP1,66.5475,23.0175,14.485,1.25158325,1.419285654,0.816059575,0.742656,4.381869393,4.905158289,1.081312107,1.16408875,1.163884425,0.67202165,0.79889415
IDO1,35.905,26.565,32.74,1.0489635,0.49553875,0.14991575,0.04650525,2.275938395,67.6257375,0.761887293,0.31100025,0.107428,7.169554625,0.37241625
APBB2,18.7,22.4775,1.08,0.77572875,1.1719279,0.6226435,0.926711663,1.343954586,1.0201316,5.557263588,0.7977975,1.436210072,1.369365875,1.138952
SLC2A9,0,0.315,0,2.86467813,3.404308394,3.948767624,3.481274319,26.35706467,58.176187,4.387201555,4.100530523,4.50038975,5.087768625,2.995288355
ZAP70,43.635,0,94.6975,907.404805,7.236382225,474.485335,576.85574,9.794189258,1.089684825,10.94235822,373.9117775,514.56042,2.3452029,354.2751825
CEP41,14.765,129.7225,26.62,21.08824025,11.86401348,16.87200275,24.4831639,10.42685506,16.97887943,9.900758312,33.923568,87.1479416,1.758964906,19.81179043
PLA2G7,0,0,17.565,0.44604575,4.460603375,0.328718,0.292159125,20.02531636,14.13152352,4.838128813,0.2582885,0.48014725,0.36739325,0.64333225
CYP2S1,0,0,0,1.349756328,1.502113088,0.2084223,0.015891125,11.51621717,103.0080693,1.171149912,0.02853805,0,0,0.15510325
PLEKHH2,2.21,38.0125,0,0.6917872,0.998636175,1.39820895,1.635034225,0.456564408,0.3749632,0.742534438,6.39437425,4.77566475,0.49262245,2.829354
TTC38,0,0,28.1025,464.11499,16.13515625,20.489771,72.80024025,23.72108242,20.67578375,19.34253613,16.46657588,17.471983,16.83838825,23.549896
PTGDR,0,0,8.79,190.842775,0.843539,13.3004425,31.54374,1.332325158,0.04151075,2.248637375,1.6441906,0.8192305,0.53546225,1.70961375
XCL2,0,0,16.2675,31.202925,0.33346175,0.3216715,6.21988125,0.248984083,0.066174,0.494068875,0.42932925,0.06883525,0,0.6118525
DIDO1,18.92,48.065,18.7975,63.47418189,39.51635499,48.85173818,48.75465448,26.2609722,17.6173499,33.9320975,55.57601281,57.74832515,14.48747688,54.62046003
MMP9,0,0,3.705,0.011493325,0.9164875,0.012604325,0.025402888,0.435850583,0.84895525,1.080778788,0,0.054171025,146.282375,0.11275825
ERAL1,0,18.9125,0,44.208915,40.141146,38.61361583,39.5394805,36.76880811,55.60208575,36.04662213,37.91874675,33.6997625,1.31126265,40.8994475
RALGDS,13.895,34.76,63.2275,198.0276,18.23094665,93.5673081,139.9639703,7.648238628,16.47357299,12.31833697,19.80081398,24.15061817,5.476379171,76.7911095
KCNK13,0,0,3.4325,0,0,0,0,0.361687133,2.970845,0.0690255,0,0,0,0
HOXA7,0,0,0,0.249087,0.198051813,0,0.0148765,0.010046442,0.286887,0.222929975,0,0,0,0.04820225
SIGLEC1,2.6125,0,9.4375,0.51128155,2.468145938,0.0058903,0.0069461,22.13319167,23.4606775,3.656570863,0,0.0072889,1.89889,0.0519335
HAPLN3,91.4875,65.1675,40.5475,7.99328375,2.2899616,77.11986025,61.4800475,1.407301708,6.819249075,2.87465735,78.22788,76.20030625,0.02245115,126.0423578
C1QA,89.325,0,71.34,0.0943925,1.190462548,0,0,73.31133167,4.60140525,1.003517125,0,0,0.16482765,0
MTUS1,52.78,152.3525,11.295,0.321050125,0.403349125,6.1828565,3.748529625,0.108318642,0.02929975,0.83342165,12.42796725,21.44708643,0.069634,5.787535125
CD40LG,0.7375,0,4.7425,0.7520935,0.258357975,199.654599,21.89357763,0.233551225,0.150056525,0.307795625,155.7396825,1.231766001,0.15067185,77.5930875
LAG3,0,0,17.425,8.494153,0.133075063,4.3382325,21.78212,0.059017717,0.1980315,0.02969775,1.294763,1.318827778,0.11135235,2.01101975
DUSP16,0,1.755,4.0675,5.6296785,3.789459313,59.23889425,18.86786938,1.535811333,6.2142605,4.201391375,14.68773204,14.308272,3.60218875,75.03072935
NAT8L,22.4275,0,0,0,0,0,0,0.005093992,0,0.016746375,0,0,0,0.05267725
SLC1A3,0,0,6.4925,0,0.245539588,0,0,2.721698965,5.628987128,0.425324951,0.242167,0,0.523006675,0.13290425
URGCP,18.1875,3.12,19.8075,20.09903782,15.60301052,18.50411195,22.28081918,13.19342745,15.72988505,18.4172268,30.37577498,22.6183715,1.16798025,20.69378768
RNF144B,0,0.1375,166.0675,1.80766975,17.52211125,2.5089075,1.34721125,122.8908533,38.1565025,14.23824325,3.920125,6.382465,67.34660775,3.0042475
FIBCD1,0,0,0,0,0.066473375,0,0.008117337,3.352394212,0,0.01825575,0,0,0,0
KRI1,2.045,57.1275,14.8725,67.13258344,46.01785798,59.85119482,65.27331151,21.37558211,27.83878633,44.25796403,65.41283901,74.80038673,1.956076625,43.34377134
HIST1H4F,0,0,0,0,0.13410375,0,0.23555125,0.1464025,0.5571225,0,0,0,0,0.2361765
PPM1J,0,54.7125,5.08,0.83259575,6.517951625,0.30412425,0.23615225,1.482713333,9.30427175,3.072238213,0.10634975,0.112801125,0,0
ST6GALNAC1,0,0,0,0.68337875,0.289220875,10.37397749,0.557302088,0.539416442,0.2615465,0.26766825,5.655795843,0.15053875,0.373708,6.070897857
HOPX,0,0,61.5675,366.008713,27.21174481,90.71345,97.58871663,5.606608565,3.013989893,36.60438011,10.2906908,6.915051587,3.15947781,21.38453637
FBXO31,0,0,0,8.49072,8.317023241,12.7897785,12.02374362,2.030438492,2.514394575,7.158480477,6.1014125,10.469564,0.201275075,5.597593308
KIR3DL2,0,0,0,168.894165,1.71904875,1.49236425,6.925476543,1.593577425,0.016509575,0.896626125,1.500756575,0.215115075,0.41597775,2.21040425
FBXO3,70.5275,19.725,15.8275,53.48478825,29.58782128,57.937703,54.05117526,25.78284197,23.93972478,29.16018964,44.7544065,42.81227606,14.47316263,64.18723178
FCER2,0,0,11.7875,0.39940925,128.0032479,0.106944,0.109084788,2.988387899,3.133578075,300.7724571,0.051068175,0.495573788,1.15175775,0.0229269
TGM3,0,0,0,0.02286125,0.02958625,0,0,0.014511667,0,0,0,0,12.5775425,0
TBX21,12.67,0,0,40.35166125,1.4883525,2.99108525,13.39730038,0.533893958,0,2.159770875,0.85958775,0.209784225,0.0390695,0.717885325
MT2A,2669.475,3309.23,1860.4025,8.1364015,1.601064751,3.8424238,8.218386038,30.12431333,9.997705803,2.120219875,5.5673115,5.557048,34.19273025,5.32545775
PDK4,163.8125,191.3625,31.5775,0.2328185,1.02539065,0.013923075,0.01067675,45.4973156,14.14189525,2.17506495,0,0.012371325,3.348958725,0
CYP11A1,0,0,0,0.359247,0.06312625,0.0374945,0.1608245,0.0125965,0.09876125,0.04457675,0.10628375,0.30467915,0.40390825,0.197995
CD200,14.71,10.605,18.8575,1.662528193,18.458304,2.78430053,4.531914161,1.180142155,2.1266073,100.9279351,9.098244,4.101626582,3.857061985,8.133971359
PVRIG,2.6975,1.9825,143.9825,89.97146,49.088064,75.97225,84.5872875,1.704601917,0.27023775,29.9627625,63.56157,59.703575,3.99159,70.8226025
ZNF80,4.075,2.21,3.6275,3.430134405,0.870255658,1.401801025,6.518715048,0.041251325,0.023574725,0.50947157,0.260298613,0.88485735,0.1374518,5.68046556
EDAR,2.645,0,0,0.108968275,0.002563525,1.87222875,0.286025,0.004515983,0,0.003015138,20.53052631,12.54070511,0,9.153075019
KIR2DL3,0,0,5.4525,192.313,1.76398075,0.4425475,2.641872625,1.767854167,0.016525925,1.407102875,0.43629805,0.4535245,0.51903625,0.2993245
TRNAU1AP,24.3625,0,13.4225,35.33702125,30.00971063,37.576901,35.73531459,21.79041742,25.31505926,30.24119013,27.94127761,28.62425,8.2492195,40.468855
ARVCF,0,0,0,23.28530156,0.486106776,1.19968544,0.347861603,0.860604863,0.5688128,0.488741833,0.161611524,1.197357633,0,1.005887982
ZBTB8A,22.2,36.6675,37.775,1.10360525,0.9926315,1.18866175,1.140987625,1.00608825,0.93622675,0.9806145,1.215924,1.2577075,1.4673905,1.09422425
ASTE1,0,0,11.8325,53.89362025,33.396358,68.2510185,65.39367625,20.76268992,17.98112531,37.74097038,57.14902525,66.27632925,7.211681,55.416162
MMP28,0,0,0,0.1297965,0.3994865,0.22597075,0,0.315484715,0,0.259429875,12.267499,12.54116,0,1.219758875
SHD,0,0,0,0.0669365,0,0.2569675,0,0.005520208,0,0.213844375,1.2528825,0,0,0
ACTR1B,27.2725,5.0425,59.2975,94.4711375,53.61732038,85.91294975,85.47116,37.56721225,58.44753275,51.14037563,88.61158375,74.96828925,8.63633525,91.817405
TAS1R3,0,0,0,0.965547,22.96405125,0.192043475,0.616633,0.309954433,0.1147025,6.538516875,0.65855175,0.8561785,0.157514125,0.909390375
AFF3,4.3825,4.9225,2.035,6.208530115,170.1812656,2.65959445,3.085885617,2.893474204,47.64027875,200.6442511,17.74673889,2.812048525,1.290784225,13.89285913
HOXA6,0,0,0,0.7523315,0.174536625,0.1054065,0.1331595,0.1011085,0.06392975,0.203871125,0.466593,0.2509905,0.01660855,0.03401425
ITGAL,15.95,2.1775,77.0475,603.7000833,61.81368425,229.859092,379.7166388,349.8004495,86.28650975,59.81011675,129.6656785,137.218653,133.4840823,156.9189318
SLC2A6,32.4225,4.6925,16.93,8.88352387,59.999543,2.54335371,4.724625375,199.0404003,59.154838,52.18569213,3.68673575,8.230535975,1.1648495,2.940174
ACADVL,157.92,570.0175,63.285,544.5742795,293.3046591,320.5513891,340.7411774,318.6085007,336.9829721,276.4482308,267.5547653,324.4221368,223.7473798,338.616683
TENM1,0,0,1.325,6.282437056,0.091275808,3.99918965,7.818482825,0.138881622,0.016962148,0.053291557,5.333402165,3.982574225,1.431120183,2.525947798
BMP3,0,0.215,0,0.0377056,0.196488613,0.0347468,0.109164075,0.040424467,0.072474475,2.642795875,0.028612125,0.078586075,0.05604575,0.096956125
TIGIT,6.02,0,103.3375,157.4432495,4.016451376,21.33928405,130.345197,2.014364177,0.039842,3.3981307,9.019555248,5.57255175,0.21804745,163.27964
CRTAM,17.62,11.8375,91.655,28.88246883,1.375647375,1.43802444,51.2467325,12.86037917,12.1479855,1.653994875,15.87863425,75.4035125,3.80739,3.99360625
UGT2B11,0,0,0,0.786685,0.0647699,0,0.007158813,0.004274,1.09905025,0.3256755,0,0.01406835,0.07796175,0
SRRT,72.5525,24.2175,50.17,105.5187077,91.93487792,139.535958,201.8821008,68.40223159,94.4936471,88.13784275,93.68071015,124.5485958,42.91269998,98.64593709
CXCL1,198.3175,10.805,52.7025,0,0.724945,0,0,4.641825308,0.53223275,2.52319975,0,0.0498065,358.018675,0
ITGA1,83.505,67.855,10.7275,10.2738532,0.92430525,9.815631573,23.23928763,1.697301833,0.495914925,1.1786564,5.94298305,1.87676595,3.945971525,1.9321641
CLEC9A,0,0,0,0.29812675,0.03249725,0,0,0.238042492,13.284358,0.007965637,0,0.0173499,4.7488225,0
CLC,0,0,0,1.709459,4.2427,0.12943125,0.171876,0.788020083,0.16048875,3.394914,0.1872545,0,4.1769525,0.12626325
ERRFI1,334.66,86.2225,0,2.71822175,1.111358088,1.0668978,2.965936202,1.535203725,0.42793225,1.649501663,1.536794,1.72382825,0.5628951,5.2976795
PAPSS2,0,24.475,0,2.666344576,1.777446125,1.494484618,1.580908115,46.94295106,13.86607391,3.70244111,1.8657075,2.9183125,2.427218607,1.527236225
KLHL11,0,0,11.16,4.5219875,2.105183375,4.03239,3.8873325,1.604342583,1.86039,2.4564225,2.9359975,4.759295,0.89529495,4.7812175
SFTPD,0,0,0,0,0.124423663,0,0,9.582364,0.386962,0.280870313,0.024801675,0.035371,0,0
PSME1,510.2925,151.4775,647.3475,359.3640951,295.6508963,433.6802585,390.2925356,349.980457,324.5637751,265.8556644,295.0431718,272.4013965,451.122014,379.9772575
CBX2,0,0,0,0.0493745,0.14728125,0.346322,0.207007525,0.644629333,0.2754919,0.15542375,0,0.1423316,0.0133958,0.0469665
C5orf64,4.355,0.78,19.18,1.65972,0.88442725,0.9659015,0.992647875,0.74378125,0.693129125,0.7418163,0.89558825,1.380654,1.00167615,0.70248425
SASH3,0,0,124.765,799.197725,237.362675,317.358425,445.7891875,387.4753917,278.551325,237.0127125,193.0897,185.391805,312.905625,254.0989
CTDSP1,33.685,147.5875,70.445,93.871805,24.4466055,41.99322352,54.73890191,101.3799446,45.0173845,23.76870675,27.36533525,24.2498275,109.5502636,36.47409933
FBN2,0,0,0,0,0.387711943,0,0,5.733498871,1.47577575,0.615957925,0,0,0.5038065,0.0060466
MS4A4A,0,0,0,0.6598929,1.756045625,0,0,84.67735784,28.20918875,2.917501189,0,0,0.53030475,0
AADAT,0,1.14,14.4325,0.126692907,0.049401765,0.0872255,0.037129635,0.06256918,0.14904625,0.127873069,0.05334125,0.0405215,0.069713555,0.105139551
UBE2Q1,2.3925,3.1925,11.7925,8.923441,12.88239801,10.38262725,14.61792662,7.600996833,11.8696525,8.672195875,16.49154675,10.82774475,5.746169343,13.04772275
RIN2,62.8025,85.89,20.8625,0.242158,4.050208625,0.129715175,0.191913775,51.99868875,26.42551525,4.455060188,0.16956475,0.13749885,1.55794895,0.098675225
ZNF683,0,0,10.565,25.30216875,0.159498788,2.306365575,121.2900947,0.306197516,0.03058975,0.617051625,3.243469,0.19537275,0,3.69214825
TCN2,94.615,33.1,15.32,0.282326625,3.675945132,1.268500574,0.508062988,46.34793658,11.08085016,3.59530527,0.569366,0.18798315,0.296638,0.506917913
AK5,0,0,0,10.76867525,3.72776695,7.848001125,5.21494465,2.430943825,5.59589885,3.489667512,41.04099225,36.74720886,0.12495295,20.2972545
CSNK1A1L,0,0,3.995,0,0.076578625,0,0,0.0115026,0.0100259,0.015618725,0.02276045,0,8.770755,0.009784175
C21orf2,12.8375,84.63,14.22,19.11730075,16.44813513,19.9411865,19.60867583,10.55500667,10.91554825,17.02995975,26.04780525,22.10146825,0.846307375,22.16032675
SNX29P2,0,0,0,8.2727975,83.42364225,2.51942775,3.57380225,3.907287967,14.22273526,151.4391951,3.23633755,3.35951,1.24571475,3.60287075
MDS2,0,0,0,0.7153135,20.23000275,24.00022055,4.9140075,0.504256825,0.58815025,18.53631538,141.8874625,84.5435575,0.71640375,54.2435275
STEAP1B,0,7.6175,23.945,0,6.045776625,0,0,0.01250875,0,7.982113375,0,0,0,0
SLC12A3,0,2.71,0,0.39011255,1.27364465,0.155802918,0.22592855,0.092851058,0.5418417,0.700083675,0.05217585,0.1287923,0.36006935,0.17328585
TRMT2A,0,70.7075,40.3775,132.381354,98.95249801,123.2158483,100.6168138,98.14810969,82.88855308,80.70091233,102.5010769,115.9755425,4.100063296,99.29541565
PARP11,7.88,2.3825,8.9,20.24489667,16.24421188,31.6781552,27.28218906,16.34772539,14.01794638,16.69248232,22.35064609,30.7235942,6.901065293,21.99200326
RXFP1,0,0,4.2525,0.09214225,0.034096375,0,0.306242388,0.220465742,0.032673,0,0.1413265,0.1264865,0.09463825,0.294051
RXFP2,0,0,0,0,0.429598,0,0.019184625,4.098444333,0.445303002,0.424786338,0,0,0,0.020697675
ALPL,0,148.11,7.1125,0.542117323,7.973228246,0.075050475,0.0412828,0.934471042,0,3.231267652,0.08018675,0.1225575,671.136451,0.067775325
WHAMMP2,6.5075,6.1125,1.8875,7.406164,0.9818725,1.80283565,3.399491875,0.685761583,1.8919809,1.021240438,8.84154875,10.789434,0.86660125,5.13721675
CD24,231.35,75.7475,7.8525,0.640144,221.5848108,0.5054215,0.462051262,0.571851333,1.0718712,130.3936894,0.9039265,1.40126825,3.30931075,0.2886743
SF3A1,14.5125,29.2925,71.6075,108.3164523,77.85681714,116.4532775,108.8461075,71.18561575,60.58051567,71.1531815,93.301351,119.66496,59.2089755,94.91684575
NCALD,0,32.905,13.97,185.2071555,4.541454038,66.42604806,76.21448258,3.005413611,10.7709645,4.652583681,19.20573205,54.69209985,2.553945477,32.58148981
SMARCD3,0,6.915,0,3.018598625,2.923625125,4.093576225,4.458370508,15.43519327,10.946664,2.19544275,6.21751075,10.96029245,7.2298225,5.80395025
MXRA8,0,413.08,13.3425,0.060557,0.088347125,1.049728046,1.158966468,0.225724025,0.088277375,0.087121925,4.026025514,33.02462025,0.08903375,1.032771226
SNX29,3.285,2.7025,37.29,26.45206175,80.05959838,24.728469,24.05843075,37.61330867,33.14080225,160.167103,41.9647135,32.07053955,9.2559205,24.563933
CLEC5A,0,0,3.245,0,0.405149875,0.291732,0.19779375,7.866399813,1.9482776,1.23964875,0.17561225,0.19902675,2.175956928,0
KLRD1,36.73,56.3775,72.7425,1246.182007,8.058199625,8.29788825,267.9084278,14.89026375,2.3525903,9.275029788,11.1838152,3.139646445,7.97590525,8.0081165
ZNF860,10.8625,0,0,0.29613275,37.87889,0.083884325,0.038620375,0.04376795,0.1257285,22.281705,0.0691419,0.01649025,0.0145576,0.085426825
TDRD6,0,0,0,0,0.0818583,0.07403965,0,1.198034167,0.65465025,0.464297688,0,0.124222275,0,0
WDR82,96.055,9.1975,31.835,58.24517675,29.19979225,59.7574475,57.58609925,27.98343033,30.6160785,25.19674513,70.90397475,88.3124525,32.63342075,43.8326225
PCDH9,0,0,6.225,0.623345475,4.725278374,0.165111675,0.218033938,0.076479075,0.053377975,31.3254425,0.1309006,0.106470625,0.098851775,0.285250375
MYO1F,0,0.26,45.7475,680.264265,101.1134555,294.1664955,350.2728321,556.7780135,359.4692203,98.03484915,23.356207,15.39511849,1430.856865,136.0651655
GPR39,0,0,0,0,0,0,0,0.008009308,0.60926455,0,0,0,0,0
SART3,14.36,0,15.2975,83.07406376,67.18476117,89.21801634,91.21323494,46.713267,38.51971919,74.87842277,67.90468685,76.81495493,7.589109411,72.53333186
LTBP3,12.3575,58.7075,25.2075,18.74165113,14.60225185,16.29532566,11.73066972,3.681013362,5.346515076,10.98422853,42.7006905,40.4050941,2.52217575,28.04560046
FYN,22.045,0.2375,65.0025,666.2646772,48.20515432,526.8336063,832.7843643,108.3401971,125.1133555,50.26582247,274.2912595,264.6736815,3.163256,474.6611425
CA4,0,0,0,0,0.1884105,0,0,0.081283667,0,0.11757325,0,0,100.9021475,0
POLG,0,0.1275,23.9725,126.5837152,43.35975671,70.33651122,72.53549825,59.681536,55.69604875,57.57171192,72.71299028,56.2190546,18.29679623,71.12420874
AGBL3,0,0,0,7.28308985,8.673706826,5.6874965,12.09185405,0.583704717,1.7534133,7.098858438,12.8256353,52.98225075,0.1265932,5.362825875
RPUSD2,0,12.5075,4.7275,13.2235525,8.407047074,10.37029313,14.04461325,4.291892825,5.479155,10.112784,13.67561625,7.9091745,0.112355525,13.665604
MS4A7,0.245,3.0975,63.595,6.04183475,38.67216257,0.968756665,0.838500913,958.6235675,95.11495775,52.78552086,1.255595,1.04823655,3.11375375,1.1470365
MTMR11,4.74,0,0,1.175227575,4.080843863,1.03699195,0.915408673,148.3211378,171.7781177,8.3539995,1.5377506,1.20229025,0.74240725,1.56268765
ADAM28,0,0,65.955,25.7612383,419.5268738,0.074162725,0.215946875,10.39678389,207.1448725,569.3534062,0.068462575,0.1559308,24.86606425,0.968066725
IL12RB1,5.1175,37.4225,52.695,85.1337415,15.35712854,67.8259275,67.03635638,37.37748442,22.06559918,13.76417889,29.31241375,26.1870765,15.5945405,36.170543
HMOX2,138.77,49.6025,77.355,199.3836817,77.07918587,176.0398552,195.6733725,45.69263846,87.48367575,62.76209661,163.1012914,155.0493624,58.53699657,164.4816264
ADAMDEC1,0,0,0,0.042908,3.237019838,0.077679175,0.0763147,2.638258595,0.867554535,5.7883675,0.21302695,0.02785675,0.20622,0.13507225
CTGF,84.545,375.5875,0,0.01488085,0.13715275,0.06461225,0.044688,0.048749183,0.072336775,2.61805425,0.08191695,0.07188605,0.1664975,0.072817325
KLRF1,0.5575,0,14.1625,685.5915155,6.778354125,3.8398055,16.92584238,7.119113567,3.622675541,7.78653925,5.414713506,0.41973925,2.005403475,2.464501925
MAFB,0,0,14.03,0.23737855,2.615735638,0.02355825,0.009527763,111.11635,11.0490575,2.69109175,0.01655565,0.0211722,3.4918025,0
IRF3,169.5,25.665,16.1875,80.58653275,66.49517857,108.0077571,109.3598885,38.7517324,39.86306842,51.26071081,85.69635232,70.82205167,27.62177193,99.49572303
VPREB3,0,0,0,0,57.17180956,0.10230975,0.04592875,0.176954167,0,89.34191296,0,0,0.1792775,0
AHNAK,90.595,154.82,79.815,151.4804055,98.90038325,142.9189388,109.2564163,114.0129122,115.8629753,54.43831725,17.8384095,10.4092625,0.63917155,75.150235
CPM,1.87,22.54,37.59,6.657217475,7.228821376,4.439640035,4.132769832,32.63569085,37.34231938,15.51812169,6.907764225,5.915725838,6.313377575,9.349352753
AKAP3,0,0,0,1.099794289,1.163924124,1.328929952,0.595919947,0.363601407,0.1396483,1.892260515,0.80396874,0.610000601,0,1.943102906
STK25,0,50.6675,11.7875,103.2032339,79.00411513,93.1675772,100.0004906,57.80229587,52.32388071,71.89849119,65.224543,91.4067715,8.177578257,82.9787392
SCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEZ6L,0,0,0,0.391177475,0.273911875,0,0.042809525,11.55652197,20.97382491,0.389070725,0,0,0,0
EGFEM1P,0.495,144.5475,1.8725,0.200395925,0.167021038,0.3487875,0.273060725,0.245820475,0.34685945,0.249522175,0.45398975,0.177902,0.285517,0.188584
ISM1,0,0,0,0,0,5.1106755,1.140507513,0.003981975,0,0,1.96508725,0.48338975,0,2.6277525
SH2D2A,0,0,24.455,180.55159,0.726812612,73.59620025,82.06633875,1.374657122,0.1410907,1.880725843,14.58771225,23.36551675,0.645759,40.199406
PHKG2,2.66,29.75,30.5725,100.3251852,56.9608136,64.83270093,85.37805783,81.54895061,92.73797439,46.81493275,69.25682195,64.2143165,44.637624,71.7734845
INPP5E,0,0,3.67,3.67221575,5.596664888,5.990840875,4.789525538,1.72870515,3.185863225,5.398237475,4.418046825,4.76674125,0.220974075,4.3362133
PID1,0,0,0,0.737328275,3.305473525,0.9481335,0.156895375,32.64788292,90.84567125,3.82946885,0.1215345,0.18280425,0.361708818,0.26833575
FPR2,0,0,18.1625,2.36616575,8.258987625,0.63148275,0.810055025,108.1180586,9.90202425,8.900664754,0.66986975,0.9016375,900.7862798,0.575749525
ZNF394,36.9575,72.3875,25.6125,68.80375475,43.01377325,68.5783591,81.59588722,41.04032493,43.94418225,38.77273988,56.431276,77.87586375,46.39205802,77.0915645
TCL6,0,0,1.155,4.921564985,5.336956513,9.391337253,5.037112013,4.374771381,2.1305221,49.27262482,4.56382685,5.363255475,5.2435026,4.881050175
TCTEX1D1,0,0,0,0.9221565,1.199109125,0.013594975,0,1.356885567,0.34701055,0.2840045,0.017408025,0,0,0
SPRED1,1.675,8.4325,10.94,0.093121875,0.474748863,0.206642875,0.110166913,7.290133796,1.0666205,0.390944712,0.091243075,0.8209046,0.368952925,0.104923025
KCTD12,3.1475,0,20.5975,0.335466,1.650345125,0.66876925,0.110969463,19.2555225,54.836975,2.064664625,0.28312265,0.94628375,5.7340025,0.35565725
IL31RA,1.3525,0.5925,0,0.082669425,0.1110219,0.04406055,0.019845063,1.214886976,0.282776125,0.045102113,0.036571375,0.143801925,0.082819875,0.068562175
ALDH1A2,0,0,0,3.64622225,5.970253538,0.061154,1.034748125,83.24061158,4.35321325,10.0686593,1.19017975,1.41977875,417.0002215,0.94628485
CD96,11.61,5.45,63.605,268.2333735,44.39771583,354.416727,364.483475,3.403453542,0.781697799,53.93055959,250.6865727,356.11626,2.295862575,200.4573176
LIPT1,0,0.94,2.5175,25.107344,19.14411838,25.40917725,28.42795625,21.90342283,13.92793525,17.89944475,32.6421825,30.88630218,12.89979175,31.00275825
MARC2,16.46,86.6925,0,0.103085917,11.85241275,0,0,0.34108775,0,14.02219575,0,0,0,0
EPHB6,0,0,2.125,2.618381128,23.48420645,15.77788365,9.57416932,7.508154442,10.47155986,20.19348186,54.7009735,19.21261616,11.52510695,40.46615577
TPM2,42.07,1125.3,26.6625,2.630101875,1.46034725,2.86609975,1.744146625,0.34618445,1.252493575,0.4506779,4.1695784,2.216598,0.54898725,2.2685321
NCR3LG1,0,0,1.34,1.06757025,0.095035937,0.93887825,0.97342375,1.380780225,0.7345255,0.214368375,0.397430675,0.7040585,0.0244135,0.520522175
SIGLEC15,0,0,0,1.7048775,1.555245625,1.33790575,1.013236375,3.31000525,2.0173525,1.143920875,1.206903,1.472725,1.600155,1.670135
CA6,0,145.945,128.6625,1.617525,1.26707225,1.71574475,3.527796875,0.665955333,0.55811875,1.544218875,11.96598015,34.9193875,0.79556125,4.35624325
DCTN6,25.9875,143.6875,123.46,24.163116,18.42884937,22.79041775,34.46587329,26.37992233,28.6623835,16.88568463,33.1776625,42.0284835,6.375096975,32.51005325
CIAO1,136.1575,44.205,30.0075,147.1170275,82.48166925,109.7673173,111.7387783,83.17893442,82.91668725,76.56532263,90.26131,101.8118553,37.19290175,84.109815
CCDC85C,0,0,0,0.803848675,0.678326663,1.40552925,1.115472,0.333201075,0.15789005,0.443511688,3.092328409,1.1008765,0.28029,1.27431975
SLC7A11,1.1625,6.1675,6.8525,0.147796225,0.205608425,0.095785375,0.13210555,0.115666542,0.197894875,0.1235512,0.13635205,0.135609225,0.5719385,0.10208713
ITLN1,0,0,0,0.282301,0.478669125,0,0.135146,9.81675275,0.068216,0.09520065,0,0,0,0
ABHD5,0,4.585,5.535,18.0915495,11.62449563,11.13085875,10.034513,42.86590333,19.73839425,10.03200778,8.498403,6.722462,190.483846,15.62093925
CEACAM22P,14.2875,21.7,9.085,1.4984025,1.40376875,1.14351325,0.990829875,0.957260667,0.641525,1.3217,1.154159,1.17206575,1.1290265,1.10980975
CMTM2,0,0,0,0.07596075,0.294969875,0.102313,0,1.376365583,0.36865625,0.845408375,0,0,311.4459458,0
NTN4,0,0,8.2625,2.14387875,0.0034917,5.64267025,2.261069,0.0156355,0.014160475,0,1.02570045,0.023443875,0,0.153393
DAPK2,1.3675,0,0,19.0506925,14.41888394,8.5908055,12.71277175,6.534861786,4.6170425,11.21990289,6.54543075,5.9879876,113.2528245,6.05586575
MMP11,30.4575,5.035,0,1.107295775,5.1699717,1.14042275,1.896239155,0.123104117,0.04145,7.057063046,4.152815,3.571058225,0.36147925,2.754306078
LDB2,116.0525,0,0,18.73362025,0.192543625,0,2.685315313,0,0,0.064557793,0.7249775,0,0,0
TRAPPC4,40.2925,12.4375,65.0725,55.58619955,38.719315,66.83186045,62.90393463,31.40102646,28.35720275,36.68023362,54.00378625,50.88335372,20.15488925,68.603897
IL2RB,7.6275,0,53.22,971.7675458,12.45640277,75.320595,191.6815038,12.14511679,2.1763268,13.08763204,20.29580813,59.24482,2.988458427,109.4431671
CRHBP,93.34,0,0,0.07149825,2.579672322,0,0,1.648061158,1.31034375,0.141842125,0,0,1.06060125,0
MIR650,0,0,61.06,2.4862225,100.034575,0,0.7177575,0.2505525,0,54.5143075,1.0875975,0,0,0
E4F1,18.095,0,3.3575,33.12885625,21.4271151,29.9642445,28.3530695,21.88209351,22.24661575,19.32739075,29.27024403,25.13582487,10.86905393,31.42183725
