gene,endothelial.cells,fibroblasts,macrophages,NK.cells,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,monocytes,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells
KCNIP3,0,0,0,0.043211475,0.069542412,0,0.018282188,0.007638683,0.0244052,0.019976213,0.321168094,0.01998235,0,0.022398
GSDMD,271.0425,48.165,93.37,127.4630318,91.12974947,118.5584465,127.5709317,102.7769302,88.84147387,75.52648241,89.11974277,78.117362,66.54171536,99.02291375
DHX8,11.8125,1.325,6.1325,102.1206688,49.61864951,69.3819315,77.37368779,108.9426058,90.059467,52.7134736,68.67121235,63.830576,86.38694743,76.86800442
FAM157A,2.17,0,0,0.7413375,1.28232775,0.460532225,0.685229013,7.218791833,0.4009895,1.33411425,1.11075875,0.96099875,80.06695,0.98858675
PI3,0,0,0,0,0,0.15057125,0,0.123359167,0,0,0,0,95.759425,0
GPRC5B,139.395,46.15,58.2,0,0,1.321796,0.1047535,0.653904583,0.15296525,0.04985675,7.696502521,0.28957125,0,1.037130328
FKBP10,143.52,162.0775,97.17,5.01888575,0.167490325,0.3087921,0.8441108,0.1560215,0,0.066733313,0,0.20967475,0,0.0956795
CACHD1,0.67,1.1825,0,0.02193725,0,0.188003168,0.004868388,0.069987088,0.31351506,0.004912098,5.50522225,4.165148613,0.260736662,0.927127863
ELOVL4,0,0,0,0.474177525,0,14.3131,4.55625625,0.006189833,0,0,0.537484,1.62915875,0,1.21528825
ZNF556,0,0,0,1.47848025,1.341602,1.4378,1.503875,1.25083875,1.04433,1.179268125,1.46418275,1.73815,2.0259675,1.32674525
FRAT2,0,0,0,1.81338,1.577982875,1.0032942,1.545435625,4.023433333,6.1278875,1.796354375,1.4062245,1.720775,61.2754,1.12574075
GNPTAB,21.16,9.5125,82.905,221.6924075,29.48616662,31.90343175,40.04542463,24.55466092,27.68301548,31.9174185,24.51567858,39.79260675,6.279833,35.11802675
NT5E,0.7325,0,4.385,1.87984925,42.54532938,17.50484,28.83539104,0.73432435,1.0064623,62.749811,8.9185685,86.20474,0.08945825,3.94163475
ATP1A3,0,0,2.4825,8.309414318,1.450454282,2.89197695,6.014123661,0.376797134,0.17290675,1.085501004,2.177591111,2.940369745,0.99797605,1.9407967
KLRK1,17.14,0,246.2525,1698.627135,36.2891945,26.39458775,1499.380736,14.1481875,1.53274565,39.79489738,39.35861075,1343.859053,3.37606925,32.18930475
LILRA2,0,0,0,4.07290975,23.68832638,0.5181089,0.660547515,473.8101925,230.1094738,24.53083806,0.52265495,0.60466725,883.86696,0.6169155
NLRC3,22.3725,7.36,16.23,72.6206995,19.76661425,49.6300845,50.89513413,1.138417434,0.34242225,15.80063391,34.4386715,35.98613275,0.71026025,46.031076
MACROD2,0,2.52,6.72,2.480608575,7.163729125,1.99603525,2.563321125,2.38323175,1.3214275,22.52366,2.177791,2.686543,7.8303415,2.623336625
CEP250,0,0.5575,1.0275,85.67433778,41.03664011,50.02614925,58.906412,19.97894026,18.49632658,33.21758544,47.73751557,46.07180925,4.2988883,39.2159285
DNAH6,0.4025,3.4325,0,0.767417667,0.725661436,1.209446383,1.07539776,0.371237975,0.552985901,0.455596066,3.055806658,5.016189832,0.15274225,2.550712766
AKAP12,10.7275,41.525,8.5325,0.268935025,0.184399851,0.093918975,0.118873775,0.142974242,0.030938925,0.246293694,0.061216875,0.053716925,0.288203478,0.060272125
LYNX1,0,0,0,0.01280925,0.028750833,0.030536,0.115657967,1.820691487,0.1002848,0,0.0633301,0.055123833,0.007079433,0.012032833
PRLR,0,0.8375,0,0.00737749,0.305616538,0.032878075,0.023882017,2.004129642,0.15905443,0.404829544,0.01275645,0.0150917,0.041244775,0.012475988
GLDC,0,0,0,1.6230531,2.753036205,1.4609375,2.31484575,0.784489792,0.730801425,5.415450782,2.08280775,3.61191925,0.651319125,1.907628575
PLEKHG1,1.7575,0.405,5.25,0.1574957,66.7357575,5.03026725,3.605957875,0.166814025,0.71895045,57.004285,0.90078195,0.211522475,0.6081305,2.72448675
CD1C,0,0,0,3.28203425,240.1976875,0.0217117,0.0314952,19.90982583,832.01275,69.42376,0.13220625,0.0308675,0.3624725,0
FMNL2,15.8575,0,39.3175,5.792081,6.346915338,3.591872,4.683102838,27.17435807,5.581883725,4.978210988,4.6695579,6.048483275,4.1889628,4.17833575
CHMP7,28.375,3.29,39.36,89.4923865,206.5092155,184.4872123,131.7528235,63.22906311,53.042923,225.6258499,461.07311,311.4159758,22.9597537,360.86978
RWDD1,56.1625,14.7575,130.0275,50.1980275,33.56001981,63.5683125,52.16746056,23.63935412,23.92294743,31.159794,47.843845,49.81768368,2.23992275,51.90204
CXCL2,843.0525,102.7475,81.5975,0.8369505,27.67536738,0.08001175,0.05767775,224.1761099,107.3738275,29.299457,0.026372,0.0990025,14.51722905,0.052171
LMO2,0,0,0,0,2.620327375,0,0,21.49185253,19.69448325,2.735775875,0,0,24.50980775,0
IDH3B,28.4675,282.1725,48.2675,308.9769798,208.7470952,221.804281,295.7354269,187.4999425,229.694465,193.441184,267.4208575,280.0054108,49.82677275,254.09429
KRT1,0,0,0,0.08131195,0.252220625,1.725775,6.248985,0.007878358,0.05885875,0.611097,1.216625,0.142128525,0.01373315,9.6566775
EPHA2,0,33.435,0,0.22030435,0,0.04591,0,0.0655717,0.21556,0.023147125,0,0,0,0
ANAPC1P1,0,0,0,0.503591,0.569050313,0.3515355,4.99309475,0.151341392,0.201502575,0.721742687,0.97813225,7.7874945,0.173692225,0.562814
GFRA2,0,0,0,0.438110925,0.259377063,0,0.255824275,7.444443233,10.77976761,0.398661388,1.106994,0,0.050419,0.9136015
PAPOLG,21.9775,24.205,9.115,35.14646625,17.81388825,26.381416,27.95312862,18.62943875,12.549902,20.94085775,28.31083675,25.2156245,24.9918575,28.8917455
TNFRSF4,194.28,0,7.9925,5.77511365,0.083321625,32.95993825,1.867259638,0.207488667,0.05352075,0.095679125,1.144972,0,0,26.62643625
ZNF563,1.9825,0.8925,0,4.0182705,5.618028625,9.86221775,5.937995125,2.099578883,1.001562,4.6642155,26.14682,18.15833075,0.684835495,13.68752475
PTPN4,1.78,0,10.3225,289.6943655,30.45201263,151.3515,167.1932255,15.18613592,10.902309,31.23243786,106.7204721,149.650569,6.606492975,115.6878687
HMGA2,0.455,0,0,0.765632825,0.599825563,1.051745725,0.814431575,0.624039267,0.54738065,0.780986338,0.74357605,0.999771825,0.615020725,0.928300425
RTN1,11.0725,0,0,0,1.030887546,0,0.048934887,22.22589691,75.0756075,1.034814975,0.01082535,0.02202245,1.433723322,0.011892075
FCRL2,0.2575,0.92,0,2.551446975,200.2799996,2.73232975,2.262444188,2.873057675,1.26175225,167.7653131,2.2407175,3.451589,2.4237766,4.879527
CD8B,31.0975,0,83.4025,4.412296,0.2461275,11.066145,559.3545188,0.053472583,0.07481525,0.0893373,15.5050705,991.9055922,0.18104035,16.8814527
EREG,3.395,5.4425,8.985,1.68052325,10.41635,1.48168675,1.27650775,91.31365758,119.69953,12.54550988,1.52365375,1.9712715,2.517157,1.3225855
SSTR3,0,0,0,0,0.96209175,1.446975,1.720836125,0.042323233,0.0066745,0.561776375,10.96290325,10.1413515,0.8888344,7.73136675
CRYM,0,0,3.1225,0,1.458081594,0,0.063061875,0.027991917,0.06654525,1.5438879,0,0,0.0405915,0
TNKS2,22.505,6.12,7.8825,20.42285,13.368175,18.860375,20.7959125,12.88388,18.584075,12.9975225,15.319,16.65785,7.924925,18.010625
GFOD1,0,0,7.8075,30.44497175,8.535157696,0.5284845,2.997443513,7.026812108,1.919971525,10.86208625,1.192211,0.598579375,0.66681075,0.65003425
FAAH2,0,0,0,0.01572085,10.0321825,52.2644,26.1975125,0.005400758,0,1.876747625,35.246725,12.883775,0,58.027425
CD22,0,0,26.2125,6.122480381,481.9411736,2.907491337,3.504729231,8.751988928,20.74963894,699.3299873,2.935178252,2.89358055,6.446722,1.544724025
B3GALT2,0,0,0,0.2415035,0.19004125,5.725395,0.58603925,0.203480258,0.157215125,0.5450565,0.287438475,0.44308725,0.202856825,1.0188345
SLAMF8,0,0,52.695,9.257354175,0.258806625,1.8003035,10.01743713,3.712440233,44.88055025,0.55253735,2.356922125,1.905003025,0.29275785,1.02487825
SOAT2,0,0,0,0,0.088144313,1.696419,3.387434225,0.018127167,0,0,0.8097766,8.288425,0,1.4637405
TXNDC5,3.3575,75.3825,60.25,1.38371525,22.06234896,0.75540175,2.034238125,2.320393767,5.212492,43.1139189,1.25278825,0.630776,0.526414825,3.1413815
CD200R1L,0,0,0,0.0774775,0.22872675,0.2030375,0.08575575,0.0171755,0.30592225,0.467370575,0,0.073031,0.353115475,0.1555465
TMEM150B,0,0,0,0.304767,1.948751375,0.54194175,0.402395363,8.689120201,2.31261965,1.74602475,0.44039275,0.49329775,0.879525,0.147413
MYBPC2,0.1825,0,0,0.008200925,0.491420225,0,0.018090375,0,0.087044325,2.905847125,0,0,0,0
SLC35B1,31.8725,55.8,63.6675,103.552176,44.83188882,63.268352,91.14365525,60.40632265,66.416857,52.10020511,46.122653,55.27271943,19.8889735,53.86149652
TLR10,4.1225,6.78,8.655,1.897207505,188.039849,0.418385679,0.345360336,6.192634406,28.0519855,137.3361543,0.265105448,0.301920915,11.9049547,0.42476268
PRSS23,65.5325,132.6475,73.57,265.5072625,2.703611063,2.3000285,48.67605569,3.176227825,0.637652825,2.765204875,4.729308,1.565600075,2.25190625,3.423078126
NCK1,17.7975,0,0,110.986316,45.7401693,81.03263975,108.7971146,58.59146998,54.80688781,48.86391697,71.43075625,61.58075125,27.72718975,90.62631525
LY96,127.035,0,14.7825,0.06382125,7.80167025,5.2135825,1.560171,26.49396442,17.8783975,8.179635683,3.31381775,2.4547115,157.9781625,7.4760225
EMD,32.8025,0,79.8025,78.56363177,59.00257034,92.9224955,98.24307559,38.13128143,43.05360909,51.321757,69.55546446,73.8437794,51.06960625,68.81517
UBD,229.3875,366.1025,0,0,0,0,0,0.052212425,0.28605275,0.014294,0,0,0.210038,0
USP13,0,4.3825,1.8725,3.05453292,3.089846967,5.3841455,3.79488905,2.194439842,4.466927267,3.969689,3.2266125,4.964026,0.08195405,3.286642503
KCNMB1,0,0,0,1.36279,1.67326625,1.00819945,0.88890145,16.29197083,21.766925,1.643641375,1.084220825,1.2993535,1.31903635,0.951491325
CLEC10A,52.885,0,0,2.04568875,2.109625163,0,0.025780375,19.90423783,482.41852,2.208463225,0,0,0.23861425,0
CD93,58.2725,0,3.38,4.809055,4.346665625,0.3744813,0.6717335,68.54775,45.23775,7.643615,0.08494965,0.13559135,80.229725,0.61804325
FAM153B,0,0,0,3.26679945,2.900942464,12.92538388,8.91795876,1.459693483,2.213524753,3.712585101,36.438568,30.5536435,1.69203275,22.8132646
SLC46A2,0,0,1.525,0.15132925,3.1167,0.0145005,0.010004563,68.93182458,29.3828375,5.465469362,0.0612355,0.021240125,0.4180405,0
TMEM30B,0,0,9.25,1.37269675,0.014474738,1.6129765,1.318738525,0.022052708,0.032133625,0.058334488,2.08554925,3.5716225,0.0550671,1.439015
CD86,0,0,52.33,3.077451268,114.727321,0.56635105,1.201593813,285.0832983,286.6263475,88.45400311,0.30817,0,0.32151475,0.37781475
CORO7,61.32,0,21.97,158.3143331,139.0051783,258.9635151,225.13865,146.8721817,104.1956094,103.3902197,116.423353,180.6744851,123.1111556,191.1901263
PNOC,0,0,0,0.085987,72.69426738,0,0,1.2978855,0.11940175,62.969531,0,0,0,0
CD8A,20.79,0.23,167.78,124.034617,1.200761862,19.3631741,1081.554075,1.242623825,0.219312175,1.517537475,16.67622475,720.414215,0.443380725,18.4703305
NRBF2,16.355,18.165,36.835,31.549818,25.24935963,25.810647,24.544101,47.01493925,46.81328,25.92473213,25.80060575,20.059975,366.5359625,35.1641665
IL10RA,0,0,103.8775,391.8990103,118.1295093,417.377067,456.4976229,495.5898183,329.9001285,88.1199285,105.7545664,124.9113153,26.49042525,489.4026508
SYT17,0,0,15.985,0.90397025,2.32034665,0.4375075,0.328467663,13.19949407,0.958420359,6.623439363,0.31723665,0.434807475,0.33457895,0.443843575
TIMD4,0,0,13.66,3.397798425,0.015509625,1.292835,2.728904188,0.075802425,1.9056675,0.156730875,12.19428276,11.72468025,0,14.61033395
CSNK1G2,0,31.45,20.7,12.24469442,10.13386361,8.5932475,11.42408863,19.74344045,13.85115716,9.583406875,7.833485325,9.21331075,21.7369433,11.77509738
TCTN1,14.195,102.38,21.4825,7.080236417,31.40209265,9.27947485,10.51619145,9.471772321,11.23021078,47.51521374,17.860007,16.1431019,18.14663157,13.25718933
RASA2,74.0325,1.8375,36.655,108.44483,39.358524,79.479746,94.44036,20.88549425,21.763833,53.69116513,102.5481575,130.6825838,39.34808,110.7173345
DTHD1,0,0.7375,10.73,63.20867625,0.22026215,1.3814328,19.7037595,0.391306773,0.0094738,0.401004625,0.774338375,0.158967775,0.194187525,1.02944125
STEAP4,4.0925,44.72,9.4125,0.662717075,1.526730375,0.5416925,0.565361925,12.96840133,0.74500657,1.921599475,0.59064025,0.690618,335.518675,0.4365296
NPAS2,3.1075,0.5875,7.4425,0.17239575,0.19808575,1.10040695,0.715210925,0.233082833,0.1157773,0.179809038,2.5516505,4.437108375,0.2435706,0.856155325
LOXL3,24.255,25.2275,64.415,0.54500875,2.602255125,0.21025085,0.448381175,35.19412425,12.9478765,3.588588981,0.41411775,0.5810745,3.4198572,0.5119935
PDGFRB,0,180.09,5.18,39.238299,0.794846715,0.1364065,1.866280725,4.048529575,0.05362475,1.926006169,0.078689,0.5500685,0.775711575,0.48307708
ZNF639,1.6425,1.9225,0,14.49306725,13.84731472,18.18103775,23.44452163,8.739708067,11.00426595,11.46458361,25.5413702,29.38307025,3.72410475,22.231763
KLHDC4,0,2.225,4.955,116.9779817,27.04316754,44.34726925,75.34350426,22.52861086,21.69516533,32.32659809,44.34909017,63.26824715,3.312109875,42.40317913
AXIN2,7.0175,39.0575,0,0.60597425,1.470527012,11.88844025,10.32449159,0.028542792,0.0056984,5.40972295,24.99278355,7.484072995,0.007961475,10.4530415
KLRB1,0,0,96.83,163.46375,1.893219875,159.5175,29.7366875,1.414916167,0.0793295,2.062616125,5.23349,0.45773625,0.51356685,32.72695
VEGFA,34.485,24.9375,1.125,0,0.239404513,0,0,0.41476955,2.354913575,0.018000063,0,0,0.41454115,0
TCL1B,0,0,0,0.2472755,0.274620125,0.1713575,0.227305375,0.044630792,0.04960295,12.44780613,0.04045775,0.51608575,0.005576198,0.307407125
CTTNBP2NL,77.555,4.1525,37.945,0.893332175,2.427754125,1.015712675,0.905519062,5.930544834,23.35683325,2.662573375,0.909350075,0.9529477,0.7403315,2.18062725
TCOF1,3.7275,4.2925,25.4375,44.91822383,60.68603095,42.64352385,51.0542291,55.62489377,66.29408213,65.53585832,34.74317747,36.93401008,8.72644455,39.84495899
CALN1,1.26,1.6625,0.5075,0.101050025,0.05891395,0.10026565,0.085660363,0.074181958,0.381723175,0.08177725,0.064400325,0.10112815,0.2294248,0.074311075
TECPR2,1.3175,0,14.3175,5.51051425,1.985891913,2.132336075,4.28248287,5.858330617,2.969608975,2.457104125,4.9411685,5.410534825,61.4816075,3.56298725
DNAH8,0,0.4725,0,0.00571715,3.163941633,0.002059095,0,0.005887532,0.003439975,1.277040723,0,0.0018621,0,0.94786894
TRIM64B,0,0,0,0.17763575,0.209822125,0,0,0.003769983,0.0131947,0.025708738,0,0,0.22279525,0.008449925
KRT81,0,0,4.5475,1.43723025,0.1455664,0,0.007679775,0.049775058,0,0,0,0,0,0.015213925
ABCB4,6.0625,4.1525,0,1.93850625,17.50785541,0.40234825,0.541413608,0.382367258,5.324752111,29.9877137,0.227855375,0.64861,0.12057325,0.25367675
DUSP8,0,0,0,0.175209796,0.211373904,0.73553061,0.960301919,0.111005217,0.041264495,0.205146126,0.135002858,0.149488797,0,0.605480161
ME1,0,0,94.99,0.162739,0.191247125,3.25495,4.187140125,1.517617858,0.122944375,0.613085875,0.227775375,0,0,0.33048375
GFPT2,0,0,12.8325,1.86640665,0.004951875,4.678696,9.724025088,0.032332833,0,0,0.84385925,0.0640735,0,0.35434525
RNF214,9.0975,0.525,0,10.56774975,10.94980838,47.09502683,38.31530838,10.76607702,10.38297908,10.97542357,13.95958075,17.75116858,2.18900203,67.14996425
SIT1,27.4825,0,112.06,0.23723875,108.7114938,142.6910475,125.9955675,0.05683525,0.743337625,54.49351212,85.380526,65.25325,0.39328825,143.1906
KNDC1,0,0,0,0.028588,0.2215531,0.16233,0,5.64577555,0.826585975,0.331870238,0,0,0.198329,0
CECR7,7.8525,8.72,0,4.95830125,41.0681375,5.6498495,5.245957562,2.9566632,2.68618025,15.70826533,10.11992355,12.08662275,2.265216,6.885709475
ABCF3,26.2375,0,57.5025,103.3800863,65.01585808,85.629132,89.45826079,50.87595558,46.09289913,55.04635888,81.25201975,81.12151032,18.57253609,87.10793785
ARHGEF1,68.83,0,95.7175,363.3445529,159.8542004,305.747147,318.3662458,219.5339635,147.0645409,165.2159956,332.0165159,358.785015,204.2181026,359.4706215
KCNH8,0,0.4625,0,0,11.40927575,0,0,0,0.253900772,23.36629625,0,0.20876885,0,0.004390053
FOXP3,0,0,0,0.028000275,0.057374125,4.88243725,2.115730876,0.159824131,0.151032925,0.08377325,0.81353475,0.662078795,0,92.659795
PZP,0,0,0,19.99030225,0.93465605,23.28010925,29.0585815,0.462347967,0.19297435,0.441770396,2.8192185,1.914304,0.008581,8.823753
URB2,7.2825,1.9775,0,5.9370525,5.34190775,6.13413,5.92816625,3.059044333,3.97910125,5.22543675,6.34991,6.9049025,0.2903225,6.3826775
ACVRL1,2.7075,2.3875,0,0.469119,0.428688288,0.293180925,0.595866388,2.322716667,5.426475775,0.5473354,0.335735825,0.504666775,0.4349828,0.0914932
P2RX6,0,0,0,0.807147225,0.734097775,1.10884605,1.161539096,0.382364467,0.3325535,0.834560513,1.57940355,5.5148375,0.58154125,1.35090125
SERPINF1,0,484.365,393.58,9.68205185,33.16189925,8.93758225,10.92253337,9.835489766,56.46786725,20.09385663,10.8144829,36.01382625,6.573124,8.40268575
CDS1,0,0,0,0,0.0425185,0.200106925,0.037932025,0.110934442,2.1220675,0.087545912,0.20999325,0.34527095,0,0.109709675
TTC16,0,0,2.99,25.7427575,0.89572995,5.6147795,27.73052775,0.603993892,0.5411535,0.797881575,6.13160075,13.629278,1.12462975,3.509281
HLCS,24.7625,0.8075,0.54,25.36578975,9.768720253,16.04629325,16.69868292,7.949574268,9.114240277,7.727548,14.19806225,16.7830445,1.1838055,12.0464145
VAV3-AS1,0,0,0,0.4886095,8.26561525,0.18303375,0.078494375,0.024335,0.756938,11.3984925,0,0,0.19949175,0.131897
BAALC,0,0,15.485,2.97332425,0.089275625,0.19310125,0.381130125,0.030877167,0.193258,0.264127375,0,0.28925175,0,0.64514725
NOG,4.6325,0,0,0.328237975,0.1747415,0.450683475,0.377852975,0.217608667,0.1705019,0.200343775,16.98185,11.0830925,0.511197,12.182965
HTR7,0,0,0,0.100091245,0.005065981,0.407855425,0.398317587,1.122974492,10.10915325,0.004711386,0.8366281,0.76251475,0,0.499307325
SCML1,0,0.88,48.165,1.654703124,3.512359225,2.858345504,3.065998002,13.46284535,11.18106588,5.260455696,29.28269111,34.41741025,1.552594533,13.3605282
CNTN4,18.3875,1.0925,2.0025,0.098349475,0.0612747,0.108997075,0.124887775,0.056592517,0.049627225,0.075005175,0.039002075,0.03799325,0.041195825,0.13758395
C1QB,0,0,292.645,0.04189925,1.1263195,0.3091665,0,54.81382225,5.441999,0.5776695,0,0,0.145314,0
PPP1R17,0,0,0,0.151599253,0.16757955,0,0.007847113,20.06247758,0.8152525,0.129568388,0,0,0.0761855,0
SEC24A,1.0625,39.4825,0,16.4365325,8.185617375,17.18789,17.97002625,12.739197,9.15411175,11.40424562,12.2376,11.44922,4.14938697,14.379853
PLCL1,0,0,6.185,0.1848533,0.193337625,2.8654885,1.661091075,0.640492133,0.336139125,0.290307713,5.46779175,2.429092,0.952038,7.26109475
CRYM-AS1,7.52,6.235,8.015,0.83081175,1.465367988,0.93349875,0.950985125,0.9244458,1.412642,1.580643862,1.1325815,1.3663535,1.0718801,0.97893275
AAK1,3.9025,17.1175,20.395,74.39495725,3.812784084,83.67566175,80.49457188,15.99024285,12.7776265,5.10186445,93.4708245,105.6813933,12.03820093,68.51742525
PTCRA,0,0,0,0.12608825,0.61341925,0.04897925,0,0.122205167,0.188865,0.743537875,0,0.20983625,0.19699525,0
HRASLS2,0,0,12.1125,0.96649775,0.848499125,0,0.29975875,0.052421917,0,4.372702875,0.15161425,0,0,0.3848105
TAPT1,0,5.1075,1.87,17.49202215,19.46602268,20.720853,19.85052368,14.5207294,23.1713235,65.9325,28.88229625,26.00102959,16.041092,28.73777975
MYO1B,17.88,204.49,0,0.514768,1.624776855,0.622007425,0.393390625,0.225947467,0.268800875,5.05572399,0.408350975,1.467604627,0.275244825,0.41859225
RRAS,22.625,112.9075,0,0.85180775,0.952252811,1.0119245,0.806848023,14.00702217,2.26968975,1.1256465,1.36218475,2.042297851,0,1.061813922
VSIG4,0,0,7.6275,0,0.150798875,0,0.260667663,11.21809811,55.5999395,1.385856588,0.0277085,0,1.35924925,0
A2MP1,10.84,0,0,6.92847,0.373662788,10.992592,13.3703065,0.038046875,0.49740165,0.1904218,2.59379335,1.79511415,0,2.98745595
RCAN2,0,0,5.2225,2.0569545,0.018303875,2.1866925,5.187215506,0,0,0.007969875,0.035238,0,0,0.4011613
EPHX4,0,0,0,4.81513,0.48137175,1.6815545,4.866696738,0.674239917,0.478887,0.7743965,0.97716775,1.21955025,0.68051625,1.148061
UNC13C,0,0,0,0.48515775,0.370750875,0.29020975,0.300963,0.247024583,0.177495125,0.654229876,0.31394975,0.3192235,0.30491225,0.3134915
MSH3,23.395,100.46,16.1175,15.48814075,10.53813413,17.64086125,15.99257188,11.24175283,9.86283975,10.71897113,14.484863,14.7997325,4.425412,14.48883525
GPRC5D,0,0,0,0,12.07367238,0.70174625,0,0.229015417,0,17.935061,0,0,0,0.78659275
CLEC4C,0,1.26,0,1.0596675,1.872029,0.829711,0.717042625,1.793785583,2.02907775,2.808494375,1.42763,0.83483275,4.62167725,1.16710225
KDM1B,0,16.3875,2.2175,5.1954125,8.2065065,5.380645,5.419878673,56.02058917,18.9432525,9.570487625,5.46605975,6.2887225,14.78924125,3.8646135
GCSAML,0,0.91,0,0.75541425,0.729967738,0.6551175,0.620210125,0.665023167,0.5019805,1.626334197,0.478586875,0.696711,1.351528259,0.627449
PURA,0.18,7.35,0,2.193791,1.526260375,2.23547675,2.473286125,1.183315333,1.404793,1.384565875,2.93395575,2.75839875,0.082400125,2.32975925
SLC7A8,79.0525,0,28.3325,1.0210528,2.819234778,0.860899654,1.771056913,0.801133456,0.74497925,1.614014325,3.103286,22.3465965,0.10001705,3.524603576
S1PR5,0.285,4.915,11.0875,514.5459208,2.950182513,19.96753252,88.60571755,4.024076815,0.259856979,3.438372535,6.125950388,0.928977668,0.564912,3.52582
HPGD,24.885,0,51.49,23.3162993,1.677072616,19.28523282,20.24492586,2.05537773,3.875445968,5.52364402,17.09453875,27.04091677,3.423649542,34.52865985
PLLP,30.0425,0,0,2.04433475,1.541442313,2.707534,1.908250375,1.42794125,0.8950775,1.741248125,13.061311,7.41661575,1.69130075,3.52593
KRT73,0,0,0,14.53121515,0.15404375,2.30107925,3.076811125,0.238708908,0,0.128765513,48.25019,27.3711293,0,8.84798
HLA-A,4679.925,1067.515,2592.1425,1664.012049,968.7982574,1160.984401,1437.694101,962.4554738,943.5447166,760.8495924,875.4581369,940.169811,1709.67021,1047.59628
CTLA4,2.24,0,58.5425,0.01577475,0.077887,25.61346563,14.89582425,0.338409783,0.3879055,0.073339263,13.77106325,6.62065775,0,128.7777175
OSGIN1,0,0,0,0.6979905,0.65841775,0.2638,0.277583675,14.81767108,1.79131125,0.491821875,0.59115275,0.389728425,4.822270046,0.23134675
KIR2DL1,0,0,0,88.5113375,0.476097075,0.158861,1.77908625,0.90711051,0,0.960757713,0.27711025,0,0.630824,0.37710025
RBM11,24.9725,0,0,0.05748975,5.076121475,2.30693375,2.479363375,0,0.173856,3.949897625,13.4586595,26.80118578,0.6794192,8.833431
SLC25A20,0,6.07,22.2025,106.1844522,17.359119,25.0317305,53.30149343,42.92314742,58.34818775,13.36031256,19.31805875,20.643965,13.02494005,21.38151925
CTR9,43.7,17.775,11.5325,95.90821575,63.27430813,69.27156059,73.969694,46.307671,42.00996475,58.95942313,50.6663895,60.06362925,15.348749,66.94005975
ASGR1,0,0,0,1.373938475,2.043102875,1.852032612,1.29417375,12.68620676,6.761008325,2.198898163,1.668510175,2.82796025,2.42248825,1.9216451
ZMAT4,0,0,0,45.35163322,0.39672425,0.23398975,0.268839875,0.689433167,0.307891,0.820730688,0.240009,0.4489825,0.256300225,0.358922
TNFRSF21,0,88.3625,1.04,1.08842475,0.51751845,0.0893431,0.061248113,1.454996092,6.371935,1.4303106,0.08843715,0.03840815,0.098732925,0.056139125
DNAJC24,12.0275,9.18,0.955,19.89594375,15.7625375,19.0216685,20.99327863,7.796931467,8.02471315,16.44421713,17.05206175,27.360338,1.4773335,18.7583095
INTS5,0,0,0,34.113025,16.19303375,26.261475,25.799725,15.33016583,14.8466825,19.97928375,26.4185,28.38625,4.5181775,23.167475
C5AR2,0,0,0,2.08233325,2.247697125,1.4242855,1.447628,9.409134167,1.4329765,1.987774375,1.2872105,1.7031375,38.8645,1.8837325
AOC2,16.5675,0,0,0.795654,0.4200515,0.19403175,0.246781662,0.258910483,0.296939,0.469931513,0.529175,0.416637506,19.0419625,0.380188
NINJ2,41.455,0,8.32,11.51796923,7.05385,9.2259035,15.7864345,17.37309516,13.8357935,8.17591675,9.47211825,9.03065475,46.38982,18.57922125
BHLHA15,0,0,0,0,0.179006625,0,0,0.080387833,0,0.906712391,0,0,0,0
ATR,38.3825,3.2875,2.07,25.4481375,23.45529775,27.52615825,31.81566725,21.68336656,21.80940425,25.40343725,27.20770325,35.71684206,4.648781425,27.0918275
OSCAR,0,3.5825,17.6025,1.537309458,5.765418725,0.532015837,0.515986235,87.57822701,54.736169,6.785173092,0.540814026,0.396206103,57.05529623,0.662850216
DAB2IP,0,13.775,0,0,0,0,0.022553913,0.006381625,0,0,0,0,0,0
CHST12,131.4625,28.395,100.2225,192.8606775,22.13079061,31.23036715,80.31739163,8.859303333,22.8197955,21.46686486,12.9255105,14.67239271,1.253940001,24.5386555
GIPR,0,0,0,13.46236475,3.835603838,4.0522095,10.14691925,1.926982058,27.9141869,4.719657775,5.136854,9.96845225,3.20043775,7.60417265
SRCAP,4.8,24.9675,24.3375,54.47351325,36.04805275,47.14863075,44.78611025,31.12782817,33.86175925,36.04690375,46.40570375,37.60189325,17.4049095,33.27329475
CHD8,7.2325,0,30.0075,42.60141625,38.14094776,41.257979,39.26767334,24.70245021,26.22538664,32.62790021,39.15905945,43.64117868,25.79487407,32.98846475
SLAMF6,1.32,1.57,81.635,183.320965,101.714655,102.2051325,175.6300787,3.757531045,0.430133,109.18885,55.9909225,70.80248002,3.14545375,95.3278275
CADM1,355.05,15.535,17.025,24.03289805,4.338493932,1.181361833,8.428637084,0.867709112,15.7217508,3.412833694,1.37141205,0.483243875,0.61849575,5.41576175
DOCK5,9.5375,2.9225,5.7575,26.806681,5.589990688,2.39752505,5.893048,70.98097008,45.54089453,5.817679575,3.056063855,2.388015475,203.6432598,2.2748558
ZC3H13,19.5125,29.1325,32.475,66.4735875,48.90896438,74.104975,78.43521563,48.53367583,36.796525,47.20573125,78.5405975,67.1707725,21.2397115,81.46649375
