Gene Symbol,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9
IFT27,5.690197089,5.805685435,5.589885728,5.622551537,5.885550908,5.821310909,5.603265135,5.649422658,5.70373703,5.720095506
IFT43,6.346550222,6.620091146,6.278628377,6.122889197,6.34380005,6.529892424,6.526707522,5.99089478,6.2516203,6.425957046
IFT46,6.469599371,6.338794748,6.599236398,6.773650163,6.211967721,6.645494516,6.750562878,6.267140579,6.349953612,6.674135714
IFT52,7.25738763,7.083988505,7.457359761,7.098667617,6.913352008,7.346334256,6.885361081,7.120058976,7.059997134,7.509006518
IFT57,7.059915689,8.088683394,7.674659268,7.612881664,7.219251768,7.653817003,7.655750317,6.84806191,7.041117934,7.257543069
IFT74,7.039945987,6.904869151,7.034708823,7.000381935,6.934457533,7.267261164,6.548158917,6.575138958,7.187906609,6.818103626
IFT80,6.150185737,6.185640694,6.329799365,6.387918399,6.043306194,6.407211183,6.219909587,6.293776957,6.29140113,6.070376657
IFT81,6.039844326,5.944942056,6.402518332,5.965219875,6.053459685,5.935704829,6.249820985,6.032519691,5.644479131,5.998019747
IFT88,7.801474217,8.152254369,7.737222361,7.44122386,7.337188341,7.564945037,7.553196707,8.059547531,7.42867464,7.762541107
IGBP1,9.938808467,10.03694059,9.645726062,9.878672901,10.04343915,9.964451965,9.821083411,9.746209457,10.09207704,10.09001694
IGDCC3,5.205353937,5.163422363,5.254931061,5.308623398,5.17542122,5.116224711,5.209584533,5.267250571,5.276153501,5.233119269
IGDCC4,4.69479683,4.360911163,4.72254646,4.929032488,4.74551369,4.383157837,4.265605052,4.770092074,4.874226301,4.794100402
IGF1,4.608289991,4.789541138,4.661954106,4.693685463,4.679075272,4.676243513,4.727907622,4.651396121,4.717613406,4.669237791
IGF1R,6.468092983,6.238515317,7.216077608,6.93793959,6.591558471,6.746309619,6.995082961,7.171119899,6.555985926,6.351761852
IGF2,5.713026962,5.800482444,5.501633118,5.486886537,5.556427511,5.743993658,5.72157158,5.682910712,5.484020213,5.746236289
IGF2-AS,6.036379382,5.963886612,6.048555667,6.023493234,6.214901998,6.192150257,6.117343758,6.009317381,6.262815717,6.233071515
IGF2BP1,4.784387999,4.935054286,4.904650523,4.951659725,4.85071976,4.973997792,5.030824529,4.91799814,4.817386142,4.89502484
IGF2BP2,8.96435876,9.072596971,8.982156898,8.614871418,8.924741081,9.124285717,8.841621931,8.671943442,8.754394058,9.197684567
IGF2BP3,8.043861968,8.173268842,8.15213913,7.92455867,7.973366989,8.031124685,8.055899399,8.029798204,7.975867985,8.128172267
IGF2R,10.40043754,9.877392518,11.32295455,10.69592407,10.41742479,10.7044379,10.90136959,11.22300975,9.712622347,10.21137961
IGFALS,6.344677504,6.221871209,6.532097898,6.381884841,6.591327995,6.181481229,6.485783661,6.111996358,6.33890176,6.401926554
IGFBP1,3.340252034,3.382923274,3.464120334,3.411582824,3.44959183,3.363827247,3.403152112,3.47455753,3.295078323,3.362742844
IGFBP2,6.541759437,6.682374368,6.023560237,6.457384112,6.604806915,6.801077105,6.794701879,5.937819729,6.734273904,6.600367631
IGFBP3,5.698118384,5.129555072,4.946163166,5.078057973,4.94670871,5.218762104,5.003407941,4.730892175,5.116832584,5.008630238
IGFBP4,7.30410219,7.021854918,6.390241488,6.164945404,5.836984984,7.123968228,6.37731457,5.841970112,6.245625636,6.956570348
IGFBP5,4.77955673,4.893287862,4.816286152,4.822235369,4.856113763,4.876524483,4.844867672,4.819160045,4.840948923,4.840973657
IGFBP6,7.446022289,7.522995866,6.984635752,6.755394984,7.083956931,7.555635288,7.350688861,7.124052879,6.753900651,7.493696963
IGFBP7,8.49733955,7.660628903,6.88172338,6.286127082,7.065570469,8.274020556,6.02775316,6.470094731,7.208487399,7.745054418
IGFBP7-AS1,3.454507598,3.453407466,3.4041602,3.39349478,3.408854358,3.390919691,3.386169928,3.206581013,3.368412746,3.538308522
IGFBPL1,4.249938538,4.283594932,5.561785007,4.104798617,4.333136489,4.266526343,4.122274003,4.016510869,4.048850065,4.182061172
IGFL1,5.628701128,5.47695249,5.4695275,5.616306705,5.821216857,5.630881485,5.506149108,5.691556945,5.662829426,5.442478887
IGFL2,5.079745722,4.919427158,5.060206928,5.03340136,5.229844991,5.202580081,5.27702039,5.238197273,5.16005418,5.071116914
IGFLR1,7.835868906,8.144350411,7.847292605,7.644225704,8.038535256,7.8299038,7.794381426,7.816554384,8.052651879,8.086759816
IGFN1,5.015193343,5.22702052,4.950076417,5.169128913,5.209933738,5.191422112,5.115762106,5.165305263,5.139870614,5.069830779
IGH,6.919382674,8.429390712,7.445998711,7.227704219,7.1889718,7.977976624,8.247907734,6.61830811,7.176981655,7.608048564
IGHA1,6.293711381,7.906376109,6.684534204,6.464709968,6.505820487,7.347906877,7.565751719,5.913382289,6.489819264,6.953835701
IGHD,6.304152708,8.688205789,7.648654531,6.833740893,6.620672774,7.930224731,8.405776172,6.171118116,6.575746614,7.235469032
IGHD3-16,6.077784319,6.926247176,6.510669273,6.223043002,6.238325579,6.653327474,7.03057879,6.408706655,6.313696366,6.530679134
IGHG1,6.060464277,7.359126821,6.571545366,6.348265345,6.184756446,6.940454615,7.188666835,5.995759669,6.17894009,6.640185193
IGHM,8.337913832,10.77445595,9.501362351,9.025986409,8.621821196,10.07802711,10.49171564,8.004655823,8.724709247,9.399306549
IGHMBP2,5.795121956,5.932994525,5.863155066,5.907059326,5.776158473,5.91427823,5.812415793,5.760986171,5.916635163,5.774243127
IGHV1-69,3.375171344,3.653302712,3.481426919,3.304040057,3.418953713,3.538326306,3.686713466,3.493798069,3.45171651,3.446033164
IGHV3-54,6.118746172,6.756067509,6.441333268,6.205094746,6.21526015,6.484441577,6.835693702,5.921711017,6.284219702,6.572630392
IGHV3-73,4.767201751,6.441691405,5.372601761,4.894573955,4.845761253,5.73828364,6.28494839,4.266976771,5.117214892,5.581193963
IGHV5-78,4.883665334,6.717742634,6.448820008,5.388079035,5.331116302,6.224982521,6.569981832,5.175388145,5.016802739,5.510262419
IGHV7-81,3.77151705,3.949838296,3.563536643,3.600283638,3.613534395,3.705587907,3.463252198,3.782468165,3.847528866,3.559392237
IGIP,7.434322585,7.333670179,7.395135003,7.797811611,7.602238065,7.161529094,7.56274309,7.363721076,7.867387711,6.918408115
IGJ,9.408543901,11.47575039,11.15140437,10.74953887,9.693184364,11.15803973,11.79437022,9.614960817,10.11704647,10.49072127
IGK,8.919389481,10.69054876,9.750235571,9.481205187,9.275945207,10.27405751,10.6367317,8.352308311,9.268349973,9.772161321
IGKC,7.515600812,9.138225487,8.078951611,7.875893756,7.695789736,8.691899602,9.020129195,6.846594075,7.708200015,8.258221664
IGKV1-17,8.846881234,11.3085141,9.950468948,9.580271983,9.276749995,10.71076702,11.21899199,7.817909011,9.37126751,9.927763192
IGKV1-37,8.565967233,11.03065384,9.634379456,9.232044687,9.033060352,10.45530829,10.85314044,7.83310385,8.835028023,9.69755641
IGKV1OR2-108,7.89367002,10.22646798,8.885604413,8.643410276,8.346297684,9.572700561,10.06876842,7.229793667,8.422529721,8.846943461
IGLC1,7.348367789,9.050561228,8.081483903,7.731944251,7.686326001,8.521902381,8.882047683,6.861165036,7.52890266,8.092019361
IGLJ3,7.30548828,9.343786277,7.744950788,7.545777352,7.368881225,8.700595715,8.976379072,6.533156177,7.510371347,8.11997321
IGLL1,6.435289431,6.542775502,6.135770092,6.221565374,6.419835136,6.362683103,6.246087839,5.980087928,6.40917109,6.272150763
IGLL3P,8.474820126,9.944447995,9.501082574,9.166436368,8.802099112,9.673562421,9.966942429,8.270710052,8.923094114,9.292847938
IGLL5,7.933912204,9.9174281,8.550766792,8.31720554,8.173162155,9.34266958,9.725048638,7.005902074,8.200265411,8.741312652
IGLON5,6.076537999,5.974068927,5.945823249,5.927793865,5.857303302,5.843936957,6.095702801,5.81507053,5.831709478,5.541484057
IGLV1-44,7.200962589,9.245651013,7.772579156,7.480435523,7.398706798,8.646211153,9.074764141,6.531308238,7.339478059,8.039904386
IGLV4-3,6.712471233,6.955957049,6.868599471,6.930803653,6.999483881,7.048567234,6.996525423,6.840575451,6.777690248,6.759749748
IGLV4-60,6.334391834,8.150084598,6.513660067,6.512525858,6.469576897,7.242601485,8.002919303,6.195855147,6.299835926,6.901598768
IGLV6-57,6.365713554,6.6300151,7.000130281,6.525190149,6.585536072,7.216571031,7.105848175,6.069647422,6.317036154,6.80078262
IGLVIVOR22-1,4.703277491,4.836674379,4.932956836,4.766420199,4.587225561,4.935601227,4.751349554,4.688870035,4.471972184,4.604403691
IGLVIVOR22-2,5.377225282,5.6021146,5.449904458,5.560464262,5.501611716,5.467097898,5.595878936,5.549784625,5.863454979,5.482483345
IGSF1,4.401706943,4.627881913,4.527145743,4.627104971,4.447064318,4.428778406,4.627784787,4.513753015,4.466581478,4.518458677
IGSF10,4.888047287,4.759412198,4.977405841,4.874312915,4.860480938,5.147148305,4.871772608,4.90638658,4.750584469,4.897422244
IGSF11,4.834045001,4.760951258,4.678705061,5.252142724,4.769077573,4.717356385,4.610469529,4.840277773,4.981751254,4.491044372
IGSF11-AS1,3.874223032,3.829385062,3.908823689,3.958108588,3.880394466,3.87873537,3.908823689,3.876950207,4.041566226,3.8488212
IGSF21,4.411466957,4.440402315,4.193089491,4.347927421,4.291237676,4.222250939,4.270644422,4.462782967,4.40132398,4.339604313
IGSF22,6.716183652,7.210317528,6.561550997,6.839537958,6.998858678,6.903835037,6.909045489,6.886871187,6.898506778,6.952280767
IGSF3,5.827530005,5.780358244,5.923502431,5.679057396,5.823955321,5.798142581,5.714092345,5.680540885,5.675846718,5.656699969
IGSF5,3.241533326,3.203484176,3.243274738,3.203850519,3.32443543,3.251732853,3.221209013,3.473611905,3.12511782,3.346001094
IGSF6,8.488107758,7.763054105,9.435191676,8.594305016,9.103100212,7.786951542,8.707762965,9.583589991,8.031911977,9.210428332
IGSF8,6.923566236,6.930251882,7.049117766,7.067800315,6.679365111,6.933515207,7.010418066,6.527287847,7.03876953,6.770097932
IGSF9,6.533930086,6.473465026,6.438583516,6.423250621,6.527883546,6.604966824,6.458633261,6.792736949,6.297251549,6.688043061
IGSF9B,4.916489688,5.077486223,4.964370129,5.071707957,5.184714422,4.701553136,4.982505306,5.03679319,5.162325355,5.007736051
IHH,6.302655154,6.531589519,6.351225653,6.491896962,6.357153067,6.31647936,6.45971216,6.43879522,6.411848809,6.383290581
IK,10.9536245,10.80921245,10.80250321,10.76476422,10.84056051,10.93986388,10.71688211,10.70119558,10.68014841,10.88676309
IKBIP,6.247980948,6.046523778,7.09953492,6.238473277,6.219304369,6.101036177,6.388229088,6.994965902,5.97984054,6.30306581
IKBKAP,7.449555692,7.353509467,7.079914216,7.517946755,6.958534264,7.345563663,7.289682536,7.94031908,7.540404466,7.283525946
IKBKB,8.037098693,7.986544969,7.505621823,8.064872907,7.897076808,7.867715083,7.882805067,7.75643348,8.175022208,7.961453053
IKBKE,7.199692189,7.025653224,6.453554749,6.756730177,7.168916686,6.712413131,6.892552281,6.452644171,7.496907102,7.281251521
IKBKG,7.195801514,7.145188645,7.389954679,7.066326056,7.366172667,7.313348513,7.248452556,6.972120144,6.987805087,7.339967017
IKZF1,9.185593092,9.062892407,8.331006194,9.047198816,8.888283638,9.180711817,8.824154133,8.579593835,9.298938105,8.772990189
IKZF2,8.794626331,8.067732033,7.084445568,7.73676818,7.174689856,8.697056225,6.767926222,7.33885279,7.981762375,7.513274732
IKZF3,8.989895061,9.260865373,8.155760882,8.378554906,7.809243871,9.189955741,8.835482821,7.611332918,8.471333129,8.373390187
IKZF4,6.525458695,6.471561947,6.27617661,6.46169737,6.505994871,6.354798898,6.250367088,6.347337797,6.303182394,6.404261365
IKZF5,8.413545498,8.514692698,8.754661267,8.663302393,8.461581858,8.226257509,8.585624186,8.731485719,8.493266596,8.199502386
IL10,3.371891861,3.412474585,3.329020592,3.231046785,3.576340975,3.325730686,3.305664912,3.333823784,3.229659744,3.499251046
IL10RA,11.33192443,10.88974645,10.13291649,10.47453809,11.13019833,11.06071038,10.12207007,10.32462216,11.10223396,11.21456843
IL10RB,9.039574076,8.44680395,8.801784143,8.186235813,8.92767876,8.735222048,8.780809951,8.791620535,8.519770858,8.928355648
IL10RB-AS1,9.087279324,8.376515603,9.208321666,8.485626718,9.268042022,8.848943583,8.848479047,8.742155098,8.607950561,9.597267725
IL11,4.497516278,4.541148899,4.372849266,4.520682782,4.393496896,4.474175274,4.511141985,4.621860788,4.468366979,4.69520936
IL11RA,7.838446932,7.636857076,7.003339234,9.059734272,8.329706316,7.423893139,7.823328394,8.32646972,8.83595261,7.431319301
IL12A,5.499024332,5.606036605,5.866592932,4.691332349,5.4040506,5.695088572,5.3948713,5.59617901,5.446738235,5.282397557
IL12A-AS1,5.199189357,5.352077341,5.343310541,5.325863954,5.307123826,5.380491422,5.372914234,5.7195639,5.554778649,5.39390089
IL12B,3.273506522,3.208310079,3.192153721,2.958956144,3.205114524,3.12740483,3.747365215,3.160980579,3.210989414,3.246172661
IL12RB1,7.60995223,7.39357025,7.157263162,7.210879485,7.018179818,7.737679206,7.019169331,6.997692643,7.278637812,7.222861104
IL12RB2,6.710106942,6.006882371,4.28095253,4.918740208,4.628550249,6.746732999,4.134401343,4.140996859,5.186751467,6.066076804
IL13,5.433741627,5.577163837,5.567561377,5.475055845,5.668887131,5.434180281,5.547022913,5.519665666,5.541811295,5.705561318
IL13RA1,8.996856366,8.618232422,9.621913715,8.693709866,9.442745507,8.627297416,9.273856968,9.450187354,8.888833103,9.727384998
IL13RA2,3.651290942,3.671501924,3.528811225,3.569712046,3.513407427,3.646148729,3.503491694,3.569712046,3.446252054,3.432471042
IL15,6.666066687,6.20366541,5.7932959,5.296361127,6.535392246,5.66806223,5.653493063,6.296976757,6.040924736,6.60041547
IL15RA,7.247576722,7.21724113,6.902325492,6.662759545,7.186239768,7.300578039,6.81758472,7.000973397,7.234618569,7.274145623
IL16,8.477464864,8.313558331,8.248902028,8.33088295,8.156663823,8.608907374,8.262339267,8.237417608,8.353667249,8.127745635
IL17A,3.096192606,3.36270333,3.343395045,3.242216634,3.310794512,3.264171401,3.275149197,3.28620646,3.320439852,3.269647629
IL17B,5.337915975,5.473236915,5.325107632,5.287128505,5.305956709,5.603056769,5.311349674,5.108537888,5.5420904,5.375119752
IL17C,5.736412913,5.839654839,5.758388697,5.858312679,5.921005438,5.717262553,5.789596376,5.832784571,5.72738009,5.859000614
IL17D,6.377015386,5.831273822,5.984075707,5.948620472,6.01579136,5.888627301,5.496617875,5.725886314,6.447355739,6.022606979
IL17F,4.419137618,4.604165498,4.579312585,4.520935812,4.639903886,4.5302089,4.56397367,4.469396755,4.631673179,4.493617467
IL17RA,9.192551561,8.846006975,9.958435833,9.396370066,9.928679462,8.977261427,9.481733693,9.911906305,9.196597002,9.812628709
IL17RB,7.609666614,7.459545737,7.474461062,7.313992789,7.661439943,7.559697379,7.49575402,7.017960869,7.362175228,7.552575871
IL17RC,6.639811255,6.829494181,6.624144645,6.641465788,6.893994326,6.836247869,6.636786735,6.675099917,6.713955294,6.777626228
IL17RD,5.840593764,5.499385762,6.272579625,5.396604714,5.295542523,5.468982535,5.838474495,6.260316558,5.319717973,5.704447549
IL17RE,5.413904243,5.451152993,5.351361194,5.44982168,5.365724878,5.429533194,5.440497905,5.723265409,5.620273695,5.399707308
IL18,7.762354683,7.715075743,7.755897688,7.451279209,7.575533647,7.68400411,7.514612864,7.843138101,7.561758928,7.954476473
IL18BP,7.461841208,7.489412332,7.118966529,7.365447426,7.559489854,7.395501029,7.274193313,6.936974766,7.547680207,7.484592981
IL18R1,9.113004162,7.880036382,8.398966073,7.65847964,6.563988815,9.093956817,6.312367143,8.21993959,7.4229537,8.013071647
IL18RAP,10.27647458,9.525594312,10.32716532,9.369892,8.385844644,10.59031029,8.970750641,10.18622529,8.695437292,9.371694001
IL19,5.202880846,5.57625998,5.077414365,4.957479883,5.352768348,5.159314064,5.443661841,5.283379789,5.237656735,5.266948482
IL1A,5.835281449,5.678728942,5.738880401,5.867602982,5.975293994,5.561148958,5.768643051,5.731460672,5.496248923,5.960015184
IL1B,8.503154886,8.116707593,7.849633045,6.720836841,9.411470838,7.345126321,7.905195605,7.963689892,8.476315176,9.460626826
IL1F10,4.180671502,4.303385136,4.294504107,4.112562661,4.421014326,4.173784868,4.222450805,4.328739722,4.380156063,4.348076606
IL1R1,6.774500297,6.566286718,8.675796126,7.844459697,7.089213746,7.242710912,7.534411329,8.584554391,6.066639227,6.990476554
IL1R2,7.908057982,7.836775492,10.63945023,9.81573408,9.181401504,9.231303724,10.13452464,10.45314198,7.436372948,8.644659642
IL1RAP,6.411453724,5.880517784,8.847012538,7.623125617,7.016702972,7.117285122,7.7508085,8.719981118,6.057043365,6.424221314
IL1RAPL1,5.055709316,5.356991555,4.957423873,5.215661461,5.111622711,5.164468686,5.239719199,5.070686691,5.182858844,5.146260826
IL1RAPL2,4.390302162,4.127449159,4.247008342,4.237207238,4.144240993,4.246214992,4.223106617,4.281004274,4.454947489,4.178603824
IL1RL1,4.738210824,4.821972265,4.70501865,4.786090696,4.702118114,4.926261726,4.749390114,4.699828573,4.724243152,4.71997304
IL1RL2,5.272195773,5.404858469,5.22291107,4.912101224,5.283939762,5.184831634,5.443352533,5.425862689,5.395836816,5.276916194
IL1RN,7.025524311,6.600174768,7.914745856,7.240313124,7.737522701,7.058214112,7.700438856,7.592213952,6.697567261,7.643779693
IL2,4.501513597,4.424167349,4.265446573,4.378635858,3.992176747,4.60897561,4.710483099,4.372980239,4.195745225,4.332887699
IL20,3.9593656,4.039920889,4.15863992,4.076950736,4.107502751,4.114834709,4.064686419,4.090284802,4.256643651,4.053380987
IL20RA,5.154264177,5.136119649,5.097089288,4.828625786,5.272437036,5.175711507,4.982009083,5.029224179,4.971528936,5.114642579
IL20RB,5.864049225,5.543053337,5.802383691,5.715815135,5.415722472,5.700810456,5.672796435,5.31255055,5.874632981,6.013454824
IL21,4.959246649,5.050813466,5.21458893,4.784158065,4.874489089,4.749245672,4.989770489,5.152344414,5.065811164,4.959119884
IL21R,8.389783887,8.283816687,7.497804761,8.093075777,7.589994349,8.795400895,8.047019518,7.705608397,8.216577217,7.691963872
IL21R-AS1,5.210424148,5.411438373,5.337607827,4.992699352,5.307123826,5.275600941,5.330521679,5.172791132,5.141173938,5.298577628
IL22,4.333493343,4.327423501,4.59369987,4.453194193,4.341890228,4.370298384,4.492836109,4.484993084,4.376985926,4.362630157
IL22RA1,5.874396931,6.169840051,5.845486468,5.908698516,6.325884302,6.004226531,6.016542021,5.983835498,6.170706812,5.990570758
IL22RA2,3.193750129,3.137607432,3.444807439,3.313056432,3.221405988,3.126366342,3.187992478,3.261159736,3.096299841,3.154021157
IL23A,5.239551173,4.922094978,4.376507429,5.693826584,5.241904513,4.844354324,4.929282815,4.938010432,5.644212525,4.703059332
IL23R,3.822513191,3.914353054,3.963884067,4.027071722,4.024005611,3.868812799,4.025892511,3.850558659,3.994067838,3.747724571
IL24,8.720913288,9.565201055,8.608949599,9.293426851,8.576630245,9.346091304,9.582668745,8.383324835,9.329155512,8.404039129
IL25,4.978618139,5.149218303,4.901370254,4.961612586,4.946693393,5.086785853,5.014770916,5.019258066,4.902582467,4.989567202
IL26,3.486355028,3.623521735,3.556706126,3.843357899,3.537627299,3.641000736,3.525792646,3.545280452,3.647327214,3.431018417
IL27,5.354936003,5.255571806,5.402762628,5.333925326,5.603842307,5.367742094,5.53332025,4.983829076,5.224036864,5.410509057
