Symbol,naive.B.cells,endothelial.cells,fibroblasts,memory.B.cells,memory.CD8.T.cells,monocytes,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells,NK.cells,memory.CD4.T.cells,myeloid.dendritic.cells,macrophages
NME8,13.75337522,20.53894309,10.55224434,11.7161637,0.224222222,99.16124401,14.53122703,13.8296456,38.61737268,227.0637197,420.8242075,10.21716622,195.315709,16.92186498
GPR183,649.073277,170.1788911,34.10164163,3659.787574,4038.60621,523.1237188,2722.050779,975.9984134,394.9265381,1724.572739,481.2259464,2955.66573,2263.628585,818.7640182
GUSBP11,68.39552694,44.65426298,74.55092109,67.67907988,1.593253968,101.7686474,77.97348733,61.18006564,127.2592817,33.02772989,90.1423338,45.58152045,55.97750556,68.95647297
MSC,58.12668166,61.49944025,153.77288,83.35431703,130.6159229,209.7266552,90.43252893,134.097966,164.7765799,117.088505,97.95817124,342.7761683,2292.640711,1028.370391
HIC1,11.99443503,27.4323707,41.69171617,13.77294521,0.310079365,18.79311135,15.77402881,20.53894309,25.76217548,12.17288189,81.75037709,14.39248121,21.82160755,17.91672613
PPFIBP1,107.0012284,82.26449993,115.9771241,30.18099045,1.632111111,31.23830676,22.95435575,23.83544737,48.69119156,15.90252002,23.21567899,22.71029544,174.28229,50.08789752
CHI3L1,11.36233726,22.52343288,17.66185477,12.85919023,0.599960317,28.63912923,38.51884,18.05892667,791.3191297,12.76456116,119.5174155,12.8053159,110.1204853,289.7108338
CPA3,1302.670889,525.3016157,171.6274207,935.8675489,76.44495407,211.3562439,684.2690174,336.6065327,1166.904671,85.6878133,588.5659195,286.3357011,272.4451582,258.0955732
IL7R,465.7533814,338.2730437,851.9923776,904.1865263,21090.60952,1026.373565,16141.0043,19496.76847,2124.064288,7493.555456,1582.496519,20462.31758,13147.12844,8257.017523
FRK,273.4085988,33.29993242,37.6983983,223.1378898,0.612825397,28.74360967,19.2461912,59.75654515,261.6161041,34.16771164,24.24944656,25.35281694,36.53983193,34.95788005
RASA3,12.67805812,23.41256641,77.33864547,14.7872014,218.0940503,24.47970236,265.8482854,209.6558184,29.91313386,61.53463884,89.60805575,262.6844762,15.62558393,14.53122703
CFP,13.20643772,16.17207036,13.93881283,11.94665403,563.3283724,5587.749826,402.1474075,47.62364404,3771.50174,4591.63207,100.1714961,112.833556,666.217112,97.48872207
PASK,455.7694562,137.758298,142.3578809,328.0947295,145.5931581,72.44696754,111.1789807,98.70981856,244.4130933,55.87930464,113.5861505,197.6610339,115.1678854,101.9704963
FLVCR2,131.6988398,152.1614968,77.25573196,146.8856435,36.01833464,918.6875829,164.6524324,133.8301983,139.4668902,407.1576799,202.6021395,378.0425236,2729.421613,1765.734362
ZNF204P,168.0204944,82.58117914,56.96830378,96.07808735,447.7983995,82.3312562,284.9072167,286.7619659,103.3936566,187.2553259,69.70608083,232.2596542,60.87859017,68.44789861
DAPK2,50.40705572,52.66055439,60.94612246,63.312049,25.77821109,49.71130864,29.70958337,39.96185601,366.2817874,43.22884966,78.98717376,46.99352791,49.71130864,41.50174206
FAM212B,106.3825888,175.8119974,67.14590313,93.33545619,0.855357143,171.3363237,33.761445,44.30992246,1240.819031,211.4867388,42.74449249,90.85646008,47.25058179,98.50947195
GREM2,44.03830601,40.43753267,1691.538157,74.57405892,1.778119048,51.44023363,98.4646899,106.4251501,82.43948852,83.92624765,150.8570575,100.5005482,72.44696754,54.64197078
BPI,33.77735118,42.09792985,47.97291882,38.68825562,1.48581746,577.5107647,294.5333951,280.5473388,58.73192425,445.7735391,1822.84504,50.08789752,38.87695948,49.69403345
BIRC3,3182.777539,130.3091345,74.7334197,1813.093961,2401.570121,418.6734816,922.9589196,696.2542957,230.4533402,1570.294554,1796.904497,2647.268351,20615.93035,480.916647
HESX1,37.39836484,89.84241476,21.7700584,27.2826377,0.835031746,30.84266355,20.70461935,24.88390493,23.71556454,43.74155236,66.09365226,22.05931968,1194.643301,40.98804716
CD247,47.75083577,65.50654187,74.99827716,151.2382817,8098.055897,94.21041962,8286.148615,7268.92175,221.8005256,8913.775113,24022.99493,5500.239568,85.83647456,48.74251772
NKG7,30.8888901,12.87755349,11.678235,52.1724759,914.1381843,315.0490641,7135.403904,12317.39655,487.3543486,9466.633547,21921.17297,2114.128246,20.58015925,14.5719391
ST8SIA1,76.99416854,17.16557453,60.57718186,86.61821972,451.3702224,27.49328444,93.53950475,124.9696618,41.94705266,200.8087203,31.81085186,336.4328913,30.29355233,24.39295135
CD8A,967.8410021,1051.444331,117.6876652,615.9192058,203.0658078,349.3425173,193.9506,13704.42424,1203.564669,6172.607763,1687.40737,243.8070973,263.538539,259.6092883
TRAV12-2,56.76739383,189.3756403,106.2655637,107.6606689,240.7797156,77.57298179,155.2413528,240.411775,116.4683832,147.4039694,58.58127633,118.719392,141.5340974,96.14274772
ACAP1,286.6865017,18.83891995,31.05715229,434.5709874,1.804952381,269.7980674,1047.883872,1055.144531,383.5852278,731.7835212,509.9356204,595.4341419,64.67463116,85.16282478
IL3,26.80748782,19.15698734,16.67436691,34.14119127,0.401460317,21.64960689,23.8454745,16.81478472,18.95589795,19.45753381,145.529178,3827.413688,17.8571643,19.0155884
LTB,12570.56626,125.4630213,90.21828985,14537.58646,392.7939616,513.4560665,16273.57824,13907.05396,9566.052582,16955.16581,22578.74586,14537.58646,267.441235,235.18572
IGHE,0.068253968,0.068253968,0.068253968,0.068253968,314.2982668,0.068253968,0.068253968,0.068253968,0.068253968,0.068253968,0.068253968,0.068253968,0.068253968,0.068253968
ZBTB10,398.912456,229.832186,102.0453853,223.4671957,3.043603175,123.7395418,244.1424124,220.9853827,48.13114407,158.7522537,182.0931829,154.4774896,773.093829,126.2597919
CD86,321.3359932,37.5260768,31.93821346,522.9946104,1.558833333,1242.748647,203.1485436,128.5000421,123.5297562,671.8463292,137.4712534,103.1988553,4408.182435,852.2088388
RNASE6,3084.783083,31.03537392,25.06587431,1915.797736,255.6258812,5884.421958,100.8247139,106.3363181,3554.194364,2790.090719,116.1575547,120.538553,11275.11645,4206.819979
SPAG4,71.73209765,103.3729107,240.3126968,109.53052,59.52657567,74.97927876,97.23495969,129.2210585,129.369205,50.07242404,114.5525672,183.7942966,121.1362021,119.9179412
FBN1,54.82181613,1246.254524,6195.579532,50.78208321,1.150373016,38.75560051,41.92061633,35.2176103,42.62666799,22.37112225,37.13695087,38.11065598,91.73360705,28.63912923
TARDBPP1,228.0180543,139.2408328,86.02976158,173.7763465,3.421293651,87.46477593,63.90265538,65.50654187,225.0037388,87.91391738,78.52007244,115.7404141,111.7017514,108.4564706
PVRIG,1963.491565,108.5982461,147.4994485,1873.169567,4551.867954,216.8386262,2698.282273,4810.138046,984.2063541,2294.845886,4185.0507,2044.676455,220.163378,199.0218605
CDA,24.64923695,149.3605672,163.8913107,21.24055046,0.58581746,1725.662622,91.91472217,46.27420148,6462.895097,658.1321064,212.3251898,32.8081364,620.8100269,784.5214767
CD1B,381.0568546,157.7274422,118.2119046,219.2798573,2.079761905,197.589552,127.4924155,82.47910573,212.6156454,138.553592,96.96345608,113.2224707,18461.33281,197.4343499
TNFAIP6,387.4207774,159.1492048,213.8100818,296.6117776,2.229150794,2568.491301,86.42650853,82.11003372,4346.380526,117.5847752,1034.659113,92.31020497,10134.15565,1114.824378
TRBC1,2184.324171,280.2657807,18.33994584,2470.46872,20615.93035,94.712328,19645.99099,18773.72286,1200.566144,14645.26437,9466.633547,17338.67035,130.3860079,44.84552078
ADIRF,19.73785677,101.4321818,1045.622151,21.53966752,0.652103175,24.50629368,52.4755936,50.8922707,23.85779915,20.65681654,20.67068348,27.08052859,31.82956788,23.73804748
PCDHA5,38.84259032,39.8588064,49.10686739,40.89866032,0.419269841,40.98804716,28.07979183,68.08488878,31.89249756,23.53939574,44.8915624,55.22607498,63.32871143,43.8680211
EAF2,5500.239568,253.5428139,86.23243651,3329.973196,0.59647619,1030.424513,613.131132,392.9154975,344.4480122,673.9811353,319.1002842,384.2786404,584.6116508,517.2982176
MAP4K2,30.14482389,21.69850552,22.26137544,41.36222201,739.7626979,27.66536524,192.0216135,81.13807489,27.51500371,383.111494,34.33554866,148.019416,25.59679174,33.80285491
MARCO,21.44219879,22.22611465,36.52592434,21.7463878,0.754039683,493.4172969,32.35525241,26.96228451,24.20095969,356.7996349,25.76217548,25.28095975,52.96531111,4048.476367
MICAL3,801.5195906,122.4407878,383.5852278,445.0028075,134.9565202,42.43358702,100.0178041,183.5665729,34.32302835,276.501981,166.8363275,204.0318524,49.45545753,62.41555486
BMP2K,113.9686679,67.59385732,132.4852414,104.2407794,0.846952381,232.9081351,61.41894388,32.51117596,151.7870742,113.7997934,70.55857442,46.78148547,332.9191257,293.3921732
HRH1,206.8397953,244.0782244,479.6689213,200.5063717,1.965166667,161.7936872,83.53144395,104.8126116,270.007808,18.97392409,86.42650853,320.3996166,242.302266,277.804293
FBXL8,19.05234492,15.05362465,54.23590695,18.18549321,717.4314244,25.39113736,67.57419519,92.17238419,18.75918505,212.342736,39.58049967,306.7328234,82.84600947,18.29436423
TCL1A,15772.21747,235.6723788,175.6093362,1327.875413,29.45052146,288.8641863,424.5230706,222.84527,518.6846205,1694.615636,170.5689061,106.558563,170.1788911,196.2952813
HS3ST3A1,98.0356611,23.38505518,1440.548637,66.5099364,1.606428571,34.75160437,56.49128785,29.82644763,106.4908349,65.99697424,48.52247358,48.59221431,43.34831509,28.74360967
PDE6C,14.96693099,9.164231224,14.23261156,26.61328884,0.126166667,14.7872014,7.93134935,9.402244709,8.241149775,16.27461434,17.81313925,17.98465092,13.02598712,16.72716713
BCL11B,288.1678416,163.1776557,148.9306858,247.8372008,914.9431768,168.5343418,6819.719655,5678.755199,434.4228835,3084.783083,1105.967445,4546.487798,188.4000657,163.0674226
TLR2,73.33925412,69.3264631,140.0170057,160.0824889,152.8613609,6411.641331,251.7305494,168.8235053,6209.585124,1680.91136,372.8351078,178.5738574,1393.820561,1600.821232
C5AR1,193.2564058,75.49358898,59.13046928,113.3057495,65.12868024,5422.701124,1023.268807,137.1240551,23376.2195,1628.937043,431.0977741,56.41303135,1237.723325,6920.688736
SERGEF,31.35848255,26.26309318,53.76085543,28.13795182,33.761445,52.55081489,121.5193204,110.8868221,24.7584562,230.5641251,91.42958912,86.39980221,43.31361089,79.72165036
RAB3B,47.49199141,85.74689463,1189.293971,51.56594976,0.829404762,29.36848247,32.08719613,64.0070866,44.93390259,16.24169242,22.79115406,48.7267708,24.44453124,36.46319507
ZNF286A,829.7505473,581.5862909,237.458454,570.1321425,1.064444444,133.8301983,228.2145028,251.2552088,734.3637037,123.5036463,218.3843907,261.4164266,190.2859168,227.7565499
LIME1,40.12093673,68.39552694,107.8106202,112.202416,1339.558187,140.7294425,769.0980715,791.3191297,140.2201501,1158.026361,264.9652626,592.1373723,83.8992632,96.83877316
C1R,75.55045814,199.9736788,1689.593284,82.69321497,77.76702446,114.8937042,119.4597658,166.0641914,142.1116236,171.9954366,152.0390387,140.4421,85.74689463,66.66264801
CD33,50.97385767,39.92962827,25.63026272,35.05398598,1.005539683,2490.914175,46.24495264,48.14969414,68.51468308,632.0451046,39.4363116,24.53308836,1135.630249,747.1251407
CLEC4A,90.8374459,22.21153373,23.15257429,99.14032774,1.387039683,3817.238205,73.63795154,31.32286766,3561.808183,706.7304778,43.22884966,24.01677268,4119.222537,1523.017781
GPR18,4982.137456,31.05715229,41.40914133,2599.205911,792.8956361,210.0906268,2409.170408,1822.84504,286.8539472,1316.307111,2443.803583,748.7888476,53.8126463,56.52673196
CCL8,372.014712,240.9763659,75.66283986,220.801079,2.965111111,228.5516821,89.12265491,114.0523602,288.3080176,190.9844052,267.6405363,107.426882,2826.661942,345.9049279
FOXD1,108.8820447,63.44257404,5029.761232,76.71995581,1.855944444,52.64683309,24.23933883,86.53405182,108.1572511,83.01506942,32.46051894,79.77691175,50.512004,41.9611272
IGLL3P,5130.090124,137.6043551,217.5700672,5093.077463,394.6808475,315.3222641,1334.874542,1224.716152,607.0995716,1529.747606,496.2328471,306.563759,219.8315592,197.6610339
CD8B,32.21264532,23.25953583,29.04174008,89.7448048,0.351642857,36.45205624,107.0742607,3731.646878,65.88322344,1009.967922,75.90113266,43.44744461,49.57488943,37.91127124
EPN2,25.60992461,80.64329008,109.1625094,22.88460797,0.685388889,29.9202244,34.33554866,26.2515737,26.99090111,42.78967994,19.14747271,37.85980828,38.74188125,28.35330599
CD22,451.9883692,27.77662501,20.12989795,275.2655703,0.660674603,24.94986061,29.29747323,28.02432934,25.44512909,110.4271526,23.28001347,13.75337522,45.2684947,34.28624907
FRMD4A,57.34887161,94.77633249,38.54028528,45.0452414,0.423039683,28.18812199,25.0785875,53.32555594,22.68327248,40.03862134,54.41482868,31.03537392,107.2428722,88.56915941
HIST1H2BG,34.19894211,16.37651723,27.67717947,32.40873778,71.6375398,27.94133345,50.35990886,62.8820574,73.9386261,136.9640772,51.10454537,88.85590462,90.90347399,22.05931968
TTC38,42.04619901,26.51987033,35.16549639,44.42694691,1.549365079,50.20626014,43.20536947,37.32471443,68.16440536,37.60603122,49.55288249,37.17018254,39.71435095,33.35930556
PTGDR,34.91209532,18.61094242,16.87016128,29.50222235,1.790420635,20.58015925,62.72662208,67.11728962,23.95609962,88.39113997,86.9931417,50.8498978,13.50617716,25.97750568
ZBTB32,27.50275093,25.43514891,24.3316812,348.3035021,19.45753381,23.01482933,82.53911501,57.07124868,30.23443694,36.69818111,71.35199196,424.7014782,114.3049952,25.29598632
CYP27B1,1396.403748,351.8382074,170.4945982,724.5844534,146.5733576,318.3023003,182.8588101,242.6706272,679.3920182,56.94519715,178.8270669,395.4358562,2901.560823,1670.939753
IL26,18.54029861,18.80349781,25.52855228,34.95788005,1.680555556,10.81114124,19.8370909,31.99725962,31.54869038,19.62143993,30.45436458,491.00308,17.6268154,10.25686385
P2RX5,101.2216575,60.55513817,255.5395838,256.3079934,361.3252096,311.5616078,237.2646653,312.6009569,68.98129734,728.6125558,386.0264671,295.7946141,131.3848445,85.32560079
HSPB2,21.48129154,34.14119127,810.3004628,28.18812199,0.68452381,29.08556662,45.50003511,24.21819081,26.01545884,21.45062693,21.97900145,19.90344543,22.95435575,30.69191855
UBASH3A,22.11948765,23.675393,14.4608514,25.63601685,2332.844652,17.11811039,1197.74081,1451.593674,24.35058251,1218.004867,23.13582827,794.8075751,13.231797,14.83170324
CTSG,385.2834775,120.4921197,104.6050419,351.4380914,117.9718901,184.3920889,279.8780713,269.9311544,232.7140025,134.3965796,625.2151315,171.6274207,121.5193204,184.4889707
CD209,70.44512557,157.4129851,78.9605323,46.18525105,21.20523239,120.2530629,70.81518512,42.87542053,176.6513263,95.74506145,72.96170965,34.15517436,956.7734828,229.0704759
IL12RB2,36.6337107,44.07452278,54.41482868,47.30389608,260.0225789,57.48995745,108.9335603,168.2400313,28.02432934,233.5066607,2495.267269,1038.086537,47.17986859,56.98339506
DHX58,28.96568138,36.98098595,37.5260768,36.0759199,151.7870742,135.0234522,119.5174155,156.746221,36.56796976,252.0498244,408.2316894,48.67747845,1668.36571,48.29310135
FLT3LG,45.53960132,21.59591274,71.75328074,36.30875835,2698.282273,68.26462295,2072.856881,1516.252159,29.19556115,612.3548283,463.6112214,1254.90604,36.09636267,28.22380362
CCL14,366.6245701,8098.055897,188.3532533,299.9490517,3.624071429,219.4401471,107.9677258,146.0324902,389.6297586,75.28516296,246.0121158,174.8114276,411.2049714,303.1571091
GZMB,189.6621459,268.2338095,89.40801469,130.7491045,181.273507,113.8277505,2041.381983,2853.965644,375.1422226,7468.396112,33403.57056,17606.64309,117.088505,348.7643237
RCN3,61.31455782,230.7389738,1499.40437,50.97385767,194.1516923,177.0789807,60.83875754,73.04570775,165.9366746,169.8058597,81.99134321,104.4414144,51.94378153,96.30134453
KLRD1,257.1507755,78.73508527,99.98648946,164.4732479,42.92958983,102.3137234,342.5351903,910.0859605,272.5656894,826.7922465,2230.548445,297.8227145,77.39723033,83.73897092
LST1,83.85723998,39.7324916,29.67609588,46.08992035,503.3279117,4828.785192,1315.318393,527.4117001,14645.26437,4031.733559,564.8689331,388.034393,2280.965786,2013.137453
HAL,553.8981607,146.7509479,92.28327981,401.7003345,2.14252381,900.7166662,159.5365529,148.4496517,2193.608392,316.3309781,125.1856766,114.4980149,118.2119046,151.00043
APOBEC3G,116.5923515,50.73978784,55.67495319,95.46657216,2.42652381,70.28879676,105.8376411,46.33904206,135.1538919,55.34174747,394.1579508,56.28328217,56.16660297,56.18866268
ITK,827.9989117,298.9242625,176.8568029,644.6409757,12958.15259,255.5395838,9893.125979,8892.417355,872.336012,6796.316552,5207.616183,7668.66144,234.8743216,208.6606879
CD180,3050.264576,125.2781044,84.45611454,3455.352004,1.348928571,1006.261041,279.9562659,191.7473767,201.6777967,1049.735912,71.43493337,99.26453274,406.0793901,447.4015227
ADAMDEC1,634.1003578,210.2454217,77.17549932,661.9340553,2.7345,1230.110168,103.5961013,88.22880519,493.2622133,84.63560753,110.0600982,81.99134321,2439.267928,6889.424932
SKAP1,3012.227583,654.9322493,301.2461326,1265.078577,4119.222537,351.9433032,2794.63687,2981.090647,1236.953459,2125.998308,1897.226128,2370.420374,344.5717931,396.3678229
AEBP1,147.1107226,174.9440755,2139.554642,137.3249908,46.62489592,96.14274772,207.2555331,136.8810596,110.0600982,245.8284651,101.1979313,72.78280187,58.13719225,71.77518418
CEACAM3,160.4580498,57.59655724,157.6150846,105.2133562,3.153674603,123.1841024,149.5156744,138.553592,435.6808526,153.9332995,95.02765533,118.830746,126.1764682,123.7395418
PLEKHG3,30.54989531,61.18006564,48.27064483,31.64286832,63.85619376,94.19152242,76.70314409,103.1988553,669.9716874,63.41352517,167.2285292,64.49723336,35.38886327,75.73367601
TNFRSF13B,671.8463292,236.5109302,276.1577093,2062.048543,145.1526791,296.6117776,280.4867333,285.2450316,524.1434835,397.1866826,307.3346402,254.7323306,253.5428139,270.5163647
TEP1,37.14951674,21.47118384,18.95589795,33.64388427,61.49944025,46.33904206,76.17364189,162.697683,21.79436825,70.31454238,279.4429084,127.0390935,103.5961013,30.27020084
ATHL1,660.8700855,303.3965075,192.1331784,903.6946203,30.8888901,402.6470572,3352.170089,1552.654892,2338.799333,624.2194979,900.1089822,1072.333946,83.92624765,105.1701274
AIF1,49.99397116,46.02566668,30.14482389,40.047791,1.894373016,159.5851856,133.0291023,136.3014271,168.6403976,71.77518418,82.41282973,43.17973005,190.4632322,154.5927094
LY86,8484.543186,251.8652126,242.1847752,9466.633547,217.9616337,6972.414003,731.7835212,554.4611957,1153.556401,4397.829088,300.111505,194.0841569,2490.914175,2617.691279
TLR8,18.04222765,27.11035881,18.80349781,16.74817458,1.056690476,2434.408567,25.15298445,14.87368463,2392.784685,363.3970371,86.63991586,16.41730592,780.0157233,1020.063908
SSX1,20.21398761,12.31132257,16.94980297,11.36233726,1.430611111,15.59712819,37.11043259,11.61996075,11.84106247,19.98192989,11.38917373,22.41671136,21.71787729,11.38917373
BLK,973.9652751,21.79436825,36.43586446,1045.622151,51.19127955,87.71199151,114.6410614,226.1903546,20.7170647,87.87996807,30.43577323,54.71217364,34.31314105,41.59430857
NOD2,25.58619352,14.51733287,23.60312344,21.01546634,408.2316894,1788.145766,95.27548755,32.48643929,623.2716998,1056.898155,317.6569213,176.0411389,339.8481213,195.0751353
TMEM156,860.0598451,41.42778192,19.60187484,954.1118326,478.6276148,56.18866268,180.8479638,307.9158113,149.4186756,306.2753307,214.9351589,411.7430481,48.67747845,54.65647213
ETV3,58.88621649,123.4113565,20.85578537,40.45661379,1.685880952,31.09459063,26.69437918,43.32964781,41.20361783,24.33951938,23.03474123,65.35245554,66.73600122,29.54971415
CD68,43.41482193,55.26700094,284.8602622,63.82250936,2.583880952,738.8547136,194.2017402,157.6901372,73.55262892,435.2201103,134.523943,65.92039477,832.2288817,1333.612514
RYR1,181.1434975,142.5310452,66.35780122,152.078167,142.9026615,236.0086403,178.412877,210.7547072,190.9844052,170.8888444,83.05669035,213.9454937,184.3920889,442.8097955
OXTR,562.760285,191.1455024,6238.785257,573.7761943,80.32071224,211.7774206,205.0603854,162.8753006,525.3016157,166.7034976,210.9224669,224.4480669,278.0473116,190.8825725
SLAMF1,1318.300731,264.2972783,156.4728272,922.9589196,612.5974814,343.7661085,706.7304778,900.1089822,560.2218176,800.9757797,272.7382089,3141.22985,1044.614216,273.841993
IGSF6,128.9145381,69.39369591,72.37490769,166.7307699,0.56731746,4136.560065,143.743886,86.70177818,8814.106477,2625.817754,366.9063191,103.0796131,4507.33824,10256.24633
STXBP6,30.85798328,26.14274831,213.3911175,27.16506934,0.447333333,27.05322067,24.3316812,29.52576332,18.27497153,21.81417313,19.43995412,26.57846993,23.95609962,24.7066046
LINC00921,1952.873413,760.238961,593.0934888,1678.602379,21.53966752,790.245011,1119.940712,1282.09864,785.5174234,1199.431306,737.8087999,913.8259784,655.9105443,669.0840713
GNLY,68.82406892,32.8368002,47.47405471,46.7681485,693.3586147,64.97633895,5281.850672,5143.289278,660.2018919,10256.24633,28220.57186,1162.764251,40.06663578,34.21418212
KCNK2,85.50940026,71.03709326,1426.551563,61.41894388,2.230539683,76.74658007,87.39465496,84.73900999,64.58434768,33.74017414,46.06020204,38.79026366,97.30741492,63.44257404
CHST15,615.2215091,2472.925678,128.591265,645.00837,1.896865079,4751.033349,304.8770029,117.4845066,7337.557319,1769.631711,124.6318521,73.21503495,471.1422311,2241.266974
SIK1,7366.635177,769.0980715,197.0008767,7249.267433,166.1824767,855.0892672,3135.851692,2292.640711,598.1666105,499.5548514,573.5658415,784.2034798,285.728277,295.7135211
EPB41,21.37464498,24.64923695,11.05303451,23.56081764,179.3330388,23.47083674,337.99207,68.31572126,22.39420645,58.68788602,79.61505046,225.275176,19.84582278,21.12219294
IL1RL1,63.48426721,245.3055173,79.15967705,56.38858452,2.539031746,62.53143328,63.63045057,60.57718186,85.60812304,27.51500371,54.04603896,56.06315659,93.93962456,121.8504119
KIAA0226L,6161.903752,16.88631951,57.37726279,4841.698524,2.900007937,193.0779198,93.46646885,73.14819196,1389.665721,410.9316705,51.17024565,70.47270182,68.25310776,124.3773009
ZNF442,70.00776166,300.0430811,63.312049,78.82983182,1.63818254,78.00876261,56.00733085,104.3587934,66.99849607,93.33545619,91.40022008,48.62857885,173.6021212,122.5362123
SPIB,5872.612746,193.6315726,139.8278696,7221.103411,1.762809524,208.3477748,199.7860942,144.8468598,362.3330002,796.1425855,181.445391,119.4597658,98.73421648,117.088505
TPSAB1,23.8454745,24.78652966,28.16288917,22.25025005,0.662992063,25.20989017,37.57132188,31.72302734,27.37870237,20.05650066,29.97928026,21.7463878,27.67717947,29.40359645
CCL18,18.68478196,19.2587516,34.56320528,25.34479238,1.323103175,243.1351518,20.88546429,40.57032059,50.81393709,21.62868858,86.73974298,73.9386261,2502.824599,4982.137456
IL18RAP,111.0347294,133.2386211,89.06989709,76.85145203,539.3545233,156.121046,506.4776767,892.1448752,2839.368634,1100.864595,7559.840985,489.2692745,134.896229,173.9099273
PAQR5,44.9587697,25.37233574,160.8084006,44.85883584,0.670484127,35.27716678,21.7700584,38.54028528,52.49545359,83.71387236,30.02079854,32.62913076,56.41303135,492.4932322
HLA-DOB,8770.556653,148.2366621,73.76991955,5975.787357,186.7786545,185.2652093,368.8682262,263.8831836,70.03079833,579.6099984,407.457647,76.99416854,2248.83653,77.13122807
P2RY14,2654.647623,52.7698268,25.92224046,375.7805899,207.4057455,98.0356611,136.6204828,355.0690297,2638.203934,488.9582339,413.2910818,152.1614968,345.5565094,24.94986061
NOX3,20.48424344,22.6730493,14.19671842,16.35560819,1.583484127,22.75908393,17.32516555,18.07274249,23.77609718,41.27734465,11.84106247,18.35176037,16.66416751,19.02650784
LILRA2,42.10781778,17.34903725,30.62424218,49.20086915,0.412761905,1557.818082,185.1804901,45.66961439,2601.435987,311.6820627,118.7934974,31.75702176,205.5539974,868.1468385
PRF1,689.6024316,457.1499123,155.1577989,579.7572457,1700.056104,287.714182,6309.237035,11618.56211,1493.005961,15543.71749,36741.21765,2106.340395,193.017881,203.2038454
CXCL11,123.8303517,85.40759565,27.70243452,110.8362792,0.248690476,52.8312168,14.71343933,25.67624056,85.65815766,42.53186485,1489.874424,74.39160285,2544.429786,21.85747489
TYR,688.5137486,296.5101937,306.1666444,503.5937955,0.510460317,327.169861,417.986425,338.1624003,737.8087999,159.8195787,271.7265841,364.5867811,259.8564021,345.8122434
KIR2DS4,25.50797941,44.58286785,38.03770406,18.13084936,0.960444444,35.4796525,98.53603083,46.97321614,32.52218974,39.98857417,107.280414,29.45052146,20.05650066,39.75275088
DHRS11,147.0834542,186.3521154,144.8468598,110.3505939,236.6310995,97.83343315,141.1748752,162.2186536,93.03972065,133.3100752,119.6531567,181.9604815,1296.877366,482.9254068
KIR2DL4,284.3875055,153.8746953,74.01210879,174.1402878,2.869825397,163.8481015,184.3920889,135.8933802,200.6256029,204.2091321,2218.928258,48.03945536,122.3625833,131.1935135
GZMH,26.45571319,137.8216101,28.49234824,31.45437072,372.8351078,45.23317816,4336.260181,8390.904298,70.42258214,8163.503847,11618.56211,842.3582232,28.41507512,40.83760225
TGM5,377.5140985,316.2432655,132.1593303,456.9106587,157.01622,271.9466395,336.3584843,143.6867574,276.2135081,103.7930544,235.6208976,126.3914036,269.7980674,193.6980135
TNIP3,76.90743923,63.45924818,109.2470524,64.58434768,2.63097619,259.0182322,27.3972454,156.3540094,35.02932998,73.68675332,49.29505976,622.9368412,164.3415779,522.2472315
ZFP36L2,1134.602299,456.5001101,288.2097252,889.0830177,0.826277778,1533.288825,4641.870619,4576.280158,1074.25228,1540.181791,913.4920387,3099.386889,573.1776713,461.3935504
PPBP,230.3965748,66.21462501,48.37462781,153.2127879,31.69136082,591.5495327,108.9603297,112.0861845,1696.595346,11233.90767,56.57820709,72.02986422,336.7282877,6486.745026
ACP5,971.9714964,715.3775852,190.4632322,2881.724406,895.4172956,804.1897843,865.6021827,508.4037962,374.052228,879.8983852,454.1457167,636.4229324,22834.25499,27756.83543
ARHGAP22,80.28805695,319.1002842,926.3167501,88.83999615,0.555722222,129.5964355,52.38109576,78.35621477,49.43417626,59.26563585,121.8810027,37.71173324,3713.268078,303.2187653
BEND5,837.7386427,258.6445487,131.5989896,531.1695689,0.591103175,134.5764336,197.8708163,260.3648173,208.5287982,311.0906168,113.5142921,83.57982069,122.2397597,133.3100752
MFAP4,40.07982698,56.31143416,663.98006,35.66725638,0.834214286,37.09604191,37.24311206,45.91415746,44.53422954,32.09641982,31.50049821,39.8588064,40.07982698,41.69171617
PKD2L2,75.82298918,25.59679174,26.55185436,58.18436059,2.788198413,66.38536763,82.26449993,71.29236544,134.3965796,45.50691796,45.76941683,69.01971369,36.36905034,63.581071
LOC102725271,36.20219001,58.25642742,649.8335541,39.06662311,1.650904762,30.78261906,40.19675177,30.02079854,56.92769084,34.03993437,29.93706666,48.74251772,48.28729899,24.33951938
CREB5,90.46028955,106.1457886,127.4924155,54.47988432,0.530309524,646.0510765,21.62868858,29.72958485,2628.853277,481.6967376,45.18307976,37.55572296,343.4763558,75.28516296
EFEMP2,225.7602969,782.4655065,4185.0507,194.6260145,118.1805248,250.7634637,237.9190594,183.9266149,304.5972236,147.3202559,199.6402148,136.844113,158.9022892,155.7999243
FPR1,44.93390259,28.74360967,74.04141983,71.69931417,2.678452381,314.0943506,63.52374236,72.82318944,2635.836229,125.5126004,64.85137003,61.86166966,66.17048947,50.92380414
PAMR1,80.32071224,184.98689,1728.46744,91.04382468,86.29871026,102.957638,118.7407874,93.11803671,173.7763465,47.49199141,50.33038197,68.55976893,114.7364132,222.1072171
