Symbol,naive.B.cells,endothelial.cells,fibroblasts,memory.B.cells,memory.CD8.T.cells,monocytes,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells,NK.cells,memory.CD4.T.cells,myeloid.dendritic.cells,macrophages
P2RY2,24.5928231,77.50678589,26.03481129,27.47561975,0.859984127,308.5820048,26.57846993,45.75382422,48.10588604,274.740079,26.73843107,23.89785195,28.80390055,172.8556105
BCL7A,1190.463759,168.3082417,200.8759547,392.6874595,124.9696618,76.71995581,177.1251137,174.2417884,117.0257081,258.401026,73.02016526,64.16218621,308.5820048,67.39895939
RRP12,36.52592434,45.81220311,40.19675177,31.57319037,1.232539683,216.9049358,44.04965969,29.59829094,80.07459625,134.7099967,105.5408827,217.0819809,77.94045382,130.0120165
KIR2DL1,47.10328836,49.99397116,47.75806748,40.67606248,1.175547619,45.63491744,101.2512492,58.36350027,47.97291882,73.49042581,107.280414,29.02826582,35.87212061,42.88630996
KLRB1,314.4993857,137.9028376,84.58236793,805.7591506,14147.56398,224.245922,4546.487798,12958.15259,935.3620838,5792.94552,19645.99099,11172.94936,140.888786,94.23602907
SP140,1473.459707,116.5663075,79.75146827,3445.203436,1236.09609,212.3982256,593.706162,666.3861472,309.2776601,951.525284,721.8052021,656.8059748,299.8820751,161.6524165
CLC,550.0538591,65.10219462,130.7181118,436.398328,109.5661189,165.3757155,756.112688,158.5221077,24201.04801,344.0955353,1091.177778,301.4057775,316.8539018,148.7081633
VEGFC,297.6350816,729.1778632,4012.735364,211.22946,3.659698413,137.9977266,149.2753357,174.6448575,357.2760876,80.26448851,120.538553,93.41943004,149.5972576,174.0017984
CD3D,316.1605907,344.0955353,143.0785396,479.4010989,18002.47485,214.1314677,14919.9812,17606.64309,1279.07891,14323.23589,742.8928098,13395.13343,242.3752044,207.4057455
TMEM255A,130.1134913,70.89646456,44.84552078,88.69447434,2.187769841,151.5031742,55.97750556,98.6328601,72.49697224,83.77952997,93.59220741,49.76520296,1099.61131,531.5057903
ABCB4,925.7186332,22.90961978,37.29684713,255.2271808,0.612873016,30.68193332,34.02208258,21.73136516,62.1418076,122.3199216,57.34887161,27.06113808,203.3865377,48.59221431
KCNA3,489.437228,62.43655968,54.93652597,443.6659796,1280.003687,211.4309041,1093.454863,636.4229324,91.22364079,470.6067232,808.2831354,921.2567066,60.72729718,141.686623
MS4A6A,741.8209528,720.9881607,153.6545927,502.8476841,2.624261905,12903.09939,215.2966407,261.0500632,1474.270773,4125.217982,156.1675866,269.3892314,4367.568823,498.0882566
CD70,254.6076045,134.741333,150.8570575,415.4429326,231.0065248,162.0511993,239.5332094,209.4110769,233.8389013,360.1007757,200.1991584,484.5529327,644.8244511,135.9349839
CD28,101.604115,44.51163372,32.3808696,91.48491067,792.2814744,53.25384264,557.9950683,365.2748826,38.44211512,169.905907,19.10575069,2035.918514,34.03993437,26.14274831
CEMP1,48.17086651,16.84476408,21.64960689,31.3984659,3.003547619,33.8972429,31.65438925,19.0419963,29.26135349,33.12436486,24.23933883,29.80710242,23.87246801,29.33544382
TXK,519.9598857,129.730559,72.82318944,309.7621935,1371.6377,128.7537149,1410.120822,1202.39772,316.7225708,1069.391184,2441.882334,542.4780057,118.5546201,134.3289207
RENBP,67.97606402,81.40410674,43.29983969,64.09582959,3.649603175,466.4426856,87.85650666,84.82173689,96.73238247,226.2606663,47.25058179,56.59979532,353.2750252,811.2724809
PTGIR,106.3363181,82.15440231,293.8908515,45.70524947,26.08265056,791.7134031,250.6703419,106.4908349,129.6524386,573.2871213,169.3805766,212.2061335,1595.777907,129.5964355
ANKRD55,522.3848867,174.5857698,146.5733576,367.7933952,1221.383194,206.8883866,1457.913974,238.9742996,700.5282137,429.948302,138.8018195,646.9603525,206.2550203,229.2021384
TCF7,142.7723913,61.13655414,195.0751353,267.0636383,3713.268078,54.82181613,2048.535229,2019.016756,211.9585672,1422.826093,257.3231681,1331.31993,117.6134282,90.76721215
ICOS,21.43075657,18.41802304,14.84649305,21.66363275,1630.036589,17.78882371,1068.179071,343.4763558,18.13084936,449.9965672,88.29654908,1909.63499,18.70714288,14.67672206
SIT1,596.7706704,124.0802204,91.12886242,1441.819506,4897.620974,125.704821,971.9714964,1971.609293,215.5229375,1126.338967,133.8301983,1814.336965,380.6368103,149.3201816
PDK1,117.4845066,42.74449249,379.3714903,66.73600122,236.6986908,75.31251359,828.5460151,374.5278988,51.85264423,232.8387945,86.90847959,240.8420954,137.9028376,188.6404371
C5AR2,49.83918412,45.63491744,55.42603314,49.58860822,2.326769841,107.8681342,38.59374527,24.57038446,303.9371986,119.5174155,62.72662208,24.67716285,64.11345036,78.98717376
EPHA1,44.87270951,28.0949878,28.13795182,37.77029839,1.862269841,47.42951638,46.49488752,37.20477348,60.20105498,34.40391699,44.51163372,40.60646142,112.0861845,57.86358357
TRIB2,1257.152707,308.011832,445.7735391,803.0590745,2035.918514,150.0594334,1600.821232,884.4250482,251.5036854,610.00306,707.3783258,1410.120822,327.5198192,223.4671957
SERPINE2,1584.850803,1985.183508,28220.57186,1020.063908,1.353301587,276.5875731,1010.768257,514.9624272,1018.306695,487.8195455,1089.48475,655.4317324,262.2998734,292.1710306
CD80,1560.744115,933.0401142,331.6784991,1228.35999,0.451079365,684.6693653,405.150587,335.6785356,1552.654892,199.3968282,573.2871213,345.5565094,3076.05904,713.7815317
MAGEA11,48.40692325,55.44507454,38.46874013,47.75083577,2.366944444,34.31314105,24.78652966,36.03783272,61.69944454,21.03238389,29.26135349,62.15760894,27.93040048,31.99725962
TRAC,156.682283,41.59430857,35.5614155,114.4523247,335.2591433,68.41952611,247.2750816,301.5861996,168.2687709,138.8018195,75.38790344,314.5644122,64.31324236,53.14919798
RAB27B,20.36251368,22.73188718,28.41507512,18.401571,1.905904762,18.56981381,32.07410556,25.49036498,15.22221367,70.47270182,72.84889999,36.39522428,34.44831714,12.99654518
MMP12,917.5461987,227.6157691,240.1640818,698.5653274,30.81971919,152.5282946,133.9021167,135.624733,732.3377259,119.5701059,159.6325217,142.3578809,15772.21747,738.4843147
CLEC2D,1742.492883,86.47289228,65.96259884,773.8981718,533.2679158,189.8252017,1663.708263,1889.553478,189.8252017,699.7318087,867.2609317,1811.065079,2171.065602,176.3752098
KCNG2,29.19556115,56.49128785,33.55911321,42.91539683,0.568349206,41.21074697,28.41507512,40.2620774,31.93821346,21.68271402,32.88069573,32.31542693,35.41445472,45.65614855
LAMP3,148.0604406,297.1985066,22.84345975,121.2050688,281.1420465,653.4956578,315.6751344,257.8942704,321.3359932,201.5436808,2092.157102,589.3820904,37205.56436,652.7550216
CCR2,518.4205456,154.8265799,132.8539054,448.9245202,466.6329105,2920.496072,158.9620185,345.5565094,428.2453257,398.0920184,141.3572263,562.8764965,217.2736397,206.1829536
FAM65B,7010.986947,25.22622505,195.79702,5817.391109,5309.485831,2654.647623,4507.33824,3469.55456,6743.913791,2611.233289,1991.410648,3366.280426,63.15567005,61.55074021
CCR3,243.2440608,270.5163647,81.02840996,96.87252782,20.7724569,151.5974608,133.8301983,106.8035096,3695.244259,100.2574526,208.7145485,143.6143126,140.9996509,156.4139433
ATP8B4,227.5375751,166.5302981,73.43476295,164.1396541,2.371873016,417.8412516,167.7247399,130.1134913,190.2859168,253.1663947,1586.203078,146.9760322,895.4172956,219.8916219
CCR5,243.0515431,198.5219771,85.90353026,276.5875731,1463.829138,1151.704609,514.0518025,1435.370723,224.4480669,1021.075928,2415.813614,653.0882733,2104.671506,3102.141524
CLEC7A,335.4689143,205.6964584,77.81895243,259.1784709,0.31868254,8722.130313,507.7008913,151.8427376,8257.017523,2302.810277,453.0373033,130.9938915,6499.357749,5269.753657
TRAV13-1,175.0475209,52.26720677,53.29467816,139.3702751,1231.199153,67.29309304,838.850657,635.4560731,233.1470691,380.1508517,77.50678589,926.3167501,57.51060728,56.76739383
KRT18P50,37.97645777,28.43538683,30.07041943,31.32286766,1.351238095,46.78148547,23.21567899,31.44448168,25.67624056,35.26359744,16.84476408,23.91495468,28.91532403,33.18777197
TLR7,119.207029,17.96329,16.81478472,157.763358,0.969738095,969.9489489,29.86922833,24.9745201,24.79354421,415.6229371,75.73367601,24.54238473,94.52730775,76.30370881
FGF2,70.58979604,152.4849633,1773.526175,51.34149864,1.01902381,33.90843907,42.41266793,33.69413655,50.25485827,24.73491774,18.75918505,24.35058251,23.6991093,25.25583871
ABCB9,26.55185436,54.60245002,52.55081489,43.88423508,2.923055556,40.67606248,32.86662842,55.63412336,45.19636908,45.07470743,28.71071699,40.40392501,153.1179586,75.38790344
KIAA0754,22.80514846,94.82889383,47.2333119,26.89601417,121.5193204,90.03229176,111.2569456,57.13582121,14.03600981,260.5354962,252.8111288,16.19157693,22.56245337,32.2505813
AMPD1,597.1204358,229.8903029,180.6488886,485.801725,2.541436508,200.3559666,178.2551246,174.6669564,493.9848165,147.2906027,111.15474,154.2055367,178.2551246,189.7126248
BACH2,6376.400752,382.877979,116.0961055,1981.114802,550.8001261,103.6961216,1985.183508,1144.213541,328.0947295,1122.879574,821.2485938,685.0502813,111.6577871,121.6508568
GSTT1,27.98504083,105.7332793,336.7282877,28.73327565,34.70625599,51.24451147,37.28369846,60.42008927,39.67912009,162.9710516,34.31314105,28.45282227,952.8899302,180.3865476
LTA,26.27706265,30.87928422,24.7066046,25.64917594,426.4086411,31.33993828,49.16347154,99.67474855,32.91567341,167.6653854,4953.675036,4397.829088,27.70243452,29.83926022
LAT,56.11610699,111.4882524,65.18179548,50.72996435,4658.572183,237.5234694,3600.711317,2881.724406,105.7332793,2025.619375,1294.115716,2010.085414,111.6043825,812.8893828
CAMP,52.09740038,48.52247358,47.10328836,47.41009365,3.686285714,89.22531773,445.4204296,67.57419519,2267.771661,468.9041125,3279.880499,51.94378153,65.40528012,190.1468843
CD1E,50.30660545,34.56320528,28.904664,51.61387463,1.707285714,111.997598,27.15376024,67.59385732,56.49128785,86.16456167,39.37258814,48.85667836,4143.28904,74.755742
FAP,226.2606663,50.33038197,3105.0064,233.5066607,0.732507937,50.16525464,31.69136082,37.62303816,231.7917814,58.12668166,48.33638729,62.257475,85.56486755,88.40940997
HCK,499.5548514,86.11488577,100.9139443,1127.617438,123.572153,10956.65108,984.7799554,198.9331266,19645.99099,7010.986947,722.4150674,144.0457751,4751.033349,5413.214488
MNDA,91.17076785,49.83918412,14.01665685,523.1237188,59.85367683,18773.72286,282.9670192,130.1880803,43292.85997,6588.107933,1565.788679,19.09014054,5121.001769,3849.338513
STEAP4,21.45062693,18.38514799,34.51024015,39.98857417,2.108563492,229.9420758,15.97236946,14.42800108,861.6344424,69.193003,36.45205624,36.13820393,105.039383,24.99914107
PRR16,39.94666634,47.51283781,1578.91594,51.73944219,0.948269841,220.6172612,7.640414578,9.833420183,41.9611272,42.6442255,15.37644122,11.94665403,17.92905749,75.97903818
IL5RA,18.05892667,10.99848063,13.70009518,19.52706297,0.924730159,20.97878672,38.29801957,16.94980297,203.0658078,24.95981908,18.13929287,20.33306842,23.88398205,17.89998328
GIPR,17.59309099,22.9979853,32.72415169,26.4999423,1.262873016,28.904664,28.68574791,29.19556115,16.21807977,209.1446684,27.4323707,23.60312344,22.64349462,21.96628354
CXCL3,108.3709367,792.2814744,56.80846098,77.31256831,2.310269841,1611.672235,31.0202394,58.56513985,86.16456167,64.20733748,54.12420012,63.21713221,424.7014782,1901.230381
KIRREL,35.14711749,131.3089518,272.7818674,44.76487004,0.731357143,35.88787675,46.27420148,68.87172433,31.40546011,25.93763249,29.54971415,21.85747489,27.98504083,23.3161713
BTNL8,35.32936819,1114.824378,54.27480313,27.66536524,1.777849206,41.79113064,33.18134767,29.20809616,2146.897093,26.69437918,25.7082927,43.96604814,43.57872232,52.38109576
RASGRP3,1158.026361,313.9396814,54.04603896,909.4225004,1.052809524,29.65818224,37.1858661,38.67610291,23.98410227,180.3342033,160.845614,24.46347453,1300.513157,1157.218135
TRAT1,29.91313386,62.35606746,20.31617224,63.88140371,6486.745026,48.10588604,2142.504802,1280.435905,63.12638422,949.4226456,86.2716033,2941.055292,43.72097974,39.66516218
GRAP2,26.10079171,17.32516555,26.53271138,27.89353446,411.331367,24.64923695,197.7500758,483.6576433,27.18645211,685.0502813,484.0975093,372.014712,18.68478196,22.50989242
KYNU,65.10219462,8.241149775,17.02557765,57.09657873,0.654722222,92.6329601,38.09350442,15.39200573,15.39200573,66.82131127,22.71029544,18.54029861,76.17364189,100.450086
GPR171,89.7448048,32.31542693,47.51283781,58.92480557,3613.264852,37.97645777,820.5895689,1455.675372,101.3706681,1715.869595,1463.024469,3243.534658,1218.558309,39.27146967
CD40,587.8989351,121.3825625,59.72181703,504.7917547,1.322857143,158.7522537,90.1423338,74.52966279,34.80808665,148.1897168,158.9620185,36.24012667,773.8981718,270.5963176
ZNF165,21.03238389,11.31176571,9.507077359,15.55223847,1.271293651,10.44995781,15.65674553,10.02761052,10.16103359,45.14479887,13.50617716,69.9861159,9.335867495,9.833420183
TRAF4,216.2767827,305.8423602,261.6161041,840.9712045,40.5925269,43.55713248,104.9075426,122.7237074,48.53830118,156.1675866,197.1596552,361.8329035,122.3842168,76.74658007
QPCT,45.39658443,215.2966407,397.9432688,62.23643242,1.406412698,2116.691611,65.66333829,57.09657873,4633.555556,879.6270923,122.2397597,95.924289,1904.580129,4031.733559
ZAP70,38.00550953,53.67322951,42.9933484,48.71607905,6238.785257,82.58117914,5000.423328,4524.491737,111.9097822,2619.841671,4684.022102,2535.848166,55.86365931,47.73399198
PLA1A,63.90265538,143.9498285,49.50202011,66.0086483,0.963142857,118.9293894,28.80390055,35.41445472,52.6990183,21.82160755,54.49466825,23.17817485,870.6054356,78.1930431
MEP1A,63.55399878,71.62258733,25.86847084,41.30589469,1.69415873,35.82302136,33.29993242,43.47862837,52.26720677,40.35988656,41.5679942,39.12265123,118.5224253,59.52657567
ZBP1,96.00104786,23.96999211,42.04619901,135.4607611,475.2962689,67.57419519,203.7016824,283.8586828,267.7549336,346.4131288,602.7455454,295.36811,40.7129433,29.64708325
PDCD1LG2,24.69366886,23.73804748,376.6075151,24.93588267,0.497642857,24.51983214,28.56882551,22.96752155,26.40467346,32.99408103,30.30743093,33.21654794,1089.130355,85.86525126
CD7,32.40873778,17.11811039,17.91672613,37.7932511,2342.161258,35.07041689,3731.646878,2615.763372,41.76797311,789.7124,1689.593284,1778.49713,31.83875873,26.60282828
ARRB1,42.44685322,234.1760516,49.47145938,29.22649311,1.295166667,611.9090492,58.03875553,55.34174747,93.2919211,347.1268606,297.7381627,46.70432778,151.9596707,440.7521546
PSG2,1065.914085,101.604115,782.0081109,411.331367,19.15698734,186.1389554,138.0386112,159.9509638,456.2131272,54.68345692,119.8911131,195.315709,109.4216242,124.0802204
GAL3ST4,308.4944552,206.7448034,473.9783423,357.9880099,542.3043804,151.6253308,934.402619,595.1648803,390.5109828,358.8140799,111.4555782,348.1411576,288.4995087,210.7547072
PIK3IP1,4026.073554,454.6548976,408.7345762,1530.563762,837.9709533,796.355786,9377.239407,6051.449854,847.8948008,1338.719045,1881.079459,4198.677119,339.6226457,257.4690641
SIRPG,216.3550092,225.275176,118.719392,298.065626,28.14680464,175.1118801,1816.44703,2211.371252,287.9610708,855.0892672,189.3223612,1437.400796,143.4192726,123.9209927
PTPRG,43.66298482,603.7016217,698.1843124,74.11805585,0.20334127,18.16828002,14.91106719,12.92977223,160.0114622,40.047791,14.96693099,11.14865456,20.09195455,14.12583009
NCF2,305.2229589,46.38509943,185.8045793,616.6592813,257.5225313,23116.55665,777.6377867,149.7149355,36198.15101,5561.218718,774.2234335,176.5061633,17787.91372,29420.53293
PDCD1,197.8153642,198.1911158,229.9420758,223.0842691,270.6386132,257.5776059,235.7553069,271.5863958,341.2532067,244.2646306,177.9697619,339.8481213,185.7356265,203.5263143
GNG7,1317.71455,79.07466343,129.699664,2276.832095,87.42222343,206.3000306,219.6778688,228.6711873,771.0301057,510.8862655,96.25559749,196.5739955,250.3094143,165.3757155
CD38,422.7814938,146.0324902,160.245403,980.9251653,147.9781747,244.580328,567.0999421,573.8757171,283.4306266,492.0572325,3873.182502,518.6846205,3699.990398,75.86858159
ST3GAL6,22.37112225,29.18101596,20.07294533,15.62558393,0.219492063,39.03458622,10.25686385,12.61739159,33.15283897,22.3513218,14.77181682,10.55224434,61.13655414,42.00600575
FCGR2B,3455.352004,145.6809893,74.07399436,3691.113345,3.136698413,679.605949,175.2169368,99.81045179,1386.710697,466.4426856,281.783877,63.77083686,1552.654892,1292.278286
FZD2,75.68715266,174.8114276,1363.873348,41.64241143,0.707738095,710.9802658,78.87435187,44.40577771,46.5549943,740.9207233,44.18416373,39.28543776,1183.77431,209.6051338
TPM1,53.05733639,68.51468308,2322.864732,38.46874013,1.315222222,29.05553783,19.68172026,43.93185715,102.7889012,46.10418763,35.77574178,89.56782619,70.87295981,27.46467585
MMP3,529.8000939,221.8005256,6102.637887,335.3530682,3.066460317,122.5362123,83.73897092,140.4928747,515.2129763,50.92380414,100.8844298,176.7608215,111.2985825,134.097966
GZMK,368.2967667,108.2039806,151.3401273,585.7661708,4796.07351,149.4805548,3099.386889,11275.11645,806.6358689,4174.900368,2225.053143,4641.870619,133.110336,134.741333
FAM198B,47.59087132,2794.63687,164.7287944,46.91913683,1.064253968,1118.020092,62.97886383,15.22221367,19.98192989,149.2753357,48.40692325,25.09565614,1027.081369,869.2770713
FCRL2,5605.174307,244.4130933,96.22177849,4591.63207,1.347865079,207.6112722,248.6902013,154.3785496,299.5974789,289.1937778,117.9718901,156.9692171,204.9815762,188.9220724
CR2,2274.887226,44.01053148,31.0202394,1182.785394,1.317515873,84.63560753,253.7390127,436.9320365,47.04603378,301.5861996,88.43091943,108.6954622,71.92654551,61.76007932
COL8A2,52.56107449,83.95438168,581.7140637,54.12420012,0.776674603,222.1072171,30.00403472,29.97928026,47.41009365,165.0831463,34.80808665,31.23830676,200.7512292,1811.882888
PTPRCAP,6130.520399,48.33638729,41.10229092,5578.396058,8533.299909,103.3729107,5197.147289,6573.132161,205.5180754,4853.942638,4082.299038,4982.137456,95.16075797,63.08469001
IL4,23.68253719,31.15217615,17.71610767,19.81642019,0.638412698,18.10616684,18.5531311,19.40228926,27.47561975,32.27494253,27.71285464,214.638813,16.17207036,18.63223562
HPSE,64.62125952,118.8796097,125.8843233,68.84916611,319.2479741,1745.313104,123.0621122,183.3227425,1186.164719,744.6574128,151.9596707,710.1183394,64.43056678,284.6063233
IL1A,499.067216,174.6448575,106.6226912,316.9775958,1.423690476,179.1338974,107.9242739,151.722101,461.2901145,94.23602907,230.3226087,189.6621459,290.3978009,296.3396137
CXCL10,1160.507498,385.3541926,260.2922049,700.7491509,121.3825625,901.9167822,297.8227145,281.9730501,912.0692469,361.4971083,8257.017523,646.5277755,22171.10856,301.5861996
VPREB3,4910.676755,108.4564706,113.0759262,3427.053204,40.76751027,172.1355205,192.7150084,108.6255503,156.0770623,611.9090492,110.6153152,169.3805766,133.9021167,132.3438856
GYPE,92.52055074,46.36359799,63.41352517,122.2865075,0.193801587,31.28702729,43.74155236,65.70771996,99.03676149,59.9156232,49.53777745,36.51199716,50.18312737,49.52386625
CD19,8163.503847,106.5975054,126.7260705,5544.619039,55.28141591,214.7642666,177.4348121,208.7931694,297.9516167,749.6778331,110.7406768,121.6508568,187.2888583,159.3555201
CD6,40.89866032,38.0241513,48.21865939,53.18537168,2.225222222,48.92071264,2855.880719,1504.347402,51.95993264,411.43752,284.6507916,1905.666326,48.05898751,42.86610004
SIGLEC1,42.54823563,29.09842545,31.62602035,34.91209532,0.746412698,318.8051411,26.18293098,31.28702729,52.81985337,327.2884502,27.8036746,25.10820862,3009.691703,76.09359497
SMPDL3B,10.35613761,13.81333216,11.53975477,10.02761052,0.504809524,13.5201596,13.66351659,11.87221991,13.34316678,18.5531311,20.86816572,11.90911146,11.99443503,12.83523477
PRR5L,208.8426499,138.3079063,229.0704759,257.1507755,0.509095238,154.0983879,272.3648359,386.8000678,280.8284402,425.5045996,1314.169832,259.8086174,116.1151033,91.76537792
MAST1,23.3161713,21.43075657,32.33244134,29.27905879,0.582222222,23.53939574,19.0419963,20.49883627,46.07380954,22.00723872,21.53966752,19.87305847,18.26274319,21.32519066
GALR1,9.616476521,11.36233726,14.9819145,25.32953348,0.818460317,12.99654518,18.86372808,12.09432673,13.91383135,53.52778833,14.83170324,12.87755349,10.08725422,9.717303983
NPAS1,28.5984781,19.97237229,105.6553845,22.16354157,0.902015873,22.60394563,39.0070618,32.8081364,43.15236831,32.91567341,17.08707179,27.00458072,24.73491774,27.36788921
ADRB2,746.8463446,734.8384198,366.2817874,733.9459806,523.4392983,941.135733,595.1648803,1222.499319,890.7310401,1053.745286,2716.568576,500.8582273,252.1911249,252.9908477
CD1A,2411.148827,811.8290253,295.2768089,1452.799325,122.5011148,515.5102498,448.230515,357.1242345,1268.034153,202.6630574,291.7125467,300.0430811,21090.60952,402.4263587
HPGDS,367.692221,322.0682919,89.51727264,410.1037372,20.45663184,119.5701059,326.1528928,179.5981131,426.7172856,156.8184382,280.0492477,185.1804901,306.563759,460.3217093
ZNF135,77.7461892,37.55572296,60.20105498,22.75908393,0.50947619,16.93570301,27.83746124,64.67463116,14.30888299,60.20105498,91.25243815,10.96189268,16.71203873,22.19758225
MYLK,62.1134683,390.6762555,3731.646878,55.3871184,0.668309524,74.61293122,72.86736747,78.2518036,53.59807456,696.9870087,45.97711247,39.27146967,107.1564486,205.1755699
DCSTAMP,242.1847752,473.9783423,117.6134282,185.4530284,33.44244152,203.7566582,116.7183051,149.2753357,610.9346619,48.45737755,180.0996931,145.529178,1354.593109,5067.654269
CDC25A,27.89353446,68.31572126,146.8435713,24.92640548,0.540738095,22.57627185,20.33306842,21.71787729,23.18782592,23.89785195,154.8897334,322.939745,24.7066046,33.77735118
HLA-DQA1,339.6942356,30.60276622,22.27753398,121.3443725,1.625539683,130.9269566,67.06888021,99.14032774,58.00368168,544.5312428,38.79026366,26.40467346,1890.854383,175.0475209
RGS1,11.20367263,7.93134935,8.071110558,38.11065598,3.181531746,19.97237229,39.44553053,50.44025809,13.15023337,55.2510201,52.55081489,134.3965796,89.19179444,28.02432934
LILRA4,165.1817044,97.10042097,53.96019013,349.7097932,196.8201914,197.3315757,157.6901372,58.44131288,268.3340964,507.7008913,69.01971369,182.1510921,113.7997934,147.4994485
BRAF,1362.326349,903.6946203,254.5467659,883.7207016,156.746221,379.8240927,329.7598863,297.8227145,972.4488463,223.7836976,314.8082294,276.1577093,322.3226933,379.8240927
FASLG,532.9585167,108.9603297,154.5370054,388.7189446,99.58062659,169.905907,256.1359654,288.6068681,511.7408555,320.0370859,3125.646868,673.3484373,121.941724,168.2008956
PGLYRP1,49.39958617,42.04619901,23.675393,54.09457572,2.374222222,29.40359645,35.70121681,24.1059448,1617.259548,153.4270869,509.642992,42.92958983,27.97616095,31.09459063
NTM,36.20219001,58.25642742,649.8335541,39.06662311,1.357801587,30.78261906,40.19675177,30.02079854,56.92769084,34.03993437,29.93706666,48.74251772,48.28729899,24.33951938
KRT19,14.69418136,63.37196731,1201.902838,13.40247476,0.208484127,13.50617716,13.15023337,12.37425334,15.33733768,14.77181682,23.85779915,12.2745832,13.75337522,11.81090934
FCGR3B,306.8181302,78.3806516,48.52247358,120.6870014,26.35628772,1090.442849,809.6763588,571.9100561,29420.53293,625.9885672,1824.937182,107.3739563,400.1383029,901.4110327
CD1C,1294.115716,38.77825758,34.44831714,3771.50174,39.12265123,757.2964177,50.24264934,60.44295096,343.653365,1203.000544,76.09359497,123.4113565,10585.11911,35.96841555
WNT7A,38.75560051,105.7886759,101.5275554,44.10892235,307.6018701,150.1292299,280.2657807,212.6532802,51.28003659,113.5445044,29.74768744,231.1252626,60.79810768,106.7639031
TENM3,41.27734465,94.16201779,1064.724117,30.80961491,0.498603175,38.0241513,88.16728197,27.99606594,67.33509202,48.52247358,26.31517919,40.91169037,39.94666634,48.99745248
MANEA,20.68997603,96.40595822,195.9990511,62.8820574,1.954222222,112.9147064,96.44025013,120.2036277,8.739507867,183.0974776,236.8279722,532.7147696,188.9866172,227.0637197
GFI1,52.49545359,63.95017922,33.77158965,48.75166567,577.8504213,43.77912115,184.733907,465.7533814,55.5331721,321.4337701,694.2173821,871.6068517,105.0937092,63.02678302
CCL1,20.60602426,37.7932511,21.61749243,21.19027904,0.543563492,315.5841302,21.71787729,22.60394563,20.68997603,23.85779915,382.7726678,85.97303907,1264.306626,85.6878133
COL1A2,247.9638836,809.9804597,27756.83543,146.5733576,1.601666667,79.15967705,79.89521757,55.02319941,219.7392752,23.04745621,69.78606335,91.4579572,84.24017517,67.35745922
MAN1A1,382.5422242,423.1825613,550.6484522,578.1767851,337.6164206,387.9109226,255.1160539,421.7948743,889.9065124,209.1027825,506.6341717,642.3080926,618.4659054,902.1930532
SOCS1,27.74378963,21.89592153,30.16134002,22.62568088,0.598444444,27.72411547,36.6337107,66.19531743,22.92261312,23.42224075,48.99745248,35.07041689,32.48643929,36.55211568
ITGBL1,24.15318472,32.64120216,2081.553347,16.5035274,0.278365079,14.41310128,15.27504888,16.51987283,67.12563709,23.675393,15.39200573,14.44531525,23.91495468,12.67805812
AQP9,42.9933484,123.7803112,25.44512909,32.22635642,1.157253968,4164.931764,67.67907988,30.47318158,26243.33218,726.799307,520.1766849,29.70958337,2322.864732,7790.463062
MFAP5,8.530476105,12.61739159,2431.799957,19.6973746,0.159126984,11.61996075,5.97336282,8.241149775,8.530476105,7.640414578,15.25418704,5.97336282,7.93134935,6.705422106
GPC4,205.3033292,298.514687,211.4309041,97.27199986,1.168563492,107.0742607,48.14969414,79.0181064,194.2017402,64.79982421,84.31452882,121.1362021,266.7379737,1976.95956
CD5,365.1857155,1052.551424,254.8932086,255.905275,3195.308425,299.9490517,2456.637806,1335.709119,289.5133198,550.9230477,291.8472627,1823.775712,263.6769642,355.8838519
FAM124B,41.57935875,2191.127981,24.72642847,31.77862523,52.12211328,54.58363836,44.45005945,30.29355233,49.60710877,90.50323903,42.07095327,37.0654834,40.9980594,45.81220311
PTGER2,80.17058114,52.07839194,609.6085604,71.20455893,6172.607763,1733.443394,1417.022221,2817.542868,227.7565499,1488.084731,6573.132161,3912.876983,1120.593415,935.1128526
S1PR5,18.94186354,15.39200573,17.98465092,16.01506261,0.337198413,17.70667158,30.9882515,136.9640772,20.62835404,210.9224669,726.799307,15.7202091,15.9296537,22.25025005
IDO1,275.8167353,426.0260184,214.1314677,418.0999752,62.06083901,1640.267493,550.6484522,390.3878828,908.8270163,309.4974939,3779.260267,306.0056165,36741.21765,628.2786863
FAM174B,186.9742861,586.9990601,138.0593508,109.203922,32.53466426,87.6160743,150.6933187,155.7038717,178.178698,108.9021371,64.14873668,148.6087577,79.95272954,88.50370914
LUM,15.5293642,76.20056724,3528.787065,46.79977579,0.175634921,20.70461935,9.833420183,8.388624375,15.37644122,7.358372678,7.358372678,9.164231224,208.2379223,12.48171575
IFNA10,1498.47475,499.3465721,142.6902382,1078.682101,48.25637167,189.3223612,212.9624411,186.0785211,857.3810867,105.4188911,174.28229,129.4564948,117.3021726,91.37614347
EMR1,478.9626653,773.2872263,212.8120966,362.9001448,588.3302267,2205.906974,908.3199351,303.3965075,1901.230381,1045.060375,872.078966,398.0920184,262.4556646,312.4364342
TREM2,41.4512203,135.8555852,52.81985337,42.90375942,1.509849206,59.13046928,44.36997457,42.40287934,99.84580884,38.46874013,31.46390146,33.02772989,7605.935837,3593.910768
CSF1,22.75213722,41.16050897,76.85145203,23.57300155,2.128198413,79.56252742,37.63952771,30.89605455,27.25568722,22.47700838,33.64388427,168.8567114,253.464326,688.8909123
