Gene,memory.CD8.T.cells,naive.CD8.T.cells
DOCK9-AS2,2.215087948,2.947415362
DOHH,3.171265283,3.026261408
DOK1,3.963548844,3.14093859
DOK2,6.795742849,4.911727901
DOK3,3.313794262,3.076528899
DOK4,1.603848963,1.912966526
DOK6,3.075412668,2.256061613
DOLK,2.1586358,2.270529255
DOLPP1,2.914263781,2.394596381
DONSON,3.26114428,3.225053558
DOPEY1,5.572376303,6.00637006
DOPEY2,5.625410967,5.467774475
DOT1L,5.793564831,6.047905589
DPAGT1,4.332296074,4.209295973
DPCD,-1.847713251,-0.448635238
DPEP2,4.794997645,5.115801765
DPEP3,-0.657034196,-0.356827283
DPF2,5.374364893,5.083390283
DPF3,1.494064209,0.677470399
DPH1,4.694343358,5.062756999
DPH2,4.747941705,5.056509028
DPH3,4.322693805,3.804509779
DPH3P1,0.566092098,1.559429848
DPH5,5.243081603,5.672294739
DPH6,2.372289393,2.591825046
DPH7,5.207001064,5.344983235
DPM1,4.987574051,4.676673262
DPM2,4.219537824,3.862962056
DPM3,2.914263781,2.910940181
DPP3,4.783376764,4.437993736
DPP4,6.507294635,6.872752361
DPP7,7.384510646,7.038838354
DPP8,5.740463805,5.996612704
DPP9,6.453315119,6.339659079
DPP9-AS1,1.645525773,1.817666226
DPPA4,-0.149693634,1.215055743
DPY19L1,4.694343358,3.261724355
DPY19L2,0.381099131,1.410616598
DPY19L2P2,3.419676315,4.104176089
DPY19L3,4.436876649,4.936889714
DPY19L4,4.542681465,5.068978028
DPY30,3.736506141,3.476628487
DPYD,6.230951704,5.992254828
DPYSL2,4.512028387,3.624745647
DPYSL4,2.601338003,0.492371966
DR1,6.594332005,6.339659079
DRAM1,2.321768514,1.856544982
DRAM2,5.201772244,5.453579567
DRAP1,6.012437973,5.971373229
DRAXIN,-1.847713251,-3.226208962
DRG1,5.029496235,4.963847541
DRG2,5.411075219,5.137669646
DROSHA,5.665212424,5.951307909
DRP2,-1.633184056,-6.563717529
DSC1,1.907747504,4.317760684
DSCC1,-0.4673983,-1.337427753
DSCR3,6.182226108,6.098451309
DSE,3.370815858,2.938382657
DSEL,4.28692837,6.047905589
DSG2,-0.4673983,-0.448635238
DSN1,3.636707797,3.339261959
DST,1.665921217,1.090121962
DSTN,6.423678346,5.509539961
DSTNP2,1.99093515,1.357393802
DSTYK,5.646090723,5.928680832
DTD1,4.77401219,4.365715697
DTD2,3.605370574,3.932846748
DTHD1,2.947965795,0.279980721
DTL,0.522019856,-1.337427753
DTNB,3.951138037,4.108209125
DTNBP1,4.548185449,4.418637919
DTWD1,3.692449066,3.858180476
DTWD2,2.879755603,3.187426288
DTX1,2.835426235,1.215055743
DTX2,4.130616269,4.205536206
DTX2P1-UPK3BP1-PMS2P11,0.877238591,1.357393802
DTX3,4.66424627,4.957155161
DTX3L,6.212871906,6.075976098
DTX4,2.6118889,1.817666226
DTYMK,3.455265464,3.339261959
DUS1L,6.895732029,6.931403755
DUS2,3.377014681,3.261724355
DUS3L,5.060638781,5.387085619
DUS4L,2.989015481,3.101020748
DUSP1,9.17916297,8.445924162
DUSP10,4.332296074,2.134780282
DUSP11,4.745548132,4.31427355
DUSP12,4.738343496,4.716845969
DUSP14,2.693628254,2.713298974
DUSP16,7.746547555,6.475429215
DUSP18,3.052358237,3.399741573
DUSP19,0.522019856,0.988766428
DUSP2,8.480069328,6.449437122
DUSP22,5.943105331,6.113577001
DUSP23,4.233270121,2.854437761
DUSP28,2.187137976,2.226683662
DUSP3,4.012151213,3.706826254
DUSP4,6.109633199,-0.448635238
DUSP5,4.338662264,2.036621688
DUSP5P1,-6.563717529,-6.563717529
DUSP6,5.33351208,4.618483202
DUSP7,5.079766927,4.818806096
DUSP8,3.843339615,2.625981468
DUT,6.043946914,5.850185357
DVL1,5.869172767,5.75178615
DVL2,5.24138379,5.467774475
DVL3,5.534056814,5.393709426
DXO,3.697411265,4.050694092
DYM,5.243081603,5.403588461
DYNC1H1,8.332383831,8.632500976
DYNC1I2,5.778424246,5.538222128
DYNC1LI1,5.357221983,4.86720539
DYNC1LI2,6.082389348,6.169650412
DYNC2H1,3.300810802,2.910940181
DYNC2LI1,1.958233414,2.102797108
DYNLL1,4.77401219,3.66363173
DYNLL2,6.333322955,6.205857373
DYNLRB1,5.43057672,4.904788735
DYNLT1,5.383630419,4.421881976
DYNLT3,5.366597904,4.798982403
DYRK1A,7.740249842,7.931056707
DYRK1B,4.202186574,2.974179032
DYRK2,7.379116288,8.138523452
DYRK3,-1.132873601,-6.563717529
DYRK4,2.817305935,3.109093164
DYSF,3.75089784,4.0338311
DZANK1,1.907747504,1.93129379
DZIP3,5.231154736,5.274954406
E2F1,1.941600309,-0.189073976
E2F2,3.413658491,0.160778315
E2F3,5.83805594,5.839308165
E2F4,6.748113908,6.607371384
E2F5,0.650392236,2.34076806
E2F6,3.741319343,3.393145467
E2F7,-1.847713251,-2.689621794
E2F8,-2.793838948,-2.689621794
E4F1,5.171778872,5.054420343
EAF1,5.959721193,5.635042944
EAF2,2.622363195,2.34076806
EAPP,5.758382192,5.564878593
EARS2,3.466936055,4.120241026
EBAG9,4.351310981,4.042287234
EBF4,1.042345784,2.313081527
EBLN2,2.514032224,2.484218018
EBLN3,7.299359207,7.711707213
EBNA1BP2,4.47204911,4.300240108
EBP,4.436876649,3.95540909
EBPL,2.844401746,3.164369677
ECD,4.931819745,4.99467461
ECE1,7.69692825,7.113466868
ECE2,1.073215119,1.023348856
ECH1,6.52484813,6.531315464
ECHDC1,5.617578992,5.59680372
ECHDC2,4.633507903,4.753357347
ECHS1,4.991619537,5.043931319
ECI1,3.755663346,3.366455262
ECI2,4.497876916,4.768726578
ECSIT,4.981484471,5.091561673
ECT2,2.321768514,0.720258627
EDA,3.900398789,2.702668955
EDA2R,-4.181418243,-1.524577687
EDAR,1.705866972,5.37542027
EDARADD,3.717091126,0.442133029
EDC3,5.124665526,5.35350258
EDC4,6.646579999,6.783518549
EDEM1,7.60022666,7.248861263
EDEM2,5.355653388,5.031242991
EDEM3,6.642726365,6.652947554
EDF1,7.456524649,7.216068384
EDN1,-0.381176361,0.988766428
EDN3,2.939613813,-2.299394161
EDNRB-AS1,-0.559102639,0.279980721
EDRF1,5.448347091,5.650335895
EEA1,5.521520492,5.997700119
EED,4.550929586,4.0338311
EEF1A1,14.66833966,14.8433868
EEF1B2,9.658663128,10.14873712
EEF1D,9.613190866,9.645288594
EEF1E1,2.456655259,2.835100933
EEF1G,11.70452395,12.10831938
EEF2,11.91961056,12.08036399
EEF2K,4.983517188,5.553092039
EEF2KMT,2.054195497,1.875598391
EEFSEC,4.891252189,4.954917451
EEPD1,4.01612846,1.736616907
EFCAB11,0.47655873,0.917010697
EFCAB13,2.456655259,4.116241532
EFCAB14,7.711411599,7.504706707
EFCAB2,1.645525773,0.988766428
EFCAB3,-1.633184056,-1.739675656
EFCAB5,0.049731782,-0.038810595
EFCAB7,2.931213198,3.092902909
EFEMP2,1.782586076,2.835100933
EFHC1,3.339415824,4.31427355
EFHC2,2.007012184,2.637189572
EFHD1,-0.149693634,1.58280536
EFHD2,7.228280999,6.29170199
EFNA1,-1.633184056,0.988766428
EFNA3,0.049731782,-1.337427753
EFNA4,1.494064209,1.122384237
EFNB1,3.333052966,2.270529255
EFNB2,-0.4673983,-1.171791271
EFR3A,6.443011358,6.253065359
EFTUD1,4.764586432,4.60427549
EFTUD2,6.397999376,6.231966507
EGFL6,-4.181418243,-6.563717529
EGFL7,-1.132873601,-1.171791271
EGLN1,6.156331256,5.802446912
EGLN2,2.038638557,2.648311272
EGLN3,1.350244111,-0.765369245
EGR1,5.513102012,4.838361084
EGR2,2.663516088,1.715622591
EGR3,1.907747504,1.436509363
EHBP1,4.567285694,4.876693413
EHBP1L1,7.681672159,7.53123302
EHD1,8.263790089,7.993165972
EHD3,2.808159718,2.775484988
EHD4,5.421608772,4.745610893
EHHADH,0.168846794,1.330027528
EHMT1,6.401044262,6.645335172
EHMT2,6.184878549,6.497121728
EI24,5.301280291,5.436038396
EID1,7.767638498,7.010567296
EID2,3.900398789,3.789519025
EID2B,2.054195497,2.070088792
EID3,3.15692692,3.202595162
EIF1,9.865005475,9.524113306
EIF1AD,4.967174688,4.724747998
EIF1AX,7.246169904,7.514996146
EIF1AY,1.44769913,-4.090114912
EIF1B,5.496116232,5.262342088
EIF2A,7.050148858,7.218868629
EIF2AK1,7.253348058,7.308353611
EIF2AK2,4.716511163,4.927790658
EIF2AK3,5.31909682,5.306888673
EIF2AK4,5.263301025,5.523197356
EIF2B1,5.936824711,5.891722744
EIF2B2,3.507055319,3.068271673
EIF2B3,3.546089044,3.602045195
EIF2B4,4.534385917,4.690188839
EIF2B5,6.092783876,6.096422515
EIF2D,6.032211558,6.554408379
EIF2S1,5.718663779,5.426379822
EIF2S2,6.203310331,6.14924447
EIF2S3,8.408682949,8.911829774
EIF3A,8.433244881,8.091679561
EIF3B,7.189624258,7.209043899
EIF3D,8.193967644,8.34016097
EIF3E,9.213558197,9.652901222
EIF3F,8.561588956,8.559082616
EIF3G,7.829687207,7.795692339
EIF3H,8.471585768,8.798936618
EIF3I,6.877265192,6.685703062
EIF3J,5.739261296,5.605389345
EIF3J-AS1,3.383186982,3.690779478
EIF3K,7.865950089,7.84546424
EIF3L,9.229168743,9.502825849
EIF3M,7.218821339,7.358734572
EIF4A2,9.174833129,9.390060406
EIF4A3,5.274966134,4.83349713
EIF4B,10.05718327,10.37312786
EIF4E,5.385168904,5.448816724
EIF4E2,5.810839549,5.40030296
EIF4E3,6.42666957,5.734930826
EIF4EBP1,3.518315992,2.5685964
EIF4EBP2,7.822891695,7.684616501
EIF4EBP3,1.103437757,1.58280536
EIF4ENIF1,4.936024402,4.803963921
EIF4G1,7.795095658,7.752862492
EIF4G2,9.715796268,9.264795075
EIF4G3,5.588492408,5.556047717
EIF4H,8.259812108,8.141724124
EIF5,8.173858492,8.150306191
EIF5A,7.539347806,7.315784072
EIF5A2,3.887430164,3.254464385
EIF5AL1,2.1586358,1.949391152
EIF5B,6.602952114,6.495583033
EIF6,5.547859479,5.260531294
ELAC1,3.234080775,3.561439095
ELAC2,5.721102335,5.928680832
ELAVL1,5.694048797,5.459905664
ELF1,8.348048777,8.144181357
ELF2,6.015421343,6.067715698
ELF4,6.296188751,5.813604514
ELK1,5.630608762,5.466204142
ELK3,6.664428757,5.768446821
ELK4,7.166996675,7.710712872
ELL,5.471705473,4.941417811
ELL2,5.49896112,3.543680407
ELL3,0.730037271,0.761814287
ELMO1,6.330131569,6.333643256
ELMO2,6.56883536,6.095407047
ELMO3,2.853321763,2.873518837
ELMOD2,4.578087649,4.750779814
ELMOD3,4.421964549,4.615652831
ELMSAN1,6.626557831,6.70513838
ELOF1,4.842808256,4.209295973
ELOVL1,5.259950739,4.512920167
ELOVL4,-0.080110172,0.442133029
ELOVL5,7.541763954,6.526049377
ELOVL6,1.42394557,1.384250618
ELP2,6.069050702,6.318057817
ELP3,5.497539377,5.031242991
ELP4,3.938619538,4.395722945
ELP5,4.588809326,4.595683213
ELP6,3.615892129,3.425828493
EMB,8.538097185,8.015616741
EMBP1,3.15692692,1.797826756
EMC1,5.514508508,5.557523289
EMC10,6.649143381,6.581495584
EMC2,3.779257573,3.799530148
EMC3,4.743150582,4.112230919
EMC3-AS1,1.855430614,2.508833874
EMC4,5.490409572,5.041824332
EMC6,1.375231953,1.244669009
EMC7,5.03930069,4.447575125
EMC8,4.024050211,4.112230919
EMC9,2.11479809,0.988766428
EMD,5.928407793,5.569273843
EME1,-1.633184056,-1.524577687
EME2,1.686032344,2.196695024
EMG1,4.415956281,4.463404043
EMID1,-2.405487138,-4.090114912
EMILIN1,-0.149693634,0.160778315
EMILIN2,4.806525667,4.335071034
EML2,5.403503886,5.186170148
EML2-AS1,1.350244111,0.390081306
EML3,6.875077001,7.135369902
EML4,8.274206348,7.766962001
EML5,2.956269704,4.31427355
EML6,0.429618327,0.442133029
EMP1,-0.013728973,-1.992559397
EMP3,7.305059575,5.938906956
ENC1,5.24138379,2.433689288
ENDOD1,5.258272674,4.341937434
ENDOG,1.958233414,1.511510954
ENDOV,1.837561387,1.797826756
ENG,4.250253697,4.522018173
ENGASE,6.604273725,7.401265269
ENKD1,2.409051901,2.381326413
ENO1,9.198323956,9.203086296
ENO2,6.35153767,6.208677488
ENO3,2.433049912,3.64709444
ENOPH1,5.439489266,5.397009959
ENOSF1,4.960998205,5.285677895
ENOX2,4.263698059,4.382463383
ENPEP,-4.181418243,-6.563717529
ENPP1,-0.222804044,-4.090114912
ENPP2,0.650392236,2.544987625
ENPP4,4.878200708,4.584146658
ENPP5,1.782586076,1.302132093
ENPP6,-3.326866751,-4.090114912
ENSA,7.053055334,6.964037419
ENTHD2,5.59249346,5.387085619
ENTPD1,5.960753357,5.962489745
ENTPD4,7.236827195,7.345983148
ENTPD5,2.770983738,3.48905383
ENTPD6,6.118909597,6.361786482
ENTPD7,2.6118889,2.873518837
ENY2,5.222574772,5.218243115
EOGT,4.430930292,3.685390642
EOMES,5.583140351,3.297486103
EP300,7.604195346,8.049568944
EP400,7.161171646,7.778396343
EP400NL,1.837561387,2.459174855
EPAS1,2.643086372,0.279980721
EPB41,8.502392182,8.776778878
EPB41L2,3.546089044,3.834031929
EPB41L3,2.770983738,2.544987625
EPB41L4A,3.326661921,4.100131747
EPB41L4A-AS1,5.146601481,5.689893428
EPB41L5,3.274488001,4.071499379
EPC1,7.470723309,7.426113813
EPC2,6.720348455,7.178202927
EPDR1,-0.875424112,-0.546684978
EPG5,6.139110116,6.732176685
EPHA1,4.792680945,5.666836282
EPHA1-AS1,2.78969147,4.491465671
EPHA4,6.374955551,3.555543788
EPHB4,3.631531969,5.327792119
EPHB6,5.037345122,5.385424904
EPHX1,2.347250087,2.713298974
EPHX2,5.005690068,6.20020055
EPM2A,3.220356228,3.195030661
EPM2AIP1,6.334119699,6.289927697
EPN1,5.665212424,5.426379822
EPN2,3.090580127,3.043212591
EPOR,1.624837859,1.357393802
EPPK1,1.494064209,2.938382657
EPRS,7.166102046,7.500877103
EPS15,6.911832282,6.422968143
EPS15L1,5.766668549,5.535229666
EPS8,1.162047501,0.540920146
EPS8L1,0.110518269,-1.171791271
EPS8L2,3.507055319,3.217606204
EPSTI1,4.783376764,4.120241026
EPT1,5.667742942,6.18213953
ERAL1,4.526042393,4.581248046
ERAP1,7.632322535,7.883904854
ERAP2,6.630454837,6.636286627
ERBB2,2.054195497,2.815501402
ERBB2IP,7.6775974,8.107883474
ERBB3,0.911806311,2.053452283
ERC1,5.745263844,6.298777422
ERCC1,5.237982157,5.716555968
ERCC2,3.861137854,4.067362255
ERCC3,6.035154358,6.165785753
ERCC4,3.788588271,4.365715697
ERCC5,3.535043898,3.858180476
ERCC6,4.191674765,4.348771308
ERCC6L,1.705866972,2.354414594
ERCC6L2,6.095605797,6.768306922
ERCC8,2.713359435,3.346108489
EREG,1.538985496,0.540920146
ERF,4.163262965,4.497628153
ERGIC1,6.556598903,6.675546627
ERGIC2,3.963548844,3.543680407
ERGIC3,7.089844473,7.105923268
ERH,5.52431577,5.166965159
ERI1,4.195187218,3.590559604
ERI2,1.582550199,1.757310089
ERI3,4.6231145,4.663029869
ERICH1,5.05485053,5.135695297
ERICH2,-4.181418243,-6.563717529
ERICH6-AS1,0.608857812,1.302132093
ERLEC1,5.905004819,5.501896279
ERLIN1,3.869955305,3.379862085
ERLIN2,4.731102699,5.083390283
ERMAP,3.443499693,3.445088718
ERMARD,4.394728081,4.615652831
ERMN,4.296770841,4.447575125
ERMP1,5.050978755,5.287457419
ERN1,7.082276808,4.62412734
ERO1A,7.378730204,7.130916708
ERO1B,5.258272674,5.229394874
ERP27,3.573337524,4.124229464
ERP29,7.845978744,7.695044728
ERP44,6.417677226,5.888208887
ERRFI1,2.347250087,0.988766428
ERV3-1,3.127815469,3.525700394
ERVH48-1,-4.181418243,-1.337427753
ERVK13-1,4.477828714,4.796485178
ESAM,1.190483013,1.090121962
ESCO1,5.748853421,5.829570219
ESCO2,-2.099810648,-4.090114912
ESD,5.684083994,5.916082991
ESF1,4.564572521,5.05023388
ESPL1,0.566092098,-0.651887541
ESPNP,-0.381176361,0.720258627
ESR1,0.278872823,0.879748529
ESR2,-0.149693634,0.030832499
ESRG,-0.149693634,0.953334633
ESRRA,4.216084228,4.418637919
ESYT1,8.477186905,8.564596655
ESYT2,8.678187805,8.798624691
ETAA1,4.811111206,5.081340183
ETF1,6.643369353,6.111569381
ETFA,5.347784729,5.410137101
ETFB,5.264973255,5.024856733
ETFDH,2.947965795,3.232462665
ETHE1,4.44575048,4.012471346
ETNK1,5.801652114,5.643404643
ETNK2,2.069586472,1.511510954
ETS1,11.35135673,11.77244644
ETS2,5.150225264,4.740423385
ETV1,-1.633184056,-6.563717529
ETV3,3.811654367,3.43227718
ETV4,-6.563717529,-6.563717529
ETV5,-4.181418243,-4.090114912
ETV6,5.56831899,4.282504139
ETV7,-2.099810648,-2.689621794
EVA1B,2.129559162,-0.270513755
EVA1C,3.631531969,2.929293042
EVC,2.269414073,-1.524577687
EVC2,2.099884427,-4.090114912
EVI2A,6.961146767,6.488638526
EVI2B,8.202937022,7.399620807
EVI5,2.421100804,1.672694574
EVI5L,4.177538805,4.190398387
EVL,9.245459441,9.477716761
EVPL,0.945565114,4.466549092
EWSR1,7.962889664,7.888308939
EXD2,3.605370574,4.038065362
EXD3,3.495706061,3.339261959
EXO1,-0.299818121,-1.337427753
EXO5,3.164113914,2.580257473
EXOC1,5.473152891,5.491126629
EXOC2,6.269780705,6.091338013
EXOC3,5.761939317,5.845361171
EXOC3-AS1,1.819468054,1.535669345
EXOC4,5.597810994,5.703286291
EXOC5,5.943105331,6.036311007
EXOC6,4.442798597,4.178939865
EXOC6B,2.536358961,3.283287602
EXOC7,7.175912582,7.429744028
EXOC8,5.934725081,5.792456078
EXOG,4.123260018,4.205536206
EXOSC1,4.28692837,4.067362255
EXOSC10,6.180455101,6.238420623
EXOSC2,5.011678539,5.306888673
EXOSC3,3.443499693,3.679981603
EXOSC4,1.837561387,1.559429848
EXOSC5,3.741319343,3.982026233
EXOSC6,5.115426183,5.101711253
EXOSC7,4.400825221,4.512920167
EXOSC8,4.684380597,4.811404095
EXOSC9,5.169994986,4.943676542
EXPH5,1.705866972,3.555543788
EXT1,3.535043898,3.919138008
EXT2,5.462990339,5.339847375
EXTL2,2.663516088,2.614685608
EXTL3,5.234572486,5.231245148
EYA3,4.745548132,4.73782262
EZH1,6.690172373,6.938216379
EZH2,4.031928702,3.507493468
EZR,8.908531366,7.691689013
F11R,5.72839337,5.303375128
F12,-1.446464651,-1.739675656
F13A1,3.971763797,3.71213576
F2R,5.423107306,2.394596381
F2RL1,2.862186967,2.755052705
F2RL3,-4.181418243,-6.563717529
F5,5.139326492,2.974179032
F8,2.92276338,1.736616907
F8A1,3.013096097,2.484218018
FAAH,2.269414073,2.070088792
FAAH2,2.723124744,0.633374244
FAAHP1,3.028929402,-3.226208962
FAAP100,5.944149447,6.075976098
FAAP20,4.927602799,5.17467786
FAAP24,0.168846794,-0.189073976
FABP5,2.269414073,2.420775663
FADD,4.373182851,3.722696508
FADS1,1.603848963,1.244669009
FADS2,1.218368877,1.057121687
FADS3,3.389332989,0.442133029
FAF1,5.268311911,5.432826051
FAF2,5.93051663,6.032071585
FAH,1.958233414,1.797826756
FAHD1,2.835426235,3.043212591
FAHD2A,2.069586472,2.299036429
FAHD2B,2.25602312,1.93129379
FAHD2CP,1.42394557,1.797826756
FAIM,1.941600309,2.166069769
FAM101B,7.097372649,7.611206082
FAM102A,8.975425274,9.353789912
FAM102B,5.587156254,5.155318241
FAM103A1,4.296770841,4.300240108
FAM104A,6.116132935,6.00637006
FAM104B,2.308856941,2.52098607
FAM105A,6.542879995,6.611639254
FAM106A,0.381099131,0.841498373
FAM107B,9.250216023,8.75137731
FAM109A,1.958233414,1.817666226
FAM109B,0.945565114,-0.189073976
FAM110A,3.546089044,3.346108489
FAM110C,0.049731782,-0.270513755
FAM111A,6.844088633,6.977879144
FAM111B,-0.222804044,-1.524577687
FAM114A2,4.055309272,4.201766616
FAM117A,7.259652199,6.946123992
FAM117B,5.109854042,6.666686174
FAM118A,5.613647002,5.403588461
FAM118B,3.135148588,3.14093859
FAM120A,7.892696554,7.724900013
FAM120AOS,4.82704678,4.679386526
FAM120B,5.660138034,5.995524469
FAM120C,3.142444622,4.246364365
FAM122A,4.424959325,4.771272274
FAM122B,6.428908926,6.579318171
FAM122C,2.964526092,3.148791312
FAM124B,-1.132873601,-1.739675656
FAM126A,4.537156403,4.155746128
FAM126B,6.207664359,6.350765202
FAM127A,3.702356455,3.753922688
FAM127B,3.113036454,3.14093859
FAM129A,8.022182657,4.201766616
FAM129B,4.654072743,3.641539614
FAM129C,1.99093515,2.508833874
FAM131A,2.939613813,2.882965564
FAM131B,0.945565114,-1.739675656
FAM131C,-6.563717529,-6.563717529
FAM133B,3.900398789,4.151843992
FAM133DP,0.690764291,1.244669009
FAM134A,7.281295711,6.898014802
FAM134B,5.513102012,6.956786894
FAM134C,6.659351605,6.528308626
FAM135A,3.589442953,3.674552207
FAM136A,4.931819745,5.287457419
FAM13A,5.153839968,3.71213576
FAM13A-AS1,3.707284752,4.104176089
FAM13B,6.561369865,6.487864847
FAM149B1,4.063019344,4.472818696
FAM153B,-0.222804044,0.761814287
FAM153C,0.730037271,2.484218018
FAM156A,-0.875424112,0.279980721
FAM159A,3.135148588,3.202595162
FAM160A1,-1.132873601,0.160778315
FAM160A2,5.744065331,5.703286291
FAM160B1,6.12444694,5.43764189
FAM160B2,6.134543862,6.244845995
FAM161A,2.144170733,2.420775663
FAM161B,2.144170733,2.053452283
FAM162A,4.556402252,4.74301947
FAM167A,0.690764291,-1.739675656
FAM168A,6.116132935,6.533566487
FAM168B,7.179463574,7.284048275
FAM169A,5.355653388,5.959144285
FAM171A1,3.26114428,3.872477934
FAM172A,5.725967117,6.060448846
FAM172BP,1.042345784,-1.739675656
FAM173A,3.377014681,3.853382995
FAM173B,2.433049912,3.225053558
FAM174A,2.862186967,2.34076806
FAM175A,4.651518112,5.436038396
FAM175B,4.633507903,4.735217158
FAM177A1,4.917006189,4.087930247
FAM178B,-0.299818121,0.279980721
FAM179A,2.479880586,0.879748529
FAM179B,4.409922887,4.727372419
FAM184A,0.429618327,2.556840305
FAM184B,0.768269434,1.650741861
FAM185A,2.580001861,2.755052705
FAM188A,4.474941806,4.663029869
FAM189B,4.039764402,4.572517105
FAM192A,6.285518714,6.290815116
FAM193A,6.033193158,6.246676571
FAM193B,7.186098217,7.176763456
FAM195A,3.29427499,3.092902909
FAM195B,5.851473987,5.17659961
FAM198B,4.222983172,3.669102301
FAM199X,6.459900315,6.507846883
FAM19A1,2.084814984,0.841498373
FAM200A,2.536358961,2.166069769
FAM200B,4.270373547,4.612816896
FAM204A,5.284890273,5.093597309
FAM206A,3.652124794,3.519656913
FAM207A,3.333052966,3.311546228
FAM208A,7.647465739,7.824781043
FAM208B,6.625256486,6.924558808
FAM209A,0.429618327,0.492371966
FAM20B,5.829040738,5.532230983
FAM20C,1.705866972,1.153940799
FAM210A,3.692449066,3.733180511
FAM210B,5.383630419,5.401946646
FAM212A,-0.381176361,-1.524577687
FAM212B,1.99093515,1.273686629
FAM213A,1.924773198,3.406307659
FAM213B,4.63867666,4.936889714
FAM214A,6.458439534,6.627180971
FAM214B,3.942804452,3.017710537
FAM216A,2.590709374,3.451452074
FAM217B,5.423107306,5.560469912
FAM219A,4.486454937,4.246364365
FAM219B,5.949358726,5.922968174
FAM21A,5.405021334,5.637835566
FAM21C,5.421608772,5.655857019
FAM220A,3.667378781,3.964336146
FAM221A,1.819468054,1.894403442
FAM222A,0.429618327,0.097267966
FAM222B,4.195187218,4.182769493
FAM227B,0.690764291,1.777710652
FAM228B,2.084814984,1.984918744
FAM229A,2.421100804,1.650741861
FAM229B,0.278872823,2.166069769
FAM24B,1.873081217,2.196695024
FAM26F,2.201180647,1.58280536
FAM32A,5.840300965,6.374399594
FAM35A,4.79731063,4.652021489
FAM3A,5.528498559,5.835664134
FAM3C,4.77401219,4.355572964
FAM41C,1.56093228,1.384250618
FAM43A,2.359824062,0.097267966
FAM45A,3.783930466,2.670300719
FAM45B,1.582550199,0.442133029
FAM46A,3.274488001,4.194197759
FAM46C,7.400573744,4.216786237
FAM49A,4.04366635,3.641539614
FAM49B,7.307089975,7.280925287
FAM50A,5.611019709,5.035484845
FAM50B,2.643086372,2.835100933
FAM53A,-0.149693634,0.761814287
FAM53B,7.64329307,6.360096371
FAM53C,5.432065973,5.390401323
FAM57A,1.375231953,0.492371966
FAM58A,4.240087562,3.722696508
FAM60A,6.550441533,6.627180971
FAM63A,3.869955305,4.405588249
FAM63B,4.28692837,4.776350228
FAM64A,-2.405487138,-2.689621794
FAM65A,4.569993775,4.589926467
FAM65B,9.83892912,10.17474957
FAM66C,0.768269434,2.053452283
FAM69A,5.025555721,4.904788735
FAM69B,-0.381176361,0.720258627
FAM71F2,0.841822236,0.221610302
FAM72A,-1.847713251,-3.226208962
FAM72B,-6.563717529,-6.563717529
FAM72C,-6.563717529,-6.563717529
FAM72D,-6.563717529,-1.992559397
FAM73A,5.363479362,5.59680372
FAM73B,5.476043377,5.901051404
FAM76A,4.528828933,4.546002705
FAM76B,5.990369355,5.802446912
FAM78A,7.053055334,7.429341122
FAM81A,-3.326866751,-4.090114912
FAM83D,1.705866972,0.160778315
FAM83G,3.484266814,2.211767262
FAM83H,0.877238591,2.556840305
FAM84B,6.379593856,6.362630795
FAM86B1,0.381099131,1.650741861
FAM86B3P,0.650392236,0.841498373
FAM86C1,1.44769913,1.856544982
FAM86C2P,0.33089123,0.841498373
FAM86DP,1.855430614,2.713298974
FAM86EP,0.33089123,0.917010697
FAM86FP,-0.998413715,-0.270513755
FAM86HP,-0.559102639,0.988766428
FAM89A,2.11479809,1.93129379
FAM89B,5.824511923,4.990310867
FAM8A1,5.944149447,6.092356348
FAM91A1,5.922062721,5.860981154
FAM92A1,1.855430614,1.650741861
FAM95C,1.873081217,0.802206407
FAM96A,5.075961533,4.776350228
FAM96B,5.327123073,4.700910869
FAM98A,3.887430164,3.834031929
FAM98B,4.063019344,3.858180476
FAM98C,4.39166982,4.246364365
FAN1,5.78892309,6.060448846
FANCA,2.673623472,2.270529255
FANCB,1.47106792,1.436509363
FANCC,2.972735497,3.419350852
FANCD2,4.845045904,5.287457419
FANCE,3.52391354,3.092902909
FANCF,4.229849281,4.808928298
FANCG,3.364590287,3.043212591
FANCI,4.01612846,3.482854535
FANCL,1.010801469,-0.356827283
FANCM,3.641865123,3.919138008
FAR1,5.924180847,5.847775281
FAR2,3.281113864,1.461945598
FARP1,-0.381176361,-0.448635238
FARP2,2.6118889,2.854437761
FARS2,4.000153259,4.0338311
FARSA,5.135675195,5.033365477
FARSB,4.388605063,4.871957202
FAS,6.422180404,3.779437947
FASLG,2.558345435,-2.299394161
FASN,6.793427347,6.029947193
FASTK,5.925238745,6.138439331
FASTKD1,4.454570064,4.818806096
FASTKD2,5.454222238,5.732320131
FASTKD3,3.345750742,3.525700394
FASTKD5,5.354083086,5.455163694
FAU,9.390008284,9.396361423
FBF1,4.240087562,5.031242991
FBL,7.586584012,7.991802293
FBLN2,1.665921217,5.500362671
FBLN5,2.525238783,2.625981468
FBLN7,0.841822236,-0.888545346
FBN1,-1.446464651,-0.765369245
FBN2,2.525238783,2.134780282
FBP1,2.914263781,3.419350852
FBRS,7.158475219,7.410684726
FBRSL1,6.053653981,6.118583862
FBXL12,4.28692837,4.271756945
FBXL14,4.709159676,4.543026354
FBXL15,4.840567131,4.335071034
FBXL16,5.723536777,4.62412734
FBXL17,5.246471247,5.22382977
