Gene,memory.CD8.T.cells,naive.CD8.T.cells
A1BG,3.098104474,3.619103933
A1BG-AS1,1.665921217,2.34076806
A2M-AS1,0.381099131,-0.448635238
AAAS,4.755098686,5.05232863
AACS,3.975853798,3.990790593
AAED1,3.52391354,2.070088792
AAGAB,5.471705473,5.145540132
AAK1,7.787553255,8.428087449
AAMDC,1.324815834,0.160778315
AAMP,5.884483068,5.51258613
AAR2,4.79731063,4.963847541
AARD,-6.563717529,-4.090114912
AARS,5.528498559,5.58672215
AARS2,4.711614337,5.105751176
AARSD1,0.47655873,1.153940799
AASDH,4.523250461,4.722118795
AASDHPPT,5.137501999,5.087481763
AASS,2.384647941,4.136129042
AATBC,1.350244111,1.302132093
AATF,6.301086892,6.102500358
ABALON,1.073215119,0.720258627
ABAT,3.996131664,3.56731041
ABCA1,1.103437757,1.715622591
ABCA10,0.730037271,1.023348856
ABCA11P,2.798955146,3.399741573
ABCA2,7.420966935,7.005170445
ABCA3,3.820778526,3.64709444
ABCA5,5.368154651,5.361971912
ABCA7,7.746846761,8.205231801
ABCB1,4.427947898,6.003124935
ABCB10,5.442447921,5.054420343
ABCB6,2.007012184,3.059966915
ABCB7,4.686877744,4.983740404
ABCB8,5.045151538,5.216376079
ABCB9,1.582550199,1.736616907
ABCC1,7.625504703,7.419637456
ABCC10,5.712549294,5.532230983
ABCC2,2.421100804,3.109093164
ABCC3,1.782586076,1.057121687
ABCC4,4.055309272,4.201766616
ABCC5,5.551974659,5.980202347
ABCC9,4.085905377,4.120241026
ABCD1,3.865553316,3.995152887
ABCD2,6.197192531,6.872752361
ABCD3,4.917006189,5.313890195
ABCD4,5.306161206,5.336413283
ABCE1,6.67578744,7.031955051
ABCF1,6.256393171,6.270265079
ABCF2,5.724752459,5.811132493
ABCF3,5.589827325,5.657234005
ABCG1,4.813398522,4.506822798
ABCG2,1.47106792,0.336081062
ABHD10,4.792680945,4.950431592
ABHD11,2.663516088,2.496578446
ABHD12,4.679373297,4.421881976
ABHD13,6.042972606,5.704618765
ABHD14A,3.908980224,3.346108489
ABHD14B,6.858005034,6.627180971
ABHD15,5.515913634,4.860048199
ABHD16A,5.306161206,5.119802477
ABHD16B,2.931213198,3.51358801
ABHD17A,7.613413377,7.183468733
ABHD17B,5.464446522,4.714202312
ABHD17C,1.837561387,1.057121687
ABHD2,6.384986431,6.267562929
ABHD3,5.962815474,6.012838494
ABHD4,3.825319057,3.359704838
ABHD5,3.529489453,3.318525238
ABHD6,2.187137976,1.875598391
ABHD8,3.234080775,3.419350852
ABI1,6.925113254,6.900923791
ABI2,5.759568875,6.339659079
ABI3,4.714064827,4.303761287
ABL1,5.809694314,5.662728844
ABL2,5.744065331,5.965827465
ABLIM1,8.807162805,9.850990811
ABLIM2,1.47106792,0.492371966
ABR,6.629806067,6.111569381
ABRACL,6.041997638,5.910320131
ABT1,5.874659403,5.599671276
ABTB1,6.303529741,6.471520994
ABTB2,0.841822236,0.802206407
ACAA1,5.793564831,5.842943016
ACAA2,4.755098686,4.835931157
ACACA,4.309790547,4.974932978
ACACB,4.95064494,5.470910021
ACAD10,4.860613011,5.383762276
ACAD11,2.558345435,3.017710537
ACAD8,5.029496235,4.943676542
ACAD9,4.394728081,4.428348288
ACADM,5.050978755,5.346691134
ACADS,3.816223659,3.90992594
ACADSB,5.6727907,6.216170956
ACADVL,7.092201251,7.06967171
ACAP1,8.637618598,8.785147642
ACAP2,7.459813687,7.592974283
ACAP3,5.771382329,5.705950009
ACAT1,4.539921579,4.282504139
ACAT2,4.100963495,4.012471346
ACBD3,5.521520492,5.149459332
ACBD4,4.357593996,4.835931157
ACBD5,5.57372621,5.494211884
ACBD6,4.867233549,5.262342088
ACBD7,0.33089123,-0.546684978
ACCS,2.997087095,3.624745647
ACD,4.822511692,4.566666985
ACE,3.769866135,0.841498373
ACER1,-0.222804044,0.442133029
ACER2,1.538985496,1.797826756
ACER3,4.345000485,4.186588983
ACIN1,7.782892101,8.056629814
ACKR2,-2.793838948,-1.171791271
ACKR3,1.99093515,2.844801744
ACKR4,-1.446464651,-0.270513755
ACLY,7.29199691,7.111459095
ACO1,2.853321763,3.373174247
ACO2,6.046865898,6.039482418
ACOT1,-0.559102639,-0.888545346
ACOT11,-1.847713251,-6.563717529
ACOT13,3.615892129,3.881931458
ACOT2,3.15692692,3.000455233
ACOT4,1.624837859,-0.189073976
ACOT7,3.098104474,2.681171022
ACOT8,3.610640943,3.71213576
ACOT9,5.08356231,3.886635091
ACOX1,4.981484471,4.930070808
ACOX3,3.55705027,3.476628487
ACP1,6.41165104,6.400122391
ACP2,4.012151213,3.549624292
ACP5,4.267039664,3.834031929
ACP6,3.352057965,3.64709444
ACPP,1.705866972,1.023348856
ACRBP,1.603848963,1.894403442
ACRC,3.443499693,3.862962056
ACSF2,2.770983738,2.53303676
ACSF3,5.013669185,5.220107738
ACSL1,4.723825379,4.328171798
ACSL3,4.927602799,5.117803507
ACSL4,6.072874345,5.623818087
ACSL5,6.480197456,6.170614961
ACSL6,5.752434089,5.415029148
ACSM3,2.308856941,3.685390642
ACSS1,6.683310515,6.638379795
ACSS2,3.50139185,4.071499379
ACTA2,2.372289393,-0.189073976
ACTB,11.58370678,11.19254015
ACTG1,10.46324723,10.32081409
ACTG1P17,0.110518269,0.442133029
ACTG1P20,1.324815834,2.284853253
ACTG1P4,0.278872823,1.244669009
ACTL10,1.162047501,-1.739675656
ACTL6A,4.701770537,4.86720539
ACTN1,6.249652528,8.613296987
ACTN4,8.00952025,6.292588319
ACTR10,5.43355369,5.276747198
ACTR1A,6.183110797,5.854993465
ACTR1B,6.547696466,6.611639254
ACTR2,9.131950508,8.891497966
ACTR3,8.242729204,8.07709311
ACTR3B,2.547394081,2.591825046
ACTR3C,0.224908436,0.336081062
ACTR5,4.424959325,4.408861749
ACTR6,5.269978346,5.039714263
ACTR8,4.785708441,4.724747998
ACTRT3,-1.847713251,-2.299394161
ACVR1,5.231154736,4.0338311
ACVR1B,4.253626551,4.418637919
ACVR1C,3.535043898,4.063213233
ACVR2A,6.234369934,4.038065362
ACVR2B,3.983999178,4.753357347
ACY1,-0.222804044,0.540920146
ACYP1,2.931213198,2.625981468
ACYP2,3.036781365,2.471750775
ADA,5.115426183,5.18807666
ADAL,2.742459272,3.268947974
ADAM10,6.952870962,7.151093079
ADAM15,5.330321114,4.220516837
ADAM17,5.281589806,5.129755987
ADAM19,7.597242964,3.814417772
ADAM1A,3.377014681,3.829153333
ADAM22,3.358337734,4.079738204
ADAM23,2.632761992,-1.023228196
ADAM28,0.805514526,0.160778315
ADAM8,7.513555064,5.410137101
ADAM9,3.605370574,2.775484988
ADAMTS1,-1.281165392,-1.739675656
ADAMTS10,4.699299057,6.517735066
ADAMTS13,0.768269434,2.614685608
ADAMTS17,3.098104474,3.109093164
ADAMTS4,1.245725941,2.713298974
ADAMTS6,1.375231953,2.637189572
ADAMTS7,-2.793838948,-3.226208962
ADAMTS7P1,2.129559162,1.984918744
ADAMTSL4,3.307317138,2.854437761
ADAMTSL5,1.705866972,2.036621688
ADAP1,4.929712813,4.171249976
ADAP2,2.007012184,1.357393802
ADAR,8.800260108,8.823981299
ADARB1,6.123525524,5.625225979
ADARB2,0.945565114,0.953334633
ADAT1,5.234572486,4.99467461
ADAT2,4.904186656,5.811132493
ADAT3,0.608857812,0.030832499
ADCK1,2.78969147,3.311546228
ADCK2,4.6231145,4.485276753
ADCK3,5.890995212,6.487090752
ADCK4,4.908472503,4.936889714
ADCK5,3.677459234,3.950924762
ADCY1,-0.76210071,-2.299394161
ADCY10P1,3.838855534,4.60141708
ADCY3,5.291468641,4.788967465
ADCY4,1.399794358,0.879748529
ADCY7,8.105973059,8.171420174
ADCY9,4.66424627,4.016768671
ADD1,8.330588377,8.268090534
ADD2,-0.559102639,4.242700093
ADD3,8.974531311,9.205794208
ADGRA2,0.522019856,0.540920146
ADGRA3,-2.099810648,1.650741861
ADGRB1,1.298931316,2.326991208
ADGRB2,2.780367928,-2.689621794
ADGRE1,3.220356228,2.882965564
ADGRE2,2.817305935,2.446488347
ADGRE3,0.730037271,0.633374244
ADGRE4P,1.073215119,0.917010697
ADGRE5,8.381962915,8.069356382
ADGRF3,-0.013728973,1.777710652
ADGRG1,3.769866135,2.019592426
ADGRG5,3.142444622,2.920145795
ADGRL1,5.104260295,5.86813373
ADH5,6.07096379,6.064605814
ADHFE1,3.662312018,3.59631383
ADI1,5.219128447,5.207004484
ADIPOR1,6.278085265,5.882333371
ADIPOR2,5.899632596,5.963603176
ADK,4.733520338,4.609975376
ADM2,0.805514526,0.879748529
ADM5,0.978551995,1.757310089
ADNP,6.62265027,6.634190417
ADNP2,5.617578992,5.685851205
ADNP-AS1,1.190483013,1.122384237
ADO,4.813398522,4.528051791
ADORA2A,0.33089123,1.090121962
ADORA2B,-2.405487138,-2.299394161
ADPGK,7.462366655,7.418419895
ADPGK-AS1,0.47655873,-0.111986841
ADPRH,1.744736431,1.090121962
ADPRHL2,4.681879119,4.369080824
ADPRM,4.738343496,5.75821689
ADRB2,2.622363195,0.761814287
ADRBK1,9.092823743,8.944622238
ADRBK2,4.406896702,4.70890042
ADRM1,6.026307887,5.315635279
ADSL,6.538738754,6.356710197
ADSS,6.452581571,6.254885542
ADSSL1,-0.381176361,1.244669009
ADTRP,1.44769913,3.658140335
AEBP1,3.874343903,5.470910021
AEBP2,5.959721193,6.151200376
AEN,5.714998199,5.498827431
AES,9.874415701,9.716201465
AFAP1,5.137501999,3.658140335
AFAP1L2,2.282681874,2.053452283
AFF1,7.320017301,7.078948795
AFF2,0.522019856,1.650741861
AFF3,1.725432602,1.984918744
AFF4,7.249552308,7.692360781
AFG3L1P,4.97332484,4.927790658
AFG3L2,5.461532684,5.625225979
AFMID,1.350244111,0.540920146
AFTPH,6.444487837,6.325871582
AGA,4.612645678,4.31427355
AGAP1,2.372289393,-0.546684978
AGAP2,6.600305254,6.701138705
AGAP2-AS1,-0.4673983,0.030832499
AGAP3,5.335104921,4.727372419
AGAP4,2.282681874,2.681171022
AGAP5,1.603848963,2.019592426
AGAP6,3.802472135,3.982026233
AGAP7P,-0.080110172,0.677470399
AGAP9,2.25602312,2.471750775
AGBL2,1.924773198,3.133042892
AGBL3,-0.875424112,0.841498373
AGBL5,4.047557773,3.932846748
AGER,4.070688432,4.392419462
AGFG1,6.850228394,7.071738446
AGFG2,5.78892309,4.776350228
AGGF1,5.675307972,5.824676487
AGK,5.124665526,5.280326114
AGL,5.538211497,5.817304621
AGMAT,3.672427811,4.816342979
AGO1,5.605750726,6.027819668
AGO2,5.289826859,5.147501063
AGO3,3.507055319,4.182769493
AGO4,5.933674119,4.945931741
AGPAT1,5.63190529,5.782395574
AGPAT2,4.448696336,3.164369677
AGPAT3,7.025697782,6.758075996
AGPAT4,4.559130819,3.753922688
AGPAT4-IT1,0.278872823,-1.524577687
AGPAT5,4.956865811,4.657536179
AGPS,5.854809089,5.891722744
AGRN,2.879755603,4.961620195
AGTPBP1,6.533892234,6.41240616
AGTRAP,5.264973255,4.864823603
AHCTF1,6.284694664,6.387733133
AHCTF1P1,2.536358961,2.765305018
AHCY,5.412584729,5.852591414
AHCYL1,5.933674119,5.727084526
AHCYL2,5.269978346,5.350100877
AHDC1,5.0016839,5.467774475
AHI1,3.333052966,3.318525238
AHNAK,11.68267811,9.91591809
AHR,6.555916047,6.078033829
AHRR,-0.657034196,-0.765369245
AHSA1,5.993398664,5.94455697
AHSA2,6.939844222,7.38348829
AIDA,6.690794563,6.581495584
AIF1,5.414092661,5.647567389
AIFM1,4.847280087,4.798982403
AIFM2,2.444900864,2.367933254
AIFM3,1.162047501,0.492371966
AIG1,2.870998028,2.947415362
AIM1,7.501547949,7.000295958
AIM1L,1.272573885,-0.651887541
AIM2,2.144170733,-0.765369245
AIMP1,6.087123419,6.075976098
AIMP2,2.862186967,2.070088792
AIP,6.73006673,6.605945951
AK1,4.933923605,4.546002705
AK2,6.554549365,6.69176278
AK3,5.810839549,6.166752889
AK4,-0.013728973,-0.038810595
AK5,3.540577041,5.551611926
AK6,3.529489453,3.464095199
AK9,3.06776872,3.366455262
AKAP1,5.368154651,5.768446821
AKAP10,6.191927975,6.618724433
AKAP11,6.76947668,7.037252812
AKAP12,2.069586472,-1.023228196
AKAP13,9.01658055,9.052551856
AKAP17A,7.603865039,7.738298581
AKAP2,-0.657034196,-2.689621794
AKAP3,0.566092098,1.384250618
AKAP5,2.569214283,1.559429848
AKAP6,-0.013728973,1.875598391
AKAP7,4.406896702,4.54004385
AKAP8,6.316488865,6.394353975
AKAP8L,6.499502916,6.711779963
AKAP9,7.176356935,7.448157133
AKIP1,3.419676315,3.311546228
AKIRIN1,7.226994692,6.813468926
AKIRIN2,5.667742942,4.850449706
AKNA,9.398126889,9.457408826
AKR1A1,5.691564042,5.408502726
AKR1B1,5.954549263,6.02248709
AKR1C3,-0.381176361,-0.448635238
AKR1E2,-1.847713251,-0.448635238
AKR7A2,4.596798615,4.528051791
AKR7A3,-1.446464651,0.097267966
AKT1,7.164759062,6.909037894
AKT1S1,4.240087562,4.23902649
AKT2,7.250818668,7.601225002
AKT3,6.117984637,5.500362671
AKTIP,5.760754583,6.391047352
ALAD,5.536827931,5.887035696
ALAS1,4.063019344,3.690779478
ALCAM,4.607382641,2.96531286
ALDH16A1,5.599137321,5.557523289
ALDH18A1,5.845898292,5.696605401
ALDH1A1,3.364590287,2.78559363
ALDH1B1,2.761538109,2.53303676
ALDH2,4.886914801,4.132173412
ALDH3A2,5.005690068,5.500362671
ALDH3B1,3.562499811,2.805600875
ALDH4A1,1.399794358,1.715622591
ALDH5A1,4.226420311,4.939155539
ALDH6A1,3.904695887,4.260929091
ALDH7A1,0.381099131,1.856544982
ALDH8A1,1.298931316,0.841498373
ALDH9A1,5.612333954,5.361971912
ALDOA,8.992810812,8.614892355
ALDOC,4.594140431,5.026988628
ALG1,3.551580067,3.406307659
ALG10,2.409051901,3.261724355
ALG10B,4.553668514,5.514106807
ALG11,2.742459272,2.947415362
ALG12,4.711614337,4.943676542
ALG13,6.279740455,6.391047352
ALG14,0.911806311,0.953334633
ALG2,4.79731063,3.928291626
ALG3,4.205673559,4.293171864
ALG5,4.63867666,4.175100044
ALG6,4.3000368,4.531059164
ALG8,3.647004079,3.8959966
ALG9,4.656622858,4.845626406
ALKBH1,3.005113802,3.076528899
ALKBH2,2.433049912,3.304533294
ALKBH3,4.055309272,4.205536206
ALKBH4,3.489997775,2.744727014
ALKBH5,6.740321166,6.326737172
ALKBH6,2.997087095,3.133042892
ALKBH7,5.379005094,5.87288249
ALKBH8,4.439840662,4.740423385
ALMS1,5.514508508,5.988977761
ALMS1-IT1,-0.559102639,-0.546684978
ALOX12-AS1,0.429618327,0.720258627
ALOX12P2,-0.657034196,-1.337427753
ALOX5,4.840567131,4.392419462
ALOX5AP,5.862561143,4.70890042
ALPK1,2.632761992,4.257301671
ALPK2,2.172957274,-3.226208962
ALS2,3.878719193,4.425118755
ALS2CL,5.379005094,4.4696873
ALS2CR11,-1.847713251,0.492371966
ALS2CR12,1.190483013,1.650741861
ALX3,0.841822236,0.988766428
ALYREF,5.14841451,4.62412734
AMACR,0.049731782,0.492371966
AMBRA1,5.779594564,5.917232806
AMD1,6.948715189,6.832486582
AMDHD1,-0.149693634,0.097267966
AMDHD2,4.357593996,4.147931274
AMER1,3.507055319,3.973208303
AMFR,6.427416408,6.227338682
AMICA1,6.964752557,6.948375372
AMIGO1,4.477828714,5.566345165
AMIGO2,5.029496235,5.964715749
AMIGO3,3.005113802,3.148791312
AMMECR1,5.819968847,5.12179868
AMMECR1L,5.0016839,4.676673262
AMN,0.049731782,2.086535642
AMN1,3.281113864,3.834031929
AMOT,2.569214283,1.93129379
AMOTL1,0.768269434,-1.337427753
AMPD2,5.914624693,5.966938324
AMPD3,5.117278792,4.816342979
AMT,3.044590824,3.727948033
AMY2B,4.646395239,5.151414947
AMZ1,-2.405487138,-4.090114912
AMZ2,6.173349253,5.575113424
AMZ2P1,3.358337734,3.297486103
ANAPC1,6.046865898,6.451819486
ANAPC10,3.425669142,3.076528899
ANAPC11,4.415956281,4.02532511
ANAPC13,4.646395239,4.864823603
ANAPC15,3.662312018,3.784487291
ANAPC16,7.660864776,8.051402861
ANAPC1P1,1.624837859,2.420775663
ANAPC2,5.816552127,5.98240121
ANAPC4,6.017406835,5.955791049
ANAPC5,7.389501695,7.436977169
ANAPC7,5.226012883,5.332970997
ANG,-0.4673983,-1.337427753
ANGEL1,4.651518112,5.515625881
ANGEL2,5.611019709,5.632244907
ANGPTL6,0.049731782,0.988766428
ANK1,4.163262965,1.605808157
ANK3,4.985547045,3.034761896
ANKAR,1.725432602,2.394596381
ANKDD1A,3.005113802,2.974179032
ANKEF1,3.120444886,3.092902909
ANKFY1,6.692038138,6.797947379
ANKH,7.041881904,6.85426152
ANKHD1,4.424959325,4.453927548
ANKHD1-EIF4EBP3,1.073215119,0.390081306
ANKIB1,6.30596846,6.31979787
ANKK1,0.278872823,0.221610302
ANKLE1,1.133040237,1.58280536
ANKLE2,6.929337473,6.807280332
ANKMY1,4.831567657,4.816342979
ANKMY2,4.123260018,3.858180476
ANKRA2,5.043203891,4.952676265
ANKRD10,6.472981214,6.47620959
ANKRD11,7.85461143,8.261089032
ANKRD12,8.223722882,8.362280735
ANKRD13A,7.122955185,7.008410978
ANKRD13B,1.603848963,1.023348856
ANKRD13C,5.63837051,5.625225979
ANKRD13D,7.032585959,6.666002342
ANKRD16,2.282681874,2.446488347
ANKRD17,7.077050916,7.513096222
ANKRD18B,0.168846794,-0.448635238
ANKRD19P,0.768269434,0.587887675
ANKRD20A5P,1.516699685,1.384250618
ANKRD20A9P,2.713359435,3.187426288
ANKRD23,3.495706061,2.947415362
ANKRD24,0.945565114,2.002359751
ANKRD26,4.035851871,4.753357347
ANKRD27,5.467354487,5.370391815
ANKRD28,6.819833856,6.30318201
ANKRD31,0.608857812,2.53303676
ANKRD33B,2.491354527,-0.189073976
ANKRD34A,0.730037271,1.384250618
ANKRD35,-0.559102639,-1.171791271
ANKRD36,3.913251875,4.250019355
ANKRD36B,3.578726002,3.843739907
ANKRD36BP1,3.697411265,3.690779478
ANKRD36BP2,1.47106792,0.841498373
ANKRD36C,3.466936055,4.0338311
ANKRD37,1.103437757,0.540920146
ANKRD39,3.615892129,2.734326886
ANKRD40,5.507462277,5.550130293
ANKRD42,3.887430164,3.804509779
ANKRD44,8.004273842,8.525736811
ANKRD46,3.567928844,4.178939865
ANKRD49,5.711323281,5.935506295
ANKRD50,1.744736431,2.166069769
ANKRD52,6.270613316,6.546999362
ANKRD54,3.52391354,3.276135604
ANKRD55,0.429618327,0.097267966
ANKRD6,2.723124744,2.256061613
ANKRD9,-1.281165392,-1.023228196
ANKS1A,4.82704678,4.716845969
ANKS3,3.917510916,4.282504139
ANKS6,4.686877744,5.310393681
ANKZF1,6.429654606,6.867408423
ANLN,0.33089123,-1.023228196
ANO10,3.240894395,3.034761896
ANO6,6.240332417,6.070818893
ANO8,4.572696781,5.258718224
ANO9,6.251340643,6.223625704
ANP32A,6.909695935,6.905566008
ANP32A-IT1,-0.998413715,-0.111986841
ANP32B,7.926636105,8.068321677
ANP32E,7.116949216,6.89568338
ANPEP,3.08301633,2.556840305
ANTXR2,6.479477454,5.133718243
ANTXRLP1,1.801144921,3.195030661
ANXA1,9.329466348,6.574224725
ANXA11,8.059516407,7.969252074
ANXA2,7.220114951,4.886119444
ANXA2P2,3.913251875,1.511510954
ANXA2R,4.83832252,5.474038768
ANXA3,-6.563717529,-6.563717529
ANXA4,4.409922887,2.459174855
ANXA5,7.449188716,5.358590144
ANXA6,9.017820806,8.746857392
ANXA7,6.910230318,6.672826125
ANXA9,1.837561387,3.034761896
AOAH,5.987333672,6.106538075
AOC2,0.608857812,0.677470399
AP1AR,4.526042393,5.168897203
AP1B1,6.470809284,6.391874719
AP1G1,7.173688766,7.319267562
AP1G2,6.758834835,6.846436207
AP1M1,6.718518968,7.494728513
AP1S1,3.333052966,2.734326886
AP1S2,6.023346967,5.553092039
AP1S3,1.44769913,1.273686629
AP2A1,6.011442144,5.934370958
AP2A2,5.986320357,6.521520239
AP2B1,7.81492293,7.699395522
AP2M1,7.841502871,7.622881528
AP2S1,4.921254178,4.671231378
AP3B1,5.611019709,5.672294739
AP3D1,7.086538503,6.921124118
AP3M1,5.56153134,5.85858906
AP3M2,5.834681837,4.408861749
AP3S1,5.724752459,5.22382977
AP3S2,1.56093228,1.672694574
AP4B1,5.157445638,5.313890195
AP4B1-AS1,1.073215119,0.442133029
AP4E1,5.066403901,5.497290556
AP4M1,2.590709374,2.166069769
AP4S1,4.528828933,4.753357347
AP5B1,6.026307887,5.845361171
AP5M1,5.446874559,5.693924358
AP5S1,3.090580127,3.195030661
AP5Z1,6.202437946,6.144343073
APAF1,5.517317392,5.283896173
APBA1,0.110518269,0.221610302
APBA2,6.007451938,8.408597363
APBA3,5.401984839,5.348397013
APBB1,6.215468648,7.350671767
APBB1IP,6.529029378,6.885145104
APBB2,-2.793838948,-0.651887541
APBB3,4.936024402,5.504958614
APC,6.057518593,6.421348247
APEH,6.432633478,6.396828978
APEX1,6.476593847,6.903826927
APEX2,3.992098828,3.630365386
APH1A,7.515312418,7.130421059
APH1B,4.313027197,4.485276753
API5,7.091730203,7.090716693
APIP,3.636707797,3.706826254
APITD1,-0.299818121,0.221610302
APLF,2.334565559,2.313081527
APLN,-6.563717529,-3.226208962
APLP2,7.708034888,7.049888625
APMAP,6.916627528,6.003124935
APOA1BP,4.989598212,4.711553802
APOBEC3A,2.022912032,1.694318244
APOBEC3B,-0.998413715,-0.888545346
APOBEC3C,4.750331312,3.619103933
APOBEC3D,4.16684519,3.373174247
APOBEC3F,3.68746974,3.276135604
APOBEC3G,5.962815474,4.444388394
APOBEC3H,1.890518481,-1.337427753
APOBR,6.202437946,5.207004484
APOL1,4.794997645,4.128206906
APOL2,5.293108557,4.821265014
APOL3,6.725215775,6.894516255
APOL4,0.33089123,0.802206407
APOL6,7.402853941,7.338706996
APOLD1,1.801144921,2.407745402
APOM,1.103437757,0.917010697
APOO,2.038638557,1.967264308
APOOL,3.717091126,4.012471346
APOPT1,4.031928702,3.881931458
APP,6.60691332,6.466031637
APPBP2,5.977168346,6.328466795
APPL1,5.850360571,5.901051404
APPL2,5.346205834,5.704618765
APRT,7.180792946,6.883969419
APTR,1.763785375,1.715622591
APTX,3.971763797,3.814417772
AQP11,1.190483013,1.057121687
AQP3,6.731881641,6.035252319
AQP9,2.409051901,2.036621688
AQR,6.027293511,6.261238161
ARAF,6.394948049,6.400122391
ARAP1,7.47325706,7.472217599
ARAP2,7.61012798,6.729560997
ARAP3,2.601338003,2.019592426
ARCN1,7.252926801,6.944433149
AREG,2.780367928,0.492371966
AREL1,6.185761613,6.274757446
ARF1,8.461958971,7.665927246
ARF3,6.856896649,6.73543964
ARF4,5.889911894,5.229394874
ARF5,6.729461252,6.203974228
ARF6,8.138035615,7.639000334
ARFGAP1,6.247116645,6.05940773
ARFGAP2,6.780625225,6.79732303
ARFGAP3,6.330131569,5.573655743
ARFGEF1,6.709950552,7.00246443
ARFGEF2,6.62850765,7.108945443
ARFGEF3,-2.793838948,-2.689621794
ARFIP1,4.313027197,4.213045966
ARFIP2,5.17889244,5.054420343
ARFRP1,5.301280291,5.415029148
ARG2,1.705866972,2.086535642
ARGLU1,8.064326007,8.501984985
ARHGAP1,6.566125102,6.438267112
ARHGAP10,3.843339615,4.140073857
ARHGAP11A,2.723124744,2.241447415
ARHGAP11B,-1.281165392,-1.739675656
ARHGAP12,5.92100249,6.168685217
ARHGAP15,7.515663632,6.988857694
ARHGAP17,5.54648514,5.593930453
ARHGAP18,3.518315992,1.605808157
ARHGAP19,4.999676636,4.848040072
ARHGAP21,5.666478238,5.079287166
ARHGAP24,1.272573885,1.057121687
ARHGAP25,7.451393415,7.301325102
ARHGAP26,6.318100601,6.406686748
ARHGAP27,6.76416557,6.980631623
ARHGAP30,8.834588761,8.917155652
ARHGAP31,4.790360519,3.555543788
ARHGAP32,3.610640943,4.635349801
ARHGAP33,3.610640943,3.507493468
ARHGAP35,6.85301058,6.117583879
ARHGAP4,8.871965156,9.10584023
ARHGAP5,6.606253874,6.374399594
ARHGAP5-AS1,0.049731782,0.879748529
ARHGAP9,7.917893656,7.937304339
ARHGDIA,8.354345983,7.441779195
ARHGDIB,9.905168368,9.884958747
ARHGEF1,9.892107486,10.11762804
ARHGEF10,-0.013728973,-1.524577687
ARHGEF10L,2.409051901,1.875598391
ARHGEF11,4.948565341,5.225687191
ARHGEF12,4.654072743,3.753922688
ARHGEF18,8.183395559,8.456244453
ARHGEF19,3.449394573,3.202595162
ARHGEF2,6.926698786,7.385981988
ARHGEF25,0.278872823,-0.888545346
ARHGEF26-AS1,0.650392236,0.160778315
ARHGEF3,8.039383435,8.433923668
ARHGEF35,-1.132873601,-0.888545346
ARHGEF39,2.433049912,1.410616598
ARHGEF4,2.90571381,3.764183006
ARHGEF40,3.401547009,2.882965564
ARHGEF5,0.730037271,0.390081306
ARHGEF6,7.755496865,7.884492842
ARHGEF7,6.397237149,6.496352585
ARHGEF9,4.588809326,5.274954406
ARID1A,7.835888432,8.201697353
ARID1B,7.033076715,7.360426278
ARID2,5.923122172,6.244845995
ARID3A,3.206499864,2.367933254
ARID3B,5.947277271,6.174466722
ARID4A,6.544946166,6.636286627
ARID4B,7.809490376,7.712038507
ARID5A,7.356158674,6.555147192
ARID5B,7.659594025,5.583828713
ARIH1,6.770065599,6.791691698
ARIH2,7.022735609,7.03778152
ARIH2OS,2.069586472,2.484218018
ARL1,4.938122143,4.788967465
ARL10,1.941600309,3.009108683
ARL11,0.877238591,1.057121687
ARL13B,3.573337524,3.195030661
ARL14EP,5.296382807,5.563410529
ARL15,3.682473169,3.56731041
ARL16,3.930213114,3.858180476
ARL17A,4.363849766,4.761062429
ARL2,3.843339615,3.968779045
ARL2BP,6.431144811,6.355862411
ARL3,2.742459272,2.544987625
ARL4A,4.360725271,3.017710537
ARL4C,9.546265137,8.592574977
ARL4D,0.841822236,0.221610302
ARL5A,5.642235781,5.445632737
ARL5B,4.545436082,4.654781469
ARL6,1.907747504,1.650741861
ARL6IP1,6.646579999,6.027819668
ARL6IP4,6.484509939,6.611639254
ARL6IP5,8.300330406,7.825087366
ARL6IP6,4.561854236,4.227949219
ARL8A,5.377460018,4.345358417
ARL8B,6.191048678,5.994435412
ARMC1,5.232864623,5.351802731
ARMC10,4.933923605,4.74301947
ARMC12,-1.446464651,0.030832499
ARMC2,1.873081217,2.270529255
ARMC5,4.112154829,4.235343509
ARMC6,4.625719879,4.950431592
ARMC7,3.657227398,3.148791312
ARMC8,6.250496832,6.209616303
ARMC9,0.429618327,0.587887675
ARMCX1,0.110518269,2.036621688
ARMCX2,1.624837859,4.108209125
ARMCX3,4.6231145,4.33162554
ARMCX4,3.636707797,4.788967465
ARMCX5,4.243484239,4.335071034
ARMCX6,4.332296074,4.09200889
ARMT1,3.55705027,3.366455262
ARNT,5.736853267,6.00637006
ARNTL,5.207001064,4.509874704
ARNTL2,0.429618327,-0.651887541
ARPC1A,5.227728871,5.193781127
ARPC1B,8.681947993,8.528749008
ARPC2,8.793179372,8.461574089
ARPC3,8.036449257,7.759929471
ARPC4,7.085119337,6.618724433
ARPC5,7.5952504,7.374307676
ARPC5L,5.266643549,4.771272274
ARPIN,2.693628254,2.446488347
ARPP19,7.238104769,7.114469708
ARRB1,6.684560555,7.19725988
ARRB2,7.892696554,7.805039844
ARRDC1,5.794722936,5.470910021
ARRDC1-AS1,3.449394573,3.722696508
ARRDC2,7.34671444,7.44855482
ARRDC3,8.025885842,8.957952402
