,monocytic.lineage,B.cells,CD4.T.cells,NK.cells,neutrophils,CD8.T.cells
CLECL1,33.27346022781706,174.20714666832225,20.966003809190614,16.287914632005652,24.017432035805975,16.80335396617386
CLIC3,6.3111372569587685,7.856136518359612,19.56712647741127,1011.850195927107,6.248630362276577,11.0095791525357
CLIC4,14.793074303196665,22.453368622419795,10.356825779154482,13.4570474094007,16.014312955888467,18.543046659569637
CLIC5,18.278680197418065,17.494020688879065,20.69083553484293,21.566198676548638,32.82811483608046,40.821190378201855
CLINT1,105.56443077819542,117.92861370091805,85.94727535920372,94.17681321653586,65.94722279079092,93.63080164917616
CLIP1,35.683618149714654,21.82137339742716,20.255053632949807,16.054101289817282,15.79416760415651,19.079960995730694
CLIP3,23.20333061330863,19.628799024236056,24.42099369584903,24.02658996975393,32.662651361059034,37.93968611787502
CLIP4,166.44134019752272,23.07486016550042,105.8920154484429,120.67223834397315,25.728759593178328,115.01020485907475
CLK1,152.4571498063871,340.1600726779796,330.4504156044251,212.1675191645058,347.1703668938209,922.7352526675661
CLK4,25.558654774823857,73.077227751822,50.56649931518358,17.84292213954433,34.105677109442865,38.52068229675855
CLMN,30.63013881296592,26.66656326471958,11.859571668709789,8.013541681117882,10.541293479503105,9.427651707142164
CLN3,95.12878191165042,51.07091493364043,76.30998828521358,76.8711315442035,69.00361311200945,45.86198274508972
CLN5,20.59853743838637,35.076915879561604,22.49620903485152,10.731203665853357,23.254048430207586,22.263920220619934
CLN6,27.22273286836524,19.9741194654276,15.128216396679868,16.089080806998975,28.11464645851554,41.3569352848674
CLN8,23.586836007361658,16.921903999571985,12.050574315113458,12.368940311629355,8.881233105727349,19.615964403284952
CLNS1A,91.02304849694193,186.12138272106466,175.4881738079862,60.98447021841486,10.868116270166368,70.86302625706523
CLOCK,44.22192737361823,40.851580768254706,42.77482359840731,47.315468326125,21.50022719675846,34.30453450841002
CLP1,101.16945722796612,49.13945663789604,42.256752706043464,58.04460194947522,153.52821453946754,100.17253938828802
CLPB,44.4628955897917,24.20695988934372,23.402812254690353,22.718725529761464,22.246708599103982,19.365885209899215
CLPP,97.02737923143903,144.90966390393493,132.26064205544725,100.1195568320143,77.27500835738118,80.64683508134856
CLPS,21.631173063600727,19.550586735496587,23.570655902129708,25.309726281038884,26.79830783073177,26.01180733458944
CLPTM1L,200.8215107706794,185.01904852959808,181.99689159681034,172.81684043113896,72.65851625725405,97.76333679373418
CLPX,44.10896489522016,75.81650251070856,47.32334016089979,29.07082280082491,25.834015490923356,24.669526771788888
CLRN1,21.00032863865367,14.168351459862231,17.708498667638256,34.031055660221845,27.35646666432229,38.08323803010693
CLSTN1,135.7219261834917,181.25789181635537,218.2926886128841,183.1853093373317,31.288053435742587,81.05167649293149
CLSTN3,24.15416374234022,30.548507684225438,31.467267484450513,54.40887148079601,33.331399761698506,39.01975712674265
CLTB,50.02647865392344,32.52889702837135,36.58194810206414,28.31294666146045,47.79540431835542,27.84367520323734
CLTC,982.1230631989015,488.94893832505073,528.1046374534292,568.3555821668194,371.2867446324517,288.51869234911334
CLU,18.84839795784921,20.883476584787044,20.79622839883748,21.288907343071337,22.04897981334521,13.545050300621442
CLUH,77.32323005570132,86.82087154861001,93.83147246010942,70.55810943032597,43.40171060313192,80.65402125094033
CLUHP3,25.609017512009935,119.90932108583463,119.58809780957873,67.36886086514534,29.783471166261158,89.1417777055355
CLYBL,11.984185873308453,42.32564064659769,40.093876307209705,24.163038839417066,20.555890970003162,33.6381222153043
CMAHP,26.93088994297544,43.895769496133276,62.00445623424311,29.22477474771665,11.285277585353663,21.073178830521467
CMBL,223.6966746451413,93.01297008107089,132.69958052457514,126.15381280613761,93.4854540520581,82.85160210155478
CMC1,44.83085160775018,37.6417031205735,45.31824226274781,594.2350942753123,15.114695398648093,102.05653702379574
CMC2,144.45336487596038,120.06068549122533,137.34304076312583,119.55080215766935,33.09061041839157,279.0067652162867
CMIP,201.11961738093015,88.0401684211421,75.22707025106824,119.74154665671652,134.06603748128808,50.9862301867857
CMPK1,464.20878009339395,657.496771433628,835.3459566339138,381.46846818903225,38.21587081689527,617.4062195316548
CMPK2,130.93981177936067,12.22718166967643,28.530438192468463,18.339723714817637,77.40956839214331,21.658985574482266
CMSS1,22.265992256083177,79.95575646115013,51.84453444025705,25.279394448636836,8.178691236894004,30.33409525364343
CMTM1,20.55275659226224,12.681908782762719,12.705048697224747,21.294958304744885,31.869621943633817,13.992330226128551
CMTM2,43.62974086901621,14.89524553265056,17.95520226608646,14.806923381770558,4455.89647740649,17.46921428101747
CMTM3,177.81337049462306,32.94847985518515,80.94555756843148,148.7700184625276,127.73587881488946,106.7651607369607
CMTM6,612.1663781235915,301.8692513483671,207.45864978592803,206.37436988583167,1501.823961700063,206.18008116459532
CMTM7,82.15064515228553,53.97502120790313,101.3055918665837,19.30897932291507,22.72597049817242,26.501520477606686
CMTM8,15.092082640398065,14.449423215315159,38.09157404471288,15.985367426635172,18.91317936315959,35.8428638393062
CMTR1,115.54331645298932,190.69986339860722,163.99067829668107,111.80183057824736,69.52018421949637,83.08255987796561
CMTR2,33.2969932191156,70.11445500032441,30.522474010855145,54.50134770248879,11.027164789058313,26.133514503474686
CNBP,92.12430977502193,91.08995098336275,74.03112257374914,61.371630164410576,60.26548169269334,76.73549147156938
CNDP2,60.50741307050195,46.720700496604096,65.17830819309887,65.71177465956004,29.282564459952816,80.22868996962553
CNIH1,238.5470442010365,196.81549551533047,117.22122427393138,86.53608813062547,52.875958295947285,316.7018966250774
CNIH2,39.87161119226487,28.046133764317247,29.93289681226675,37.977420156225584,31.584175362797872,40.07419872005677
CNIH4,54.38097075361295,7.650902828460187,15.808077282666861,16.338458845661822,37.685561935987685,11.823787915935945
CNKSR2,6.030426333292161,62.90400634895786,21.020134565792237,6.5118162937582955,7.368035436118365,25.052053015551206
CNN2,373.08485852187926,496.18695625919617,561.5536297897833,319.37996416522634,1039.3025636123157,518.7348975127671
CNN2P10,21.579955728310193,27.958208231336336,32.66627396588729,38.04038651822586,39.5673900479699,49.70020839614619
CNNM3,66.34105270534978,89.60454458609007,119.93508944466005,117.8501675930176,71.71534789986444,60.09878755924283
CNNM4,24.664258328106435,35.54734733756724,22.04791001612542,27.94503351228467,23.948609702984683,28.50519030415597
CNOT1,18.008174042673378,18.186928388424654,19.203268749970768,23.857814738171495,27.614230105324864,39.343655568270535
CNOT10,58.17550806168044,71.41028643736426,56.745339363169656,34.0048824616423,43.356007347991486,28.806628986598117
CNOT11,160.0634388798321,179.6680412902458,242.25791640781992,179.42660304955731,81.79495741760972,109.99623422514024
CNOT2,13.231365015462028,7.876146793220671,13.234575354037181,20.78902222410406,21.432080499591947,299.59921012517987
CNOT4,16.83171177222926,21.650973654877287,21.88256574707789,13.722105895475933,9.114540966624713,31.593731650667706
CNOT6,70.04936172157129,56.395572541154614,43.78060542457701,72.68672503727893,26.881840269533182,46.68578268845976
CNOT6L,13.103769684567903,19.271139828394826,15.008105818701596,25.421900803075353,15.022780973812988,264.6959814263071
CNOT7,16.908537799317976,31.239078674733864,16.57549443022293,13.173346654744135,8.525355532295139,19.60056864757381
CNOT8,111.88555664649944,116.02967365840816,69.78814114398313,66.49159129722766,76.9569650720212,93.7430539879215
CNP,146.05419642398502,129.27952569683757,111.78710747427716,110.58102198778735,57.70682293056749,62.79892852679405
CNPPD1,38.20792487614705,67.50816035982403,32.00953912671794,29.629451206663198,43.33407486854356,28.271825318103215
CNPY3,113.1882193655599,105.12776969626444,45.21062635491785,40.33107624980956,72.44880557910244,21.72933959159132
CNPY4,53.65832072376369,54.23904982335958,102.85156956258218,95.37571088272274,33.56486651917416,78.72253895303344
CNR1,25.145877604381283,20.679508618849447,21.350974298087422,23.14774899209998,36.98042756344939,40.231264622890926
CNR2,18.3448092709069,56.786653911392825,16.756280092213757,22.061209754444977,33.52324729095505,37.13065013474361
CNST,10.730906137835392,35.35665778170854,21.726893374088828,16.038863364605643,14.027149897151467,37.9818497862655
CNTD2,60.26631715545873,64.70386557569687,76.37772271685819,92.65712413485016,90.40871853138314,173.09221365043257
CNTFR,27.49543106886149,27.848930137266922,25.757309529172286,31.973615838284033,38.92135414836927,35.63869866034039
CNTFR-AS1,18.347098231205035,14.439711370920188,16.40404839624331,21.93739020892811,25.597836937849614,38.07092573825969
CNTN2,23.11920686481598,18.117223859537102,22.35165883019281,26.661942701786867,31.39863637639308,30.605390971593
CNTNAP1,18.016039618419665,16.472070446591868,21.728851253833927,16.943382366095456,26.347789060444676,32.613719171381426
CNTNAP2,12.402164282939959,123.96680097056978,9.381899196962486,10.765175990859374,14.356080371473253,11.820259422688313
CNTNAP4,17.57764633567257,13.877155754256039,17.035707980721163,25.85766325058318,31.175050674072416,39.50236353035124
CNTRL,98.90352256065307,136.24127204601052,115.47366044180498,45.18775568037907,21.834990525490557,30.60113414008709
CNTROB,23.948609702984683,25.3791175253021,21.544384833439395,27.25294059284404,22.164209442959965,25.6508924842766
COA1,28.282936267610218,21.25676280086486,22.813564931775176,31.414745775973802,36.413714247577474,43.85867993181488
COA3,287.9670632415853,238.42802319116925,145.1428808138358,202.0025927226729,25.051064424545874,30.33476083874116
COA4,150.16762478648025,173.75732646204045,128.87780342037624,147.517264688745,67.05160681655725,106.37027734784336
COA6,108.26626731109444,91.75659816775683,78.31409051815756,57.16340699817166,34.47264279623216,58.94039206378267
COA7,48.614002020615224,23.46681268522274,22.94805538610888,30.548084194921397,31.154528977923338,33.88141247457826
COASY,163.7907416464528,115.86170576342865,105.3772773549764,92.75865526023011,91.60979781417615,48.45253163426649
COBLL1,7.402589355220574,24.015600867933653,6.7033859502202136,6.282897308542038,5.980308876542523,6.206738400584528
COCH,11.416669972586773,34.23333640122975,14.57576803846149,12.096854059490406,12.821827505527866,12.266913989132847
COG1,59.51081621610701,85.90082011141985,79.12106827158627,54.76871018982692,31.265290133039507,71.2439020335399
COG2,109.76695571289585,135.95637587140774,123.10708642669671,86.55108499134299,21.754922917688827,95.4351313297889
COG3,82.71287441683602,103.8559455648107,92.31479644251914,72.86075300081454,35.17259806160345,54.01075828267534
COG4,100.30988690704905,106.67512567738333,109.52830969206971,54.273648846910675,43.83799771177234,39.11243598205933
COG5,22.72597049817242,27.19745966415913,14.952139197820058,13.883313223211942,10.134549116596395,20.07283771371049
COG6,30.186676033501392,55.89316631388943,55.57098857133912,35.680402874669,14.935048318379597,37.834907398389156
COL11A2,22.766648160995786,17.548186022866734,19.68820937128669,27.52384272494349,40.23753440043944,36.231129344797665
COL13A1,5.424687384901573,5.808879891555982,8.045711459332312,42.02133233673818,9.499950524867575,10.73446360321413
COL18A1,24.51257263047192,30.07890202635772,68.39457541799648,21.111833898174794,74.40512025559744,29.302521201991976
COL1A1,30.40907442603067,27.71932074662089,24.34291445638737,26.46456435116711,28.30215494712546,28.399355043068766
COL1A2,11.322495022107036,10.362283107953628,12.693165525200664,17.74572977665766,41.890465184638394,39.14228442533654
COL21A1,13.473380813992996,7.767121316880535,22.53585060798564,26.794221604565205,56.22461609043549,54.211405574799244
COL26A1,21.250280800681313,20.605677584682503,21.64407139210227,20.47100462526254,30.410128342503654,29.219047014759692
COL4A3,5.731727412332301,186.46744954566302,11.221627316523687,10.00576798967904,7.648940895416003,7.4945731319528175
COL4A3BP,179.46640555772026,160.65365573148208,105.51980548367638,88.45856907715954,125.05422586116411,25.675832510822488
COL5A2,13.596373555930663,9.519791656075167,18.93941677925062,20.6520057531597,28.539338687257654,30.65816164136241
COL7A1,26.856511232363502,21.73939671636059,30.509571233071558,37.545549462690175,44.10957637955173,39.33619513632919
COL9A2,29.806808396429286,38.0989676209694,23.348371121710375,27.112194751825992,29.89930407350249,24.21123028300386
COL9A3,19.75272787744582,49.244817536202525,13.22778869836344,12.775873251954955,59.60783213208019,9.639729402279666
COLGALT1,31.826795487697495,21.374073798205938,13.104859670819918,17.1963443498982,24.639140064262662,52.024788255826465
COMMD1,133.70967037598683,95.40744867662525,87.8816468407247,97.54391688655275,11.653730921481591,69.88221641423372
COMMD10,89.3899044579655,47.07567904210214,58.46332592646443,48.493853666985736,39.75487834163207,77.5048512229474
COMMD2,42.942372649811425,26.792364435014495,32.289204656503706,24.518690089112578,30.653289559261893,61.55096783969387
COMMD4,74.68879927551478,48.87822534215493,54.6905626751408,80.82333627028058,19.710876141769127,26.688706978660782
COMMD5,39.461120037461384,25.376303047171543,26.818562418199996,38.74639011597628,29.396856781268987,33.67164860752783
COMMD6,23.45136511451794,17.852571609341066,23.027246420085014,24.195888291280152,25.332894120524006,35.48709394154802
COMMD7,272.04283098142355,195.43160674472514,237.77776461792746,230.45639631634697,23.166850177147587,122.8915159737116
COMMD8,139.3230354163652,113.34052657132435,79.52959946579746,105.17587425012029,101.90280826469713,70.31512384421531
COMMD9,243.55436005767064,96.1370080569033,86.70720649421531,61.049179481720685,34.37981794329513,62.30862705721315
COMT,35.953741341102685,25.388618693761558,28.338470710380317,34.217679014150065,17.34550573348232,32.22030456083941
COMTD1,46.800433887349136,29.839056216340154,38.7985276480013,46.840351595493566,28.70161475096374,34.42810770102719
COPA,400.52264424767213,245.45419271141628,214.59906795784033,142.25248057488943,90.50841327015152,153.04700058708158
COPB1,196.06524332125971,185.10370987845045,181.5370237641467,135.95260641251917,93.4627770902871,216.15687641952871
COPB2,256.2449921900639,187.5095155861702,141.27378780303366,123.54304632515532,136.93998981347735,68.77996621049236
COPE,27.752387792906703,23.102226589751215,25.95013250335148,22.206344224413744,26.959091975616477,36.83505342560269
COPG1,121.83290304980339,103.61794022021543,96.54301652799539,96.26170022118957,75.72301764245519,44.54996520986863
COPRS,94.67620676227469,108.62708060847754,36.57637005905849,35.79435058296552,33.85366210428636,49.59364416278905
COPS2,251.32145023873372,246.53864552192667,236.3350834413634,150.83317846923165,100.15009642778945,46.94576479095975
COPS3,169.83382358339762,156.54243707272198,139.97544923540949,105.30426070085015,102.69057741108767,162.0624555325526
COPS4,155.12097862343964,171.35921904130282,133.79867324669866,124.5852963297927,14.392048017577537,110.97939737697949
COPS6,79.93691550492721,69.00600463644501,72.72603408948385,76.46088533409812,50.14451511052479,67.67365610961451
COPS7A,155.70592139610534,84.53576885724695,74.75975831492028,56.616474087619764,64.83720520515344,47.757946708317704
COPS7B,32.10174907234836,29.930614629938265,37.99453457345838,35.38264513717715,27.38701261824876,52.847777807932694
COPS8,33.476806400079305,64.93705263908805,34.45592062277234,72.71343271997021,19.22457767050776,77.23299996369511
COPZ1,158.03058585300917,133.12705635867871,67.89342682268015,96.9823293426114,26.989942534714608,37.985075798378034
COPZ2,44.56255354675691,32.32189770622152,32.95898707731902,62.40328190528197,47.734816226207904,50.64018948756636
COQ10A,29.551511129070775,74.06653802225601,65.48352138946673,53.53943465745763,14.028024983592777,70.67184405890359
COQ10B,84.54573071823623,133.22859937324765,99.26684260663103,127.99911277468372,175.3191768384751,208.66163261605536
COQ2,181.53324884710977,39.76645353881766,40.082761465197166,24.262898446011178,39.958485548143415,50.34250795056499
COQ3,13.48720967917228,17.369809180393215,27.619781473718735,23.579970364251135,9.753364677457,42.77807840917514
COQ4,18.638837795491174,50.845916184385736,22.12966950049197,24.844076325297408,17.19801317453305,21.96779310356194
COQ5,65.44721968078834,91.40872673783485,67.73830584770795,56.640417714308654,15.108410680508719,33.02681183303128
COQ6,37.857047672397044,39.460025958064776,55.631881730508546,30.125849114540294,23.600573291253145,46.51508896926567
COQ7,25.42366297603352,25.709328073937947,22.505566890947595,19.793982457087935,21.750851870507827,25.617567715376058
COQ9,91.32829532424621,98.76171609351286,80.07666580244036,63.1057692473001,39.40618006640937,30.99690849385495
CORO1A,1781.7756773458316,1113.665302956626,1647.3141566153515,1677.3871572169269,2439.2129507779173,502.09990436837114
CORO1B,49.17796050480576,31.30475705694084,29.270997382756928,20.95714084192053,36.01110589455786,22.86536585635259
CORO1C,249.13605267501384,107.05957348544348,51.18077186741273,36.995810489478124,350.239988005757,18.576481111689425
CORO2B,8.779629138672403,93.00652313671077,10.161630461852774,13.985888465051664,14.449022597790423,19.26585871623486
CORO7,120.0332261223908,61.94002241560603,98.95220837510028,58.71836939155457,92.71301675703222,86.45449702119426
COTL1,412.86605564724664,31.616154565333723,55.748071752956655,14.443615348210127,112.11534964891867,25.267543153576074
COX10,50.65841381963808,58.57852655594195,46.10336023695051,53.819235776493,37.42706467340676,61.53722861756278
COX14,183.3148690002324,204.93179152801346,142.74733485799595,140.27071191758668,74.47993971246885,163.8579318840167
COX16,29.264505587768067,44.255351009978405,31.330806453989204,21.24807147970368,20.57370901030342,36.218745154587424
COX18,157.0652265125508,174.34123206764292,158.32442174782136,103.38406326593991,22.750557599017895,58.63727261083078
COX20,98.28776950251344,144.58559358256,118.59833945312366,70.72017795932075,27.491238544818398,59.36467099509486
COX4I1,80.14774362027265,62.94762319830633,46.757309115358396,28.88382696953637,27.179556309034247,137.12421163743133
COX5A,25.639033972401787,22.236379434726796,19.550722250306993,29.326032542615366,21.99906038280236,35.434976201613686
COX5B,684.3117930658678,380.855521161408,334.6757013977693,363.32076179069287,588.3415027009619,307.5522746719235
COX6B1P3,29.826855825191593,26.03986384552507,25.02399110800795,25.11069405716789,39.43405048584462,30.295683680203755
COX6C,790.9211150385231,1059.2298728567018,1168.7089686301756,1273.9562338344856,18.410156683676327,1375.7195392667109
COX7A2,806.0525013749276,755.6948600832219,792.0457746116816,782.8054554166802,834.5472942537153,1282.3650890065887
COX7A2P2,66.26017001135578,68.860273217495,56.08604704204369,70.84970789592305,98.37433001709988,103.62971625725979
COX7BP1,63.014415519522274,41.98930488331041,48.9443356286138,53.155976401358345,68.00505100897757,58.97195254210456
COX7C,191.34070382527213,300.4643467603203,224.75665125154046,106.75131268015953,14.838671204302553,413.38659768470484
COX8A,813.6587262457214,339.4769945583934,397.5217533259317,460.1881423664171,473.5194907126194,404.1973519832014
CPA2,16.321932772464987,16.635346367149076,15.976062757306195,27.696658004521012,35.677435185614996,37.361410142023175
CPA3,8.626109321897077,7.945070382813474,8.862415703759877,12.084534533482213,13.838541553773334,20.816293651151867
CPA4,12.106248794020656,9.978825351493333,15.936025986759214,23.727529656873536,25.645254795400387,30.92481093688476
CPD,19.975642473993744,7.282430358426828,12.168673464866705,16.4672757654849,68.9295169499754,12.392439624871786
CPEB2,36.57865188293189,24.608247270963158,27.395936190099533,30.341910002546555,113.26277720102321,58.396563690612716
CPEB3,25.495840610350584,28.898846430630318,26.042210380812488,29.07787628198423,35.06719184152392,30.69021869055833
CPEB4,84.14700393425356,41.73743394725155,39.18066556843832,29.975252473274658,162.69431163756,16.057513552907956
CPED1,46.59586409174199,29.903242010286583,28.27489967223764,29.962788708178334,60.646816011401484,39.00613743220874
CPM,59.81477553443946,8.075043323244275,7.874236259848998,5.061622801483821,5.863572810406288,6.987949546839199
CPNE2,129.46694577366247,11.638231955707058,24.321326309783554,12.848517486793549,54.52968816001364,24.7531549391787
CPNE3,42.2491379534834,95.6730044947961,43.93534141993868,58.86629813110957,51.57070989733035,20.852695486307216
CPNE5,15.331957510512098,273.422849230911,20.660453259315492,16.364980747277105,17.764436241234197,18.922723867548893
CPNE6,26.349432772327297,19.7916501701707,24.478444860417497,30.193790967047065,32.81855924666669,37.5045327677773
CPNE7,60.28553599603423,43.72510671306768,48.535215751408614,56.784292269958975,81.25980514586998,53.657874073519956
CPNE8,43.8252373717727,9.178573800768385,14.728207985923541,10.172553762211573,8.544286363178578,8.786059387171388
CPPED1,371.6910140493945,13.015149694810315,31.334498537740235,7.815022354546393,580.6278650010413,8.247358907759216
CPQ,92.51337170775898,14.014418706114842,38.014818555471635,43.24016130910575,216.54304110118682,32.39763463348565
CPSF2,24.11451685091919,25.71877459358858,12.856802656641651,17.90561293591,12.974256850169462,26.44508074010719
CPSF3,102.63009249936724,108.5503073056774,70.58305648837664,52.95738575316076,20.777209502727626,33.84813662461212
CPSF3L,66.30703318680078,66.10603132547452,74.24747198315373,57.535480718821766,52.37476643417864,43.6460879775293
CPSF4,130.17693126116436,122.53669202214255,129.06195731353188,100.99359569089485,67.60930913739794,100.4113871413714
CPSF6,19.978965804875543,34.355995926455265,24.2338211592369,22.915788141694293,15.936357370549132,85.52504221545811
CPSF7,240.9232807992026,249.27424134749836,253.07128331658214,126.90894949636913,191.81875819866698,130.4850198054738
CPT1A,224.25867752103585,85.31041638703346,111.83128260383465,208.3810101544355,30.20300101751303,54.539127971087645
CPT2,52.522729972946735,45.30410897173028,31.894372728942738,28.8962424979409,30.72838415443503,31.498424411720777
CPTP,62.76637565185999,59.1780396069421,61.055950427836045,44.69836017871618,67.68104786975435,34.51081355422138
CPVL,1263.4912868291474,6.841013134748652,98.19515922947811,11.20794596219867,10.155222892887807,11.84430474955729
CPXM2,22.31713615209581,19.89618607324278,17.726060041792085,24.680162697589996,27.421583899637497,35.242369178530275
CR1,20.361754873166277,31.477956909028162,10.55686817647318,5.105881304273684,40.23753440043944,8.199655308623292
CR2,9.401558938365508,295.72860749371085,23.755834799289662,15.888378590341238,24.172252293767375,20.103989824384257
CRABP2,38.84992746688326,31.58855416272676,29.54372840636876,34.07802922483183,43.64486440550998,38.86211039364799
CRADD,29.081907611000524,44.00239057704412,30.158651145941906,68.28941168522758,92.09494083281312,39.718313251439284
CRAMP1L,45.99770575486455,63.812626020943185,61.3882228402788,91.98393428091052,31.39319587872046,33.5184423644388
CRAT,53.31871107252255,35.64307743776531,46.43014882031087,42.548607143344064,39.61623850067195,40.427411301400085
CRB3,40.30480675930786,38.42304630460074,32.17214004294371,33.59745387773299,48.12284395341421,52.718903465497455
CRBN,240.07810062428734,328.94897338144796,477.1966153078384,390.50304830376285,101.80326347866999,382.1717448274064
CRCP,48.82269403235677,53.3619691365854,36.27566106015531,42.607928276242994,31.857474573030085,59.45320245830125
CREB1,30.83421045862924,34.14068263753608,20.343838370157858,25.365927356304002,46.559059152387945,22.291884400175547
CREB3,60.891122352345604,60.42149601426844,58.014032578367186,60.802131708785716,54.65607671805063,45.22719774661925
CREB3L2,39.68192201483013,23.892898900738494,27.166371904872168,43.23506640398806,26.641991068159715,31.185323702426892
CREB3L4,21.03966749864261,53.26293411863235,19.021379837523668,36.66445018567049,24.429289502606082,23.809737268730785
CREB5,104.2562454212573,5.381767254357165,10.558990454157898,7.066814306285031,190.09806016348296,6.629761626138675
CREBBP,22.782118439983172,36.81750606577324,19.298408885276505,28.222815248691354,53.45007251057035,23.11638548088707
CREBL2,58.23683312942769,48.57358284268552,36.68910991922635,22.88055274757725,5.271962104071977,28.636623885563026
CREBRF,43.99537610561375,59.84919760291181,37.02171953475533,43.02967384740172,136.03838746437228,61.46166431673569
CREBZF,24.62019016414289,43.64516692970552,21.214518067072298,28.45933408940334,11.28801574289986,38.25403314791519
CRELD1,36.77516731057404,44.52828059986875,49.464102665659716,46.86665745819786,23.62545157430013,28.130065835071825
CRELD2,124.89656593725446,111.88323007594533,133.21197794512324,139.96574721286137,46.1366068895481,99.69325495709724
CREM,21.62862430404464,21.43445752518728,21.830299222274665,76.83703798177517,32.90123879232979,529.1903886967301
CRHR1-IT1,23.923888603197764,34.31910441706611,37.30067932076767,46.953799489322776,45.08638702963931,47.521341366664295
CRIM1,8.154181107532262,15.496816832908182,9.899529780533683,27.3670874778228,10.147131194606937,11.87843628847297
CRIPAK,36.583976692243006,21.734424646525806,45.035163686150554,23.931849659936486,22.672160949916048,57.82206874319113
CRIPT,26.19482647613609,24.67554424377349,22.211116339216765,21.77559145765135,56.08565828453728,12.457338892219486
CRISPLD2,468.4853097775683,10.054643326639265,19.133912488920593,13.817838020792024,736.1418595456407,18.03824727835538
CRK,46.57455242431215,46.14140405777745,18.74962712740146,32.166119598719455,68.65676613085557,42.09836186498886
CRKL,15.241468430100932,20.742242914965598,20.5834085097133,28.454402889875386,32.19935758379568,170.1621247871594
CRLS1,23.326856509615055,22.422107790974444,27.826161429215663,12.9334924884721,7.824345083205026,26.79557743819887
CRMP1,22.033243747492,22.82416220831933,18.281214336195756,27.49676518786383,31.606951752641706,33.79682529051256
CRNKL1,24.8911330757891,35.62356512067171,19.893290177103612,25.87433716896531,30.21367981865683,24.130531740075817
CROCC,36.96761334456183,49.37127508001536,71.35338660384053,44.92292619092905,28.005533373898352,38.32522262029341
CROCCP2,62.47382684369203,52.743083049638045,52.511081350565334,49.6117519773661,53.78455363028512,50.24285959178818
CROT,28.21577360395506,30.737118105492858,57.24231048617288,44.21150681811834,21.739848779106993,26.8811878777071
CRTAM,20.535099035953227,4.763262312507075,13.816688733134356,21.692884565818193,6.328045617842448,59.70814069772515
CRTAP,67.34691706785142,17.349954809678874,17.030631188565103,6.773680783577925,6.890554094756288,8.030812507448728
CRTC1,31.267890814921937,41.94945027694222,35.37602390398377,39.05837437979194,36.16745053405569,40.983448043259244
CRTC2,105.77977488488727,115.38405015842618,95.64847091579726,82.46614138994464,101.19821269664072,78.13248225666268
CRTC3,286.64275408016067,523.2802505168828,527.9070051527043,303.93942214008536,41.51440165995936,365.2088398918782
CRY1,51.84022231245096,43.31965955866778,115.97258550186405,155.38355347684112,29.89391615825444,289.7425955464751
CRY2,53.84050362899252,72.25522439712282,71.72529044725334,61.18346889440825,51.70529050192561,75.7364184418686
CRYBB2,13.66847135758035,28.0973078539132,13.073196232615725,16.403366185235846,9.093401163340095,38.993227863139566
CRYL1,70.40129198829635,44.11997291027012,38.53052664123644,26.44732675955043,18.746118467915473,33.17706025803356
CRYM,27.41759267947839,31.90697649049708,30.184374502211856,40.25817868931968,49.15478642269636,50.64056478996709
CRYZ,31.887962199848623,107.47073145720903,75.90484128694068,116.4825472706942,41.802867402378936,57.39462759024738
CRYZL1,51.26420795144999,73.80210189854836,57.56859110399331,32.49126480012785,8.587034570949402,22.90611084874164
CSAD,21.371110927783157,17.835873902424563,26.378122915397665,14.20946173362285,31.2592227164869,34.676896633644944
CSDE1,621.9134464811938,751.3805702656166,600.1794033960076,330.4527061201022,395.63328602368773,577.651080818915
CSE1L,35.83059261790179,36.65911366341712,46.72491064812478,50.10386528664933,24.03775071640109,50.66083900791307
CSF1,17.715742160270036,19.38515008836831,24.144287751511744,22.599359814083225,28.398050729684226,26.440054490560463
CSF1R,545.252246984788,21.126179706043843,76.1995197499325,31.596875555146294,55.14545190420067,24.216848405868223
CSF2RA,48.58435800308392,6.676213075747968,14.407119372769388,8.344294056816377,66.5132564018041,8.99721530939143
CSF2RB,513.9770030793129,100.98239576378504,70.14118989632551,13.998011565172645,4607.281396434265,16.337452937351006
CSF3,29.047860465196795,23.570819282032772,21.79053933872585,32.420175601147015,33.35566733570993,30.467458334697746
CSF3R,602.8854075182884,10.595722057223139,33.42023562835882,16.555285666732956,2820.822163723182,16.65173753648903
CSGALNACT1,15.38433309892492,15.298942195945605,34.48793874243356,15.154349282593474,20.256738471017425,25.878382787720703
CSGALNACT2,33.46636606913161,18.929442276184883,22.05861032449194,24.659130072984045,29.499733169919907,37.65648256044838
CSK,469.65579492125727,374.52805984462935,293.0981394936397,249.9160939465744,361.8680688391019,96.98881167417763
CSMD2-AS1,24.113346835648564,16.76673646485934,24.491003783188685,24.855789094421127,38.29648295695821,52.418764357744806
CSNK1A1,19.83532319902378,19.405181206121252,28.970044588813206,14.712290840444942,11.631296396485212,36.20829781775915
CSNK1D,126.17917387130254,58.97534303775932,58.10498351230029,58.71511344405415,231.7025320717681,129.44853663476522
CSNK1E,26.900293341276107,39.241002668171134,41.72383897505897,32.704788964196915,22.032938303993532,34.875325767843385
CSNK1G1,18.770822988428787,22.491687465992015,13.519969575876933,14.502904973187754,13.029411337483142,27.557729839925234
CSNK1G2,311.46796995224287,361.00624897951656,318.15809085601734,238.8746584216529,492.20653422099576,156.144850685351
