,monocytic.lineage,B.cells,CD4.T.cells,NK.cells,neutrophils,CD8.T.cells
AGPAT9,199.54633895917024,5.501061378309819,44.16035914120457,8.627544440468938,426.93422203225253,19.933699361459556
AGPS,23.494481107150733,11.797342452227978,13.891302760146967,17.34827124125116,12.0764121941178,27.211567195728932
AGTPBP1,278.5282786665074,49.026844372447734,83.07140211794797,157.78322274395177,239.0933178287885,64.84124923271101
AGTRAP,59.67190789792898,14.835277416036673,31.5109206309884,48.88872920989399,45.67427741757288,22.333508636868956
AHCYL1,139.3143442642325,149.6574200974442,87.02512041093891,80.34353309683591,94.39116992421035,27.944016778998922
AHCYL2,44.85696168607695,27.710483913747307,34.242829213395204,25.70380435945176,21.86012885622414,24.399853422766686
AHI1,12.016209781971567,14.613906733108841,14.26205532027426,8.489090527617932,12.605749552884328,49.999716303471274
AHNAK,76.8812559824111,16.631656938436688,20.965131875736404,42.28341514960135,17.94189041350574,31.036618897095206
AHR,257.3057701451217,16.406322637857205,40.42931906610075,10.121702002851745,4.299235085026489,18.294756529493213
AHSA1,148.65147826746392,260.24019530856344,198.52680467928562,194.71632036627753,106.96685360717859,100.90863909432534
AHSA2,86.18530506702822,193.7738392095348,215.9165470180533,83.84832157679823,20.52143908910769,46.53401582308564
AIF1,2583.838171469767,25.22443412970586,390.8225767418683,43.8915100307661,2200.0185913211885,74.57235001000774
AIF1L,24.535691041419277,21.87877411591943,21.31844050137108,26.76693417030309,25.324291463692816,39.187998145392825
AIFM1,53.94584724079516,63.70214292037576,48.595472390733875,45.367271816523896,18.092627082353225,20.40111709125082
AIFM2,29.57323166694195,37.93611404732541,32.45007707980674,44.11813805033549,35.525178663830275,42.84787939862191
AIG1,14.121388060121227,15.450589730400594,18.529473707779353,10.90554526651854,22.506190886407467,18.51345762486019
AIM1,375.1334237044534,460.22642133198116,450.0963327814045,133.80145554082043,133.11875171977707,673.345653935167
AIM2,74.61325282554233,569.8782809930783,55.40637209252208,14.371213674656998,79.39960912203183,17.99475793268468
AIMP1,34.348852540680134,52.25365325510276,35.673725921407,24.535350906875543,9.150623193752663,19.11721589591484
AIMP2,136.60438645355546,89.79791234892015,72.1901451660988,88.55918253778646,28.729281353103083,71.65115934707683
AIP,64.21774051575854,118.17081806603647,79.79519667721199,76.90150885936913,55.864117222297345,81.62384097414328
AIPL1,21.48726565028343,20.856425266482916,20.260529869098733,24.044916314841636,34.25707336749268,37.05966872210031
AJ420595,38.408667269645385,56.17124988328547,91.04134712314344,40.881323556342394,15.131467430919471,42.42494278460233
AK022030,74.23357788834778,96.39924886329132,77.708472601283,102.18502658489832,28.913072050088868,46.00441519854957
AK026714,595.7238876660294,106.84532690598982,170.40808789030152,10.88590918105932,900.0554035070023,139.31526984613842
AK026905,101.52984049407178,17.282978933317143,27.75315726314788,24.825829191985235,45.87034966924788,24.104406049830025
AK057657,438.5963512998961,344.1491174437453,268.7721789714343,295.6568719879603,586.115020560207,696.3813002689476
AK096592,49.864459250587466,82.96954675894331,175.08236902703655,44.374224452266255,17.136136831410436,52.76734076668226
AK1,16.67055233595423,37.03403910431487,48.31502490509825,49.3144999598931,17.2213937314933,24.67072167037869
AK126278,30.030362815827967,17.369086805359075,31.802317580024955,18.900991348178245,9.043617659462793,22.721566967283366
AK2,51.698839816609,41.6204310042257,42.56837167193985,27.883504680985233,25.73357517441792,31.502900438255317
AK4,63.35163727087187,41.6773025206916,58.04943016453482,47.86834426759649,57.06760055064994,43.9896703530193
AK5,13.612121229531184,11.239453628775188,72.57345254238416,41.47499781316153,11.53119400172213,55.74162844220547
