Symbol,monocytic.lineage,B.cells,CD4.T.cells,NK.cells,CD8.T.cells,myeloid.dendritic.cells,neutrophils
ADPGK,108.57212948731438,71.56141453900966,44.26087293936701,49.722950444716155,50.38421801152402,80.79700999898907,45.386143458429075
ADPRH,39.76700482274188,28.238861111488667,15.726764636107314,31.09498465277107,13.021556475343896,26.634974600277314,16.968533726942965
ADPRHL2,105.509566274701,66.26889691550602,68.78394706275209,97.9232815151282,79.30995172759516,126.05940953320552,80.09220868691878
ADPRM,28.766344573804645,143.8767833080428,95.15779916500328,76.04439446696836,181.75610331546463,18.247159565595286,29.23814747268588
ADRB2,27.90090474317115,33.248330610500304,21.07469723437507,515.6505893254645,144.12931597218503,15.299048240499614,27.948326609904218
ADRBK1,55.90130276608479,61.30530429730445,57.14320301574717,39.31369335212176,42.87574992272912,46.081634995710665,83.46850349651062
ADRBK2,123.6981402557262,91.24983215021624,31.3864509707888,9.055849612441989,14.294418233397373,94.62962479800441,9.359360774459354
ADRM1,198.0883191734259,151.49433120451044,141.49232612563156,207.4198275867144,161.76996896785215,171.29627870858593,135.19144034927652
ADSL,133.70318289970274,95.3803386533487,211.3690011564434,151.20478653759042,250.6568759415556,176.08277785098463,33.22137773678141
ADSS,148.35708333855268,52.50343834616304,110.642358131097,222.0514219975477,182.03221720175623,91.97245848397627,82.43585153214767
ADTRP,7.666775844426907,9.477785431317267,157.6432950721719,7.09518351654963,45.902155594612736,6.359485269881412,9.67364771399941
AEBP1,34.01148281087647,64.509064940089,56.431938362944166,39.2282208488394,50.30186550549267,32.986870288570074,40.861492625832746
AEBP2,51.477496938644045,60.24543406052284,78.52825860425628,176.68674462460157,175.1260633045561,66.9202068670168,28.144673367130757
AEN,38.436897870387526,60.88225963034045,47.728530062031,39.1136427781406,52.10644774135338,50.88293554279871,42.330334970658214
AES,135.4306059452035,353.06744705383,408.02959878787703,571.7061501599106,503.6542926271123,115.93561380384297,40.94513104174655
AF007147,169.38942504111822,120.28558913811503,318.99057764125763,137.98522633417562,166.88263125035203,131.09419567495314,116.34053230647021
AF131215.4,11.03075779493584,20.660453259315492,26.96040007065234,14.478296887112315,21.66388379016018,13.48964053976276,10.466810654407029
AF289551,20.820026502787602,35.87084933205889,44.02710262137667,129.40145240143906,68.03711207058785,23.50702400674242,21.45824228590195
AFF2,17.327961049488838,21.460919722550912,16.21941634435269,15.254045467677232,13.259918471807872,26.85483588826711,26.53822546606214
AFF3,20.85931678137682,961.6446013621794,46.43883902369203,10.988252023146167,23.63478769013433,103.70488187902919,6.033938532999714
AFF4,25.386858949803756,39.0283346831383,26.797007600269644,36.171963301516755,43.35991429626768,17.356690717372555,15.487689183403067
AFG3L1P,28.481436355609286,32.07928318797978,36.99298980742195,32.34341254261756,37.26966638762701,23.674302236513984,16.717184676419027
AFG3L2,68.13149694289048,69.6460680026034,66.17296415307935,89.03495856375245,94.63946414814829,94.66505124675963,12.628662968665965
AFTPH,150.25091849085015,215.72057885429854,125.51708999966911,158.75739668456745,158.35954312325813,172.73899608996737,194.63670607639327
AGA,20.902882528385373,21.725839204221447,29.858711401802285,79.88761755010083,76.43809931174151,21.81880222693122,9.095607503842372
AGAP2,15.95791210465625,19.326118399587276,19.031798536317297,32.932268760931805,32.91857546302579,16.66905023460626,27.666341988742484
AGAP3,69.27342020482476,49.0703616827438,61.80021705217642,39.06785115001237,37.584606651085686,80.16107773314674,67.19770237122948
AGER,62.08832041578157,34.81289773192651,45.13985878143064,33.29907045843478,45.12953473550048,43.57141315685232,94.19639877058258
AGFG1,20.186095794768768,12.235320604326837,10.354528816436941,26.996678255997697,20.724135265148732,8.364735953696345,15.628203050959069
AGFG2,22.803762880057228,22.5757185177176,22.2505639939744,23.013364300517882,23.615628068093496,32.48608533042884,32.96287102907164
AGGF1,22.057081391126,26.025789073263283,18.454362552486,39.493682778498474,43.83313619183477,22.370723332797105,16.784759960117313
AGK,56.10082182420986,81.18098838742321,87.23771033553915,208.17167923845665,107.50053280216268,83.31186101763451,82.37359226040381
AGL,62.77594777566919,223.27377551184162,199.93815452725897,304.8847119802056,324.1123086557934,56.538825155938106,52.64154766813356
AGO1,24.40339560296289,17.093666790752945,24.337515623952118,16.096219734986278,17.33012313328618,25.77695598518443,23.63183904452314
AGO2,94.20945806940865,79.3500925149907,100.06752216716387,131.24148382112523,132.54789971806713,29.768817298756797,111.44514823462858
AGO3,61.18050032599948,56.235919087315416,57.99513589294371,143.82493420367692,127.31600651804605,54.59776539926318,40.168982150246855
AGO4,68.55500064378593,12.658372300052255,18.89863328488964,51.21768000888453,28.10509916185602,41.58438526660121,76.01014071153396
AGPAT1,64.83900289911399,54.03379101498252,72.78554204001881,112.00272322091591,85.4204740926834,153.66555469961372,74.97407953682897
AGPAT2,85.53719541876471,60.57707444085263,56.307297324774524,50.39714142975589,41.207927447764796,66.31392762517481,73.21665710110588
AGPAT3,35.95174769762347,14.606007789767839,15.627769751170625,17.85356159356315,17.339495280877276,22.83872171347937,11.061997377270316
AGPAT4,40.20575175100842,14.478698316303946,23.82773641630459,55.70635442142246,29.715422736515034,14.848960152876971,12.830095464750054
