gene,naive.CD4.T.cells,memory.CD4.T.cells,regulatory.T.cells
A1BG,20.387533333333334,11.7435,6.5439766666666666
A1BG-AS1,24.683293333333335,9.798086111111113,2.027001333333333
A1CF,21.445561111111108,14.217613333333333,13.12424
A2M,14.161548333333334,22.538249333333336,21.537983333333333
A2M-AS1,49.45399444444445,124.46843333333334,43.121751666666675
A2ML1,4.5994478333333335,9.693665000000001,6.206211666666667
A2MP1,6.840599999999999,26.985718888888886,8.41499
A4GALT,1.6036850000000002,4.593319999999999,2.2865233333333337
A4GNT,17.661916666666666,18.025533333333332,21.177933333333332
AA06,11.7658,18.004047777777778,17.843833333333333
AAAS,148.09833333333336,77.35021277777777,180.14700000000002
AACS,168.1139763888889,108.08233333333334,129.30311722222223
AACSP1,1.9233876666666667,1.7631633333333336,1.3338966666666667
AADAC,12.466168333333334,5.086123333333333,0.9835139999999999
AADACL2,2.4554989999999997,5.975712222222222,0.9900136666666667
AADACP1,3.0129400000000004,5.33053,2.256938333333333
AADAT,3.4976133333333337,8.044535000000002,17.333893
AAED1,64.60825,122.06631666666665,82.33202
AAGAB,112.92356222222223,171.562045,110.6995134
AAK1,462.30437,317.9852433333333,290.580889047619
AAMDC,50.89145222222222,64.21638277777778,41.81050777777778
AAMP,293.53983,264.33045,261.45439166666665
AANAT,1.7256743333333333,3.0758550000000002,1.4004666666666665
AAR2,418.9466666666667,307.77562000000006,440.9847466666667
AARS,798.2685,666.5491880952382,750.3809166666666
AARS2,147.73915166666666,93.07374999999998,147.371586
AARSD1,198.57204000000002,148.09833333333336,182.4274888888889
AASDH,170.47161833333334,177.2428247222222,182.03704611111115
AASDHPPT,411.5059788888889,422.4197277777778,472.54610333333335
AASS,11.750706666666668,11.004936666666666,22.252625000000005
AATF,587.0756666666666,658.1621666666666,641.5914266666667
AATK,8.187397222222222,35.10855222222222,10.373833333333334
AB074162,5.694802466666666,1.5590333333333335,0.7863023333333333
AB488780,54.75740944444444,63.95910166666666,47.83402523809523
ABAT,108.5635788888889,108.75032666666668,86.69812222222221
ABCA1,40.435350166666666,18.6676825,33.705007222222214
ABCA11P,55.612066666666664,44.716855833333334,56.77546666666667
ABCA12,0.520694,0.4868126666666666,0.6040723333333334
ABCA13,1.7556636666666667,3.0195205555555553,2.8689590000000003
ABCA17P,48.98045,32.07513333333333,28.255018333333336
ABCA2,16.697685555555555,28.616226666666666,19.95016222222222
ABCA3,29.023752666666667,36.158054166666666,6.798826666666667
ABCA4,2.8142850000000004,2.9755858333333336,3.5252178888888888
ABCA5,196.80447666666666,138.03564916666667,124.17915
ABCA6,12.109133333333332,9.62187,0.9590521666666666
ABCA7,301.52222222222224,243.7303911111111,204.65563333333333
ABCA8,5.888961888888889,9.894833333333333,6.817928111111111
ABCA9,6.15686888888889,3.2523883333333337,5.542881111111111
ABCB1,58.898199999999996,50.78306222222222,6.802183333333333
ABCB10,434.0858333333333,521.6219138888889,669.0733333333333
ABCB11,2.4169583333333335,5.6700990000000004,14.853264380952382
ABCB4,5.779555238095238,2.0041414444444445,2.4055999999999997
ABCB5,3.9007085,5.979843333333334,2.8227958333333336
ABCB6,17.691099533333333,17.190366666666666,13.017408833333334
ABCB7,250.30000000000004,200.99995555555554,239.08393333333333
ABCB8,37.35799,28.711821666666665,37.1427
ABCB9,18.354411111111116,18.65746222222222,19.283644444444445
ABCC1,336.7313777777778,433.3521666666666,518.5796722222223
ABCC10,188.65820777777776,338.5340833333333,234.03175666666667
ABCC11,4.66568888888889,1.7457861666666667,3.951755
ABCC12,3.522959,2.7123516666666667,5.887343904761905
ABCC13,7.489831666666667,4.2744696666666675,5.198925583333334
ABCC2,2.2259321111111112,5.068063416666667,7.780173333333334
ABCC3,5.304399333333333,5.352555,5.656936166666667
ABCC4,35.04930208333333,41.45858666666667,45.75345333333333
ABCC5,163.77886833333335,149.817266,164.17034444444445
ABCC6,11.542069444444445,4.253366111111112,4.371537666666668
ABCC6P1,5.058176666666666,13.4846,9.563323333333335
ABCC8,4.621849133333334,3.1847323333333333,3.7713316666666667
ABCC9,2.4759414666666664,6.136187083333334,4.6888874666666664
ABCD1,22.633783333333337,27.51386666666666,28.863371666666666
ABCD1P2,10.222133333333334,9.388975555555554,8.301166666666667
ABCD2,33.219332,39.98077722222222,49.3944
ABCD3,525.6503333333334,353.6532222222222,379.13508333333334
ABCD4,181.08991666666668,150.1767277777778,170.5912452380952
ABCE1,515.0085,474.6748333333333,583.046238888889
ABCF1,735.3730333333333,623.248,624.9336666666667
ABCF2,136.79996666666668,159.98428666666666,148.93988777777778
ABCF3,82.94533233333334,99.41146833333333,83.15966666666667
ABCG1,107.62734999999999,102.66165000000001,127.36725083333333
ABCG2,10.158113333333333,21.946778333333338,12.747863333333335
ABCG4,21.990033333333333,3.4160300000000006,3.3256533333333334
ABCG5,0.8594573333333333,1.1660753333333334,2.767246666666667
ABCG8,5.345275133333334,1.2310999999999999,2.08809
ABHD1,13.062308888888888,9.869357777777777,10.339326999999999
ABHD10,348.3326666666667,263.4708,342.88566666666674
ABHD11,27.400412555555558,20.879448777777778,35.57662122222222
ABHD12,64.21638277777778,91.77930555555555,83.3974888888889
ABHD12B,8.719668333333333,3.866206666666667,0.7425768333333332
ABHD13,144.97743333333332,162.2988333333333,175.93699999999998
