,Tregs,memory.B.cells,naive.B.cells,naive.CD4.T.cells,memory.CD4.T.cells,monocytes,naive.CD8.T.cells,endothelial.cells
AC002472.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002472.2,0.0,8.309408064,4.902221439,0.0,0.0,0.0,0.0,0.0
AC002472.3,0.0,5.201791451,2.160721481,0.0,0.0,0.0,0.0,0.0
AC002472.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002480.1,0.0,27.62719899,37.41781389,0.0,0.0,0.0,0.0,0.0
AC002480.2,0.0,29.64851544,43.72462464,0.0,0.0,0.0,0.0,0.0
AC002480.3,0.0,24.026432999999997,20.87792282,0.0,0.0,0.0,0.0,0.0
AC002480.4,0.0,5.519162656000001,4.659055693,0.0,0.0,0.0,0.0,0.0
AC002486.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002486.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002487.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002504.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002511.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002511.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002511.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002519.1,0.0,2.975113838,1.441770816,0.0,0.0,0.0,0.0,0.0
AC002519.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002524.1,0.0,8.014617046,4.906062302,0.0,0.0,0.0,0.0,0.0
AC002525.1,0.0,0.0,0.275751755,0.0,0.0,0.0,0.0,0.0
AC002540.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002542.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002543.1,0.0,0.11808424099999999,0.686698075,0.0,0.0,0.0,0.0,0.0
AC002545.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002546.1,0.0,12.71631458,7.859365512999999,0.0,0.0,0.0,0.0,0.0
AC002546.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002550.1,0.0,9.87197954,11.59527131,0.0,0.0,0.0,0.0,0.0
AC002550.2,0.0,8.198762667999999,13.62241664,0.0,0.0,0.0,0.0,0.0
AC002551.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002553.1,0.0,30.97586197,28.67468691,0.0,0.0,0.0,0.0,0.0
AC002553.2,0.0,0.0,2.630996156,0.0,0.0,0.0,0.0,0.0
AC002553.3,0.0,20.2994082,16.395503899999998,0.0,0.0,0.0,0.0,0.0
AC002553.4,0.0,32.76320395,31.07913888,0.0,0.0,0.0,0.0,0.0
AC002558.1,0.0,1.724059326,5.569979407999999,0.0,0.0,0.0,0.0,0.0
AC002558.2,0.0,11.48540315,10.30115137,0.0,0.0,0.0,0.0,0.0
AC002558.3,0.0,1.150806018,3.3461547119999997,0.0,0.0,0.0,0.0,0.0
AC002563.1,0.0,1.7906388530000001,0.49586402,0.0,0.0,0.0,0.0,0.0
AC002984.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002985.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002985.2,0.0,0.361656123,0.0,0.0,0.0,0.0,0.0,0.0
AC002996.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.426547962000001
AC003001.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003001.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003002.1,0.0,13.06213743,18.88902015,0.0,0.0,0.0,0.0,28.65510639
AC003002.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16723971099999999
AC003002.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003002.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.020357565
AC003005.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003005.2,0.0,2.084969336,0.0,0.0,0.0,0.0,0.0,0.0
AC003006.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7613534
AC003009.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003029.1,0.0,0.0,1.48348042,0.0,0.0,0.0,0.0,0.0
AC003035.1,0.0,0.0,1.6443725969999998,0.0,0.0,0.0,0.0,0.0
AC003035.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003043.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003045.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003070.1,0.0,146.1668437,162.7101288,0.0,0.0,0.0,0.0,0.0
AC003070.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003071.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003071.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003072.1,0.0,25.63740073,19.73247117,0.0,0.0,0.0,0.0,0.0
AC003075.1,0.0,4.1638840010000004,2.783256668,0.0,0.0,0.0,0.0,0.0
AC003080.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003084.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003087.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003092.1,0.0,1.301146277,2.94256149,0.0,0.0,0.0,0.0,0.0
AC003092.2,0.0,1.034693303,2.005692137,0.0,0.0,0.0,0.0,0.0
AC003098.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003101.1,0.0,0.0,0.9744430209999999,0.0,0.0,0.0,0.0,0.0
AC003101.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003101.3,0.0,48.67100294,47.75532085,0.0,0.0,0.0,0.0,0.0
AC003102.1,0.0,33.14258414,21.563184200000002,0.0,0.0,0.0,0.0,0.0
AC003102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003659.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003666.1,0.0,0.0,0.73202839,0.0,0.0,0.0,0.0,0.0
AC003669.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003681.1,0.0,7.5621671379999995,7.833059242999999,0.0,0.0,0.0,0.0,0.0
AC003682.1,0.0,4.994298843,2.904346406,0.0,0.0,0.0,0.0,0.0
AC003684.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003685.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003685.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003686.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003687.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003688.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003688.2,0.0,0.0,0.269439365,0.0,0.0,0.0,0.0,0.0
AC003956.1,0.0,7.129501887000001,7.538247413,0.0,0.0,0.0,0.0,0.0
AC003957.1,0.0,104.0170635,100.14616679999999,0.0,0.0,0.0,0.0,0.0
AC003958.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003958.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003965.1,0.0,1.383727775,0.0,0.0,0.0,0.0,0.0,0.0
AC003965.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003973.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003973.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003973.3,0.0,21.09498387,7.766193472,0.0,0.0,0.0,0.0,0.0
AC003975.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003982.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003982.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003984.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003985.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003985.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003986.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003986.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003986.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003988.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003989.1,0.0,0.0,0.791627162,0.0,0.0,0.0,0.0,0.0
AC003989.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003991.1,0.0,0.238462801,0.069336918,0.0,0.0,0.0,0.0,0.0
AC003991.2,0.0,15.88984732,14.94780368,0.0,0.0,0.0,0.0,0.0
AC003992.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004000.1,0.0,0.0,2.0659092219999997,0.0,0.0,0.0,0.0,0.0
AC004004.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004006.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004009.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004009.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004012.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004014.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004014.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004022.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004022.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004023.1,0.0,0.0,0.256461781,0.0,0.0,0.0,0.0,0.0
AC004024.1,0.0,0.0,7.243228283,0.0,0.0,0.0,0.0,0.0
AC004034.1,0.0,9.048494374,1.315498078,0.0,0.0,0.0,0.0,0.0
AC004039.1,0.0,1.289751853,1.2500540709999999,0.0,0.0,0.0,0.0,0.0
AC004052.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004053.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004054.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004057.1,0.0,92.54616272,83.02367746,0.0,0.0,0.0,0.0,0.0
AC004062.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004063.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004066.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004066.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004067.1,0.0,11.2072066,6.389562092999999,0.0,0.0,0.0,0.0,0.0
AC004069.1,0.0,29.41996805,27.90341551,0.0,0.0,0.0,0.0,0.0
AC004069.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004074.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004076.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399075826
AC004076.2,0.0,6.527006022999999,5.6531184329999995,0.0,0.0,0.0,0.0,0.0
AC004080.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004080.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004080.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004080.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004112.1,0.0,1.30544049,1.26525982,0.0,0.0,0.0,0.0,0.0
AC004129.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004129.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004130.1,0.0,0.5150370679999999,0.0,0.0,0.0,0.0,0.0,0.0
AC004134.1,0.0,2.0509920580000003,0.0,0.0,0.0,0.0,0.0,0.0
AC004147.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004147.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004147.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004148.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004148.2,0.0,74.49133307,93.60422727,0.0,0.0,0.0,0.0,0.0
AC004149.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004156.1,0.0,0.556159341,0.134760273,0.0,0.0,0.0,0.0,0.0
AC004158.1,0.0,0.285510745,0.25543652,0.0,0.0,0.0,0.0,0.0
AC004160.1,0.0,0.489194219,0.158045705,0.0,0.0,0.0,0.0,0.0
AC004160.2,0.0,0.409834115,0.0,0.0,0.0,0.0,0.0,0.0
AC004217.1,0.0,1.743601561,3.9431806369999998,0.0,0.0,0.0,0.0,0.0
AC004217.2,0.0,3.5332502999999997,5.211194117,0.0,0.0,0.0,0.0,0.0
AC004217.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004221.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004223.1,0.0,0.0,1.6504403930000002,0.0,0.0,0.0,0.0,0.0
AC004223.2,0.0,0.848296348,0.8221862990000001,0.0,0.0,0.0,0.0,0.0
AC004223.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.354981709
AC004223.4,0.0,5.55991823,5.388787307,0.0,0.0,0.0,0.0,0.0
AC004224.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004231.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004231.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004232.1,0.0,51.58294329,76.33683558,0.0,0.0,0.0,0.0,0.0
AC004232.2,0.0,6.3234758179999995,8.035594227,0.0,0.0,0.0,0.0,0.0
AC004232.3,0.0,3.515986385,1.703883225,0.0,0.0,0.0,0.0,0.0
AC004233.1,0.0,0.0,0.735640373,0.0,0.0,0.0,0.0,0.0
AC004233.2,0.0,0.0,0.21691044899999998,0.0,0.0,0.0,0.0,0.0
AC004233.3,0.0,0.7273021479999999,0.352458114,0.0,0.0,0.0,0.0,0.0
AC004233.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004241.1,0.0,1.621590298,1.166084218,0.0,0.0,0.0,0.0,0.0
AC004241.2,0.0,4.157416334,3.0220901789999997,0.0,0.0,0.0,0.0,0.0
AC004241.3,0.0,8.92598091,13.84199138,0.0,0.0,0.0,0.0,0.0
AC004241.4,0.0,0.0,0.39934763100000004,0.0,0.0,0.0,0.0,0.0
AC004241.5,0.0,1.366699671,2.649266962,0.0,0.0,0.0,0.0,0.0
AC004253.1,0.0,33.09746405,46.74331285,0.0,0.0,0.0,0.0,0.0
AC004253.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004257.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004263.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004263.2,0.0,1.361277915,3.298446508,0.0,0.0,0.0,0.0,0.0
AC004264.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004264.2,0.0,1.328362732,1.8024671419999998,0.0,0.0,0.0,0.0,0.0
AC004381.1,0.0,4.601584746,3.1856791060000003,0.0,0.0,0.0,0.0,0.0
AC004381.2,0.0,18.22975447,17.86497202,0.0,0.0,0.0,0.0,0.0
AC004383.1,0.0,4.790379374,3.095289595,0.0,0.0,0.0,0.0,0.0
AC004386.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004386.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004408.1,0.0,2.416090121,0.39028738799999996,0.0,0.0,0.0,0.0,0.0
AC004408.2,0.0,0.166176886,0.080531031,0.0,0.0,0.0,0.0,0.0
AC004415.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004448.1,0.0,79.91726557,82.1428981,0.0,0.0,0.0,0.0,0.0
AC004448.2,0.0,4.724981704,4.579549623,0.0,0.0,0.0,0.0,0.0
AC004448.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004448.4,0.0,0.22011600899999997,0.0,0.0,0.0,0.0,0.0,0.0
AC004448.5,0.0,1.017357172,0.0,0.0,0.0,0.0,0.0,0.0
AC004449.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004453.1,0.0,41.84928648,50.97555052,0.0,0.0,0.0,0.0,0.0
AC004453.2,0.0,0.42867925,0.830969524,0.0,0.0,0.0,0.0,0.0
AC004461.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004461.2,0.0,5.172177979,5.569979407999999,0.0,0.0,0.0,0.0,0.0
AC004466.1,0.0,38.34927858,36.54770354,0.0,0.0,0.0,0.0,0.0
AC004466.2,0.0,4.471639661,10.40161271,0.0,0.0,0.0,0.0,0.0
AC004466.3,0.0,3.8033506569999997,13.92596866,0.0,0.0,0.0,0.0,0.0
AC004467.1,0.0,0.0,1.355361656,0.0,0.0,0.0,0.0,0.0
AC004470.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004471.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004471.2,0.0,0.152401986,0.147711145,0.0,0.0,0.0,0.0,0.0
AC004477.1,0.0,4.405472201,3.9648833989999996,0.0,0.0,0.0,0.0,0.0
AC004477.2,0.0,146.61388540000002,131.61832330000001,0.0,0.0,0.0,0.0,0.0
AC004477.3,0.0,1.5643159759999998,3.790418191,0.0,0.0,0.0,0.0,0.0
AC004485.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004486.1,0.0,0.0,1.919610929,0.0,0.0,0.0,0.0,0.0
AC004490.1,0.0,7.921563555,6.656766205,0.0,0.0,0.0,0.0,0.0
AC004491.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004492.1,0.0,30.47464615,25.31713282,0.0,0.0,0.0,0.0,0.0
AC004494.1,0.0,54.69745952,37.56255256,0.0,0.0,0.0,0.0,0.0
AC004494.2,0.0,0.833987734,1.077757461,0.0,0.0,0.0,0.0,0.0
AC004520.1,0.0,19.59546552,14.56078552,0.0,0.0,0.0,0.0,0.0
AC004522.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004522.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004528.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004528.2,0.0,257.7432775,264.54965319999997,0.0,0.0,0.0,0.0,0.0
AC004534.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004540.1,0.0,2.169086783,2.1023236030000003,0.0,0.0,0.0,0.0,0.0
AC004540.2,0.0,18.138025,18.298150699999997,0.0,0.0,0.0,0.0,0.0
AC004542.1,0.0,221.9965836,234.22343619999998,0.0,0.0,0.0,0.0,0.0
AC004542.2,0.0,162.6988892,156.0527665,0.0,0.0,0.0,0.0,0.0
AC004543.1,0.0,1.2506049129999999,0.0,0.0,0.0,0.0,0.0,0.0
AC004551.1,0.0,22.87302013,20.22435306,0.0,0.0,0.0,0.0,0.0
AC004552.1,0.0,43.00263521,39.65629078,0.0,0.0,0.0,0.0,0.0
AC004554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004554.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004556.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.43415985
AC004584.1,0.0,2.5217115469999998,0.8146982629999999,0.0,0.0,0.0,0.0,0.0
AC004584.2,0.0,1.125544422,0.545450423,0.0,0.0,0.0,0.0,0.0
AC004584.3,0.0,5.680272996,3.037482828,0.0,0.0,0.0,0.0,0.0
AC004585.1,0.0,75.49979112,148.2186399,0.0,0.0,0.0,0.0,0.0
AC004585.2,0.0,0.0,0.303645178,0.0,0.0,0.0,0.0,0.0
AC004590.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004593.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004594.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004596.1,0.0,33.43058788,27.7425589,0.0,0.0,0.0,0.0,0.0
AC004597.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004623.1,0.0,19.63484992,22.81557315,0.0,0.0,0.0,0.0,0.0
AC004637.1,0.0,0.957413305,0.927944702,0.0,0.0,0.0,0.0,0.0
AC004656.1,0.0,40.91834792,47.7894333,0.0,0.0,0.0,0.0,0.0
AC004672.1,0.0,0.221012075,0.428418914,0.0,0.0,0.0,0.0,0.0
AC004672.2,0.0,1.6079206030000002,1.5584297790000001,0.0,0.0,0.0,0.0,0.0
AC004674.1,0.0,0.62445631,0.0,0.0,0.0,0.0,0.0,0.0
AC004678.1,0.0,6.209273587999999,3.61089354,0.0,0.0,0.0,0.0,0.0
AC004678.2,0.0,5.526625306000001,2.67825956,0.0,0.0,0.0,0.0,0.0
AC004686.1,0.0,6.004298311,10.80762361,0.0,0.0,0.0,0.0,0.0
AC004687.1,0.0,226.1928703,277.2381842,0.0,0.0,0.0,0.0,0.0
AC004690.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004690.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004691.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004691.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77010118
AC004692.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004692.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004696.1,0.0,11.21372305,25.78983052,0.0,0.0,0.0,0.0,0.0
AC004696.2,0.0,1.394178891,10.81013526,0.0,0.0,0.0,0.0,0.0
AC004702.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004704.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004706.1,0.0,35.17486379,46.5587545,0.0,0.0,0.0,0.0,0.0
AC004706.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004706.3,0.0,29.16401017,39.17602503,0.0,0.0,0.0,0.0,0.0
AC004706.4,0.0,3.914106981,4.299450885,0.0,0.0,0.0,0.0,0.575060909
AC004707.1,0.0,13.39240443,12.66741855,0.0,0.0,0.0,0.0,0.0
AC004754.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004771.1,0.0,28.89154764,17.45347793,0.0,0.0,0.0,0.0,0.0
AC004771.2,0.0,41.43447794,34.89515972,0.0,0.0,0.0,0.0,0.0
AC004771.3,0.0,28.05690134,23.94636247,0.0,0.0,0.0,0.0,0.0
AC004771.4,0.0,50.54462232,49.303424799999995,0.0,0.0,0.0,0.0,0.0
AC004771.5,0.0,10.642832400000001,7.839591866,0.0,0.0,0.0,0.0,0.0
AC004775.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004777.1,0.0,12.86336482,7.792148892999999,0.0,0.0,0.0,0.0,0.0
AC004784.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004790.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004790.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004792.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004801.1,0.0,0.0,1.242414851,0.0,0.0,0.0,0.0,0.0
AC004801.2,0.0,6.516309812,16.07643351,0.0,0.0,0.0,0.0,0.0
AC004801.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004801.4,0.0,0.148288308,0.0,0.0,0.0,0.0,0.0,0.0
AC004801.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004801.6,0.0,4.718540011,4.115975581,0.0,0.0,0.0,0.0,0.0
AC004801.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004803.1,0.0,3.678956523,1.889527084,0.0,0.0,0.0,0.0,0.0
AC004805.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004805.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004805.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004808.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004808.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004812.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004812.2,0.0,15.426516199999998,16.23327141,0.0,0.0,0.0,0.0,0.0
AC004815.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004816.1,0.0,17.40192284,9.994845732,0.0,0.0,0.0,0.0,0.0
AC004816.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004817.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004817.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004817.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004817.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004824.1,0.0,164.70587350000002,162.5126564,0.0,0.0,0.0,0.0,0.0
AC004825.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004825.2,0.0,3.0426805260000003,0.9830095529999999,0.0,0.0,0.0,0.0,0.0
AC004828.1,0.0,0.705616534,0.683898083,0.0,0.0,0.0,0.0,0.0
AC004830.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004832.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004832.2,0.0,0.0,2.7838341069999997,0.0,0.0,0.0,0.0,0.0
AC004832.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22189356
AC004832.4,0.0,2.788357783,4.053800723,0.0,0.0,0.0,0.0,0.0
AC004832.5,0.0,3.452418053,4.4615396160000005,0.0,0.0,0.0,0.0,0.0
AC004832.6,0.0,5.8995155079999995,3.8119546580000003,0.0,0.0,0.0,0.0,0.0
AC004834.1,0.0,0.41875972100000003,0.202935275,0.0,0.0,0.0,0.0,0.0
AC004835.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004835.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004836.1,0.0,0.0,1.410944311,0.0,0.0,0.0,0.0,0.0
AC004837.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004837.2,0.0,5.681612746,3.671157427,0.0,0.0,0.0,0.0,0.0
AC004837.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004839.1,0.0,3.223864762,0.446376593,0.0,0.0,0.0,0.0,0.0
AC004840.1,0.0,2.467771193,0.0,0.0,0.0,0.0,0.0,0.0
AC004840.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004846.1,0.0,6.3547130979999995,13.12478902,0.0,0.0,0.0,0.0,0.0
AC004846.2,0.0,6.83004112,8.058907143999999,0.0,0.0,0.0,0.0,0.0
AC004847.1,0.0,55.29951114,46.57592881,0.0,0.0,0.0,0.0,0.0
AC004852.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004852.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004852.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004853.1,0.0,0.661136408,0.0,0.0,0.0,0.0,0.0,0.0
AC004853.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
