"ROW_ID","ROW_VERSION","objectId","submitterId","repo_name","submitter","is_latest","dataset","celltype","metric","metric_value"
"739","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS4","NK.cells","spearman","-0.155"
"740","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS4","NK.cells","spearman","0.72"
"741","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS4","NK.cells","spearman","0.708"
"742","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS4","NK.cells","spearman","0.501"
"743","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS4","NK.cells","spearman","0.736"
"744","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS4","NK.cells","spearman","0.919"
"745","1","9696412","3396685","finep3cps","DA_505","true","FIAS4","naive.CD8.T.cells","spearman","0.522"
"746","1","9696409","3392762","izi_fine","IZI","true","FIAS4","naive.CD8.T.cells","spearman","-0.155"
"747","1","9696405","3390926","ictdtest","ICTD","true","FIAS4","naive.CD8.T.cells","spearman","0.287"
"748","1","9696401","3395690","test","Cancer_Decon","true","FIAS4","naive.CD8.T.cells","spearman","0.287"
