"ROW_ID","ROW_VERSION","objectId","submitterId","repo_name","submitter","is_latest","dataset","celltype","metric","metric_value"
"1","1","9696412","3396685","finep3cps","DA_505","true","FIAS4","naive.B.cells","pearson","0.955"
"2","1","9696409","3392762","izi_fine","IZI","true","FIAS4","naive.B.cells","pearson","0.095"
"3","1","9696405","3390926","ictdtest","ICTD","true","FIAS4","naive.B.cells","pearson","0.899"
"4","1","9696401","3395690","test","Cancer_Decon","true","FIAS4","naive.B.cells","pearson","0.899"
"5","1","9696400","3396685","finep3drg","DA_505","false","FIAS4","naive.B.cells","pearson","0.931"
"6","1","9696397","3391057","main_fine","LeiliLab","true","FIAS4","naive.B.cells","pearson","0"
"7","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS4","naive.B.cells","pearson","0.37"
"8","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS4","naive.B.cells","pearson","0.968"
"9","1","9696382","3392762","izi_fine","IZI","false","FIAS4","naive.B.cells","pearson","0.742"
"10","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS4","naive.B.cells","pearson","0"
"11","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS4","naive.B.cells","pearson","-0.199"
"12","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS4","naive.B.cells","pearson","-0.14"
"13","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS4","naive.B.cells","pearson","-0.149"
"14","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS4","naive.B.cells","pearson","0.684"
"15","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS4","naive.B.cells","pearson","0.963"
"16","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS4","naive.B.cells","pearson","0.963"
"17","1","9696024","3390893","my-model","D3Team","true","FIAS4","naive.B.cells","pearson","0.956"
"18","1","9695993","3390893","my-model","D3Team","false","FIAS4","naive.B.cells","pearson","0.965"
"19","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS4","naive.B.cells","pearson","0.989"
"20","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS4","naive.B.cells","pearson","0.989"
"21","1","9695845","3392392","celest_fine","CCB","true","FIAS4","naive.B.cells","pearson","0.921"
"22","1","9695844","3392392","celest_fine","CCB","false","FIAS4","naive.B.cells","pearson","0.988"
"23","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS4","naive.B.cells","pearson","0.981"
"24","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS4","naive.B.cells","pearson","0.981"
"25","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS4","naive.B.cells","pearson","0"
"26","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS4","naive.B.cells","pearson","0.399"
"27","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS4","naive.B.cells","pearson","0.994"
"28","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS4","naive.B.cells","pearson","0.986"
"29","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS4","naive.B.cells","pearson","0.968"
"30","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS4","naive.B.cells","pearson","0"
"31","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS4","naive.B.cells","pearson","0.961"
"32","1","9696412","3396685","finep3cps","DA_505","true","FIAS6","memory.CD8.T.cells","pearson","0.863"
"33","1","9696409","3392762","izi_fine","IZI","true","FIAS6","memory.CD8.T.cells","pearson","0.135"
"34","1","9696405","3390926","ictdtest","ICTD","true","FIAS6","memory.CD8.T.cells","pearson","0.609"
"35","1","9696401","3395690","test","Cancer_Decon","true","FIAS6","memory.CD8.T.cells","pearson","0.609"
"36","1","9696400","3396685","finep3drg","DA_505","false","FIAS6","memory.CD8.T.cells","pearson","0.796"
"37","1","9696397","3391057","main_fine","LeiliLab","true","FIAS6","memory.CD8.T.cells","pearson","0.11"
"38","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS6","memory.CD8.T.cells","pearson","0.497"
"39","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS6","memory.CD8.T.cells","pearson","0.437"
"40","1","9696382","3392762","izi_fine","IZI","false","FIAS6","memory.CD8.T.cells","pearson","0.477"
"41","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS6","memory.CD8.T.cells","pearson","0.566"
"42","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS6","memory.CD8.T.cells","pearson","0.612"
"43","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS6","memory.CD8.T.cells","pearson","0.581"
"44","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS6","memory.CD8.T.cells","pearson","0.714"
"45","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS6","memory.CD8.T.cells","pearson","0.475"
"46","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS6","memory.CD8.T.cells","pearson","0.844"
"47","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS6","memory.CD8.T.cells","pearson","0.845"
"48","1","9696024","3390893","my-model","D3Team","true","FIAS6","memory.CD8.T.cells","pearson","0.781"
"49","1","9695993","3390893","my-model","D3Team","false","FIAS6","memory.CD8.T.cells","pearson","0.779"
"50","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS6","memory.CD8.T.cells","pearson","0.75"
"51","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS6","memory.CD8.T.cells","pearson","0.773"
"52","1","9695845","3392392","celest_fine","CCB","true","FIAS6","memory.CD8.T.cells","pearson","0.894"
"53","1","9695844","3392392","celest_fine","CCB","false","FIAS6","memory.CD8.T.cells","pearson","0.73"
"54","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS6","memory.CD8.T.cells","pearson","0.883"
"55","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS6","memory.CD8.T.cells","pearson","0.883"
"56","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS6","memory.CD8.T.cells","pearson","0.659"
"57","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS6","memory.CD8.T.cells","pearson","0.649"
"58","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS6","memory.CD8.T.cells","pearson","0.846"
"59","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS6","memory.CD8.T.cells","pearson","0.758"
"60","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS6","memory.CD8.T.cells","pearson","0.736"
"61","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS6","memory.CD8.T.cells","pearson","0"
"62","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS6","memory.CD8.T.cells","pearson","0.726"
"63","1","9696412","3396685","finep3cps","DA_505","true","FIAS4","regulatory.T.cells","pearson","0.859"
"64","1","9696409","3392762","izi_fine","IZI","true","FIAS4","regulatory.T.cells","pearson","0.571"
"65","1","9696405","3390926","ictdtest","ICTD","true","FIAS4","regulatory.T.cells","pearson","0.992"
"66","1","9696401","3395690","test","Cancer_Decon","true","FIAS4","regulatory.T.cells","pearson","0.992"
"67","1","9696400","3396685","finep3drg","DA_505","false","FIAS4","regulatory.T.cells","pearson","0.529"
"68","1","9696397","3391057","main_fine","LeiliLab","true","FIAS4","regulatory.T.cells","pearson","0.876"
"69","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS4","regulatory.T.cells","pearson","0.107"
"70","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS4","regulatory.T.cells","pearson","0.797"
"71","1","9696382","3392762","izi_fine","IZI","false","FIAS4","regulatory.T.cells","pearson","0.463"
"72","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS4","regulatory.T.cells","pearson","0.498"
"73","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS4","regulatory.T.cells","pearson","0.288"
"74","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS4","regulatory.T.cells","pearson","0.175"
"75","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS4","regulatory.T.cells","pearson","0.365"
"76","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS4","regulatory.T.cells","pearson","0.369"
"77","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS4","regulatory.T.cells","pearson","0.345"
"78","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS4","regulatory.T.cells","pearson","0.345"
"79","1","9696024","3390893","my-model","D3Team","true","FIAS4","regulatory.T.cells","pearson","0.984"
"80","1","9695993","3390893","my-model","D3Team","false","FIAS4","regulatory.T.cells","pearson","0.387"
"81","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS4","regulatory.T.cells","pearson","0.98"
"82","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS4","regulatory.T.cells","pearson","0.976"
"83","1","9695845","3392392","celest_fine","CCB","true","FIAS4","regulatory.T.cells","pearson","0.978"
"84","1","9695844","3392392","celest_fine","CCB","false","FIAS4","regulatory.T.cells","pearson","0.042"
"85","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS4","regulatory.T.cells","pearson","0.8"
"86","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS4","regulatory.T.cells","pearson","0.8"
"87","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS4","regulatory.T.cells","pearson","0.049"
"88","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS4","regulatory.T.cells","pearson","0.407"
"89","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS4","regulatory.T.cells","pearson","0.805"
"90","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS4","regulatory.T.cells","pearson","0.211"
"91","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS4","regulatory.T.cells","pearson","0.974"
"92","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS4","regulatory.T.cells","pearson","0.928"
"93","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS4","regulatory.T.cells","pearson","0.867"
"94","1","9696412","3396685","finep3cps","DA_505","true","FIAS5","neutrophils","pearson","0.919"
"95","1","9696409","3392762","izi_fine","IZI","true","FIAS5","neutrophils","pearson","0.968"
"96","1","9696405","3390926","ictdtest","ICTD","true","FIAS5","neutrophils","pearson","0.808"
"97","1","9696401","3395690","test","Cancer_Decon","true","FIAS5","neutrophils","pearson","0.808"
"98","1","9696400","3396685","finep3drg","DA_505","false","FIAS5","neutrophils","pearson","0.95"
"99","1","9696397","3391057","main_fine","LeiliLab","true","FIAS5","neutrophils","pearson","0.929"
"100","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS5","neutrophils","pearson","0.923"
"101","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS5","neutrophils","pearson","0.899"
"102","1","9696382","3392762","izi_fine","IZI","false","FIAS5","neutrophils","pearson","0.979"
"103","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS5","neutrophils","pearson","0.938"
"104","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS5","neutrophils","pearson","0.888"
"105","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS5","neutrophils","pearson","0.946"
"106","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS5","neutrophils","pearson","0.862"
"107","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS5","neutrophils","pearson","0.915"
"108","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS5","neutrophils","pearson","0.988"
"109","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS5","neutrophils","pearson","0.988"
"110","1","9696024","3390893","my-model","D3Team","true","FIAS5","neutrophils","pearson","0.907"
"111","1","9695993","3390893","my-model","D3Team","false","FIAS5","neutrophils","pearson","0.909"
"112","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS5","neutrophils","pearson","0"
"113","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS5","neutrophils","pearson","0"
"114","1","9695845","3392392","celest_fine","CCB","true","FIAS5","neutrophils","pearson","0.919"
"115","1","9695844","3392392","celest_fine","CCB","false","FIAS5","neutrophils","pearson","0.989"
"116","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS5","neutrophils","pearson","0.978"
"117","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS5","neutrophils","pearson","0.978"
"118","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS5","neutrophils","pearson","0.844"
"119","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS5","neutrophils","pearson","0.973"
"120","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS5","neutrophils","pearson","0.992"
"121","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS5","neutrophils","pearson","-0.552"
"122","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS5","neutrophils","pearson","0.977"
"123","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS5","neutrophils","pearson","0.924"
"124","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS5","neutrophils","pearson","0.889"
"125","1","9696412","3396685","finep3cps","DA_505","true","FIAS5","monocytes","pearson","0.947"
"126","1","9696409","3392762","izi_fine","IZI","true","FIAS5","monocytes","pearson","0.074"
"127","1","9696405","3390926","ictdtest","ICTD","true","FIAS5","monocytes","pearson","0.905"
"128","1","9696401","3395690","test","Cancer_Decon","true","FIAS5","monocytes","pearson","0.905"
"129","1","9696400","3396685","finep3drg","DA_505","false","FIAS5","monocytes","pearson","0.898"
"130","1","9696397","3391057","main_fine","LeiliLab","true","FIAS5","monocytes","pearson","0.729"
"131","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS5","monocytes","pearson","0.898"
"132","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS5","monocytes","pearson","0.887"
"133","1","9696382","3392762","izi_fine","IZI","false","FIAS5","monocytes","pearson","0.489"
"134","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS5","monocytes","pearson","0.55"
"135","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS5","monocytes","pearson","0.592"
"136","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS5","monocytes","pearson","0.863"
"137","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS5","monocytes","pearson","0.296"
"138","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS5","monocytes","pearson","0.526"
"139","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS5","monocytes","pearson","0.971"
"140","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS5","monocytes","pearson","0.971"
"141","1","9696024","3390893","my-model","D3Team","true","FIAS5","monocytes","pearson","0.949"
"142","1","9695993","3390893","my-model","D3Team","false","FIAS5","monocytes","pearson","0.951"
"143","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS5","monocytes","pearson","0.511"
"144","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS5","monocytes","pearson","0.223"
"145","1","9695845","3392392","celest_fine","CCB","true","FIAS5","monocytes","pearson","0.954"
"146","1","9695844","3392392","celest_fine","CCB","false","FIAS5","monocytes","pearson","0.512"
"147","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS5","monocytes","pearson","0.99"
"148","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS5","monocytes","pearson","0.99"
"149","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS5","monocytes","pearson","0"
"150","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS5","monocytes","pearson","0.323"
"151","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS5","monocytes","pearson","0.954"
"152","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS5","monocytes","pearson","0.669"
"153","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS5","monocytes","pearson","0.846"
"154","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS5","monocytes","pearson","0.715"
"155","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS5","monocytes","pearson","0.909"
"156","1","9696412","3396685","finep3cps","DA_505","true","FIAS6","naive.CD8.T.cells","spearman","0.328"
"157","1","9696409","3392762","izi_fine","IZI","true","FIAS6","naive.CD8.T.cells","spearman","0.039"
"158","1","9696405","3390926","ictdtest","ICTD","true","FIAS6","naive.CD8.T.cells","spearman","0.175"
"159","1","9696401","3395690","test","Cancer_Decon","true","FIAS6","naive.CD8.T.cells","spearman","0.175"
"160","1","9696400","3396685","finep3drg","DA_505","false","FIAS6","naive.CD8.T.cells","spearman","0.345"
"161","1","9696397","3391057","main_fine","LeiliLab","true","FIAS6","naive.CD8.T.cells","spearman","0.443"
"162","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS6","naive.CD8.T.cells","spearman","0.247"
"163","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS6","naive.CD8.T.cells","spearman","0.313"
"164","1","9696382","3392762","izi_fine","IZI","false","FIAS6","naive.CD8.T.cells","spearman","0.12"
"165","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS6","naive.CD8.T.cells","spearman","0.17"
"166","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS6","naive.CD8.T.cells","spearman","0.301"
"167","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS6","naive.CD8.T.cells","spearman","0.36"
"168","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS6","naive.CD8.T.cells","spearman","0.028"
"169","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS6","naive.CD8.T.cells","spearman","-0.006"
"170","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS6","naive.CD8.T.cells","spearman","0.455"
"171","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS6","naive.CD8.T.cells","spearman","0.544"
"172","1","9696024","3390893","my-model","D3Team","true","FIAS6","naive.CD8.T.cells","spearman","0.207"
"173","1","9695993","3390893","my-model","D3Team","false","FIAS6","naive.CD8.T.cells","spearman","0.218"
"174","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS6","naive.CD8.T.cells","spearman","0.525"
"175","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS6","naive.CD8.T.cells","spearman","0.455"
"176","1","9695845","3392392","celest_fine","CCB","true","FIAS6","naive.CD8.T.cells","spearman","0.094"
"177","1","9695844","3392392","celest_fine","CCB","false","FIAS6","naive.CD8.T.cells","spearman","-0.048"
"178","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS6","naive.CD8.T.cells","spearman","0.51"
"179","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS6","naive.CD8.T.cells","spearman","0.51"
"180","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS6","naive.CD8.T.cells","spearman","0"
"181","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS6","naive.CD8.T.cells","spearman","0.26"
"182","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS6","naive.CD8.T.cells","spearman","0.21"
"183","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS6","naive.CD8.T.cells","spearman","0.27"
"184","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS6","naive.CD8.T.cells","spearman","0.175"
"185","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS6","naive.CD8.T.cells","spearman","0"
"186","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS6","naive.CD8.T.cells","spearman","0.315"
"187","1","9696412","3396685","finep3cps","DA_505","true","FIAS5","monocytes","spearman","0.905"
"188","1","9696409","3392762","izi_fine","IZI","true","FIAS5","monocytes","spearman","0.211"
"189","1","9696405","3390926","ictdtest","ICTD","true","FIAS5","monocytes","spearman","0.921"
"190","1","9696401","3395690","test","Cancer_Decon","true","FIAS5","monocytes","spearman","0.921"
"191","1","9696400","3396685","finep3drg","DA_505","false","FIAS5","monocytes","spearman","0.869"
"192","1","9696397","3391057","main_fine","LeiliLab","true","FIAS5","monocytes","spearman","0.755"
"193","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS5","monocytes","spearman","0.868"
"194","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS5","monocytes","spearman","0.885"
"195","1","9696382","3392762","izi_fine","IZI","false","FIAS5","monocytes","spearman","0.564"
"196","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS5","monocytes","spearman","0.496"
"197","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS5","monocytes","spearman","0.568"
"198","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS5","monocytes","spearman","0.815"
"199","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS5","monocytes","spearman","0.248"
"200","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS5","monocytes","spearman","0.504"
"201","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS5","monocytes","spearman","0.919"
"202","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS5","monocytes","spearman","0.919"
"203","1","9696024","3390893","my-model","D3Team","true","FIAS5","monocytes","spearman","0.964"
"204","1","9695993","3390893","my-model","D3Team","false","FIAS5","monocytes","spearman","0.964"
"205","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS5","monocytes","spearman","0.578"
"206","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS5","monocytes","spearman","0.255"
"207","1","9695845","3392392","celest_fine","CCB","true","FIAS5","monocytes","spearman","0.914"
"208","1","9695844","3392392","celest_fine","CCB","false","FIAS5","monocytes","spearman","0.574"
"209","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS5","monocytes","spearman","0.933"
"210","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS5","monocytes","spearman","0.933"
"211","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS5","monocytes","spearman","0"
"212","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS5","monocytes","spearman","0.206"
"213","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS5","monocytes","spearman","0.885"
"214","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS5","monocytes","spearman","0.678"
"215","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS5","monocytes","spearman","0.813"
"216","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS5","monocytes","spearman","0.711"
"217","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS5","monocytes","spearman","0.925"
"218","1","9696412","3396685","finep3cps","DA_505","true","FIAS4","memory.B.cells","pearson","0.391"
"219","1","9696409","3392762","izi_fine","IZI","true","FIAS4","memory.B.cells","pearson","0.192"
"220","1","9696405","3390926","ictdtest","ICTD","true","FIAS4","memory.B.cells","pearson","0.556"
"221","1","9696401","3395690","test","Cancer_Decon","true","FIAS4","memory.B.cells","pearson","0.556"
"222","1","9696400","3396685","finep3drg","DA_505","false","FIAS4","memory.B.cells","pearson","0.475"
"223","1","9696397","3391057","main_fine","LeiliLab","true","FIAS4","memory.B.cells","pearson","-0.178"
"224","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIAS4","memory.B.cells","pearson","0.108"
"225","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIAS4","memory.B.cells","pearson","0.878"
"226","1","9696382","3392762","izi_fine","IZI","false","FIAS4","memory.B.cells","pearson","0.05"
"227","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIAS4","memory.B.cells","pearson","0.183"
"228","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIAS4","memory.B.cells","pearson","-0.028"
"229","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIAS4","memory.B.cells","pearson","0.56"
"230","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIAS4","memory.B.cells","pearson","0.553"
"231","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIAS4","memory.B.cells","pearson","-0.017"
"232","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIAS4","memory.B.cells","pearson","0.152"
"233","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIAS4","memory.B.cells","pearson","0.104"
"234","1","9696024","3390893","my-model","D3Team","true","FIAS4","memory.B.cells","pearson","-0.172"
"235","1","9695993","3390893","my-model","D3Team","false","FIAS4","memory.B.cells","pearson","0.293"
"236","1","9695973","3397741","beda-decon","Tonys Boys","true","FIAS4","memory.B.cells","pearson","0.856"
"237","1","9695901","3397741","beda-decon","Tonys Boys","false","FIAS4","memory.B.cells","pearson","0.792"
"238","1","9695845","3392392","celest_fine","CCB","true","FIAS4","memory.B.cells","pearson","0.739"
"239","1","9695844","3392392","celest_fine","CCB","false","FIAS4","memory.B.cells","pearson","-0.087"
"240","1","9695725","3396736","dc_round3_fine2","Aginome-XMU","true","FIAS4","memory.B.cells","pearson","0.561"
"241","1","9695579","3396736","dc_round3_fine1","Aginome-XMU","false","FIAS4","memory.B.cells","pearson","0.561"
"242","1","9695136","3394057","my-model2","Northwestern Polytechnical University","true","FIAS4","memory.B.cells","pearson","0"
"243","1","9694643","3394515","model12","REGGEN_LAB","true","FIAS4","memory.B.cells","pearson","0.193"
"244","1","9693959","3360851","baseline_method1","andrewelamb","true","FIAS4","memory.B.cells","pearson","0.921"
"245","1","9693922","3360851","baseline_method5","andrewelamb","false","FIAS4","memory.B.cells","pearson","-0.092"
"246","1","9693920","3360851","baseline_method4","andrewelamb","false","FIAS4","memory.B.cells","pearson","0.565"
"247","1","9693918","3360851","baseline_method3","andrewelamb","false","FIAS4","memory.B.cells","pearson","0"
"248","1","9693916","3360851","baseline_method2","andrewelamb","false","FIAS4","memory.B.cells","pearson","0.177"
"249","1","9696412","3396685","finep3cps","DA_505","true","FIVA1","monocytes","spearman","0.767"
"250","1","9696409","3392762","izi_fine","IZI","true","FIVA1","monocytes","spearman","0.853"
"251","1","9696405","3390926","ictdtest","ICTD","true","FIVA1","monocytes","spearman","0.857"
"252","1","9696401","3395690","test","Cancer_Decon","true","FIVA1","monocytes","spearman","0.857"
"253","1","9696400","3396685","finep3drg","DA_505","false","FIVA1","monocytes","spearman","0"
"254","1","9696397","3391057","main_fine","LeiliLab","true","FIVA1","monocytes","spearman","0.723"
"255","1","9696393","3391553","r3_fine_elasticnet","mitten_TDC19","true","FIVA1","monocytes","spearman","0.69"
"256","1","9696391","3391553","r3_fine_median","mitten_TDC19","false","FIVA1","monocytes","spearman","0.626"
"257","1","9696382","3392762","izi_fine","IZI","false","FIVA1","monocytes","spearman","0.88"
"258","1","9696376","3391057","fine_coarse_k","LeiliLab","false","FIVA1","monocytes","spearman","0.024"
"259","1","9696372","3393206","lnvi_sub2","VUmc_TGAC","true","FIVA1","monocytes","spearman","0.038"
"260","1","9696369","3393206","lnvi_sub2","VUmc_TGAC","false","FIVA1","monocytes","spearman","-0.253"
"261","1","9696348","3392907","r3-sc2-s2-reupload","Rubbernecks","true","FIVA1","monocytes","spearman","0.714"
"262","1","9696347","3392907","r3-sc2-s1-reupload","Rubbernecks","false","FIVA1","monocytes","spearman","0.755"
"263","1","9696229","3390884","lb3sc2s2","Aboensis IV","true","FIVA1","monocytes","spearman","-0.158"
"264","1","9696203","3390884","lb3sc2s1","Aboensis IV","false","FIVA1","monocytes","spearman","-0.158"
"265","1","9696024","3390893","my-model","D3Team","true","FIVA1","monocytes","spearman","0.684"
