,monocytes,myeloid.dendritic.cells,NK.cells,naive.CD4.T.cells,memory.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,neutrophils
YTHDF1,92.0,46.0,48,30.0,29.0,55.0,48.0,22.0
YTHDF2,294.0,164.0,162,88.0,114.0,160.0,151.0,113.0
YTHDF3,6.0,1.0,1,1.0,2.0,1.0,1.0,1.0
YTHDF3-AS1,1.0,1.0,2,2.0,2.0,2.0,2.0,1.0
YWHAB,23.0,455.0,82,113.0,282.0,26.0,71.0,424.0
YWHAE,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0
YWHAEP7,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0
YWHAG,13.0,71.0,9,7.0,4.0,20.0,14.0,60.0
YWHAH,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0
YWHAQ,307.0,186.0,246,61.0,342.0,162.0,152.0,399.0
YWHAZ,1.0,1.0,2,2.0,1.0,2.0,3.0,2.0
YY1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
YY1AP1,187.0,87.0,133,100.0,84.0,135.0,109.0,60.0
YY2,1.0,1.0,1,2.0,2.0,1.0,1.0,1.0
ZACN,2.0,2.0,2,3.0,3.0,2.0,2.0,2.0
ZADH2,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
ZAK,1.0,2.0,1,0.0,0.0,0.0,1.0,1.0
ZAN,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZAP70,1.0,1.0,303,188.0,108.0,60.0,1.0,291.0
ZAR1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBBX,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZBED1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBED2,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0
ZBED3,1.0,3.0,1,1.0,1.0,1.0,1.0,1.0
ZBED3-AS1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZBED4,1.0,0.0,0,1.0,0.0,0.0,0.0,1.0
ZBED5,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
ZBED5-AS1,2.0,3.0,1,2.0,1.0,3.0,2.0,2.0
ZBED6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZBED6CL,2.0,2.0,5,5.0,4.0,13.0,8.0,4.0
ZBED8,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZBED9,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0
ZBP1,1.0,1.0,4,2.0,2.0,2.0,2.0,3.0
ZBTB1,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0
ZBTB10,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0
ZBTB11,7.0,4.0,4,3.0,1.0,3.0,3.0,1.0
ZBTB11-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB12,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
ZBTB14,2.0,2.0,2,2.0,2.0,3.0,2.0,2.0
ZBTB16,23.0,1.0,307,2.0,2.0,5.0,4.0,27.0
ZBTB17,3.0,2.0,2,3.0,3.0,3.0,3.0,2.0
ZBTB18,2.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZBTB2,19.0,4.0,13,5.0,8.0,14.0,10.0,8.0
ZBTB20,0.0,0.0,1,0.0,0.0,0.0,1.0,1.0
ZBTB20-AS1,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0
ZBTB21,6.0,2.0,2,4.0,3.0,6.0,5.0,1.0
ZBTB22,2.0,2.0,4,3.0,2.0,4.0,4.0,3.0
ZBTB24,3.0,2.0,1,2.0,2.0,3.0,5.0,2.0
ZBTB25,1.0,1.0,6,32.0,21.0,26.0,5.0,3.0
ZBTB26,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB3,1.0,0.0,1,1.0,0.0,1.0,1.0,1.0
ZBTB32,1.0,1.0,1,1.0,1.0,1.0,11.0,1.0
ZBTB33,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0
ZBTB34,30.0,7.0,4,1.0,1.0,2.0,2.0,4.0
ZBTB37,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB38,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB39,1.0,2.0,2,1.0,1.0,1.0,1.0,1.0
ZBTB4,2.0,2.0,8,7.0,4.0,7.0,4.0,7.0
ZBTB40,1.0,1.0,1,2.0,2.0,1.0,2.0,1.0
ZBTB41,2.0,1.0,2,2.0,1.0,3.0,1.0,3.0
ZBTB42,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB43,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB44,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
ZBTB45,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB46,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB46-AS1,1.0,1.0,2,1.0,1.0,1.0,2.0,1.0
ZBTB47,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0
ZBTB48,3.0,8.0,9,6.0,5.0,4.0,7.0,6.0
ZBTB49,7.0,2.0,6,3.0,9.0,6.0,2.0,4.0
ZBTB5,7.0,7.0,6,6.0,7.0,9.0,19.0,3.0
ZBTB6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZBTB7A,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZBTB7B,2.0,1.0,1,1.0,1.0,2.0,2.0,1.0
ZBTB7C,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0
ZBTB8A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZBTB8B,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0
ZBTB8OS,15.0,11.0,19,15.0,12.0,17.0,9.0,26.0
ZBTB9,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZC2HC1A,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZC2HC1B,0.0,1.0,1,1.0,1.0,1.0,0.0,1.0
ZC2HC1C,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0
ZC3H10,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0
ZC3H11A,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0
ZC3H12A,7.0,7.0,38,17.0,36.0,35.0,28.0,3.0
ZC3H12B,1.0,0.0,1,1.0,0.0,1.0,1.0,1.0
ZC3H12C,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZC3H12D,17.0,6.0,1,30.0,64.0,42.0,163.0,1.0
ZC3H13,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZC3H14,1.0,0.0,0,1.0,1.0,0.0,0.0,1.0
ZC3H15,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0
ZC3H18,2.0,2.0,1,2.0,2.0,2.0,2.0,1.0
ZC3H3,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZC3H4,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZC3H6,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0
ZC3H7A,1.0,4.0,1,3.0,8.0,1.0,2.0,2.0
ZC3H7B,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZC3H8,1.0,1.0,2,3.0,1.0,5.0,2.0,2.0
ZC3HAV1,17.0,16.0,9,17.0,18.0,12.0,10.0,5.0
ZC3HAV1L,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZC3HC1,3.0,2.0,3,4.0,4.0,5.0,4.0,4.0
ZC4H2,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0
ZCCHC10,5.0,3.0,2,2.0,1.0,2.0,4.0,2.0
ZCCHC11,1.0,0.0,1,2.0,1.0,1.0,1.0,1.0
ZCCHC12,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZCCHC13,1.0,1.0,1,2.0,2.0,1.0,1.0,1.0
ZCCHC14,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZCCHC17,2.0,4.0,7,4.0,2.0,3.0,4.0,8.0
ZCCHC18,1.0,1.0,3,1.0,2.0,7.0,5.0,2.0
ZCCHC2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZCCHC24,4.0,4.0,2,1.0,1.0,1.0,1.0,2.0
ZCCHC3,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZCCHC4,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZCCHC5,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZCCHC6,4.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZCCHC7,1.0,0.0,2,1.0,1.0,2.0,6.0,1.0
ZCCHC8,3.0,1.0,1,2.0,1.0,2.0,1.0,1.0
ZCCHC9,4.0,3.0,2,4.0,3.0,4.0,2.0,4.0
ZCRB1,15.0,55.0,28,15.0,24.0,31.0,32.0,16.0
ZCWPW1,1.0,2.0,2,2.0,2.0,2.0,3.0,2.0
ZCWPW2,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZDBF2,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0
ZDHHC1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC11,1.0,1.0,1,1.0,2.0,3.0,1.0,1.0
ZDHHC11B,1.0,1.0,1,1.0,2.0,3.0,1.0,1.0
ZDHHC12,3.0,5.0,4,3.0,4.0,2.0,3.0,3.0
ZDHHC13,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC14,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZDHHC15,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0
ZDHHC16,1.0,5.0,3,3.0,2.0,2.0,2.0,4.0
ZDHHC17,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC18,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC19,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC2,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0
ZDHHC20,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC21,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0
ZDHHC22,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC23,1.0,1.0,1,1.0,1.0,1.0,4.0,1.0
ZDHHC24,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0
ZDHHC3,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC4,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZDHHC5,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0
ZDHHC6,11.0,11.0,19,22.0,15.0,52.0,26.0,22.0
ZDHHC7,552.0,78.0,39,11.0,16.0,17.0,11.0,38.0
ZDHHC8,1.0,2.0,1,1.0,1.0,1.0,2.0,1.0
ZDHHC8P1,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZDHHC9,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0
ZEB1,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0
ZEB1-AS1,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0
ZEB2,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0
ZER1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFAND1,11.0,11.0,4,21.0,7.0,20.0,3.0,6.0
ZFAND2A,319.0,90.0,250,94.0,149.0,104.0,143.0,17.0
ZFAND2B,10.0,9.0,26,20.0,20.0,15.0,16.0,11.0
ZFAND3,3.0,2.0,1,2.0,2.0,1.0,1.0,2.0
ZFAND4,0.0,1.0,1,1.0,0.0,1.0,1.0,1.0
ZFAND5,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0
ZFAND6,2.0,1.0,3,1.0,1.0,2.0,9.0,1.0
ZFAS1,1.0,1.0,3,5.0,1.0,9.0,5.0,1.0
ZFAT,2.0,2.0,1,1.0,2.0,2.0,2.0,1.0
ZFC3H1,3.0,1.0,3,2.0,2.0,2.0,2.0,1.0
ZFHX2,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0
ZFHX3,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0
ZFHX4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZFHX4-AS1,1.0,0.0,1,1.0,1.0,0.0,1.0,1.0
ZFP1,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZFP14,1.0,1.0,1,2.0,2.0,1.0,1.0,2.0
ZFP2,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZFP28,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0
ZFP3,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFP30,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFP36,923.0,953.0,1018,523.0,900.0,370.0,512.0,349.0
ZFP36L1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFP36L2,1.0,2.0,2,2.0,2.0,1.0,1.0,1.0
ZFP37,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0
ZFP41,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFP42,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
ZFP57,1.0,1.0,2,1.0,2.0,1.0,2.0,1.0
ZFP62,2.0,2.0,5,26.0,5.0,33.0,14.0,7.0
ZFP64,0.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZFP69,1.0,1.0,2,1.0,1.0,1.0,1.0,2.0
ZFP69B,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0
ZFP82,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFP90,1.0,2.0,2,2.0,3.0,1.0,2.0,2.0
ZFP91,8.0,4.0,3,2.0,3.0,1.0,3.0,1.0
ZFP92,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFPL1,1.0,2.0,2,1.0,1.0,1.0,2.0,2.0
ZFPM1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFPM2,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZFR,2.0,1.0,2,1.0,1.0,1.0,2.0,1.0
ZFR2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFX,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFY,1.0,0.0,1,0.0,1.0,1.0,1.0,1.0
ZFY-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZFYVE1,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
ZFYVE16,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZFYVE19,4.0,3.0,5,4.0,3.0,3.0,3.0,3.0
ZFYVE20,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0
ZFYVE21,1.0,1.0,1,0.0,0.0,1.0,1.0,1.0
ZFYVE26,2.0,3.0,2,3.0,2.0,3.0,3.0,3.0
ZFYVE27,12.0,5.0,8,7.0,5.0,8.0,11.0,7.0
ZFYVE28,0.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZFYVE9,0.0,1.0,1,1.0,1.0,1.0,0.0,1.0
ZG16,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZG16B,7.0,2.0,1,3.0,2.0,2.0,2.0,1.0
ZGLP1,2.0,2.0,2,2.0,2.0,2.0,2.0,1.0
ZGPAT,18.0,10.0,18,20.0,16.0,14.0,13.0,14.0
ZGRF1,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0
ZHX1,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZHX1-C8orf76,5.0,2.0,4,1.0,1.0,2.0,2.0,1.0
ZHX2,1.0,1.0,1,1.0,1.0,4.0,4.0,1.0
ZHX3,1.0,1.0,1,2.0,1.0,2.0,1.0,1.0
ZIC1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZIC2,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0
ZIC3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZIC4,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZIC5,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZIK1,1.0,1.0,1,2.0,1.0,2.0,1.0,1.0
ZIM2,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
ZIM3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZKSCAN1,1.0,1.0,1,2.0,2.0,1.0,1.0,1.0
ZKSCAN2,1.0,1.0,1,2.0,1.0,2.0,2.0,1.0
ZKSCAN3,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0
ZKSCAN4,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZKSCAN5,1.0,1.0,2,1.0,1.0,2.0,2.0,1.0
ZKSCAN7,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0
ZKSCAN8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZMAT1,0.0,1.0,0,0.0,1.0,0.0,1.0,0.0
ZMAT2,19.0,18.0,28,15.0,22.0,18.0,12.0,40.0
ZMAT3,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZMAT4,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0
ZMAT5,1.0,3.0,2,2.0,2.0,1.0,1.0,3.0
ZMIZ1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZMIZ1-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZMIZ2,1.0,2.0,1,2.0,2.0,2.0,4.0,2.0
ZMPSTE24,21.0,11.0,8,2.0,4.0,8.0,8.0,23.0
ZMYM1,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZMYM2,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
ZMYM3,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0
ZMYM4,2.0,2.0,2,2.0,1.0,2.0,2.0,2.0
ZMYM5,1.0,1.0,2,2.0,1.0,2.0,1.0,1.0
ZMYM6,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZMYM6NB,1.0,2.0,2,3.0,2.0,3.0,1.0,13.0
ZMYND10,0.0,1.0,1,0.0,1.0,1.0,0.0,1.0
ZMYND11,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZMYND12,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZMYND15,6.0,2.0,1,1.0,1.0,1.0,1.0,1.0
ZMYND19,2.0,4.0,5,5.0,3.0,3.0,3.0,3.0
ZMYND8,1.0,1.0,1,1.0,1.0,0.0,0.0,1.0
ZNF10,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0
ZNF100,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF101,1.0,1.0,3,12.0,3.0,22.0,5.0,3.0
ZNF106,1.0,3.0,2,1.0,1.0,1.0,1.0,2.0
ZNF107,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF112,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0
ZNF114,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZNF117,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZNF12,1.0,1.0,4,2.0,1.0,1.0,3.0,3.0
ZNF121,10.0,49.0,60,83.0,28.0,326.0,100.0,42.0
ZNF124,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0
ZNF131,1.0,0.0,0,0.0,1.0,0.0,0.0,1.0
ZNF132,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZNF133,1.0,1.0,2,3.0,2.0,3.0,2.0,2.0
ZNF134,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0
ZNF135,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0
ZNF136,2.0,2.0,6,4.0,4.0,1.0,2.0,2.0
ZNF137P,0.0,0.0,1,1.0,0.0,1.0,1.0,3.0
ZNF138,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF14,2.0,1.0,4,5.0,2.0,12.0,4.0,2.0
ZNF140,0.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZNF141,0.0,1.0,0,1.0,0.0,0.0,0.0,1.0
ZNF142,1.0,2.0,4,3.0,3.0,3.0,2.0,2.0
ZNF143,4.0,3.0,4,6.0,4.0,9.0,4.0,5.0
ZNF146,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZNF148,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0
ZNF154,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF155,2.0,2.0,2,1.0,1.0,2.0,2.0,1.0
ZNF157,1.0,1.0,0,0.0,0.0,0.0,1.0,0.0
ZNF16,2.0,2.0,5,2.0,3.0,2.0,2.0,2.0
ZNF160,0.0,1.0,1,1.0,1.0,0.0,0.0,1.0
ZNF165,1.0,1.0,1,1.0,1.0,1.0,2.0,1.0
ZNF169,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0
ZNF17,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF174,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF175,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0
ZNF177,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF18,6.0,3.0,8,6.0,7.0,10.0,5.0,5.0
ZNF180,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF182,2.0,1.0,2,2.0,1.0,3.0,2.0,2.0
ZNF184,1.0,1.0,13,3.0,3.0,4.0,1.0,3.0
ZNF185,8.0,3.0,1,1.0,1.0,1.0,1.0,2.0
ZNF189,1.0,1.0,1,1.0,1.0,1.0,1.0,3.0
ZNF19,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF195,1.0,2.0,6,4.0,2.0,10.0,5.0,4.0
ZNF197,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF2,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF20,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0
ZNF200,1.0,0.0,1,1.0,1.0,0.0,0.0,1.0
ZNF202,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0
ZNF204P,1.0,0.0,1,2.0,1.0,4.0,1.0,1.0
ZNF205,2.0,2.0,2,2.0,1.0,2.0,2.0,1.0
ZNF205-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF207,1.0,1.0,1,0.0,0.0,1.0,1.0,1.0
ZNF208,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZNF211,10.0,4.0,11,5.0,6.0,6.0,4.0,8.0
ZNF212,19.0,5.0,9,7.0,7.0,13.0,10.0,4.0
ZNF213,4.0,4.0,4,3.0,3.0,6.0,6.0,3.0
ZNF213-AS1,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF214,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZNF215,0.0,1.0,1,1.0,1.0,0.0,0.0,1.0
ZNF217,25.0,5.0,8,20.0,12.0,35.0,8.0,37.0
ZNF219,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF22,1.0,2.0,4,2.0,1.0,2.0,3.0,5.0
ZNF221,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF222,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0
ZNF223,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0
ZNF224,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0
ZNF225,1.0,0.0,0,1.0,0.0,1.0,1.0,1.0
ZNF226,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
ZNF227,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZNF229,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0
ZNF23,2.0,1.0,6,5.0,3.0,6.0,7.0,4.0
ZNF230,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0
ZNF232,1.0,1.0,1,1.0,1.0,1.0,2.0,3.0
ZNF233,1.0,0.0,0,0.0,0.0,0.0,1.0,1.0
ZNF234,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0
ZNF235,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF236,1.0,0.0,1,1.0,0.0,1.0,1.0,1.0
ZNF239,1.0,0.0,1,1.0,0.0,1.0,1.0,1.0
ZNF24,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0
ZNF248,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZNF25,2.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZNF250,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0
ZNF251,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF252P,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0
ZNF252P-AS1,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0
ZNF253,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0
ZNF254,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0
ZNF256,2.0,2.0,12,3.0,2.0,4.0,5.0,2.0
ZNF257,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF259P1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF26,1.0,2.0,4,2.0,2.0,2.0,2.0,2.0
ZNF260,0.0,1.0,1,1.0,1.0,1.0,1.0,2.0
ZNF263,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF264,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0
ZNF266,4.0,10.0,155,65.0,43.0,46.0,57.0,90.0
ZNF267,19.0,3.0,4,1.0,1.0,12.0,2.0,4.0
ZNF268,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF271,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0
ZNF273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZNF274,3.0,2.0,5,41.0,8.0,24.0,51.0,5.0
ZNF275,1.0,1.0,2,3.0,1.0,6.0,4.0,2.0
ZNF276,2.0,2.0,6,5.0,3.0,3.0,2.0,8.0
ZNF277,0.0,1.0,1,1.0,1.0,0.0,0.0,1.0
ZNF28,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZNF280A,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0
ZNF280B,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0
ZNF280C,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0
ZNF280D,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
ZNF281,18.0,7.0,33,11.0,11.0,6.0,24.0,5.0
ZNF282,1.0,2.0,3,2.0,3.0,2.0,2.0,2.0
ZNF283,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0
ZNF284,1.0,2.0,2,3.0,2.0,3.0,2.0,3.0
ZNF285,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0
ZNF286A,0.0,1.0,1,0.0,0.0,0.0,1.0,1.0
ZNF286B,1.0,1.0,5,5.0,3.0,14.0,8.0,6.0
ZNF287,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0
ZNF292,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0
ZNF295-AS1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF296,28.0,10.0,3,2.0,2.0,2.0,8.0,2.0
ZNF29P,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
ZNF3,1.0,0.0,1,1.0,1.0,0.0,0.0,1.0
ZNF30,1.0,1.0,3,2.0,1.0,2.0,1.0,2.0
ZNF300,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0
ZNF300P1,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0
ZNF302,1.0,0.0,1,1.0,0.0,3.0,1.0,2.0
ZNF304,2.0,1.0,2,1.0,1.0,2.0,1.0,2.0
