gene,dendritic,macrophages,CD4.T.cells,CD8.T.cells,naive.B.cells,NK.cells
CFH,0.1481183222188966,0.0,8.291867458418766,6.823562238544549,0.0559350651844064,0.5578700587544941
CFHR1,0.0,0.0,0.0,0.4403584609990766,0.0,0.0
CFHR2,0.0,0.0,0.0,0.0,0.0,0.0
CFHR3,0.0,0.0,0.0,0.0,0.0,0.0
CFHR4,0.0,0.0,0.0,0.0,0.0,0.0
CFHR5,0.0,0.0,0.0,0.0,0.0,0.0
CFI,0.040137949864511406,0.0,0.0,0.0,0.0,0.0
CFL1,608.6222057178996,737.413562792903,126.3382682241312,138.83994732067578,155.4674015184457,380.89523986305346
CFL1P1,0.3437317064855085,0.16781832300857022,1.1100655890246187,1.6058172366907482,0.5884541265534777,0.1941936935786263
CFL1P2,0.5630009318024313,0.6608730671205608,0.240873455407692,0.23273330939979317,0.38455993358524226,0.2538145648162801
CFL1P3,0.0,0.0,0.0,0.0,0.0,0.0
CFL1P4,0.15426513297500338,0.6044846976695442,0.0,0.0,0.0,0.0
CFL1P5,0.0,0.14943185303020368,0.0,0.15759442114456493,0.0,0.17291749278842677
CFL1P6,0.0,0.0,0.0,0.3222461207816202,0.17618413251757986,0.0
CFL1P7,0.0,0.0,0.0,0.0,0.0,0.0
CFL1P8,0.0,0.0,0.0,0.0,0.0,0.0
CFL2,19.30306839600272,15.43146469813189,25.731560667834255,29.54608946382067,45.64426093141836,43.987116340083965
CFLAR,194.14688265260986,164.40207902185134,288.49886492422854,220.50905674879954,184.28576052540697,276.3137882198494
CFLAR-AS1,3.2192653031048457,3.489736319711075,5.184171980637454,5.003924047902136,5.243748170792282,4.665582471983156
CFP,146.98386780139535,187.85571819983116,8.645258848640779,3.6715629473440634,1.530440551760165,30.803511140972976
CFTR,0.0,0.0,0.0,0.0,0.0,0.0
CFTRP1,0.0,0.0,0.0,0.0,0.0,0.0
CFTRP2,0.0,0.0,0.0,0.0,0.0,0.0
CFTRP3,0.0,0.0,0.0,0.0,0.0,0.0
CGA,0.0,0.0,0.0,0.0,0.0,0.0
CGB1,0.0,0.0,0.0,0.0,0.0,0.0
CGB2,0.0,0.0,0.0,0.0,0.0,0.0
CGB3,0.0,0.0,0.0,0.0,0.0,0.0
CGB5,0.0,0.0,0.0,0.0,0.0,0.0
CGB7,0.0,0.0,0.0,0.0,0.0,0.0
CGB8,0.0,0.0,0.0,0.0,0.0,0.0
CGGBP1,135.3166140511341,115.28922924538307,245.28634430695175,204.09270231918882,218.0074816476341,195.61548522338043
CGN,0.10115080499368527,0.0987686503702106,0.32602753363574977,0.7354979868894101,0.0,0.4571669843997405
CGNL1,0.0,0.0,0.0,0.0,1.1520110252861653,0.0
CGREF1,0.05206644229151111,0.0,0.11166211046376123,0.1078885686514951,0.0,0.0
CGRRF1,22.714087173447883,42.69486918857885,50.730160782656505,62.509771639899306,57.6736075405382,47.951354741479946
CH17-118O6.6,0.07061032736303673,0.06894741773698546,0.5313385043490867,0.6597429268891281,0.24176378160180412,0.7978362244721201
CH17-340M24.3,1.1578407744190815,0.2508855867016709,0.0,0.6663149704459436,0.14554341344045743,0.14515816213134672
CH17-351M24.1,0.0,0.0,0.0,0.0,0.02530453886831631,0.0
CH17-360D5.1,0.0,0.0,0.0,0.0,0.0,0.0
CH17-385C13.3,0.0,0.0,0.0,0.0,0.0,0.0
CH17-408M7.1,0.0,0.0,0.0,0.031171158413419817,0.0,0.0
CH17-431G21.1,2.724127983611919,4.607957428809357,2.6593668693857766,1.0262089897707596,2.7114857564536066,4.076324818834168
CH25H,0.04556585782071991,0.0,0.04857471830037835,0.0,0.0,0.0
CH507-145C22.1,0.0,0.0,0.0,0.0,0.0,0.0
CH507-152C13.3,0.0,0.0,0.0,0.0,0.0,0.0
CH507-210P18.4,0.0,0.0,0.0,0.0,0.0,0.0
CH507-42P11.6,0.0,0.0,0.0,0.0,0.0,0.02775969933271713
CH507-42P11.8,23.217578594403548,39.986230512501066,3.0360479584819364,6.60102561822099,38.2920947185089,15.234480626137136
CH507-9B2.1,26.319082305384622,17.13600933356319,1.5654701683082495,0.9614642358444462,50.3534452433931,7.7724421475762115
CH507-9B2.3,0.9948114698073505,3.142413126330944,1.425860109143197,0.5724947590678702,3.5333637734623116,0.4988769036295387
CH507-9B2.5,2.5241348299175064,2.6103365397658607,9.942062836512177,20.5030068282445,36.004748239671706,34.64117658341635
CH507-9B2.8,0.0,0.0,0.0,0.0,0.0,0.0
CH507-9B2.9,1.1248058981264117,0.8409938663994396,2.4376444858415303,2.458844887470551,3.569065109422915,2.4212380126029664
CHAC1,0.0,0.05007662889113913,0.05467087763547743,0.05281201560865747,0.11684711439085209,0.0
CHAC2,0.8163920342057791,0.5132897558313012,1.1895975950525108,0.785120558145762,1.729132633174099,0.9199577118550695
CHAD,0.6643346246803952,0.0862734796137367,0.4277269869486891,0.1375887111142905,0.35312248680112673,0.19966551203644686
CHADL,0.034174393608653965,0.0,0.25716027307156364,0.42574158080019514,0.27316726250871487,0.11584241265384901
CHAF1A,37.69646973809417,21.263518203112948,36.954429698613104,39.20723467903079,33.02218914745945,50.50457793575934
CHAF1B,1.738096549118563,0.5885900758152478,7.968896816083312,6.444464682868088,2.974198187924843,6.558094237866392
CHAMP1,42.781544296135856,28.221266341036248,80.76697118055782,73.53412682174402,27.416661863022124,56.8262024466973
CHAT,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD1,7.562911348449769,8.1457446877562,6.496133601282082,5.486535868228548,6.468872435723559,9.293667826622464
CHCHD10,12.474604568823649,58.32489677017993,11.885690991202038,15.674832522668881,14.938456820061944,4.922072076997936
CHCHD2,117.55684089672486,103.65802272874885,99.45914152555754,90.99226401377148,71.38503854132689,84.82884522327701
CHCHD2P1,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD2P11,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD2P2,6.476982120664181,4.227681470431535,3.8629799013003057,3.9763583364427397,3.5579193281352253,3.2450310735293364
CHCHD2P3,0.0,0.0,0.0,0.0,0.0,0.0
