# raw enrichment scores of all data
# no scale es by numbers of genes in the gene sets
Term|ES	SUB134264	SUB134282	SUB134283	SUB134259	SUB134285	SUB134266	SUB134240	SUB134244	SUB134242	SUB134286	SUB134257	SUB134274	SUB134288	SUB134275	SUB134237	SUB134256	SUB134315	SUB134293	SUB134287	SUB134304	SUB134297	SUB134325	SUB134312	SUB134290	SUB134322	SUB134276	SUB134300	SUB134323	SUB134289	SUB134260	SUB134238	SUB134295	SUB134254	SUB134262	SUB134318	SUB134308	SUB134296	SUB134294	SUB134272	SUB134281	SUB134301	SUB134280	SUB134321	SUB134273	SUB134248	SUB116449	SUB134251	SUB134258	SUB134309	SUB134267	SUB134261	SUB134310	SUB134279	SUB134307	SUB134249	SUB134241	SUB134252	SUB134243	SUB134292	SUB134326	SUB134298	SUB134242.1	SUB134283.1	SUB134278	SUB134281.1	SUB134259.1	SUB134297.1	SUB134320	SUB134309.1	SUB134308.1	SUB134296.1	SUB134295.1	SUB134315.1 
Monocytes%FANTOM%2.txt	2553.9768935641405	2610.575786165253	2699.3344892872906	2328.565308838003	2638.7715824882002	2613.475567427747	2549.3091665853876	2496.5006623769304	2730.7769248537734	2742.240771797299	2577.897786648013	2828.6043624194313	2676.36851100788	2571.1502094326943	2422.100286236039	2428.6872673757516	2410.0893531456377	2300.9673430291673	2733.193082250632	2390.1993607661702	2514.593744480228	2429.6948574241046	2442.3813891458412	2728.233835213501	2244.647776211007	2565.075772012622	2488.126224873826	2392.5721471583347	2629.094211967428	2355.2385374738715	2531.3729128915197	2622.2719966331747	2698.181992022115	2500.687475129145	2473.091792788533	2557.496697409795	2699.2085731161337	2605.1068285500305	2663.823385530185	2599.870394079028	2571.528673330663	2558.816233843012	2232.545485812512	2564.61095870934	2398.9300989226263	2716.06353395519	2375.0023031104497	2711.7758424159156	2539.0222057208816	2561.6836916178686	2561.8209935321147	2540.921954774908	2458.61467312561	2532.7918449133267	2321.3553342369114	2556.546178848955	2482.2436230388985	2429.850434964231	2463.502854785295	2548.0947301213537	2666.2801094933666	2594.9776185283986	2462.3927486331136	2539.32000900967	2647.3198977177776	2437.8511095453364	2415.932863313984	2547.8974450956366	2275.1238610162814	2458.3100439943864	2579.7365357216995	2499.0854281514958	2316.7104556477693
Monocytes%FANTOM%3.txt	2618.050655734757	2650.6760701753437	2740.103768576146	2391.4754052407684	2644.613782711115	2652.9081763385557	2593.6702176787535	2555.6135039451656	2785.7225906737585	2768.933868404144	2632.289612886086	2839.2972512275574	2683.0181925783895	2611.8707601774954	2475.20660217216	2454.5512914532205	2456.6405989883265	2363.4377535069775	2767.8058450744697	2421.888719284536	2578.1577862693844	2478.8466719227167	2497.36697765361	2762.0762674023654	2296.960636886053	2601.6432833937747	2503.357674959952	2406.577992775589	2658.7454827721854	2389.1178649887706	2583.792261072594	2651.2585109495503	2739.5523281639244	2549.2804747905825	2504.274395626207	2605.7052369496055	2732.4260989223376	2654.094063590781	2708.5720360550335	2641.4285048734373	2589.1344513404606	2620.008883630683	2314.5548819520027	2595.3216917388713	2453.60980950791	2746.3664004775583	2415.757235160195	2747.765742877736	2598.246136139425	2627.7978285219797	2627.9581177690065	2585.076614454635	2518.129207301779	2572.397528551016	2388.252434459184	2620.861059684652	2522.483017438826	2512.711593167987	2521.48327901559	2578.584403246091	2736.495989308364	2661.691764959741	2488.7818217988965	2582.4969245139023	2703.38070537024	2486.5865008853243	2493.580827306715	2618.7361258190954	2311.5616995858045	2504.3034097290283	2622.9836265729095	2531.6148100756654	2332.2124991635305
Monocytes%HPCA%1.txt	2050.6744431379057	2036.3384289002709	2274.718741871918	1969.0571916341282	2089.1135779907404	2014.762794278607	2019.483527286353	1999.1117828959916	2155.0148420546843	2287.4862230091803	1970.561998811064	2381.2655940328204	1900.839911986122	1946.761604395888	1930.4099801090067	2020.4017754869826	1779.8707840319757	1638.8990452364549	2112.7806830099717	2001.463611381299	2017.1875409477107	1819.5427277182948	1908.080672695906	1983.1511033802203	1711.7668816788444	2074.42750543036	1688.7388328753605	1707.265317748332	2233.3742514035202	2171.188603758276	1892.69082084026	1937.5685423349553	2175.37220706956	1859.1874141676449	1884.472840681462	2177.892496496021	2062.5027107018745	1917.2731054623723	2116.769995828752	2172.5680127017927	1979.8542629149115	1846.7786422471265	1775.563937192318	2151.6678044406754	1732.3137084322645	1945.0519972939483	1728.4672506453735	2282.5864863308097	2140.762435814773	1973.7400505701012	1999.1721029486419	2134.7979950225044	2139.8364652072596	1939.2303331077246	1659.1966614849562	2006.344152063916	1985.9283127591436	2007.8777740347036	1877.8957047040683	1875.5073452732463	2163.9908188484333	2182.4213309833044	1865.660099067929	1897.36125675371	2150.4288404495155	2259.831923272281	1977.966936987429	2006.1632581401573	1892.81452128162	1966.839739553967	1993.2013083789623	1994.2751655923048	1552.8243038972512
Monocytes%HPCA%3.txt	1737.1650505675705	1835.182792436804	1906.7873009070317	1516.997005944633	1718.4389152022634	1791.5441805263467	1693.548787925913	1629.4210234418651	1872.5914734685548	1905.836012733215	1690.7278413344459	1888.9393636785155	1918.9622748346785	1744.1558814835073	1585.3060531845756	1661.616650691261	1525.0132079698205	1522.916577511373	1904.4465283193217	1650.689030915693	1670.0993803515446	1636.6191948755595	1667.3118999432086	1865.8771948420267	1519.8281353887107	1758.661679389755	1554.62833318959	1631.959733239854	1700.6088405061357	1651.1702073925921	1736.206598691394	1762.7220589757035	1874.014906612188	1627.9859296464558	1640.7838564652127	1736.2150652084515	1805.514614771575	1732.2948889620434	1786.8251636695406	1694.3738043222384	1757.1357688505425	1686.3659334519202	1362.381157490848	1686.7593649856476	1552.779320135125	1791.5696605217404	1596.5553478274226	1909.2874734849008	1718.0308616666318	1794.1435919762646	1690.5419216813352	1759.9618406703394	1578.2109396532408	1709.217109112531	1507.4667977308052	1739.227772944844	1626.2478579829458	1609.5224151643838	1633.7837509621454	1752.2918921762853	1811.283161824299	1774.3878838887756	1510.1507153430127	1720.1103962371685	1791.7876736882167	1576.119732743193	1575.925395945985	1701.697272504894	1450.8595307644257	1464.6334905473966	1626.878533271257	1588.9256792620897	1349.3475886355718
Monocytes%IRIS%1.txt	2336.1442373698956	2541.4321653849524	2721.5754214810186	1893.9004836429551	2639.5078334156815	2510.03004929114	2443.613729193588	2410.769088068545	2729.1289584950177	2887.315328857163	2306.315667587139	2851.9424013137946	2687.5719438528604	2351.3959688933614	2206.8407536146474	2459.650877930892	2271.1100233884677	2205.6910565821418	2731.6027810257056	1998.1871608382291	2285.4958598709304	2054.2341855155305	2521.4028726498873	2755.9293339015476	1923.9388289125898	2510.2653413799558	2400.184341835888	2262.670083935763	2592.2641829326376	2471.1679119222517	2476.290954418545	2609.201818798854	2818.3634826358375	2245.537385310746	2397.8264238614397	2344.136104345091	2707.472241579889	2457.0227365702153	2613.27614768348	2528.448789266037	2702.2410398440743	2281.0481564133984	1581.2803708753156	2487.3574357506873	2227.8635745248425	2572.1843522147046	2096.583529086486	2771.3409467874035	2320.8596225074125	2540.0377834275446	2365.868270881144	2431.0769520253384	2223.9675399718626	2620.297010111848	2044.5899160569038	2398.7672242714752	2187.9025896375965	2334.9815719385597	2284.305868832195	2581.807666373196	2480.8684010731617	2365.787515231201	2641.8344293988553	2603.1804621367082	2502.01286888113	2146.9388487256892	2026.7780208943927	2238.0515322727815	1974.6286494447609	2460.425793661754	2631.7651555834987	2507.7339830278233	2295.1698579098734
Monocytes%IRIS%3.txt	1689.263026755196	1930.766440920689	2040.3773717239544	1237.4814238520596	1795.0746664111896	1793.2500734994962	1695.2080495395521	1717.5591332702893	1987.3982602454569	2277.354387178211	1603.8200906703673	2103.081460066185	2117.5989796546364	1723.5025652162506	1574.2538833479944	1868.9224000567667	1516.2440324228176	1638.6102259368326	1877.7162531707525	1468.5611642192382	1526.4243110133323	1550.217642625191	1654.9663374515608	2011.2200036311567	1270.843434971056	1864.167694979201	1728.9761287795316	1652.3094890347572	1949.0181771974214	1727.1751516460847	1773.9850854020983	1753.5746599907197	2059.6039990896575	1561.2943566956776	1693.104357275886	1686.3143308159847	1876.3018685334678	1687.6906119017733	1749.9448335675374	1725.2465561444312	1943.0482711241184	1706.3263066597353	1030.3869742077582	1771.7282116776562	1624.1542343471845	1855.8899660395814	1519.6916089899448	1963.631567707614	1709.852471322592	1773.7866232336683	1641.1502607199152	1744.959403174751	1557.3206123554157	1734.0841766596384	1385.4363431487063	1723.7373607118418	1452.3321303692853	1626.7157211597184	1559.2035057991357	1740.6124492766014	1783.8655145202338	1666.8607829322573	1846.4608458908442	1793.3054350143148	1817.1322100776379	1446.4980273381555	1350.1378062682618	1610.1276385107344	1377.822942744119	1572.1263220582653	1824.9061155916618	1672.2934039421489	1524.735805670348
Monocytes%NOVERSHTERN%1.txt	2892.3121683800828	2979.1296770100944	3092.480159372511	2646.551300062883	2976.474221772489	2982.306160364182	2955.1824241444747	2873.0881618540543	3114.185589031358	3100.5998982027963	2944.280629264709	3247.4176743750413	3001.8620591907834	2934.2656590348893	2811.0686943185183	2776.5013653219407	2786.043458459977	2646.909586086891	3087.454151131806	2698.0012023900504	2911.7945734121345	2793.5855820758343	2848.6527470099254	3091.2730471386253	2520.558356835796	2937.736489030013	2827.499319957115	2757.0996612605963	3048.23302987756	2696.8855654676613	2865.6678926587106	2983.6734834222216	3099.967270158524	2848.719255228143	2770.4832628858217	2908.414347380015	3089.783754608503	2976.9509439785706	2995.546088372523	3003.353518956782	2988.996288232659	2989.923300374641	2513.774809451115	3002.128590733341	2752.2303517668806	3070.42643604751	2716.422189913552	3050.8925194406247	2937.1008182949367	2962.116518016433	3005.103673455168	2929.6257724916413	2873.8602188636764	2922.638622215896	2623.5501508345137	2971.1296555465574	2767.6255907990067	2858.634690886439	2829.75195500868	2957.0259970979805	3088.0677091634425	2995.48342789732	2799.9733510681813	2895.942155763264	3011.268406699687	2741.9002626648307	2715.812486164945	2878.4383747545853	2621.325961890124	2844.7905682840337	2965.230924409797	2884.5385800247	2714.8712303689704
Myocytes%ENCODE%2.txt	475.49267573159784	377.3597050093997	219.0029344585003	559.066683569198	410.57085154411277	560.840198275123	485.55999832716924	298.2577910967833	404.7563194462135	17.8038446236757	228.89256088105213	575.4246974046004	433.5901557892694	471.83539152791315	619.2491173856951	464.39744001099825	577.306787032111	724.2249719920593	346.6672605147888	405.6535406916338	491.26615711484163	687.7642960776388	563.9674550596712	182.12878175790811	490.08873934560694	158.83372852650444	-26.993335802227023	244.0615000155896	230.54515694523593	-46.07632869592263	233.8534105914419	417.00148962208107	484.4792378416024	462.98617214470244	682.7474031636418	291.0099360211569	234.42246400771026	715.9479468468437	549.2716272964026	323.93430180046056	328.8225334412811	388.06902953568976	461.42430813333243	501.6209488219133	481.2874045829523	101.2778891650614	459.65381048654956	311.6169173980999	490.2367911965035	211.53659731337075	364.5869385124996	459.6325231090455	438.7677966117799	512.1323864470979	373.50262389142034	680.4924251923072	88.86214763235816	589.7464445960891	153.14936679284796	507.2215937374267	429.19759518943937	426.2809735328758	106.81593780260242	230.37285820315992	369.74844993175293	385.1899685931454	501.45104598917806	383.6775568784127	158.7356724874357	258.4079294223134	8.185197099050598	77.15294664549306	348.8071741948319
Myocytes%ENCODE%3.txt	1333.277694772013	1246.4994423236894	1270.5366980599206	1387.8529544912694	1186.2707448536303	1332.80669816811	1219.0287068163746	1296.1875914981215	1253.1758242094659	1254.8988829697864	1258.0103702196961	1261.7124432565602	1206.0431654237962	1383.0206251568954	1362.987395217252	1186.4995721205237	1179.9585331974695	1185.1992036717654	1212.2937215303805	1303.2714853109112	1462.281566748602	1296.663350557707	1379.8650857094808	1222.2549827759299	1461.0190138928199	1287.2187843266545	1249.7907413354108	1261.0549824525065	1254.2017843691806	1241.21531283131	1230.704452687915	1295.9496295683907	1363.7678303416892	1322.945880390278	1329.4948173412959	1304.0423856488355	1230.0310882000351	1355.9537873636864	1298.8056713632573	1258.4463332245496	1200.8747042398097	1277.6259106886412	1404.7327755355952	1174.968299897368	1310.3859470069135	1212.878884824767	1315.0352575154109	1248.5668749294712	1351.0266064802718	1295.7324650318228	1241.7409176998597	1276.422584534771	1317.1586282400024	1274.1995390976224	1376.2508228556667	1461.0417803356893	1336.409082232478	1376.448087351238	1222.6370889341524	1358.502918895081	1272.6389028301544	1427.6265946438273	1107.5467482189672	1221.889969948164	1274.3957453290413	1339.6474521779965	1356.2268527695392	1353.7621950703729	1303.6176293258275	1185.7694580102373	1197.9945760710398	1264.1473753271862	1210.0036002864917
Myocytes%FANTOM%1.txt	-1377.1472749478098	-992.2480396347626	-1389.7963204374996	-1127.4384475549625	-613.4178571035357	-970.8649835390697	-827.2478710427977	-766.9917126686914	-779.8644729209628	-813.0441446209533	-928.3980341450573	-1204.89787544868	-1140.3671137117158	-1230.7202824330534	-1166.2406081627933	-837.0631663325028	-782.9731977352903	-631.2012292563586	-412.47731624892816	-1586.1987490202273	-1401.8913698994374	-1396.6238095185518	-1660.4729233789762	-1393.0995007405925	-1692.756730396104	-544.5159001290039	-1061.7760563867269	-846.4667566281123	-830.0226560811209	-1270.6118458430376	-1051.8977018237563	-1470.2504161943239	-1541.8344899727372	-1356.138994438211	-1421.3792601540201	-1297.83155537512	-1010.064058578784	-817.8222885499077	-992.3629052370675	-1422.5559310123365	-266.14277057981013	-1271.7899169862712	-1158.2995766499216	-964.4250391285289	-1025.4154819887349	-1257.7550005791772	-1499.5876692188658	-795.3495431244079	-1537.211650931706	-1141.0879602898033	-1597.3742642330294	-968.3019885009952	-1291.6922626601167	-666.0760002975237	-1341.5359408283005	-1322.2928544107335	-1153.7119510487055	-1356.2658529771647	-1488.2825172172124	-1152.258353321663	-1120.9471779169594	-1474.2527858885358	-673.6465544254114	-1062.555909444168	-1421.681848687091	-819.8235196411512	-1598.4890367461028	-882.44700009903	-968.0989714625618	-1052.9508940707847	-328.98918537792576	-1222.826866307705	-520.2573193845362
Myocytes%FANTOM%2.txt	-1647.714491928322	-1413.3992338397848	-1603.8363075289128	-1547.3071407183825	-1264.097684774653	-1260.753752305056	-1226.721608024854	-1158.9871396206108	-943.8169027514288	-1258.2854167369878	-1336.8492361411209	-1464.8990223186518	-1445.144430650821	-1668.1699294912394	-1418.0085501149006	-1006.8661295744	-1064.3815463020196	-1241.237639954772	-455.36878277837275	-1586.6382388818508	-1552.310481896022	-1488.8484220859393	-1965.4221685926684	-1474.9101919041987	-1845.4689873205652	-879.3939164408472	-976.2061504904486	-1446.2701720230111	-1180.7821885521632	-1713.6792994844022	-1434.0375661405221	-1785.5641161474603	-1855.7947320242056	-1487.2277191120304	-1577.566444624298	-1322.2002265653146	-1225.981194190355	-1143.068871005241	-1389.393454806078	-1602.3139315045262	-468.52408725977125	-1421.9345196606964	-1607.7059125580608	-1188.1033752820463	-1318.1265805856633	-1749.5084722440906	-1836.2447556160437	-1282.3966897059954	-1763.242946795401	-1372.7847465230088	-1858.8475079715658	-1407.4325894109566	-1615.1236297508278	-1199.9555396843982	-1532.020438133739	-1662.1507106588044	-1330.6212462029064	-1799.4140915777753	-1448.2743324221683	-1726.5327394734395	-1405.6200756273258	-1698.792806557441	-627.8391052646853	-1241.6455754398562	-1635.7469709394998	-1171.2803126863869	-1798.2967720386619	-1220.6197813372473	-1129.980239727367	-1235.9475101958767	-744.5543823406714	-1512.8209267933898	-985.1171539564751
NK cells%BLUEPRINT%2.txt	2065.845678450854	2122.0550241891883	1726.0740877046255	2422.7695244071583	1995.4768305711987	1903.735737050934	2039.4597563027219	1976.23401109015	1762.2328329613847	1883.9040475484162	2140.220002787424	1954.7519665743062	1955.9136829312831	2202.0766809590855	2215.65626490215	1909.783698449443	2030.6380493783345	1923.6698516896054	1799.8421967536417	1923.1498359926009	2386.0098549425393	2066.443892168493	2124.588776952537	1837.7287599630013	2082.111372807429	1945.8378474164429	2102.808702529119	1953.1720537559393	1848.5114104410122	2128.694734213605	1924.2189384979313	2299.9016267648194	2291.2243914007836	1993.6302308118782	2028.4449883289305	1935.8568310493858	1997.0997169816637	2086.9639776596614	2071.721233991031	2077.2549301849767	1876.38129683088	2165.5839338674714	2099.865455493735	1901.1589104388831	2044.3667979649222	1826.4615204448612	1883.3930704730578	1840.526884945315	2148.9747992218545	2039.6650915244932	1841.8368862392995	1771.0205344567682	2219.417898667526	1893.444718509989	2052.299649883844	1976.7658557208647	2066.8936285216855	2187.753930256689	2148.609557269087	2072.501543040097	1911.1275101742146	2077.313856861753	1811.6711652405754	1971.2601622858072	2012.2462865735026	2335.2945169876916	2284.0303655789003	1912.6508882479443	2075.3969064186413	1876.2758614166476	1815.1887397119624	2277.811642645742	2052.324123110754
NK cells%BLUEPRINT%3.txt	2036.9934822544083	2030.5232136761515	1569.0706256484734	2529.2896014713424	1888.1104032110525	1888.3401902126084	1917.0651839344437	1778.669705918871	1513.6098208928129	1667.8534481218317	2166.523987625692	1663.0514055138165	1854.5805215065523	2272.938658049893	2181.1908836993043	1899.8021333034749	2047.1379097059687	1916.5443034268083	1720.4955754540547	1724.7506385527017	2359.7925789886503	2155.1242987109913	2158.9772195682376	1667.3639122422635	2080.4612140252443	1874.641227165801	2112.441486072887	1864.3692548442614	1751.7205340067353	2047.2542865301089	1769.3706937850964	2353.562776986638	2239.924121848058	1984.4741056025687	1882.4340833319695	1805.4139221561913	1898.1628577607441	2017.181572850113	1990.0492878649923	2078.7321540131543	1698.9621866660955	2081.053647830783	2012.484004243875	1875.8609574374066	2044.1331868522195	1653.4978239111406	1872.6923778099106	1802.4921091061033	2192.598060319544	2080.220947751109	1774.5062743409305	1694.34054358397	2205.205454067913	1781.3246840433221	2016.7848846118181	2032.215803990815	2033.1966937048244	2176.3277095081016	2054.037669341727	1955.1901012545052	1746.148226397524	1999.2661496677415	1750.443283522194	1967.316416294294	1922.1597104898126	2333.204894879116	2347.0682950128416	1796.506357775424	2091.2455609567937	1780.2564846372634	1716.5609727870874	2272.6049628533533	2064.373687020241
NK cells%HPCA%1.txt	1607.5659869685803	1664.070024001885	1203.9328090969016	1994.6176858598167	1504.4402076647043	1514.7721926878664	1478.760518037165	1471.1249331064157	1341.3072925264696	1211.7436017494654	1620.1819172831454	1533.3069785004661	1477.089777528308	1729.9395515830531	1746.5568167329152	1392.27932684862	1428.155451682906	1505.9906514819206	1156.4775882796278	1454.870704983757	1856.6224740877385	1543.4958416803838	1799.3692743416061	1483.0760704494587	1686.521525639452	1438.2084739419947	1375.0557728163744	1486.9968314219318	1480.9782090246704	1650.4489770788366	1479.6886845615363	1610.9827413067087	1563.1818435566072	1581.0550308555407	1651.453363382831	1556.6799691260508	1389.0510995781071	1574.2338420690191	1525.2546377006947	1583.7799805935558	1372.9677584104102	1549.5752674545472	1580.254753784049	1398.1278351316885	1471.9412934169063	1507.7149094912072	1467.8993675306472	1480.6993584360134	1763.2631309792941	1521.6150933476222	1420.4391438014134	1406.469277881719	1737.545483715741	1710.9921760070977	1628.2748504828894	1740.9972671999112	1678.2606716929943	1696.7712451667308	1542.8935783925745	1554.4953262039649	1439.7802249481715	1641.8254904956061	1035.9144627142823	1426.3864695318855	1573.790675241536	1759.90033712582	1767.9429783757587	1511.2390478840734	1732.412751443904	1408.2051458063652	1259.0284207791976	1515.9912366160202	1455.5186989422482
NK cells%HPCA%2.txt	1437.471909868449	1646.9157637255787	1029.0788579607367	1959.1675816317152	1393.7021127029889	1462.4701014991906	1307.8642449974009	1198.5293325647035	1062.1648940752439	1211.3151959294603	1560.365142651713	1444.2804588982171	1293.7318711384544	1754.1659186484098	1555.7739111667877	1225.6890715430388	1324.8723732163899	1319.169075365773	989.8904846926308	1219.2446123285004	1722.1894712901224	1462.658423292669	1728.3267241222384	1293.1848896036843	1586.014577569315	1479.1157598495463	1259.641741175239	1503.8404958832637	1378.4679330147305	1450.1859916865183	1257.0617528957164	1539.327332302017	1487.6220633905757	1452.7301201512437	1437.875786234648	1352.8096754081635	1211.0186622468414	1518.3797508082323	1464.85449452718	1456.0658921480413	1111.3435487173876	1325.4170212538	1498.9911885233716	1209.7651309743187	1494.7520630202816	1439.4650816584406	1372.253603655513	1417.1301406610323	1695.0234391267816	1544.007066072845	1207.2188375811202	1292.9548939522963	1570.6366087428744	1604.5507236984106	1431.4921936991482	1530.4748474554697	1562.4113626928759	1562.0097126030826	1411.264160888276	1393.9174453315172	1397.2957702450983	1431.5522932684362	877.277215409206	1431.2960739048735	1418.9805731100635	1658.0716193234512	1672.9246698498105	1378.5504009665194	1644.1277080757527	1158.709577856057	1133.2399284024389	1473.5575159273978	1352.2352134844023
NK cells%HPCA%3.txt	1184.062807605811	1361.0950984855137	1017.0377578533007	1691.5538725116019	1263.8476208988725	1264.2340263835006	1197.9819102175118	1184.6930947908666	1236.6196966359978	1011.552360552893	1289.2379178043473	1197.8324146747366	1180.1278311970823	1297.8616259777573	1458.9083220077607	1150.5652091578786	1255.444880840791	1235.5435407028076	1047.6228486154141	1043.2584808243535	1473.2822810402085	1266.518076312284	1426.3761137355348	1304.8194788558062	1458.42154882393	1290.6181665964905	1275.5592190416287	1368.6071369751237	1279.5357551321827	1364.1190918529699	1326.5959462221836	1456.203089223301	1362.6238289523085	1206.6464792633176	1317.9747089783189	1266.3818835252553	1140.368379542058	1281.3515398956824	1244.417261065236	1274.0557733029464	1271.457905003453	1401.9878829293634	1231.6492478708285	1244.3699464786223	1180.6010808020683	1249.7153972628278	1212.5488076920726	1135.4369736420401	1376.1031573995426	1328.1612834862865	1203.5961878486448	1190.3389636186396	1459.7730464622464	1414.9952125206921	1289.6089011890028	1339.9789521780751	1351.1592687294942	1360.9928944754881	1311.816294966489	1285.9566367274097	1256.236726659945	1311.4970044739632	999.0313512224652	1230.1581138860424	1222.2653825094176	1486.3402516947885	1356.6397164040027	1295.5067504383367	1492.2268654222971	1276.9285630862882	1117.4454975790995	1389.2271208476811	1246.5519653995445
NK cells%IRIS%2.txt	1678.8071881383094	1743.7946148424953	1159.7015821781345	2330.0600066930047	1628.090248486265	1447.5638812608759	1571.9839791992817	1521.9142310023544	993.5356939663926	1358.1308712402583	1949.0153825003113	1392.693570779076	1456.0477780938868	1931.6336059323494	1804.309738697476	1642.3672538080734	1794.0033823127792	1734.539273174697	1354.0775579247108	1546.6350479613961	2163.7734899676657	1589.145806191409	1736.633427403908	1266.7614412798316	1698.7767750023797	1675.9079094152105	1832.8150686472588	1429.86866067239	1306.6625561743597	1855.451852198953	1446.3401115635534	2046.6115004136466	1913.8635883942416	1489.900477626972	1473.8954031227072	1496.4131658159322	1584.3256751826548	1701.8995391688968	1674.717427773126	1646.8825659278334	1247.510135860585	1771.2393778583066	1709.4643311802347	1344.7152258407739	1747.683560458118	1276.7515765363069	1504.1826650505768	1380.0115107773602	1766.6319615830637	1652.1714688395336	1400.2640580204888	1258.495249158694	1949.7636657216576	1345.754065710001	1627.810123732952	1636.3387663461322	1629.6172347434913	1905.364990368088	1717.5957805838361	1600.4791393734224	1338.1556563585832	1654.5270334732252	1362.3570777058721	1626.381232946283	1658.3803350503872	2075.3834228270575	2039.8856341145993	1377.7533016826592	1674.992512262968	1352.1506008393972	1120.2188168604619	1979.5978425414087	1707.9052017088936
Neurons%ENCODE%2.txt	-904.9794204576326	-851.9675183703006	-1008.2939328987857	-835.9600571675497	-786.287902246449	-892.9647655106315	-795.22565054878	-918.8920030305924	-876.270940239369	-832.5395131210057	-989.7114354751109	-919.8545235807715	-819.7544439918374	-858.6180474064788	-876.3135048705834	-687.3115398463358	-832.2566858026723	-674.8926058159014	-910.5065342844894	-812.4853058048823	-900.2797881426086	-716.9281770429453	-777.738073753103	-861.977113209381	-758.6142728889337	-868.1662193263586	-866.8554639828799	-776.2183754609464	-848.6500568163609	-803.6165120529778	-664.4249642095498	-955.7645333989027	-927.1721666351812	-981.7121989835215	-868.5087117873176	-853.7751904623005	-859.3712843522114	-905.6400111698135	-912.3958412915647	-900.6812190263079	-729.0473486835824	-819.9945153066354	-816.7035926061689	-777.0973621943292	-801.6730475734906	-889.5451866366582	-849.4080131807614	-974.4359130330356	-918.2200073800024	-823.6106981002284	-888.1698812483581	-894.0588509626974	-876.1943701822435	-779.3922292281684	-921.8590540069403	-820.0912977322263	-954.578734499603	-842.8560023003212	-943.7245226897916	-881.1239044086936	-874.9282913693821	-971.4167501919039	-632.7974129056373	-943.9585687791786	-1009.2135130902668	-890.1514514722022	-1040.2082581425198	-871.1794141021273	-845.9148634549222	-588.8201876452212	-774.4518088022578	-894.004883353085	-641.4824455695958
Neurons%ENCODE%3.txt	-1191.478002210213	-1033.82413641713	-1290.7988247576723	-1126.5877740559229	-988.1090012923562	-1251.6847706538038	-1175.4193897317627	-1228.2329727343042	-1180.3075250834622	-1105.2597403884604	-1329.8066486354749	-1329.9197243495375	-1059.0498122271094	-1275.167430285478	-1094.7536664974493	-870.665284170112	-942.1485987337023	-754.4374180842303	-1039.5348459857469	-1211.6774779135592	-1209.4787374421924	-947.5703638376026	-1233.8037235323532	-1234.19682241202	-1115.82076841455	-1015.814436189833	-1120.9239229159298	-990.7009277131763	-1058.1512291039694	-1032.8223109509552	-937.2325599821869	-1270.71113326857	-1378.8965624208952	-1180.2766840636634	-1165.2804839677253	-1126.4688660055529	-1089.767190615692	-1117.9659241574127	-1211.5599771427305	-1184.4035597219727	-672.8688529415916	-1070.071755687661	-1268.6147740752222	-909.6999947032241	-1124.6683316402518	-1190.0092985140168	-1256.7953770696668	-1198.2118578697477	-1263.7805680722652	-1112.7790244887306	-1212.5341061165254	-1152.3975696678856	-1159.2339186991417	-1125.5088805293924	-1322.9191566305012	-1262.697282832213	-1271.140095688411	-1191.7290002552995	-1269.5612561113116	-1197.8317073086637	-1104.138287006845	-1245.8390773405672	-744.9146081071518	-1236.3384723839897	-1363.1188181919078	-1099.6265717267413	-1297.243129550882	-1074.362815492327	-1105.3779234026774	-734.4763803845404	-942.485399236611	-1103.7184865802608	-790.3273855902323
Neurons%FANTOM%1.txt	-1839.6519674052133	-1671.859818842366	-1637.0896597862602	-2020.6559618856804	-1464.3218348145153	-1863.2336186901978	-1679.8294073075192	-1527.4338733570405	-1683.9451623678754	-1604.1334903511363	-1559.2440159820521	-1930.332429607304	-1624.189437529298	-1828.0937400194468	-1984.1893146129946	-1586.060266251744	-1434.127523616459	-1093.9753792243093	-1541.6527826445786	-1422.7275886531395	-1927.7690412960258	-1475.561697175978	-1906.7067501076444	-1685.2435553897442	-1612.902924311209	-1709.2747531265186	-1553.0693588763536	-1770.5274086401903	-1831.626143343869	-1575.6657336793808	-1614.5445672840538	-1774.3830888329603	-1832.8154776221231	-1867.2125126731983	-1841.5567352794483	-1641.5341748876651	-1450.1558649312035	-1718.872752028606	-1863.1484080057753	-1471.8951484144504	-1148.278476626095	-1642.446061244674	-1767.6045624845092	-1637.3513708954783	-1714.8186544439864	-1640.1139023771075	-1719.332579904771	-1734.8682480967566	-1919.753425964048	-1764.4471531913186	-1535.0324469586692	-1728.794254302499	-1879.0718071107922	-1751.266738134091	-1758.6007031641627	-1821.2078150553293	-1955.2806724777179	-1836.3478144364433	-1662.4218885489422	-1847.1446147685288	-1639.9311684591898	-2030.402932417228	-1147.7783217544488	-1655.8170364957768	-1772.9104544934473	-1863.3781028898698	-1748.3977713794434	-1447.1740832127537	-1605.7887604606472	-1520.9338798671672	-1436.4029372267164	-1740.944881305131	-1134.6750191644587
