# raw enrichment scores of all data
# no scale es by numbers of genes in the gene sets
Term|ES	SUB134264	SUB134282	SUB134283	SUB134259	SUB134285	SUB134266	SUB134240	SUB134244	SUB134242	SUB134286	SUB134257	SUB134274	SUB134288	SUB134275	SUB134237	SUB134256	SUB134315	SUB134293	SUB134287	SUB134304	SUB134297	SUB134325	SUB134312	SUB134290	SUB134322	SUB134276	SUB134300	SUB134323	SUB134289	SUB134260	SUB134238	SUB134295	SUB134254	SUB134262	SUB134318	SUB134308	SUB134296	SUB134294	SUB134272	SUB134281	SUB134301	SUB134280	SUB134321	SUB134273	SUB134248	SUB116449	SUB134251	SUB134258	SUB134309	SUB134267	SUB134261	SUB134310	SUB134279	SUB134307	SUB134249	SUB134241	SUB134252	SUB134243	SUB134292	SUB134326	SUB134298	SUB134242.1	SUB134283.1	SUB134278	SUB134281.1	SUB134259.1	SUB134297.1	SUB134320	SUB134309.1	SUB134308.1	SUB134296.1	SUB134295.1	SUB134315.1 
Hepatocytes%FANTOM%3.txt	-1308.0806179195745	-1280.0047891730756	-938.5879141425462	-1288.607580839634	-1306.7795509154157	-1321.1729397586214	-1322.9455258515613	-1382.8877561173385	-1357.3058010633158	-1451.6276226382674	-1350.4907039838401	-1384.9785832719335	-1373.6824941840318	-1333.0832111792786	-1275.5995920026176	-1211.517823334554	-1279.8015669035321	-1311.07699014114	-1352.8448002074533	-1337.364094558704	-1225.191323041612	-1367.5192661040735	-1360.4369271695343	-1367.7377243924539	-1373.4213640055054	-1195.9340191398342	-1351.313545322845	-1066.925905511111	-1306.4056372654572	-1349.605798253903	-1360.2833135793244	-1320.599230866242	-1316.958601133936	-1336.14696924696	-1349.8848027505164	-1302.1422893333402	-1288.822341002209	-1333.3403681050277	-1301.5618894264385	-1292.2675757524387	-1317.9398373354002	-1373.2343241622166	-1240.834160369823	-1245.451439307224	-1323.5790708055488	-1226.6757273114204	-1241.5758202431518	-1316.197745722125	-1327.7009120921552	-1264.9580121639644	-1289.3118790704766	-1301.8041462772696	-1380.5163693536533	-1307.6583623471372	-1308.4048504575217	-1246.6396379450616	-1235.500733581303	-1250.1407888802314	-1317.9841396983747	-1323.546035330632	-1295.4576482662997	-1310.603074852854	-1284.850277638754	-1316.9423798618095	-1379.5404706969284	-1322.8772880541633	-1229.3922639083355	-1247.1951385943598	-1319.4119439311035	-1400.9249278255988	-1250.9644857977291	-1264.1816021628813	-1240.0004147562618	-1187.5660021339181	-1394.2666285545042	-1276.4463380052948	-1290.438773615529	-1141.8491947050406	-1255.755196147427	-1299.2056364365753	-1206.3618459358563	-1081.0951819068368	-1285.5243166021828	-1258.2554087116719	-1275.9855550390926	-1228.8293812594684	-1332.4894818690805	-1198.2945562033503	-1273.125305451858	-1299.783708309512	-1294.7252759619169	-1001.2393109869213	-1329.675324176922	-1247.9184578575982	-1310.0713496801905	-1015.0848668695039	-1273.0273078827815	-1390.6671037857004	-1345.575809601497	-1336.3811109898568	-1312.721031948476	-1310.1961738760979	-1186.461554837811	-1306.9482147580186
Hepatocytes%HPCA%1.txt	-1197.5866736284704	-1262.8044393847283	-995.9312087968945	-1109.9168400609674	-1215.5417263670565	-1190.7819709272308	-1218.3601640684865	-1273.819475132781	-1233.7397000950898	-1192.0798485790783	-1128.2509527668062	-1206.4613134663423	-1165.1766411309843	-1119.7575322080324	-1135.512051034625	-1107.017199074367	-1265.0616971556142	-1183.5001654358518	-1173.9828769183355	-1173.3248216067618	-1072.3294760109743	-1250.269471295876	-1270.1507548570626	-1184.308598719168	-1229.9905081647128	-1105.786592824637	-1192.785361296165	-1129.3457346939526	-1180.2420567178585	-1223.177752823235	-1214.0544642941654	-1229.974089718843	-1223.8872241366084	-1211.7869346073865	-1195.4975947332364	-1177.205108537323	-1215.4082437474285	-1198.7014335748906	-1171.0295255664935	-1157.6149717393755	-1199.9273371794372	-1229.6865530873959	-1115.1033533645577	-1242.918475250735	-1157.6113319211058	-1039.0269472656032	-1141.756502357273	-1168.3314522437672	-1174.9261766207694	-1180.946839295144	-1280.6652148541798	-1173.4352740745508	-1163.5862577254475	-1188.7731842719777	-1243.5629248388186	-1185.1123587183624	-1091.3070039923125	-1099.3648431520508	-1273.4696734092886	-1170.9579265757566	-1140.5813825220807	-1156.835975241061	-1172.2501328359608	-1175.3359969769226	-1222.1443353891304	-1177.8202173614425	-1097.6377835315275	-1061.592419233544	-1113.9218289643745	-1179.3203839487082	-1141.9972438763243	-1181.402408348673	-1159.642657095015	-1201.085762276744	-1022.0604248142156	-1276.5024973116008	-1161.709607452999	-1148.1621460828073	-1237.9742732526383	-1157.9820123230834	-1141.2272307711617	-1017.9806804293592	-1214.0647676097146	-1183.1873446003738	-1143.4093437500896	-1156.4653006133392	-1220.0149892065347	-1146.746051263768	-1165.4025130123425	-1171.7906422068575	-1165.3972814045935	-907.6855696420248	-1152.2828374583555	-1107.8526043191337	-1261.1752898788386	-975.181295050895	-1188.3152576794173	-1177.234949246699	-1210.705341957654	-1196.1094744940685	-1200.6772001145828	-1120.962544125051	-1105.6473616693088	-1203.432751816341
Hepatocytes%HPCA%2.txt	-1113.2791563699825	-1180.1597531788098	-752.5626087667926	-1119.6351293253565	-1140.4664651356816	-1146.3612748043297	-1183.3003403600042	-1184.3458296003187	-1168.9971828898438	-1121.5456829736097	-1076.4764231634372	-1147.6846472933266	-1093.727222744431	-1047.0032601752896	-1029.8565964656968	-1088.3666883095027	-1179.1699188548462	-1065.7834867594402	-1082.902081390187	-1106.737427175197	-1034.7640646845337	-1150.400757006667	-1185.0778343454167	-1089.8409043633478	-1150.669245321373	-1039.1597386887806	-1099.128072701354	-1003.5538703427853	-1088.4760270549382	-1131.4950784857422	-1108.556173964615	-1175.1523448789362	-1141.3210173157172	-1138.787020651518	-1152.0623981313315	-1115.7177796238939	-1179.0488599271932	-1119.1371176360035	-1105.736063670605	-1091.9620452146748	-1106.7102399122928	-1127.8027984977641	-1070.3517512261305	-1148.1245297544292	-1086.324226658729	-905.4001475566215	-1048.7375493570612	-1095.8636755391547	-1087.8525944981657	-1085.416718829022	-1210.4802208571323	-1099.9544887066108	-1117.1104443121296	-1086.2353912551455	-1162.0792343661833	-1041.9657877602256	-958.0361104191511	-1082.5666137174956	-1168.6469853797794	-1110.2089459806562	-1077.6351269662282	-1102.3733429159684	-1087.252727792838	-1106.4530344686375	-1137.748151951066	-1076.5022247109637	-990.1700769375834	-974.599717007947	-1049.7461870055445	-1103.4042598939163	-1077.8509813469586	-1069.2403158024028	-1056.2855397026974	-1003.5639663315926	-939.8567086870985	-1138.788119071185	-1094.2349132778827	-1019.7163919636591	-1131.8074202818764	-1106.6341466146453	-1000.814951466484	-978.152006644594	-1114.438608765441	-1053.099597623369	-1122.4388522140466	-1043.1967411894298	-1145.5105114442974	-1015.3704249879123	-1096.869606548709	-1087.347608245303	-1122.5124556206547	-832.6453115302529	-1096.7153382816102	-1029.7182195703663	-1185.9029698514278	-916.7264919869035	-1077.302706058446	-1095.620168798166	-1168.4369077907427	-1120.933037934814	-1125.475493878671	-1103.0978473524235	-1019.4742365289803	-1139.7991382070497
Hepatocytes%HPCA%3.txt	-1307.1860801133475	-1385.943692065997	-996.4483336777555	-1214.4607420659747	-1330.7700661219847	-1319.090920252148	-1297.0004956006794	-1366.384196483406	-1344.7232719602598	-1278.4484062139923	-1234.652761708723	-1296.2441574184056	-1250.2031472665344	-1216.5624400403776	-1219.5372416878374	-1228.28149115719	-1344.0736110966511	-1288.0951343047468	-1259.1307526724613	-1265.2634581248353	-1151.5873975587647	-1357.5889876182928	-1385.9124338326208	-1277.5582624704864	-1323.6241704047752	-1191.3692210408915	-1282.0714204054461	-1207.9453483511597	-1292.0939016575044	-1301.522443704221	-1308.6000984483248	-1307.4884801590335	-1328.1525050641521	-1330.4492745110788	-1270.773802576458	-1259.2042086011854	-1302.6154714643953	-1291.0118318351065	-1268.5290807631054	-1252.6985764163514	-1282.4448617472021	-1309.0243990418521	-1168.1040099179424	-1346.22849505627	-1251.7890645452812	-1076.6144754149218	-1235.4839763139976	-1287.171929346348	-1286.814545658641	-1281.949974507174	-1392.575941943362	-1263.9541421650247	-1259.3004041276483	-1298.606796686554	-1354.9297643728996	-1286.6691388612046	-1184.9585052145198	-1210.9565345795572	-1380.37119119368	-1286.0406954836717	-1235.679037437803	-1275.5765650300693	-1281.1486405008245	-1281.9263416043718	-1346.338799671233	-1284.1244473864351	-1194.8131249369146	-1154.7901000291017	-1228.1980163081128	-1292.75273326303	-1258.5323638050654	-1297.3436100609447	-1257.2923727674897	-1307.2033213348473	-1091.5029900678464	-1377.2952095626101	-1284.3101867960856	-1252.1176924230585	-1348.705100267605	-1273.3905198826833	-1262.5114593423154	-1096.0125885124448	-1318.6718219438737	-1281.0752463199829	-1231.3493045762418	-1246.218507239767	-1321.694206945912	-1248.6018152493461	-1275.7930562481663	-1289.5610311321386	-1280.0052478716584	-1001.8020696767287	-1269.3811813595423	-1216.9481964867896	-1390.994368400617	-1059.0341342263755	-1297.7387479411777	-1262.328596206417	-1306.9861089085198	-1306.5615080873804	-1281.7975336718414	-1231.785976782564	-1211.6834347580134	-1306.592072945086
Keratinocytes%ENCODE%1.txt	-1096.4836081762369	-669.1689153980279	-825.5371898182837	-1009.1085266168959	-1066.2427135967469	-960.8026548863741	-1110.6753153228758	-1196.001082882404	-1280.568250879427	-592.1465001837116	-1092.5698563958067	-1313.3080473095679	-1072.1156449877446	-1025.0223374939696	-1049.8923263329432	-1141.1272485861264	-965.542439280397	-883.6404553459367	-758.1642723890546	-1146.542876519008	-1097.5976884828428	-1161.1077351817748	-1165.9757292900663	-757.1466169234288	-947.4946494543834	-898.6422971437619	-970.6147932155624	-650.016307838688	-960.6845515620279	-966.7954449134446	-1059.3532684196691	-886.2058915605338	-889.831339640625	-1337.0211909451232	-875.8568500957468	-784.3820469095547	-1045.8683268660675	-1003.8362124155971	-813.3444849227029	-945.9186412403265	-980.5919752966345	-853.6402584040479	-412.73329157035414	-683.5461717848593	-1023.6186246341653	-449.5123198587512	-964.1050160710071	-974.8911854576439	-948.1833853209555	-1006.7692195414877	-990.1105907780327	-882.4509626974592	-1212.6112958885883	-1069.967303542903	-1166.3759344778355	-1060.5869316178137	-832.707663936337	-1159.5788092973517	-1324.2004522329557	-1108.7874707708625	-875.3276693285673	-1078.0714421315352	-916.8137100471016	-1110.3281485614484	-1163.8153483856888	-1036.6511662071448	-660.6339176673907	-689.8961148485134	-908.1276344761184	-1145.4165055372348	-817.958445876307	-1175.3719326945513	-1211.5601621699504	-1134.4957935312927	-614.5774298288638	-1271.3106354389583	-1234.021549349664	-788.1510939168164	-1107.2866135021845	-1156.4104460349467	-857.7294357456311	-1140.7668499988313	-1118.5425145537854	-1055.0304772934894	-1019.0208488604858	-1164.6105960181026	-1324.317593741198	-1173.6752521332394	-1192.0789260517454	-1181.5565866387362	-1217.6195116090234	-937.7114804370743	-1113.2149584946224	-1160.3379804048307	-1193.3896407149514	-1068.6909252354185	-1161.044573821385	-941.8768837899445	-1084.4689700198528	-1166.5086359443021	-1028.1556450068383	-1114.0967851154273	-1036.005732280585	-928.816240613477
Keratinocytes%ENCODE%2.txt	-839.4522323401843	-820.95560964899	-780.0592381373941	-814.7181428547333	-888.0617674679734	-830.2798413175335	-1002.6226473905872	-1085.8388087850167	-1162.1717959655925	-605.8379686491244	-940.6858602400455	-1244.6036905579429	-996.0667105077082	-938.7748758953717	-800.5634832444575	-1034.5229376267976	-1045.8379967819417	-844.5167901469126	-788.1873742800215	-1045.1900783107294	-857.0208347310565	-1036.0835669913167	-976.5714489804988	-719.3271217578636	-806.487982062939	-770.3652801156722	-752.8792728937099	-716.9069139916386	-869.1206437219751	-846.8212917102833	-955.6607911866565	-765.608023633853	-828.7112800343314	-1227.543626965316	-746.9462931209293	-564.5949167967531	-755.1815202351493	-789.1023860682428	-661.3559142680144	-864.2367232318801	-742.5708657778206	-647.7305470200245	-543.7128495240324	-524.3531324337498	-853.0753233997818	-595.6448213759736	-802.2455237736792	-739.3242198897824	-827.212366022885	-808.5647668187977	-1031.1591064147428	-710.913966696311	-1045.8835516315476	-913.5974524616181	-1357.9450778640148	-862.8640006635524	-820.5542191660168	-995.3158627113318	-1411.4691235993917	-917.069728538842	-817.8501929654136	-891.8993776209918	-712.3697260795248	-985.4745269769087	-961.9855450413071	-918.6914443631234	-713.4547593405526	-671.6746160737785	-1053.5804882139785	-1027.058206195749	-858.9799440862373	-964.3512057037644	-1224.3904143600298	-926.9162575866615	-482.0782353022859	-1281.6683588764026	-1059.6123923298974	-884.5992638130597	-1192.2373607124273	-1025.5335833863876	-897.629998224047	-909.478298302158	-901.5588018507921	-884.534948604323	-1178.5611790625762	-1061.4905766861866	-1172.807781242445	-926.2611021948767	-1061.0975641571238	-1056.525763824055	-1154.0409130681155	-758.3500675084003	-908.928414268247	-978.8779162548293	-1088.230593437245	-935.2918570989257	-936.1290856880876	-1134.8539665131827	-1086.1852010596992	-993.2727339247506	-1001.22327884677	-972.1560498457608	-797.7682094716572	-1106.7402723902628
Keratinocytes%FANTOM%1.txt	-201.53609287926594	-105.48642728894595	-263.1254313136215	-257.70333212138564	-294.4810437454689	-264.67120529978837	-329.4285417285342	-391.90753730013625	-349.0576210983148	-193.44750866553818	-326.82306542336244	-431.107713933111	-380.76918802626653	-224.40993667605102	-287.12467264791894	-118.80565239240322	-294.54796450561776	-123.97186972208988	-173.25147075935854	-246.65861849086212	-260.21147805563066	-469.52783781244835	-421.327003647296	-245.50108718406466	-256.9026944107967	-248.81290961502262	-233.45326200822637	-68.9584720945916	-357.4565449586914	-265.21979779862727	-406.4310735233263	-164.99772244987219	-296.6635684035294	-432.3818567177847	-224.21869517743104	-197.99938359227707	-233.20153814830803	-276.1882241568825	-235.61748125116253	-270.0227677159386	-186.0466457178249	-272.68342224613696	-22.1476304113309	-144.3452454593983	-298.727506440258	-71.81542313758641	-257.48237617372234	-263.074840131016	-247.62592433700925	-216.23487917835075	-296.7493497501039	-233.18209795458213	-371.58447478207484	-267.442379664042	-404.86528642772316	-248.57408110304357	-176.0622066079948	-296.79871258139804	-463.8949153914076	-288.2571346469016	-96.52753682877271	-255.39302576686765	-294.54396293668873	-261.3787821255114	-311.94964931562595	-282.7269064862028	-97.66066856575831	-24.416772993688845	-243.42101456969542	-276.2412180237601	-127.81147373092594	-325.5776634335028	-399.22078411000075	-320.53433244251937	-187.35821227938303	-437.01432582289533	-361.58776037580736	-173.07505878144138	-288.34241484823235	-292.8593131523703	-118.4638516257669	-338.78596075503685	-243.7626477130845	-269.13182092552836	-313.72912300258145	-328.53422757967957	-344.8743863598586	-367.3282561567537	-225.22663042115093	-247.4460611518144	-303.46563196601636	-315.9596062782328	-262.3025419969455	-434.2993698585072	-267.87119938348036	-323.48882393154383	-357.405094034027	-202.34915257830045	-325.79573115855607	-306.1476503135791	-267.8090500679643	-274.6071556835608	-320.4531710756284	-178.48496270895555
Keratinocytes%FANTOM%2.txt	-148.20825001623842	-42.40539750936941	-226.9696447396861	-239.09666822877227	-269.53470381754505	-176.0024497015042	-249.75143698547149	-350.69923492817327	-233.94188863570253	-77.73527918818512	-261.2860090762823	-332.33562916568917	-283.1273121531997	-90.8804420254624	-213.3074204317601	-65.36812130558538	-186.36788706834778	22.678019562593875	-119.20022759235981	-116.81893744593711	-149.23782791440624	-431.9820685793287	-365.81536814749575	-175.88734890504801	-157.7836187083301	-190.61185094364788	-205.20169168613293	-35.370266787904924	-294.9225517554097	-170.52156159395608	-344.71342371141117	-97.51414336161466	-224.37529301159714	-356.13941329435903	-177.72759424932943	-111.42309971724796	-189.21651324765315	-243.81823708157833	-190.32323051139554	-228.92115240136638	-106.96755407055295	-193.58898797551984	-42.06631768311762	-23.947206797059195	-242.67069088915144	-60.636705794991144	-233.32421114723303	-233.43686281480961	-210.86178803445563	-146.74312244835596	-312.6596378429557	-172.51559835447392	-342.0061843184001	-193.8128820121404	-354.4279687374308	-205.50159716912285	-116.32670147964143	-247.45799818610135	-353.42194780323905	-236.94645424138906	-93.22810125691292	-239.16403898976682	-278.1082151703441	-221.80014977950378	-317.1257586809346	-194.41912898746745	-29.052096255878354	-25.730956191420766	-170.27707251505208	-267.9695082990083	-62.92338317658443	-362.41120416414003	-365.2852343036451	-316.7827610575709	-180.2482008159003	-418.6063175293841	-380.80760019865465	-90.01703373209939	-188.35598053084288	-234.4849121742535	12.681066044600556	-287.4212295612172	-245.50794239351936	-264.9451291225598	-256.2934666486792	-281.2600189151416	-280.57124402171644	-395.5000908640544	-181.92503001666879	-160.0144049222625	-231.71606848476875	-364.8758944364487	-232.56340292344757	-465.5346110549161	-203.84017322063806	-237.46618325589532	-355.761636210541	-151.70275370648363	-231.60154978753602	-271.15849887339596	-193.70012455299005	-182.78165128066695	-375.5009098962344	-128.81530457725552
Keratinocytes%FANTOM%3.txt	-140.0422109783945	-15.982027258202137	-212.8958603879795	-233.83457069670635	-252.68312994947001	-164.22194005185884	-237.98619950698708	-344.6363764612755	-229.93713850950888	-83.70148700743229	-255.45311405514857	-329.48296416193864	-282.26286449379666	-89.15719153083573	-200.24421212758324	-45.018142894410715	-191.12300799030126	34.82819371092607	-109.48967085750638	-113.94085162925117	-133.15037703544925	-417.9974698230071	-356.3335519859002	-166.05472222677128	-157.95448830300097	-178.17231379434446	-203.04923417452795	-5.301923368577931	-288.42233203798725	-172.44527471636633	-337.85576310452257	-93.69868734266765	-213.1072759794613	-348.7053327155074	-185.3122709927647	-110.08063551718615	-184.98060238491374	-240.38339488933482	-182.22307205748137	-223.8158837236312	-118.72218234880373	-194.11400753792475	-29.23100101946904	-30.80840369993794	-236.45438508803977	-39.349878642805834	-217.19283023401428	-216.98311814088032	-198.41744893197765	-135.21124639150977	-297.321701890488	-165.38410544505848	-330.4700294381066	-186.75726996428438	-358.484877310765	-201.0057189904346	-92.0155830021616	-233.6823672618724	-350.2119067260642	-229.6785304533634	-67.92555367697942	-228.74816161759367	-267.2044706454036	-220.01164996300147	-302.73351958914554	-191.1886669934357	-8.004105692353342	-3.8393557800786127	-153.13258033437725	-251.4291984806241	-44.29196013687441	-352.05077541116583	-353.97557821092346	-301.1245099334442	-168.8009996865086	-419.8235313670385	-356.6771519571997	-73.31610743265078	-183.35851260783727	-224.55792192455746	25.84979800943229	-279.9410837998444	-236.70878479701187	-254.222968066043	-257.727824467386	-270.41762427103515	-268.7051213571577	-376.133568656849	-178.71901052139202	-148.207032935374	-221.7876368787853	-375.17293355642516	-223.25687584080327	-465.06087941254395	-195.8017633487188	-254.3835595493862	-345.308912189538	-147.94859188155718	-226.8204965686926	-257.8768133923991	-180.6077433758539	-169.06876769157859	-362.65139206213865	-125.68806656982476
Keratinocytes%HPCA%2.txt	-1266.1178073183519	-897.3523384094885	-969.3236429272612	-1138.3857021159258	-1228.8134225128124	-1208.8429214996677	-1254.1105558915576	-1250.964129270198	-1288.0993676713065	-917.5880632413306	-1186.8226056970084	-1343.9341069922239	-1236.8048242294205	-1182.1480511171417	-1210.3721264028086	-1116.471824656392	-1126.6136514107682	-1043.794356053711	-1008.7573942752633	-1239.585921033311	-1197.7872725067743	-1338.3006318059713	-1298.0779413609544	-1002.4662346338467	-1127.268317555281	-1142.420790730374	-1102.7971888941406	-826.5763261097732	-1205.9166777923226	-1180.6307312470938	-1224.1707127316517	-1070.6275626670563	-1064.6695315338811	-1367.7290157901248	-1053.9894346849228	-1035.371164147286	-1126.0518298677162	-1081.719482262848	-1039.1781105785767	-1074.7617910141369	-1099.8875970406743	-1072.6933864237128	-711.7316817955293	-966.1277808695243	-1156.2738184716736	-726.3068524871564	-1043.821058032103	-1120.6312224083767	-1111.5659504164344	-1150.9498379675915	-1026.4607249592596	-1048.666142426569	-1195.8700927973432	-1171.9139968239558	-1056.785769435312	-1151.4668450080344	-993.6492945235145	-1200.4062157804951	-1299.3715437601895	-1186.708795485892	-997.0957040085904	-1167.547909891223	-1087.3009438663898	-1119.0832411501128	-1221.177548161739	-1126.0881134918848	-932.4297866431962	-838.8206305876051	-1052.4080104689524	-1266.2227697818048	-954.0167950349839	-1201.3599843476438	-1247.7037937231873	-1219.2244594460012	-829.7568761163407	-1232.072618105129	-1194.1060147078078	-841.8733287416542	-1118.4705728755744	-1154.4681118581254	-1151.6045784522325	-1198.2469300858695	-1171.2452001070046	-1134.0608381622637	-1036.018248164772	-1341.2168757473714	-1363.4870467992928	-1236.9768332830993	-1185.305189944763	-1209.2424345386296	-1231.7839110195423	-975.4374451161311	-1174.9679273322186	-1141.6121475779487	-1279.3917413541485	-1109.938500346642	-1200.7480460730358	-1027.906621503791	-1193.268673660445	-1193.1931115485158	-1212.3664042822274	-1164.8811118020844	-1126.6082790532403	-1040.851313874333
Keratinocytes%HPCA%3.txt	-1383.664708066216	-999.8486759699924	-1035.9623191554197	-1261.6137798531386	-1335.8316849716748	-1257.105218678013	-1348.9787251032087	-1356.3567692349175	-1422.676182218508	-933.7680456650083	-1329.5512933894622	-1488.6460617831826	-1341.717878522587	-1287.9123779621425	-1291.255293226566	-1322.4878775372824	-1209.8940192776545	-1113.5063512244394	-1143.6024868883767	-1359.252506412851	-1325.7162916541588	-1469.0545425582047	-1441.2343777365622	-1111.3378066495643	-1224.3894678100723	-1249.3303156746565	-1234.3826187409495	-881.5456143644224	-1259.1309240276555	-1240.553913576704	-1308.617294885311	-1205.4345284721785	-1197.2745768703835	-1506.386990086113	-1207.709835285982	-1130.604445682285	-1298.180378335828	-1253.3737365838458	-1159.329488858343	-1225.847794819988	-1255.5510265521912	-1180.625259234859	-779.6558966095818	-1046.5542150122203	-1297.3637578345815	-783.1729040672213	-1214.1292596983149	-1286.994555312811	-1277.0951865915335	-1306.7395130520958	-1237.6769247943867	-1184.1510774974422	-1397.1458892075825	-1334.0805820646983	-1276.1076657655412	-1343.8530353038616	-1091.1903764210185	-1392.7126646236875	-1440.1044513060467	-1393.0746334519922	-1093.8235581335966	-1370.806826356828	-1258.124831599743	-1315.4282131319496	-1413.9581716395091	-1256.0878888650197	-961.4302293489752	-952.1002590561089	-1134.3721542349397	-1365.9217902539333	-1087.1223630726174	-1424.4834977936925	-1374.5700825978254	-1394.4541309400615	-925.5831222537902	-1349.4707067438126	-1400.3819010836894	-1002.2066443712383	-1234.801683907497	-1333.1966856789786	-1188.0316441582906	-1303.39268220864	-1333.5854576494703	-1310.814780936215	-1124.6746908958326	-1345.4515565106772	-1559.3200726818955	-1398.237289212481	-1385.4866046635143	-1406.3684605392364	-1467.9274018598485	-1143.7388177712958	-1376.7868560201473	-1360.2157115402747	-1443.42250761316	-1195.5966115821896	-1379.9696280237013	-1175.5512173290817	-1397.9164839119032	-1356.1875040807736	-1286.0640635547552	-1373.7753004569527	-1296.513010192069	-1163.5323908716869
MEP%HPCA%1.txt	129.643234265795	-143.23999894593484	23.9643774395	7.821683092321734	-17.825524537458968	168.36640568815704	170.89394474857403	199.02291071353608	152.8036410361462	187.9231561978699	140.9699465468197	189.40027630149643	295.5508109319955	205.23170886659335	153.4019878051629	93.67083430552361	249.96714637994728	223.6034440482437	73.12659806424381	144.67952381583726	95.9702407560161	15.959271025332995	73.93683027155251	70.17185015358115	39.82536104468576	40.58534248548695	35.55479931377815	-333.318795921653	187.15419444563142	52.414058816945214	167.31798503043876	-19.09736097245093	103.62568744206084	7.264250290168832	53.5289339452431	107.40106351613002	-9.484951085533908	139.93573701684306	111.10900097048633	241.06129515419096	19.795516734970704	133.1673743613403	80.73543655734241	24.877722454443102	115.85358664260497	179.96681999992785	42.319343449983634	206.8575637339832	204.81332415973864	134.97670021685008	-305.50469327108624	103.09082082270466	321.57976393653286	139.26300619885225	76.52916752872144	128.0819782771753	-84.43950124741197	27.06399469310493	144.7440815004223	164.25874391820417	122.48355948295493	105.12440149093446	157.39050393459715	105.10327681622206	131.17024480433923	175.98729256432964	74.61786232283373	142.8104981534671	66.9597505655542	180.7784907189132	170.80559146873307	108.01760572526359	217.11625721925844	59.61761951948026	382.43553815708634	-18.053509756901605	38.99193736547416	-533.2411300647032	65.5740910675265	124.98781103351219	-21.983843891244767	381.40982684566944	-10.721404556745227	132.4801674218442	64.68282440603626	200.86042131560748	195.6286516180851	242.89195777006483	43.679930818235135	41.814045493658924	97.1793550754539	381.8292147210952	136.72231755311802	123.58506648738327	91.21856081074864	482.69365953403815	273.2439528447702	333.55306585204664	102.93421983182672	199.8549567106195	132.816771243176	49.452007473866125	117.80036146935011	-111.55190456007611
MEP%HPCA%2.txt	859.5894647967347	572.3586718605893	555.2582102730543	732.3060214434201	673.5927236988796	907.4194458460014	769.9233838277055	744.2214988940503	875.2018812958743	771.902174021841	680.1880049940569	826.9253981123816	741.0974576925028	733.715268547885	786.4031489620634	712.2478181788947	774.1304890292652	828.7869776519357	702.061705464097	689.9152468006046	826.5416042369852	635.7596447877964	729.7244923260478	707.0069933481477	595.8829382978221	804.9213887327479	763.4872662789409	625.3831319819874	720.7971359807857	628.0297147582614	700.4907585262307	594.0616697026559	714.4800990249893	731.6309340110323	843.6681491810741	748.2829228642507	555.3435571052896	866.377059739521	762.0710684809085	727.004517530986	850.8451064523972	850.558640285193	841.4757127497002	713.4200772238648	711.778114901279	790.3731225356331	649.6446073598557	889.9253242609727	834.3610167712609	818.3510861207906	378.561763304667	812.9222962445322	807.3398031730693	825.3799688505636	709.1021515576358	876.3475207776028	670.6697384020571	777.2382826983176	794.602817067095	827.5410536275763	700.4306272171227	815.9421206798356	843.5867800162453	792.3773826332438	842.120891983348	872.3397878282638	721.8216779705496	736.5728256354241	564.8216015322253	779.1351171071594	765.5172990177624	819.8475656826779	846.7539399850776	797.1019076197189	895.0392865232433	672.1955493001433	811.305139037501	449.81533635645405	675.0503794564329	698.4835455273653	758.022310002692	719.9080524172571	707.9210843659716	812.0143926895053	724.3836046838378	876.5649416864046	712.7130546912882	840.3459985867268	629.7381821693278	668.5484778059828	711.3072222650599	894.8365644389839	795.629370047551	817.5167212802407	700.2356062040027	863.7822775069936	922.4338580064524	879.0063893411799	743.1414694789561	726.2981949874046	819.5878217164072	706.7592640188407	805.6933691567316	533.0951571365456
