,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10
ATF2,0.173427087,0.116632322,0.150167272,0.125631378,0.120740733,0.173427087,0.116632322,0.150167272,0.125631378,0.16316184
ATP5G3,2.554511109,2.88241841,2.486361804,2.615183988,2.933737291,2.554511109,2.88241841,2.486361804,2.615183988,2.70599346
KIAA1715,0.138180312,0.107262026,0.117187522,0.173171447,0.161324682,0.138180312,0.107262026,0.117187522,0.173171447,0.122566402
MTX2,0.258445109,0.216643676,0.218071824,0.147341632,0.162969494,0.258445109,0.216643676,0.218071824,0.147341632,0.222572087
HNRNPA3,1.632366895,1.622337337,1.657983057,2.062442583,1.706485258,1.632366895,1.622337337,1.657983057,2.062442583,1.761708378
NFE2L2,0.244119513,0.316786434,0.345499895,1.256277629,0.311829866,0.244119513,0.316786434,0.345499895,1.256277629,1.02281198
AC079305.10,0.031299369,0.040525179,0.031284226,0.049219766,0.061346628,0.031299369,0.040525179,0.031284226,0.049219766,0.027161106
AGPS,0.083605519,0.094211948,0.057375672,0.085528978,0.076807718,0.083605519,0.094211948,0.057375672,0.085528978,0.088965292
TTC30B,0.007082153,0,0,0.005960399,0,0.007082153,0,0,0.005960399,0.004620705
TTC30A,0.00537522,0.002059686,0.002427193,0.005888489,0.007819829,0.00537522,0.002059686,0.002427193,0.005888489,0.004564958
RBM45,0.029506364,0.054950002,0.054046854,0.075942836,0.071819462,0.029506364,0.054950002,0.054046854,0.075942836,0.067240025
AC009948.5,0.020020707,0.038034611,0.021227267,0.026096446,0.020376252,0.020020707,0.038034611,0.021227267,0.026096446,0.024271954
PRKRA,0.399191143,0.346989398,0.474957052,0.339224849,0.360454295,0.399191143,0.346989398,0.474957052,0.339224849,0.377303841
FKBP7,0.002890173,0,0.010095208,0,0.004915971,0.002890173,0,0.010095208,0,0.01075896
PLEKHA3,0.237553134,0.16907318,0.234942364,0.361768836,0.171304962,0.237553134,0.16907318,0.234942364,0.361768836,0.323987962
TTN-AS1,0.228963887,0.246476275,0.249527348,0.263294218,0.360418894,0.228963887,0.246476275,0.249527348,0.263294218,0.045831656
TTN,0.013405488,0.017597531,0.027152946,0.013785778,0.026368539,0.013405488,0.017597531,0.027152946,0.013785778,0.028551702
CCDC141,0.01844765,0.014646776,0.028744018,0.017589644,0.023358797,0.01844765,0.014646776,0.028744018,0.017589644,0.022462807
SESTD1,0.11413572,0.157761922,0.203612032,0.117535021,0.165707976,0.11413572,0.157761922,0.203612032,0.117535021,0.12170375
CWC22,0.165454649,0.112420979,0.142507618,0.135922944,0.132396324,0.165454649,0.112420979,0.142507618,0.135922944,0.147093623
UBE2E3,0.511831308,0.633674737,0.52510023,0.64344086,0.66388473,0.511831308,0.633674737,0.52510023,0.64344086,0.574251917
AC104820.2,0.02127486,0.003172216,0.009070862,0.049487474,0.014766244,0.02127486,0.003172216,0.009070862,0.049487474,0.031361118
ITGA4,0.467607375,0.475396509,0.576361886,0.509181214,0.56466119,0.467607375,0.475396509,0.576361886,0.509181214,0.52773314
CERKL,0,0.002968848,0.006752322,0.005150736,0.006840104,0,0.002968848,0.006752322,0.005150736,0.008010847
SSFA2,0.023697809,0.070148171,0.060185517,0.032585441,0.060850435,0.023697809,0.070148171,0.060185517,0.032585441,0.073849617
DNAJC10,0.155714971,0.152687919,0.479682808,0.220741544,0.240691322,0.155714971,0.152687919,0.479682808,0.220741544,0.413330977
NCKAP1,0.010544562,0.01191476,0.014040695,0.027963259,0.018796011,0.010544562,0.01191476,0.014040695,0.027963259,0.018396513
DUSP19,0.007686671,0.008685504,0.010235248,0.010317679,0.005621353,0.007686671,0.008685504,0.010235248,0.010317679,0.004717057
NUP35,0.059531492,0.044101059,0.058753195,0.045307754,0.02964075,0.059531492,0.044101059,0.058753195,0.045307754,0.030898274
RP11-438L19.1,0.014631391,0.012841226,0.010267443,0.010350134,0.01374483,0.014631391,0.012841226,0.010267443,0.010350134,0.011423263
ZNF804A,0.002037905,0.008679154,0.015507893,0.008901184,0.011820646,0.002037905,0.008679154,0.015507893,0.008901184,0.010256138
AC008174.3,0.010268337,0.007671035,0.009039769,0,0,0.010268337,0.007671035,0.009039769,0,0
AC097500.2,0.03643527,0.016362373,0.060739025,0.036259059,0.048151513,0.03643527,0.016362373,0.060739025,0.036259059,0.047466189
ZC3H15,1.080516689,1.002128478,1.383691149,1.135787625,1.057459111,1.080516689,1.002128478,1.383691149,1.135787625,1.40910982
ITGAV,0.025852074,0.025283877,0.0249176,0.018578488,0.015781537,0.025852074,0.025283877,0.0249176,0.018578488,0.020904847
CALCRL,0.008451736,0.015817003,0.014990539,0.00737923,0,0.008451736,0.015817003,0.014990539,0.00737923,0.017486167
WDR75,0.044188841,0.038619771,0.06088921,0.089683222,0.048372324,0.044188841,0.038619771,0.06088921,0.089683222,0.0748026
SLC40A1,0.180037972,0.11598352,0.112098521,0.108775659,0.1306142,0.180037972,0.11598352,0.112098521,0.108775659,0.111140412
ASNSD1,0.390019051,0.291359698,0.324448507,0.42273441,0.385363803,0.390019051,0.291359698,0.324448507,0.42273441,0.366455544
ANKAR,0.027036549,0.016291303,0.078284755,0.012688745,0,0.027036549,0.016291303,0.078284755,0.012688745,0.066524327
OSGEPL1,0.056348099,0.061923006,0.088149902,0.092458727,0.067854145,0.056348099,0.061923006,0.088149902,0.092458727,0.065408583
OSGEPL1-AS1,0,0,0,0.001996849,0.002651787,0,0,0,0.001996849,0
ORMDL1,1.006083588,0.701223926,0.996945908,1.014044515,0.903885038,1.006083588,0.701223926,0.996945908,1.014044515,1.034411136
PMS1,0.063496575,0.078213436,0.080914633,0.089742445,0.044758663,0.063496575,0.078213436,0.080914633,0.089742445,0.080281325
C2orf88,0,0.006267019,0,0,0.00490785,0,0.006267019,0,0,0.008636437
HIBCH,0.188928988,0.152740348,0.181094042,0.175480312,0.145701861,0.188928988,0.152740348,0.181094042,0.175480312,0.168488434
INPP1,0.047507124,0.139722957,0.074574737,0.085208938,0.090913248,0.047507124,0.139722957,0.074574737,0.085208938,0.07095656
MFSD6,0.081501654,0.077024771,0.100596592,0.10174899,0.084350592,0.081501654,0.077024771,0.100596592,0.10174899,0.083063179
RP11-647K16.1,0.003748126,0.004235171,0.004990847,0.011329877,0.006681151,0.003748126,0.004235171,0.004990847,0.011329877,0.008783307
TMEM194B,0.014875644,0.011570142,0.040518388,0.021859765,0.029029456,0.014875644,0.011570142,0.040518388,0.021859765,0.022215209
AC093388.3,0.024593934,0.017605334,0.020746632,0.037123159,0,0.024593934,0.017605334,0.020746632,0.037123159,0.019309652
NAB1,0.066867134,0.06981987,0.043704749,0.058902739,0.06261343,0.066867134,0.06981987,0.043704749,0.058902739,0.069807496
GLS,0.12898908,0.061524827,0.118899577,0.152627486,0.124834152,0.12898908,0.061524827,0.118899577,0.152627486,0.118996302
STAT1,0.69808771,0.615454714,0.628664099,0.664494515,0.630354993,0.69808771,0.615454714,0.628664099,0.664494515,0.694067985
STAT4,0.329595085,0.150688378,0.154474636,0.395872553,0.222485409,0.329595085,0.150688378,0.154474636,0.395872553,0.266218063
MYO1B,0,0,0.011888547,0.008110465,0.010770581,0,0,0.011888547,0.008110465,0.003003125
NABP1,0.205627065,0.228778536,0.205128152,0.24598631,0.317296844,0.205627065,0.228778536,0.205128152,0.24598631,0.243910168
SDPR,0.03814349,0.03669058,0.022967239,0.071611489,0.069445296,0.03814349,0.03669058,0.022967239,0.071611489,0.076259373
SLC39A10,0.113849114,0.105625825,0.169819639,0.127647518,0.095283515,0.113849114,0.105625825,0.169819639,0.127647518,0.115944931
STK17B,1.119426338,0.990522308,0.922500386,0.933303371,1.004634558,1.119426338,0.990522308,0.922500386,0.933303371,0.921319921
RP11-347P5.1,0.633361927,0.570709328,0.634547184,0.648794345,0.726471942,0.633361927,0.570709328,0.634547184,0.648794345,0.630201418
AC020571.3,0.042763863,0.004820578,0.005680708,0.011314643,0.003139918,0.042763863,0.004820578,0.005680708,0.011314643,0.009734883
GTF3C3,0.04593021,0.035673924,0.028075894,0.023456838,0.017066632,0.04593021,0.035673924,0.028075894,0.023456838,0.031516117
PGAP1,0.068649632,0.022481136,0.022469583,0.036942499,0.021449435,0.068649632,0.022481136,0.022469583,0.036942499,0.033138002
ANKRD44,0.620629738,0.341671318,0.644189876,0.594661502,0.537007518,0.620629738,0.341671318,0.644189876,0.594661502,0.547331932
AC013264.2,0.305386014,0.058487024,0.086181357,0.147140145,0.086367364,0.305386014,0.058487024,0.086181357,0.147140145,0.118282578
SF3B1,0.833725696,0.466052211,0.659339691,0.743369872,0.636107032,0.833725696,0.466052211,0.659339691,0.743369872,0.672064452
COQ10B,0.393901278,0.255401464,0.348170175,0.358852011,0.387855038,0.393901278,0.255401464,0.348170175,0.358852011,0.283450607
HSPD1,1.029687947,0.709080063,0.736842988,0.869475056,0.856076302,1.029687947,0.709080063,0.736842988,0.869475056,0.733356787
HSPE1,1.284484369,0.892147107,1.194719642,1.344837255,1.199000048,1.284484369,0.892147107,1.194719642,1.344837255,1.155766232
MOB4,0.383289536,0.286426331,0.384482058,0.385210147,0.367841087,0.383289536,0.286426331,0.384482058,0.385210147,0.401918498
MARS2,0,0,0,0.013426749,0,0,0,0,0.013426749,0
PLCL1,0.010440108,0.002471442,0.002912419,0.012762243,0.016948076,0.010440108,0.002471442,0.002912419,0.012762243,0.00606406
FTCDNL1,0.065213461,0.059353589,0.055249711,0.062001339,0.077875246,0.065213461,0.059353589,0.055249711,0.062001339,0.066428932
C2orf69,0.177362935,0.112314069,0.165633251,0.173699675,0.152877838,0.177362935,0.112314069,0.165633251,0.173699675,0.126311853
TYW5,0.093171371,0.110222112,0.128805421,0.075189268,0.088171137,0.093171371,0.110222112,0.128805421,0.075189268,0.125118657
C2orf47,0.112717823,0.105016557,0.104585637,0.117396042,0.116651919,0.112717823,0.105016557,0.104585637,0.117396042,0.114899409
SPATS2L,0.126720617,0.118789711,0.079200895,0.146345998,0.112893689,0.126720617,0.118789711,0.079200895,0.146345998,0.147825464
KCTD18,0.133577843,0.128695116,0.140199498,0.150273873,0.126157362,0.133577843,0.128695116,0.140199498,0.150273873,0.112534167
SGOL2,0.025665133,0.009281717,0.028621495,0.011773048,0.011091802,0.025665133,0.009281717,0.028621495,0.011773048,0.006937218
BZW1,0.761879657,0.610922687,0.7304835,0.849366517,0.716355346,0.761879657,0.610922687,0.7304835,0.849366517,0.645609743
RP11-469M7.1,0.005149331,0.009085129,0.006856632,0.006911853,0.018680608,0.005149331,0.009085129,0.006856632,0.006911853,0.013913455
CLK1,0.554101262,0.393897935,0.614083124,0.479499428,0.568835967,0.554101262,0.393897935,0.614083124,0.479499428,0.445520698
PPIL3,0.165328847,0.06872843,0.14627336,0.107185841,0.103198987,0.165328847,0.06872843,0.14627336,0.107185841,0.121387876
NIF3L1,0.09546854,0.081591767,0.125158717,0.135366426,0.134818163,0.09546854,0.081591767,0.125158717,0.135366426,0.15058446
ORC2,0.040428478,0.047261445,0.046421766,0.052828717,0.042898372,0.040428478,0.047261445,0.046421766,0.052828717,0.064120584
FAM126B,0.159249473,0.101981962,0.122746388,0.122264904,0.141263626,0.159249473,0.101981962,0.122746388,0.122264904,0.118629156
NDUFB3,0.706135987,0.871192847,0.79768598,0.913950192,0.935001242,0.706135987,0.871192847,0.79768598,0.913950192,0.796209422
CFLAR,0.96790744,1.06979428,0.892253666,1.077409337,0.923325842,0.96790744,1.06979428,0.892253666,1.077409337,1.076074406
CASP10,0.124942226,0.174566485,0.177003125,0.149690419,0.173225231,0.124942226,0.174566485,0.177003125,0.149690419,0.134438139
CASP8,0.443833013,0.296024372,0.30584151,0.430842011,0.288595804,0.443833013,0.296024372,0.30584151,0.430842011,0.361621491
ALS2CR12,0,0,0,0.013316288,0.017683841,0,0,0,0.013316288,0.010323241
TRAK2,0.068498313,0.069235198,0.120118416,0.128184303,0.143947767,0.068498313,0.069235198,0.120118416,0.128184303,0.064802112
STRADB,0.147112189,0.111260935,0.165152346,0.161728622,0.164830374,0.147112189,0.111260935,0.165152346,0.161728622,0.100712466
TMEM237,0.020443106,0.007907232,0.00931811,0.024600852,0.009579619,0.020443106,0.007907232,0.00931811,0.024600852,0.019217411
ALS2,0.022348173,0.010372328,0.016277335,0.008803354,0.011690729,0.022348173,0.010372328,0.016277335,0.008803354,0.016337275
SUMO1,1.395319084,1.335447728,1.364471812,1.68808069,1.469883393,1.395319084,1.335447728,1.364471812,1.68808069,1.444564411
NOP58,0.545460687,0.379756694,0.53121925,0.487236031,0.488164082,0.545460687,0.379756694,0.53121925,0.487236031,0.45968261
RP11-686O6.2,0.022630299,0.035384148,0.030325745,0.022080727,0.011377915,0.022630299,0.035384148,0.030325745,0.022080727,0.037091728
BMPR2,0.090101962,0.124223683,0.14206698,0.239201296,0.157065337,0.090101962,0.124223683,0.14206698,0.239201296,0.174152352
FAM117B,0.062072107,0.028700387,0.07215171,0.031583239,0.036545797,0.062072107,0.028700387,0.07215171,0.031583239,0.064885799
ICA1L,0.064923694,0.038632002,0.058160069,0.066533275,0.078880268,0.064923694,0.038632002,0.058160069,0.066533275,0.040606472
WDR12,0.087123967,0.062801495,0.098630215,0.053019101,0.07525918,0.087123967,0.062801495,0.098630215,0.053019101,0.066099664
CARF,0.076590208,0.061814302,0.079348951,0.063481639,0.047957086,0.076590208,0.061814302,0.079348951,0.063481639,0.036614919
NBEAL1,5.902833898,4.953845788,5.686933821,4.981792884,5.171599826,5.902833898,4.953845788,5.686933821,4.981792884,5.688158233
CYP20A1,0.243683376,0.190887461,0.20459397,0.238777848,0.248386919,0.243683376,0.190887461,0.20459397,0.238777848,0.203848488
ABI2,0.143602003,0.136677909,0.151787391,0.137406706,0.109933529,0.143602003,0.136677909,0.151787391,0.137406706,0.162048284
RAPH1,0.002464268,0.005605112,0.003281316,0.003307742,0.004392635,0.002464268,0.005605112,0.003281316,0.003307742,0.005161835
CD28,0.405809984,0.20326659,0.238002256,0.29008396,0.283509017,0.405809984,0.20326659,0.238002256,0.29008396,0.260517397
CTLA4,0.019934756,0.002630835,0.003100251,0.013650693,0,0.019934756,0.002630835,0.003100251,0.013650693,0.004799736
ICOS,0.252294179,0.064305794,0.072131693,0.100242252,0.074597384,0.252294179,0.064305794,0.072131693,0.100242252,0.092146418
NRP2,0,0.0061422,0.020494629,0.012126426,0.016103721,0,0.0061422,0.020494629,0.012126426,0
INO80D,0.046119405,0.042888059,0.104019583,0.055198114,0.081858408,0.046119405,0.042888059,0.104019583,0.055198114,0.062513743
AC007383.3,0.018999795,0.023874259,0.026201171,0.007973042,0.010588087,0.018999795,0.023874259,0.026201171,0.007973042,0.008173322
NDUFS1,0.145934014,0.129200757,0.092645863,0.112132962,0.106725704,0.145934014,0.129200757,0.092645863,0.112132962,0.122761314
EEF1B2,15.80408635,11.10514345,14.97296087,12.57175238,12.00681598,15.80408635,11.10514345,14.97296087,12.57175238,13.3279492
ZDBF2,0.012626731,0.006039249,0.021512046,0,0,0.012626731,0.006039249,0.021512046,0,0.024388701
ADAM23,0.006215053,0.002898778,0.011838254,0.003443514,0.004572938,0.006215053,0.002898778,0.011838254,0.003443514,0.013049078
FASTKD2,0.101268048,0.067567628,0.068313213,0.111090786,0.037920707,0.101268048,0.067567628,0.068313213,0.111090786,0.109023537
KLF7,0.149194134,0.162164567,0.133230923,0.085827442,0.117010149,0.149194134,0.162164567,0.133230923,0.085827442,0.13900918
AC007879.7,0.005458515,0.01098223,0,0,0,0.005458515,0.01098223,0,0,0
CREB1,0.298176962,0.247297353,0.352663506,0.289023562,0.326151853,0.298176962,0.247297353,0.352663506,0.289023562,0.248952161
METTL21A,0.349974391,0.26505328,0.660890986,0.284237497,0.315145878,0.349974391,0.26505328,0.660890986,0.284237497,0.467684058
AC079767.4,0.083116176,0.093916584,0.355314304,0.1105284,0.141179978,0.083116176,0.093916584,0.355314304,0.1105284,0.175744809
CCNYL1,0.020924663,0.044160384,0.051300514,0.030638835,0.040687936,0.020924663,0.044160384,0.051300514,0.030638835,0.028021457
AC096772.6,0.011654406,0.010967767,0.007922636,0.007986443,0.014628746,0.011654406,0.010967767,0.007922636,0.007986443,0.012448804
PLEKHM3,0.007899672,0.00769184,0.005057189,0.005097918,0.011764446,0.007899672,0.00769184,0.005057189,0.005097918,0.006867694
IDH1,0.102350887,0.12787394,0.135013027,0.074834718,0.102553966,0.102350887,0.12787394,0.135013027,0.074834718,0.178184886
PIKFYVE,0.100359188,0.088922937,0.12804354,0.085885688,0.092341456,0.100359188,0.088922937,0.12804354,0.085885688,0.112215441
RPE,0.092138827,0.083355784,0.07597546,0.086574359,0.100077843,0.092138827,0.083355784,0.07597546,0.086574359,0.096551137
KANSL1L,0.004681825,0.017144226,0.002491688,0.022610375,0.003335575,0.004681825,0.017144226,0.002491688,0.022610375,0.007319334
RP11-260M2.1,0.009062703,0,0,0,0,0.009062703,0,0,0,0
AC006994.2,0.011386471,0.01439568,0.008395699,0.01424403,0,0.011386471,0.01439568,0.008395699,0.01424403,0.011177564
LANCL1,0.052038417,0.044305196,0.067747049,0.068719783,0.057456532,0.052038417,0.044305196,0.067747049,0.068719783,0.064015723
IKZF2,0.041940205,0.022711332,0.038193887,0.029613576,0.039326407,0.041940205,0.022711332,0.038193887,0.029613576,0.037485632
RP11-105N14.1,0,0,0.01183607,0.017621441,0.015844722,0,0,0.01183607,0.017621441,0.009249624
SPAG16,0.09803574,0.03699361,0.084104459,0.098688189,0.097126295,0.09803574,0.03699361,0.084104459,0.098688189,0.092283797
BARD1,0.037130478,0.04474174,0.050647379,0.048498842,0.055702005,0.037130478,0.04474174,0.050647379,0.048498842,0.042799664
ATIC,0.412928801,0.362308866,0.460286582,0.393856618,0.337516684,0.412928801,0.362308866,0.460286582,0.393856618,0.421993594
PECR,0.072353966,0.043703792,0.056162039,0.068431015,0.046618304,0.072353966,0.043703792,0.056162039,0.068431015,0.090160142
TMEM169,0.004993653,0.007975164,0.009398163,0.009473853,0.018042328,0.004993653,0.007975164,0.009398163,0.009473853,0.010532514
XRCC5,1.279436708,1.055577344,1.393262084,1.443792128,1.359494318,1.279436708,1.055577344,1.393262084,1.443792128,1.346482419
RP11-566E18.3,0.014758221,0.010637057,0.008352985,0.008420257,0.011181981,0.014758221,0.010637057,0.008352985,0.008420257,0.004870503
SMARCAL1,0.051899632,0.04761709,0.065713032,0.063174466,0.072247357,0.051899632,0.04761709,0.065713032,0.063174466,0.058407071
RPL37A,22.82545009,18.64645284,22.07239685,19.14854326,18.79934472,22.82545009,18.64645284,22.07239685,19.14854326,20.1000551
TNS1,0.010690933,0.017038415,0,0,0,0.010690933,0.017038415,0,0,0.002734777
CXCR2,0.007446238,0.00256223,0.003019406,0.003043723,0.004042021,0.007446238,0.00256223,0.003019406,0.003043723,0.002359598
CXCR1,0,0.004516161,0.018350917,0.021919407,0.024566022,0,0.004516161,0.018350917,0.021919407,0.010181827
ARPC2,8.759338439,11.76647638,9.224474323,10.04420996,11.24790502,8.759338439,11.76647638,9.224474323,10.04420996,10.9276183
GPBAR1,0.265435138,0.828439047,0.320931189,0.330119979,0.62514857,0.265435138,0.828439047,0.320931189,0.330119979,0.532438537
AAMP,0.46320452,0.523093774,0.757652892,0.53650339,0.595030483,0.46320452,0.523093774,0.757652892,0.53650339,0.613502197
PNKD,0.614636024,0.707378702,0.806880629,0.726988167,0.773871363,0.614636024,0.707378702,0.806880629,0.726988167,0.73610775
TMBIM1,0.480272168,0.403487181,0.507546003,0.564334033,0.531515909,0.480272168,0.403487181,0.507546003,0.564334033,0.452784542
C2orf62,0,0.009942137,0,0,0.008144367,0,0.009942137,0,0,0.004754412
SLC11A1,0.383904845,1.057531584,0.578125648,0.506416199,0.844822265,0.383904845,1.057531584,0.578125648,0.506416199,0.70051652
CTDSP1,0.566438383,0.557988198,0.514075319,0.485127821,0.488531847,0.566438383,0.557988198,0.514075319,0.485127821,0.464287018
