Name,CD8.T.cells,CD4.T.cells,NK.cells,B.cells,monocytic.lineage,neutrophils,fibroblasts,endothelial.cells
PRO1073 ,16840.666666666668,14747.0,24645.0,11416.333333333334,19503.333333333332,9146.333333333334,23804.333333333332,5094.333333333333
PRO2000,296.0,790.0,206.0,85.0,111.0,28.5,57.5,48.0
PROK2,249.0,31.0,67.0,31.0,1371.0,13698.0,107.0,32.0
PRSS1 ,15289.0,18764.666666666668,7419.666666666667,1395.0,211.0,1331.3333333333333,179.0,136.33333333333334
PSCD1,2824.0,4107.0,3438.0,1237.0,1231.0,1101.0,1672.0,127.0
PSCD4,1438.0,1374.0,1704.0,1134.0,1813.0,4475.0,1342.0,319.0
PSCDBP,2412.0,2981.0,1769.0,1267.0,1535.0,2798.0,3565.0,967.0
PSMB2,600.0,439.0,1085.0,2489.0,516.0,2663.0,805.0,251.0
PSMD11,1246.0,1044.0,1298.0,1076.0,1287.0,672.0,4219.0,317.0
PTAFR,273.0,388.0,400.0,864.0,2246.0,4673.0,3044.0,612.0
PTEN,954.5,999.5,709.5,697.5,1538.0,4011.5,516.0,89.0
PTGDR,494.5,266.0,3439.5,386.5,147.0,323.0,140.0,49.5
PTGER2,1881.0,882.0,3892.0,89.0,1161.0,179.0,1415.0,101.0
PTGS2,30.0,37.0,57.0,95.0,1032.0,2414.0,6842.0,16.0
PTP,147.0,622.0,124.0,225.0,177.0,95.0,1638.0,198.0
PTP4A2,3726.0,4134.0,5056.0,1765.0,4617.0,2677.0,2658.0,191.0
PTPJ,3250.0,2245.0,5248.0,1872.0,5629.0,9677.0,7167.0,1592.0
PTPN1,982.0,1057.0,878.0,1414.0,847.0,1036.0,1948.0,91.0
PTPN22,1346.0,1065.0,1278.0,298.0,546.0,222.0,99.0,229.0
PTPN4,2133.0,998.0,3653.0,660.0,274.0,541.0,97.0,97.0
PTPN6,2876.0,2533.0,2663.0,3061.0,4306.0,5614.0,3051.0,358.0
PTPN7,967.0,922.0,1468.0,696.0,327.0,597.0,824.0,201.0
PTPRC,8011.333333333333,8888.666666666666,10430.0,5932.0,8384.333333333334,14724.666666666666,2502.3333333333335,1100.3333333333333
PTPRCAP,4487.0,3335.0,3390.0,2399.0,55.0,183.0,97.0,12.0
PTPRE ,1118.0,825.0,2436.0,850.0,4988.0,3812.0,9794.0,1682.0
PTPRO,97.0,129.0,132.0,707.0,314.0,329.0,209.0,870.0
PTTG1,1138.0,913.0,755.0,1160.0,502.0,1082.0,610.0,151.0
PTX3,55.0,41.0,53.0,156.0,514.0,131.0,2764.0,157.0
PVRL2,45.0,80.0,28.0,75.0,143.0,166.0,326.0,234.0
PVRL4 ,12751.0,8614.0,12120.0,3313.0,11885.0,10619.0,8467.0,1209.0
PXN,1397.0,1130.0,3956.0,673.0,1698.0,3803.0,1166.0,232.0
QPCT,26.0,39.0,42.0,51.0,1426.0,2948.0,1746.0,547.0
QRSL1,439.0,427.0,294.0,1669.0,290.0,176.0,189.0,51.0
RAB10,2026.0,2429.0,2198.0,999.0,8796.0,6502.0,17942.0,1572.0
RAB24,1614.0,849.0,1788.0,851.0,6440.0,6914.0,2188.0,310.0
RAB30,598.0,608.0,363.6666666666667,1668.3333333333333,201.66666666666666,468.0,209.66666666666666,339.6666666666667
RAB37,4530.0,1914.0,6120.0,1402.0,1518.0,6056.0,266.0,53.0
RAB9A,1081.0,885.0,1565.0,430.0,1376.0,597.0,1673.0,380.0
RAC2,8820.0,9182.0,10176.5,4304.0,6597.5,11541.0,11209.5,1710.5
RACGAP1,279.0,199.0,422.0,300.0,163.0,163.0,136.0,59.0
RAFTLIN ,2035.0,1823.0,3478.0,2142.0,1623.0,514.0,5415.0,929.0
RALA,491.0,418.0,395.0,267.0,588.0,341.0,2453.0,99.0
RALB,739.0,767.0,842.0,1232.0,1804.0,6168.0,1170.0,143.0
RALGPS2 ,252.0,394.0,549.0,4697.0,127.0,551.0,49.0,130.0
RAMP,268.5,691.5,497.5,574.0,203.0,372.0,214.5,34.5
RAP1A ,445.0,585.0,713.0,547.0,1070.0,810.0,1196.0,176.0
RAP2B,6886.0,3816.0,7104.0,625.0,8772.0,1880.0,2454.0,3566.0
RAP2C,1342.0,1158.0,1393.0,958.0,1081.0,1201.0,2310.0,145.0
RAPGEF1 ,2020.0,1412.5,2971.5,971.5,2011.0,1046.0,5419.0,962.5
RAPGEF6 ,4002.5,4474.5,1976.5,1171.0,1741.5,2682.5,2668.0,461.5
RARA,194.0,254.0,186.0,49.0,1040.0,2250.0,448.0,116.0
RASA2,6581.5,5336.0,6314.0,3241.0,2487.0,4063.0,3807.0,469.5
RASA3 ,3445.0,2507.0,3005.0,682.0,1413.0,527.0,980.0,292.0
RASAL2,50.0,114.0,77.0,239.0,187.0,269.0,2122.0,1570.0
RASGRP1,3979.0,4320.0,3002.0,787.0,222.0,343.0,2073.0,41.0
RASGRP2,2304.5,4106.0,1812.5,3081.0,723.0,1144.5,91.0,13.0
RASGRP3,18.0,19.0,11.0,722.0,14.0,23.0,112.0,395.0
RASGRP4,47.0,196.0,109.0,117.0,2782.0,3746.0,157.0,166.0
RASSF2,1058.0,841.0,759.0,1477.0,4389.0,8570.0,1659.0,669.0
RASSF3,3916.0,2366.0,2705.0,761.0,5205.0,13791.0,3490.0,959.0
RASSF4,120.66666666666667,88.33333333333333,996.0,47.666666666666664,3353.6666666666665,66.0,1751.3333333333333,1070.3333333333333
RASSF5,16658.0,13265.0,14716.0,3096.0,8494.0,15636.0,11661.0,1009.0
RBBP2,1586.0,1415.0,2878.0,957.0,1851.0,1675.0,1781.0,211.0
RBBP4 ,1642.0,1016.0,1704.0,1032.0,1285.0,625.0,910.0,203.0
RBL2,2759.0,2650.0,2598.0,705.0,854.0,788.0,316.0,53.0
RBMS1,3366.0,5191.0,4848.0,1249.0,7187.0,6746.0,3556.0,1253.0
RCP,386.0,500.0,2209.0,586.0,2451.0,4710.0,520.0,137.0
RDX,156.0,195.0,400.0,919.0,645.0,498.0,2970.0,85.0
REL,381.0,371.0,856.0,1530.0,565.0,502.0,731.0,195.0
REL ,1556.0,1212.5,2880.5,3794.5,3715.5,1597.5,5684.5,488.5
RELB,220.0,256.0,142.0,412.0,480.0,668.0,828.0,227.0
RFC4,562.0,430.0,561.0,606.0,206.0,229.0,234.0,85.0
RGS1,1577.0,2505.0,137.5,601.0,107.5,182.5,93.0,129.0
RGS18,133.0,299.0,392.0,364.0,4429.0,10444.0,145.0,1253.0
RGS19,1672.0,1474.0,1728.0,1343.0,3411.0,4914.0,1120.0,260.0
RHOH ,3309.0,4170.0,1552.0,1465.0,180.0,436.0,1940.0,92.0
RIN3,1436.0,1413.0,2074.0,994.0,2304.0,1694.0,1344.0,178.0
RIOK1,1130.0,924.0,755.0,951.0,872.0,617.0,752.0,79.0
RIPK2,637.0,659.0,730.0,939.0,1528.0,1116.0,5571.0,76.0
RIT1,242.0,232.0,492.0,279.0,939.0,1100.0,4839.0,123.0
RIT1 ,466.0,342.5,479.0,393.0,858.5,1508.5,2750.5,307.0
RLG,421.0,385.0,1241.0,614.0,3182.0,1660.0,2009.0,3087.0
RLN3,843.0,781.0,771.0,166.0,1395.0,18.0,431.0,642.0
RNASE2,311.0,303.0,403.0,325.0,3509.0,2254.0,197.0,88.0
RNASE6,61.0,59.0,130.0,1428.0,4135.0,2022.0,251.0,1618.0
RNASET2 ,2520.0,5471.0,1526.0,3387.0,6154.0,18545.0,768.0,1452.0
RNF125 ,3849.0,2079.0,4532.0,453.0,1506.0,317.0,105.0,256.0
RNF13,1229.5,1214.5,1223.5,1271.5,3796.0,8298.5,8458.5,858.0
RNF141 ,1137.0,831.0,741.0,2161.0,3513.0,10935.0,213.0,676.0
RNF149,2735.0,2024.0,2241.0,386.0,6854.0,24141.0,8304.0,1377.0
RNF149 ,1269.0,1202.0,1216.0,665.0,3103.0,3788.0,1253.0,210.0
RNF24,1075.0,1256.0,1188.0,1089.0,1938.0,4874.0,2469.0,476.0
RNF36,374.0,451.0,263.0,208.0,99.0,148.0,68.0,71.0
RNPC2,3137.0,2916.0,5242.0,2405.0,4854.0,1897.0,3293.0,283.0
RNU2,183.0,315.0,296.0,740.0,5672.0,657.0,353.0,58.0
ROD1 ,1592.0,1227.0,1523.5,1021.0,1966.5,3315.5,1756.0,383.5
RORA ,1990.0,968.0,3143.0,55.0,41.0,145.0,53.0,24.0
RP42,1346.5,977.5,1150.0,419.5,1906.5,1826.5,2484.0,883.5
RPA3,742.0,663.0,719.0,388.0,314.0,385.0,487.0,159.0
RPEL1,34.0,50.0,40.0,243.0,283.0,190.0,2019.0,34.0
RPIA,1501.0,1365.0,1085.0,870.0,594.0,531.0,305.0,147.0
RPN1,1062.0,895.0,1015.0,408.0,1105.0,744.0,1182.0,349.0
RPS27L ,446.0,540.0,186.0,396.0,563.0,246.0,1938.0,355.0
RRAGC,2151.0,2122.0,1865.0,1825.0,2672.0,2346.0,5101.0,364.0
RRM1,459.0,493.0,451.0,509.0,237.0,358.0,220.0,67.0
RRM2,323.5,266.0,660.5,392.0,69.0,265.5,80.5,48.5
RRP40,442.5,834.5,299.0,357.0,676.5,341.5,1169.5,129.5
RUNX2,3929.0,1279.0,2187.0,552.0,1608.0,4195.0,3170.0,85.0
RUNX3,4204.0,3226.0,7936.0,1079.5,641.5,542.0,369.5,187.5
RYBP ,1150.0,1460.0,1240.0,1340.0,1500.0,4109.0,2432.0,115.0
Rgr,1039.0,983.0,350.0,148.0,46.0,2600.0,143.0,49.0
RhoGAP2,44.0,29.0,19.0,88.0,70.0,46.0,229.0,88.0
S100A12,115.0,146.0,729.0,353.0,11929.0,11430.0,1695.0,25.0
S100A9,445.0,828.0,1406.0,183.0,24837.0,46916.0,10387.0,1589.0
SAMD3,7928.0,1746.0,8240.0,425.0,204.0,483.0,160.0,80.0
SAMHD1,5310.0,3250.0,5415.0,282.5,9671.5,824.0,1988.0,1208.0
SAMSN1,822.0,784.0,489.0,294.0,1883.0,1054.0,6346.0,527.0
SART2,115.0,95.0,128.0,440.0,1147.0,648.0,2618.0,631.0
SART3,1828.0,1586.0,1574.0,1027.0,1137.0,622.0,1283.0,235.0
SCA1 ,692.0,455.0,355.0,471.0,1038.0,1180.0,3013.0,178.0
SCAP2,290.5,183.5,552.5,814.0,1242.5,2992.0,651.5,434.0
SCD4,218.0,548.0,2223.0,5693.0,280.0,6003.0,209.0,32.0
SCFD1 ,681.0,770.0,853.0,734.0,1301.0,243.0,1172.0,94.0
SCO2,282.0,308.0,243.0,154.0,2839.0,754.0,555.0,116.0
SDF2L1,591.0,519.0,752.0,243.0,450.0,199.0,579.0,167.0
SDP35,247.0,488.0,217.0,543.0,119.0,389.0,135.0,52.0
SEC14L1,366.5,492.5,750.0,632.5,1638.5,7804.5,977.5,283.0
SEC24A,248.0,238.0,257.0,316.0,256.0,183.0,370.0,93.0
SELL,7002.0,9567.0,6013.0,8032.0,7264.0,15373.0,342.0,43.0
SELPLG,2584.0,2435.5,3166.5,238.5,2256.5,5162.0,412.0,805.0
SELPLG ,1194.0,516.0,2315.0,263.0,798.0,2355.0,336.0,483.0
SEMA4D ,2902.0,2923.0,2361.0,426.0,1168.0,3204.0,594.0,55.0
SEPT1 ,2899.0,1926.0,1366.0,468.0,67.0,148.0,35.0,59.0
SEPT6 ,2927.5,3336.0,2477.5,1478.5,584.0,637.5,132.5,215.0
SEPX1,306.0,193.0,676.0,35.0,4872.0,18563.0,865.0,692.0
SERPINB2,38.0,37.0,69.0,275.0,1670.0,182.0,17704.0,32.0
SERPINB7,21.0,23.0,14.0,60.0,673.0,46.0,6574.0,6.0
SERPINB9,2849.5,1628.5,3437.5,2716.0,3214.5,1058.5,7952.5,128.5
SET,1453.0,1927.0,2712.0,909.0,1824.0,601.0,1446.0,324.0
SF1,1645.0,2794.0,1896.0,2253.0,2090.0,1472.0,1087.0,142.0
SFMBT2 ,891.0,1352.0,1275.0,72.0,535.0,148.0,787.0,231.0
SFRS1,2251.0,1955.0,2601.0,1965.0,2151.0,991.0,1579.0,369.0
SFRS2,2871.5,3312.0,2243.5,2080.0,2000.0,675.5,1241.0,296.5
SFRS2IP,1989.5,2051.0,2444.5,2296.0,2309.5,2886.0,1949.0,459.0
SGKL,886.0,772.0,1148.0,687.0,5304.0,746.0,10242.0,1282.0
SGPP2,86.0,272.0,119.0,816.0,373.0,461.0,6051.0,385.0
SGPP2 ,324.5,434.5,292.5,563.5,912.5,357.0,10239.5,452.5
SH2D2A,879.0,554.0,1316.0,687.0,203.0,578.0,272.0,70.0
SH3BP5,1245.0,1585.0,3336.0,2556.0,1393.0,1319.0,6705.0,390.0
SH3GL3 ,54.0,144.0,547.0,3638.0,52.0,2707.0,47.0,32.0
SIAH2,489.0,578.0,433.0,362.0,615.0,235.0,539.0,124.0
SIAT4A ,1268.0,741.0,504.0,492.0,1098.0,628.0,5674.0,189.0
SIAT7D,502.0,218.0,327.0,235.0,236.0,53.0,239.0,145.0
SIAT8D,596.0,434.0,556.25,298.5,1297.0,3497.0,442.0,433.5
SLA,1487.0,1668.0,2234.0,617.0,2479.0,4173.0,584.0,449.0
SLAMF1,598.0,463.0,116.0,804.0,199.0,363.0,1044.0,84.0
SLAMF7,1430.3333333333333,457.0,3178.0,225.33333333333334,1931.0,269.0,21686.666666666668,372.3333333333333
SLAMF8,115.5,125.0,214.5,376.0,189.0,276.5,1422.0,875.5
SLC11A1,215.0,310.0,246.0,568.0,2678.0,3472.0,2407.0,170.0
SLC11A2,482.0,504.0,371.0,569.0,772.0,340.0,2773.0,231.0
SLC15A3,27.0,91.0,14.0,183.0,1811.0,997.0,3514.0,1867.0
SLC15A4,2258.5,1553.0,4339.5,1048.0,3332.5,9537.5,2937.0,411.5
SLC16A3,92.0,192.5,447.5,145.0,1656.0,1391.5,3033.0,1279.0
SLC16A6,891.0,391.0,1342.0,453.0,4025.0,1856.0,7183.0,558.0
SLC25A16,1430.0,2325.0,2627.0,5199.0,1200.0,4468.0,1064.0,127.0
SLC26A11,3134.0,1975.0,1606.0,659.0,1916.0,512.0,6024.0,4814.0
SLC27A3,483.0,280.0,1091.0,377.0,1479.0,513.0,1587.0,2563.0
SLC28A3 ,55.0,188.0,105.0,147.0,64.0,68.0,393.0,140.0
SLC2A14,880.0,1142.0,788.0,927.0,1057.0,3108.0,2549.0,363.0
SLC2A3,996.5,1289.5,800.5,457.5,1178.0,3439.5,4106.5,441.0
SLC2A6,68.0,135.0,80.0,293.0,780.0,45.0,2486.0,171.0
SLC31A1,36.0,66.0,89.0,129.0,383.0,180.0,593.0,260.0
SLC31A2,119.0,230.0,30.0,42.0,1893.0,2635.0,2660.0,277.0
SLC36A4,520.0,754.0,556.0,397.0,1454.0,272.0,2694.0,269.0
SLC38A6,176.0,158.0,143.0,286.0,343.0,119.0,1643.0,564.0
SLC3A2,688.0,663.0,526.0,176.0,1083.0,209.0,5754.0,369.0
SLC6A6 ,1434.5,1213.5,1096.0,1048.0,4027.0,9152.0,9918.5,1287.0
SLC7A1 ,319.0,356.0,208.0,278.0,291.0,243.0,600.0,149.0
SLC7A11,86.0,85.5,120.0,433.0,975.0,321.5,12974.0,1054.0
SLC7A11 ,85.0,56.0,102.0,256.0,999.0,328.0,12593.0,1017.0
SLC7A5,275.0,399.0,211.0,176.0,114.0,123.0,851.0,395.0
SLCO3A1 ,944.0,876.0,2016.0,469.0,3715.0,3222.0,2416.0,262.0
SLIC1 ,2942.0,2383.0,2949.0,1252.0,4907.0,4646.0,1744.0,836.0
SMARCA2 ,2373.0,1725.0,2273.0,796.0,1307.0,444.0,770.0,202.0
SMC1L1,1244.0,934.0,1909.0,609.0,1285.0,525.0,842.0,190.0
SMC2L1,257.0,211.0,417.0,242.0,136.0,164.0,72.0,51.0
SMC4L1,602.0,671.5,882.5,632.5,343.5,417.5,250.0,132.0
SMCR8,6335.0,4169.0,4736.0,2653.0,7309.0,3253.0,13100.0,1222.0
SMCY,1627.0,1521.0,710.0,1986.0,974.0,609.0,621.0,693.0
SMG1 ,1006.0,983.0,2466.0,1329.0,1077.0,632.0,709.0,221.0
SMNDC1,2556.0,2668.0,2180.0,1228.0,3611.0,3828.0,3306.0,342.0
SN,97.0,121.5,104.5,356.0,312.5,284.5,152.0,316.5
SNAP23,1744.0,1679.0,2447.0,1825.0,3321.0,4892.0,1877.0,962.0
SNFT,85.0,194.0,187.0,224.0,200.0,275.0,212.0,150.0
SNRPA1,1892.0,2029.0,1975.0,1675.0,1490.5,266.0,621.0,184.0
SNX11,456.0,262.0,473.0,655.5,776.5,1454.0,838.5,143.5
SNX2,910.0,983.0,656.0,4002.0,2747.0,910.0,1296.0,371.0
SNX9,891.0,2937.0,411.5,633.0,1891.0,112.0,17225.0,668.5
SOAT1,309.0,293.0,425.0,186.0,606.0,296.0,814.0,329.0
SOCS1,265.0,323.0,153.0,150.0,140.0,104.0,874.0,43.0
SOD2,178.0,201.0,97.0,105.0,1213.0,4085.0,8311.0,426.0
SOS1,604.0,529.5,565.5,603.5,382.0,356.5,567.0,97.0
SP100,1058.0,1339.0,1252.0,2228.0,492.0,278.0,298.0,73.0
SP110,2755.0,2416.0,1863.0,2582.25,2295.0,4892.75,516.0,113.0
SP4 ,4205.0,2538.0,2814.0,1476.0,840.0,1649.0,1296.0,199.0
SPATS2,387.0,369.5,341.5,313.0,181.0,212.0,188.0,223.0
SPEC1,2355.0,1585.0,2535.0,1097.0,1407.0,5199.0,2213.0,130.0
SPEC2,11223.0,9163.0,6820.0,2238.0,5683.0,5275.0,4767.0,1716.0
SPF45,1442.0,1505.0,1128.0,612.0,1282.0,464.0,1572.0,430.0
SPI1,25.0,100.0,68.0,136.0,1493.0,2372.0,606.0,545.0
SPIB,73.0,759.0,1012.5,3972.0,119.5,5637.5,116.0,38.0
SPRED1,80.0,55.0,125.0,133.0,321.0,75.0,1156.0,1018.0
SPRED2,67.0,52.0,156.0,257.0,120.0,192.0,507.0,78.0
SQSTM1 ,967.0,622.0,1159.0,1210.0,2434.0,844.0,5184.0,125.0
SRC ,29.0,32.0,32.0,56.0,246.0,52.0,2473.0,129.0
SRP72 ,1773.0,1698.0,1285.0,675.0,1456.0,182.0,1443.0,1153.0
SRRM2,2544.0,1995.0,2666.0,1903.0,3061.0,1885.0,3209.0,336.0
SSH1,871.0,901.0,1838.0,801.0,1186.0,1201.0,2732.0,282.0
SSH2,2477.0,2558.0,3315.0,1737.0,5022.0,7473.0,1402.0,629.0
SSH2 ,630.0,2049.0,1386.0,963.0,2982.0,2487.0,880.0,113.0
SSH3BP1,1445.0,1169.0,1581.5,1015.5,1374.5,1434.5,2513.5,167.5
SSR1,1247.3333333333333,1183.0,1140.0,623.0,1749.3333333333333,860.3333333333334,1309.6666666666667,247.0
SSR3,980.0,951.0,769.0,272.0,1170.0,363.0,1411.0,828.0
STAB1,107.0,93.0,97.0,234.0,2827.0,174.0,542.0,1302.0
STAG2,1682.0,1364.0,1578.0,780.0,1385.0,2546.0,1176.0,257.0
STAT1,890.0,666.0,618.0,407.5,1092.0,1192.5,493.5,241.0
STAT4,2605.0,1810.0,3384.0,753.0,261.0,641.0,859.0,71.0
STAT5A,978.0,1254.0,675.0,1221.0,963.0,1631.0,733.0,195.0
STCH,270.0,287.0,246.0,488.0,222.0,238.0,700.0,118.0
STIP1,519.0,375.5,527.0,119.0,302.0,103.5,659.0,286.5
STK10,2605.3333333333335,2073.0,3488.3333333333335,823.3333333333334,2081.0,2396.6666666666665,1842.3333333333333,154.66666666666666
STK17A,4111.0,2465.0,3450.0,2094.0,397.0,1733.0,2118.0,139.0
STK17B,1065.0,2282.0,521.0,1293.0,1063.0,1857.0,468.0,37.0
STK38,3352.0,2920.0,4511.0,737.0,2920.0,1690.0,806.0,121.0
STK4,5786.0,4899.0,6011.666666666667,2336.0,4636.333333333333,7018.0,4400.666666666667,423.3333333333333
STK6 ,84.0,75.0,124.0,244.0,99.0,111.0,143.0,47.0
STX11,426.0,535.0,978.0,595.0,6668.0,3758.0,5183.0,372.0
STX3A ,473.0,553.0,502.0,989.0,913.0,3976.0,773.0,91.0
STXBP2,584.0,683.0,448.0,203.0,2179.0,1403.0,1429.0,494.0
SUI1,2650.0,3260.0,3038.0,5438.0,1794.0,541.0,144.0,53.0
SUPT16H,1687.0,2211.0,1310.0,789.0,954.0,181.0,393.0,605.0
SWAP70,101.5,139.5,245.5,2187.0,476.5,209.5,677.5,374.0
SYK,76.0,217.5,1381.5,1485.5,2410.0,2202.5,1859.5,495.0
SYNCRIP,1343.0,1093.0,1531.0,790.0,1281.3333333333333,352.3333333333333,1075.6666666666667,287.3333333333333
SYNE2,2562.0,1217.0,2821.0,1059.0,363.0,1034.0,383.0,131.0
SYT11 ,1089.0,842.5,769.0,401.5,2243.0,3536.5,7952.0,1828.5
SYTL3 ,2630.0,3788.0,4354.0,204.0,1219.0,1517.0,230.0,150.0
T2BP,2254.0,3908.0,1088.0,2814.0,1405.0,3123.0,1964.0,520.0
T3JAM,3523.0,3108.5,2632.5,1603.0,1421.0,399.5,200.0,135.5
TA-KRP,371.0,411.0,607.0,979.0,504.0,536.0,4326.0,482.0
TA-NFKBH ,715.0,1280.0,1504.0,2101.0,1323.0,1304.0,2520.0,449.0
TACE,1798.0,1564.0,1433.0,1397.0,4496.0,2154.0,9498.0,826.0
TAF4B ,636.0,900.0,127.0,517.0,245.0,134.0,110.0,133.0
TALDO1,1428.0,1628.0,1572.0,652.0,8890.0,18992.0,20616.0,1386.0
TANK,1063.5,879.5,876.5,1387.0,1902.5,2373.5,4046.5,288.0
TAP1,1441.0,1316.0,1199.0,787.0,840.0,3396.0,1550.0,331.0
TAP2,4446.0,3600.0,5086.0,3178.0,2813.0,3901.0,2922.0,417.0
TARDBP,4201.0,3782.0,4669.0,1600.0,4131.0,1414.0,5957.0,567.0
TBC1D13,344.0,282.5,328.0,456.0,247.0,369.0,373.5,93.5
TBL1X,627.0,701.0,988.0,742.0,1665.0,3656.0,856.0,483.0
TBX21,1495.0,774.0,7015.0,585.0,284.0,590.0,428.0,68.0
TBXAS1 ,95.0,304.0,562.0,239.0,1187.0,3124.0,1376.0,207.0
TCF19,521.0,1779.0,605.0,483.0,284.0,280.0,277.0,47.0
TCF3,660.6666666666666,650.0,427.6666666666667,1402.3333333333333,259.6666666666667,236.33333333333334,210.0,140.0
TCF7,10138.0,12140.0,2661.0,1528.0,853.0,1512.0,783.0,132.0
TCIRG1,573.0,869.0,1322.0,238.0,2860.0,2371.0,5425.0,1023.0
TCL1A,155.5,309.0,101.5,9823.5,192.5,370.5,140.0,40.0
TCRA ,9481.8,9159.8,384.8,554.8,202.2,807.2,160.0,105.0
TDP1,1001.0,763.0,707.0,842.0,375.0,209.0,521.0,538.0
TFEC,81.5,51.0,85.5,247.0,1679.0,201.5,2350.5,694.5
TFPI2,10.0,9.0,11.0,32.0,431.0,37.0,5019.0,3.0
TFRC,183.0,1231.0,74.0,202.0,125.0,246.0,222.0,2134.0
TGFA,156.0,148.0,514.0,843.0,263.0,1528.0,885.0,158.0
TGFB1,2298.0,2224.0,3678.0,730.0,2968.0,1629.0,1645.0,1357.0
TGFBI,148.0,404.0,87.0,148.0,9976.0,103.0,594.0,2422.0
TGFBR1 ,705.0,308.0,2260.0,660.0,539.0,606.0,625.0,237.0
TGOLN2,713.0,772.0,1063.0,803.0,1714.0,1318.0,2191.0,247.0
THOC4,1225.0,2556.5,1594.5,470.5,1655.5,170.5,1238.5,570.0
TIEG ,405.0,270.0,902.0,114.0,4082.0,172.0,848.0,156.0
TIMP2,21.0,39.0,21.0,35.0,1099.0,1163.0,833.0,1116.0
TLE3,579.0,645.0,260.0,634.0,942.0,3058.0,378.0,79.0
TLOC1,1726.0,1547.0,946.0,1993.0,1152.0,1513.0,2572.0,444.0
TLR1,215.5,275.0,537.0,568.5,1987.0,3058.5,1313.0,592.5
TLR10,157.0,310.0,225.0,2276.5,281.0,884.5,197.5,69.0
TLR2,101.0,159.0,117.0,83.0,4496.0,4015.0,8803.0,316.0
TLR4 ,40.0,67.0,53.0,107.5,2529.0,2901.5,684.0,434.0
TLR8,257.0,424.0,379.0,544.0,13769.0,12742.0,6613.0,1223.0
TM4-B,431.0,498.0,619.0,662.0,982.0,4469.0,312.0,65.0
TM6SF1,188.0,229.0,645.0,776.0,962.0,1607.0,570.0,361.0
TMEFF1 ,370.0,170.0,453.0,312.0,213.0,103.0,3089.0,148.0
TMG4 ,138.0,287.0,266.0,423.0,1986.0,3147.0,310.0,326.0
TNF,110.0,118.0,128.0,315.0,971.0,299.0,1500.0,157.0
TNF-gamma; VEG1,351.0,408.0,405.0,896.0,1124.0,882.0,10896.0,175.0
TNFAIP2,238.0,394.0,381.0,930.0,5580.0,7172.0,5252.0,1197.0
TNFAIP3,7784.0,12302.5,1678.0,1375.5,3514.0,1408.0,8287.0,265.5
TNFAIP6,62.5,76.0,90.5,410.0,2179.0,3451.5,21531.5,77.5
TNFRSF19L,310.0,400.0,404.0,628.0,1882.0,2007.0,1282.0,806.0
TNFRSF1B,820.0,1177.0,1357.0,476.0,5348.0,4122.0,11284.0,264.0
TNFRSF4,25.0,143.0,282.0,71.0,65.0,89.0,881.0,169.0
TNFRSF5,264.3333333333333,297.6666666666667,267.3333333333333,1568.3333333333333,471.6666666666667,643.3333333333334,1700.0,677.3333333333334
TNFRSF6,688.0,437.0,383.0,360.0,649.0,4263.0,268.0,246.0
TNFRSF7,5041.0,5384.0,334.0,489.0,136.0,332.0,122.0,27.0
TNFRSF9,182.0,118.0,194.0,298.0,257.0,431.0,1198.0,23.0
TNFSF13B,828.5,897.0,582.0,834.5,15693.5,13966.0,1968.5,2385.0
TNFSF6,200.5,190.5,653.5,490.5,105.5,362.0,125.0,29.0
TNFSF8,2654.5,2269.5,408.5,440.5,2430.5,630.0,554.5,206.5
TNIP1,1352.0,1207.0,1196.0,1000.0,1899.0,2896.0,7985.0,418.0
TNIP3,98.0,13.0,42.0,89.0,145.0,35.0,2269.0,16.0
TOP2A,98.5,71.0,197.0,23.5,17.5,32.5,30.5,28.0
TOR3A,817.0,668.0,731.0,440.0,736.0,339.0,382.0,93.0
TOSO,4956.0,5116.5,2698.0,6573.0,165.5,916.0,513.5,57.0
TPX2,198.0,161.0,350.0,677.0,44.0,479.0,43.0,50.0
TRA1,1196.6666666666667,918.3333333333334,887.3333333333334,581.3333333333334,853.0,301.3333333333333,1464.6666666666667,659.3333333333334
TRA2A ,2680.0,2462.0,4217.0,1554.0,1825.0,766.0,908.0,706.0
TRA@,2435.3333333333335,2097.0,9134.0,147.0,45.333333333333336,279.0,44.666666666666664,21.666666666666668
TRADD,1268.0,1036.0,461.0,729.0,625.0,963.0,404.0,70.0
TRAF1,776.5,655.5,345.0,458.0,399.0,322.5,2498.0,234.0
TRAM1,2135.0,2141.5,1756.0,1604.5,1312.0,641.0,1222.5,415.0
TRAM2 ,547.0,627.0,790.0,791.0,506.0,354.0,185.0,80.0
TRAP150,1960.0,503.0,1952.0,451.0,1803.0,1766.0,2964.0,672.0
TRAP25,1162.0,1331.0,613.0,894.0,805.0,1173.0,1098.0,194.0
TREM1,80.0,144.0,89.0,314.0,2172.0,10124.0,7932.0,81.0
TREM2,20.0,24.0,18.0,46.0,29.0,91.0,36.0,2154.0
TRERF1,1644.0,1087.0,1487.0,359.0,945.0,1257.0,173.0,309.0
TRIB1 ,123.0,140.0,68.0,66.0,326.0,127.0,378.0,226.0
TRIM,842.0,1377.0,110.0,33.0,25.0,62.0,43.0,19.0
TRIM38,1102.5,861.0,1103.5,2170.5,1610.0,1436.0,1527.5,141.0
TRIP8,2420.0,1680.0,1642.0,1504.0,4038.0,8516.0,2737.0,139.0
TRIPIN,447.0,1211.0,491.5,372.0,299.5,375.0,364.5,69.5
