,CYFZ,FY2H,FLWA,453W,684C,CZJE,925L,9JD4,G4YW,4DUY,36TS,CR3L
DDX11L1,3.098717275,2.616884346,1.921260146,2.091881274,1.084918164,2.733994089,3.965015847,7.618758396,3.975936058,5.996579882,7.137951326,1.679975197
WASH7P,2.697449743,4.984090737,2.873113991,3.973949891,2.417584439,2.869290052,3.329357423,0.352394694,0.804875684,0,0.605599767,3.115629319
RP11-34P13.7,1.32347962,2.416428708,1.641078977,0.367559329,1.896947654,1.572979731,1.636445738,1.586472609,0.94517971,0.986907964,0.776702971,0.996938264
CICP27,1.974054113,1.149371698,1.502203542,1.802150073,1.692015185,0.804669178,1.81113211,1.329447545,1.378765395,0.820863691,1.715677366,0.800615732
RP11-34P13.15,10.43398262,10.43800894,19.56563165,11.87464223,15.85885866,5.149807176,11.68953221,13.49129685,18.10081382,11.5230698,23.15694411,11.8145212
RP11-34P13.16,7.267800749,15.75546964,11.21699749,6.522587482,13.92119902,0,12.58247371,2.533566076,13.4710011,8.21060957,12.51574267,2.766822481
RP11-34P13.13,11.04655553,9.855985807,4.899870033,5.830273189,15.92529832,4.401096142,8.405924198,3.54748805,7.03417648,4.631533275,6.624209683,9.750828184
RP11-34P13.9,11.70785743,4.934848005,2.379946967,1.674922139,4.273682955,3.909736533,12.61884533,5.365910683,9.346846295,8.876347598,3.705894986,6.341700714
RP11-34P13.18,5.038437949,5.048257049,4.597227879,13.06109771,3.396808229,7.855351427,7.202263219,4.442802478,10.42559763,6.046554135,7.645626935,7.439570094
AP006222.2,5.367572032,3.529756875,3.214935469,8.274822066,4.827191416,8.134880391,8.123299015,2.102225937,5.387896189,5.982833207,4.471646972,4.880795872
RP4-669L17.10,15.64797144,48.39385148,28.26878913,21.72142282,25.19608846,13.36904281,22.35079267,10.67143776,31.3092786,35.97853279,26.49406322,19.51163902
RP4-669L17.8,1.892211816,1.43591651,2.023143827,3.007012762,1.994066427,0,3.974350122,2.216368465,2.774534839,0.064289368,3.29036299,2.676155884
MTND1P23,34.75784364,909.3313406,26.39003623,5.2501446,10.38740739,22.00492195,1630.384279,9.264400435,22.85951307,37.96491328,20.96569166,17.04548477
MTND2P28,99.02179672,64.76004284,66.51407866,68.31851654,69.533537,92.71788181,190.2433225,91.01576255,93.13207472,94.52863532,116.5834174,126.5027884
MTCO1P12,3.002554782,1.467221708,2.573662267,3.928057493,2.26739752,2.82030156,3.026409617,4.436002365,3.601592259,3.940820697,5.13359884,2.50783359
MTATP6P1,612.1506223,434.684173,577.9255765,394.8097173,509.9192361,441.0724954,554.5923723,650.1962514,521.7523508,524.8219575,453.9410594,892.7064579
MTCO3P12,176.085928,2.314753899,2.971614775,1.250754064,1.559378056,1.884792462,1.629654688,3.166828226,122.8462622,2.005681723,2.14908706,4.339643176
RP11-206L10.2,4.18142223,6.694343647,4.655898104,7.20675086,7.632918085,2.892665862,5.223415075,5.367738658,6.996101845,5.575225911,7.766302319,5.73041467
RP11-206L10.4,2.727790123,2.757756589,1.796678433,3.380621428,5.024252235,4.425506242,6.621730452,0.90385893,6.055421823,0.99468204,1.065027238,0
RP11-206L10.9,21.31625498,19.6687252,26.18573462,15.94596621,29.80009511,17.83433144,38.83380854,33.05216808,23.25631406,31.74607282,12.02610571,27.69406468
LINC01128,12.33764224,18.84991657,23.94739588,13.99127095,8.223188484,24.90248271,19.0146747,13.89365585,12.71199388,28.77236729,12.90206192,14.52501683
LINC00115,1.889321258,3.411234004,3.231711153,4.634062249,5.372920514,4.497923179,2.153422114,2.296545513,2.138624098,3.301680104,3.65263857,3.408350838
NOC2L,43.46588612,46.42536163,44.04270408,50.39468625,63.71628566,47.9053619,45.46118423,43.01228352,32.14070748,46.8067924,41.74127263,46.43264402
KLHL17,2.953032846,1.47573077,4.894831175,2.310929158,2.492170613,2.205794909,2.908350739,2.007430129,2.664595712,2.569464332,1.573097289,2.44756196
PLEKHN1,0.895364401,1.094649544,0.987571782,1.444448439,1.722287259,0.741064086,1.866799673,0.65925792,1.049388989,1.448164053,0.153181531,1.402347115
ISG15,25.36936979,60.07695053,26.59351071,20.67046454,29.78804623,23.46690938,14.99579634,41.95263212,34.6297239,15.73431372,16.22453171,30.25111682
AGRN,0.688009558,1.608058153,2.177775254,0.757708243,4.097405636,2.291827153,1.378146649,0.564338931,0.616098774,1.17548485,0.731062768,3.174134633
RP11-465B22.3,4.707393234,8.42595289,6.283211189,14.84777425,13.19299841,12.457937,6.352677041,10.07275081,1.55467639,4.04024828,6.097865184,8.232180106
C1orf159,9.699896209,10.06704369,7.620299586,8.800542279,13.72178186,14.24074926,5.289432505,12.9649393,12.92556053,13.88125321,9.768646092,11.45410366
TNFRSF18,4.490911202,7.185691139,8.29064447,8.474633295,3.785679563,9.035222296,5.206494897,9.260131128,8.749795506,10.47730518,4.085400635,5.789450853
TNFRSF4,3.808974203,7.045982237,7.844542205,10.61267286,10.43766828,3.653515659,3.051877646,11.22815417,5.931702147,5.190023346,3.125791088,5.252110224
SDF4,18.5173579,34.74609461,70.63626749,45.63052774,26.47458843,21.80325433,44.85089554,60.14884758,66.63962613,44.09623988,23.428636,56.13988189
B3GALT6,0.764296212,1.334954807,1.93918827,1.518885752,1.014715615,1.196302156,0.109389356,1.908071983,2.816171286,1.191518586,1.070663945,1.372119561
UBE2J2,58.51899373,50.73187138,59.8639592,58.27530052,67.66192338,63.38628777,58.10898414,58.49923043,58.58849679,53.94876387,35.7963332,55.85415139
SCNN1D,1.506054974,0.031801145,1.775375237,1.753362047,0.974044869,1.120320356,0.550875301,1.354366307,1.482754183,2.11644403,1.298637456,3.022944182
ACAP3,3.724432943,3.686735646,8.116660698,4.624001587,2.706914418,0.94848747,6.402663006,8.901283537,10.17935961,6.449458961,2.813383202,8.071996412
PUSL1,8.934807329,10.52456814,8.83094725,7.916825749,7.133488641,8.245074418,8.161903526,19.34930028,12.25847281,10.88994126,12.10748809,10.04242576
INTS11,90.87200098,80.52162109,85.82530288,117.1743573,86.32877834,89.68626404,83.53470341,87.27822992,80.55230385,95.24432508,79.09000699,90.50222609
CPTP,2.317163885,1.551534357,5.491312515,3.349964087,3.236264357,3.744315616,2.889684307,7.436524666,3.913393826,2.639079139,2.086421348,3.321278504
TAS1R3,0.405209676,0.363259448,0.578418986,0.140467364,0.111298642,0.195230051,0.667000619,1.416396483,2.266035111,0.631473803,0,0
DVL1,0.500281354,0.746126205,2.102818946,1.103387235,0.53464224,0.881200805,1.047896048,2.794199739,1.390991356,1.236352324,0.794301963,1.167039187
MXRA8,0.728266141,0.268474532,2.692166286,1.473376432,6.705874817,1.405975262,1.106200363,4.884630247,2.490911325,0.949078996,0.796097315,1.258579112
AURKAIP1,39.87442287,26.88811612,34.57010806,31.83802291,38.73268148,33.0565642,35.21360563,29.30549402,39.03013605,31.61301352,28.35772047,41.57801465
CCNL2,127.2709767,144.9896923,169.821808,200.3184515,161.8863806,82.16305105,154.8387735,157.5596448,152.4738468,155.6057716,81.30636416,229.0604852
RP4-758J18.2,21.98612405,14.77489681,22.55524993,25.29747081,30.57660294,29.12029996,35.0625478,31.69073838,33.2709284,39.10836547,18.57901561,20.94855326
MRPL20,51.96397366,45.59575755,68.39289873,36.38837697,54.97977985,37.16854121,50.3247097,44.3489958,55.50816726,38.90503767,38.21031931,39.10843038
RP4-758J18.13,6.167926967,5.905154628,6.665586131,5.721860717,5.28229273,5.501465223,6.946998294,4.758325362,5.993394987,7.686417375,4.639932314,7.043627464
ANKRD65,0.289333707,0.275910219,0.066906584,0.457148414,0.159112054,0,0.215578034,0,0.062496465,0.258260394,0,0.18979077
ATAD3C,0.58938307,0.637603352,1.711068468,1.391519326,1.105929626,2.299916047,1.599810602,0.615062347,1.665875838,1.82287444,1.00763799,1.210233802
ATAD3B,6.994193198,1.83324735,8.166875622,4.51434819,5.57245065,7.765743765,11.91441271,9.129854726,5.855095396,9.044613202,7.412900329,7.11693829
ATAD3A,4.154175735,4.66997475,6.178202001,5.282338829,3.563822472,2.021777853,7.789790195,6.698995555,3.744483355,4.213017497,5.982358956,3.737371813
SSU72,51.4160546,77.02567971,86.33749233,81.51454071,61.14695371,72.26362894,91.75168295,101.8113393,118.1445068,95.85545322,59.68429628,87.84078108
RP5-832C2.5,1.486126687,4.384174468,3.118055347,2.571806638,3.467825971,1.610465222,2.860524065,1.098408796,1.8073639,1.783591815,1.884047794,2.732687157
RP11-345P4.9,2.280681846,0.248828018,4.152763011,3.048026506,1.303488769,1.332418312,0.441389264,1.402294609,4.103478856,2.620718301,1.783542919,1.463721596
MIB2,4.255753733,4.20609113,10.50719332,6.703399528,5.092218235,6.615736047,4.611848107,7.413862183,11.40382646,6.138554595,6.548074608,5.190786293
CDK11B,6.693651001,5.126517681,7.550630605,7.990544459,6.048995629,15.49523434,11.05472542,13.84489821,16.77926774,14.26421132,13.58906381,11.9660507
SLC35E2B,36.15741203,21.03782661,34.59817614,32.20236587,32.78039829,22.2586065,33.87666127,26.78397694,25.44605495,27.31625042,17.93746728,21.68619214
RP11-345P4.6,3.178132057,1.356727349,0,0.276402266,4.859674628,1.56909343,3.326500744,0.819270472,0.870453013,5.568099953,0.411237176,3.209233144
CDK11A,29.14085137,22.33464922,50.66635101,45.24593129,31.2459976,37.26313259,39.32805591,25.44949713,38.49689068,29.46498351,25.96593672,41.46097404
RP1-283E3.8,3.121889111,2.559790522,3.211419849,3.968656024,3.182289639,2.947915421,4.738917498,3.121710249,2.063069883,3.00407675,1.954267317,3.19790137
RP1-283E3.4,5.363205498,5.743647794,1.388075544,1.216652984,3.044215675,3.095978845,7.584081572,3.737584172,3.136675078,4.782462486,0.646841435,3.613685839
SLC35E2,4.427437119,3.649181332,6.720259851,5.274091072,4.688509238,5.516002762,8.80195922,3.729821344,4.938818936,4.029240482,4.13107637,3.542825348
NADK,129.1142818,229.0926271,145.7691313,209.570378,144.4793311,137.4581722,138.4681432,126.8777558,155.6955218,195.4271793,152.0277582,150.6301026
GNB1,23.53328055,21.64653928,48.40826001,28.32337484,29.42729886,32.92210828,21.81562869,32.18756184,25.36937448,21.17010555,29.84169443,25.78515025
CFAP74,1.303748216,1.656910836,1.766776077,0.779813802,2.847527448,1.635043204,1.933861541,1.051662535,2.050409991,0.945167897,1.231116312,2.727507597
PRKCZ,2.489710257,3.409279622,5.443769953,4.272882764,5.951127008,6.119771879,5.292780437,6.54640776,4.595502385,4.172451545,3.592992073,3.336607849
RP5-892K4.1,0.742912723,1.048593785,0.796156057,0.608920391,0.939432854,0.794294521,1.059126991,0.584566983,0.383290906,0.683150013,0.592260677,1.322090265
PRKCZ-AS1,0.742556928,0.523752216,4.163384643,2.697933255,1.097698734,0.545232599,1.459535454,2.90596497,2.208878442,0.398368349,0,1.279718635
FAAP20,5.301243866,6.196503976,12.00351065,4.442943282,6.717415698,7.057634408,9.957055014,12.86040782,9.917068343,7.713978262,4.835637789,10.29862477
SKI,0.595373306,0.182972301,1.032961154,0.946566228,0.016556958,0.174380679,0.897528937,1.264551515,0.558165451,1.819648603,0.888671182,3.271476633
MORN1,4.070156166,2.02272809,4.871201581,3.82115651,5.527823484,4.008525212,4.841998985,2.361851138,2.607102313,2.767664401,3.096680383,3.1029097
RER1,125.3410909,122.0566828,111.1274402,114.9018943,125.4852391,102.2467273,123.9871225,106.0972029,116.5591362,120.6704273,117.6775138,103.6171637
PEX10,5.727853851,3.513252082,12.79168367,6.947609057,5.61661075,4.406176892,8.611303934,6.825662831,9.979575582,11.53569969,5.526322165,8.557425673
PLCH2,1.235354185,0.893735863,0.928848583,2.392699917,0.379942347,0.565237588,0.493021201,2.258470089,1.279708936,1.907622505,1.21539428,0.285499089
PANK4,17.49796242,22.8153376,20.11537383,21.16079374,23.0442772,19.87489896,14.48237471,20.08894499,19.72317178,20.56253464,17.96385641,28.70562795
RP3-395M20.8,7.44627849,5.819250079,7.5854202,8.988221125,4.811472905,5.00388555,4.078861176,5.239400255,8.992816734,4.859010515,3.663314211,7.340940713
TNFRSF14,141.1906554,149.9194931,131.1615032,116.1014218,108.1128173,131.3703103,168.6519672,148.3761551,156.6786495,162.2188203,177.5023005,117.452746
RP3-395M20.9,6.060200774,1.344096037,4.41486104,2.48309632,4.937887895,6.809818889,5.360261833,3.046039113,4.382979594,1.712033173,3.42013028,2.138275446
FAM213B,15.98698959,14.87814788,16.48863833,9.784707183,19.30019093,9.809785894,10.00073815,10.41261192,6.930230787,12.82773363,8.892588195,14.75641596
TTC34,0.48191385,0.406906082,0.905031347,0.583617939,0.339023356,0.241455129,0.184031119,0.432933524,0.76828286,0.244376467,0.218542535,0.360516389
PRDM16,4.252570384,0.832632905,1.880199852,3.004186836,2.634495572,1.270571138,1.39964353,1.074171492,0.76593932,1.246093006,1.080389869,2.413093929
MEGF6,2.628481248,2.370854745,9.731269086,4.149076756,2.624599873,3.073919088,3.96346166,8.97582084,2.557491419,5.701638944,4.259115905,5.164693577
TPRG1L,5.31564225,4.653226974,6.384104715,6.489100382,10.71355862,6.768971494,3.336949134,8.864890504,9.836396552,5.711922193,5.71132014,3.663572814
WRAP73,40.8523119,17.39232094,39.42443649,40.03739023,24.39030822,28.94895121,38.70354681,30.99943482,33.26135757,43.28374192,40.26045573,29.1893089
TP73,0.433714065,0.156520927,0.485400816,0.768449922,0.157000708,0.287154757,0.266500787,0.020015168,0.154150838,0.420132124,0.076949757,1.205493166
TP73-AS1,2.871674082,4.68860026,10.11040533,8.000457237,5.197895773,2.385752729,8.396010438,6.646449112,6.398069978,5.221968859,3.508997039,11.20088132
LRRC47,8.002277729,8.171863062,16.90640673,21.18191846,13.61211105,5.14030767,9.557837446,17.49055186,15.55121144,8.660619489,4.352822943,12.20342419
CEP104,17.03869124,8.722935173,10.95450964,20.27467591,7.727443175,15.1013432,12.1877198,23.61500736,28.50102369,15.72750763,20.01556866,15.64843534
DFFB,7.577485856,9.166607391,11.32735176,9.134817073,9.350263576,6.829902551,11.24485442,7.591466798,12.58286767,7.687310928,8.594780236,8.885263349
C1orf174,37.07994892,29.44946219,30.00531978,33.92061438,28.59804192,24.6472062,32.56105488,44.49080152,33.09716562,40.4892844,28.89028102,32.07118119
AJAP1,0.040558305,0,0.01546738,0.0157733,0.015625439,0.145089217,0.008180243,0.135343324,0.065791968,0,0.014952938,0.223937733
NPHP4,2.630510188,2.336675319,3.516713186,1.523807579,1.617184831,1.797819196,3.34440378,4.024726273,2.383119664,2.61694111,2.621786245,2.158763901
KCNAB2,125.2039696,112.6889014,101.110614,180.7085148,101.5428515,101.5083268,126.9356739,96.56465566,121.4894586,143.9232745,136.8957242,114.6714513
RPL22,58.91906417,32.58703782,66.75227194,55.88436778,50.51584592,71.80586256,66.39019627,81.97268321,79.28559228,72.52397773,63.17459318,43.28834142
RNF207,3.405971411,1.492396131,1.609036565,1.437381941,0.838767133,3.287496238,6.321521456,2.923487653,2.24488951,1.545634437,6.347043163,1.143991865
ICMT,15.45383201,10.76987007,17.43294914,11.41751301,15.95485599,12.35225734,23.27903532,14.24468298,14.11138052,19.45112324,16.91782757,10.10387624
GPR153,0.312888946,0.255631583,0.274886369,0.07008863,0.023137055,0.263880362,0,0.462746717,0.628190159,0.670808837,0.132778444,0
ACOT7,7.616439597,11.98953558,6.333302447,3.937775018,7.408688808,5.919563619,6.977046893,6.220537689,4.647187097,12.54760443,11.18881756,6.67396008
TNFRSF25,80.60274236,77.68232144,133.0429361,122.4697055,141.6619992,94.06802004,75.1256729,96.75557094,78.63212741,87.4012791,48.13459376,62.94557249
PLEKHG5,0.3046717,0,1.200222423,0.020433384,1.318118058,1.243039692,0.356953555,0.332983227,0.517901214,0.075418973,0.210060939,0.148541211
NOL9,8.459770382,17.37307936,17.78256717,16.40105056,11.62554212,11.23184105,12.96470126,11.96378226,13.53573345,6.982958329,8.523575231,21.65800664
ZBTB48,27.37481143,22.47366138,22.62642657,30.90666796,28.32264446,19.388186,32.48760746,23.74490621,29.82471758,29.54902625,21.53071312,24.64247361
KLHL21,19.25059063,15.70982752,18.90271818,19.72183408,16.80639665,13.41714254,25.25425145,18.90794703,17.3635823,23.08667853,21.16363323,15.20275277
PHF13,2.337186806,1.374657517,1.968607973,1.486324669,3.744665864,1.6989793,3.472324827,3.638841824,3.989103749,2.539534993,1.728964567,2.583349322
THAP3,27.00329911,9.748498206,13.23790125,7.103428201,20.05812814,14.39639184,18.07566638,17.31565343,21.54496417,16.31960525,6.913760749,15.63311514
DNAJC11,37.80540598,23.06678286,29.40424424,29.34256346,27.32336881,34.16606206,28.75396154,27.05817171,30.43896851,25.28649941,25.28569428,30.9758157
CAMTA1,27.64098543,22.34083224,31.20410805,24.45842387,29.86917387,34.77285807,31.39526108,33.26108727,38.88743386,11.22870032,30.89479497,64.36679526
VAMP3,57.44008413,75.70014077,63.78667282,87.67849478,67.68560987,89.46554717,69.93044017,52.74665253,71.40293212,66.14460863,101.246397,60.49749725
PER3,4.757647229,3.85370385,4.630955933,5.437923606,1.583705706,3.798400425,4.506532559,2.461519438,2.196814703,3.94151522,3.824525177,4.239615053
UTS2,72.66139045,1.690549021,80.83718735,2.285354028,15.09881715,27.48283157,2.037398887,47.06927167,57.88364221,1.889420475,2.305207001,22.3361092
TNFRSF9,1.041661751,5.666209644,0.867647073,7.492356678,1.943699268,1.736885945,2.627527103,1.196584756,1.524927649,2.178803492,2.019391407,3.988387985
PARK7,197.9762919,135.6035781,160.8069398,141.691573,185.8124635,159.8104969,194.5079455,178.0486032,171.206272,140.5816939,164.5785364,166.3122095
ERRFI1,3.426575641,3.534223318,2.946468775,0.250456016,1.209370958,3.752436102,1.347043623,1.324734077,1.046902092,1.363352558,3.95716369,1.621721215
SLC45A1,0.640429323,0.164820724,0.871307589,0.7719349,0.767007462,0.719447731,0.256633183,0.89527226,1.071161097,0.815815445,0.902679294,0.238499062
RERE,12.04108375,10.98720047,13.8878233,9.499600689,6.70666542,13.70660835,22.37832233,14.57573395,10.48249111,14.99207419,5.755081075,8.440711112
RP5-1115A15.1,1.73173776,1.475780874,9.747678302,3.770543996,4.780610723,3.1087443,8.117328382,9.204591005,4.95661844,9.521726187,1.470582311,9.229029138
RP4-633I8.4,18.26186941,7.102637674,5.756000046,7.180013263,8.064343966,4.464336922,17.49990994,14.8506601,8.984771124,2.498974563,2.456653294,18.79968027
ENO1,584.5852374,822.6150722,753.1088412,805.4727175,733.3749078,724.789337,617.3286863,631.0060462,693.5347802,709.0461185,825.8894993,550.0865404
RP3-477M7.5,2.720921124,7.79411033,12.9174096,2.048770519,18.83593163,3.367353205,3.663158391,6.847668189,7.979235846,8.316659611,2.059190029,10.19888374
CA6,3.721109007,7.232586821,2.695809395,2.318478833,4.025978341,7.508056762,4.505163657,7.071825783,2.568018396,4.800476774,1.060336786,5.857972656
SLC2A5,1.665048203,0.249552678,3.087505287,1.850730141,3.780030973,0.68055934,3.189346189,0.735485867,0.861123615,2.031330346,1.897703094,2.899229571
GPR157,2.17948449,1.709328577,1.411353462,1.723409551,0.661932449,0.748798154,1.594533951,1.040010937,0.890859322,0.962644608,0.63863232,1.276072189
H6PD,6.762077908,6.584350771,6.644415914,5.878084969,5.757637099,5.387926551,4.935027624,4.166719111,6.333262879,4.597780685,5.149735198,2.801280799
SPSB1,0.625342622,0.030965835,0.335756833,1.120817083,0.77094631,0.540826705,0.782115396,2.727012903,1.963624186,2.478995184,0.265413195,0
SLC25A33,1.455272403,1.961478683,2.462116735,1.996680649,0.903916929,2.966564128,1.738911224,1.616771501,1.697463159,1.621478877,2.711140836,2.252355859
TMEM201,1.159781549,0.751182891,1.961882798,4.490090734,1.52604236,1.37412949,0.523930173,2.359318843,1.546689305,0.825199607,2.890860832,0.926878965
PIK3CD,88.53557475,93.88378038,69.10294545,85.23095722,94.39555457,80.29782806,111.6192424,96.6988377,87.99716345,108.8369493,88.65893016,98.64043486
PIK3CD-AS1,2.617935198,1.010234167,1.161758313,1.975665727,2.797021643,0.048975701,1.748139397,1.2196361,2.511190311,1.200517407,1.069340095,1.589702378
PIK3CD-AS2,2.010653926,1.426104146,2.107395795,1.899073416,3.518343176,1.095273319,2.858717734,0.711094703,1.993062498,1.59119192,0.359740588,1.297312042
CLSTN1,15.59381913,15.15572811,22.20620265,25.28534406,16.51176104,11.8963164,18.30250923,20.23950958,19.03268646,13.92521066,14.77579285,21.07611307
CTNNBIP1,2.054544567,4.525227601,10.16646035,5.170217355,2.77482495,2.74240633,10.32321418,2.33945461,5.500282588,4.048789598,2.676718035,4.335805321
LZIC,24.64891825,18.08311745,20.84707641,18.23460478,18.31980972,24.95421285,23.37120093,15.88784634,21.49478344,18.95224781,13.58672734,11.62561822
NMNAT1,11.71750669,10.36409952,12.27196957,14.82837564,18.70784792,10.34851896,15.86808119,11.74971328,15.38239183,13.84623065,11.97932358,9.898867171
RBP7,14.16099602,20.91953961,21.92007806,27.59388991,13.94422196,13.20913568,19.2602418,15.34793927,33.27295013,12.80151354,29.93401035,18.50557668
UBE4B,14.13205133,18.56138136,24.39710459,17.84118589,25.90387354,18.91039982,14.16557307,14.91745397,15.77817677,14.71105556,12.01960599,30.56552493
KIF1B,3.70688867,5.949603549,5.244893426,5.88023069,3.174282745,2.786352294,6.121317271,5.687929053,5.829534992,5.940804937,4.911181509,10.26539854
PGD,149.4568782,228.1858662,192.5649801,219.2272348,154.1293165,200.1448117,237.846994,186.5975727,233.2015767,227.4241613,259.5444258,151.8620955
CENPS,9.955958665,6.292518693,5.342281345,2.794373456,9.279074555,6.435014659,1.78176125,7.346625017,3.679593916,6.989268259,1.514527545,2.741768348
DFFA,24.6032991,15.74905667,18.36220852,16.5118345,23.60918813,22.52890564,22.1876328,17.3847018,17.72436044,20.83306656,20.14823901,15.55333225
PEX14,7.214451548,10.06207855,6.565156247,7.70440033,5.946920125,6.696991041,5.300907179,9.138298391,6.308564675,6.435389094,9.075794481,12.32587104
CASZ1,1.490127025,0.922089786,2.700898761,1.164751933,0.841706909,2.697096936,3.045769234,3.702401064,3.009310422,1.779876757,1.790799707,1.711228113
C1orf127,1.498928393,0.997635928,1.315349648,1.466665322,0.251609183,0.364704591,0.631918926,0.281087568,3.296518977,0.158280211,1.330552256,2.899854722
TARDBP,123.4402605,121.8611264,154.2737639,159.4852527,161.3319755,153.801336,159.5370018,119.4670797,154.8454046,171.6127072,108.8216734,128.7163219
MASP2,0.389184084,0.253789421,1.957364149,1.08210273,1.130847363,1.348004362,2.855114752,2.874586854,0.838022491,1.690279913,1.19829255,0.686485354
RP4-635E18.8,46.50779772,42.29106728,55.54246385,39.28096703,61.95297604,19.60466024,33.18821553,33.85461647,33.78608301,27.05619722,15.80611893,31.73385946
SRM,5.450765609,2.393930621,4.104591237,6.780499977,3.658599781,6.549025993,5.300510845,16.46593011,17.13130173,6.041467536,3.316744278,5.277927489
EXOSC10,105.3741494,98.03127217,93.87907042,106.2314051,97.25267066,85.52110371,73.13687742,77.09832957,81.8495914,86.54449776,57.89109372,84.55060046
RP4-635E18.7,0.455820541,1.507023825,1.667148025,0.404267795,0.824963049,0,1.581656495,1.394352355,0.839863935,2.658871892,0.091094109,1.262735254
MTOR,12.8870519,8.808780369,12.23736807,21.27230293,20.61040476,11.51753219,13.17579697,10.5662961,19.17629036,14.44088768,11.80169479,17.03320156
UBIAD1,25.30640602,14.32225011,22.58055857,28.77376483,25.65565115,18.68091703,26.05301777,19.36662385,23.07241207,25.18741272,20.74988712,26.02909996
FBXO44,27.68377994,18.89325391,23.44627922,30.06952235,31.05868018,18.77867467,22.70361405,22.43978593,27.94250641,18.05224858,20.74629873,27.55541257
FBXO6,36.34905423,71.06507898,33.91092652,31.18321966,37.7701702,32.17411946,27.50655651,24.93132387,37.55869886,28.53144619,41.65443084,28.66909584
MAD2L2,50.79880379,37.41054572,39.79783603,42.01452001,43.90057285,48.90541794,40.15964996,38.20391863,57.25389844,35.56294224,44.76365228,44.95597519
DRAXIN,0.979315309,0.359450861,1.463363477,0.74340356,0.259638143,0.432197043,0.848119228,0.71360563,1.424190085,0.9520881,0.269824272,0.362265202
AGTRAP,256.5572206,315.3132975,230.2858197,265.2826227,257.4432765,290.9250677,234.2435412,235.0136764,293.4129756,239.4639823,314.7243962,263.1521572
C1orf167,2.840322072,4.241671318,5.89329671,0.060021643,2.127435649,2.431522785,1.256734007,0.916565922,6.076416227,2.68E-09,0.736702939,6.597033564
MTHFR,8.730796482,18.55613314,16.91815713,14.03654559,10.39850216,18.90669841,13.13973899,14.74935301,12.18159914,14.40918319,15.61614779,10.33389948
CLCN6,14.07121996,14.91824114,7.969545014,11.95387178,8.450958897,7.52956444,13.27248513,6.79106967,11.29531797,6.85549916,14.93523511,11.31423201
NPPA-AS1,4.515834719,7.123790487,5.799670985,5.721731554,5.424120156,1.213356563,4.14597649,2.925446888,4.246459396,0.883872782,1.288278025,2.338087341
KIAA2013,5.330060644,4.193621976,15.84715249,6.974761657,8.700051528,7.945271798,8.684534273,14.75719358,13.35361638,14.7536663,11.04088144,8.417822125
PLOD1,33.81296833,46.67610642,31.83190592,53.55229047,41.2987113,45.13248041,54.69943168,37.25083807,37.98642609,44.1116615,41.89704708,42.02100567
MFN2,34.72866313,47.62657301,34.65047074,51.99717563,33.97639697,45.43597223,37.53494761,35.3611608,29.62812631,54.48399895,24.2350826,36.91243684
MIIP,66.38223655,83.75669146,73.76227427,87.35717876,83.39233286,51.13096463,66.77197221,57.68715075,66.8383536,56.82256586,63.1141011,67.66941156
TNFRSF8,20.73178052,14.34282843,9.466566746,18.30687002,20.67809821,9.628976861,18.89677279,13.74602774,23.72895792,26.20005661,13.26186646,8.969694227
TNFRSF1B,154.0347747,304.3521246,267.6594672,313.6083178,210.5823702,130.6669426,250.9499512,278.5044821,320.0322501,320.251447,200.0897282,400.3879132
VPS13D,11.79679258,10.55843436,9.01319404,22.64387924,16.89555329,14.25721146,18.2184459,13.46194764,13.22764766,9.727325604,14.06427805,15.81335457
DHRS3,57.05838611,41.44514424,81.97949214,65.43870346,50.81508212,61.72083827,42.75411623,53.60490464,61.76019659,59.17384319,38.79286292,69.01642228
PRDM2,23.43111356,24.41782911,22.80918906,30.96327291,19.65327665,38.42031153,27.03900328,27.16791986,27.7820496,18.89113316,23.78607582,36.27789704
KAZN,0.141013623,0.102432194,0.384610012,0.190544921,0.276342232,0.401311302,0.292175627,0.167015067,0.112897633,0.171718776,0.064797898,0.694145032
TMEM51,0.229821803,0.332098587,1.82871724,0.951628108,1.128593753,0,0.863381727,1.123980228,2.088021279,2.41393978,1.301996245,0
RP3-467K16.4,0.90400114,0.534177378,1.405829608,1.616793546,0.637784996,0.881540058,1.584076105,0.817731811,1.033536384,0.782006089,1.006268938,0.70882868
EFHD2,37.01502592,25.65865083,56.87934616,41.37547851,32.28445914,36.16704175,38.00719944,40.12398579,51.0414533,37.96547518,49.83219508,19.24589249
CELA2A,3.916252608,5.925009311,6.413261255,10.26149688,7.93418914,4.218365639,4.51191549,1.898088284,2.323465578,1.661231296,3.599970063,8.390091504
CASP9,7.955387563,15.41834778,14.28891476,18.65486282,10.3451765,21.97197586,13.99078651,14.85910861,15.19714962,14.82606307,27.01875256,27.33543862
DNAJC16,14.37895555,16.5636606,28.22196933,17.67749394,33.62487862,18.11142239,25.99597785,14.08837704,24.84356205,23.91879303,15.50329329,18.25038153
AGMAT,1.599480816,2.420714698,3.146448145,3.168190515,4.14660668,1.983880811,1.665602237,3.655833587,3.091630983,4.607298263,0.593061733,2.728774034
DDI2,6.52823037,6.011517738,8.613414909,11.10455961,9.022408972,9.903766923,11.12073239,9.403788054,8.776491534,12.39235785,9.038253805,11.40359299
RSC1A1,3.544198603,2.852351235,1.326087997,0,6.284309865,5.01572358,4.434076229,8.229306547,9.26908016,5.45268717,4.405726105,4.83543172
