,CYFZ,FY2H,FLWA,453W,684C,CZJE,925L,9JD4,G4YW,4DUY,36TS,CR3L
KIAA1671,4.614062,1.906905,2.31411,3.368819,2.266334,1.510113,4.527057,3.460526,2.428791,1.84429,2.093764,1.841319
CTA-243E7.4,0.7666413,0.6504229,0.8339113,1.014093,0.6466274,0.6128267,1.070098,0.5713701,0.4914681,0.3789739,0.4334986,0.8693736
CTA-243E7.1,0.3515971,0.3733697,0.2670809,0.446328,0.4547775,0.2838737,0.3468154,0.1651154,0.3332879,0.1510907,0.3455495,0.5029692
CTA-246H3.11,1.192794,0,3.451086,1.630244,0,0,0.3366117,1.486584,2.725389,0.6228048,0,0.8902311
LRP5L,5.255395,3.789039,6.517796,8.767153,7.424551,6.34915,12.20198,3.863296,12.80629,8.83003,9.033863,5.959913
CRYBB2P1,33.99892,19.67244,39.22479,39.36953,37.86965,23.00461,29.8256,22.25358,60.52262,37.11501,17.92277,25.63017
CTA-390C10.10,0.406228,2.324367,0.3992864,0.1851979,0.6186578,0.1619941,0.6605653,0.9263386,1.529976,0.4873955,0.3403421,0.8269446
GRK3,10.30643,13.67763,10.57464,12.08055,11.87655,15.699,11.51382,11.28913,11.70435,6.996176,11.96767,9.489573
SEZ6L,1.644627,1.502512,0.0145248,0.5536307,3.687722,1.116519,2.891596,2.672352,1.375566,2.389056,3.169103,2.51794
ASPHD2,1.554184,1.974868,2.74834,1.812875,2.525512,2.895182,0.9847123,3.634709,3.094736,2.340562,1.793114,1.833146
HPS4,21.98785,21.54989,15.39671,23.2903,27.60735,16.29743,23.9873,21.50331,15.13178,19.48696,18.69128,29.24735
SRRD,21.50024,15.84572,16.83623,20.95462,24.21096,25.0221,10.62027,16.87073,11.97777,7.275718,16.14966,21.75981
TFIP11,44.43218,42.88262,40.70376,59.67521,44.24545,63.37792,44.70219,45.34368,60.89042,54.11148,39.34986,59.08382
CTA-445C9.14,2.863872,5.373314,2.113444,0,2.175127,2.898049,2.098191,2.875634,3.124472,4.401612,0.6738973,2.091614
TPST2,178.3759,131.4079,148.2432,161.1251,99.23191,127.9421,129.0926,116.4818,111.518,113.3466,111.5422,67.76408
MIAT,40.16805,17.35486,8.887109,33.93955,7.849299,11.0589,34.10164,28.1661,10.31538,41.26921,14.38689,8.938398
CTA-373H7.7,2.085342,1.342912,1.205972,2.281505,0.9837222,1.084378,2.688081,0.9577515,1.281981,2.303423,0.2811116,0.7701544
MIATNB,33.5983,14.42226,21.80542,21.08633,17.20213,23.11743,32.00061,22.629,24.4833,23.05474,30.69628,26.27893
LINC01422,0.7153324,0.4355408,0.9925136,0.8208139,0.613429,0.5328865,1.284602,0.5338791,1.187544,0.4382925,0.6294722,0.9140356
MN1,0.177195,0.5384386,0.2672963,0.2211749,0.2720793,0.2352709,0.2156729,0.07743951,0.5052606,0.1073344,0.3491706,1.240618
PITPNB,94.5319,98.45583,93.38404,93.10392,105.6447,73.42703,72.66193,59.73005,56.47294,74.24738,52.97137,77.0423
TTC28-AS1,15.52593,11.99865,10.58408,24.03776,16.86873,22.01166,20.11847,22.55861,17.163,18.4157,14.41579,23.51441
TTC28,1.274392,0.07330325,0.9643771,0.08256276,2.006706,0.4167133,3.81999,1.071688,1.63535,2.837096,0.1174391,5.116242
CHEK2,14.70911,14.36867,13.88191,17.73296,12.14142,11.12201,13.78366,8.069666,8.8252,10.31429,7.268175,10.81375
HSCB,23.33623,15.93597,13.39372,14.22203,15.41901,16.08999,18.75248,18.1422,18.69104,16.9597,9.755774,15.82213
CCDC117,15.66825,16.25392,23.69802,14.44047,21.04941,7.343278,20.41925,15.41685,17.2766,22.51302,7.631991,10.22428
XBP1,76.38364,77.36268,155.5222,123.3849,100.0523,92.77557,98.08441,134.6349,143.1723,117.2383,81.17732,113.3902
KREMEN1,0.6895526,0.6941769,0.4086971,0.895762,1.20577,0.6793889,0.750166,1.239214,1.253043,1.100815,0.5976787,1.323495
EMID1,0,0,0,0,0,0,0.2246295,0,0,0,0,0
RHBDD3,20.75533,23.66211,11.63175,22.16419,26.64056,27.44535,11.84118,22.70878,19.93086,16.42608,17.2843,9.434279
EWSR1,335.9058,445.121,449.8852,501.2367,497.2693,376.8281,361.4889,334.7683,360.9377,446.5634,327.0977,515.9187
AP1B1,54.15126,67.70065,61.61804,65.77753,75.14636,69.11344,72.09159,51.33335,61.13064,71.94143,83.3837,71.47601
RFPL1S,0.7427478,0.6836781,0.5338714,1.923462,0.7509718,0.1497639,1.361813,0.4499171,1.146885,0.4080237,1.225072,0.7813522
NEFH,1.043729,1.184073,1.191988,2.254169,1.153862,0.616107,0.8627835,1.048932,0.6105572,0.9170527,1.055598,0.2373499
THOC5,30.463,16.08638,38.07109,21.91135,25.37696,30.71742,42.92162,32.86724,32.63965,27.72613,27.35396,35.28568
NIPSNAP1,38.62794,25.47388,43.63294,48.39445,30.24072,37.84054,32.38225,32.23849,33.89285,30.02267,35.66624,27.33483
NF2,27.73599,27.88224,23.79624,30.8824,26.05404,22.86645,22.69311,20.21922,15.69409,22.38271,17.97378,18.08074
ZMAT5,25.93217,24.64183,18.95184,14.13546,26.20241,19.24082,21.12976,19.94226,16.87872,15.70934,16.15916,18.36839
UQCR10,38.77086,50.41457,53.37217,40.39173,29.53305,26.70759,24.87824,39.56333,45.2037,28.46032,23.84739,32.77311
ASCC2,113.7158,157.1044,90.18834,138.3968,118.0163,95.47985,98.7205,110.3448,96.55899,89.99842,88.55424,121.4544
MTMR3,21.26056,34.09351,24.62172,32.92877,18.20995,30.84048,32.01756,20.41901,22.57734,34.14852,17.03545,36.44723
RP3-394A18.1,1.010717,1.057105,0.9809627,1.031392,1.141764,0.7759642,1.225574,0.8817728,0.8496664,0.8850903,0.9501473,1.382108
LIF,0.173569,0,0.4955762,0.7399449,0,0.6273291,0.2546125,0,0.9119884,0.1201916,0,0
OSM,61.77956,212.4754,214.7072,199.9383,140.6993,321.8036,22.43863,34.96784,8.193208,13.30581,300.8203,398.2029
GATSL3,8.462622,7.56271,11.26582,12.92324,20.66915,13.33856,13.1043,16.25196,13.81748,22.25205,15.08988,21.35984
RP1-130H16.18,0.7617321,0.7454808,1.38788,2.907597,2.663635,0.7501878,0.2942098,2.94893,2.108595,0.767055,2.726308,2.419878
TBC1D10A,40.30449,40.90407,63.70758,65.86053,58.83984,46.37942,57.56978,62.21423,46.92356,70.62101,37.79641,41.84106
SF3A1,49.16884,55.73172,73.92556,85.95673,51.39924,65.43241,49.15409,63.11069,52.0954,67.36114,63.91078,61.48943
CCDC157,4.890767,1.959142,4.238498,5.530566,3.630328,6.785747,1.949561,4.457701,3.083745,2.802612,6.578743,3.622407
RNF215,4.275565,6.962712,3.859598,4.48045,4.540035,5.626805,2.543387,5.133868,3.653273,2.965153,2.269326,5.244766
SEC14L2,7.748302,16.48314,17.82404,7.53009,12.31785,11.5558,3.965783,7.5862,6.240578,4.064016,20.40585,13.34948
RP4-539M6.21,8.504449,16.2354,20.48878,14.92953,8.952174,10.82517,10.75247,12.65591,13.01817,10.47927,9.114006,22.47613
MTFP1,35.35805,32.84107,43.04245,35.81217,41.22102,63.22626,16.37491,28.43567,21.82836,22.69765,47.29362,55.6465
PES1,34.4068,42.5942,38.8804,50.64679,42.82392,38.77311,27.62826,26.51395,27.89662,37.15056,19.51882,40.10569
TCN2,23.85369,70.41148,22.48194,34.82863,17.84219,13.3782,11.28953,12.31029,19.25472,12.04671,37.47919,19.68199
SLC35E4,0.3812155,1.131364,2.38948,1.293015,0.8842191,0.4814163,0.606023,2.515662,1.109835,0.8947202,0.6735514,1.420834
DUSP18,25.87895,33.66129,28.50949,29.30286,32.29991,25.34418,27.68192,29.33813,22.98053,42.46076,20.57018,21.21037
OSBP2,10.95305,16.76272,9.186751,17.02402,10.31557,3.155021,23.60473,28.6395,5.836408,7.367132,13.18589,11.45667
MORC2-AS1,17.78155,36.55984,37.16001,40.84775,55.89013,41.67757,31.58864,16.9162,26.09213,23.28944,31.31117,45.81994
MORC2,7.623508,7.727186,11.68719,6.775201,10.81357,8.784037,8.554153,16.72563,7.722105,11.15451,6.624559,8.523795
TUG1,27.26349,28.28052,35.57519,39.44435,26.3498,34.66424,26.34328,46.00992,47.77679,32.07713,40.84159,24.58617
RP3-412A9.17,0.9005174,1.000121,1.007306,1.203885,1.191472,0.7686179,1.040497,0.6285088,0.6856895,0.6767425,0.6118202,0.9044653
SMTN,2.626816,2.721108,3.113013,0.6597485,3.104507,1.387774,2.768922,3.494603,3.116131,0.807379,3.241492,5.438976
SELENOM,12.68997,12.96954,13.58542,16.46492,12.87934,15.57792,9.365292,11.65225,9.337667,2.743146,9.770808,13.76042
RNF185,23.18745,26.01088,18.10448,31.73029,25.47906,25.71219,25.82513,19.67036,21.3816,29.59814,14.70487,19.11834
LIMK2,17.52311,32.44456,27.8719,35.82092,30.86489,20.19246,25.43477,32.2195,29.19096,37.14339,25.57713,39.21485
PIK3IP1,172.1106,141.4339,249.3861,281.1467,244.6864,259.9776,165.172,256.8093,219.4862,204.3356,146.8699,351.6229
PIK3IP1-AS1,6.643479,2.064871,6.991604,6.86398,11.81975,5.910755,12.05869,10.87802,8.771215,6.808097,7.265665,6.272081
PATZ1,7.039582,9.833951,9.045872,15.01393,9.712925,6.003907,8.657281,13.99581,11.0098,5.594742,6.098778,10.674
LINC01521,1.387321,0.6181139,1.0092,0.9418365,1.114325,0.415767,2.139522,0.6816515,1.172507,0.8740754,0.2030793,0.9447173
DRG1,85.23081,69.69412,81.96728,69.77633,97.93246,84.8212,72.52676,76.02242,64.78458,73.96099,73.82586,81.73217
EIF4ENIF1,16.75485,15.55544,14.9865,15.08669,18.31384,14.00115,20.07386,19.72518,23.00125,16.47624,11.36703,9.268002
SFI1,78.95015,70.58761,68.40676,111.7346,109.6773,69.0191,111.5336,77.33138,73.62067,73.64777,56.3584,90.01497
PISD,45.90921,43.27891,56.54385,60.98953,47.34142,41.64712,59.16302,53.40838,47.50274,71.94639,57.83165,40.2402
PRR14L,14.59668,8.785086,7.532252,9.574895,10.00273,11.25991,13.90928,12.88569,20.4244,13.18414,11.0027,16.70383
DEPDC5,15.2986,30.30155,21.20784,20.41584,27.243,13.70204,23.82657,25.9901,18.50186,19.60193,11.95692,19.78717
YWHAH,28.37714,33.63135,47.91957,17.30771,28.59877,24.37047,24.64629,37.94501,25.76464,31.33443,21.62733,17.94456
RFPL2,2.658909,0,1.530597,0.7225582,0.6093887,0.4385499,2.60829,1.132165,0,0.2452309,0,0.1313901
RTCB,92.81347,146.9492,115.3549,123.0866,135.4685,115.4989,90.13454,81.40734,97.23738,75.62621,96.12099,116.2829
FBXO7,252.864,327.7006,208.6618,267.4519,162.8876,200.0351,195.5996,197.727,141.5404,222.4298,172.4033,178.8119
SYN3,1.567523,1.343986,3.386972,0.2224058,0.921436,3.721056,5.517508,1.200449,0.4113083,1.686442,1.053106,4.92659
TIMP3,0.1272094,0.3275625,0.3430628,0,0,0.2324845,0.2549368,0,0.2289946,0.05137587,0.1169674,0.5233538
LARGE1,1.81753,2.519295,0.5633517,1.492535,1.722551,1.416245,9.630575,0.6547225,6.550202,2.268887,1.30313,0.7759358
RP1-101G11.3,0.2072671,0.1246901,0.2155619,0.2350965,0.193041,0.1373186,0.3024131,0.2722695,0.1685826,0.1919209,0.1855698,0.1869634
RP3-323A16.1,0.8918387,0.7906705,0.9641279,1.069696,1.004416,0.9133637,1.501929,0.9650783,1.051417,0.8481133,0.8533004,1.279159
HMGXB4,25.90756,21.71151,21.25243,24.24552,19.27409,27.63548,12.44871,27.91008,16.6624,19.22515,22.22535,29.51698
RP3-510H16.3,10.71728,9.166825,2.133155,0,1.08869,0.932781,3.937472,1.463785,4.011396,0.6954361,2.054826,2.98073
TOM1,102.2434,143.181,123.5399,176.5791,104.827,129.5816,98.53476,88.69549,94.89755,85.87869,123.4609,151.4454
CTA-286B10.7,1.170141,2.181633,2.486016,4.884279,2.099657,4.617348,0.5657959,1.690089,2.695613,4.701047,3.104485,6.524162
HMOX1,72.28646,63.08381,44.65692,53.38058,41.52829,74.13755,53.80394,72.10714,80.61042,82.97755,96.72491,39.55628
MCM5,73.52525,71.19143,54.81738,65.78506,90.08797,59.05025,60.02619,60.59712,70.7521,79.02219,54.42401,75.85393
RASD2,0,0,0,0,0,0.02456451,0,0.8401666,0,0,0,0
APOL6,20.46259,31.17008,19.0307,16.29082,17.33128,17.22493,12.70907,16.05688,15.04679,14.68141,15.13591,9.565446
RBFOX2,0.5395314,0,3.634892,0,0,0.6237287,0.7356474,0,0.7645573,0.6010797,0,1.514323
RP1-78B3.1,0.5928334,0.3961241,0.4035115,0.500447,0.6344713,0.3746929,0.6619781,0.6617804,0.2715345,0.3701276,0.3858606,0.5966226
CTA-212A2.4,0.9704495,0.4010511,0.8509137,1.210334,1.178077,0.7169904,0.8945267,0.96055,0.8367148,0.486166,0.4768418,1.419743
CTA-212A2.3,1.493378,1.719398,1.602457,1.669108,1.793325,1.064224,1.787421,1.126092,1.302198,1.120465,1.061304,1.836882
CTA-212A2.2,2.35514,2.404207,1.446906,3.107903,2.498101,2.022986,2.254455,1.636962,1.618102,1.272492,1.854333,2.633744
CTA-212A2.1,5.754727,2.855414,2.970964,4.892605,3.688937,0.7845053,3.842889,2.585364,0.9858082,1.596415,1.360058,1.497419
APOL3,100.7002,98.20062,96.93688,84.4782,91.54527,81.35778,103.9054,102.5203,111.0739,102.6547,85.01242,70.67783
APOL4,4.30233,10.57758,3.626143,3.550273,4.333273,2.889101,2.43408,3.354466,1.690023,1.384735,1.223549,3.405793
APOL2,70.77549,47.98507,50.47677,60.52467,60.74529,30.25078,55.73199,56.30005,57.55687,60.59601,43.48078,46.16286
APOL1,22.42582,24.77002,11.15062,17.53972,15.0133,18.85446,19.96671,20.47743,20.54376,25.07062,17.53729,14.85191
MYH9,184.9632,217.5467,163.4253,208.1392,192.0205,179.5347,223.365,167.2582,144.1283,219.5426,161.4104,212.978
TXN2,117.9865,170.3051,121.976,105.4008,195.9372,148.0855,101.5183,118.1775,144.9717,129.3079,100.0881,123.3585
FOXRED2,2.858563,2.682229,2.434693,5.930215,1.47599,1.796482,3.135671,2.739735,1.482412,3.910867,0.7412246,1.741815
EIF3D,247.1575,261.7978,264.4418,268.2928,274.8507,280.0973,191.3419,199.5866,193.4391,221.4315,207.1587,239.208
IFT27,15.02325,21.73248,16.22944,20.97644,31.55241,9.192876,12.11862,17.40061,18.77929,20.09963,8.607745,15.99443
NCF4,85.23287,131.4802,114.503,106.561,107.7578,100.684,105.5718,79.79775,84.37614,102.3288,104.9637,96.51388
CSF2RB,51.05598,66.096,68.31845,58.397,78.74975,61.79089,127.5702,80.80049,42.17437,96.025,79.47702,75.60317
TST,6.351345,5.406015,9.752411,6.761098,7.13525,5.600147,9.030806,4.712757,10.74463,8.114823,7.389299,6.762909
MPST,20.11339,19.46458,17.75201,17.64932,19.54603,21.49494,21.10552,22.97182,15.44338,15.31266,17.84861,22.31466
KCTD17,1.983895,1.500871,1.239359,1.562525,4.095757,0.9726692,3.676736,4.598344,2.946836,2.225575,3.041128,1.208031
IL2RB,107.8816,58.48162,97.72707,108.9779,98.42315,123.3367,78.70941,65.88187,95.95913,96.31584,71.42316,88.61241
C1QTNF6,3.743424,1.953923,4.593807,3.255195,7.910431,5.102386,8.025674,4.987152,5.625678,3.914665,4.709982,4.693986
SSTR3,2.156082,0,0.5244172,1.698926,1.473885,1.394091,1.923903,1.51428,0.4312213,4.575692,0.998226,0.5442749
RAC2,726.983,548.2687,587.217,618.7552,617.2892,600.2891,707.7694,722.9196,781.9432,857.0887,680.3422,476.5036
CYTH4,160.8686,210.6781,160.5504,183.1466,181.8047,118.6902,182.9671,128.621,168.9044,176.3934,152.1849,176.7474
MFNG,188.3426,193.3723,259.3557,257.9662,220.1593,219.1232,185.2634,178.4134,173.6757,203.7425,169.7725,199.3492
CDC42EP1,1.47272,4.388255,9.715479,3.180995,5.673114,2.649808,4.977864,6.338552,4.786072,3.054731,4.541409,3.784784
LGALS2,16.09191,86.36923,66.98568,37.59344,19.43526,9.798401,51.82723,72.06655,71.7854,22.22177,43.56013,32.82749
GGA1,61.06339,68.32354,74.51842,82.89772,69.66774,54.08069,49.49372,55.54775,56.54727,49.87104,54.60241,65.91745
SH3BP1,7.322377,8.523635,12.48815,14.09321,8.689211,6.436458,11.95055,11.09939,14.06836,9.481698,6.315761,5.421595
PDXP,0.204729,1.752304,0.2898676,1.049028,1.758131,4.749239,1.131434,1.080171,1.112122,0.2591709,0,3.515213
LGALS1,93.79279,146.2283,195.0278,86.44866,95.92796,67.57974,83.83499,117.6353,118.0847,63.29175,106.0859,59.17846
NOL12,32.15856,31.1492,36.71754,27.63239,47.27315,42.83637,36.72995,33.02966,43.09148,34.43127,31.13262,41.83957
RP1-37E16.12,0,0,0,0,0,0,0,0,0,0,0.03992479,0
TRIOBP,8.486855,9.591549,11.71182,8.21144,10.2299,9.58944,14.38124,11.37929,24.44054,14.28999,9.636859,10.69719
H1F0,9.602253,41.17193,13.63906,23.18998,29.38269,14.22174,8.828791,13.79078,8.756344,7.499053,13.78397,17.21963
GCAT,1.62945,1.551415,0.2677022,1.468181,1.617595,1.096378,0.6263191,1.687642,1.331714,2.754934,3.97231,0.4504309
ANKRD54,21.85452,20.08357,31.72687,31.34772,35.26172,15.72209,25.3554,25.46705,33.232,37.11536,14.56147,16.74052
EIF3L,556.9291,457.031,727.8074,609.1453,644.5278,683.9627,592.8161,596.0272,533.3374,666.5748,585.9371,596.0906
RP5-1014D13.2,1.628597,1.29991,1.23965,1.395343,1.774831,1.172562,1.732611,1.061488,1.028866,0.7386825,1.108473,1.812976
MICALL1,1.964089,1.37739,3.986107,3.190621,3.107729,2.745602,1.663526,2.082006,1.952846,1.503241,2.078934,2.810885
RP5-1039K5.19,0.8241739,0.7792851,0.6965649,0.845684,0.8604953,0.5762158,0.797159,0.4879773,0.4991425,0.5222155,0.5535835,0.7649575
POLR2F,23.71315,24.68762,38.43063,16.67703,19.80969,17.06151,21.3873,27.50785,27.27748,22.2799,14.56001,17.32824
PICK1,7.541451,2.999793,7.536905,12.6993,3.187031,5.377702,8.058953,8.544786,6.810925,19.27183,4.868676,7.033834
CTA-228A9.3,1.934097,3.118857,2.522845,3.732214,1.548657,1.902254,2.789749,1.385174,2.032931,3.252487,2.027155,3.029416
PLA2G6,22.32454,12.67316,13.71381,23.00445,39.7956,23.51916,40.63261,36.79029,23.57385,40.2762,25.13584,23.25014
CTA-228A9.4,1.201393,1.095895,1.093754,1.244785,1.164752,1.034695,1.318483,0.8272781,0.8086242,0.8524172,0.8695742,1.283212
MAFF,23.3286,13.39256,26.49598,35.07945,15.90619,53.92825,2.666289,5.171086,3.284713,3.370151,54.12047,45.43743
TMEM184B,13.71929,18.67624,28.20126,27.57149,20.52643,20.54268,22.33674,28.05137,25.95518,31.87264,27.53054,30.77258
CSNK1E,7.877969,11.94663,18.48787,15.77371,13.36567,15.50745,10.32584,13.83401,9.681338,6.747666,10.85824,19.20751
RP3-449O17.1,14.19288,11.24239,7.719361,6.138707,17.02079,9.34025,22.12231,16.47946,10.41601,22.3459,5.909133,11.27859
KDELR3,0,0.9930007,0,0.06002213,0,0.5727622,0.915776,0.7280609,1.032246,1.438813,0.1212776,0
DDX17,72.29093,65.04828,87.80702,90.04382,86.36801,82.47853,117.2721,117.1521,128.94,129.2174,67.88609,77.21673
FAM227A,0.43918,0.4521451,0.3099419,0.4892023,0.3270569,0.4492361,0.3890714,0.2332298,0.2522673,0.1654493,0.3996605,0.5009568
CBY1,10.73937,6.2867,5.559619,10.82829,16.49389,6.652432,10.12897,15.27344,17.7743,15.32253,7.957783,8.850892
RP3-508I15.9,2.970591,2.077585,2.543209,3.181016,3.821798,2.224295,2.853739,3.985917,3.478541,3.608756,3.6015,3.707072
TOMM22,72.94396,59.41588,40.80449,58.60313,56.62244,82.49755,56.5386,48.96693,56.52047,60.59463,66.2314,69.63873
JOSD1,8.487438,9.352356,21.28091,24.54057,13.79536,21.64432,7.246619,9.216701,7.838446,4.626416,22.72663,19.91127
GTPBP1,35.56885,45.07713,19.5906,28.86123,20.13474,31.8926,24.12611,23.29512,15.16389,20.62869,42.58253,43.2512
SUN2,109.3359,93.77242,145.0635,140.502,148.2246,118.2998,129.9328,184.5053,148.4975,134.275,107.6214,108.6569
RP3-508I15.21,2.804692,8.074064,5.64166,7.469869,10.8171,5.248386,8.756595,4.270225,7.518038,4.311955,6.426716,7.383873
DNAL4,7.78222,8.38323,9.503921,16.49221,7.973601,13.6891,10.04262,9.921187,10.84048,8.28633,6.511639,6.124532
NPTXR,0.4760887,0.07019488,0.4702482,0.3408046,0.8276323,0.9148369,0.3767695,0.6024735,0.9327006,0.3904748,0.4354461,1.423399
CBX6,37.16138,31.65421,37.71854,32.76347,36.85477,23.92018,19.17808,20.68795,17.49361,16.50685,23.00003,26.81706
APOBEC3A,99.82146,393.8565,76.77589,158.7257,112.126,95.55851,67.02597,139.6998,109.8995,56.37551,199.82,52.63822
APOBEC3B,13.70747,65.49675,0.2362176,10.85485,12.12686,6.825736,6.549351,17.57508,10.27065,4.991387,20.49603,0.08444187
APOBEC3C,193.7021,210.5097,144.6254,158.5092,208.1258,150.252,140.0751,127.1597,137.7771,119.0344,135.4105,122.4542
CTA-150C2.22,1.505144,0.5210353,0.8044703,1.963743,2.034979,5.376445,4.651404,1.418761,0,8.525625,1.296352,0.4427929
APOBEC3D,8.834136,6.713668,6.523875,11.59552,11.99212,6.301113,12.96651,7.069436,11.71561,7.526409,7.317861,4.987939
APOBEC3F,11.41137,17.8148,12.59628,14.4375,14.27877,15.32047,15.70166,12.65369,13.22359,16.18933,10.42057,8.423539
APOBEC3G,208.9705,167.2168,177.0334,206.6238,169.8991,129.4807,127.1833,127.0215,137.9116,175.1278,117.0848,97.19631
RP4-742C19.12,17.89063,2.133292,27.54386,40.74566,34.99013,16.5867,19.86364,35.22117,41.65858,13.54832,21.79553,9.136588
APOBEC3H,6.732454,3.908286,2.251025,3.610167,5.409518,4.185871,2.95069,5.304756,5.319095,5.383011,3.082793,3.133256
CBX7,6.976103,6.783911,13.26363,10.68538,10.46636,7.481771,9.334163,8.76622,12.61187,10.40515,7.814297,6.278272
RP4-742C19.13,0.4254992,0.4286556,0.6840466,1.894757,0.4572211,0.4424413,1.153933,0.3757927,0.3744302,0.894241,0.4247423,1.105885
PDGFB,4.675792,2.672543,4.23888,2.581187,3.063824,2.920572,4.136109,5.087749,2.437648,1.696574,1.13302,3.260932
RPL3,2649.714,1663.087,2303.656,2499.26,2729.353,3162.651,2696.017,3091.797,2687.235,2716.825,2637.646,2555.337
SYNGR1,25.83963,31.08644,21.38025,18.34031,19.43922,22.0935,22.00039,22.04496,38.49337,5.130699,15.4472,23.15096
TAB1,12.5202,16.60034,16.61049,20.97862,20.01966,17.1608,14.14713,18.64805,16.02088,17.25434,15.1263,14.58806
MGAT3,0.8595815,0,0.5445133,0.2767258,0.01844484,0.3190311,2.076579,1.764084,1.385448,0.4669629,0.3678512,1.951083
MGAT3-AS1,7.860993,0.9840007,1.617484,3.310291,4.284332,0,7.169681,2.973179,0.305428,5.463057,7.204554,7.195248
MIEF1,21.4294,13.86281,23.69537,24.67456,18.62176,13.38638,22.03428,25.11091,22.12575,28.8039,20.83727,12.29227
ATF4,116.5311,119.8753,137.5539,147.595,104.6925,203.091,141.8112,160.6861,160.4824,167.8039,313.8367,120.824
RPS19BP1,35.3343,19.49659,32.42353,23.26096,37.525,32.24445,31.07134,30.38523,38.5782,26.76253,41.04432,33.42645
CACNA1I,0.1727475,0.1205078,0.9868406,0.3167918,0.6088266,0.2592014,0.2212101,0.3774942,0.4147409,0.1045894,0.06177986,0.5420588
UQCRFS1P1,33.96084,33.88733,28.31543,31.67468,35.79262,39.44132,25.57911,20.85315,23.64689,22.86023,27.01223,39.99925
GRAP2,137.5993,139.2175,132.4841,103.508,99.03138,98.27334,147.5451,143.0589,95.92134,127.8373,111.25,126.5687
RP3-370M22.8,12.58438,12.83536,14.52977,9.76639,10.87354,9.247876,13.06682,12.87215,7.973423,8.792014,9.812144,13.80649
FAM83F,0.2073858,0.1603715,0.3701005,1.270617,0.1842036,0.195542,0.2019376,0.149409,0.1348538,0.1067287,0.9645026,0.3341829
TNRC6B,43.24399,34.78702,29.01092,33.12889,31.90529,42.37481,65.0633,34.7262,40.82188,34.77244,30.30018,51.85309
RPL7P52,6.68398,2.260496,3.255234,1.751903,4.170231,0.9075399,5.063929,1.89024,1.620571,1.988563,0.8295881,8.500113
ADSL,71.26019,68.02912,78.20155,75.98764,68.3315,78.166,83.79203,104.32,91.19082,100.369,66.62672,51.91834
RP5-1042K10.14,2.936087,2.327787,4.061592,5.686336,2.885932,4.940665,1.059026,3.920451,2.293872,2.631959,1.394654,3.852299
SGSM3,84.45848,80.10455,90.71569,121.4368,114.1818,91.2691,131.3179,109.6099,92.34978,95.07978,79.31837,126.127
RP5-1042K10.10,4.2819,5.798869,4.784971,7.282931,2.993417,2.875922,7.960209,2.329352,2.46785,6.020547,1.445047,7.219157
MKL1,40.46166,32.67196,33.60761,37.55905,38.94893,49.92268,39.93105,49.732,42.69785,30.5881,44.29729,57.57221
RP4-591N18.2,2.439905,1.849322,2.579326,2.688622,1.932429,1.330581,2.417135,0.6546466,2.070977,1.837164,1.194431,3.45286
SLC25A17,20.49325,18.5363,31.43754,25.12856,29.96105,27.05529,12.64291,18.12219,18.52271,10.56626,11.03097,15.94779
ST13,145.3846,125.9277,121.3744,141.7074,127.0512,139.4734,112.5548,123.847,128.2552,136.0296,119.7784,115.6958
XPNPEP3,9.381034,6.174225,9.513285,8.839452,7.096598,5.220786,6.221849,5.737913,8.983983,7.768547,13.04715,8.856031
DNAJB7,0.4776986,1.241808,0.2868392,0.3663754,1.301282,0.6730593,1.300812,1.010354,0.5708678,1.190668,0.7046373,0.9498291
RBX1,42.70543,37.17487,52.65971,32.50421,36.05069,39.63679,23.85571,35.78106,28.9741,21.90509,26.13718,34.64609
EP300,42.04237,37.47446,42.50801,53.63588,34.49352,43.52019,42.38056,38.7631,48.73934,21.58797,59.26961,91.8348
L3MBTL2,21.55127,20.20569,22.96408,31.56097,23.90705,14.16522,19.28115,16.82339,21.77797,22.64685,14.8636,19.59904
RP4-756G23.5,0.2645345,3.442263,1.674762,0.1896081,1.28204,1.669291,1.73187,1.611406,0.266096,0.4778146,0.9900222,0.7607122
RANGAP1,31.13715,15.23695,21.72426,30.54579,29.43846,14.57301,18.22021,22.26304,21.37285,20.17837,20.22992,23.31452
ZC3H7B,2.872323,2.67808,3.674841,2.981075,2.655201,4.017784,4.09376,2.460779,3.342688,3.141791,2.478603,2.759777
TEF,0.2007383,0.666481,2.186632,0.3247667,0.7076041,1.52116,0.8477997,0.9941153,0.8431238,0.7027894,1.207878,0.4346813
TOB2,18.27503,14.40389,21.30362,23.03417,23.57993,21.76089,22.22745,22.12306,22.66788,22.50007,20.49084,13.98174
PHF5A,61.53127,26.4521,34.16786,37.11517,51.51316,67.98334,51.588,56.72553,81.84849,66.22418,81.31477,83.07481
ACO2,84.47332,89.00892,89.29663,73.98686,82.73568,71.54012,62.09671,59.16252,70.2764,73.43779,70.01984,70.74341
POLR3H,15.37351,19.22756,21.50091,17.23303,25.79254,19.05045,16.322,14.42064,13.85307,14.51274,19.20526,18.9705
PMM1,19.73935,35.00757,27.54848,34.72296,36.09946,30.6191,30.45638,30.36757,26.11036,39.76455,30.18797,25.72686
DESI1,23.70955,17.05476,18.74301,14.51165,16.57457,14.28432,20.31996,20.52152,26.77006,19.1517,15.46309,11.73132
XRCC6,308.458,307.0232,341.071,376.7147,327.0179,329.8189,273.5603,273.4409,280.5368,284.6573,247.8381,277.1823
