,0,1,2,3,4,5
0,a,b,c,0.0,0.0,0.0
1,a,b,c,0.0,0.0,0.0
0,10x,Microarray,cell1,0.9270486006175052,0.8152626917723008,0.00405065030072368
1,10x,Microarray,cell2,0.7826368307120244,0.4822553024132208,0.15807226898115406
2,10x,Microarray,cell3,0.7971762565649757,0.6210338067047952,0.055329184169790664
3,10x,Microarray,cell4,0.8191308259019847,0.7598123109963695,0.010769501525610197
4,10x,Microarray,cell5,0.8879046545132903,0.7699703200071729,0.009181533254450269
0,Abbas,Microarray,Jurkat,0.9963282762592376,0.9716254134469436,1.3811738967574605e-07
1,Abbas,Microarray,IM-9,0.9937955365132215,0.9716254134469436,1.3811738967574605e-07
2,Abbas,Microarray,Raji,0.9947783565504258,0.9716254134469436,1.3811738967574605e-07
3,Abbas,Microarray,THP-1,0.9753178434903662,0.9068503858838141,4.715314271015619e-05
0,BreastBlood,Microarray,Blood,0.881029927895896,0.8215838362577492,0.00660265592724442
1,BreastBlood,Microarray,Breast,0.9900040332804673,0.8215838362577492,0.00660265592724442
0,CIBERSORT,Microarray,B cells naive,0.968263698167016,0.6668859288553503,0.21889398131323154
1,CIBERSORT,Microarray,B cells memory,0.8751421892705163,0.8944271909999159,0.040519326353834
2,CIBERSORT,Microarray,Plasma cells,0.9491365001054084,0.9999999999999999,1.4042654220543672e-24
3,CIBERSORT,Microarray,T cells CD8,0.9186569173592353,0.9746794344808963,0.004818230468198566
4,CIBERSORT,Microarray,T cells CD4 naive,0.7712440113949254,0.7999999999999999,0.10408803866182788
5,CIBERSORT,Microarray,T cells CD4 memory resting,0.743126289723752,0.5270462766947298,0.3614548502018728
6,CIBERSORT,Microarray,T cells CD4 memory activated,0.8649161712685782,0.7999999999999999,0.10408803866182788
7,CIBERSORT,Microarray,T cells follicular helper,0.6974268726583693,0.6324555320336759,0.2522154963555042
8,CIBERSORT,Microarray,T cells regulatory (Tregs),0.7554306871924997,0.6,0.28475697986529375
9,CIBERSORT,Microarray,T cells gamma delta,0.9608035958034702,0.8720815992723809,0.05385421772754211
10,CIBERSORT,Microarray,NK cells resting,0.9137611929963407,0.7,0.1881204043741873
11,CIBERSORT,Microarray,NK cells activated,0.9950367533148476,0.9486832980505137,0.013846832988859107
12,CIBERSORT,Microarray,Monocytes,0.5001668631515971,0.49999999999999994,0.39100221895577053
13,CIBERSORT,Microarray,Macrophages M0,0.831615829222522,0.5642880936468347,0.32172333582430024
14,CIBERSORT,Microarray,Macrophages M1,0.9857116365771731,0.9999999999999999,1.4042654220543672e-24
15,CIBERSORT,Microarray,Macrophages M2,0.9857157914995134,0.8207826816681234,0.08858700531354378
16,CIBERSORT,Microarray,Dendritic cells resting,0.9761294788097498,0.9746794344808963,0.004818230468198566
17,CIBERSORT,Microarray,Dendritic cells activated,0.8853033771957716,0.9746794344808963,0.004818230468198566
18,CIBERSORT,Microarray,Mast cells resting,0.9310365875919019,0.8999999999999998,0.03738607346849874
19,CIBERSORT,Microarray,Mast cells activated,0.9948754474538029,0.9746794344808963,0.004818230468198566
20,CIBERSORT,Microarray,Eosinophils,0.9980231233802944,0.9746794344808963,0.004818230468198566
21,CIBERSORT,Microarray,Neutrophils,0.999436402189563,0.8944271909999159,0.040519326353834
0,DeconRNASeq,Microarray,brain,0.9991758706294692,0.9636363636363635,7.320974809529922e-06
1,DeconRNASeq,Microarray,muscle,0.9962144236695849,0.9878787878787878,9.307459988955517e-08
2,DeconRNASeq,Microarray,lung,0.9981565932256107,0.9636363636363635,7.320974809529922e-06
3,DeconRNASeq,Microarray,liver,0.9994572455439369,0.9878787878787878,9.307459988955517e-08
4,DeconRNASeq,Microarray,heart,0.9495121629188933,0.8060606060606059,0.004862061101964606
0,DSA,Microarray,liver,0.9851200637579777,0.9931584145359876,1.05041318021364e-09
1,DSA,Microarray,brain,0.9833994395270628,0.9954441676503465,1.6909623943412074e-10
2,DSA,Microarray,lung,0.9839843196873003,0.9862693712811287,2.390348942277324e-08
0,EPIC,Microarray,Bcells,0.9230169920261203,0.7999999999999999,0.20000000000000007
1,EPIC,Microarray,CD4_Tcells,0.1455446636178838,0.0,1.0
2,EPIC,Microarray,CD8_Tcells,-0.828206029730985,-1.0,0.0
3,EPIC,Microarray,NKcells,0.35883237704053594,0.316227766016838,0.683772233983162
0,RatBrain,Microarray,Neuronal,0.9960171985250916,0.8807710121010885,0.0007637917374575802
1,RatBrain,Microarray,Astrocytic,0.9919965560477005,0.9597979585371711,1.0885873609834728e-05
2,RatBrain,Microarray,Oligodendrocytic,0.9850712210189034,0.8807710121010885,0.0007637917374575802
3,RatBrain,Microarray,Microglial,0.9473130826617623,0.6963106238227913,0.025293249585455497
0,TIMER,Microarray,B_cell,-0.14592945196963694,-0.6668859288553503,0.21889398131323154
1,TIMER,Microarray,CD4_Tcell,-0.2509691667829965,-0.6,0.28475697986529375
2,TIMER,Microarray,CD8_Tcell,0.8975767176573358,0.3,0.6238376647810728
3,TIMER,Microarray,Neutrophil,0.17111444742872947,0.19999999999999998,0.747060078104662
4,TIMER,Microarray,Macrophage,-0.5520561176578707,-0.3,0.6238376647810728
5,TIMER,Microarray,Dendritic,0.6475811545343586,0.3,0.6238376647810728
