,0,1,2,3,4,5
0,a,b,c,0.0,0.0,0.0
1,a,b,c,0.0,0.0,0.0
0,10x,Microarray,cell1,0.9269797876153258,0.8152626917723008,0.00405065030072368
1,10x,Microarray,cell2,0.7833868086176169,0.4822553024132208,0.15807226898115406
2,10x,Microarray,cell3,0.7948039464280969,0.6210338067047952,0.055329184169790664
3,10x,Microarray,cell4,0.8194690272083538,0.7598123109963695,0.010769501525610197
4,10x,Microarray,cell5,0.8869815640743616,0.7699703200071729,0.009181533254450269
0,Abbas,Microarray,Jurkat,0.9964498869900102,0.9716254134469436,1.3811738967574605e-07
1,Abbas,Microarray,IM-9,0.9936484649491704,0.9716254134469436,1.3811738967574605e-07
2,Abbas,Microarray,Raji,0.9938843902715838,0.9716254134469436,1.3811738967574605e-07
3,Abbas,Microarray,THP-1,0.9758021255500001,0.9068503858838141,4.715314271015619e-05
0,BreastBlood,Microarray,Blood,0.8689893459017257,0.8215838362577492,0.00660265592724442
1,BreastBlood,Microarray,Breast,0.9898974360772351,0.8215838362577492,0.00660265592724442
0,CIBERSORT,Microarray,B cells naive,0.9687765660035585,0.6668859288553503,0.21889398131323154
1,CIBERSORT,Microarray,B cells memory,0.8746047736432451,0.8944271909999159,0.040519326353834
2,CIBERSORT,Microarray,Plasma cells,0.9445536692504406,0.8999999999999998,0.03738607346849874
3,CIBERSORT,Microarray,T cells CD8,0.9339036094048606,0.9746794344808963,0.004818230468198566
4,CIBERSORT,Microarray,T cells CD4 naive,0.7731147144707946,0.7999999999999999,0.10408803866182788
5,CIBERSORT,Microarray,T cells CD4 memory resting,0.7771209214725411,0.5270462766947298,0.3614548502018728
6,CIBERSORT,Microarray,T cells CD4 memory activated,0.8446762786994685,0.7999999999999999,0.10408803866182788
7,CIBERSORT,Microarray,T cells follicular helper,0.7161676279173033,0.6324555320336759,0.2522154963555042
8,CIBERSORT,Microarray,T cells regulatory (Tregs),0.7540548481035295,0.6,0.28475697986529375
9,CIBERSORT,Microarray,T cells gamma delta,0.9478845829574137,0.8720815992723809,0.05385421772754211
10,CIBERSORT,Microarray,NK cells resting,0.9110233147099247,0.7,0.1881204043741873
11,CIBERSORT,Microarray,NK cells activated,0.9927292682271736,0.9486832980505137,0.013846832988859107
12,CIBERSORT,Microarray,Monocytes,0.5130948456491115,0.49999999999999994,0.39100221895577053
13,CIBERSORT,Microarray,Macrophages M0,0.8149428249897167,0.5642880936468347,0.32172333582430024
14,CIBERSORT,Microarray,Macrophages M1,0.9833009744266031,0.9999999999999999,1.4042654220543672e-24
15,CIBERSORT,Microarray,Macrophages M2,0.9867088981120218,0.8207826816681234,0.08858700531354378
16,CIBERSORT,Microarray,Dendritic cells resting,0.9758897935683868,0.9746794344808963,0.004818230468198566
17,CIBERSORT,Microarray,Dendritic cells activated,0.9450466992754333,0.8207826816681234,0.08858700531354378
18,CIBERSORT,Microarray,Mast cells resting,0.9285658882246431,0.8999999999999998,0.03738607346849874
19,CIBERSORT,Microarray,Mast cells activated,0.9949637744462959,0.9746794344808963,0.004818230468198566
20,CIBERSORT,Microarray,Eosinophils,0.9989593199580155,0.9746794344808963,0.004818230468198566
21,CIBERSORT,Microarray,Neutrophils,0.9996226201064007,0.8944271909999159,0.040519326353834
0,DeconRNASeq,Microarray,brain,0.9991172434522255,0.9636363636363635,7.320974809529922e-06
1,DeconRNASeq,Microarray,muscle,0.9960464094115017,0.9757575757575757,1.4675461874042197e-06
2,DeconRNASeq,Microarray,lung,0.9982147575771788,0.9636363636363635,7.320974809529922e-06
3,DeconRNASeq,Microarray,liver,0.9994498342401593,0.9878787878787878,9.307459988955517e-08
4,DeconRNASeq,Microarray,heart,0.9491986173747995,0.8060606060606059,0.004862061101964606
