,0,1,2,3,4,5,6
0,ks,BreastBlood,Microarray,Blood,0.9898813629038639,0.8356290217967335,0.005028086941933593
1,ks,BreastBlood,Microarray,Breast,0.9623031732568867,0.8285171561084911,0.005788863149163078
0,ks,xCell,Microarray,memory.CD4.T.cells,0.13855884617992473,0.2820615277159581,0.00372148625812423
1,ks,xCell,Microarray,memory.CD8.T.cells,-0.05268824811123134,-0.018323214792893516,0.8535287420402299
2,ks,xCell,Microarray,memory.B.cells,-0.4865318054565608,-0.4089493758510383,1.631719563984478e-05
3,ks,xCell,Microarray,monocytes,0.3815698845721612,0.3738678982358801,9.25279457410838e-05
4,ks,xCell,Microarray,naive.B.cells,-0.16298417385673247,-0.3895661306191474,4.360603354834721e-05
5,ks,xCell,Microarray,naive.CD4.T.cells,0.5415547893757824,0.5754061444182085,1.668055386593337e-10
6,ks,xCell,Microarray,naive.CD8.T.cells,0.3043782957548639,0.2206586069169526,0.024391299603065814
7,ks,xCell,Microarray,NK.cells,0.28851336292797186,0.26536883059997973,0.006478472181022356
8,ks,xCell,Microarray,regulatory.T.cells,-0.033982448024774084,-0.12468772244852153,0.20726209453579383
0,ks,CIBERSORT,Microarray,B cells naive,0.9829231904931537,0.6315789473684211,0.2530804245544157
1,ks,CIBERSORT,Microarray,B cells memory,0.8300573566392897,0.9176629354822471,0.02800845601014614
2,ks,CIBERSORT,Microarray,Plasma cells,,,
3,ks,CIBERSORT,Microarray,T cells CD8,,,
4,ks,CIBERSORT,Microarray,T cells CD4 naive,,,
5,ks,CIBERSORT,Microarray,T cells CD4 memory resting,,,
6,ks,CIBERSORT,Microarray,T cells CD4 memory activated,,,
7,ks,CIBERSORT,Microarray,T cells follicular helper,,,
8,ks,CIBERSORT,Microarray,T cells regulatory (Tregs),0.8864893865156063,0.9746794344808964,0.004818230468198537
9,ks,CIBERSORT,Microarray,T cells gamma delta,,,
10,ks,CIBERSORT,Microarray,NK cells resting,0.7883561227922861,0.6,0.28475697986529375
11,ks,CIBERSORT,Microarray,NK cells activated,,,
12,ks,CIBERSORT,Microarray,Monocytes,,,
13,ks,CIBERSORT,Microarray,Macrophages M0,,,
14,ks,CIBERSORT,Microarray,Macrophages M1,,,
15,ks,CIBERSORT,Microarray,Macrophages M2,,,
16,ks,CIBERSORT,Microarray,Dendritic cells resting,,,
17,ks,CIBERSORT,Microarray,Dendritic cells activated,,,
18,ks,CIBERSORT,Microarray,Mast cells resting,,,
19,ks,CIBERSORT,Microarray,Mast cells activated,0.9882629904001247,0.892217816219194,0.04178355623617571
20,ks,CIBERSORT,Microarray,Eosinophils,,,
21,ks,CIBERSORT,Microarray,Neutrophils,,,
0,ks,DeconRNASeq,Microarray,brain,0.9506814764809368,0.9515151515151514,2.279854920641689e-05
1,ks,DeconRNASeq,Microarray,muscle,0.9948447837323938,0.9848069807617047,2.2888344854823716e-07
2,ks,DeconRNASeq,Microarray,lung,0.9651266888228914,0.9726488698881034,2.3689349006384747e-06
3,ks,DeconRNASeq,Microarray,liver,0.9562750760481833,0.960490759014502,1.0163235882999591e-05
4,ks,DeconRNASeq,Microarray,heart,0.9230188023112813,0.8510677611520905,0.0017911300301950417
0,ks,DSA,Microarray,liver,0.9936989961852907,0.9931584145359876,1.05041318021364e-09
1,ks,DSA,Microarray,brain,0.991222000960315,0.9838573324895269,4.93440681274757e-08
2,ks,DSA,Microarray,lung,0.9152768658166273,0.9885185631902365,1.0721183181671042e-08
0,ks,EPIC,Microarray,Bcells,0.7773101097220337,0.7999999999999999,0.20000000000000007
1,ks,EPIC,Microarray,CD4_Tcells,-0.9803768763745551,-0.8944271909999159,0.10557280900008413
2,ks,EPIC,Microarray,CD8_Tcells,-0.5882700707757872,-0.7999999999999999,0.20000000000000007
3,ks,EPIC,Microarray,NKcells,0.8681403631948695,0.3333333333333334,0.6666666666666666
0,ks,RatBrain,Microarray,Neuronal,0.9929451062882323,0.8834522085987724,0.000699719224379987
1,ks,RatBrain,Microarray,Astrocytic,0.9068522778529523,0.8640190385254557,0.0012653296625768716
2,ks,RatBrain,Microarray,Oligodendrocytic,0.977486292515038,0.8584656022136526,0.001474656860663693
3,ks,RatBrain,Microarray,Microglial,0.8658417062315054,0.6984302957695783,0.024664781492646056
0,ks,TIMER,Microarray,B_cell,-0.6793518429735002,-0.8157894736842107,0.09224136128832428
1,ks,TIMER,Microarray,CD4_Tcell,,,
2,ks,TIMER,Microarray,CD8_Tcell,,,
3,ks,TIMER,Microarray,Neutrophil,,,
4,ks,TIMER,Microarray,Macrophage,-0.9753766766734414,-0.9999999999999999,1.4042654220543672e-24
5,ks,TIMER,Microarray,Dendritic,0.9038331128724874,0.9486832980505138,0.013846832988859059
0,euclid,Challenge,Microarray,memory.B.cells,0.9338937647392999,0.9634093637454981,4.2434256836264615e-29
1,euclid,Challenge,Microarray,naive.B.cells,0.9963551291184612,0.9959663865546219,6.325319756059353e-52
2,euclid,Challenge,Microarray,naive.CD4.T.cells,0.9607536881365483,0.9743577430972389,9.441640480676663e-33
3,euclid,Challenge,Microarray,memory.CD4.T.cells,0.969540377860576,0.9538055222088836,1.0234193353287517e-26
4,euclid,Challenge,Microarray,fibroblasts,0.9686610614271237,0.972436974789916,5.231408141221239e-32
5,euclid,Challenge,Microarray,endothelial.cells,0.9371220636172143,0.9630252100840335,5.428763809579738e-29
6,euclid,Challenge,Microarray,monocytes,0.9214152941867138,0.953517406962785,1.1842647914573765e-26
7,euclid,Challenge,Microarray,naive.CD8.T.cells,0.9627511915987282,0.9791596638655462,6.872020523757286e-35
8,euclid,Challenge,Microarray,memory.CD8.T.cells,0.9801502063188939,0.9819447779111645,2.2662824470735284e-36
9,euclid,Challenge,Microarray,macrophages,0.9363115676850133,0.9630252100840335,5.428763809579738e-29
10,euclid,Challenge,Microarray,myeloid.dendritic.cells,0.9661170478383518,0.9868427370948378,1.2035771908049358e-39
0,euclid,10x,Microarray,cell1,0.9243013946186379,0.8152626917723008,0.00405065030072368
1,euclid,10x,Microarray,cell2,0.7901001331857141,0.4822553024132208,0.15807226898115406
2,euclid,10x,Microarray,cell3,0.7971279044378201,0.6210338067047952,0.055329184169790664
3,euclid,10x,Microarray,cell4,0.8194553175434005,0.7598123109963695,0.010769501525610197
4,euclid,10x,Microarray,cell5,0.8998246749438341,0.7699703200071729,0.009181533254450269
0,euclid,Abbas,Microarray,Jurkat,0.9927944113631868,0.9716254134469436,1.3811738967574605e-07
1,euclid,Abbas,Microarray,IM-9,0.9919787109711194,0.9716254134469436,1.3811738967574605e-07
2,euclid,Abbas,Microarray,Raji,0.9108073736790376,0.9284420617381905,1.3092634205007825e-05
3,euclid,Abbas,Microarray,THP-1,0.9617726838610832,0.7988920066119314,0.0018280912052316756
0,euclid,BreastBlood,Microarray,Blood,0.7648997699983633,0.8215838362577492,0.00660265592724442
1,euclid,BreastBlood,Microarray,Breast,0.9924228385287788,0.8215838362577492,0.00660265592724442
0,euclid,xCell,Microarray,memory.CD4.T.cells,0.21172451746462967,0.2910441988813267,0.0027231263811997677
1,euclid,xCell,Microarray,memory.CD8.T.cells,,,
2,euclid,xCell,Microarray,memory.B.cells,,,
3,euclid,xCell,Microarray,monocytes,,,
4,euclid,xCell,Microarray,naive.B.cells,0.6636994241339429,0.6092676018041565,6.742919570196654e-12
5,euclid,xCell,Microarray,naive.CD4.T.cells,0.5601808126568136,0.5575420693291901,7.859227518587066e-10
6,euclid,xCell,Microarray,naive.CD8.T.cells,0.40958245303082397,0.24913579725712853,0.010761880602041862
7,euclid,xCell,Microarray,NK.cells,0.4422174740076013,0.43861558324893907,3.2054454193564357e-06
8,euclid,xCell,Microarray,regulatory.T.cells,-0.1650330738806009,-0.21307037183525523,0.029882818401495367
0,euclid,CIBERSORT,Microarray,B cells naive,,,
1,euclid,CIBERSORT,Microarray,B cells memory,,,
2,euclid,CIBERSORT,Microarray,Plasma cells,0.9510200728555188,0.9999999999999999,1.4042654220543672e-24
3,euclid,CIBERSORT,Microarray,T cells CD8,,,
4,euclid,CIBERSORT,Microarray,T cells CD4 naive,,,
5,euclid,CIBERSORT,Microarray,T cells CD4 memory resting,,,
6,euclid,CIBERSORT,Microarray,T cells CD4 memory activated,0.9023890550532161,0.7999999999999999,0.10408803866182788
7,euclid,CIBERSORT,Microarray,T cells follicular helper,,,
8,euclid,CIBERSORT,Microarray,T cells regulatory (Tregs),0.6598697672972019,0.6,0.28475697986529375
9,euclid,CIBERSORT,Microarray,T cells gamma delta,,,
10,euclid,CIBERSORT,Microarray,NK cells resting,,,
11,euclid,CIBERSORT,Microarray,NK cells activated,,,
12,euclid,CIBERSORT,Microarray,Monocytes,0.7957410447836228,0.7999999999999999,0.10408803866182788
13,euclid,CIBERSORT,Microarray,Macrophages M0,,,
14,euclid,CIBERSORT,Microarray,Macrophages M1,,,
15,euclid,CIBERSORT,Microarray,Macrophages M2,,,
16,euclid,CIBERSORT,Microarray,Dendritic cells resting,,,
17,euclid,CIBERSORT,Microarray,Dendritic cells activated,,,
18,euclid,CIBERSORT,Microarray,Mast cells resting,,,
19,euclid,CIBERSORT,Microarray,Mast cells activated,,,
20,euclid,CIBERSORT,Microarray,Eosinophils,,,
21,euclid,CIBERSORT,Microarray,Neutrophils,0.9943958014598293,0.8944271909999159,0.040519326353834
0,euclid,DeconRNASeq,Microarray,brain,0.992263211117415,0.9878787878787878,9.307459988955517e-08
1,euclid,DeconRNASeq,Microarray,muscle,0.98823292571399,0.9515151515151514,2.279854920641689e-05
2,euclid,DeconRNASeq,Microarray,lung,0.9899794113616477,0.9393939393939393,5.484052998513666e-05
3,euclid,DeconRNASeq,Microarray,liver,0.9891810663295303,0.9878787878787878,9.307459988955517e-08
4,euclid,DeconRNASeq,Microarray,heart,0.9987488431705548,0.9151515151515152,0.0002044724061488323
0,euclid,DSA,Microarray,liver,0.9783898417814268,0.9931584145359876,1.05041318021364e-09
1,euclid,DSA,Microarray,brain,0.9814863450083102,0.9954441676503465,1.6909623943412074e-10
2,euclid,DSA,Microarray,lung,0.965563702328238,0.9862693712811287,2.390348942277324e-08
0,euclid,EPIC,Microarray,Bcells,,,
1,euclid,EPIC,Microarray,CD4_Tcells,0.9614801011014568,1.0,0.0
2,euclid,EPIC,Microarray,CD8_Tcells,0.7915561997213345,0.19999999999999998,0.8
3,euclid,EPIC,Microarray,NKcells,,,
0,euclid,RatBrain,Microarray,Neuronal,0.9919535287337408,0.8807710121010885,0.0007637917374575802
1,euclid,RatBrain,Microarray,Astrocytic,0.5108125650691573,0.45464113825444946,0.18680029688990274
2,euclid,RatBrain,Microarray,Oligodendrocytic,0.9774652810512465,0.8807710121010885,0.0007637917374575802
3,euclid,RatBrain,Microarray,Microglial,0.9509759524380695,0.6963106238227913,0.025293249585455497
0,euclid,TIMER,Microarray,B_cell,,,
1,euclid,TIMER,Microarray,CD4_Tcell,,,
2,euclid,TIMER,Microarray,CD8_Tcell,0.9498207581473893,0.6,0.28475697986529375
3,euclid,TIMER,Microarray,Neutrophil,,,
4,euclid,TIMER,Microarray,Macrophage,-0.6661939969623133,-0.49999999999999994,0.39100221895577053
5,euclid,TIMER,Microarray,Dendritic,0.7737541056736189,0.6,0.28475697986529375
0,taxi,Challenge,Microarray,memory.B.cells,0.9849803906145488,0.9900120048019206,1.6720826093122064e-42
1,taxi,Challenge,Microarray,naive.B.cells,0.9983419717367679,0.996734693877551,4.002059068452719e-54
2,taxi,Challenge,Microarray,naive.CD4.T.cells,0.9783009810634893,0.9861704681872748,3.9503595064977447e-39
3,taxi,Challenge,Microarray,memory.CD4.T.cells,0.9939510267736921,0.9897238895558224,3.298225467535129e-42
4,taxi,Challenge,Microarray,fibroblasts,0.9893662820005187,0.9831932773109243,4.115983028324063e-37
5,taxi,Challenge,Microarray,endothelial.cells,0.9771742412849275,0.9829051620648258,6.169474002996564e-37
6,taxi,Challenge,Microarray,monocytes,0.9470820239504406,0.9721488595438175,6.692766801406733e-32
7,taxi,Challenge,Microarray,naive.CD8.T.cells,0.9673282430867877,0.9834813925570227,2.7266868859274218e-37
8,taxi,Challenge,Microarray,memory.CD8.T.cells,0.9979885193570238,0.9955822328931572,5.590388595911162e-51
9,taxi,Challenge,Microarray,macrophages,0.9706709873242066,0.9786794717887155,1.1808567237537628e-34
10,taxi,Challenge,Microarray,myeloid.dendritic.cells,0.9912437808575971,0.9946218487394957,6.210857291419376e-49
0,taxi,10x,Microarray,cell1,0.9299728814589703,0.8152626917723008,0.00405065030072368
1,taxi,10x,Microarray,cell2,0.7868231433168581,0.4822553024132208,0.15807226898115406
2,taxi,10x,Microarray,cell3,0.7960167554310776,0.6210338067047952,0.055329184169790664
3,taxi,10x,Microarray,cell4,0.8192356268240988,0.7598123109963695,0.010769501525610197
4,taxi,10x,Microarray,cell5,0.8906743836841828,0.7699703200071729,0.009181533254450269
0,taxi,Abbas,Microarray,Jurkat,0.9959847190229352,0.9716254134469436,1.3811738967574605e-07
1,taxi,Abbas,Microarray,IM-9,0.993569707634643,0.9716254134469436,1.3811738967574605e-07
2,taxi,Abbas,Microarray,Raji,0.9749657891984529,0.9716254134469436,1.3811738967574605e-07
3,taxi,Abbas,Microarray,THP-1,0.9746337920946367,0.8852587100294375,0.00012880556897956028
0,taxi,BreastBlood,Microarray,Blood,0.8521729466827966,0.8215838362577492,0.00660265592724442
1,taxi,BreastBlood,Microarray,Breast,0.9899884150070214,0.8215838362577492,0.00660265592724442
0,taxi,xCell,Microarray,memory.CD4.T.cells,0.15664321774225862,0.22244804877932747,0.023229896667582756
1,taxi,xCell,Microarray,memory.CD8.T.cells,0.06816685351292841,0.11859289000444019,0.2305146111928587
2,taxi,xCell,Microarray,memory.B.cells,,,
3,taxi,xCell,Microarray,monocytes,,,
4,taxi,xCell,Microarray,naive.B.cells,0.5076311575188204,0.26609480981319933,0.006328528960199622
5,taxi,xCell,Microarray,naive.CD4.T.cells,0.419583353643397,0.4477577704008468,1.8806753031783986e-06
6,taxi,xCell,Microarray,naive.CD8.T.cells,0.4240011325438702,0.2735041823770498,0.004965397426327317
7,taxi,xCell,Microarray,NK.cells,0.4700883364384387,0.4790939837462871,2.6767975371561137e-07
8,taxi,xCell,Microarray,regulatory.T.cells,-0.18026897902383562,-0.22068822043646064,0.02437168341364186
0,taxi,CIBERSORT,Microarray,B cells naive,,,
1,taxi,CIBERSORT,Microarray,B cells memory,0.8750837590977786,0.8944271909999159,0.040519326353834
2,taxi,CIBERSORT,Microarray,Plasma cells,,,
3,taxi,CIBERSORT,Microarray,T cells CD8,,,
4,taxi,CIBERSORT,Microarray,T cells CD4 naive,,,
5,taxi,CIBERSORT,Microarray,T cells CD4 memory resting,,,
6,taxi,CIBERSORT,Microarray,T cells CD4 memory activated,,,
7,taxi,CIBERSORT,Microarray,T cells follicular helper,,,
8,taxi,CIBERSORT,Microarray,T cells regulatory (Tregs),0.7255157297142734,0.6,0.28475697986529375
9,taxi,CIBERSORT,Microarray,T cells gamma delta,0.9797394772255466,0.8720815992723809,0.05385421772754211
10,taxi,CIBERSORT,Microarray,NK cells resting,,,
11,taxi,CIBERSORT,Microarray,NK cells activated,,,
12,taxi,CIBERSORT,Microarray,Monocytes,,,
13,taxi,CIBERSORT,Microarray,Macrophages M0,,,
14,taxi,CIBERSORT,Microarray,Macrophages M1,0.9775582617335935,0.8999999999999998,0.03738607346849874
15,taxi,CIBERSORT,Microarray,Macrophages M2,,,
16,taxi,CIBERSORT,Microarray,Dendritic cells resting,,,
17,taxi,CIBERSORT,Microarray,Dendritic cells activated,,,
18,taxi,CIBERSORT,Microarray,Mast cells resting,,,
19,taxi,CIBERSORT,Microarray,Mast cells activated,0.9960755153512848,0.9746794344808963,0.004818230468198566
20,taxi,CIBERSORT,Microarray,Eosinophils,,,
21,taxi,CIBERSORT,Microarray,Neutrophils,,,
0,taxi,DeconRNASeq,Microarray,brain,0.9497151158886379,0.9636363636363635,7.320974809529922e-06
1,taxi,DeconRNASeq,Microarray,muscle,0.9960975429618353,0.9757575757575757,1.4675461874042197e-06
2,taxi,DeconRNASeq,Microarray,lung,0.9894099018963265,0.9272727272727272,0.00011203450639397582
3,taxi,DeconRNASeq,Microarray,liver,0.9867566917366455,0.9878787878787878,9.307459988955517e-08
4,taxi,DeconRNASeq,Microarray,heart,0.9675402738057733,0.8060606060606059,0.004862061101964606
0,taxi,DSA,Microarray,liver,0.9829368634887288,0.9931584145359876,1.05041318021364e-09
1,taxi,DSA,Microarray,brain,0.9833947164416941,0.9954441676503465,1.6909623943412074e-10
2,taxi,DSA,Microarray,lung,0.9827695299205024,0.9862693712811287,2.390348942277324e-08
0,taxi,EPIC,Microarray,Bcells,,,
1,taxi,EPIC,Microarray,CD4_Tcells,0.45001404094841313,0.39999999999999997,0.6
2,taxi,EPIC,Microarray,CD8_Tcells,0.7799545726948028,0.7999999999999999,0.20000000000000007
3,taxi,EPIC,Microarray,NKcells,-0.9633454224107083,-0.9486832980505139,0.051316701949486114
0,taxi,RatBrain,Microarray,Neuronal,0.9958444201235354,0.8807710121010885,0.0007637917374575802
1,taxi,RatBrain,Microarray,Astrocytic,0.6844933750356466,0.7198484689028783,0.01890477781850604
2,taxi,RatBrain,Microarray,Oligodendrocytic,0.9845086120355103,0.8807710121010885,0.0007637917374575802
3,taxi,RatBrain,Microarray,Microglial,0.9484111107397127,0.6963106238227913,0.025293249585455497
0,taxi,TIMER,Microarray,B_cell,,,
1,taxi,TIMER,Microarray,CD4_Tcell,,,
2,taxi,TIMER,Microarray,CD8_Tcell,0.9248612398586664,0.3,0.6238376647810728
3,taxi,TIMER,Microarray,Neutrophil,,,
4,taxi,TIMER,Microarray,Macrophage,-0.6598604237125382,-0.49999999999999994,0.39100221895577053
5,taxi,TIMER,Microarray,Dendritic,0.8400697808589418,0.6,0.28475697986529375
