,0,1,2,3,4,5,6
0,msigdb,xCell,,CD8+ T-cells,0.093184155,0.084065826,0.512434823
1,msigdb,xCell,,CD4+ Tcm,0.082760462,0.059572528,0.642801142
2,msigdb,xCell,,effector CD4+ T cells,0.243747555,0.164114259,0.198699238
3,msigdb,xCell,,CD8+ Tem,0.136468208,0.135942958,0.28807782
4,msigdb,xCell,,Memory B-cells,0.064284349,0.184834666,0.14699435
5,msigdb,xCell,,Monocytes,0.152699092,0.149751134,0.241425829
6,msigdb,xCell,,naive B-cells,0.399359706,0.520660066,1.22E-05
7,msigdb,xCell,,CD4+ naive T-cells,0.023693595,-0.007804566,0.951592369
8,msigdb,xCell,,CD8+ naive T-cells,-0.162420495,-0.258013375,0.041189502
9,msigdb,xCell,,NK cells,0.123882173,0.029312678,0.819605748
10,msigdb,xCell,,Tregs,-0.075409448,-0.163395228,0.200700617
0,nnls_deconv_constrained,xCell,,CD8+ T-cells,-0.16081391,-0.093214864,0.467447435
1,nnls_deconv_constrained,xCell,,CD4+ Tcm,0.226515791,0.378004728,0.002254849
2,nnls_deconv_constrained,xCell,,effector CD4+ T cells,0.084248723,-0.059996294,0.640434793
3,nnls_deconv_constrained,xCell,,CD8+ Tem,-0.080507621,0.100166979,0.434745273
4,nnls_deconv_constrained,xCell,,Memory B-cells,-0.099964696,0.067027646,0.601705522
5,nnls_deconv_constrained,xCell,,Monocytes,0.210741859,0.221361836,0.081242416
6,nnls_deconv_constrained,xCell,,naive B-cells,-0.108155247,-0.065070507,0.612382069
7,nnls_deconv_constrained,xCell,,CD4+ naive T-cells,0.023270149,-0.237864155,0.06048759
8,nnls_deconv_constrained,xCell,,CD8+ naive T-cells,0.03521199,-0.088339421,0.491151007
9,nnls_deconv_constrained,xCell,,NK cells,-0.037126885,0.023259648,0.856410588
10,nnls_deconv_constrained,xCell,,Tregs,0.086680735,-0.08215685,0.522091319
