,0,1,2,3,4,5
0,run_dtw_deconv,0,Cell1,0.943293989417386,0.9804081632653061,1.5820399822728236e-35
1,run_dtw_deconv,0,Cell2,0.9510878126308365,0.9498679471788716,6.971957458292365e-26
2,run_dtw_deconv,0,Cell3,0.9370638972848525,0.9598559423769507,3.7705341704628756e-28
3,run_dtw_deconv,0,Cell4,0.9492250124376083,0.922016806722689,2.0464294232417984e-21
4,run_dtw_deconv,0,Cell5,0.9661827321229267,0.9741656662665067,1.1269376105380465e-32
5,run_dtw_deconv,0,Cell6,0.9032897628104225,0.9070348139255701,1.1691654518907534e-19
6,run_dtw_deconv,0,Cell7,0.977443043104545,0.9728211284513805,3.7513969970668237e-32
7,run_dtw_deconv,0,Cell8,0.7965755186864878,0.7820888355342136,2.0019675125522867e-11
8,run_dtw_deconv,0,Cell9,0.9672293486229148,0.9512124849939975,3.686287033699318e-26
9,run_dtw_deconv,0,Cell10,0.95909537549586,0.9778151260504201,3.035477339419663e-34
0,run_dtw_deconv,1,Cell1,0.9588137482087937,0.9509243697478991,4.2320255571997586e-26
1,run_dtw_deconv,1,Cell2,0.9733004401498998,0.9714765906362545,1.1774505275720935e-31
2,run_dtw_deconv,1,Cell3,0.9513946974583953,0.8853301320528212,1.3985201358300993e-17
3,run_dtw_deconv,1,Cell4,0.7978024975202747,0.7815126050420167,2.1179332718317108e-11
4,run_dtw_deconv,1,Cell5,0.9733200038641112,0.906938775510204,1.197173025374543e-19
5,run_dtw_deconv,1,Cell6,0.9366756518558162,0.9586074429771908,7.753994755785985e-28
6,run_dtw_deconv,1,Cell7,0.9589635244350833,0.9627370948379351,6.519275313938455e-29
7,run_dtw_deconv,1,Cell8,0.9672825727422096,0.9707082833133253,2.20927796118139e-31
8,run_dtw_deconv,1,Cell9,0.9143744041774606,0.9068427370948379,1.2258201301543307e-19
9,run_dtw_deconv,1,Cell10,0.963135275728883,0.9807923169267706,9.878065153840824e-36
0,run_dtw_deconv,2,Cell1,0.943016059241715,0.948235294117647,1.4769855915427026e-25
1,run_dtw_deconv,2,Cell2,0.9571007540234375,0.9074189675870348,1.0632624802825113e-19
2,run_dtw_deconv,2,Cell3,0.9495397820448528,0.9622569027611043,8.816904601485117e-29
3,run_dtw_deconv,2,Cell4,0.8845436973189476,0.8849459783913565,1.5086330130982844e-17
