Symbol,B.cells,CD4.T.cells,CD8.T.cells,endothelial.cells,fibroblasts,monocytic.lineage,neutrophils,NK.cells
STXBP6,27.80176788,18.30218832,26.39543615,23.08765522,205.2516519,23.97278465,15.22112985,16.4172355
LINC00921,1758.150007,989.4526697,1164.314107,706.6314211,555.9668555,733.0611235,728.2923046,686.2647969
GNLY,65.05144207,5000.413533,4546.460269,29.76968548,44.26708694,61.28581461,614.8120927,25244.67187
KCNK2,81.22654153,40.2143292,80.45239188,67.17332791,1291.004719,72.72944862,60.93141928,42.87852196
CHST15,575.5359916,618.7128147,112.8033862,2209.649222,123.5903943,4185.110703,6490.709425,119.6150125
SIK1,6520.094234,984.838797,2055.426116,714.8137622,189.2819018,792.2323837,560.5679819,538.3751726
EPB41,18.33526848,168.0145726,64.6203249,21.58697552,7.813335737,20.41263838,19.36687377,75.54432288
IL1RL1,59.83153086,41.87170863,57.05057927,235.7994554,75.12747085,58.89373057,81.30317346,50.72388176
KIAA0226L,5447.84076,166.2591219,69.25768151,13.80719578,54.07454449,185.3366831,1260.439239,47.9280202
ZNF442,66.20875993,45.97469144,99.72911926,287.1408914,59.65828231,73.95003886,63.38618055,87.14991793
SPIB,5184.945465,323.886368,139.2419789,185.9081267,134.4025048,200.100135,345.4931422,174.4143149
TPSAB1,20.79791641,19.83371011,28.67369367,21.73644026,25.05660765,22.18650369,24.27311676,26.87848644
CCL18,15.67632829,29.98988711,37.54039555,16.21766564,31.5093444,233.5487531,47.55874135,82.40718178
IL18RAP,106.3858541,631.7260886,824.3058035,128.196178,84.82328476,150.0989272,2542.071562,6677.719096
PAQR5,41.80725436,34.50018427,35.47011138,22.33489991,154.6108712,32.19940792,49.21227519,26.91274167
HLA-DOB,7788.100656,276.6724418,253.2492173,142.5346112,69.85579396,177.9672145,66.22583022,386.6167072
P2RY14,2372.23417,241.9002611,338.720557,49.48743524,22.88408452,93.66665669,2357.815136,392.064945
NOX3,17.44866943,17.72759447,15.03888417,19.626449,11.03466919,19.71369695,20.7147294,8.596415061
LILRA2,39.04321127,130.4228849,42.52505385,14.23508648,27.56092976,1408.02379,2323.090366,114.0937157
PRF1,642.8969801,8213.416915,10283.01667,431.2805746,149.2389948,275.5650491,1348.93275,32796.25293
CXCL11,118.8772245,35.23499599,22.61338829,81.12273327,24.59887641,49.54291708,81.34917545,1346.276751
TYR,641.7358824,285.754933,322.5392174,284.0147977,292.5288658,312.850389,686.2647969,260.4159815
KIR2DS4,22.44575602,42.72155644,43.76189307,41.4428073,35.01971932,32.41888375,29.43480551,102.6814122
DHRS11,141.4653174,123.0884568,155.8846171,178.9908086,139.2419789,93.43666178,88.664095,114.9013062
KIR2DL4,272.3524316,107.1047406,130.5866083,147.9363128,70.09958168,157.5065743,192.7172663,1991.104438
GZMH,23.38411171,3861.287581,7460.527776,132.4599749,25.37665571,42.04467003,66.62549423,10283.01667
TGM5,359.562495,156.027912,138.1056078,302.3989859,127.1043911,260.6730745,264.8566187,226.4126887
TNIP3,72.90249337,211.0845138,150.2992449,59.8081663,104.735266,248.6043986,31.95460086,46.00649628
ZFP36L2,1034.835502,2293.34138,4030.999844,430.681063,276.0353186,1383.112781,979.7605059,842.6584283
PPBP,221.6186644,4051.36641,107.4590596,62.62078558,45.13002246,554.4911576,1530.067153,53.27501943
ACP5,893.9598529,659.5616966,479.8998998,666.6608526,182.9371882,745.2228789,356.0719402,428.6187462
ARHGAP22,76.17725529,37.08104696,74.3311376,305.1846055,854.5264184,124.5394997,46.14439525,117.0213125
BEND5,775.9790518,164.7982102,249.8497964,248.3171132,126.5796231,129.4500858,200.2519297,108.7964182
TIMP3,22.36887858,20.49574351,23.25337973,342.916728,4815.961256,23.12961504,26.47554608,38.86776733
MFAP4,37.08104696,30.37798532,42.7639992,53.04103853,618.0990617,34.12017769,41.39718322,28.4550007
PKD2L2,71.86732677,58.85217487,67.38725187,22.55145541,23.46812222,62.79772706,129.2949663,42.6322027
CREB5,86.15832735,156.112353,26.62106152,101.5561528,122.4789893,602.8043492,2347.13887,42.01423458
EFEMP2,217.1134998,147.4699272,176.7618266,725.653207,3693.755436,240.8901809,291.2042904,191.8168647
FPR1,41.78773987,60.63456302,68.92977389,25.61980765,70.12974473,300.2652463,2354.977209,61.17074848
PAMR1,76.19801506,62.26846905,88.72179378,177.7244922,1556.85042,98.38784943,167.0220857,47.04997123
P2RY2,21.54349154,81.79678373,42.61897652,73.45835426,22.97990293,294.8736574,44.87426391,23.65373968
BCL7A,1083.848956,130.5050875,167.4623359,161.7783973,192.9818192,72.70808745,112.349221,69.13123437
RRP12,33.56161613,99.00854363,26.47554608,42.65824865,37.17331632,208.6992976,75.93247455,100.9987442
KIR2DL1,43.91701988,49.48743524,54.95496325,46.71736257,44.54700595,42.47270557,44.76677566,102.6814122
KLRB1,300.7416764,5812.875238,11509.03781,132.5315393,80.32129042,215.6456003,862.7743513,17345.40346
SP140,1331.637424,693.3920541,620.6733009,111.8177293,75.66360967,204.2620788,295.5072167,672.1225055
EMILIN1,11.2954762,31.76477316,11.90050479,48.66347176,848.8954123,21.04747867,13.01523991,11.8578607
CLC,517.9037419,363.786568,152.3948139,61.40521167,125.7565857,159.0114777,21456.70694,994.7818637
VEGFC,285.0274527,93.95057608,167.8335058,678.3461651,3535.84375,132.6403905,340.9417446,115.767291
CD3D,302.3012683,13035.70422,15611.38302,328.2916459,137.5046382,206.1098223,1161.826582,691.0144977
TMEM255A,125.1249448,51.05973035,94.26811044,67.0678128,41.70795377,145.7551248,68.59322872,89.12948423
ABCB4,853.9693111,42.37036871,18.69272126,19.86408592,34.30627766,27.62695138,58.54415225,54.04504801
KCNA3,461.8889028,664.2618192,594.0661438,58.81561893,51.60972555,203.289568,86.97234568,749.1767081
MS4A6A,689.8990828,1373.564737,250.5626822,671.5236838,147.7467111,11466.74918,1332.499543,150.1442852
CD70,244.5036311,333.8478638,201.1819665,129.608497,145.130056,155.7499371,224.6886184,192.3818294
CD28,97.08744618,848.8954123,348.073875,41.37363013,29.28504099,49.98886515,35.38191762,16.07730947
CEMP1,44.92718587,24.28209136,16.01567325,13.74877254,18.60909983,30.80935257,26.12401691,21.1930476
TXK,491.0676268,776.9320489,1096.302831,124.691949,68.92977389,123.7470625,302.9006142,2183.187411
RENBP,64.27761224,95.99067687,80.54845219,77.27326388,40.2143292,440.2154155,92.24381086,44.0786121
PTGIR,101.7561708,294.0309813,101.898153,77.99672904,281.5178117,734.453469,124.6058424,162.7788077
ANKRD55,493.0209093,596.6241359,229.5749742,167.776671,141.0095459,198.65118,653.2962988,133.4887046
TCF7,137.2273271,1198.952704,1817.754183,57.56269928,187.3693356,51.48374141,203.8421906,247.1728392
ICOS,18.40591326,1070.804821,327.6066268,15.39462658,11.700657,14.73672246,15.09802593,84.02539089
SIT1,559.4184423,1265.498533,1776.016712,119.1096878,86.85670616,120.7300356,207.2397944,128.8186739
PDK1,112.8033862,332.8934111,356.4815329,39.65965422,361.2130851,71.33714151,48.6043027,82.54780167
C5AR2,46.56816871,42.10422357,21.5146556,42.47270557,52.15966101,103.2891728,290.6197315,59.08811416
EPHA1,41.742831,32.12715814,34.21803144,24.9893575,25.02738987,44.22723677,56.7076122,41.37363013
TRIB2,1142.789772,924.809744,817.3768259,294.4274034,421.4603962,144.3340082,241.5270347,659.6634046
SERPINE2,1435.036748,572.1302742,486.0092164,1787.587327,25244.67187,265.1801707,931.5770972,992.9913287
CD80,1411.663148,304.607007,320.4940113,860.1507111,316.8660343,637.9304114,1402.22828,538.0035737
MAGEA11,45.15874986,34.68365945,33.03001097,52.18453241,35.40011113,31.2715599,58.09703665,26.12401691
TRAC,150.5838924,225.104923,288.5246224,38.52305255,32.48924328,64.70551338,161.7475,71.40799667
RAB27B,17.30178466,31.41397777,22.43209179,19.68606917,25.30968221,15.54756066,12.06470304,68.96560476
MMP12,846.3204208,124.0427198,130.3536077,218.9189889,230.8119349,146.6839751,681.1537773,153.4842478
CLEC2D,1567.88306,1341.244177,1700.80378,82.14937988,62.34872912,182.3631052,182.3631052,803.0883174
KCNG2,26.06050015,23.37452715,37.24825714,53.20088263,30.48074145,38.16749028,28.88048309,29.81136436
LAMP3,142.3766164,326.366796,247.6641383,284.6464311,19.79725451,608.9555376,307.2969168,1877.63709
CCR2,489.2474521,368.8096986,329.9491097,148.9131748,127.8125976,2607.604012,405.9170317,135.7836827
FAM65B,6158.704107,2620.242724,3078.870002,22.2042077,188.0908196,2372.23417,5930.434484,1792.935987
CCR3,233.6404093,111.0009414,102.2730473,259.3527998,76.87959247,145.8280572,3277.821373,200.4200809
ATP8B4,218.8686556,153.435224,125.1249448,160.1943056,69.52146203,396.0385443,182.7528323,1436.424696
CCR5,233.4679537,704.0848671,1298.144625,190.7830261,81.60091135,1049.5002,215.8247171,2162.328717
CLEC7A,320.2919042,828.0354526,146.0359025,197.426718,73.76557328,7749.234115,7368.943959,427.9222538
TRAV13-1,168.1997747,635.0604444,593.3151661,48.99927938,50.0184953,63.65304404,224.0849862,73.45835426
KRT18P50,34.96440041,19.92921211,28.39306737,25.33239752,26.9547831,43.5588906,22.61338829,13.74877254
TLR7,114.4694813,127.4092106,21.92992621,14.92800132,13.71510441,892.3291455,21.74532196,71.76805683
FGF2,66.78420921,22.12028003,30.60359544,146.6452698,1596.57184,30.81758522,46.95974195,15.75792273
ABCB9,23.46812222,31.17021895,52.37008798,51.27320627,49.26181327,37.64931815,42.02405797,25.58684959
KIAA0754,19.75080016,91.71803201,53.82451406,90.38208561,44.06059553,85.77313404,10.88370079,242.8050396
AMPD1,559.7754967,147.7467111,167.8541324,221.1157636,173.5774944,192.4948702,466.5274274,106.5205799
BACH2,5609.490479,1001.306476,1043.099925,364.3482598,111.3415975,99.07731832,313.5902102,760.8360375
GSTT1,24.87097855,53.44371944,56.90390766,101.1765112,321.4006175,48.00617723,36.6401375,31.2715599
LTA,23.20738361,1210.512959,95.25966638,27.82932565,21.64465938,28.28575843,29.83964275,4386.401925
LAT,52.8513523,2334.947171,2575.41878,106.8421002,61.4955512,228.140539,101.1765112,1174.448969
CAMP,48.83905036,251.9589052,63.90999199,45.29074745,43.91701988,84.96798616,2033.358425,2912.471196
GAS6,30.32177639,39.62179921,59.52926883,853.9693111,5224.213585,101.8342988,34.68365945,33.16104775
CD1E,47.02777234,45.39849588,63.92834071,31.5093444,25.77963366,107.3476475,53.20088263,36.34643972
FAP,217.6019608,38.74904354,34.61848828,47.04997123,2758.427348,46.88071455,222.8812454,45.09981375
HCK,471.4645185,2543.752755,191.1733578,81.79678373,96.46433333,9768.443194,17345.40346,672.6023716
MNDA,86.91262634,2169.359616,125.1816632,46.56816871,10.86746691,16680.06113,39072.57645,1416.538364
STEAP4,18.41929501,26.42628994,11.2611675,15.35182301,31.45802508,221.1528326,797.9583985,33.48377877
IL5RA,15.025643,19.77662771,13.85403209,7.717361022,10.53601292,17.96394206,194.8834989,15.10425309
GIPR,14.53306993,59.01335311,26.06050015,19.94564666,29.67172577,25.77963366,13.13098207,24.33274614
CXCL3,103.8392709,45.05385312,55.13151231,734.9171543,53.49896769,1458.464561,81.85982038,50.80063473
KIRREL,32.06367157,23.26620472,65.10502269,126.2646999,261.5090755,32.87969493,28.35050078,26.42628994
BTNL8,32.26320204,30.23915903,26.07172781,1016.774235,50.93571206,38.72665758,1930.76154,22.65236224
RASGRP3,1055.475432,56.54394253,35.59777468,300.1000804,50.72388176,26.53581611,20.92792722,154.6383206
TRAT1,26.80791884,1921.974982,1162.502639,58.73338588,17.24263741,44.87426391,59.49921102,81.95390479
GRAP2,23.04620727,393.5741131,456.956285,14.21055108,23.45872183,21.58697552,24.09262871,457.3485759
KYNU,61.40521167,28.08781974,12.22289613,4.958532787,13.92871711,88.2745257,12.22289613,19.65952324
GPR171,85.53663653,1784.13461,1314.581716,29.23627837,44.30571527,34.96440041,96.88302693,1322.730179
CD40,550.7916541,63.82027315,70.54229081,116.5917348,56.27748346,152.672354,31.74044203,152.8746678
ZNF165,18.0004929,31.15717203,6.786095347,8.042416793,6.217198549,7.187524805,6.919458707,10.28042016
TRAF4,208.004159,191.2434757,117.7655191,292.1891964,251.1206907,40.45815457,45.29805549,189.4030251
QPCT,42.21190687,305.1500503,53.78386782,207.0774317,378.1006561,1904.622162,4070.754903,117.3182561
ZAP70,34.98560447,2679.069259,3978.949554,50.35497495,39.88827533,78.36263731,107.2607021,4114.204195
PLA1A,60.23736876,18.66493659,32.3446,138.3576252,46.22474982,114.2205872,49.41022855,51.1570833
MEP1A,59.9012827,30.67179883,40.39728402,67.70764581,22.82486571,32.81558048,48.99927938,38.4995318
ZBP1,91.58013374,219.500466,271.9417943,20.91357377,38.98702561,63.90999199,256.7207341,564.7347511
PDCD1LG2,21.63294405,22.95940116,19.9190925,20.67237247,358.6010296,21.46387278,23.32880188,27.2214078
CD7,29.31166968,1758.150007,2334.947171,14.01158055,14.87316137,31.99025515,38.70196827,1524.183763
ARRB1,39.38476668,122.9533454,52.05008062,225.104923,46.1832888,572.8903654,88.85552073,285.0872995
PSG2,972.3736522,121.2539133,153.7858754,97.08744618,725.050065,178.7739971,430.3950524,115.1157006
GAL3ST4,294.7948991,409.4122512,557.9839496,198.5306914,447.2801936,145.8387485,371.2107128,106.8124434
PIK3IP1,3548.530116,3568.216876,5342.622014,429.0461276,387.7779922,738.8423883,785.0868664,1693.316005
GREM1,221.9326522,47.5356485,102.0252952,87.25009675,16608.17233,135.9956078,219.9484273,70.03948485
ALCAM,216.5781894,137.4604697,80.18567772,414.5008556,4557.826906,493.1578671,660.5493421,107.7552861
SIRPG,208.0762517,1077.106323,1983.928304,216.5781894,114.0047735,168.2567399,275.8194918,181.8493251
PTPRG,40.55844816,14.28268468,9.704532475,565.4735546,650.8008699,15.12990663,153.858441,11.82480849
NCF2,291.6310083,1995.166486,144.047291,43.20753663,178.4488211,20357.04181,32360.26297,718.9977161
PDCD1,190.1555133,252.3540735,260.2923303,190.4753886,221.1528326,247.4148634,325.4738447,170.8156428
GNG7,1196.823414,279.4097625,219.974442,75.05171873,124.654062,198.1059188,716.514714,91.78408634
CD38,401.1169793,412.4368465,538.5662293,140.4680055,154.0551215,235.0702887,271.5515255,3417.194585
ST3GAL6,19.35008956,8.325286403,9.377914931,26.04067236,17.03345309,35.96838957,30.09030434,11.61082331
FCGR2B,3065.529161,199.9163747,95.42238848,140.0930592,70.1575119,633.3698679,1257.262288,269.8151465
FZD2,71.72781633,249.7772093,41.27895171,167.9759412,1238.861879,663.3005442,43.36463091,41.05192185
TPM1,49.77477625,45.85109131,40.7930529,64.78985565,2081.488923,25.91617355,98.23069773,32.76472946
MMP3,499.8820228,117.2812616,135.0179669,213.3072373,5399.535787,117.5937493,486.2610615,96.41478224
GZMK,350.7877282,3125.781185,10034.35998,103.6377724,145.6427628,143.7720237,747.7301481,1997.303396
FAM198B,44.39160155,54.89936072,12.06470304,2502.614969,158.3014576,1020.204811,16.93184933,45.15874986
FCRL2,4977.733711,203.7661029,148.4381902,234.8811405,91.7515276,199.370305,286.7217255,113.3249312
CR2,2040.796544,172.6020711,413.9991267,40.87206098,27.96622816,80.36686041,43.83789465,84.15615615
COL8A2,49.27052487,54.33639963,26.87848644,79.73792891,545.5260144,213.570333,44.20438471,31.74044203
PTPRCAP,5418.437322,4185.110703,5790.059292,45.09981375,38.06898637,98.80356391,197.271724,3597.775248
IL4,20.61791218,69.35352251,16.37677516,28.097248,14.66544765,15.07225801,24.38176394,24.60664862
HPSE,60.97282383,481.1562587,176.1730116,114.1741827,120.924213,1570.113247,1080.062089,146.15843
IL1A,471.1423884,130.6295586,145.9413747,167.8335058,102.0459755,172.0186925,435.5441154,221.5460992
CXCL10,1058.204387,385.5588957,270.0564188,366.5815033,249.7772093,833.0057025,841.1600914,7368.943959
VPREB3,4340.953446,291.2352188,104.1169148,103.9380965,108.3762517,165.3918632,150.033952,106.0122558
GYPE,88.17791699,33.99653359,62.08172527,43.18653096,59.76349023,28.2277667,94.63848732,46.26066113
CD19,7277.051894,307.5895341,200.5029705,102.0252952,121.7051906,206.6853429,285.3148117,106.1078113
CD6,37.84917783,1602.188644,1359.681719,35.00548876,44.97527109,45.65226023,48.70093521,272.6083591
SIGLEC1,39.49383967,99.04810852,28.2277667,25.95154464,28.59032634,304.9648015,49.52703266,24.69741934
SMPDL3B,7.097757826,9.034096956,8.636714414,10.65812546,8.276090863,10.29557084,10.11113282,17.840985
PRR5L,200.5731514,279.2988369,367.7785233,132.962812,220.3502589,148.1991148,269.004361,1193.961566
MAST1,20.26000754,15.05325753,17.46577141,18.40591326,29.24402586,20.47330109,42.89004829,18.50029755
GALR1,6.360066692,18.1390178,8.864734469,8.094863049,11.83680874,9.771397579,10.75632299,11.68911782
NPAS1,25.47076925,22.68759086,29.74366228,16.92256047,101.1012531,19.56356698,40.05575575,13.98035564
ADRB2,694.7064955,599.4084963,1112.659464,683.4225264,348.9137821,867.0136378,822.640498,2428.298456
CD1A,2158.404278,287.5059208,340.7972816,752.1428222,282.9230157,486.5836585,1150.981481,279.4097625
HPGDS,350.1903743,183.6766773,172.4856263,307.9086263,85.28225246,114.8099958,404.4523944,268.3471316
ZNF135,73.70013611,21.48880719,61.02604964,34.55035957,56.7076122,13.84522841,11.15382978,87.00781782
MYLK,58.51720432,239.233058,74.22676352,371.3289304,3305.811359,70.6151735,50.30063305,42.80680967
DCSTAMP,232.6528464,98.53600821,143.5639368,447.2801936,112.939601,195.599509,571.8702572,173.0204929
CDC25A,24.77535603,100.5337628,18.67442614,64.6203249,141.2317977,19.53252397,20.13868202,148.9475279
HLA-DQA1,324.0400234,185.7041098,94.73787117,27.53719704,19.23963273,125.972076,54.69179075,35.70410522
RGS1,7.96304885,79.23791423,47.1739834,4.646145584,4.777161331,16.92256047,9.927790673,49.26181327
LILRA4,158.8281341,259.7532069,55.01230102,92.63657379,50.63809322,189.5886001,257.2957049,65.27707165
BRAF,1237.466668,247.1728392,285.1746113,834.3025376,244.4556254,361.6854987,894.3383836,301.0200441
FASLG,502.3921267,362.380227,276.3306823,104.4222413,148.5911319,163.4159005,482.9047307,2780.166926
PGLYRP1,46.1073873,56.56906847,21.04747867,38.98702561,20.61015665,26.27324465,1463.154635,481.1562587
KRT19,11.53357537,8.243487205,9.134496649,59.7241514,1095.704158,10.28042016,12.18796356,20.81308008
FCGR3B,293.2339112,385.8298319,536.7775855,74.35455868,45.29074745,994.0737896,26344.22135,1645.009827
CD1C,1174.448969,414.1405088,56.92176263,35.69674247,31.39363429,704.0848671,327.8068137,72.14125951
WNT7A,35.67348299,171.5637807,204.4913721,101.2125843,97.00716909,144.4123993,48.0414201,26.63683586
TENM3,38.21879038,44.22723677,24.87906008,89.75143284,971.6206603,35.00548876,63.69058038,23.24830992
MANEA,17.66047236,237.3723375,115.4338853,91.91826277,188.3410775,108.2299133,5.446345783,227.4498317
GFI1,49.21227519,395.6737821,439.6675043,60.28294338,30.6834813,40.65200352,52.26434161,647.2098492
CCL1,17.56830604,34.51030749,19.56356698,34.79330659,18.57932573,301.8521844,17.66047236,364.2938807
COL1A2,238.1412963,60.8789385,51.6936318,750.5497163,24801.92037,75.12747085,211.353006,66.00639189
MAN1A1,364.0679028,348.6241937,399.9713957,401.3738758,518.4936374,368.8096986,821.7743227,478.2041692
SOCS1,24.63522777,26.91274167,62.59741359,18.86485502,27.06514124,24.61520967,19.87526003,45.69914497
ITGBL1,21.10573231,11.17604814,13.44871586,29.58549452,1867.799809,11.24782772,63.49641327,12.22289613
TNFRSF12A,286.7217255,173.2414886,240.5355058,865.6394565,7266.876248,347.9884144,879.9065863,358.6010296
AQP9,39.88827533,243.1129411,27.3847194,118.8378728,22.39484059,3675.523963,23213.15303,491.3259865
MFAP5,5.161663178,2.353971288,4.958532787,9.377914931,2175.884583,8.360241617,5.161663178,12.10214664
GPC4,197.0832893,74.02579179,75.01318119,285.754933,203.289568,102.4735062,186.5307388,80.06179255
CD5,347.9884144,1376.153633,1211.859917,959.5766094,244.854933,287.0646971,277.2824265,279.5419568
FAM124B,38.51200605,42.35295563,27.20485891,1967.285876,21.6654772,51.2631256,46.34645946,39.00718444
PTGER2,76.04319878,2024.364751,2519.280766,48.82663816,570.6107536,1559.413831,219.0344407,5790.059292
S1PR5,15.92812615,58.37634099,131.7187544,12.22289613,14.95224304,14.65684458,17.59244087,676.1354666
IDO1,264.4427491,339.3976994,371.1153725,403.9483338,206.1098223,1481.709285,838.4634871,3343.174867
FAM174B,179.6487802,130.2998823,149.7234042,550.2090484,132.7087695,83.32610482,171.0204823,60.47832934
LUM,12.38129096,4.344984109,5.034327989,72.22617677,3125.781185,17.67155225,12.21275749,3.930001115
IFNA10,1353.741456,136.3283367,178.7113416,471.3137147,137.1569746,181.8493251,794.2381536,167.4965786
EMR1,452.2585944,659.890944,290.0866509,718.4332173,204.6465056,1977.481641,1712.93616,806.9240191
TMEM158,46.1938128,78.55534272,26.27324465,193.9219469,4476.775156,102.0459755,52.62494083,49.54291708
TREM2,38.38328482,28.88048309,39.34189991,130.5411198,49.52703266,55.686305,95.44659361,28.41624144
CSF1,19.70247212,64.20378107,27.84480782,38.11602354,72.85227356,75.50130433,24.14283518,30.55573085
BCL2A1,233.7908539,1264.207743,960.1835928,144.4123993,44.67795301,3589.045485,12508.58384,1382.240559
PPP1R3C,72.50887094,133.1643213,212.3583874,199.2154012,3803.470314,141.7584237,95.99067687,115.5238519
CRYBB1,18.30218832,14.80442833,17.69858066,23.70396654,20.23531488,18.53873061,16.92256047,15.81941471
RSAD2,372.6165533,260.481237,288.2538925,68.77782466,58.71695081,969.4543487,870.2918498,4246.110778
ATXN8OS,252.4082988,101.1765112,197.271724,376.9061986,143.3968409,117.731758,267.348387,149.7234042
VNN2,519.5871796,596.5115286,573.3691828,28.78753746,16.56085487,3842.750058,27045.778,676.7772042
HK3,27.44797626,815.0743794,41.9508087,34.7847462,35.85352946,4871.879436,1430.188687,362.9980262
TRPM6,188.8508899,108.037199,81.06343733,582.100954,48.68168352,158.465141,433.7226232,121.1394291
CXCR6,127.1697037,461.8889028,373.728953,55.39105041,51.4082486,82.44571282,85.53663653,217.9406091
MGAM,16.46702293,39.75480954,8.734062642,9.927790673,9.0674915,263.5409404,5969.142608,473.6946598
UGT2B17,63.50737536,20.58298182,10.86746691,18.71111377,12.17022881,12.97483452,48.00617723,14.56137448
CRLF1,15.68850052,22.3167996,19.62061694,31.70097666,587.4535739,18.50029755,25.25759302,18.1594287
P2RY10,569.567179,383.7964995,347.9884144,104.6927213,51.27320627,74.91353507,651.0670537,244.2179612
NLRP3,13.28839962,13.48687009,11.91816735,16.07730947,9.874840253,348.98872,16.4777816,22.40885206
SAMSN1,277.9509084,2115.303841,1126.509921,146.4781296,21.23828899,2511.39588,1709.911834,3675.523963
CLIC2,15.99084757,67.27635406,15.85964094,298.6375902,33.95263303,223.2207341,19.04461195,112.1919346
FRMD8,91.68206995,104.9726741,107.0257921,137.3631208,145.698926,172.2649157,174.0175524,114.6615578
C1S,49.41022855,23.57876,37.51490547,237.7330851,2464.202515,37.70247073,51.77772791,45.94774719
LRMP,1471.122688,623.6090291,687.1537255,22.78312965,26.11703422,1158.228888,3647.344725,737.8822641
RGS13,88.85552073,21.9791653,34.36292035,76.61039982,21.98991711,30.62630339,53.94138182,55.27730843
IRF8,10843.04716,1533.84092,630.370947,814.3027081,173.0702306,3302.241029,580.5514926,3756.949477
COPZ2,140.6785722,108.2556008,88.40697161,173.6959622,2480.102153,121.8674477,133.2617727,283.8448215
KLRC3,54.57992463,222.8812454,1042.674874,24.30270733,25.72184971,38.35840604,50.65449814,1802.867957
ISLR,212.552572,144.5502684,161.9506005,166.672351,2676.543111,137.1569746,304.1300388,119.4236917
APOL6,846.6880649,510.0810714,425.8723474,222.4895355,241.3178907,560.1098664,1035.515542,1559.413831
VNN3,70.51909211,60.61298536,34.07277382,50.73577952,61.95881187,347.8745021,2522.628472,56.30094673
HTR2B,22.87425151,29.13201713,41.92410933,410.268628,35.22253784,37.56641666,20.22642524,53.57045375
ZNF324,51.20117228,195.8745445,66.80717155,69.39921521,68.1678089,57.07989611,52.80544741,69.59702878
STAP1,5018.153328,320.7087025,168.6658085,88.2745257,34.59927185,53.22078243,96.51078029,731.5673475
TNFRSF4,58.76595498,114.2205872,43.58100237,34.98560447,28.48593002,46.3187598,85.77313404,78.03112383
MYL9,16.87312942,154.1974092,20.58298182,321.8718082,9345.800576,21.18297627,16.52337553,16.55010832
ADAMTS3,238.5711956,70.24400605,84.02539089,148.6577756,142.2561237,87.92350853,239.940049,78.27275095
MEFV,3243.37038,317.6802762,125.7859735,488.7850465,221.473013,595.6543277,3542.01219,167.8541324
CD69,9842.988345,3510.247379,4826.309294,87.33684881,49.57686606,130.5411198,483.1605638,6137.471873
CCL13,64.36118461,33.37251269,43.02266872,82.34694854,34.04164575,43.81443487,76.81980643,54.65036084
DEPDC5,46.94454091,167.1674338,87.12770261,39.9011689,42.72155644,104.130041,42.16053458,185.3366831
CXCR1,127.9373225,62.57000453,79.07168677,85.28225246,46.76635954,51.60972555,10034.35998,348.4865582
SMPD3,97.16162165,100.4017851,116.8474713,151.7989241,49.74149496,79.36421173,781.6412666,231.0750944
SNAI2,156.3950978,59.10551989,75.23428194,148.9475279,3748.312817,55.01230102,147.0076082,41.88750859
BRSK2,20.48929836,25.43531629,17.59244087,36.42487421,53.39612387,20.55354363,13.65271255,23.08073274
LAG3,328.4716649,534.3162177,679.0226641,39.91645125,34.98560447,44.29585039,129.2052023,370.2394627
REPS2,62.62078558,91.22686821,37.49175862,38.96005382,37.83134782,203.4254606,1888.856044,44.5935205
APOL3,328.1110587,1471.122688,1595.04199,525.6914667,240.12965,1401.328163,156.112353,1348.93275
CCL4,153.7858754,3359.668417,1440.286916,468.7680257,47.6179378,3768.516587,1251.874423,28932.81701
CRISP3,42.51281066,29.37032987,17.10908049,25.78861892,14.44114563,12.93547484,60.55976336,554.8326417
FFAR2,26.53581611,53.45449206,25.43531629,31.60432795,33.39913284,184.072154,5134.061663,307.2969168
BST1,33.39913284,193.9219469,44.72275206,70.84379645,664.485476,2121.7783,2078.900587,135.511632
CST7,109.4967902,3554.583043,4945.814586,224.7461676,60.48438683,241.2495325,3642.544458,10900.61888
BANK1,9268.135833,336.1413804,89.65320608,22.25359541,32.89632438,161.4426193,112.0009901,72.79273748
BHLHE41,87.64468087,67.24933012,48.51210428,40.6670007,478.2041692,202.5557226,58.60956862,39.26770715
C1orf54,320.4940113,411.1572223,435.9721781,3265.457863,490.8810521,635.4437379,340.3416283,236.2512915
HOXA1,26.72479908,36.10318231,25.76545401,57.30428473,132.5946314,22.37402828,21.25304626,32.12715814
SLC2A6,281.4561731,448.3703549,118.6821825,321.3041505,291.0622235,1088.171204,45.91896989,349.5763626
P2RY13,51.43760801,415.869211,15.71859219,59.18478307,17.89911808,3729.322944,10548.83676,145.9849188
CCR6,624.3768184,381.926413,320.1377528,51.05973035,61.02604964,51.96816079,79.461369,165.0624774
PMCH,32.31892364,92.82433526,18.31971913,45.69914497,34.82603058,22.18252795,29.53508035,21.38492319
TNFSF14,23.292049,277.4088548,175.5637877,17.00631124,21.5764686,128.6460944,898.9765988,2044.18863
DUSP2,68.07846324,2256.016009,4619.699754,46.65725014,155.0636174,621.0123265,66.7098192,742.4555037
CDH12,140.3947016,29.43480551,31.84514097,132.0610483,38.36929701,48.59253175,114.0937157,44.36904937
UPK3A,27.96622816,47.55874135,19.42533924,32.84213935,21.29480893,248.6429225,34.70122174,18.24607742
GPNMB,334.0890818,108.9148642,122.4306365,259.4544478,5461.628454,309.1811063,229.9257008,110.7485804
RNASE2,316.3203255,528.9530743,442.1329916,174.6384609,151.3535835,4490.821988,3474.511015,1228.334263
