,Lin-_1,Lin-_2,MNC_1,MNC_2
220367_s_at,325.5574496,316.1591295,303.7991375,326.4844035
220368_s_at,143.7055328,134.9539249,155.5405372,180.2084856
220369_at,111.1180287,110.8927283,132.1891249,143.2581581
220370_s_at,318.6466335,316.4430195,242.7110557,230.2140174
220371_s_at,146.5009151,153.1436966,537.4259432,479.2507462
220372_at,32.87082105,30.95163709,24.93103582,27.66073999
220373_at,12.62223802,14.1048509,13.2792753,13.05277238
220374_at,29.63067187,25.93846255,20.43940039,25.74805945
220375_s_at,121.4028659,146.9472263,114.8136789,109.3485035
220376_at,27.27348962,26.27501378,21.11067135,21.99038132
220377_at,2278.305867,2084.024617,246.4423082,278.6347228
220378_at,55.35859487,40.1838439,24.96949415,26.45720038
220379_at,16.37832435,15.08211167,15.38170276,15.1615637
220380_at,14.18292183,15.72181885,14.33367333,16.37190704
220381_at,23.2935851,24.29327259,21.53784036,23.48147504
220382_s_at,16.17865795,20.95166949,16.10479462,22.21640878
220383_at,21.18348605,19.30776325,21.29572487,22.11503054
220384_at,498.0561556,491.0185845,1312.48032,1111.937039
220385_at,50.2337903,47.72142575,55.51178894,53.13991544
220386_s_at,77.61788243,90.02101192,160.8787702,182.1118459
220387_s_at,243.5096902,250.3555988,120.6971055,132.3307713
220388_at,28.29195803,36.13323052,34.74998691,35.824414
220389_at,23.71591406,26.41560303,18.2723824,20.93172615
220390_at,42.81220647,40.05895773,72.03218381,71.25549611
220391_at,180.8815036,180.2108754,168.8246832,196.726067
220392_at,37.29726065,35.83044369,34.79131184,40.70387491
220393_at,22.66418784,19.00560678,34.27296543,36.7803347
220394_at,28.05184074,27.29205826,22.7723983,22.6910375
220395_at,54.83823712,57.24301484,62.61429211,70.33974573
220396_at,151.4516008,146.8749089,143.2116592,164.7846879
220397_at,212.4918276,219.2771348,124.22566,108.2768903
220398_at,46.27741776,41.60108449,46.0785173,33.30905312
220399_at,181.8672191,195.8279798,149.3545568,184.1786304
220400_at,32.03356072,36.93424789,34.41604115,49.40295932
220401_at,40.16066938,24.82950458,29.94452903,33.13576418
220402_at,19.40272854,11.84480218,12.01224466,12.73764145
220403_s_at,58.94350753,56.02353753,48.23322574,43.87151448
220404_at,109.511927,101.8082749,1692.355149,1513.612782
220405_at,12.03215065,11.13098759,10.20387937,11.91835897
220406_at,61.208766,77.8146464,102.9937074,65.43463293
220407_s_at,16.35036077,20.20688416,13.14648873,22.04031936
220408_x_at,1212.553624,1141.734767,1297.510131,1283.290551
220409_at,53.86134693,50.76566274,38.240264,46.11061593
220410_s_at,99.67025231,102.3846174,76.62841533,67.41666538
220411_x_at,78.43071903,82.21032946,86.08948724,81.75089169
220412_x_at,64.2572292,77.88686323,70.04154188,71.54931814
220413_at,11.63394382,15.52081167,15.23063928,16.07719233
220414_at,55.7161707,61.75507873,55.61264991,57.75572831
220415_at,11.66009736,13.46732356,10.18447575,13.87662383
220416_at,85.31026569,101.0227246,365.5189991,347.4341722
220417_s_at,623.8195431,576.018286,349.6881104,367.4396896
220418_at,163.861949,146.3706514,267.2411097,276.0165131
220419_s_at,930.596448,915.5771034,1405.823611,1241.705683
220420_at,19.73859838,24.34542807,24.30762255,25.32642149
220421_at,34.73303691,32.623238,797.4698909,789.7853092
220422_at,15.09436272,15.51987412,13.9218676,17.02968649
220423_at,32.46708594,27.59129697,31.72314853,38.77482192
220424_at,16.96941152,19.31829164,16.5553823,18.31011438
220425_x_at,34.36978557,31.45202803,33.68174725,32.30125799
220426_at,108.5671774,114.3529848,110.7572429,114.1286468
220427_at,69.3974339,71.07135166,83.18251536,74.76907074
220428_at,16.14540445,14.39627924,16.10874088,17.00714598
220429_at,32.21078372,22.96713555,22.95568846,23.02796421
220430_at,33.83905046,38.99053255,39.43395499,38.77609066
220431_at,22.54905227,24.26265326,26.49716062,22.95240364
220432_s_at,15.5483394,16.26627804,13.32309502,12.41126486
220433_at,49.0890407,50.59729397,46.05454815,48.24590085
220434_at,26.23192469,35.68796163,35.90615237,39.52384753
220435_at,13.31413746,12.38936203,13.80176465,13.04182479
220436_at,17.60302868,16.82226284,25.71548383,47.39594576
220437_at,62.1491288,66.17030234,69.98924213,58.93865278
220438_at,38.96875917,37.23242338,40.39310652,41.39131413
220439_at,123.6232715,124.3854899,156.7362354,174.866535
220440_at,13.79666602,11.01730372,14.97945812,13.19624974
220441_at,18.88054296,19.58815617,22.25097086,24.41239474
220442_at,16.36055124,15.93921372,24.70171003,21.26217486
220443_s_at,69.63270912,61.52097206,84.80617916,64.40697062
220444_at,71.74543886,99.35859421,132.3518677,141.3244765
220445_s_at,38.39623851,34.12456003,35.5935993,39.85506398
220446_s_at,23.88747105,28.71151109,23.91206003,19.04072227
220447_at,14.83286134,17.94303449,15.41273984,17.41296914
220448_at,42.38560936,51.99113527,40.976254,45.5002252
220449_at,52.07177677,39.35878552,86.27392244,76.78076694
220450_at,106.6415982,114.3953168,32.88255301,27.48004434
220451_s_at,100.2948953,106.7246899,152.3277362,119.668931
220452_x_at,154.0102586,170.9521936,177.4779996,158.3025953
220453_at,55.31462326,69.87552888,63.22412829,67.3572368
220454_s_at,33.69374713,33.04629267,27.83661758,37.2460338
220455_at,113.9905157,98.05479523,119.1891874,103.2327091
220456_at,46.87162655,45.18184471,41.59439295,46.37666947
220457_at,27.0061891,31.27321791,31.86833557,27.43719556
220458_at,24.28181527,19.65510377,16.13089156,25.90164789
220459_at,223.1622265,231.6694784,85.09103115,88.3919906
220460_at,12.74608797,11.11004565,10.11944354,12.40138185
220461_at,12.40426536,13.25075413,9.910419961,13.93901748
220462_at,14.74223845,13.27971374,14.60431924,14.31628872
220463_at,17.38055841,14.2492942,14.79779369,13.92008581
220464_at,63.54957745,71.83582447,71.00339785,59.34715661
220465_at,158.0108089,155.1550139,106.8501366,118.052078
220466_at,90.74896579,86.79042976,47.16690161,56.5420431
220467_at,81.7851207,107.0900099,164.5212306,177.7961752
220468_at,15.01286363,13.2517031,10.71778322,14.68551748
220469_at,43.32928271,46.78534551,43.39491526,47.70637945
220470_at,82.82700168,93.62270812,83.39313681,91.95031958
220471_s_at,154.59894,144.8000523,42.52890206,60.15636325
220472_at,83.95492357,77.34794001,55.04638552,72.14172965
220473_s_at,65.7991501,74.21653188,44.53430716,58.85794586
220474_at,42.60977444,38.08060441,14.29074004,14.00500215
220475_at,38.11691876,31.84582724,50.92319734,53.25116587
220476_s_at,121.5241649,129.7759727,139.3745894,170.0398065
220477_s_at,316.5278356,343.0177334,260.0650821,282.280464
220478_at,33.46219361,38.06686399,43.50751044,35.80546241
220479_at,19.47663886,14.67051076,11.15573901,18.64437735
220480_at,34.83217435,44.01695774,41.15741904,42.78433487
220481_at,35.19664609,36.89293298,34.90435372,42.90574303
220482_s_at,270.4743361,285.7839515,174.2334574,204.4889195
220483_s_at,102.675075,103.9221832,176.7935302,181.5801291
220484_at,12.19644124,12.60717241,18.82170811,12.7885747
220485_s_at,124.077357,130.846183,878.0309301,821.8449057
220486_x_at,1071.926094,1138.448389,873.5195494,803.8667038
220487_at,26.11779002,34.14532447,34.06319832,35.98421002
220488_s_at,123.3495485,114.4649139,125.929363,136.7357006
220489_s_at,89.67280066,76.41566355,85.59067298,88.38674251
220490_at,34.68835755,29.7838243,37.73233366,31.65202615
220491_at,133.8170421,119.6322143,84.06852246,97.27347667
220492_s_at,20.66344537,25.7813351,24.59003121,24.93936258
220493_at,13.42258241,10.97350961,12.38494108,12.93838011
220494_s_at,317.7066556,344.6552986,400.5184247,426.9395181
220495_s_at,395.576374,385.0734666,408.6960928,428.9036925
220496_at,5468.014441,5184.243295,2754.995594,2447.239756
220497_at,11.65896451,11.57933007,9.710551281,10.84202838
220498_at,56.10240693,55.6518532,59.497715,65.72405228
220499_at,32.10732784,42.29498588,30.14996542,36.46607137
220500_s_at,201.2013471,197.8918978,144.2058878,169.8108995
220501_at,19.14650959,24.74507522,29.80061327,23.75411444
220502_s_at,12.5642051,13.15750282,11.04288657,14.64697251
220503_at,13.19570015,10.32046372,9.270563101,11.28759513
220504_at,14.50261595,10.57301782,11.79742995,12.29423249
220505_at,18.27803818,20.59954391,19.28105072,20.37105401
220506_at,49.01050831,47.65503929,44.69911862,46.12664759
220507_s_at,73.39477059,78.68678091,180.4264364,176.6133752
220508_at,21.01987699,25.996357,25.79885846,24.68735347
220509_at,15.17119069,15.77568275,14.67694261,17.5967278
220510_at,61.54148121,58.64024024,52.70561933,60.70402659
220511_s_at,38.72765595,36.09637407,39.55326385,28.69699988
220512_at,25.5242389,24.20783695,21.9975658,21.8401999
220513_at,49.91281821,35.60903871,28.51025494,23.44052842
220514_at,39.98368923,38.30018428,41.69040998,38.65004988
220515_at,19.48990473,17.84617626,20.99461932,18.92416409
220516_at,106.0989995,98.44027629,70.48975027,57.15373565
220517_at,31.13841396,24.46648293,24.16230127,34.39440027
220518_at,13.82585584,13.34869451,12.98187728,15.20717458
220519_s_at,47.72871814,36.17697973,124.0856916,115.6124117
220520_s_at,184.0748857,216.6607802,50.53860605,61.06583336
220521_s_at,34.32904718,38.82702407,43.09516134,48.99900474
220522_at,33.90603611,35.30152861,37.90896704,50.69334606
220523_at,28.57921352,29.54899488,24.50459327,26.03652094
220524_at,16.5910818,15.05649704,16.28299342,18.52084979
220525_s_at,5275.36749,4949.551556,4359.108439,3914.943165
220526_s_at,3566.417205,3247.733938,2455.897079,2191.226814
220527_at,138.4014218,136.9858046,162.4691995,156.1243002
220528_at,35.0519865,49.63660491,2022.051272,1735.745054
220529_at,234.2690763,246.6874925,129.2543097,141.7787067
220530_at,14.27462464,18.57128447,12.91245834,16.6706407
220531_at,39.23700881,35.31562482,37.33909772,31.15545338
220532_s_at,59.21243905,60.12430533,950.3101275,928.3140586
220533_at,23.62590727,23.70707751,25.05738488,26.59315613
220534_at,14.95206834,12.80994879,17.92663793,16.66421374
220535_at,73.26020765,67.9591185,58.5221322,67.29494805
220536_at,62.85227654,79.29652221,74.1557459,86.27799034
220537_at,16.09545892,12.95268252,11.70155492,13.82750053
220538_at,101.4651585,110.8217841,114.6270054,116.1782561
220539_at,42.33698786,27.26913074,38.01171603,30.53219841
220540_at,14.06357735,13.0887899,13.12068537,15.91208675
220541_at,26.0563811,27.22706802,22.4747734,25.14292032
220542_s_at,36.89309753,30.53059498,36.71040673,31.03783505
220543_at,44.50405328,36.02648745,35.10288904,41.51855988
220544_at,85.49105774,87.13769885,109.4648252,97.36954989
220545_s_at,75.01518094,55.56210827,81.61323875,73.12190851
220546_at,233.0485632,249.9453172,298.5053559,301.8592078
220547_s_at,1966.687265,1829.026135,1028.740509,960.5692931
220548_at,30.62556224,34.544189,44.05312496,31.73957429
220549_at,32.90784629,32.12937138,27.77590746,31.91417213
220550_at,19.96517644,21.95409232,15.67783791,15.41094922
220551_at,17.24637018,15.85175335,14.71888551,18.36166818
220552_at,12.50608873,11.81312896,11.9500313,13.50953226
220553_s_at,114.2525249,120.9297698,89.78265137,109.7412876
220554_at,55.61559983,62.57086938,65.44266636,56.47066538
220555_s_at,33.13220255,32.9922636,35.59329906,29.89759426
220556_at,16.97105781,14.77331943,14.56946187,17.30738725
220557_s_at,94.65576405,95.66251243,112.8290808,123.8204903
220558_x_at,780.428985,746.1249044,496.2204705,489.0868541
220559_at,14.48277655,10.62568488,11.42031234,12.04538552
220560_at,1671.304186,1607.338427,1652.686024,1523.893113
220561_at,47.42868508,55.98529618,54.582414,52.86591968
220562_at,86.95800439,100.8914915,99.41016157,97.27564388
220563_s_at,31.19866511,31.6978092,34.68812979,32.3022749
220564_at,48.51897779,45.95387964,43.79643876,51.81352178
220565_at,45.98470798,45.38350918,37.32365962,41.50160611
220566_at,76.93839951,72.2984879,309.963842,323.2921191
220567_at,24.99618897,26.55377441,31.9182481,30.26729726
220568_at,17.61573767,17.39432495,11.47788091,11.24730661
220569_at,22.22398455,27.12191346,42.56999612,42.41034783
220570_at,119.5693149,135.3383086,915.5797257,774.3762986
220571_at,36.51506447,38.19272832,32.47648078,27.12529206
220572_at,102.3933217,96.94974307,79.7371659,88.8665177
220573_at,48.23882928,52.25424943,61.8024407,43.90791089
220574_at,17.69992976,17.51195873,18.03524137,17.95659797
220575_at,46.90136767,43.43631414,45.22143347,40.41023408
220576_at,92.14164117,85.59597922,50.24920754,67.64358253
220577_at,104.5031226,103.0929014,374.6521587,407.9052238
220578_at,38.04000524,38.49864758,142.3297192,156.7424448
220579_at,44.15401618,48.93626413,47.9884574,47.38818577
220580_at,24.88926667,27.91535362,21.01865483,23.6252343
220581_at,27.25080712,27.31146737,55.48440618,52.97820864
220582_at,83.00514094,63.45003794,128.0050403,141.6247098
220583_at,48.90271095,52.43811779,56.77961909,55.8783503
220584_at,52.83044809,53.51505455,49.53355263,51.72094917
220585_at,29.27314785,28.42000328,26.80051781,34.86555751
220586_at,15.90293634,17.33529765,13.24737815,15.85743745
220587_s_at,233.318313,206.4046569,137.225955,138.3373495
220588_at,54.64046998,69.90271577,54.79085411,50.27350413
220589_s_at,119.3769159,130.1747645,110.3077847,121.0278596
220590_at,108.5729324,112.3655514,104.5232515,109.6846485
220591_s_at,299.2606863,273.6676933,160.7270063,171.1606314
220592_at,25.31681586,28.16153591,24.54956326,24.52069428
220593_s_at,115.8802613,107.3228444,107.1114633,110.2610895
220594_at,34.23687527,34.4651079,29.89014003,32.24845349
220595_at,12.37675155,10.41818936,8.738503015,11.51621126
220596_at,42.84208244,41.18097346,33.7357431,38.59110153
220597_s_at,2111.385136,1879.216062,1216.143534,1087.912362
220598_at,40.30853656,49.4416957,53.91543193,51.27178734
220599_s_at,36.48362305,41.82910935,36.32318201,39.0299762
220600_at,72.1479599,65.86788895,56.10876389,69.6052717
220601_at,27.55481979,22.80148807,31.75541469,35.19205982
220602_s_at,238.9828697,194.2690353,225.7783291,148.2955111
220603_s_at,345.8162408,377.2289789,1255.892478,1096.091007
220604_x_at,74.77301427,83.53900473,72.76557062,83.06047077
220605_s_at,294.9530886,286.1555495,390.2294587,372.8933961
220606_s_at,494.072043,481.3266418,299.6209357,323.9627166
220607_x_at,1487.207997,1477.443673,964.6045312,969.436866
220608_s_at,232.8827611,253.5415277,345.1608969,332.0755614
220609_at,103.5059932,106.3235712,120.872445,125.2996637
220610_s_at,476.7892095,460.5478426,538.3746009,590.4613795
220611_at,18.87607755,17.67632185,21.45873383,16.44591717
220612_at,68.49337653,59.98318952,40.61940891,47.88804639
220613_s_at,20.65370535,17.71233381,57.36167212,64.70810569
220614_s_at,17.71862177,13.26428409,13.03503771,14.81964592
220615_s_at,359.9400864,202.9454077,473.910919,443.8276406
220616_at,161.180203,165.2736962,169.6568725,159.8643424
220617_s_at,73.85516795,68.49136737,40.15217111,52.33069403
220618_s_at,181.4658018,172.2901696,167.5069126,168.0039612
220619_at,18.88966588,24.77479629,26.79403134,28.24115505
220620_at,20.86657052,21.28624668,19.77787653,19.61606359
220621_at,16.85913742,19.5365661,22.34750534,19.68488075
220622_at,13.83261785,11.39502482,10.80567437,13.41029779
220623_s_at,51.72219264,45.97830658,33.22624872,35.61044857
220624_s_at,47.41094152,36.18705974,42.5515524,41.88465325
220625_s_at,24.29882294,20.33043064,23.48687176,24.38379792
220626_at,17.86941232,16.48837968,15.38100118,18.10803602
220627_at,36.32194366,36.62617961,38.85113609,37.72790917
220628_s_at,47.17785368,57.23840057,52.75647834,57.61487254
220629_at,55.13464791,55.73618964,77.16165359,69.78631465
220630_s_at,29.81516921,32.01913684,33.5359713,38.03474485
220631_at,191.1175871,212.5450389,153.4409213,158.466668
220632_s_at,104.7436759,117.3914408,94.06491378,91.82630304
220633_s_at,476.3340006,419.1091769,455.0862297,453.6342555
220634_at,38.59246971,42.04161347,44.98001342,39.69652098
220635_at,29.68184106,33.43217419,24.98102737,29.68600975
220636_at,26.86348957,44.62366339,26.96903548,24.06195205
220637_at,367.8055393,402.3685329,75.01893184,73.07913886
220638_s_at,66.40300411,76.40666745,76.76331721,75.71790248
220639_at,23.12300846,22.99498469,21.36345664,23.22355419
220640_at,70.21560543,80.915603,80.10213239,86.34427178
220641_at,18.65357003,22.69291989,18.02033812,16.89520311
220642_x_at,1875.079846,1734.303262,1318.680892,1222.119479
220643_s_at,690.3570846,674.8525699,215.8337644,251.5981548
220644_at,42.76286046,33.66422166,57.89919635,48.95938442
220645_at,16.1472275,13.47539294,21.17731269,13.11926007
220646_s_at,87.59113733,89.16932327,1684.278566,1488.456101
220647_s_at,2203.207403,1968.778244,836.4041687,875.9429766
220648_at,29.75932116,25.12929611,34.72755503,30.39704679
220649_at,22.53943729,19.8225037,16.78821329,22.5999019
220650_s_at,46.41146195,47.71191887,55.38470252,43.76685683
220651_s_at,177.0648139,176.7358296,45.82975425,61.1803447
220652_at,14.29963328,14.39379652,12.27038758,16.8933357
220653_at,29.21207449,23.85768249,21.55984325,20.32880574
220654_at,29.6135156,32.92427818,28.92347579,34.60455593
220655_at,13.98964348,9.411341529,11.18460655,13.82831539
220656_at,94.77102077,85.24265736,64.85864097,71.80816151
220657_at,28.13104704,47.53512844,39.96845789,39.75538822
220658_s_at,131.9317373,170.4035598,46.59419271,34.3924571
220659_s_at,143.4539468,163.7425317,323.4396925,335.7616017
220660_at,15.61544204,14.45573373,15.53870577,16.09844915
220661_s_at,1397.935522,1238.799429,878.6696101,874.0054625
220662_s_at,88.80795635,101.7607085,124.581652,95.53152763
220663_at,66.15792713,72.38736047,19.03690576,27.45402598
220664_at,26.47847085,18.3916477,23.25432074,21.14485355
220665_at,13.37256709,14.43894018,12.63411837,13.90591967
220666_at,12.46810748,12.20092135,9.210965618,12.81061921
220667_at,15.91037351,20.58544057,18.00237436,16.47182352
220668_s_at,614.2909085,647.634077,104.7888142,117.8382097
220669_at,36.53878969,33.03611267,22.30233455,32.32307247
220670_at,32.72758044,36.7164215,29.07227867,37.95217156
220671_at,45.56008584,51.88686367,78.98207909,73.38719619
220672_at,18.16821689,14.18957589,16.69327725,14.43747538
220673_s_at,24.30542689,19.9446536,21.99060154,23.24846213
220674_at,41.34858629,43.65795687,67.31515134,76.90495387
220675_s_at,21.44252502,20.4596547,20.24476862,16.88391904
220676_at,44.04010409,38.12352402,42.74618943,42.4970231
220677_s_at,50.36634415,45.21555542,51.45958443,51.67150255
220678_at,27.02931143,20.93071784,24.66325181,21.43944562
220679_s_at,19.8980418,26.1569559,17.15250613,19.3156121
220680_at,20.60372825,28.08810406,13.8680985,13.06234894
220681_at,56.3451836,50.54646984,59.64045357,56.01014552
220682_s_at,350.7823981,374.5386643,321.7481464,394.9062618
220683_at,20.0498803,29.81378046,29.47880394,28.01843042
220684_at,78.29178654,93.45247551,1153.669828,1130.694729
220685_at,220.7715212,234.9635821,145.8989602,180.2450653
220686_s_at,50.75368158,31.02165065,37.98145848,39.01585383
220687_at,62.22017597,68.70856154,69.45412927,81.06169613
220688_s_at,387.2306356,381.1654155,142.6414701,168.9575073
220689_at,44.0348205,53.829547,53.06860099,58.37066362
220690_s_at,322.0580816,287.2765761,275.6316174,285.8227415
220691_at,225.6245734,216.150514,245.6082955,285.9348479
220692_at,217.7032527,220.4297083,156.1196272,167.0344215
220693_at,12.96096299,11.72159657,16.22453759,10.78472115
220694_at,69.84657234,59.85348053,129.7237055,155.1515625
220695_at,30.34513881,24.14734252,27.34265158,26.18478869
220696_at,68.63267566,77.37817566,86.36877232,81.55732886
220697_at,23.32338428,18.62738436,16.08618297,17.62147701
220698_at,30.27163882,34.29555783,32.71493035,37.96047461
220699_s_at,13.93515114,11.9188799,10.49069163,13.11203478
220700_at,13.50335235,12.64845383,10.13980099,13.53864903
220701_at,22.14366313,37.76269665,28.26605708,56.60253371
220702_at,87.75462659,116.2262679,93.25292416,117.6799648
220703_at,153.4962645,148.4671578,188.3572145,204.9666161
220704_at,137.8749489,147.7117181,222.2596075,244.2189539
220705_s_at,53.5170259,45.47530421,68.2005948,50.58888624
220706_at,24.21666219,19.87895878,20.02242889,26.16638745
220707_s_at,59.89259207,48.20435988,30.83218042,33.24092775
220708_at,65.40519385,67.5668699,54.17165838,54.39534485
220709_at,25.25792996,27.42480628,30.61529809,29.49899041
220710_at,83.55610757,81.82499501,196.715151,201.7749821
220711_at,111.0932751,116.8552294,162.0512052,197.7271252
220712_at,47.65391507,46.41153319,66.58178893,73.82410489
220713_at,38.13796294,52.60052189,28.7071293,31.25508791
220714_at,49.10588724,45.94934521,52.56039491,47.15577063
220715_at,36.56724922,38.3784744,49.98722868,36.35722867
220716_at,36.42401284,42.67548726,33.0705118,41.58223815
220717_at,15.72054517,17.90291778,16.1068405,18.64295169
220718_at,25.99800262,26.92760144,20.84286034,31.67667399
220719_at,64.42632657,72.03536672,59.01756651,65.65027893
220720_x_at,249.6422014,235.6359407,301.8360709,266.9639475
220721_at,120.2039867,112.6424121,84.7665323,92.31801413
220722_s_at,11.6818123,13.17293465,11.48108451,11.42298648
220723_s_at,15.62283513,14.60394881,14.95188716,14.66855841
220724_at,14.5747074,14.40550746,12.53933638,16.41024788
220725_x_at,622.2348943,580.9925863,658.3533594,654.0506966
220726_at,12.89545613,11.93875817,9.982960971,12.5144522
220727_at,66.31730794,68.42673499,72.00817345,74.85885973
220728_at,73.65721126,85.46590468,48.39312299,42.45879202
220729_at,37.56968988,46.38387031,36.46095041,43.73492681
220730_at,183.6256793,186.1197786,166.8336232,186.5923759
220731_s_at,530.2829234,540.5372164,898.3130301,836.492207
220732_at,15.43972126,14.26862583,12.74563928,14.20036458
220733_at,84.25718031,84.66554739,100.0214684,96.06711652
220734_s_at,166.5896429,160.0624609,171.4397632,179.1441689
220735_s_at,31.08509027,29.51217794,35.39864284,37.51255765
220736_at,21.32055155,17.29086503,20.49075853,21.82071658
220737_at,14.99876784,17.3449586,14.63520596,15.2485109
220738_s_at,44.50607157,37.9309751,36.9516897,33.42483254
220739_s_at,181.2826347,195.3820534,143.1426716,157.0583642
220740_s_at,194.9100795,196.6486209,337.8331308,375.1718536
220741_s_at,1215.366509,1376.827787,572.6003721,518.2647436
220742_s_at,3369.632352,3223.365573,3129.487668,2620.059262
220743_at,49.12148977,26.40916707,68.54918615,54.17693375
220744_s_at,439.432144,456.152248,216.3367436,227.7865923
220745_at,50.11575665,38.79509473,39.89284809,42.7815911
220746_s_at,1497.036271,1405.537035,2104.955166,1916.631168
220747_at,16.90312938,22.8488187,19.81454883,19.0074641
220748_s_at,392.7362788,359.0093376,289.9487736,324.3191111
220749_at,41.38891109,50.87828162,40.41434798,29.6084782
220750_s_at,383.6309826,433.2498086,267.6398522,274.8457947
220751_s_at,446.345459,419.3635457,646.9517642,634.8060309
220752_at,11.42677552,10.60307035,9.968107664,11.56882521
220753_s_at,337.2071282,352.4980959,244.7649976,274.6320128
220754_at,23.83074622,21.29725852,17.10601447,18.99398437
220755_s_at,6107.761573,5698.358068,3048.651194,2637.516239
220756_s_at,52.39169219,66.31261928,86.93951543,58.40583358
220757_s_at,138.0812463,157.628144,195.8503175,241.1843903
220758_s_at,83.29244624,83.00841325,71.50108593,50.11130265
220759_at,14.45892912,12.5711555,10.61331205,13.8075324
220760_x_at,188.6323188,206.0948941,176.2271106,183.9843496
220761_s_at,1431.312419,1343.426364,791.222886,781.2063621
220762_s_at,161.8424835,161.3215023,166.5188655,164.2591354
220763_at,28.96283335,33.82578378,34.28219308,35.36925554
220764_at,43.28755089,40.7273355,46.03962452,49.49639309
220765_s_at,83.52446915,90.905215,191.1245051,164.7712161
220766_at,15.21291142,13.39949021,14.4090777,15.35657114
220767_at,31.30773474,40.18029502,29.85423165,37.3880686
220768_s_at,318.1314396,298.4492639,333.1119909,318.6050127
220769_s_at,27.76892573,24.9273482,20.25346869,16.81345987
220770_s_at,124.961755,138.4921457,53.1640015,50.52923086
220771_at,29.48860205,26.84337293,15.08822624,26.37915145
220772_at,13.66487096,13.34044209,12.40517422,16.08403365
220773_s_at,97.94444886,106.681809,56.63342561,63.1667489
220774_at,56.48894464,52.54236521,64.55661953,66.59587296
220775_s_at,59.59803061,68.07007035,105.2549372,112.0998978
220776_at,76.67832868,75.19141118,44.12493218,44.18147478
220777_at,385.4759978,376.6392559,427.3118547,417.4935568
220778_x_at,96.04085591,94.62890183,142.1916338,136.1690939
220779_at,30.29566397,32.09042302,27.88338313,25.95534339
220780_at,42.34571201,37.32633677,31.04150611,34.94789491
220781_at,15.57962324,15.40458835,10.7701921,13.55960873
220782_x_at,27.65138173,31.66974341,33.42083544,27.97468981
220783_at,13.58294376,13.80542191,18.41894747,25.32898066
220784_s_at,148.5960147,174.3241836,158.102376,161.2855966
220785_at,17.24903848,15.85731522,25.14659372,23.71039193
220786_s_at,12.46166031,14.5660024,11.35605526,11.79867647
220787_at,13.92347808,9.700180728,9.41837294,12.01332065
220788_s_at,315.0211084,304.7934496,328.4395908,346.8207487
220789_s_at,394.1671283,420.2475711,285.037363,317.2923737
220790_s_at,16.17000298,15.75089466,14.94589868,15.85631002
220791_x_at,34.58850303,30.82447374,26.41537952,22.20124584
220792_at,24.62323999,13.24555126,45.13855712,64.36067426
220793_at,64.48089793,61.91450878,17.17219124,19.34359082
220794_at,16.81971386,12.50168671,13.88874193,15.76324743
220795_s_at,184.7810633,193.5031242,172.5163749,205.8187976
220796_x_at,410.1647745,471.6840909,594.177115,542.677444
220797_at,84.45771526,85.75582233,58.90253674,54.3946145
220798_x_at,106.7693852,102.3625013,128.8905687,118.3492594
220799_at,14.18311513,10.73777923,9.684205507,12.12840088
220800_s_at,110.683616,110.7238013,131.2384886,160.0190187
220801_s_at,22.49839825,26.99174997,29.06936065,24.92222313
220802_at,37.79205575,45.79575357,45.75802757,45.2771684
220803_at,25.39777072,26.86714638,24.31069438,28.86141308
220804_s_at,28.07329097,34.23198414,32.31312078,28.84466234
220805_at,40.21891662,52.38531623,75.41046644,81.89736542
220806_x_at,16.39383356,15.44323903,15.00610017,17.6411309
220807_at,115.7692418,111.7024558,264.0749971,297.047367
220808_at,33.84507159,22.44484805,34.39531351,32.73735266
220809_at,40.8798221,77.42098127,109.4085953,105.9387484
220810_at,11.51601092,10.26713792,9.47657762,11.31930175
220811_at,67.94978475,72.93474681,240.2327355,272.4438241
220812_s_at,25.74042858,24.36695715,27.89812045,23.820206
220813_at,34.25635518,34.17147899,78.24715536,87.93318049
220814_at,13.29296583,9.766074943,14.25818993,15.14050044
220815_at,36.57483414,30.82104052,37.32883064,35.17231867
220816_at,30.21552984,27.98488002,32.99498243,31.16247849
220817_at,15.61259644,11.89452151,15.28533777,17.59541861
220818_s_at,45.11222815,47.22787578,59.62223122,58.68338135
220819_at,33.47203077,32.31067969,35.12454839,33.26286468
220820_at,41.82345436,41.65853564,39.41823724,46.94814833
220821_at,21.6362605,19.60888711,19.0087919,18.08139402
220822_at,19.32327986,17.6185573,18.82149456,18.01658199
220823_at,27.24359402,21.91590399,23.32106842,27.23506252
220824_at,49.352359,45.49675432,51.55195054,62.7565654
220825_s_at,30.41910922,34.54778075,28.60621142,32.50229163
220826_at,43.51797319,40.01047937,63.44131311,53.02434976
220827_at,18.84128109,20.73765461,20.53292491,19.28368282
220828_s_at,151.1186675,145.2585255,151.9029097,153.2391263
220829_s_at,16.57709896,16.34073235,13.50027622,14.03569053
220830_at,22.07076575,21.48176171,23.50405089,24.81570604
220831_at,23.09295151,24.57681456,22.81631052,24.92953059
220832_at,41.63110822,39.6206453,1311.47814,1169.517258
220833_at,22.99727304,17.58781074,23.37001263,22.27115291
220834_at,20.65714897,17.95467875,20.93167216,12.91077016
220835_s_at,16.63239415,19.38220612,17.07070866,20.08399785
220836_at,14.35032236,11.11676497,9.925764334,13.97348518
220837_at,10.98917774,10.55691482,14.83535487,10.97455847
220838_at,96.57830163,92.55778398,95.19314684,91.54670053
220839_at,268.383777,256.3081209,145.8932681,167.2386244
