,Lin-_1,Lin-_2,MNC_1,MNC_2
203574_at,1159.122733,1098.606098,3175.007625,2794.202575
203575_at,473.6668874,443.6268227,260.3867832,299.8466827
203576_at,348.8747224,392.7434672,157.5604368,177.563773
203577_at,476.7234056,489.3871004,227.602037,246.5919215
203578_s_at,237.2159011,242.6069965,281.0241174,328.2175587
203579_s_at,295.320882,282.6418051,476.546246,461.3715365
203580_s_at,721.4724212,749.9226988,2091.375082,1841.424285
203581_at,1363.795264,1181.5371,761.1552468,707.710427
203582_s_at,351.0554206,329.7474265,243.0493021,273.7843487
203583_at,877.7656625,891.2810252,1227.881021,1095.632042
203584_at,532.4289499,563.2241281,704.7930164,649.6815399
203585_at,556.654917,514.3013225,401.3506218,428.8799352
203586_s_at,41.59387306,31.55760105,43.70270529,39.23191698
203587_at,15.81239314,16.12036791,11.83373044,21.80007141
203588_s_at,2112.861251,1986.252684,763.6061345,708.1486951
203589_s_at,511.934357,492.9051822,235.2027192,271.6074643
203590_at,255.8932481,271.0422511,314.3595831,311.0704039
203591_s_at,650.113705,583.157321,8473.852165,7527.957961
203592_s_at,111.3620866,97.30984958,147.8736106,159.2927579
203593_at,917.8262398,850.9108564,693.6476758,658.994424
203594_at,859.9895949,901.7536864,772.5921947,751.1535631
203595_s_at,148.2073632,144.5723903,223.7764251,216.1672965
203596_s_at,263.0532659,263.9055211,445.0788792,437.7854607
203597_s_at,284.5483896,258.5276529,240.5205762,245.689202
203598_s_at,287.2403672,296.3783369,372.4198431,385.2922453
203599_s_at,246.5109978,253.1285837,264.8351,287.412006
203600_s_at,366.0958176,410.4639224,353.0030691,368.1456848
203601_s_at,86.90434355,97.89629942,104.169256,90.88151149
203602_s_at,241.3475866,250.545144,227.5703103,228.6617324
203603_s_at,1255.003106,1057.517064,1808.898966,1378.67535
203604_at,420.4735649,476.0185887,1974.644316,1747.285439
203605_at,896.4840621,870.0950273,917.5656111,851.3190219
203606_at,4556.364631,4304.322097,2584.388321,2326.719572
203607_at,458.21504,466.320487,292.5094066,291.964764
203608_at,742.9440974,709.2705778,431.7191083,443.7662279
203609_s_at,91.77589705,96.37822645,77.02231435,74.88698399
203610_s_at,135.2607185,145.990536,412.3007274,394.652217
203611_at,1020.144848,1098.007291,758.5269366,688.7068389
203612_at,243.7474873,228.4809041,98.02063539,108.6568417
203613_s_at,860.4293781,789.5357949,648.6742175,643.2548818
203614_at,553.1629288,488.2695153,446.4189899,412.4699026
203615_x_at,1764.057668,1772.704631,4359.595456,3800.513829
203616_at,1467.983787,1388.798729,1238.469915,1168.103708
203617_x_at,644.4073359,588.450444,381.1730752,349.38507
203618_at,45.81031776,44.18196407,61.1782361,48.20499204
203619_s_at,33.78093653,43.49006308,42.37034265,34.34079475
203620_s_at,1060.008307,1123.046347,1481.841378,1384.392066
203621_at,4249.631738,3976.80265,2944.263748,2633.17826
203622_s_at,247.934978,282.422209,181.0564041,212.0346389
203623_at,72.6159626,79.56921092,74.79709906,72.31060414
203624_at,1477.146541,1403.276494,1838.430342,1571.987469
203625_x_at,2091.855594,1767.353511,1039.201622,984.2952324
203626_s_at,38.65337066,37.29985819,29.24478267,36.44278538
203627_at,150.2291126,114.8449093,159.1522413,166.2320253
203628_at,276.2216967,291.9216988,419.0906052,376.3125544
203629_s_at,290.0615953,277.8100758,234.9617089,235.8764738
203630_s_at,220.7772719,238.9686121,189.0923503,219.3699725
203631_s_at,23.89194988,22.20656204,23.74283478,24.97323069
203632_s_at,25.11390029,23.31952406,73.64065569,59.3476768
203633_at,1114.266734,1021.466124,228.9816855,273.6397413
203634_s_at,352.562556,336.7991691,90.62031316,119.0352885
203635_at,713.0004976,707.3429179,827.6761842,795.3657383
203636_at,50.11392615,41.818536,26.80885656,30.33815491
203637_s_at,29.99592223,22.04449669,17.36675356,20.11627073
203638_s_at,56.3992006,60.73551234,127.2104498,147.5734902
203639_s_at,23.75634898,22.89381164,37.42663173,40.36617229
203640_at,1334.942723,1268.432986,1245.083131,1032.685611
203641_s_at,60.7288802,45.96493948,45.60769223,35.61293482
203642_s_at,166.3601004,192.0106345,81.48820476,87.9174309
203643_at,182.9589694,167.8660859,161.0886139,196.3090384
203644_s_at,330.008948,328.6102706,490.3223801,481.4411866
203645_s_at,32.3187739,57.85744815,1353.081528,1093.206239
203646_at,363.3735524,367.8147944,247.35447,268.2914391
203647_s_at,279.8784632,274.8615186,212.283223,211.6997666
203648_at,726.5021719,697.8915304,747.2050763,766.892129
203649_s_at,41.76154328,36.46213095,29.49819726,32.77719232
203650_at,94.6124021,106.3291109,75.49142697,87.08475434
203651_at,333.5163253,356.8708928,925.3262525,906.6800426
203652_at,193.5136275,202.4705215,245.5301747,263.8566589
203653_s_at,186.2127119,211.58481,109.1262613,120.1297037
203654_s_at,1392.681816,1288.056264,891.870498,855.4667589
203655_at,720.1636823,677.5739047,612.9423003,631.6635973
203656_at,615.2262786,599.853903,1070.410096,955.7791054
203657_s_at,196.7504571,208.6406496,82.14499569,88.35152812
203658_at,399.0519552,392.6620184,367.2703664,417.4389757
203659_s_at,1153.620952,1066.872034,844.9415,792.9338124
203660_s_at,2561.157271,2339.539156,2597.461059,2156.777857
203661_s_at,217.4188541,217.1152663,282.0428707,282.4738893
203662_s_at,597.2229198,591.6183812,475.0118442,472.02599
203663_s_at,6855.675509,6392.593101,3309.971971,2979.846225
203664_s_at,1003.510168,909.7338954,511.216012,537.8302346
203665_at,32.45575823,35.62143362,249.9672084,273.0756463
203666_at,34.86140563,30.27168453,23.05532362,30.39998403
203667_at,2602.772913,2350.354285,1699.14121,1607.932477
203668_at,338.724635,328.777177,259.0067043,268.4156217
203669_s_at,183.027869,184.2710269,282.4656833,311.3390625
203670_at,161.3288673,155.681524,207.7633195,219.1990741
203671_at,139.7141225,155.9707722,121.9553841,181.2357329
203672_x_at,1849.085844,1711.150936,1892.975356,1707.123471
203673_at,42.14770292,44.15675559,50.55650485,53.97713581
203674_at,81.67197314,96.92266931,147.285889,151.4773071
203675_at,6858.975866,6370.41741,2093.315784,1809.444774
203676_at,55.39807488,56.19337275,98.77259694,121.5439564
203677_s_at,248.7426147,239.4759866,136.6143578,159.7702183
203678_at,1083.298368,1118.287986,608.1208733,590.4408535
203679_at,509.0923858,480.2230067,368.7052664,378.5181367
203680_at,1109.030937,1123.136259,503.5357347,468.0668101
203681_at,77.49179205,89.32754304,52.94043057,65.76132131
203682_s_at,210.7806117,221.6607807,86.56439341,92.18636742
203683_s_at,113.2224569,120.3761803,72.45000746,85.61656363
203684_s_at,82.7213903,87.29254978,105.4565078,113.4033195
203685_at,523.9989328,523.1875645,767.7246143,780.245622
203686_at,613.5461866,618.4962235,325.307416,325.8633081
203687_at,45.77853546,41.19507005,49.27311545,38.64982744
203688_at,737.8738363,792.5919992,246.6794812,277.3377182
203689_s_at,1156.495177,1135.551755,2009.382419,1793.197414
203690_at,987.0457852,872.4811263,906.2446949,776.8462532
203691_at,53.48983976,65.95745712,206.2380797,226.6283031
203692_s_at,1672.56384,1514.163765,1144.90736,1065.004762
203693_s_at,4876.964175,4269.587074,4019.312082,3214.95421
203694_s_at,662.2826955,649.2429076,718.9286359,713.4329396
203695_s_at,62.42871017,40.55372177,51.34894491,67.6946481
203696_s_at,519.8477012,525.9253978,288.0293594,306.5035457
203697_at,15.85327217,17.85329239,16.6040071,17.62579625
203698_s_at,14.78489116,13.56487178,11.48089063,14.13178538
203699_s_at,13.47901615,14.27994256,10.1744316,15.77883141
203700_s_at,18.25781369,18.63133073,18.83575091,18.4499574
203701_s_at,667.1171605,625.4776354,361.2735347,388.7935348
203702_s_at,313.1368787,350.131376,402.7084187,431.7537972
203703_s_at,105.6602397,98.18004073,119.7169556,126.855406
203704_s_at,4477.98788,4127.42619,3058.591385,2446.221325
203705_s_at,92.92589515,121.8117901,24.42049693,24.02332962
203706_s_at,199.3448808,202.8185405,28.10714599,31.5183618
203707_at,400.2935992,398.5842378,280.7821871,307.1001
203708_at,792.0361822,740.0952276,2209.630804,1904.740987
203709_at,572.2250501,592.6159118,717.2250758,682.8979384
203710_at,810.7757557,884.8848061,529.7422589,478.1764281
203711_s_at,635.0910996,641.7967914,305.2384764,356.0953542
203712_at,992.3722685,919.0006016,385.3777195,362.4887049
203713_s_at,131.8739991,141.8568145,198.9723695,203.4577986
203714_s_at,1794.898435,1586.82798,919.0267106,846.3069326
203715_at,801.0934793,732.6632693,407.4284912,419.6517898
203716_s_at,70.36437967,70.3402704,134.2596669,139.0433951
203717_at,126.8704032,114.0081316,348.4478225,376.5303516
203718_at,404.8965197,393.72156,594.5079363,632.4289709
203719_at,947.604913,948.9718733,395.0009118,394.3331739
203720_s_at,1265.093404,1280.233975,547.2509457,552.7358852
203721_s_at,1535.515421,1489.745373,841.9764301,812.2943893
203722_at,226.4237402,255.2152258,197.7811772,169.9322154
203723_at,2086.409136,1964.881674,3128.051779,2699.485619
203724_s_at,124.0983886,119.1185995,68.9816166,79.83368467
203725_at,1666.404455,1542.223055,2696.774707,2317.471885
203726_s_at,31.11634503,36.66876793,22.38098454,28.7873779
203727_at,335.8330232,354.7820717,391.9163453,383.5906161
203728_at,368.7937667,353.0274483,324.3165223,329.5658251
203729_at,4322.53843,4053.557448,4775.235346,4171.593954
203730_s_at,196.7600913,210.7988299,197.0732757,226.3976661
203731_s_at,156.6157248,172.9458941,170.5835217,158.2113711
203732_at,530.2513917,486.4154386,707.4092546,684.8440962
203733_at,362.079477,370.629985,315.6384002,341.2047119
203734_at,1167.818312,1171.027421,1271.162839,1226.462048
203735_x_at,1258.769568,1737.552245,451.6403196,410.7568791
203736_s_at,30.94610154,33.18706009,24.87423129,20.75395657
203737_s_at,834.2297345,840.4368092,386.1880692,385.1493201
203738_at,398.8936479,423.4992355,442.7085482,442.5125783
203739_at,671.2176121,653.3946198,2359.402664,1941.201403
203740_at,826.055839,804.9646919,612.3012378,590.2402965
203741_s_at,1646.758343,1533.689092,2569.570211,2077.073449
203742_s_at,121.5979431,117.4932473,67.64905911,83.17484919
203743_s_at,2525.327449,2303.184941,2186.644344,1926.359788
203744_at,639.351635,580.1843318,176.6464731,188.7892037
203745_at,107.9578109,129.7587565,230.7683065,247.7439169
203746_s_at,219.7657888,260.4084782,240.4398777,279.9312908
203747_at,54.48528149,75.51300848,164.6284211,150.8599708
203748_x_at,650.5521189,625.910257,2130.113363,1869.279027
203749_s_at,119.1545531,91.79937801,295.2003099,329.3819489
203750_s_at,170.6049262,177.2585967,308.932811,304.8296742
203751_x_at,222.5641027,197.8656912,159.8443066,160.3754165
203752_s_at,11118.667,10180.81347,10350.66312,8738.545912
203753_at,1113.786135,1121.892335,347.9339903,353.4736125
203754_s_at,107.5966915,123.7234995,108.3996517,107.2976188
203755_at,260.4002937,314.2211154,113.8336881,109.5208525
203756_at,394.271379,368.3686942,85.17629741,93.53016227
203757_s_at,67.7666274,60.85439402,451.9146263,487.9663561
203758_at,194.1778899,245.2239565,234.6279035,244.5467773
203759_at,130.1779979,160.2129431,234.1134589,243.1342728
203760_s_at,640.991273,628.7221695,1222.972498,1180.719786
203761_at,2664.70157,2392.330707,4418.581831,3810.127961
203762_s_at,291.3510672,282.6395452,90.28016615,98.40266491
203763_at,395.4413372,395.8894599,134.5125179,138.8787884
203764_at,353.3471288,372.596636,142.8786411,152.3643998
203765_at,692.5815647,338.8812592,3061.835319,2674.966696
203766_s_at,40.53981761,43.48878001,47.25036217,40.47000417
203767_s_at,56.16582037,51.58169007,81.84705228,103.7750411
203768_s_at,28.95075193,25.94258058,34.74060044,36.71736702
203769_s_at,34.55904732,46.07386003,67.97145791,83.33814497
203770_s_at,45.27405642,44.40768714,53.38154603,62.67978424
203771_s_at,779.3195538,728.7963482,489.204087,481.897753
203772_at,850.1679691,799.4546,504.1262229,540.8961373
203773_x_at,1385.962849,1306.502097,888.1874742,860.152381
203774_at,818.1570865,823.4894867,483.5721406,479.0099344
203775_at,456.5683311,438.2565299,220.4692258,259.2175005
203776_at,391.8057122,374.106208,505.1842795,535.0000702
203777_s_at,115.4707213,133.1680187,142.6537846,142.7157911
203778_at,2097.727868,2037.03233,2714.001603,2393.087169
203779_s_at,29.76156061,20.40166939,41.2991924,33.20277397
203780_at,84.12675966,84.05644574,222.5293845,216.3071872
203781_at,1165.328808,1139.057491,1018.370751,963.6659702
203782_s_at,337.8304655,351.9620775,241.1507472,246.2337777
203783_x_at,79.53006181,97.62538846,103.1680889,119.6364921
203784_s_at,35.41102969,46.28479203,43.79804264,35.67625724
203785_s_at,283.14188,306.046478,223.348694,244.8511146
203786_s_at,175.3748409,156.5146385,39.72978014,52.20189937
203787_at,2119.416492,1975.38452,825.5847309,751.7569264
203788_s_at,51.43564124,62.42789219,38.08685777,46.40539492
203789_s_at,132.7315775,143.2879579,61.00930103,81.90908276
203790_s_at,353.0748311,355.8082671,175.4809958,211.1557446
203791_at,792.5952309,736.9436014,694.267912,692.9933676
203792_x_at,55.72799767,67.1643018,58.57801683,68.12751863
203793_x_at,120.6193642,125.8554064,120.7309357,127.9794371
203794_at,343.5583257,292.0028089,62.80827015,65.56434134
203795_s_at,393.2347201,440.879385,176.1992898,209.5415811
203796_s_at,292.1937134,323.0347592,131.5059822,129.5995665
203797_at,18.05535589,18.93965646,15.23040464,18.94289315
203798_s_at,14.73034765,13.78824126,11.40405297,17.17778473
203799_at,1639.296183,1622.752472,3712.699652,3053.247206
203800_s_at,1132.435013,1063.213304,655.3100776,688.5405705
203801_at,577.1867699,574.934701,385.2764688,409.1343749
203802_x_at,1120.081045,1247.393397,1204.586973,992.2164299
203803_at,58.67234298,62.59274701,47.92220222,42.4357396
203804_s_at,3135.18856,2823.508777,2418.73678,1944.885378
203805_s_at,570.5573772,573.9210276,496.0864585,509.2910073
203806_s_at,133.0833479,157.1153254,150.5756339,154.0262887
203807_x_at,88.4662102,75.43944166,38.32426585,33.34148958
203808_at,37.24257062,35.05160037,36.33214769,39.68850327
203809_s_at,38.31971483,44.8841717,30.42165472,49.24834039
203810_at,101.3835175,97.1422779,91.0906321,108.4044037
203811_s_at,36.82422234,51.83525292,43.0567738,48.14486883
203812_at,64.02953023,55.18792607,73.5435306,64.25498927
203813_s_at,39.06904978,43.86549202,46.93503564,52.04490439
203814_s_at,425.7134793,389.0914656,1165.211211,1122.699097
203815_at,138.4751139,160.852451,72.99539189,68.37206213
203816_at,699.4007006,712.4958149,445.6864028,476.0363117
203817_at,852.3151651,847.2891214,240.1671967,242.4174071
203818_s_at,1012.380546,914.7175906,515.3529079,546.6474016
203819_s_at,1376.073079,1336.291742,767.6728679,708.3163923
203820_s_at,1107.096461,1019.147928,815.6674896,726.4369165
203821_at,236.4161452,242.5381639,375.3747751,397.144806
203822_s_at,415.5297873,430.7320848,676.8810762,606.6743502
203823_at,350.6759567,326.9576948,425.170552,449.0133993
203824_at,18.22568083,17.16664706,15.91221014,14.26392081
203825_at,334.8903406,367.5465328,273.2573797,310.0000156
203826_s_at,100.9580034,95.6349389,294.3507593,307.5622717
203827_at,225.4223527,216.8238578,1360.639792,1212.563631
203828_s_at,1324.80824,1169.512738,2909.635884,2738.709512
203829_at,429.1316289,404.7987841,234.9135211,254.7614611
203830_at,210.2955294,228.9562389,181.2684839,183.2979404
203831_at,2141.426102,2109.143653,2918.50113,2406.344871
203832_at,980.641804,877.7272466,374.3614341,413.9988856
203833_s_at,128.3163122,135.8218848,287.4295128,284.2591248
203834_s_at,95.21277148,100.8579867,177.4982043,195.2665757
203835_at,88.88172797,105.14691,66.37598592,90.29237888
203836_s_at,237.1395442,235.079496,323.1829332,329.0312015
203837_at,666.7816362,678.8404199,933.4240092,818.8932363
203838_s_at,46.01859119,48.99011342,50.77779906,43.70817208
203839_s_at,1106.085401,1080.960046,1025.947248,910.391708
203840_at,91.11646832,107.9186679,81.53816781,104.2176476
203841_x_at,28.51249562,32.58049768,28.02762555,26.54694883
203842_s_at,172.1062995,190.3893187,178.0694537,170.4033284
203843_at,379.0928715,384.0593223,560.6777733,561.2438647
203844_at,20.6803089,14.90711094,15.9006535,17.60723658
203845_at,370.3745177,317.4820861,973.5163735,929.1045155
203846_at,255.6446736,232.7688701,169.3398449,191.5783019
203847_s_at,381.3195412,408.8799727,334.5972076,349.1792926
203848_at,2325.923498,2146.681956,1998.217441,1703.976534
203849_s_at,38.17447623,36.27550856,44.56283956,33.22798681
203850_s_at,32.80074433,35.86611859,24.11598197,26.71515687
203851_at,69.8714143,88.17746971,50.23187596,65.31280251
203852_s_at,1124.460837,1094.55396,703.1408011,671.9650521
203853_s_at,342.1294645,324.1545416,496.0444358,516.1137198
203854_at,66.00931158,65.82052671,14.61555212,15.62145608
203855_at,383.9395926,380.3185089,483.2259004,512.848371
203856_at,695.1660755,682.7496141,406.012974,419.4555576
203857_s_at,547.6700397,544.669768,193.0141507,208.6149487
203858_s_at,561.5575637,533.5775482,349.3031046,343.2198176
203859_s_at,190.9542234,178.5325219,77.60165325,106.2606472
203860_at,814.4151871,727.3227437,299.127618,296.8940628
203861_s_at,28.22807003,36.58045506,35.6688652,29.31170783
203862_s_at,18.79397052,12.72560558,13.29633329,14.81592654
203863_at,16.54597631,15.28181175,14.9334792,15.49563651
203864_s_at,17.91235336,13.4962327,12.87100688,15.62972739
203865_s_at,477.5368662,469.1664088,447.2597546,466.9719806
203866_at,194.5935701,180.1840757,88.29615319,72.24362255
203867_s_at,307.6899034,302.5675547,124.8552549,126.7146367
203868_s_at,42.11461802,34.50047533,28.22830211,36.13672973
203869_at,324.6469024,325.8696607,126.0660747,123.471302
203870_at,117.05811,137.0053706,53.65749422,69.77729073
203871_at,533.4910949,494.006305,462.7127401,415.9277243
203872_at,33.60468038,24.84217702,30.45940226,34.86832389
203873_at,17.97864222,13.88391806,10.86670512,11.3288613
203874_s_at,130.5297413,158.988048,33.40306275,35.86375566
203875_at,256.9767441,267.5097579,41.65769366,48.98730728
203876_s_at,37.77122002,48.57976527,56.21569185,41.07368202
203877_at,22.15752189,23.99657027,31.71433325,30.60895129
203878_s_at,61.48839204,55.32606509,52.0163776,51.77313801
203879_at,1889.254226,1615.509567,5875.855402,4851.494148
203880_at,1046.123974,979.3978802,912.6725947,887.9231437
203881_s_at,34.19587464,43.86860599,28.80920257,37.21641346
203882_at,321.5678826,349.0504919,1143.505368,1033.160253
203883_s_at,100.1843938,108.3382827,142.0127436,145.1507186
203884_s_at,349.1583495,382.814721,535.9479362,495.0125715
203885_at,837.6690106,819.7745855,1538.681925,1314.002596
203886_s_at,183.6487912,180.7209874,132.3725877,146.9345025
203887_s_at,79.83434479,85.98337264,1406.011584,1164.195954
203888_at,89.37957367,102.1333221,1637.511887,1416.866114
203889_at,31.19540859,36.95361544,32.43985422,31.19598359
203890_s_at,54.03985658,58.25399698,50.62182113,60.86956607
203891_s_at,146.4151747,131.0925734,142.2966382,150.1044137
203892_at,58.76926141,58.27793574,68.82276363,66.80977898
203893_at,1114.048594,1056.729875,498.1908227,525.8043807
203894_at,131.1312229,130.0908448,71.27643438,71.52594858
203895_at,581.5392393,585.8727829,60.95030683,57.99844928
203896_s_at,237.8273921,211.8749804,36.4382097,31.97629988
203897_at,1406.675253,1358.671576,1825.367251,1405.215537
203898_at,119.5308191,142.0632215,129.0214493,129.7323339
203899_s_at,85.14368097,102.9930186,88.78523121,90.37653186
203900_at,206.1511213,225.9467243,213.7645398,226.9867208
203901_at,332.1688467,354.5653727,249.5046278,267.429877
203902_at,15.08644218,14.10867864,12.06292545,15.90311817
203903_s_at,23.03826828,24.5881159,17.58382299,15.74838636
203904_x_at,680.8995247,689.20179,478.2384141,454.7079326
203905_at,718.3820608,701.0642902,514.8966485,505.3469904
203906_at,710.6540186,708.9990147,3135.233014,2643.636785
203907_s_at,443.9313902,376.6812084,2095.388538,1795.572799
203908_at,36.76540567,39.15360686,64.50531534,80.45523487
203909_at,1227.497145,1144.875962,1118.213368,1001.09133
203910_at,64.55776961,62.14362786,65.05854577,71.00921896
203911_at,40.78167053,40.09395767,91.18219465,110.8946856
203912_s_at,811.2429951,687.5022798,1090.547142,1121.535277
203913_s_at,206.0352915,208.110101,271.0659587,276.5735323
203914_x_at,1300.689587,1213.573619,1343.518301,1138.538227
203915_at,24.1344992,25.23609094,27.45300582,25.45208925
203916_at,468.2082264,447.9890692,588.2957194,597.8076646
203917_at,109.2354928,103.4545964,27.76747,38.09974422
203918_at,53.86071985,53.75655396,75.05699513,75.08275719
203919_at,467.3649432,424.1973815,171.8007447,194.970702
203920_at,829.1677082,789.6788363,234.9570717,257.7685556
203921_at,449.8735001,424.718734,1622.852539,1430.180275
203922_s_at,91.35252912,107.4302955,1568.290252,1442.126837
203923_s_at,104.1157211,87.05663684,1797.081554,1532.110898
203924_at,28.04211696,19.72707534,22.61716728,19.93693897
203925_at,94.76270226,104.5977762,139.3068775,166.6113501
203926_x_at,560.5282875,530.3333678,326.3027821,356.045524
203927_at,276.7444175,258.9363331,298.0681366,327.0435966
203928_x_at,58.20202493,49.24208535,50.26963597,57.02296251
203929_s_at,51.35227218,45.06339349,37.32049312,47.57848791
203930_s_at,39.67960401,41.23776247,53.19058095,49.01953266
203931_s_at,680.5118448,602.9871857,203.6364559,237.1603116
203932_at,671.8337185,699.4014319,1905.575812,1713.731321
203933_at,192.0497035,196.7563112,116.5349865,129.9780559
203934_at,15.41224389,13.73210124,12.43686347,13.12619308
203935_at,131.1430001,139.0899055,108.0193662,132.3882324
203936_s_at,107.3445767,87.73353061,4537.707723,4141.055002
203937_s_at,171.2206059,182.5416845,156.5255722,171.0053668
203938_s_at,776.189361,757.4202355,613.4378062,605.397214
203939_at,45.60171287,31.37811084,157.169186,183.108067
203940_s_at,215.8925395,230.5835917,171.7719864,166.9944857
203941_at,478.2269785,498.816773,336.2385957,330.1006826
203942_s_at,69.59131073,77.61717891,98.48889712,104.1388344
203943_at,218.5225853,197.8059745,245.7061565,256.6850265
203944_x_at,405.0234676,448.2177343,1358.423099,1241.907233
203945_at,964.4536262,923.9031481,808.138188,740.1185134
203946_s_at,369.1288176,410.2681284,205.8487737,227.9045948
203947_at,922.2394586,982.8178813,447.276805,445.0093948
203948_s_at,1435.095683,1383.573529,761.2483446,754.1116162
203949_at,3495.342421,3337.211263,1451.094356,1284.524621
203950_s_at,405.9158697,431.2802799,282.4115356,304.921833
203951_at,47.33423758,37.50592644,42.70440872,38.84444461
203952_at,284.4050502,266.9610303,366.816899,386.5028407
203953_s_at,64.15652597,54.24904221,56.36327629,54.42194883
203954_x_at,63.51483606,65.24905145,71.19417536,66.37556238
203955_at,823.67391,752.2235668,183.5101315,200.2081587
203956_at,364.2357867,404.3197503,285.6979485,307.0304436
203957_at,168.2345209,190.8277076,109.3194903,105.5903409
203958_s_at,123.3312255,123.6737938,107.7504173,128.6505866
203959_s_at,804.2790836,676.756052,662.2670823,619.4697426
203960_s_at,1004.141121,1007.667832,593.3336919,571.7998926
203961_at,18.94763961,14.04913596,33.86508686,25.46629041
203962_s_at,16.50606187,14.66133459,17.16952829,23.23726747
203963_at,15.00057139,15.61695316,17.74843178,18.02716707
203964_at,2962.877404,2576.901213,3640.847541,3099.05193
203965_at,358.7652861,388.0955881,312.2358238,325.7825122
203966_s_at,1834.208499,1685.536834,3697.295851,3232.942325
203967_at,73.40480424,94.6686852,33.65009644,34.78063891
203968_s_at,107.4161967,146.5511754,47.7526633,56.65816412
203969_at,48.31714562,43.73082255,37.44294085,44.27627338
203970_s_at,208.4196872,194.8408365,139.5968131,149.6816657
203971_at,218.7011487,239.6981466,323.3064974,338.3275611
203972_s_at,222.1608606,224.6542052,132.8851263,172.2701938
203973_s_at,150.6394837,128.5983375,2457.602158,1614.250273
203974_at,524.2595773,496.0498898,538.1883044,521.0429577
203975_s_at,159.8935833,146.5442983,78.439292,75.52327282
203976_s_at,413.5828695,389.2309013,176.4873553,192.4003073
203977_at,351.2094983,354.4902249,530.3056924,535.8318991
203978_at,473.830627,482.410932,427.397063,451.1587195
203979_at,67.31455025,78.44467091,586.1313962,588.4223284
203980_at,65.29739275,73.39847203,40.13683424,31.69088689
203981_s_at,727.1207534,721.6607336,541.0146635,512.0702875
203982_s_at,63.77201069,68.65882726,57.54669531,69.80363446
203983_at,3602.940848,3107.761906,4703.788484,4051.937752
203984_s_at,508.2032197,539.2711772,492.0595574,503.8840391
203985_at,805.2480402,777.0102097,810.6377,792.1921085
203986_at,118.9699511,137.922821,194.2422559,168.9095692
203987_at,62.9902698,90.24617589,32.99343928,34.51098341
203988_s_at,138.6962159,149.7462141,100.9037573,105.9229996
203989_x_at,385.5062259,425.6225931,190.188097,180.6279735
203990_s_at,42.31966743,38.59276705,36.52090872,48.13095586
203991_s_at,175.9154679,174.5445222,272.1274065,233.2488997
203992_s_at,212.5245632,213.9595996,252.583841,311.1813229
203993_x_at,82.13134061,84.81527472,85.63623708,83.39706745
203994_s_at,146.3376749,150.5857468,122.5174543,131.2888522
203995_at,264.7656983,276.1993847,266.0621465,295.0885356
203996_s_at,588.6739543,571.0128984,579.2446576,594.0819383
203997_at,36.83674967,37.6995147,25.57783728,25.72867438
203998_s_at,20.67459707,22.6773833,12.1408348,13.11105598
203999_at,73.23644946,77.27069926,28.46747078,28.24438618
204000_at,548.8991624,506.733018,396.451409,360.4919491
204001_at,513.631916,475.2859732,407.0924148,378.6961254
204002_s_at,60.32224354,51.72265834,33.5269649,30.91312388
204003_s_at,700.9907269,673.0785058,624.964254,652.5839458
204004_at,141.5238681,159.3159803,68.69108974,57.25118846
204005_s_at,135.2640333,148.1137881,70.1894063,56.92974584
204006_s_at,162.2885266,186.7965216,9787.448641,8811.532926
204007_at,440.0935399,445.2848931,11655.78454,10475.88736
204008_at,272.8099172,289.6793524,228.8914789,229.5168325
204009_s_at,1339.75953,1281.63899,1962.571134,1636.128708
204010_s_at,811.1564419,841.7678258,507.3776636,505.5273826
204011_at,309.3001886,297.9204113,100.9360099,105.6806061
204012_s_at,234.8698604,209.7785016,174.4823337,196.8937045
204013_s_at,47.4725628,40.72973463,37.15689334,25.42992508
204014_at,83.75352699,69.4586907,45.95977452,62.99502094
204015_s_at,51.39255854,53.89162703,30.76804268,42.94247071
204016_at,340.0057936,349.2914057,165.8835271,177.7566474
204017_at,39.56262218,30.98658503,23.80998559,22.13792588
204018_x_at,4144.352626,3734.131681,26499.55847,26034.59261
204019_s_at,555.0050388,530.5174878,579.5752583,580.4889339
204020_at,527.9683785,506.5673331,525.7148338,504.2073535
204021_s_at,186.5266062,188.9886996,168.0868022,192.6270195
204022_at,349.7237774,360.5371261,674.5162089,701.9558863
204023_at,2168.076716,2067.711435,750.100866,736.6917599
204024_at,65.28448797,60.86886905,97.09231692,107.0108642
204025_s_at,688.6230261,727.3922894,451.579215,492.2340063
204026_s_at,843.4679549,880.0014584,311.5690625,304.1026037
204027_s_at,207.1234508,232.8193577,72.42164196,92.38563903
204028_s_at,767.8778083,686.5494817,433.7858064,384.0940182
204029_at,51.0992787,59.82658301,121.7724075,120.7868878
204030_s_at,330.4479734,362.8983288,43.29990547,45.59247285
204031_s_at,3572.560995,3412.583685,2966.67899,2628.106644
204032_at,39.79744245,25.107171,23.55082981,31.04995805
204033_at,317.2885288,341.112036,85.64516877,79.11970727
204034_at,412.89778,428.5167047,312.4412169,372.4391282
204035_at,18.91827222,17.8619689,16.67955093,17.38316624
204036_at,16.93372607,17.99900161,112.971843,117.0786002
204037_at,66.66718275,43.56458283,174.3107395,234.1349632
204038_s_at,19.34200909,30.43905178,53.59332141,45.85489002
204039_at,181.1229821,173.6841117,473.0534962,490.9120648
204040_at,1235.874481,1218.135098,758.2450181,690.7549502
204041_at,37.47891409,36.25532633,32.19046905,42.18559626
204042_at,89.92621376,78.82705413,47.60821886,49.56652234
