	Lin-_1	MNC_1
216872_at	14.93835545	16.45206901
216873_s_at	188.2368405	180.1979107
216874_at	18.73521326	25.2072347
216875_x_at	281.1009475	316.5541572
216876_s_at	10.49683815	10.44101043
216877_at	29.70693726	36.46103536
216878_x_at	41.28587445	47.28845084
216879_at	17.99062744	17.0617752
216880_at	61.06221806	41.2850169
216881_x_at	74.62480875	98.52991731
216882_s_at	32.09656546	35.08432828
216883_x_at	281.2227492	236.738865
216884_at	49.79388588	97.74753247
216885_s_at	517.0811239	513.6232775
216886_at	42.51758532	55.80654286
216887_s_at	36.64974094	39.51206266
216888_at	76.28605087	87.35033545
216889_s_at	39.18631862	37.72329514
216890_at	33.36747947	30.79418356
216891_at	24.9243574	28.69899665
216892_at	22.9822121	35.41774654
216893_s_at	16.75192552	11.63763489
216894_x_at	123.2902727	111.3225851
216895_at	18.75738378	14.70847227
216896_at	23.73756764	18.58318581
216897_s_at	35.23544358	32.46826363
216898_s_at	17.88008642	16.51774704
216899_s_at	167.5655741	518.5004152
216900_s_at	42.34973417	33.18611537
216901_s_at	53.37222264	67.56143174
216902_s_at	266.1888112	301.1700381
216903_s_at	1483.93537	1427.850075
216904_at	35.72619788	36.85487202
216905_s_at	41.75625317	57.23185521
216906_at	34.70491456	44.91260256
216907_x_at	36.24673511	220.2057313
216908_x_at	1117.18491	706.2421703
216909_at	40.75994585	40.16049639
216910_at	31.57450078	45.2618436
216911_s_at	90.95081968	119.7814846
216912_at	41.14797098	46.98080721
216913_s_at	353.7361965	396.0415514
216914_at	51.89939759	34.67056523
216915_s_at	52.87140577	92.50965408
216916_s_at	39.66979044	47.6057395
216917_s_at	52.22178288	11.87436328
216918_s_at	15.88388024	19.60011541
216919_at	34.70630779	33.76006124
216920_s_at	843.7331023	1971.556629
216921_s_at	19.92207058	17.6651276
216922_x_at	16.21053584	17.33831997
216923_at	24.58051305	20.55459024
216924_s_at	50.30475089	54.36852151
216925_s_at	402.9420799	254.1812162
216926_s_at	56.25119645	63.38775333
216927_at	23.16898239	27.15871054
216928_at	58.1953984	61.51017216
216929_x_at	162.5180268	181.8758242
216930_at	43.88652763	46.53586891
216931_at	17.45026552	18.8641892
216932_at	15.9504011	16.5398808
216933_x_at	40.30033065	48.58112054
216934_at	48.44628697	50.0674433
216935_at	20.9683219	21.83227544
216936_at	56.06761041	68.53773898
216937_s_at	31.32022885	34.3523231
216938_x_at	59.49781698	53.68809136
216939_s_at	18.53563824	19.61217478
216940_x_at	39.03176221	33.58544086
216941_s_at	169.9517063	121.5945068
216942_s_at	177.9643997	363.8095374
216943_at	32.38086087	37.80407124
216944_s_at	496.1129638	311.2467566
216945_x_at	206.9774358	584.6010986
216946_at	33.36769176	46.94098783
216947_at	11.01221574	11.58240445
216948_at	17.70045302	14.00640418
216949_s_at	99.0426345	107.2445119
216950_s_at	158.8102898	2174.354719
216951_at	77.64098345	679.298978
216952_s_at	472.9488844	135.9459263
216953_s_at	24.96488216	27.95629115
216954_x_at	5246.571105	4194.539508
216955_at	18.06072132	16.82736437
216956_s_at	762.0776698	285.9627454
216957_at	23.79646951	21.24289849
216958_s_at	442.4592659	158.2957137
216959_x_at	38.87582061	55.59109168
216960_s_at	383.3260802	235.9090863
216961_s_at	239.6195658	100.7182247
216962_at	1463.372093	414.3783335
216963_s_at	120.0764779	98.68106363
216964_at	70.29796562	82.1964744
216965_x_at	54.00867575	42.7568484
216966_at	17.34718232	11.27462152
216967_at	42.24559468	30.37957582
216968_at	22.0058931	19.25804772
216969_s_at	131.276235	113.9495444
216970_at	14.89338335	17.55284551
216971_s_at	99.1116081	146.4881192
216972_at	14.37219642	14.19094081
216973_s_at	15.76842409	12.23102478
216974_at	16.11254943	13.51122872
216975_x_at	64.69207327	82.31770167
216976_s_at	99.30625672	88.49420359
216977_x_at	1328.340048	840.5498905
216978_x_at	13.18679583	12.37207816
216979_at	96.76933044	29.48076923
216980_s_at	67.71782252	52.9737061
216981_x_at	6012.72261	3551.133488
216982_x_at	42.40354925	38.28393054
216983_s_at	54.94087074	62.2046639
216984_x_at	55.27655304	236.5227607
216985_s_at	49.36137196	236.3592205
216986_s_at	44.91929009	44.53632357
216987_at	14.36187328	12.22707373
216988_s_at	6638.145531	8546.19418
216989_at	15.32573788	16.40833913
216990_at	80.896301	45.19218295
216991_at	28.27309869	41.10564779
216992_s_at	14.46305839	12.57963318
216993_s_at	42.50044115	44.41157254
216994_s_at	40.69203837	37.49344532
216995_x_at	58.16159016	74.37468473
216996_s_at	661.978089	339.6325419
216997_x_at	93.2338212	147.8065548
216998_s_at	23.87220862	24.24779286
216999_at	17.39310198	10.17606249
217000_at	28.06025073	33.06557672
217001_x_at	41.46849324	51.76785275
217002_s_at	19.69939052	23.44167271
217003_s_at	18.19696416	12.6269213
217004_s_at	18.06125612	25.30972033
217005_at	23.37768457	29.98899567
217006_x_at	66.66293882	72.3173283
217007_s_at	73.67861485	75.40412988
217008_s_at	25.76070622	23.08727767
217009_at	40.81925674	49.49233045
217010_s_at	27.52977806	19.82371927
217011_at	49.80809114	46.82905158
217012_at	21.45043246	19.17920543
217013_at	18.28319421	14.92329142
217014_s_at	36.94831079	38.21169841
217015_at	19.69551868	26.58232576
217016_x_at	76.00015089	74.75841848
217017_at	26.01690812	43.12828761
217018_at	43.5316768	46.02222095
217019_at	183.9638933	200.5808105
217020_at	14.65697053	15.83239193
217021_at	19.09158049	16.06289408
217022_s_at	56.15468052	53.93389972
217023_x_at	1237.726165	120.4082393
217024_x_at	70.87632108	360.2499663
217025_s_at	179.8291867	88.57871465
217026_at	14.66124281	11.01571308
217027_x_at	921.4356705	815.7788837
217028_at	10784.30744	18858.13687
217029_at	23.05092085	24.49965919
217030_at	15.77696645	15.62644197
217031_at	25.18238462	26.09895273
217032_at	26.69861724	29.37346858
217033_x_at	22.99510975	25.54089241
217034_at	66.18388311	79.08212394
217035_at	38.60822583	49.02609549
217036_at	25.0998592	79.62696403
217037_at	19.14187145	18.94627863
217038_at	14.23270114	11.016033
217039_x_at	92.62381772	78.92077536
217040_x_at	39.74925324	41.07265426
217041_at	77.99544656	80.0371852
217042_at	42.15142068	34.63966924
217043_s_at	119.6357573	158.7473938
217044_s_at	45.15651576	65.83930306
217045_x_at	67.0929679	76.07925743
217046_s_at	192.3784357	389.9537071
217047_s_at	167.9788208	517.6090187
217048_at	18.46613661	15.90399216
217049_x_at	18.46127286	13.53727456
217050_at	20.11839142	28.80413131
217051_s_at	56.4993449	60.34881486
217052_x_at	631.8210469	797.3894312
217053_x_at	55.67416783	60.80193011
217054_at	67.13212329	100.914772
217055_x_at	61.79238126	92.28752205
217056_at	24.91510615	60.86165456
217057_s_at	17.72175008	23.0757403
217058_at	99.19902087	133.5066285
217059_at	11.08878404	11.76235763
217060_at	25.44109618	29.94193527
217061_s_at	38.47532248	39.26044779
217062_at	51.54971819	54.56967325
217063_x_at	31.9272029	52.85308357
217065_at	20.93850991	50.77159479
217066_s_at	104.6765725	119.59874
217067_s_at	17.857662	15.37583227
217068_at	23.97443994	19.14271002
217069_at	41.66228713	51.80014025
217070_at	30.01568016	36.21652922
217071_s_at	40.23302676	40.16935883
217072_at	118.3815173	322.3447471
217073_x_at	83.63521231	68.36859038
217074_at	67.93002868	86.95643547
217075_x_at	12.07559697	10.76066615
217076_s_at	13.5561939	12.24663738
217077_s_at	24.49306513	24.63583501
217078_s_at	294.3018947	1179.904635
217079_at	52.58233756	55.557961
217080_s_at	88.59917094	45.96975954
217081_at	24.39646641	23.14427279
217082_at	20.24504948	21.17143842
217083_at	16.45005446	15.75692181
217084_at	11.94056049	13.52451457
217085_at	14.75972259	11.27374136
217086_at	18.47407885	16.37307036
217087_at	33.71567037	39.29187235
217088_s_at	38.10785991	53.63613863
217090_at	20.44443088	18.31541131
217091_at	12.28154152	10.46174133
217092_x_at	938.419545	884.5747987
217093_at	12.36988285	11.70882163
217094_s_at	169.4183469	347.2596079
217095_x_at	45.0026269	93.32604245
217096_at	21.82277505	19.288812
217097_s_at	17.06738285	18.97534154
217098_s_at	29.45375573	29.60510144
217099_s_at	222.7210044	113.492641
217100_s_at	721.8601261	489.852862
217101_at	62.73721761	76.47469489
217102_at	16.94266219	16.85889502
217103_at	17.71806334	18.43181095
217104_at	409.2139527	2023.220131
217105_at	16.96070571	14.05927416
217106_x_at	2287.702023	1280.262508
217107_at	56.71264789	55.95550255
217108_at	15.67633499	17.1691832
217109_at	36.07012774	32.67471824
217110_s_at	14.159062	11.45276293
217111_at	112.2125112	96.71785194
217112_at	31.75407273	27.71699196
217113_at	69.82945409	68.20389969
217114_at	33.06651147	33.76264415
217115_at	35.61184794	31.94346231
217117_x_at	28.90699449	28.81989374
217118_s_at	1437.678388	2520.90958
217119_s_at	101.6672978	110.7839994
217120_s_at	33.41002217	27.82728542
217121_at	61.51054768	64.77033661
217122_s_at	4174.749242	3397.546584
217123_x_at	39.81797554	15.1116383
217124_at	25.3921024	40.55898333
217125_at	27.70021671	36.01229658
217126_at	12.45245608	11.30756932
217127_at	79.50030415	28.43959061
217128_s_at	22.83004165	23.75698809
217129_at	30.13356154	26.75072589
217130_at	28.20562867	37.85675867
217131_at	22.45542111	16.44486436
217132_at	13.9529748	9.640047882
217133_x_at	52.86760112	60.03175864
217134_at	30.18704758	17.39230072
217135_x_at	79.38633456	73.59153143
217136_at	34.01997915	23.66623537
217137_x_at	141.2932572	129.7584675
217138_x_at	210.44768	1910.90797
217139_at	36.50241766	34.01334123
217140_s_at	427.0031078	218.192619
217141_at	55.45916924	58.27301581
217142_at	63.38875823	70.06999276
217143_s_at	920.5537991	2695.386975
217144_at	67.6366542	95.15379133
217145_at	15.55601873	13.82767375
217146_at	26.88594664	29.28565052
217147_s_at	252.7507014	1593.211046
217148_x_at	65.87850182	347.9159332
217149_x_at	156.2766157	123.0080173
217150_s_at	50.24713149	35.59584157
217151_at	19.76622707	33.46503177
217152_at	56.73523243	85.4603927
217153_at	33.13489789	36.7857809
217154_s_at	26.82737363	31.63253401
217155_at	23.46991062	26.34059088
217156_at	45.10658398	49.98800587
217157_x_at	65.90072616	206.9167818
217158_at	54.81584781	51.53303328
217159_x_at	67.98410196	347.3343959
217160_at	29.08623375	28.25367918
217161_x_at	59.54330117	79.64969736
217162_at	33.17181022	25.5894004
217163_at	25.10620901	20.44982218
217164_at	183.3762062	224.240348
217165_x_at	199.3019499	233.0203821
217166_at	18.60294744	13.60995226
217167_x_at	81.68657938	397.078202
217168_s_at	824.98393	2500.497588
217169_at	19.56370052	14.388573
217170_at	21.69219367	178.142282
217171_at	43.40905949	63.80537679
217172_at	23.35216965	25.5045505
217173_s_at	88.84040455	83.72134181
217174_s_at	39.23136937	39.01733611
217175_at	16.8256325	11.85723988
217176_s_at	56.55433491	54.56202464
217177_s_at	28.64810263	39.39220688
217178_at	40.46252127	48.47300772
217179_x_at	58.4270808	149.4822421
217180_at	44.21538827	66.80151592
217181_at	33.47816389	31.96325728
217182_at	66.05394821	86.51834835
217183_at	96.43549094	92.69147458
217184_s_at	42.7089446	41.01579663
217185_s_at	639.1009475	320.2659823
217186_at	47.07809164	38.51144292
217187_at	34.63437893	30.75517017
217188_s_at	173.0522011	82.18142487
217189_s_at	55.47088713	66.25343436
217190_x_at	48.03029475	41.40557084
217191_x_at	79.99119226	59.12114241
217192_s_at	35.63504227	102.397693
217193_x_at	55.84762295	278.1389032
217194_at	13.36142596	9.553280914
217195_at	36.09794668	30.33468071
217196_s_at	26.99037272	48.68945658
217197_x_at	118.1065933	134.7884856
217198_x_at	79.36624796	97.65129318
217199_s_at	38.22129894	37.22465745
217200_x_at	213.1730169	82.02981003
217201_at	16.07866608	13.92162358
217202_s_at	237.7803761	929.9373024
217203_at	43.33905843	50.41941207
217204_at	56.20722463	26.88087774
217205_at	128.6635528	92.59076325
217206_at	16.53389268	13.66067451
217207_s_at	31.46936108	36.10480833
217208_s_at	97.35667224	62.97549029
217209_at	18.0367933	125.477497
217210_at	51.47962483	61.21609553
217211_at	152.6670173	286.063497
217212_s_at	68.26412538	85.21459788
217213_at	16.53820637	14.65370564
217214_s_at	18.19853289	15.09737257
217215_s_at	16.77586816	13.84006307
217216_x_at	266.0271404	136.0919462
217217_at	39.7438142	42.98752985
217218_at	89.96036539	88.33976963
217219_at	50.15935743	45.61663771
217220_at	13.34749701	12.49171574
217221_x_at	1440.648721	1021.528065
217222_at	65.02636965	101.7322971
217223_s_at	173.4892718	109.0671965
217224_at	30.99226947	38.83774184
217225_x_at	3569.839176	2606.603077
217226_s_at	607.0616648	786.4225604
217227_x_at	54.63576984	278.6776237
217228_s_at	17.41579811	10.43612183
217229_at	13.44291793	9.88875408
217230_at	303.209222	360.5663678
217231_s_at	53.69256341	56.59387448
217232_x_at	4456.145316	17509.82213
217233_at	16.47176835	13.08255631
217234_s_at	303.013452	333.8021546
217235_x_at	81.15534555	355.3347511
217236_x_at	39.34085041	43.03245343
217237_at	20.40639243	18.62357868
217238_s_at	22.81609329	15.10265911
217239_x_at	40.86503451	34.76148041
217240_at	15.47657732	10.85987226
217242_at	107.276832	95.67873019
217244_at	11.85439709	10.27308409
217245_at	15.96554675	12.6356712
217246_s_at	25.79494476	30.25770449
217247_at	31.24465873	34.30218459
217248_s_at	23.59039021	24.88057259
217249_x_at	1200.149876	978.0124856
217250_s_at	23.02356397	22.76292586
217251_x_at	69.93714202	389.1322907
217252_at	21.81856483	18.79091155
217253_at	130.6291597	155.9931973
217254_s_at	43.11071627	49.1127172
217255_at	30.78053644	39.50665582
217256_x_at	5436.617611	4540.36354
217257_at	360.8101664	1018.043607
217258_x_at	61.96725797	206.3863961
217259_at	27.94410069	32.09275606
217260_x_at	34.29196053	94.20934668
217261_at	33.8704785	26.82852617
217262_s_at	41.76338265	32.39790969
217263_x_at	45.29021496	24.84098755
217264_s_at	76.12804681	97.66381856
217265_at	16.36748985	17.17261212
217266_at	303.3815991	286.302196
217267_s_at	45.49878972	27.62828001
217268_at	67.71146345	75.2594462
217269_s_at	37.59268091	50.74276854
217270_s_at	65.19334781	53.7617515
217271_at	33.35733571	41.62394262
217272_s_at	10.87726542	11.87703412
217273_at	31.42886869	26.85913307
217274_x_at	669.6334217	1142.851035
217275_at	39.97711744	46.91267664
217276_x_at	119.2893737	90.73445162
217277_at	23.74897373	30.76169712
217278_x_at	47.29364339	58.68264098
217279_x_at	34.88820921	38.69897787
217280_x_at	14.11361655	12.39924796
217281_x_at	86.93810817	260.5129887
217282_at	24.73867065	20.53624266
217283_at	60.54737343	81.43327852
217284_x_at	102.0357688	94.40337309
217285_at	66.15332369	76.4624581
217286_s_at	2045.64613	2276.628911
217287_s_at	105.7839467	52.53670233
217288_at	18.90459307	21.48339583
217289_s_at	123.2161411	73.68514798
217290_at	42.93561444	25.93698306
217291_at	33.86212071	38.13478023
217292_at	28.57361318	26.43662477
217293_at	38.41189767	30.43639174
217294_s_at	1543.930765	686.206736
217295_at	43.76262785	72.32913537
217296_at	34.7938333	153.1162873
217297_s_at	213.4171585	354.5170493
217298_at	31.72249706	31.1193226
217299_s_at	255.2605174	427.9327155
217300_at	80.46923634	84.65747217
217301_x_at	364.0297954	261.1590336
217302_at	18.5550971	15.15331256
217303_s_at	32.87736641	34.42425486
217304_at	27.27745635	29.27273083
217305_s_at	15.49925761	20.15416678
217306_at	17.22792318	14.76442189
217307_at	30.67732605	37.56095835
217308_at	33.53524032	31.92120432
217309_s_at	113.3522756	122.2656654
217310_s_at	68.21685126	27.2838044
217311_at	34.19650284	38.83417149
217312_s_at	28.16482609	34.71379676
217313_at	213.3704003	250.0584181
217314_at	105.2998643	101.3051328
217315_s_at	32.97560744	32.91075849
217316_at	12.11827313	10.2709576
217317_s_at	2321.97523	1317.080436
217318_x_at	24.26896394	33.77728165
217319_x_at	20.51902749	17.44443313
217320_at	21.73282076	27.06938945
217321_x_at	24.35916095	30.3129534
217322_x_at	155.8211118	155.5816054
217323_at	29.18383627	36.51739231
217324_at	22.25472442	23.05710302
217325_at	102.7300938	126.3723289
217326_x_at	77.31729071	112.0159936
217327_at	41.96654711	39.03842931
217328_at	107.1849336	437.6709722
217329_x_at	812.0894085	870.2850048
217330_at	24.70011115	26.57871905
217331_at	12.63470184	12.43038824
217332_at	16.35594845	19.37238556
217333_at	21.41842006	18.58399485
217334_at	12.73423986	14.79602317
217335_at	14.62576426	12.26881631
217336_at	54.00244537	51.46582134
217337_at	36.51065868	34.39080557
217338_at	18.20202436	16.18733439
217339_x_at	65.62112166	55.9850091
217340_at	32.06395612	32.97394157
217341_at	165.2828202	113.5317951
217342_x_at	38.261908	34.96539379
217343_at	13.60268385	11.84689279
217344_at	210.3461997	182.214659
217345_at	15.71398747	14.48501833
217346_at	179.3998559	249.6471011
217347_at	47.89985314	47.15751028
217348_x_at	48.43300731	56.57611845
217349_s_at	74.55439264	74.46597603
217350_at	41.12891681	48.22202171
217351_at	17.22635888	19.05641412
217352_at	80.41267734	130.5158843
217353_at	104.3983942	90.70478585
217354_s_at	56.70457336	52.74247381
217355_at	42.37018458	38.94472286
217356_s_at	1235.091101	1910.241328
217357_at	54.93610326	55.1515048
217358_at	28.39444331	28.14254785
217359_s_at	20.08885624	14.40035864
217360_x_at	50.1746823	73.53783356
217361_at	24.59827562	24.95702978
217362_x_at	740.1885504	874.0855313
217363_x_at	125.2588518	114.7963527
217364_x_at	83.07001854	67.64206618
217365_at	24.53917183	36.84921758
217366_at	21.51489011	17.6765133
217367_s_at	140.6368272	94.21718977
217368_at	33.24942133	20.55947686
217369_at	45.08027552	52.45210811
217370_x_at	1079.023118	730.8606788
217371_s_at	41.72323768	82.63635316
217372_at	16.98251601	11.01671386
217373_x_at	36.97974174	35.00176541
217374_x_at	37.86642289	65.80929282
217375_at	14.86325449	18.55204281
217376_at	21.07686227	24.57074009
217377_x_at	18.66840517	33.12008259
217378_x_at	74.45736895	252.1980034
217379_at	1119.5166	1142.167927
217380_s_at	45.66930566	56.69804233
217381_s_at	44.12046037	72.81520923
217382_at	37.00196104	43.76143782
217383_at	1380.086284	2162.514837
217384_x_at	26.76508321	48.15477653
217385_at	19.23132971	26.32071761
217386_at	19.35386183	15.9478592
217387_at	20.11257723	16.49172353
217388_s_at	254.3177818	1210.115744
217389_s_at	109.4786445	94.2764525
217390_x_at	47.44301615	57.05160031
217391_x_at	113.9184968	119.6433668
217392_at	17.1017064	15.77150642
217393_x_at	144.0472329	133.8493816
217394_at	16.93754607	84.66646929
217395_at	61.90754765	79.89073409
217396_at	44.88446963	48.69911171
217397_at	19.26799785	54.95620443
217398_x_at	13750.69528	13165.38725
217399_s_at	43.93166052	58.33043942
217400_at	21.77533451	15.23738095
217401_at	17.66127413	15.94592423
217402_at	16.8913858	15.12201875
217403_s_at	164.0088941	141.6506913
217404_s_at	78.78472074	35.45337223
217405_x_at	42.69188022	38.1439936
217406_at	58.11559895	55.23136213
217407_x_at	437.3284793	418.188335
217408_at	1183.273126	676.7095397
217409_at	220.2186445	464.8184267
217410_at	64.7573854	73.87793907
217411_s_at	73.10535311	68.44304752
217412_at	24.21450606	154.9778198
217413_s_at	163.907919	247.8848346
217414_x_at	4159.315756	25106.51866
217415_at	39.72353478	48.58221788
217416_x_at	308.2409295	429.4923194
217417_at	14.3099078	12.36784961
217418_x_at	53.38517861	759.6824366
217419_x_at	96.16015694	85.4400677
217420_s_at	31.1170505	37.10397805
217421_at	51.90947195	56.75882274
217422_s_at	47.72574011	196.8345156
217423_at	14.29167642	17.48988773
217424_at	15.26327007	11.82294793
217425_at	17.08305261	13.57787528
217426_at	270.7111017	72.54813592
217427_s_at	293.1306048	333.8426158
217428_s_at	60.05733228	15.03986654
217429_at	28.26630891	28.59481029
217430_x_at	94.67678618	110.5823969
217431_x_at	15.97076848	37.99030389
217432_s_at	137.657754	249.8464154
217433_at	181.0495719	240.1996219
217434_at	18.59231378	15.34298873
217435_x_at	50.50035684	68.91423422
217436_x_at	988.7107609	2813.334351
217437_s_at	1504.052825	1688.394943
217438_at	36.98608344	32.36951165
217439_at	37.8187062	42.02587003
217440_at	11.71512174	9.96009263
217441_at	124.8629759	106.8126999
217442_at	20.0477278	18.75160289
217443_at	14.27970471	10.62218971
217444_at	41.99074362	39.56143635
217445_s_at	139.6093881	66.61755082
217446_x_at	164.039129	219.1664622
217447_at	35.80427557	43.17862878
217448_s_at	106.6992676	129.3251247
217449_at	19.26824977	14.78040837
217450_at	22.34226695	19.92065848
217451_at	16.86584117	13.38199342
217452_s_at	12.69471604	14.29850599
217453_at	31.86813899	30.75939361
217454_at	25.05513355	21.07284947
217455_s_at	20.93443184	16.69842426
217456_x_at	3551.213148	6357.117112
217457_s_at	365.678434	278.6652859
217458_at	18.48200264	15.09788909
217459_at	17.63633514	15.71437196
217460_at	11.62764658	11.60134216
217461_x_at	132.5627876	139.2391384
217462_at	58.54486606	73.50968325
217463_s_at	37.84831312	39.0286601
217464_at	737.728122	333.646279
217465_at	43.08894821	34.44995251
217466_x_at	908.6050331	512.9526442
217467_at	74.16704843	68.28221008
217468_at	99.20749412	119.4173756
217469_at	33.18010224	25.88285645
217470_at	12.49647671	10.75156246
217471_at	25.81181327	22.76523792
217472_at	482.481787	232.9960235
217473_x_at	207.3371447	5356.681448
217474_at	19.45287563	21.86037121
217475_s_at	170.4332051	585.6387673
217476_at	67.76845302	59.28722163
217477_at	222.9280654	177.5301423
217478_s_at	2475.880071	1987.486089
217479_at	11.44162904	11.3258923
217480_x_at	75.15857972	458.5585571
217481_x_at	17.77352003	13.06635722
217482_at	706.802546	933.6913133
217483_at	14.53119298	20.26524539
217484_at	67.21403192	158.3569684
217485_x_at	777.5974352	324.3751258
217486_s_at	66.18421129	64.39008003
217487_x_at	36.79344322	32.15972553
217488_x_at	297.4462712	157.8420536
217489_s_at	24.36134123	59.32695599
217490_at	96.97256591	81.41329706
217491_x_at	11845.74152	8543.782778
217492_s_at	1413.30922	3178.163668
217493_x_at	65.06862634	65.82004501
217494_s_at	273.2121779	655.7059272
217495_x_at	28.01994618	36.22750747
217496_s_at	252.9261579	196.186056
217497_at	71.32345469	591.1797003
217498_at	53.84729986	27.53165584
217499_x_at	417.7510014	294.8133178
217500_at	27.99562927	32.82691595
217501_at	583.9286177	595.2227653
217502_at	43.90008244	68.17611924
217503_at	67.98339318	230.3063061
217504_at	22.96500679	20.96964819
217505_at	15.3285835	11.51704138
217506_at	68.64937657	54.18705291
217507_at	57.6111313	410.097779
217508_s_at	76.30344772	74.23822025
217509_x_at	87.00338023	73.85002897
217510_at	29.34550311	33.27645326
217511_at	18.68767774	18.82880967
217512_at	19.89137995	15.97764963
217513_at	65.05697442	169.7107259
217514_at	60.59124551	68.75113197
217515_s_at	52.45223881	49.31007311
217516_x_at	128.2601757	132.545775
217517_x_at	93.33865081	113.0965041
217518_at	34.05602271	62.91147681
217519_at	19.07679583	16.27942925
217520_x_at	394.024241	65.45343413
217521_at	163.4674568	3421.225421
217522_at	12.99398089	11.72780792
217523_at	236.4216021	732.0763821
217524_x_at	14.2590887	10.24216747
217525_at	13.16503428	13.70057604
217526_at	365.2223576	394.8803973
217527_s_at	876.998652	835.183186
217528_at	10.71726352	9.501805657
217529_at	1007.716349	714.544999
217530_at	19.60597646	22.09303256
217531_at	19.74901028	19.4432606
217532_x_at	20.75462397	18.76922037
217533_x_at	13.86218337	13.0997303
217534_at	23.00139995	58.68060191
217535_at	53.54744732	107.7893801
217536_x_at	36.05014656	42.63773861
217537_x_at	21.47488161	24.77893704
217538_at	78.22694378	70.7027868
217539_at	33.24183768	27.67105738
217540_at	70.64401815	119.0524392
217541_x_at	429.701284	595.8246709
217542_at	128.7691454	163.1278326
217543_s_at	148.6982308	149.7377526
217544_at	40.20331781	46.50167138
217545_at	139.9794871	145.3930675
217546_at	18.93241808	19.34958321
217547_x_at	517.6641575	455.4251836
217548_at	47.95027704	52.68680322
217549_at	407.4633634	480.5031158
217550_at	181.965217	264.4898163
217551_at	22.75810819	17.73119833
217552_x_at	42.06973975	441.992192
217553_at	32.99106205	50.28946134
217554_at	991.8478911	1018.263008
217555_at	121.5191273	131.6292805
217556_at	33.25879247	29.13109742
217557_s_at	95.50572619	148.5104956
217558_at	12.71998859	8.646854087
217559_at	64.40694788	73.50140697
217560_at	76.21432097	90.34664352
217561_at	18.80933686	14.95338739
217562_at	16.49815919	14.12745477
217563_at	36.47294209	33.44749311
217564_s_at	19.46860277	15.44234776
217565_at	17.94632142	18.5049656
217566_s_at	29.88563532	28.56024488
217567_at	24.35288899	21.48508027
217568_at	12.34765444	9.582775306
217569_x_at	17.29403539	15.51894753
217570_x_at	74.09428508	66.45165556
217571_at	21.92783057	20.07463713
217572_at	43.10361052	65.16499706
217573_at	67.36511746	67.4324239
217574_at	18.63300969	13.62550229
217575_s_at	50.00468337	95.56391203
217576_x_at	54.95641671	110.7942988
217577_at	41.92802336	30.67733592
217578_at	24.21953905	19.60827615
217579_x_at	204.765646	214.2417252
217580_x_at	101.4524444	115.072575
217581_at	53.51454703	65.11460974
217582_at	21.5335177	19.01526235
217583_at	14.58610717	12.80199311
217584_at	34.99504455	44.37045251
217585_at	22.40342724	23.42512852
217586_x_at	156.6188912	194.1376865
217587_at	29.71052409	23.09581156
217588_at	214.4224522	115.5919442
217589_at	55.34849209	33.54708125
217590_s_at	14.98012623	14.65436573
217591_at	460.2527724	782.8833255
217592_at	50.08516278	41.22142651
217593_at	172.7365031	117.1635176
217594_at	48.63508464	49.99570922
217595_at	47.42220228	40.82516656
217596_at	313.2250377	239.1221027
217597_x_at	222.7555397	190.0922315
217598_at	62.8174002	51.82823174
217599_s_at	81.53319969	99.2305317
217600_at	63.28763831	64.0878914
217601_at	38.76523214	38.06975781
217602_at	70.37347923	39.46621847
217603_at	152.56691	73.42453895
217604_at	115.545774	67.92681431
217605_at	62.68093098	49.75221632
217606_at	177.6056559	356.8397329
217607_x_at	131.6856277	103.0933815
217608_at	170.7820291	160.2763203
217609_at	64.9688018	59.22384148
217610_at	143.8537725	188.0689886
217611_at	169.4557994	222.8916091
217612_at	80.52042318	57.35928369
217613_at	29.2954758	36.12926572
217614_at	854.0224122	2113.095531
217615_at	299.7024198	207.9051319
217616_at	31.49989409	32.8939588
217617_at	336.9362046	93.00524937
217618_x_at	533.4646854	624.8754064
217619_x_at	84.45817592	65.33538473
217620_s_at	61.91536439	57.16138735
217621_at	12.56257705	10.99575065
217622_at	71.36715352	64.19327993
217623_at	58.60016189	43.32514632
217624_at	225.9997709	243.0424606
217625_x_at	108.8670196	183.7499684
217626_at	30.77891975	28.31414968
217627_at	696.8051435	360.8376563
217628_at	34.17653332	32.55640475
217629_at	40.60972694	302.8315488
217630_at	187.5684078	99.18095928
217631_at	166.5439167	71.19134963
217632_at	44.52425997	50.06725781
217633_at	52.79069492	33.3671233
217634_at	22.76059788	29.92521772
217635_s_at	122.4626061	143.2702004
217636_at	18.16533653	29.13065379
217637_at	16.18113166	18.14072288
217638_at	80.18528296	75.40541268
217639_at	16.32076725	17.27064677
217640_x_at	55.67310815	30.13031495
217641_at	46.42303645	34.15755302
217642_at	73.49791077	53.0166401
217643_x_at	33.11750512	31.5814018
217644_s_at	330.3517027	1007.401008
217645_at	413.1227504	248.3859277
217646_at	49.52998213	62.63061179
217647_at	468.0522343	180.0635359
217648_at	51.88926802	67.16475664
217649_at	62.10716982	157.7389442
217650_x_at	1222.966293	2030.274283
217651_at	82.54729663	40.79727412
217652_at	34.99754321	40.77322191
217653_x_at	122.3823237	124.8557705
217654_at	92.15258367	490.2129625
217655_at	32.87920316	44.21608132
217656_at	35.60886146	27.86045699
217657_at	104.976737	102.1965259
217658_at	68.31577065	82.3377432
217659_at	79.43790403	112.4086757
217660_at	59.13197416	64.85152846
