	Lin-_1	MNC_1
202525_at	24.01957701	26.81412862
202526_at	58.04885379	63.17064278
202527_s_at	358.5149837	398.9500897
202528_at	363.4278934	230.5640027
202529_at	721.8775596	558.2005086
202530_at	2989.594918	4723.111177
202531_at	423.2343286	1421.368516
202532_s_at	1613.256208	606.5771609
202533_s_at	279.50666	210.2785677
202534_x_at	711.1129345	356.8076533
202535_at	235.7062293	430.2543805
202536_at	545.0923337	807.3053556
202537_s_at	349.6231447	470.3422179
202538_s_at	328.4013923	447.5433575
202539_s_at	360.2665233	478.8754446
202540_s_at	959.3562401	988.3241232
202541_at	797.8027671	576.8891327
202542_s_at	1912.405006	1381.52081
202543_s_at	67.12740963	114.6445932
202544_at	797.9593663	881.9668362
202545_at	207.0782366	1366.44576
202546_at	6623.042996	3175.834341
202547_s_at	145.0334241	232.8697505
202548_s_at	2550.198289	2446.115007
202549_at	59.46167004	51.44360951
202550_s_at	801.6382817	821.2410717
202551_s_at	127.4089157	142.3922908
202552_s_at	323.8482904	273.0885828
202553_s_at	1529.436161	1870.383106
202554_s_at	359.0356881	76.88373185
202555_s_at	348.9926856	217.1246993
202556_s_at	691.0123588	580.8160854
202557_at	673.4190829	536.1728957
202558_s_at	78.04212268	68.1012682
202559_x_at	1725.248588	2089.229802
202560_s_at	1819.918273	1840.247244
202561_at	1098.201926	748.4808754
202562_s_at	2126.699954	757.2602245
202563_at	43.51256727	47.87193611
202564_x_at	711.272331	174.3225517
202565_s_at	691.7408708	3155.104558
202566_s_at	51.77852236	184.1218038
202567_at	5230.230378	2719.386284
202568_s_at	1310.863728	1965.444844
202569_s_at	707.715859	775.1401908
202570_s_at	249.4130371	262.7136221
202571_s_at	219.217391	239.1337093
202572_s_at	236.3351188	339.6721665
202573_at	554.0778612	661.917172
202574_s_at	151.3467138	162.3120804
202575_at	59.36609327	74.11651423
202576_s_at	565.7147153	390.8836632
202577_s_at	474.1951779	341.0989573
202578_s_at	282.0998146	190.788726
202579_x_at	624.271108	753.3589266
202580_x_at	630.7242171	251.3977706
202581_at	284.4068692	503.8839587
202582_s_at	852.3171409	998.0594619
202583_s_at	303.1064925	302.4033134
202584_at	351.7959999	268.4357853
202585_s_at	183.7213672	147.5195338
202586_at	253.0760593	186.3574592
202587_s_at	757.1059528	920.4799909
202588_at	106.5940114	137.9992965
202589_at	4056.726101	716.952772
202590_s_at	204.0283785	113.3538699
202591_s_at	2908.218279	1309.655881
202592_at	1195.079895	2036.3134
202593_s_at	363.4241022	418.3990414
202594_at	3940.823599	4942.345284
202595_s_at	933.6737632	1491.835985
202596_at	5154.540375	4010.033743
202597_at	144.7988477	49.21965021
202598_at	594.6819193	278.746824
202599_s_at	3978.471912	719.9786594
202600_s_at	521.098151	107.1077359
202601_s_at	68.08528092	41.47244977
202602_s_at	1431.098489	894.3138971
202603_at	2676.588004	4551.921368
202604_x_at	123.4270207	278.4183545
202605_at	4139.172654	2583.024906
202606_s_at	2285.522562	2309.937874
202607_at	174.423312	257.8197507
202608_s_at	40.35659216	45.17118707
202609_at	44.69386622	46.15546443
202610_s_at	300.4238343	268.0461154
202611_s_at	126.7699315	122.4755474
202612_s_at	20.77966414	18.56689521
202613_at	1076.035432	442.6908369
202614_at	3452.102808	1935.833546
202615_at	3502.071062	4136.031077
202616_s_at	67.29354773	73.33967284
202617_s_at	257.5459328	320.2325658
202618_s_at	236.6108624	323.5078092
202619_s_at	82.78995279	23.76160785
202620_s_at	576.4704237	112.1260759
202621_at	617.4861036	680.987937
202622_s_at	658.7615488	412.4582588
202623_at	688.1776145	874.2667294
202624_s_at	395.6551582	464.4838746
202625_at	3182.241763	6144.886153
202626_s_at	729.1995677	1997.226447
202627_s_at	72.3432963	51.13959384
202628_s_at	124.0229575	83.27426963
202629_at	639.4400574	609.7217008
202630_at	721.2162249	732.0639397
202631_s_at	151.1514098	171.2705833
202632_at	609.6644467	352.1176518
202633_at	1200.748639	944.7289727
202634_at	192.9126769	166.2950759
202635_s_at	359.9767275	387.791048
202636_at	458.8005497	626.9094546
202637_s_at	100.4617655	542.5989465
202638_s_at	98.26372021	504.9329658
202639_s_at	278.9560871	311.9334834
202640_s_at	824.9122895	719.5928913
202641_at	406.4709079	289.8320006
202642_s_at	661.185017	429.031973
202643_s_at	218.8377529	588.3090759
202644_s_at	485.3988973	1205.768491
202645_s_at	509.3785639	305.3802063
202646_s_at	5910.4031	5218.451546
202647_s_at	128.0186567	125.7771849
202648_at	22484.06598	19907.31205
202649_x_at	21427.60617	18297.36516
202650_s_at	210.1094259	137.2777438
202651_at	664.2476822	2106.696763
202652_at	64.61677523	98.72046582
202653_s_at	2070.807933	2944.910315
202654_x_at	194.8218472	470.8283924
202655_at	2597.714161	1798.487056
202656_s_at	1579.159012	1279.313608
202657_s_at	2068.18172	1947.771479
202658_at	633.8656705	706.3841342
202659_at	1710.10098	2106.431591
202660_at	366.2847527	399.5406684
202661_at	421.8052316	313.9041605
202662_s_at	342.8639587	328.3130249
202663_at	201.7823683	642.2897992
202664_at	1457.948717	3608.76609
202665_s_at	430.2759111	1806.02232
202666_s_at	162.6335281	111.4862297
202667_s_at	231.349259	200.2475387
202668_at	74.7845129	34.47399698
202669_s_at	54.37256613	47.42201453
202670_at	701.1072595	1621.032953
202671_s_at	130.8442386	413.9695306
202672_s_at	313.2116399	60.21949304
202673_at	1102.158615	1193.448628
202674_s_at	19.8094787	16.49205136
202675_at	1484.581779	1492.026267
202676_x_at	301.6251466	318.8929462
202677_at	1276.807826	1198.914261
202678_at	1289.238181	868.4736111
202679_at	473.4297427	618.2233433
202680_at	661.0692323	640.3573819
202681_at	1990.286837	2928.767588
202682_s_at	1741.846203	3347.597296
202683_s_at	964.2836224	655.1032978
202684_s_at	122.4049001	78.42940754
202685_s_at	27.30329081	19.37313403
202686_s_at	134.6650545	61.28922797
202687_s_at	1575.735408	4568.327095
202688_at	1367.417698	4944.371096
202689_at	460.9419256	304.1601668
202690_s_at	4773.671071	1311.026598
202691_at	796.4129142	255.179772
202692_s_at	334.4582827	268.8561174
202693_s_at	412.346979	2052.357792
202694_at	85.31771508	323.3344342
202695_s_at	198.2783474	688.1970651
202696_at	3724.709309	3783.9108
202697_at	1011.11842	621.7571473
202698_x_at	3109.717262	2672.169865
202699_s_at	328.0528104	554.4180975
202700_s_at	169.0662036	242.9282795
202701_at	96.03505229	52.30306182
202702_at	278.7487152	441.31698
202703_at	602.6821778	679.8477618
202704_at	549.9880666	2388.656423
202705_at	794.2932965	203.5078598
202706_s_at	723.9828003	298.6235265
202707_at	89.76192987	54.15411041
202708_s_at	5982.093607	4803.442943
202709_at	57.24719349	32.27750278
202710_at	644.7183784	479.4307461
202711_at	58.09574245	74.04246641
202712_s_at	32.9956022	31.92626778
202713_s_at	1166.866975	880.7113062
202714_s_at	152.9527212	156.2127187
202715_at	614.6079611	182.7183661
202716_at	418.3172457	529.5627568
202717_s_at	1260.666107	926.9361147
202718_at	70.7752506	94.89053246
202719_s_at	365.2903891	744.6822567
202720_at	2267.757508	3712.740054
202721_s_at	116.9332345	91.51830636
202722_s_at	165.0444002	125.2664839
202723_s_at	193.9491611	267.3933263
202724_s_at	1314.853599	2085.048559
202725_at	618.1484071	693.5794262
202726_at	547.6707784	501.8434153
202727_s_at	1175.061552	5171.798161
202728_s_at	214.7076327	151.4562188
202729_s_at	2326.272957	1271.043967
202730_s_at	602.1024846	616.1239725
202731_at	313.5347918	332.1699864
202732_at	1381.345668	265.6044279
202733_at	50.0340063	43.13433906
202734_at	298.8922061	111.2838308
202735_at	4755.241029	2055.404904
202736_s_at	269.7904369	157.0074778
202737_s_at	2229.930186	1337.491883
202738_s_at	656.7255398	509.3562483
202739_s_at	422.5221588	337.7645557
202740_at	437.6437862	108.6285824
202741_at	5529.057081	3339.775117
202742_s_at	951.0050721	622.1278218
202743_at	116.7567082	100.2263241
202744_at	152.1574358	118.0232544
202745_at	444.4067256	693.8894016
202746_at	1352.556802	1242.639431
202747_s_at	1206.029377	992.3504199
202748_at	1322.30867	3389.200421
202749_at	620.7850574	471.0314752
202750_s_at	1068.94996	1109.377743
202751_at	429.7139801	338.595875
202752_x_at	81.08683125	87.73820975
202753_at	3064.099178	2658.131729
202754_at	1362.559903	847.6419366
202755_s_at	66.82849762	83.54866606
202756_s_at	54.75410007	54.06435211
202757_at	496.9971743	352.5162621
202758_s_at	720.3196767	496.2506852
202759_s_at	592.7047569	256.0954126
202760_s_at	363.0177536	157.3131951
202761_s_at	110.8884063	944.1499998
202762_at	766.5458263	567.3925493
202763_at	1105.781746	652.814682
202764_at	909.4155923	995.6553969
202765_s_at	115.5109351	33.01981057
202766_s_at	536.4362261	76.79370793
202767_at	228.6632239	174.6014209
202768_at	1879.209805	249.9068651
202769_at	1254.198645	2761.361393
202770_s_at	92.11392588	214.1211164
202771_at	1273.324907	544.8260432
202772_at	413.041782	357.6368051
202773_s_at	547.7948364	609.2858619
202774_s_at	623.4295667	578.166572
202775_s_at	282.7694148	279.0938192
202776_at	2184.435445	1501.245464
202777_at	1236.140255	2548.511989
202778_s_at	2192.384674	2324.569942
202779_s_at	428.0127939	203.6150814
202780_at	725.5801017	381.2327906
202781_s_at	116.7834397	198.278677
202782_s_at	113.5274642	202.4984607
202783_at	358.7187516	246.4366574
202784_s_at	270.8923375	208.1430752
202785_at	579.8718282	402.0168356
202786_at	380.6869914	491.7323626
202787_s_at	498.081644	491.9458016
202788_at	3750.287796	2255.891052
202789_at	409.7637851	1587.621132
202790_at	28.56824978	32.52905215
202791_s_at	228.1293289	258.1125823
202792_s_at	2355.788539	2032.497906
202793_at	458.1600567	314.3572539
202794_at	434.6965763	731.850231
202795_x_at	481.6791134	917.3941443
202796_at	46.45140154	69.84813261
202797_at	3023.653494	3516.153709
202798_at	1023.988034	1044.777934
202799_at	622.6819122	416.4063331
2028_s_at	215.809897	109.2757709
202800_at	113.1215629	206.7214027
202801_at	347.2442913	823.2125033
202802_at	1001.214496	625.0496204
202803_s_at	1375.306693	11354.12039
202804_at	9421.131816	3989.249411
202805_s_at	237.6964415	109.8701489
202806_at	451.618998	169.8439478
202807_s_at	147.5778853	322.9669654
202808_at	3512.971515	4304.967419
202809_s_at	662.0862807	666.3204867
202810_at	1388.313415	783.3648594
202811_at	1220.727763	1195.153303
202812_at	174.2876318	409.6815298
202813_at	2503.622527	676.1156097
202814_s_at	399.4184426	633.468447
202815_s_at	683.7136446	1142.288573
202816_s_at	387.0269412	282.817511
202817_s_at	415.0847862	337.0352683
202818_s_at	237.5724486	187.372111
202819_s_at	164.4955493	146.3502432
202820_at	321.6656264	352.5422115
202821_s_at	65.19537456	74.51283614
202822_at	673.6798303	867.5811974
202823_at	191.389032	162.0620586
202824_s_at	2277.243429	2094.576738
202825_at	208.4137481	109.2773992
202826_at	298.2546648	289.6917205
202827_s_at	24.59209699	31.07483854
202828_s_at	73.98442447	84.31588984
202829_s_at	727.3366428	795.5599806
202830_s_at	249.9821736	108.848667
202831_at	20.46767278	22.71394732
202832_at	454.7745612	617.6335848
202833_s_at	210.8935994	11245.11016
202834_at	24.39698821	20.92427173
202835_at	52.72406425	46.47718737
202836_s_at	1024.044261	632.8440577
202837_at	177.9310506	286.8787123
202838_at	478.5771346	642.3309734
202839_s_at	986.9527342	542.1474575
202840_at	770.8412208	574.5037451
202841_x_at	216.4550464	323.3200466
202842_s_at	518.1460792	682.9926681
202843_at	163.4298259	221.6891064
202844_s_at	380.273485	344.1048596
202845_s_at	1186.03631	1194.493013
202846_s_at	938.2489823	818.9434408
202847_at	347.159692	334.6553725
202848_s_at	129.9786517	209.9471056
202849_x_at	187.912068	326.2628225
202850_at	530.2516204	481.4406635
202851_at	215.1293454	193.6858594
202852_s_at	754.4798524	693.1705233
202853_s_at	1337.221914	1043.303316
202854_at	1380.530863	651.5140837
202855_s_at	35.81721595	150.37463
202856_s_at	246.1553152	1899.969195
202857_at	4240.81166	2165.069266
202858_at	6934.447324	4362.889893
202859_x_at	648.6876268	1238.835376
202860_at	3108.913082	5386.368167
202861_at	497.9828255	268.3392795
202862_at	1490.959556	403.2557966
202863_at	575.7257573	1251.517987
202864_s_at	1393.495091	2895.878818
202865_at	118.5441792	154.0792768
202866_at	322.5000892	325.5988383
202867_s_at	408.3757869	436.0967582
202868_s_at	1041.666902	982.3266211
202869_at	136.5727332	489.2211318
202870_s_at	434.2470929	141.1208346
202871_at	104.0959009	100.4483096
202872_at	196.6657256	694.5839953
202873_at	83.00672789	107.2826359
202874_s_at	216.2099723	844.9805542
202875_s_at	2084.124368	3306.10276
202876_s_at	3506.569466	4894.635939
202877_s_at	108.0474289	827.2717038
202878_s_at	944.0975261	6404.471016
202879_s_at	85.62633681	179.2124179
202880_s_at	695.1572518	2262.874628
202881_x_at	86.02468621	87.37795705
202882_x_at	1926.999918	1147.609394
202883_s_at	674.3411456	401.2642221
202884_s_at	90.17207704	99.11826216
202885_s_at	19.97493658	15.53345396
202886_s_at	107.5300326	88.08047854
202887_s_at	6361.411603	7180.719273
202888_s_at	276.6777646	1714.853312
202889_x_at	342.2794113	67.66178437
202890_at	2552.374023	344.8858662
202891_at	507.6107273	579.5558546
202892_at	1170.205808	725.3916948
202893_at	207.1798246	52.91198316
202894_at	342.7203278	346.2036916
202895_s_at	73.58061951	507.6132797
202896_s_at	89.36609847	905.9875087
202897_at	298.1267203	2911.920593
202898_at	22.9680731	38.15671758
202899_s_at	3073.711008	1890.552028
202900_s_at	1159.870784	684.3418062
202901_x_at	89.98271951	447.5828296
202902_s_at	489.4154392	6196.898081
202903_at	255.9343433	139.4985139
202904_s_at	422.4994795	192.0240121
202905_x_at	755.48382	1159.726777
202906_s_at	646.5806754	1306.640923
202907_s_at	1225.603375	1647.628292
202908_at	217.9907705	167.9131607
202909_at	656.275989	543.0815221
202910_s_at	158.9668042	1016.738181
202911_at	4770.562185	1767.88279
202912_at	276.5705632	3738.139599
202913_at	193.4090626	483.5186533
202914_s_at	62.83990396	116.9885969
202915_s_at	280.9075435	178.8219111
202916_s_at	772.0137369	431.939071
202917_s_at	7536.765882	25799.52983
202918_s_at	400.82585	572.8282355
202919_at	1065.169779	1042.451794
202920_at	19.22133186	12.79197654
202921_s_at	26.09640242	24.64006223
202922_at	525.1347687	569.0933292
202923_s_at	264.2508143	350.173926
202924_s_at	216.4969821	165.0304455
202925_s_at	654.8779142	537.913329
202926_at	1616.849617	585.3596756
202927_at	593.7667378	405.571051
202928_s_at	273.0065564	248.1112191
202929_s_at	1711.664183	1112.135216
202930_s_at	1073.407162	694.8026737
202931_x_at	1278.29064	1684.510978
202932_at	228.6639133	218.3875938
202933_s_at	339.7535869	378.6922033
202934_at	1227.2719	3868.742668
202935_s_at	20.59034794	18.14654306
202936_s_at	17.59823824	14.07711545
202937_x_at	149.233119	109.8392162
202938_x_at	131.0467861	92.76439754
202939_at	1804.338526	2319.986681
202940_at	84.08719492	104.3438967
202941_at	2749.279731	1716.209459
202942_at	1341.305493	705.6578599
202943_s_at	142.3290957	292.4593751
202944_at	154.4313246	391.6485465
202945_at	189.4215877	106.5280836
202946_s_at	495.456352	163.2598202
202947_s_at	1976.379434	1497.475296
202948_at	90.85457951	430.484971
202949_s_at	459.0654007	90.16041656
202950_at	1373.187337	822.4769617
202951_at	2673.56628	5520.760193
202952_s_at	25.16245433	20.88791164
202953_at	23.38467011	41.76917569
202954_at	430.1714404	197.7757831
202955_s_at	251.0530422	367.7999888
202956_at	4383.718376	5154.888133
202957_at	2127.920227	5866.77137
202958_at	895.8981829	791.9418382
202959_at	439.4348927	252.2773709
202960_s_at	249.0660741	192.8085622
202961_s_at	5368.568832	4017.381737
202962_at	514.3953903	471.113458
202963_at	5265.380675	3285.793033
202964_s_at	298.2922368	169.5508233
202965_s_at	15.97485365	16.53298773
202966_at	13.60210777	10.17683816
202967_at	296.8534832	64.51738406
202968_s_at	192.7241234	305.9789104
202969_at	590.4796604	954.8937154
202970_at	283.7362397	645.1462028
202971_s_at	50.31427984	65.84027653
202972_s_at	124.7704189	304.9086697
202973_x_at	198.4479427	476.6723344
202974_at	3590.419364	4215.272288
202975_s_at	130.4221028	59.27070238
202976_s_at	453.1338269	167.7499196
202977_s_at	57.04774997	65.90712758
202978_s_at	572.6438473	459.4423814
202979_s_at	324.4755021	290.8994426
202980_s_at	152.2673381	171.5776125
202981_x_at	688.1461816	718.2602318
202982_s_at	270.9770486	116.2429227
202983_at	2607.272746	1070.770159
202984_s_at	1174.451872	826.5361012
202985_s_at	1363.3308	999.69886
202986_at	70.3484645	46.21833796
202987_at	168.1636503	114.5495615
202988_s_at	1504.986286	569.7016601
202989_at	14.42702849	8.28246748
202990_at	1381.276363	10935.89688
202991_at	256.6584043	312.2187833
202992_at	13.58821858	14.21010911
202993_at	237.2784061	135.0507208
202994_s_at	157.6870978	30.15066778
202995_s_at	40.12546362	33.52943263
202996_at	515.3005939	912.2242435
202997_s_at	51.19170678	73.4078399
202998_s_at	49.90862184	61.31312946
202999_s_at	84.83943565	69.29993374
203000_at	15.42750204	14.50667266
203001_s_at	14.7366	14.89694596
203002_at	55.39039491	40.98152779
203003_at	318.5990026	369.4907528
203004_s_at	91.05847515	89.766786
203005_at	289.968472	419.2542726
203006_at	965.769646	893.2731525
203007_x_at	160.7204483	151.7957468
203008_x_at	1093.800255	1154.906038
203009_at	77.2178805	71.02049508
203010_at	2438.283988	988.5217346
203011_at	1627.721976	1310.454899
203012_x_at	23746.7315	22189.24258
203013_at	630.4862402	545.6371194
203014_x_at	200.8243528	243.1848515
203015_s_at	118.6921296	90.96740983
203016_s_at	487.4650827	326.4973463
203017_s_at	418.6551351	238.3828295
203018_s_at	295.6332507	178.9195804
203019_x_at	182.0474386	95.18304331
203020_at	798.8741085	2716.889134
203021_at	82.21853365	730.1077537
203022_at	686.2078704	193.7569346
203023_at	976.1121288	347.7816666
203024_s_at	2236.624379	2192.079897
203025_at	2637.853211	1574.422066
203026_at	311.6895619	214.4250073
203027_s_at	101.8730615	122.3455195
203028_s_at	187.1684171	652.6022938
203029_s_at	106.5947565	172.3283573
203030_s_at	135.7009398	216.514655
203031_s_at	1057.347814	363.5476196
203032_s_at	112.7807408	49.53667965
203033_x_at	2251.706998	930.7123875
203034_s_at	20557.57538	15207.87263
203035_s_at	617.1548216	377.5912332
203036_s_at	244.4247338	268.2625734
203037_s_at	2111.637307	2413.530054
203038_at	52.67193845	347.274276
203039_s_at	588.1126712	429.268958
203040_s_at	725.5468418	1661.979623
203041_s_at	485.2939008	1863.363357
203042_at	377.2730425	1395.992644
203043_at	175.2528006	191.5260866
203044_at	1444.490787	2446.636714
203045_at	183.68615	1023.879376
203046_s_at	675.7457777	278.2978152
203047_at	552.0261142	1400.583729
203048_s_at	388.2395069	243.8850661
203049_s_at	1050.521761	702.2551363
203050_at	1808.832054	654.537176
203051_at	298.0710002	241.0045093
203052_at	49.15711999	48.66807313
203053_at	1298.284125	895.9911751
203054_s_at	704.109846	605.0494788
203055_s_at	505.8326265	1338.943059
203056_s_at	212.6588218	297.9827033
203057_s_at	639.10036	1540.557868
203058_s_at	74.18831017	80.63854497
203059_s_at	49.84450526	40.58249822
203060_s_at	55.88158709	78.97913659
203061_s_at	283.8805121	168.8236528
203062_s_at	2807.909963	1543.719767
203063_at	892.0951088	1038.929939
203064_s_at	419.3958324	289.1308422
203065_s_at	73.01018656	39.64777186
203066_at	80.64713887	2459.532945
203067_at	383.3962447	259.5242887
203068_at	599.2617331	910.2000655
203069_at	221.7996101	47.02576915
203070_at	50.70981769	50.23590779
203071_at	63.31106741	72.06995278
203072_at	54.6120529	88.4559736
203073_at	517.1216318	454.6000637
203074_at	58.50832863	83.47436931
203075_at	847.830368	868.5636419
203076_s_at	926.9596802	1180.980069
203077_s_at	257.3542962	340.7990102
203078_at	142.7119599	114.9918069
203079_s_at	474.6251821	455.2106595
203080_s_at	953.1052721	2111.609415
203081_at	149.6878943	111.0689912
203082_at	1327.709123	624.2214702
203083_at	85.48165118	69.11809095
203084_at	44.13160961	61.36482647
203085_s_at	488.0446322	588.77601
203086_at	497.9470069	264.8168745
203087_s_at	1568.300143	951.2616932
203088_at	124.9050584	188.1112172
203089_s_at	635.0400447	323.2634238
203090_at	552.4063606	879.4244045
203091_at	747.5613942	429.6653744
203092_at	271.9461086	175.6059737
203093_s_at	156.4379519	118.4554528
203094_at	205.958366	193.3728708
203095_at	725.5238611	474.5463323
203096_s_at	61.31005143	61.50383974
203097_s_at	2471.932024	2375.259865
203098_at	797.338444	646.7510196
203099_s_at	265.032585	297.6130877
203100_s_at	346.5721532	305.4249528
203101_s_at	88.39771921	104.8970303
203102_s_at	654.0225133	527.3976932
203103_s_at	639.2008148	269.9906918
203104_at	101.010647	1000.22774
203105_s_at	1274.769937	605.6128031
203106_s_at	51.70004161	36.3671911
203107_x_at	18782.72692	15284.55783
203108_at	22.67565087	23.87058144
203109_at	269.7870515	214.7268219
203110_at	647.3792443	1621.974744
203111_s_at	170.2720743	318.5296427
203112_s_at	348.6696364	258.9456226
203113_s_at	12863.82794	11577.90381
203114_at	339.3484678	208.0447619
203115_at	595.9765988	994.5963922
203116_s_at	451.4899474	1371.323038
203117_s_at	765.2142693	655.4703568
203118_at	212.5391958	388.3120327
203119_at	475.7735082	224.2803446
203120_at	475.027951	501.7214142
203122_at	938.842174	819.8708003
203123_s_at	140.7600568	104.1597005
203124_s_at	470.2972665	231.5594288
203125_x_at	74.92742829	77.04330559
203126_at	475.3777983	1103.219662
203127_s_at	1437.281738	947.1305096
203128_at	1454.60515	881.8354556
203129_s_at	39.17522483	49.57117729
203130_s_at	47.88664764	28.51213871
203131_at	57.12230415	28.98500416
203132_at	551.7951288	729.4884563
203133_at	1808.398841	1280.453419
203134_at	57.7996769	94.71373526
203135_at	1188.146627	956.9862113
203136_at	831.1740152	944.6127617
203137_at	2740.066257	2282.704922
203138_at	2351.337674	1419.931669
203139_at	3994.198617	1659.862694
203140_at	382.6130383	6838.220481
203141_s_at	171.2849564	203.6867116
203142_s_at	291.5563352	289.6915112
203143_s_at	712.1703602	2808.574065
203144_s_at	246.8160675	888.9373944
203145_at	280.2593977	115.6604899
203146_s_at	488.1958905	640.8272027
203147_s_at	157.290773	173.8340282
203148_s_at	548.2190532	560.2806969
203149_at	188.5591713	313.065962
203150_at	1076.981544	573.066196
203151_at	565.108898	108.7244701
203152_at	1561.531517	731.7192769
203153_at	111.4370928	127.2246553
203154_s_at	107.1193226	82.34931589
203155_at	831.0463805	780.9390012
203156_at	281.3984743	405.9133061
203157_s_at	715.7496896	809.2368833
203158_s_at	169.1682865	304.4609528
203159_at	1792.578113	1839.65643
203160_s_at	414.7759355	170.5821714
203161_s_at	53.49149135	31.27646484
203162_s_at	567.769937	285.7866831
203163_at	249.2202389	143.0854231
203164_at	1260.24033	1318.787702
203165_s_at	233.4947055	190.7297201
203166_at	1939.424857	1033.106582
203167_at	122.3884257	625.8459316
203168_at	861.5630216	978.8511429
203169_at	449.2401016	390.1479187
203170_at	78.68684555	52.50698731
203171_s_at	455.3530671	349.7243446
203172_at	245.9070401	249.2742564
203173_s_at	856.9874429	548.4032923
203174_s_at	185.9736617	182.6230533
203175_at	1079.068206	2459.77118
203176_s_at	316.4914062	152.1448671
203177_x_at	1009.911391	611.9586423
203178_at	176.181896	36.53868889
203179_at	457.2229936	459.514667
203180_at	14.24941968	12.65456606
203181_x_at	892.757909	1554.360855
203182_s_at	472.1400423	951.924022
203183_s_at	158.1040444	107.5666822
203184_at	119.6103307	1110.722109
203185_at	1341.933788	6240.641895
203186_s_at	7155.036583	10570.70143
203187_at	119.7003834	28.48704972
203188_at	248.7239528	104.3483761
203189_s_at	685.498098	365.9076392
203190_at	2398.741175	1200.453511
203191_at	119.888184	157.5207851
203192_at	363.4395509	432.1898919
203193_at	125.9069384	164.573626
203194_s_at	336.6572676	320.1039549
203195_s_at	582.4267826	564.2880987
203196_at	1814.712196	611.0232806
203197_s_at	1038.9956	791.3381883
203198_at	120.6372018	104.2746864
203199_s_at	72.29678255	60.14815586
203200_s_at	1462.098037	1495.113747
203201_at	385.5821278	402.3017306
203202_at	777.1943117	596.7750915
203203_s_at	502.7142911	417.485279
203204_s_at	181.2803774	135.567478
203205_at	363.9336647	283.216655
203206_at	544.8030674	676.0191893
203207_s_at	150.5593942	86.45431353
203208_s_at	205.2250517	109.1212118
203209_at	666.3901254	303.0166789
203210_s_at	134.0712788	81.41574225
203211_s_at	1715.366029	771.3698592
203212_s_at	401.5290217	149.3383061
203213_at	295.5522453	123.0759469
203214_x_at	153.0252252	104.7206129
203215_s_at	26.24021762	37.71476424
203216_s_at	20.04329033	16.25828052
203217_s_at	631.2573092	1307.439482
203218_at	301.7265653	274.9091321
203219_s_at	4642.122931	2494.55008
203220_s_at	54.36821886	59.30582493
203221_at	165.3221638	538.0772543
203222_s_at	43.67413231	109.1558213
203223_at	281.7622285	253.2799526
203224_at	384.7668223	270.8275761
203225_s_at	130.043303	80.18586634
203226_s_at	130.1176411	86.06388451
203227_s_at	1152.705151	796.8546145
203228_at	922.6188327	251.2764572
203229_s_at	1235.625209	1027.896167
203230_at	1067.586394	524.9227688
203231_s_at	202.4353272	443.1365678
203232_s_at	417.5104785	918.3566888
203233_at	364.34409	4095.027508
203234_at	207.0854612	3320.591345
203235_at	139.6201451	93.80365747
203236_s_at	797.8147547	569.3700637
203237_s_at	55.73754615	52.01503907
203238_s_at	185.7249481	59.75800891
203239_s_at	188.1859586	150.0847856
203240_at	63.09107391	485.7215066
203241_at	721.0635712	743.4077611
203242_s_at	52.54518441	64.78541789
203243_s_at	276.1321057	368.8798989
203244_at	598.8153047	337.6739302
203245_s_at	383.3883194	266.1095545
203246_s_at	923.7128921	944.5903119
203247_s_at	209.8486819	196.5692518
203248_at	73.33515801	85.5940806
203249_at	617.360814	1021.353395
203250_at	695.5776934	587.9896501
203252_at	500.3627469	587.0560116
203253_s_at	1317.447136	813.1331265
203254_s_at	4394.981256	4240.174326
203255_at	3823.702314	1823.135635
203256_at	32.85120273	31.49120585
203257_s_at	686.5481534	178.8794386
203258_at	1882.815077	883.441702
203259_s_at	2293.990166	997.3895418
203260_at	47.43131035	36.90543932
203261_at	1345.289144	857.326097
203262_s_at	352.6488201	458.1763239
203263_s_at	374.5367336	246.3474177
203264_s_at	401.1294409	286.2892699
203265_s_at	260.7965832	593.3198055
203266_s_at	435.4698576	1060.77839
203267_s_at	418.6294038	309.8213039
203268_s_at	245.7358755	219.5778803
203269_at	928.0980681	772.4887448
203270_at	314.1742924	157.8606865
203271_s_at	134.9100551	487.9840248
203272_s_at	232.8900018	290.87548
203273_s_at	173.6794796	202.6884494
203274_at	812.7142349	1281.450016
203275_at	502.2456617	1750.165689
203276_at	1303.038363	1772.121501
203277_at	229.4293729	129.1184565
203278_s_at	1171.066267	3330.441683
203279_at	925.1813826	1184.545051
203280_at	203.7242898	247.6872821
203281_s_at	1422.398591	941.3065522
203282_at	657.3264572	813.8989982
203283_s_at	294.6939834	176.5885996
203284_s_at	239.4944667	172.4505213
203285_s_at	959.2053932	535.5851137
203286_at	652.8349214	1282.706663
203287_at	38.62283742	52.88412542
203288_at	600.4985825	708.1241049
203289_s_at	394.6288308	373.7678758
203290_at	130.5689621	979.9624619
203291_at	449.0266393	506.1928769
203292_s_at	690.5772269	653.0056674
203293_s_at	32.0186454	24.34321325
203294_s_at	19.83059973	11.23421625
203295_s_at	15.30391984	14.72002787
203296_s_at	15.44772971	13.82361153
203297_s_at	7096.01447	6010.31606
203298_s_at	1533.213611	1492.933491
203299_s_at	177.5169635	454.6824825
203300_x_at	150.4680113	441.0285636
203301_s_at	953.0141107	999.5844844
203302_at	1390.620469	1567.194272
203303_at	1208.894396	960.4808283
