prop,col,pearson,spearman,p
sim,Cell187,0.8956730656298263,0.8514285714285714,4.702032059646785e-15
sim,Cell1336,0.9117564085957482,0.916062424969988,1.1175542239761903e-20
sim,Cell2991,0.8865258268582258,0.904249699879952,2.299267785256224e-19
sim,Cell2812,0.916871018490836,0.9215366146458582,2.358266022072668e-21
sim,Cell1717,0.8680444175312013,0.8206002400960384,3.0038714867865654e-13
sim,Cell270,0.8806453393173072,0.8975270108043216,1.0841117908273532e-18
sim,Cell1064,0.8896139530446253,0.903001200480192,3.0928152830421097e-19
sim,Cell550,0.8987249945519644,0.8793757503001199,4.3967258570852255e-17
sim,Cell557,0.8649934700124849,0.8657382953181272,4.898714866485879e-16
sim,Cell2505,0.9355923469651086,0.9466026410564226,3.055047305040501e-25
sim,Cell2656,0.8374811488575887,0.8066746698679472,1.5270743410733336e-12
sim,Cell182,0.9554016561338136,0.9478511404561824,1.7561216941745192e-25
sim,Cell1885,0.9578611145191426,0.933157262905162,5.748264613472373e-23
sim,Cell2291,0.8921855161014458,0.8969507803121248,1.2320291845633545e-18
sim,Cell343,0.9171514038445456,0.9260504201680672,5.990628343509044e-22
sim,Cell851,0.9472697789233856,0.9380552220888354,9.784805224672668e-24
sim,Cell2749,0.9048850097236132,0.8907082833133254,4.7007795853595136e-18
sim,Cell1862,0.9035000935233044,0.92124849939976,2.5666251848031967e-21
sim,Cell586,0.8644477713747561,0.7816086434573828,2.0981740215725128e-11
sim,Cell2000,0.9427154434780062,0.9345978391356542,3.463940072703819e-23
sim,Cell870,0.9372464040018978,0.9320048019207684,8.550862518983034e-23
sim,Cell1052,0.917275787490356,0.958031212484994,1.0735157108265535e-27
sim,Cell1338,0.8389856412739752,0.8564225690276109,2.1957277892686805e-15
sim,Cell2750,0.8897391919396226,0.8978151260504202,1.0166628094286616e-18
sim,Cell2417,0.950191881389716,0.9466026410564226,3.055047305040501e-25
sim,Cell1288,0.7032930848187287,0.7561584633853542,2.1590906555953343e-10
sim,Cell2470,0.9320650958652442,0.8980072028811524,9.739411867291574e-19
sim,Cell2932,0.9292053931497456,0.898391356542617,8.935791250213478e-19
sim,Cell1905,0.864562807116057,0.8694837935174069,2.5959855945456745e-16
sim,Cell2816,0.9065170502388864,0.9126050420168068,2.8296199680734434e-20
sim,Cell1159,0.9660114886778776,0.9591836734693876,5.574702269618794e-28
sim,Cell1322,0.8275131288387434,0.7717166866746699,5.379275254193404e-11
sim,Cell510,0.9025874571925478,0.9323889555822328,7.496473214940188e-23
sim,Cell2940,0.892033062427374,0.8857142857142857,1.296093995797855e-17
sim,Cell1642,0.9076851299874682,0.9113565426170468,3.920449640129158e-20
sim,Cell2165,0.8248404099196159,0.8399039615846338,2.4631369204499733e-14
sim,Cell2477,0.8268865989618711,0.8632412965186074,7.402529617382899e-16
sim,Cell319,0.8530265607031482,0.8546938775510203,2.867113400494604e-15
sim,Cell1736,0.8812032939426254,0.8927250900360143,3.077584864113976e-18
sim,Cell1825,0.9368486594019207,0.942376950780312,1.8115855655306435e-24
sim,Cell697,0.9073977457691764,0.9310444177671068,1.184249725911428e-22
sim,Cell1896,0.8663798622612319,0.8674669867947179,3.663021901954538e-16
sim,Cell1521,0.8619620984897142,0.8265546218487395,1.4352691275012278e-13
sim,Cell440,0.8822411751806722,0.906938775510204,1.197173025374543e-19
sim,Cell358,0.9118366170476592,0.9003121248499399,5.779248970333601e-19
sim,Cell534,0.9453762691361404,0.938343337334934,8.777719958026419e-24
sim,Cell1003,0.8404608233970915,0.8815846338535414,2.89534557497934e-17
sim,Cell27,0.8996487600304612,0.8812004801920769,3.1153791873112915e-17
sim,Cell190,0.918942746267525,0.8798559423769508,4.017826085168408e-17
sim,Cell2241,0.6491638720197028,0.6550300120048019,2.4546438960239264e-07
sim,Cell914,0.9319370938507344,0.9135654261704682,2.194583473409025e-20
sim,Cell434,0.886035560937858,0.8678511404561824,3.431984951528635e-16
sim,Cell2518,0.8838193643216226,0.8671788715486194,3.845938925510386e-16
sim,Cell870,0.9553457871611754,0.9605282112845136,2.533142177470601e-28
sim,Cell2795,0.8736487110879944,0.8847539015606243,1.5667412921760768e-17
sim,Cell1027,0.9056367092535416,0.9086674669867948,7.78709601396222e-20
sim,Cell605,0.9003813730824367,0.8959903961584633,1.5222113150634997e-18
sim,Cell2261,0.8619376282757653,0.866890756302521,4.037532201021748e-16
sim,Cell1660,0.8092007986303054,0.7361824729891956,1.1132253217092512e-09
sim,Cell1772,0.952047534471297,0.9354621848739496,2.541995078191346e-23
sim,Cell1186,0.910288545732278,0.912220888355342,3.129852722197413e-20
sim,Cell1847,0.8802923951871852,0.8971428571428571,1.1807061781932441e-18
sim,Cell1640,0.9258856506326562,0.92797118847539,3.2560868769282857e-22
sim,Cell1734,0.7955801831434307,0.8052340936374549,1.7933161855079985e-12
sim,Cell668,0.8878925349365012,0.8478751500600239,7.94945632682126e-15
sim,Cell1980,0.918740610239214,0.9142376950780312,1.833680238051818e-20
sim,Cell274,0.9647990931470708,0.9458343337334932,4.267207731232445e-25
sim,Cell2993,0.9156517832029564,0.906938775510204,1.197173025374543e-19
sim,Cell652,0.8988729305995148,0.922689075630252,1.6753145627706713e-21
sim,Cell1248,0.90411636612254,0.9307563025210084,1.3045959558268645e-22
sim,Cell2531,0.8206565558339487,0.8438415366146458,1.420001533008076e-14
sim,Cell2216,0.8979929363161452,0.9282593037214883,2.967214598152037e-22
sim,Cell2149,0.9318272439495444,0.9264345738295316,5.3099726036725415e-22
sim,Cell673,0.9574585398480724,0.9599519807923168,3.563744865061505e-28
sim,Cell2447,0.934557624590583,0.9379591836734692,1.0144377869028378e-23
sim,Cell969,0.8719233382572319,0.8764945978391356,7.490716726956844e-17
sim,Cell737,0.911457533120816,0.8486434573829531,7.104324880036431e-15
sim,Cell663,0.9214700657618768,0.9264345738295316,5.3099726036725415e-22
sim,Cell308,0.9234928341831048,0.9420888355342136,2.0352840920679827e-24
sim,Cell1577,0.784613813910622,0.8157022809123649,5.40515708510467e-13
sim,Cell140,0.9305474665290294,0.8961824729891957,1.4594054286808285e-18
sim,Cell1789,0.927888485780462,0.9086674669867948,7.78709601396222e-20
sim,Cell522,0.8986004137654795,0.9006002400960382,5.409426613985804e-19
sim,Cell1888,0.9209473702157208,0.9306602641056424,1.3472454348491888e-22
sim,Cell1064,0.8978251966465473,0.8709243697478991,2.022853044238466e-16
sim,Cell1343,0.8719893766820681,0.9128931572629052,2.622702147485547e-20
sim,Cell1109,0.8520640129042981,0.8639135654261704,6.629126852081839e-16
sim,Cell2122,0.916932586700954,0.9110684273709484,4.223945317699135e-20
sim,Cell381,0.854522509032853,0.8773589435774309,6.393154356288958e-17
sim,Cell2238,0.9328455593740064,0.9428571428571428,1.4900508242874464e-24
sim,Cell2098,0.9022944598426208,0.9111644657863144,4.1203714008460436e-20
sim,Cell482,0.8391157035933353,0.7980312124849939,3.927975310694212e-12
sim,Cell2466,0.9299629908624788,0.9131812725090036,2.4302760193525646e-20
sim,Cell1884,0.922697112365647,0.9231692677070829,1.4505818546241729e-21
sim,Cell875,0.8401313079198441,0.8473949579831932,8.525318608839584e-15
sim,Cell498,0.9469803215435976,0.9473709483793517,2.1763694644246566e-25
sim,Cell2348,0.9607832668521644,0.9570708283313324,1.8278375873015342e-27
sim,Cell299,0.8437560104475879,0.8096518607442976,1.0908185397442446e-12
sim,Cell2391,0.840100482073553,0.8547899159663865,2.825186203445707e-15
sim,Cell1301,0.8646748533743028,0.8763985594237694,7.62319395583101e-17
sim,Cell1077,0.883179533622346,0.8739975990396157,1.1761138581373541e-16
sim,Cell871,0.8895179908828148,0.876110444177671,8.034149384489975e-17
sim,Cell2685,0.7704105074198122,0.7765186074429772,3.426285619315729e-11
sim,Cell966,0.8769951283242177,0.8916686674669867,3.846112915415912e-18
sim,Cell1357,0.8384176788537647,0.8443217286914766,1.3263819563864475e-14
sim,Cell1645,0.92487778778331,0.9457382953181273,4.447702540502819e-25
sim,Cell1299,0.7868177009671192,0.7979351740696278,3.968407520008375e-12
sim,Cell498,0.9441660805514692,0.9477551020408164,1.8334135551841127e-25
sim,Cell1928,0.8723087681548267,0.8982953181272508,9.130549201165252e-19
sim,Cell2442,0.7272291706317642,0.6990156062424969,1.6431920677702e-08
sim,Cell933,0.89753127868263,0.9143337334933972,1.786999942059595e-20
sim,Cell1539,0.9392818772630368,0.9267226890756304,4.848647571406975e-22
sim,Cell974,0.8458737919660765,0.847202881152461,8.766592060847625e-15
sim,Cell1528,0.8800254060627475,0.9120288115246098,3.2911425542664184e-20
sim,Cell2852,0.940153443361205,0.9445858343337334,7.269812179396797e-25
sim,Cell2371,0.7717377414632005,0.8203121248499399,3.1110110418889173e-13
sim,Cell1136,0.9354048752136764,0.9301800720288116,1.5812518078548973e-22
sim,Cell1622,0.9067211124625886,0.901080432172869,4.8427157900266335e-19
sim,Cell2196,0.8653777204172868,0.8663145258103241,4.448323068009023e-16
sim,Cell2219,0.8952933885683405,0.8812004801920769,3.1153791873112915e-17
sim,Cell2459,0.9087805376841954,0.9053061224489796,1.7834038958903392e-19
sim,Cell1188,0.8728692920008566,0.8991596638655461,7.514228769646212e-19
sim,Cell1786,0.916885128709046,0.900408163265306,5.653374232840531e-19
sim,Cell1311,0.9050217961234384,0.9157743097238896,1.209336776105034e-20
sim,Cell517,0.8710083095471214,0.8621848739495798,8.793844887792591e-16
sim,Cell2277,0.9072963093162862,0.9039615846338536,2.4629771299904867e-19
sim,Cell2027,0.952331467151164,0.94890756302521,1.087493921626144e-25
sim,Cell723,0.902286063100492,0.9179831932773108,6.5547992961403096e-21
sim,Cell1992,0.9162965556558244,0.8867707082833134,1.0499929392606044e-17
sim,Cell2583,0.90660921196732,0.90703481392557,1.1691654518907534e-19
sim,Cell1681,0.9332247363617108,0.9295078031212484,1.9749193818006232e-22
sim,Cell1205,0.9339676183178705,0.9189435774309724,4.99544360928649e-21
sim,Cell1154,0.8950799976437512,0.822328931572629,2.431017008094162e-13
sim,Cell1204,0.8560137440971642,0.8883073229291716,7.700852231303216e-18
sim,Cell2679,0.9107641420156518,0.9092436974789916,6.734270335701321e-20
sim,Cell1733,0.8301708091195845,0.8569987995198078,2.007338926013174e-15
sim,Cell1635,0.8427279037410738,0.8407683073229291,2.1854245151918315e-14
sim,Cell2063,0.9419165878818392,0.923265306122449,1.4092325122177618e-21
sim,Cell2666,0.8274945754531617,0.8647779111644658,5.7473045232178655e-16
sim,Cell389,0.7815881186942404,0.792172869147659,7.264276335065147e-12
sim,Cell504,0.9282376783240236,0.927202881152461,4.163661064068065e-22
sim,Cell60,0.8853328671772629,0.8949339735894357,1.9163987312248403e-18
sim,Cell639,0.8532526493409124,0.844033613445378,1.3818237778282028e-14
sim,Cell890,0.9270460941396396,0.9414165666266506,2.6644841635308588e-24
sim,Cell718,0.9345567935844552,0.9536134453781512,1.1281370085493911e-26
sim,Cell800,0.7635931639961374,0.781704681872749,2.078589349138237e-11
sim,Cell476,0.847931732879192,0.80859543817527,1.2299504841983973e-12
sim,Cell1259,0.9391739653796822,0.9445858343337334,7.269812179396797e-25
sim,Cell2573,0.9400887618685696,0.9393997599039616,5.867566981775008e-24
sim,Cell1262,0.8671559677526265,0.8699639855942376,2.389641162208034e-16
sim,Cell2662,0.9443325743984824,0.9412244897959184,2.8759718322423977e-24
sim,Cell2326,0.8699971081712764,0.8491236494597839,6.6202853066259806e-15
sim,Cell1326,0.8916088483170769,0.8930132052821129,2.894887514461267e-18
sim,Cell1514,0.9369557720763054,0.933157262905162,5.748264613472373e-23
sim,Cell724,0.8520186731094617,0.8633373349339735,7.287011262340728e-16
sim,Cell163,0.9246631660241504,0.8946458583433373,2.039751805698706e-18
sim,Cell301,0.905357467030796,0.9158703481392556,1.1779711566665228e-20
sim,Cell1688,0.9009845396954844,0.8959903961584633,1.5222113150634997e-18
sim,Cell1844,0.8900800234694024,0.8914765906362545,4.004210079009857e-18
sim,Cell622,0.9228582532199004,0.9198079231692676,3.900634253531425e-21
sim,Cell2398,0.6984242308963431,0.7319567827130853,1.545751875972175e-09
sim,Cell1185,0.920829080633391,0.9242256902761103,1.0531271342185678e-21
sim,Cell1364,0.9486579781696136,0.9234573829531812,1.3298859391100156e-21
sim,Cell2556,0.9073147814801504,0.9198079231692676,3.900634253531425e-21
sim,Cell1891,0.92642821816883,0.933157262905162,5.748264613472373e-23
sim,Cell534,0.9310252259707508,0.9222088835534212,1.9330710745285378e-21
sim,Cell2385,0.8663227263817753,0.8810084033613444,3.231283903979165e-17
sim,Cell1965,0.8633111603499762,0.8667947178871548,4.1033915779792573e-16
sim,Cell460,0.92422421390965,0.8981992797118846,9.329351819838404e-19
sim,Cell987,0.8967935425435187,0.9036734693877552,2.637771644949079e-19
sim,Cell2628,0.9575484035991628,0.935846338535414,2.212307862627684e-23
sim,Cell2594,0.9561337174342454,0.924609843937575,9.362956052212978e-22
sim,Cell1535,0.906269106378076,0.9103001200480192,5.1468020810491616e-20
sim,Cell233,0.8746613569175298,0.8840816326530612,1.787380808773883e-17
sim,Cell1080,0.9410719964020718,0.917310924369748,7.912166906810617e-21
sim,Cell2842,0.8795456506657338,0.8771668667466986,6.622935772643537e-17
sim,Cell275,0.8669315848458113,0.9216326530612244,2.292477159674255e-21
sim,Cell2006,0.917046620844879,0.9302761104441776,1.531545401504727e-22
sim,Cell1748,0.8337122927674754,0.7684513805522208,7.265300191734619e-11
sim,Cell1025,0.907861367787419,0.9281632653061224,3.060670659932494e-22
sim,Cell2777,0.9674276595961884,0.9629291716686672,5.771254973199705e-29
sim,Cell1148,0.9195120294813686,0.9110684273709484,4.223945317699135e-20
sim,Cell1662,0.9271762802582296,0.9337334933973588,4.700495463431778e-23
sim,Cell2914,0.9183140802972536,0.9308523409363744,1.2632382370147974e-22
sim,Cell2090,0.8606633394207542,0.884561824729892,1.6269789294265126e-17
sim,Cell1946,0.9338672112493248,0.9381512605042016,9.437432895381185e-24
sim,Cell2648,0.9579285490784384,0.9485234093637456,1.2960328785677346e-25
sim,Cell319,0.8965384541023084,0.8694837935174069,2.5959855945456745e-16
sim,Cell1500,0.922789751069689,0.90828331332533,8.574344292044839e-20
sim,Cell2115,0.9152039618136552,0.9120288115246098,3.2911425542664184e-20
sim,Cell1105,0.8202928636752862,0.8231932773109244,2.185091240580845e-13
sim,Cell2803,0.9459143644605782,0.9416086434573828,2.4679111823830034e-24
sim,Cell2180,0.912624566092223,0.8795678271308524,4.2412517301807903e-17
sim,Cell941,0.8671898656950375,0.8429771908763505,1.60455919807825e-14
sim,Cell306,0.8863730952720281,0.8698679471788715,2.4296179706277407e-16
sim,Cell202,0.9447287112736926,0.9228811524609845,1.5816970855156745e-21
sim,Cell291,0.8223734781224227,0.8568067226890755,2.068356843209672e-15
sim,Cell1019,0.9416381290534592,0.9028091236494598,3.23600490475706e-19
sim,Cell1130,0.7907298134604325,0.7182232893157263,4.311374010118013e-09
sim,Cell903,0.8916264049936226,0.8633373349339735,7.287011262340728e-16
sim,Cell2058,0.823917734274311,0.8139735894357742,6.623078176389943e-13
sim,Cell1370,0.9181349345509908,0.9110684273709484,4.223945317699135e-20
sim,Cell788,0.8369638436892203,0.7725810324129652,4.963778872864959e-11
sim,Cell1573,0.905149665152768,0.9273949579831932,3.916430861102537e-22
sim,Cell1863,0.8599873205319768,0.8614165666266507,9.958428985321437e-16
sim,Cell595,0.9309067542060504,0.937094837935174,1.4001313600978312e-23
sim,Cell1834,0.9157132495486454,0.914813925570228,1.5701161812088363e-20
sim,Cell2805,0.9144860664810862,0.9365186074429772,1.7312775697031062e-23
sim,Cell2240,0.8639829001937188,0.8566146458583433,2.1311370600310885e-15
sim,Cell1939,0.9557224631557624,0.9507322929171668,4.637896836290498e-26
sim,Cell1903,0.9237057252821153,0.9137575030012004,2.0850819522131383e-20
sim,Cell371,0.8264158312947074,0.8203121248499399,3.1110110418889173e-13
sim,Cell1996,0.8959786631786963,0.910108043217287,5.405950248481097e-20
sim,Cell442,0.8424452970384823,0.8354861944777912,4.4907502318683545e-14
sim,Cell267,0.836070179166363,0.8244417767106842,1.871204937770477e-13
sim,Cell1019,0.9440886691822008,0.9429531812725088,1.4326547102266731e-24
sim,Cell2627,0.8856050214794042,0.8861944777911165,1.1780941657256328e-17
sim,Cell9,0.7661475281234638,0.8147418967587035,6.05271259829392e-13
sim,Cell2589,0.9078062174011658,0.9063625450180072,1.3791447011673105e-19
sim,Cell116,0.9177842356746744,0.9408403361344536,3.3480668217904634e-24
sim,Cell1523,0.7757140830924064,0.7906362545018008,8.507964494623148e-12
sim,Cell1871,0.9413686764243973,0.9445858343337334,7.269812179396797e-25
sim,Cell2739,0.929999457195132,0.9109723889555822,4.330001360287165e-20
sim,Cell801,0.8679884676917267,0.9063625450180072,1.3791447011673105e-19
sim,Cell599,0.9516072423997384,0.9434333733493396,1.1759756895707911e-24
sim,Cell1684,0.8479544494957076,0.921440576230492,2.425855527342405e-21
sim,Cell1499,0.919820501723018,0.9131812725090036,2.4302760193525646e-20
sim,Cell1892,0.8977782140359589,0.9085714285714284,7.977175316983656e-20
sim,Cell2173,0.9469152618912848,0.9496758703481392,7.625541984312495e-26
sim,Cell485,0.8799435362931776,0.8960864345738294,1.4904929095883077e-18
sim,Cell907,0.9010355980189072,0.8988715486194477,8.019978785481603e-19
sim,Cell385,0.9695260263823036,0.9395918367346938,5.448994265188893e-24
sim,Cell1836,0.916127691864374,0.9114525810324128,3.823994555532499e-20
sim,Cell103,0.9341737266800162,0.9283553421368548,2.8764883058119183e-22
sim,Cell2218,0.9292544184237304,0.9198079231692676,3.900634253531425e-21
sim,Cell436,0.9125979009678484,0.8104201680672268,9.991547803354177e-13
sim,Cell1826,0.9018214137328738,0.882737094837935,2.320628695266526e-17
sim,Cell1731,0.9099489493640868,0.8646818727490996,5.839467505471507e-16
sim,Cell683,0.8402123077333944,0.8347178871548621,4.976187772942591e-14
sim,Cell2536,0.8975603197216762,0.917406962785114,7.703026147097766e-21
sim,Cell241,0.9080855311548716,0.931812725090036,9.129799936045792e-23
sim,Cell230,0.9365501631184852,0.9387274909963984,7.588100120077413e-24
sim,Cell16,0.911539952786445,0.8908043217286915,4.6077791632635255e-18
sim,Cell394,0.9466221109883028,0.9583193277310924,9.128850021693056e-28
sim,Cell991,0.8589391238848811,0.8372148859543818,3.5577770563567654e-14
sim,Cell731,0.8699751871542821,0.8378871548619448,3.247343956736493e-14
sim,Cell2284,0.9218959142833044,0.9136614645858344,2.1391639748743976e-20
sim,Cell84,0.8519745114997508,0.8643937575030012,6.124473328779072e-16
sim,Cell1185,0.8258072750893195,0.8642977190876351,6.222382959238098e-16
sim,Cell2265,0.945440655275821,0.9467947178871547,2.8080283830717413e-25
sim,Cell2268,0.8783884105323773,0.8821608643457383,2.592853982094746e-17
sim,Cell867,0.9166609894572716,0.9316206482593036,9.746076234570206e-23
