prop,col,pearson,spearman,p
sim,Cell1362,0.8192101509025259,0.8284753901560624,1.1242571909875973e-13
sim,Cell1657,0.9545463185378934,0.9530372148859544,1.5073690247744875e-26
sim,Cell735,0.9316950008556448,0.955342136854742,4.623471624524305e-27
sim,Cell2811,0.902204634481481,0.8775510204081632,6.170980570804963e-17
sim,Cell926,0.9227646756416364,0.912220888355342,3.129852722197413e-20
sim,Cell2599,0.9099605235977382,0.904249699879952,2.299267785256224e-19
sim,Cell327,0.9113829036971344,0.8995438175270108,6.887050221484471e-19
sim,Cell1452,0.8898372135728829,0.930564225690276,1.3912250750285138e-22
sim,Cell2967,0.9228044954123508,0.9229771908763506,1.5367829377638179e-21
sim,Cell854,0.8374997447370277,0.8064825930372149,1.5602707698054625e-12
sim,Cell2978,0.9215737715427068,0.906938775510204,1.197173025374543e-19
sim,Cell847,0.8463773014502433,0.8738055222088835,1.2171617985527255e-16
sim,Cell28,0.9204919243950794,0.8970468187274909,1.2061073439297265e-18
sim,Cell2818,0.9289855114559274,0.9345978391356542,3.463940072703819e-23
sim,Cell434,0.951517693305552,0.9230732292917166,1.4930883917417333e-21
sim,Cell749,0.9068831566349268,0.9204801920768306,3.211697235774152e-21
sim,Cell1360,0.8108728947302065,0.8194477791116447,3.4546211522357e-13
sim,Cell1125,0.9416596757119712,0.9536134453781512,1.128137008549391e-26
sim,Cell158,0.8975441293230275,0.9208643457382952,2.8719145302099684e-21
sim,Cell270,0.9439989388780404,0.934405762304922,3.708402769000072e-23
sim,Cell2239,0.9467324676428932,0.9467947178871547,2.8080283830717413e-25
sim,Cell987,0.8823335615215481,0.8813925570228092,3.0034428560228855e-17
sim,Cell1843,0.9522382124647744,0.946890756302521,2.6917973306117264e-25
sim,Cell2891,0.934159118745156,0.941704681872749,2.3749005981050406e-24
sim,Cell1045,0.8486895470348702,0.8336614645858343,5.72560672523294e-14
sim,Cell2452,0.8912629397053297,0.8234813925570227,2.1085040322567139e-13
sim,Cell1293,0.9315174893887336,0.924705882352941,9.090835455897086e-22
sim,Cell1869,0.8476305639840922,0.8116686674669867,8.65603789038909e-13
sim,Cell311,0.9394259744113002,0.9471788715486196,2.3700626544336707e-25
sim,Cell920,0.9295505281802628,0.9244177671068428,9.93071674634149e-22
sim,Cell2280,0.8315349790385177,0.8476830732292917,8.175215323269229e-15
sim,Cell2613,0.911509325612822,0.8782232893157261,5.449886055057994e-17
sim,Cell534,0.9477786744687932,0.9570708283313324,1.8278375873015342e-27
sim,Cell2721,0.8925051431952759,0.8981992797118846,9.329351819838404e-19
sim,Cell1601,0.9106592856801636,0.89906362545018,7.679332420186895e-19
sim,Cell1125,0.94169565120708,0.9360384153661464,2.0631983854338104e-23
sim,Cell2193,0.8582571743044338,0.8909003601440576,4.516534581760487e-18
sim,Cell1189,0.9300389378063352,0.9496758703481392,7.625541984312495e-26
sim,Cell1758,0.9186169269359392,0.8981032412965185,9.532278934738684e-19
sim,Cell1739,0.9194833247624696,0.8942617046818727,2.2160408531337324e-18
sim,Cell2975,0.9259699627359416,0.9542857142857144,8.007389753587306e-27
sim,Cell1301,0.9277882083739442,0.9425690276110444,1.675727309966593e-24
sim,Cell2890,0.8499419432543678,0.870828331332533,2.0569659265224583e-16
sim,Cell933,0.9385471622577056,0.9453541416566626,5.245392043266321e-25
sim,Cell1296,0.9461182261224632,0.9428571428571428,1.4900508242874464e-24
sim,Cell73,0.9054208436630832,0.8995438175270108,6.887050221484471e-19
sim,Cell1947,0.8986186176102458,0.9084753901560624,8.171677549220069e-20
sim,Cell1147,0.952845770469914,0.947563025210084,1.9978666645412257e-25
sim,Cell1686,0.8732711677109757,0.841344537815126,2.0171080773326384e-14
sim,Cell2106,0.90766148829068,0.912124849939976,3.2095306970450345e-20
sim,Cell130,0.9263960082623168,0.921440576230492,2.425855527342405e-21
sim,Cell52,0.8973086628531446,0.8856182472989195,1.3210084592765344e-17
sim,Cell982,0.9495145615505172,0.9346938775510204,3.3475601891262883e-23
sim,Cell1276,0.9637162393317036,0.9382472989195678,9.101865523879324e-24
sim,Cell414,0.8890818951526989,0.902905162064826,3.163637296577094e-19
sim,Cell994,0.9308076359572964,0.9367106842737096,1.6133565169407933e-23
sim,Cell587,0.9173437843728656,0.9314285714285714,1.0401980082199905e-22
sim,Cell1411,0.8926750736797224,0.8795678271308524,4.2412517301807903e-17
sim,Cell1041,0.9270729802484644,0.9418007202881152,2.285246420146321e-24
sim,Cell1598,0.923507708748037,0.8952220888355341,1.8001796214499903e-18
sim,Cell2500,0.8076048059285127,0.8343337334933973,5.2372165369656797e-14
sim,Cell2807,0.9422665618418854,0.9255702280912363,6.95907947050732e-22
sim,Cell752,0.8527818005220357,0.8592076830732293,1.4180607557174213e-15
sim,Cell1160,0.8951676971333867,0.9106842737094838,4.6636340558024756e-20
sim,Cell631,0.9343439875790212,0.9582232893157262,9.636852307877712e-28
sim,Cell790,0.9600057624162796,0.97109243697479,1.616281911929811e-31
sim,Cell620,0.8217614077470917,0.8254981992797119,1.6395316335740714e-13
sim,Cell2089,0.9314964866710038,0.9414165666266506,2.6644841635308588e-24
sim,Cell1913,0.9139958112811628,0.8628571428571428,7.882272502589864e-16
sim,Cell1193,0.8634138368177681,0.8740936374549819,1.156087703215384e-16
sim,Cell1290,0.8850404859344565,0.8849459783913565,1.5086330130982844e-17
sim,Cell127,0.9338980689246962,0.9114525810324128,3.823994555532499e-20
sim,Cell1120,0.9262171228337076,0.9444897959183672,7.570058136309281e-25
sim,Cell1698,0.9432337481059534,0.9394957983193276,5.65457989668098e-24
sim,Cell863,0.9437030611644198,0.9590876350540216,5.891805459659883e-28
sim,Cell721,0.8960571492710994,0.8798559423769508,4.017826085168408e-17
sim,Cell1094,0.9328775729756572,0.9155822328931572,1.2744763364574922e-20
sim,Cell2714,0.9657656541045498,0.9660984393757502,7.00191555091686e-30
sim,Cell758,0.8899801869921835,0.8377911164465787,3.290058727322639e-14
sim,Cell2642,0.907491024471154,0.9166386554621848,9.535455293922924e-21
sim,Cell2147,0.915741716948017,0.935750300120048,2.2906711414727257e-23
sim,Cell1589,0.8811153300213722,0.903577430972389,2.698621692587158e-19
sim,Cell1066,0.9343510875154502,0.945066026410564,5.931587687715823e-25
sim,Cell283,0.8903890865238229,0.9013685474189675,4.53036942564764e-19
sim,Cell1362,0.8347708562720236,0.8309723889555822,8.147134331086034e-14
sim,Cell833,0.9493596733301708,0.9624489795918368,7.817616532432663e-29
sim,Cell109,0.9270187851389228,0.9442016806722688,8.543589912912379e-25
sim,Cell2800,0.8144704697382777,0.8422088835534213,1.7875553723318186e-14
sim,Cell1085,0.912702719668768,0.9142376950780312,1.833680238051818e-20
sim,Cell1507,0.9035529526061732,0.8981992797118846,9.329351819838404e-19
sim,Cell801,0.917406849466678,0.9274909963985594,3.798137189168e-22
sim,Cell2788,0.9240954052562832,0.8897478991596638,5.734698881602242e-18
sim,Cell2374,0.9163531102698244,0.9258583433373349,6.361457522932657e-22
sim,Cell1725,0.8782621816285189,0.8835054021608643,1.999781588065015e-17
sim,Cell2926,0.9092435800909914,0.9228811524609845,1.5816970855156745e-21
sim,Cell169,0.9511839325191782,0.9125090036014406,2.9019899459295613e-20
sim,Cell246,0.8950830136652117,0.912797118847539,2.6900148252027303e-20
sim,Cell2700,0.9275211802200876,0.9351740696278512,2.8195431087312203e-23
sim,Cell1707,0.9175437165957954,0.8618007202881152,9.35890996509084e-16
sim,Cell2570,0.9222239863981272,0.9178871548619448,6.7340858759819215e-21
sim,Cell2737,0.9496286732532728,0.9677310924369747,2.181304020781797e-30
sim,Cell1788,0.9159481220089594,0.921920768307323,2.105462356940377e-21
sim,Cell2152,0.7942901734583913,0.8299159663865545,9.342271305109757e-14
sim,Cell892,0.9036786528322628,0.8864825930372148,1.1122870105712788e-17
sim,Cell1702,0.9239068615922604,0.9205762304921968,3.1233219695137628e-21
sim,Cell2778,0.9125255850079824,0.8660264105642257,4.668350414794634e-16
sim,Cell1461,0.9158397133791352,0.8788955582232892,4.8095217285399524e-17
sim,Cell716,0.8691954775471875,0.8308763505402161,8.249470452388468e-14
sim,Cell928,0.8572889405924918,0.8572869147659063,1.9190138806453242e-15
sim,Cell2127,0.9163365746982832,0.939783913565426,5.059052423407908e-24
sim,Cell1229,0.9315992399636128,0.9197118847539016,4.0098884365453076e-21
sim,Cell2590,0.903369863388632,0.8938775510204081,2.4068014411846812e-18
sim,Cell1119,0.9444374030334056,0.9268187274909964,4.703569964143727e-22
sim,Cell2084,0.9478133804144548,0.9551500600240096,5.1140158086459525e-27
sim,Cell1484,0.876033200317443,0.8648739495798319,5.656527348790496e-16
sim,Cell1141,0.9451687240730064,0.9362304921968788,1.9237220952029848e-23
sim,Cell1146,0.9143988730996976,0.9009843937575028,4.951320626239852e-19
sim,Cell1264,0.8827674397401292,0.895126050420168,1.838151389330044e-18
sim,Cell476,0.9345397317053868,0.9301800720288116,1.5812518078548973e-22
sim,Cell1623,0.9137943586053826,0.9294117647058824,2.038281174873706e-22
sim,Cell24,0.9254638965626064,0.9256662665066026,6.754152206556069e-22
sim,Cell2106,0.900786728837176,0.9136614645858344,2.1391639748743973e-20
sim,Cell850,0.8837771264738358,0.9132773109243696,2.369184936543089e-20
sim,Cell204,0.8918692985950376,0.9123169267707082,3.052064948092691e-20
sim,Cell616,0.942017089472604,0.934501800720288,3.584180302761253e-23
sim,Cell247,0.9238670749522342,0.9523649459783912,2.104126609175668e-26
sim,Cell2469,0.8915022177401646,0.8659303721488596,4.74396767539865e-16
sim,Cell1254,0.9628984779373864,0.946314525810324,3.464893355327516e-25
sim,Cell1777,0.9522590808976168,0.9471788715486196,2.3700626544336707e-25
sim,Cell1915,0.8732170998997542,0.8773589435774309,6.393154356288958e-17
sim,Cell224,0.9123946051064664,0.9077070828331332,9.899105529327765e-20
sim,Cell2694,0.9481193682029938,0.9368067226890756,1.5573139469956245e-23
sim,Cell824,0.808971355094314,0.8309723889555822,8.147134331086034e-14
sim,Cell2553,0.9541004447745436,0.9550540216086434,5.377583680305829e-27
sim,Cell21,0.9470943923048716,0.9447779111644656,6.703120823248585e-25
sim,Cell1362,0.8710449501219352,0.8457623049219687,1.0794610794567901e-14
sim,Cell2544,0.9333317242826736,0.95812725090036,1.0171833199385867e-27
sim,Cell2374,0.9165975967061232,0.912220888355342,3.129852722197413e-20
sim,Cell230,0.8979053055557255,0.9181752701080432,6.2098043919524656e-21
sim,Cell2450,0.8945507414434551,0.9034813925570228,2.760809598723003e-19
sim,Cell1056,0.941726343134779,0.9179831932773108,6.5547992961403096e-21
sim,Cell2080,0.8981808499587268,0.7971668667466987,4.306365859430264e-12
sim,Cell1365,0.9404119406151767,0.9345978391356542,3.463940072703819e-23
sim,Cell1619,0.8730468422029355,0.8625690276110444,8.26134913211676e-16
sim,Cell448,0.8829971985651597,0.8786074429771908,5.074653313596557e-17
sim,Cell1402,0.9397117927880938,0.9549579831932772,5.654115528020681e-27
sim,Cell1981,0.936715656157874,0.942280912364946,1.883402287100279e-24
sim,Cell655,0.8614984532044724,0.861704681872749,9.505483825448449e-16
sim,Cell1872,0.932420063635414,0.935078031212485,2.918328636139988e-23
sim,Cell397,0.8059958536489374,0.8309723889555822,8.147134331086034e-14
sim,Cell1209,0.9358086280907024,0.8835054021608643,1.9997815880650147e-17
sim,Cell55,0.949034169654018,0.9444897959183672,7.570058136309281e-25
sim,Cell2198,0.9033723625545952,0.8639135654261704,6.629126852081839e-16
sim,Cell2515,0.8445042686636507,0.876110444177671,8.034149384489975e-17
sim,Cell1985,0.9388398631624244,0.9425690276110444,1.675727309966593e-24
sim,Cell1268,0.9332059087094516,0.9382472989195678,9.101865523879324e-24
sim,Cell2611,0.9408898074152954,0.912797118847539,2.6900148252027303e-20
sim,Cell2069,0.9479659121758688,0.9460264105642258,3.927004554424052e-25
sim,Cell1789,0.9061264212000972,0.9268187274909964,4.703569964143727e-22
sim,Cell624,0.9084035296692716,0.91078031212485,4.5497873154881645e-20
sim,Cell1963,0.905057562948442,0.8954141656662665,1.7264683281082626e-18
sim,Cell94,0.9276376595534862,0.9361344537815126,1.9922941368077104e-23
sim,Cell2242,0.8659658607610817,0.8702521008403361,2.273434807274779e-16
sim,Cell2038,0.9123173395690484,0.9409363745498198,3.223541042375548e-24
sim,Cell129,0.92006929400966,0.9193277310924368,4.476839531996769e-21
sim,Cell1295,0.9299888523067964,0.9142376950780312,1.833680238051818e-20
sim,Cell2205,0.9402293950306242,0.9176950780312124,7.106804148600365e-21
sim,Cell2580,0.919697562879844,0.907611044417767,1.0138072895216808e-19
sim,Cell1955,0.874884056765058,0.8428811524609843,1.6264188289489585e-14
sim,Cell2975,0.9423272854835912,0.944297719087635,8.206494999514927e-25
sim,Cell1069,0.9176317990951006,0.9162545018007202,1.0601025616985776e-20
sim,Cell1722,0.8774649206932367,0.8982953181272508,9.130549201165254e-19
sim,Cell2364,0.8793514891629205,0.8828331332533011,2.2779932963010707e-17
sim,Cell512,0.9105099285480852,0.9282593037214883,2.967214598152037e-22
sim,Cell598,0.834027634971259,0.8240576230492196,1.9629087651096882e-13
sim,Cell802,0.9559608181802334,0.9510204081632652,4.042053442880454e-26
sim,Cell887,0.94080324315825,0.9308523409363744,1.2632382370147974e-22
sim,Cell2617,0.930816119788059,0.901080432172869,4.8427157900266335e-19
sim,Cell1340,0.9002388359058627,0.8916686674669867,3.846112915415912e-18
sim,Cell803,0.897095242005087,0.8985834333733493,8.558097346857446e-19
sim,Cell1469,0.8627420090831586,0.8285714285714285,1.1105240586970989e-13
sim,Cell1326,0.9382289516054289,0.9308523409363744,1.2632382370147974e-22
sim,Cell2341,0.9345550621677244,0.9048259303721488,2.0024589101421452e-19
sim,Cell2888,0.8730890853689581,0.882737094837935,2.320628695266526e-17
sim,Cell1236,0.9105504581636256,0.916158463385354,1.0884665654741747e-20
sim,Cell2183,0.9405773446280312,0.9323889555822328,7.496473214940188e-23
sim,Cell126,0.8791287733830963,0.8655462184873949,5.0582603366711e-16
sim,Cell221,0.892468997690309,0.8718847539015606,1.710080832094357e-16
sim,Cell2892,0.9188435507598266,0.9185594237695076,5.571115006383623e-21
sim,Cell2956,0.8511058520846274,0.8635294117647059,7.061102182075021e-16
sim,Cell2194,0.9061196200803752,0.904153661464586,2.3526481233643583e-19
sim,Cell353,0.934373473908136,0.9476590636254502,1.913951928793448e-25
sim,Cell640,0.8650532991398481,0.8889795918367347,6.7144657854882384e-18
sim,Cell2904,0.9420853676645952,0.9257623049219688,6.5549965919379695e-22
sim,Cell95,0.9177581566384168,0.8984873949579832,8.74499960546064e-19
sim,Cell286,0.8934030262792508,0.9104921968787514,4.8995366406006433e-20
sim,Cell632,0.9352166892435084,0.9281632653061224,3.060670659932494e-22
sim,Cell172,0.9198906612375904,0.9228811524609845,1.5816970855156745e-21
sim,Cell1303,0.8756839375138786,0.8959903961584633,1.5222113150634997e-18
sim,Cell1891,0.9337697498796582,0.9192316926770708,4.601445306454993e-21
sim,Cell175,0.9276474943680856,0.9460264105642258,3.927004554424052e-25
sim,Cell2962,0.8863161108897558,0.8809123649459784,3.2907659473147927e-17
sim,Cell343,0.9649541214122798,0.962641056422569,6.927232861943769e-29
sim,Cell2566,0.9371495039059736,0.9385354141656662,8.162220522722869e-24
sim,Cell2136,0.919025181395484,0.9507322929171668,4.637896836290498e-26
sim,Cell927,0.9545424736224556,0.9432412965186074,1.272873098636342e-24
sim,Cell676,0.8687653584839956,0.8824489795918368,2.4531452789272365e-17
sim,Cell2787,0.8664257265460821,0.8715966386554621,1.7987147276099183e-16
sim,Cell377,0.9146199771584128,0.934405762304922,3.708402769000072e-23
sim,Cell587,0.8912237287332133,0.9006002400960382,5.409426613985804e-19
sim,Cell1388,0.8781163001861796,0.8557503001200479,2.4367787654074103e-15
sim,Cell1607,0.9315245993767768,0.9367106842737096,1.6133565169407933e-23
sim,Cell1593,0.950440265235707,0.9490036014405762,1.0406094481333803e-25
sim,Cell1283,0.8462941633669797,0.9017527010804322,4.1436943306870544e-19
sim,Cell2544,0.9648489285946472,0.9479471788715486,1.6819512577854354e-25
sim,Cell887,0.8535147302404916,0.8571908763505401,1.9480363111364057e-15
sim,Cell2792,0.8640812681514828,0.8653541416566627,5.222745095252424e-16
sim,Cell2263,0.9008882977950894,0.9224009603841536,1.8257244842223654e-21
sim,Cell754,0.9359407032607292,0.9321968787515006,8.00710134662447e-23
sim,Cell529,0.8914856818148348,0.896470588235294,1.3698101132928669e-18
sim,Cell2230,0.9475779990082156,0.9562064825930372,2.9206819951263163e-27
sim,Cell2366,0.9517554670425756,0.9143337334933972,1.786999942059595e-20
sim,Cell1611,0.8785677243134639,0.8607442977190877,1.1096530715749289e-15
sim,Cell147,0.9541060449997056,0.9612965186074428,1.594147501871506e-28
sim,Cell523,0.9508045269972064,0.9612965186074428,1.594147501871506e-28
sim,Cell2155,0.8875974540988864,0.8647779111644658,5.7473045232178655e-16
sim,Cell2545,0.930432381736635,0.922016806722689,2.0464294232417984e-21
sim,Cell2260,0.9242495479077182,0.9274909963985594,3.798137189168e-22
sim,Cell1077,0.8590257751818602,0.84921968787515,6.5273179248881254e-15
sim,Cell2596,0.9267633569743098,0.9182713085234094,6.0438771309234816e-21
sim,Cell741,0.9003916087313601,0.8441296518607444,1.3631028468920468e-14
sim,Cell52,0.8512093671590859,0.8646818727490996,5.839467505471507e-16
sim,Cell367,0.8985734034319369,0.9163505402160864,1.03244504649737e-20
sim,Cell757,0.917915464919414,0.9170228091236492,8.572614249040437e-21
sim,Cell2590,0.8386990036432186,0.8762064825930371,7.89487438249061e-17
sim,Cell2939,0.9179112262582718,0.9267226890756304,4.848647571406975e-22
sim,Cell89,0.9371717054990956,0.9533253301320528,1.3046361144117814e-26
sim,Cell1554,0.9268837315034828,0.9393037214885952,6.0882092077471154e-24
sim,Cell1092,0.9272387991529616,0.9242256902761103,1.0531271342185678e-21
sim,Cell1582,0.8939508633917973,0.93046818727491,1.4365743609867785e-22
sim,Cell226,0.9047659115953558,0.905594237695078,1.6631546009932092e-19
sim,Cell747,0.9313188062333162,0.9257623049219688,6.5549965919379695e-22
sim,Cell2203,0.9395046313383864,0.8948379351740696,1.956703710881035e-18
sim,Cell1093,0.8947291955958078,0.9062665066026412,1.411930767549468e-19
sim,Cell1629,0.8699698414182551,0.8608403361344538,1.0926685586079324e-15
sim,Cell1416,0.9455678172365928,0.927779111644658,3.4633881007412096e-22
sim,Cell2736,0.893634220437213,0.8914765906362545,4.004210079009857e-18
sim,Cell2479,0.929271697052066,0.931812725090036,9.129799936045796e-23
sim,Cell2489,0.9346924942492832,0.9377671068427372,1.0901768776977301e-23
sim,Cell2507,0.9160566015092346,0.9155822328931572,1.2744763364574922e-20
sim,Cell2506,0.9536956429345862,0.952845138055222,1.658904407619707e-26
sim,Cell1731,0.9116249817029588,0.911548619447779,3.7298070684839935e-20
sim,Cell924,0.8910861318849638,0.8564225690276109,2.1957277892686805e-15
sim,Cell1801,0.9245838380440397,0.9352701080432172,2.723957850872672e-23
sim,Cell662,0.961999680400732,0.9551500600240096,5.1140158086459525e-27
sim,Cell2290,0.8877722398756156,0.8937815126050419,2.4568828696780648e-18
sim,Cell2737,0.9270572499801936,0.9229771908763506,1.536782937763818e-21
sim,Cell2394,0.8832530751231468,0.9295078031212484,1.9749193818006232e-22
sim,Cell673,0.9044754031170242,0.9308523409363744,1.2632382370147974e-22
sim,Cell773,0.8644729570144958,0.8803361344537814,3.670166847432925e-17
sim,Cell2176,0.930146618425104,0.9337334933973588,4.700495463431778e-23
sim,Cell875,0.8679954138822912,0.8631452581032413,7.519789841409439e-16
sim,Cell690,0.9333187704103588,0.9176950780312124,7.106804148600365e-21
sim,Cell1,0.9171550629346452,0.924129651860744,1.0844405225304269e-21
sim,Cell1838,0.8997413220231784,0.8508523409363745,5.124680656369969e-15
sim,Cell1890,0.91198751990049,0.9044417767106842,2.195953631166134e-19
sim,Cell2417,0.9390834712096447,0.9438175270108043,1.0029128618530387e-24
sim,Cell2422,0.9410512345712108,0.942376950780312,1.811585565530643e-24
sim,Cell2853,0.8910649271724836,0.902905162064826,3.163637296577094e-19
sim,Cell1682,0.9193175645950546,0.9218247298919569,2.1661194383535666e-21
sim,Cell2195,0.8734155342795672,0.8766866746698678,7.232312722148805e-17
sim,Cell2277,0.9306807403405852,0.9185594237695076,5.571115006383623e-21
sim,Cell1909,0.8861345083933576,0.9012725090036016,4.6322851419075365e-19
sim,Cell458,0.8483675224365906,0.8290516206482592,1.0442150771214164e-13
sim,Cell384,0.9100386744860116,0.912124849939976,3.2095306970450345e-20
sim,Cell2936,0.8921002690243914,0.9092436974789916,6.734270335701321e-20
sim,Cell1302,0.9150966171024884,0.8836014405762305,1.962785410802649e-17
sim,Cell833,0.9373324875427174,0.9378631452581032,1.0516558758988801e-23
sim,Cell2868,0.9280946093595064,0.8957022809123649,1.621274870308402e-18
sim,Cell547,0.7981771876209934,0.8195438175270108,3.414734413365521e-13
sim,Cell608,0.9324461978597764,0.9408403361344536,3.3480668217904634e-24
sim,Cell387,0.884042951873847,0.9039615846338536,2.4629771299904867e-19
sim,Cell801,0.8686356696700565,0.8792797118847538,4.4764847174655337e-17
sim,Cell162,0.941691836158902,0.9336374549819928,4.861424831144912e-23
sim,Cell1444,0.923810598770598,0.9302761104441776,1.531545401504727e-22
sim,Cell2009,0.8271976056731327,0.8354861944777912,4.4907502318683545e-14
sim,Cell50,0.9126109701914786,0.9144297719087636,1.7414553762736242e-20
sim,Cell2376,0.911027149081314,0.9044417767106842,2.195953631166134e-19
sim,Cell800,0.9299567143650525,0.9386314525810324,7.870158202722891e-24
sim,Cell166,0.8990308685392744,0.8948379351740696,1.956703710881035e-18
sim,Cell271,0.9401636143604738,0.9427611044417766,1.5496412520687691e-24
sim,Cell82,0.8834931000449919,0.8718847539015606,1.710080832094357e-16
sim,Cell1235,0.9118225065135044,0.9336374549819928,4.861424831144912e-23
sim,Cell2808,0.9241481636932024,0.939783913565426,5.059052423407908e-24
sim,Cell1193,0.8905977021359976,0.8766866746698678,7.232312722148805e-17
sim,Cell642,0.9368457969274196,0.937094837935174,1.4001313600978312e-23
sim,Cell2723,0.9545843628918989,0.9524609843937576,2.006814514029497e-26
sim,Cell1198,0.9004618614000982,0.8936854741896758,2.507957070573933e-18
sim,Cell372,0.9145134304387122,0.8940696278511404,2.309543742945004e-18
